"rownum","Id","Text","XBoxText","i32","PlaystationText"
3210,"TutorialPanelStatsAndModsCalculationsContent6","The same is true for increases to armour on items that naturally provide armour, or increases to evasion on items that naturally provide evasion, and so on.  \r\n\t\t\t\r\nSome mods, such as 'Increased Attack Speed', can appear on both weapons and armour. Like the Increased Physical Damage modifier, the Increased Attack Speed on the weapon shown below is local to the weapon, and changes that specific weapon's rate of attack. The gloves shown below also have Increased Attack Speed, but they affect any weapon you are holding and use the Attacks Per Second value displayed on the weapon to calculate how quickly you attack.","",-803274219,""
3211,"TutorialPanelStatsAndModsCalculationsContent7","The attack speed mod on these gloves is a global modifier, so it adds together with other global increases to attack speed, including those on your passive tree.\r\n \r\nAs a general rule (though there are occasional exceptions), if the values in the top section of an item are different to the normal basetype, they are benefitting from local modifiers. If a modifier on an item doesn't seem to be affecting anything in the top section, then it is global.\r\n\r\nSee if you can work out which mods are local and which mods are global in the image below.","",1429781206,""
3212,"TutorialPanelStatsAndModsCalculationsImage1","Art/2DArt/UIImages/InGame/TutorialPictures/LifeMarauder1","",895678253,""
3213,"TutorialPanelStatsAndModsCalculationsImage2","Art/2DArt/UIImages/InGame/TutorialPictures/LifeMarauder2","",1238358350,""
3214,"TutorialPanelStatsAndModsCalculationsImage3","Art/2DArt/UIImages/InGame/TutorialPictures/LifeMarauder3","",-2007663824,""
3215,"TutorialPanelStatsAndModsCalculationsImage4","Art/2DArt/UIImages/InGame/TutorialPictures/MoreAndLess1","",1056940735,""
3216,"TutorialPanelStatsAndModsCalculationsImage5","Art/2DArt/UIImages/InGame/TutorialPictures/Modifiers1","",-1759671759,""
3217,"TutorialPanelStatsAndModsCalculationsImage6","Art/2DArt/UIImages/InGame/TutorialPictures/Modifiers2","",1624968519,""
3218,"TutorialPanelStatsAndModsCalculationsImage7","Art/2DArt/UIImages/InGame/TutorialPictures/Modifiers3","",1505247305,""
3219,"TutorialPanelStatsAndModsCalculationsCaption1","This character has been granted life from their Iron Ring, as well as from their first passive skill. They also gained life simply by levelling up.","",1052039591,""
3220,"TutorialPanelStatsAndModsCalculationsCaption2","By taking these two passive skills, this character also gains 4% and 5% increased maximum life. These add to a total of 9% increased maximum life.","",-1935996589,""
3221,"TutorialPanelStatsAndModsCalculationsCaption3","The global modifier (increased maximum life) increases all sources of maximum life, and after rounding, we land on this character's final life value.","",2003483890,""
3222,"TutorialPanelStatsAndModsCalculationsCaption4","The Full Scale Armour has one local mod (increased Armour and Evasion) and one global mod (Lightning Resistance). The Steel Gauntlets also have one local mod (increased Armour) and one global mod (increased Attack Speed). The Sharktooth Claw's increased Attack Speed mod is local, and so is the implicit (life gained on hit).","",-1838837468,""
3223,"TutorialPanelGlossaryTitle1","Glossary of Common Game and Player Terms","",-872236839,""
3224,"TutorialPanelGlossarySubtitle1","Act:","",-703387374,""
3225,"TutorialPanelGlossaryContent1","A section of Path of Exile's main story. Each act has a Town, quests, and a story arc contained within it.","",-841663950,""
3226,"TutorialPanelGlossarySubtitle2","Active Skill: ","",1789169481,""
3227,"TutorialPanelGlossaryContent2","Any skill that performs an action is an active skill. Most skill gems provide you with an active skill.","",1879307561,""
3228,"TutorialPanelGlossarySubtitle3","Affix:","",1204226426,""
3229,"TutorialPanelGlossaryContent3","The modifiers (or mods) that are randomly assigned to items. A magic item can have two affixes; one prefix and one suffix. Most rare items can have six; three prefixes and three suffixes.","",169504471,""
3230,"TutorialPanelGlossarySubtitle4","Ailment:","",-123268552,""
3231,"TutorialPanelGlossaryContent4","Bleeding, Ignite, Chill, Freeze, Shock and Poison. Ailments can be removed by certain flasks, or negated by items or passive skills.","",8648866,""
3232,"TutorialPanelGlossarySubtitle5","Area of Effect:","",856374255,""
3233,"TutorialPanelGlossaryContent5","The area in which a skill has an effect. A fireball's explosion has a small area of effect, while the secondary effect of Earthquake has a large area of effect.","",-1681784633,""
3234,"TutorialPanelGlossarySubtitle6","Armour:","",513479757,""
3235,"TutorialPanelGlossaryContent6","The primary defensive stat from Strength-based equipment. Armour reduces the damage taken from physical attack and spell hits.","",419153429,""
3236,"TutorialPanelGlossarySubtitle7","Ascendancy:","",-20375683,""
3237,"TutorialPanelGlossaryContent7","A specialised subclass unlocked via the Labyrinth.","",-1433149179,""
3238,"TutorialPanelGlossarySubtitle8","Attack:","",1371713707,""
3239,"TutorialPanelGlossaryContent8","One of the main skill types. With few exceptions, attacks use your weapon to calculate damage. Any skill gem with the \""Attack\"" tag is an attack. Attacks can be both ranged and melee, and items and passive skills can affect ranged attacks or melee attacks exclusively. Some attacks, such as Spectral Throw, use a melee weapon but are not considered melee.","",2080253836,""
3240,"TutorialPanelGlossarySubtitle9","Attributes:","",-667192299,""
3241,"TutorialPanelGlossaryContent9","Strength, Dexterity and Intelligence. Most items have an attribute requirement.","",448964056,""
3242,"TutorialPanelGlossarySubtitle10","Aura:","",573369818,""
3243,"TutorialPanelGlossaryContent10","A persistent field of an effect. If you step outside of an aura's radius, you won't be affected by it. Auras are also a specific set of skills that frequently reserve a portion of mana.","",-2109947885,""
3244,"TutorialPanelGlossarySubtitle11","Beyond Demon:","",-990986603,""
3245,"TutorialPanelGlossaryContent11","A group of monsters that are summoned, under certain conditions, when many enemies are slain in close proximity.","",-326523332,""
3246,"TutorialPanelGlossarySubtitle12","Boss:","",-173864650,""
3247,"TutorialPanelGlossaryContent12","A strong unique enemy. Every non-unique map has one or more map bosses, and every act has one or more act bosses.","",189194631,""
3248,"TutorialPanelGlossarySubtitle13","Breach:","",1354743109,""
3249,"TutorialPanelGlossaryContent13","Visible as a clawed hand reaching out of the ground. Breaches grow in size and fill with monsters for a period of time. The more monsters slain within a breach, the longer the breach will remain open and continue to grow in size.","",-936516421,""
3250,"TutorialPanelGlossarySubtitle14","Build:","",712869976,""
3251,"TutorialPanelGlossaryContent14","The way a character is played or intended to be played. Eg. A Tornado Shot build uses Tornado shot as its primary skill, and most of the items and passive skills serve to improve the effectiveness of Tornado Shot.","",-420159196,""
3252,"TutorialPanelGlossarySubtitle15","Chaos:","",-800703772,""
3253,"TutorialPanelGlossaryContent15","One of the five damage types, along with Physical, Fire, Cold and Lightning. Chaos damage bypasses Energy Shield by default.","",-829347962,""
3254,"TutorialPanelGlossarySubtitle16","Character:","",-36742642,""
3255,"TutorialPanelGlossaryContent16","Usually refers to the Marauder, Duelist, Ranger, Shadow, Witch, Templar and Scion playable characters.","",858978656,""
3256,"TutorialPanelGlossarySubtitle17","Charge:","",1545062261,""
3257,"TutorialPanelGlossaryContent17","May refer to one of several things: Frenzy, Endurance, and Power Charges, which can be gained from items or skills, and which grant significant boosts to damage with attack skills and attack/cast speed, damage reduction and resistances, and critical strike chance and spell damage respectively. \r\n\r\nCharge may also refer to Flask charges, which determine how many uses a flask has. Flask charges are regained primarily by slaying monsters.\r\n\r\nCharge can also reference the number of uses a skill has, such as trap skills or Vaal skills that can store enough souls for multiple uses.","",-2048879799,""
3258,"TutorialPanelGlossarySubtitle18","Cold:","",1989270113,""
3259,"TutorialPanelGlossaryContent18","One of the five damage types, along with Fire, Lightning, Physical and Chaos. Cold damage can chill and freeze by default.","",-1562575502,""
3260,"TutorialPanelGlossarySubtitle19","Corruption:","",-1015986198,""
3261,"TutorialPanelGlossaryContent19","One of the mysterious forces that is causing the dead to rise and life to mutate on Wraeclast. Also refers to the act of using a Vaal Orb on an item to change its properties. A corrupted item cannot be further modified.","",-2057100855,""
3262,"TutorialPanelGlossarySubtitle20","Crafting:","",-301955998,""
3263,"TutorialPanelGlossaryContent20","The act of changing or creating an item. This can be done through the use of the various Orbs, Essences and Hideout crafting benches.","",1564955124,""
3264,"TutorialPanelGlossarySubtitle21","Currency:","",-1509066704,""
3265,"TutorialPanelGlossaryContent21","Usually refers to the various Orb items such as the Chaos Orb.","",367185127,""
3266,"TutorialPanelGlossarySubtitle22","Daily Mission:","",1987649123,""
3267,"TutorialPanelGlossaryContent22","Each Forsaken Master can offer you one quest per day from your Hideout. Completing the Daily Mission awards much higher experience for that Master than normal.","",-280965706,""
3268,"TutorialPanelGlossarySubtitle23","Damage Over Time:","",-766092041,""
3269,"TutorialPanelGlossaryContent23","Damage that occurs over a period of time without a 'hit'. Eg. Standing on burning ground, or the poison component of Viper Strike.","",-1850783117,""
3270,"TutorialPanelGlossarySubtitle24","Defences:","",-145873121,""
3271,"TutorialPanelGlossaryContent24","Armour, Energy Shield and Evasion are the three main defences. These are found on most non-weapon equippable items.","",295782834,""
3272,"TutorialPanelGlossarySubtitle26","Dexterity:","",-1166321340,""
3273,"TutorialPanelGlossaryContent26","One of the three attributes, along with Strength and Intelligence. Dexterity passively grants some Accuracy and increases your Evasion.","",-1904400731,""
3274,"TutorialPanelGlossarySubtitle27","Divination Card:","",-1976980183,""
3275,"TutorialPanelGlossaryContent27","A type of item that can be turned in at Tasuni in Highgate for the reward written on the card. Each of these was designed by a Path of Exile supporter.","",-1757977819,""
3276,"TutorialPanelGlossarySubtitle28","Energy Shield:","",-856830472,""
3277,"TutorialPanelGlossaryContent28","The primary defensive stat from Intelligence-based equipment. Energy Shield protects Life from all damage types except Chaos by default. Energy Shield also rapidly recovers after a period of taking no damage.","",-1907691107,""
3278,"TutorialPanelGlossarySubtitle29","Equipment:","",-2043751497,""
3279,"TutorialPanelGlossaryContent29","Weapons, shields, helmets, body armours, boots, gloves, rings, amulets, and belts all count as equipment.","",546853941,""
3280,"TutorialPanelGlossarySubtitle30","Evasion:","",-1905105705,""
3281,"TutorialPanelGlossaryContent30","The primary defensive stat from Dexterity-based equipment. Evasion provides a chance to ignore incoming attacks. Evasion provides no benefit against spells.","",981902194,""
3282,"TutorialPanelGlossarySubtitle31","Exile:","",1310928094,""
3283,"TutorialPanelGlossaryContent31","Any NPC who was exiled from Oriath. Each of the player characters is also an Exile.","",-1032850900,""
3284,"TutorialPanelGlossarySubtitle32","Fire:","",-532711908,""
3285,"TutorialPanelGlossaryContent32","One of the five damage types, along with Cold, Lightning, Physical and Chaos. Fire damage can ignite by default.","",-568895393,""
3286,"TutorialPanelGlossarySubtitle33","Flask:","",289238003,""
3287,"TutorialPanelGlossaryContent33","An item type that sits in the flask slots and is used to gain some effect on the player character, such as restoring life or mana, or gaining a temporary buff. Flasks are refilled by slaying monsters, or returning to a Town or Hideout.","",-318052384,""
3288,"TutorialPanelGlossarySubtitle25","Forest Encampment:","",1793073289,""
3289,"TutorialPanelGlossaryContent25","The Town in Act 2 that is sitting atop the river.","",-87915907,""
3290,"TutorialPanelGlossarySubtitle34","Gem:","",1988272725,""
3291,"TutorialPanelGlossaryContent34","May refer to Skill Gems or Support Gems. Not to be confused with Jewels.","",1062918595,""
3292,"TutorialPanelGlossarySubtitle35","Global Mod:","",-1896457641,""
3293,"TutorialPanelGlossaryContent35","A mod which affects more than just the item it is on.","",-1444631135,""
3294,"TutorialPanelGlossarySubtitle36","Guild:","",1525479513,""
3295,"TutorialPanelGlossaryContent36","A collection of players that have access to a shared chat channel and a shared stash. Guilds can also have Guild Tags, a sequence of letters that represents which guild they are a part of.","",-1098125279,""
3296,"TutorialPanelGlossarySubtitle37","Hideout:","",-864569275,""
3297,"TutorialPanelGlossaryContent37","An area owned by the player that can house Masters and crafting benches, and can be decorated and altered by the player. Hideouts are shared across all characters on the same league and account.","",1806606593,""
3298,"TutorialPanelGlossarySubtitle38","Hideout Decoration:","",-1289670735,""
3299,"TutorialPanelGlossaryContent38","Any object that can be moved and placed within a Hideout.","",-425342720,""
3300,"TutorialPanelGlossarySubtitle39","Highgate:","",-1631682777,""
3301,"TutorialPanelGlossaryContent39","The Town on Mount Veruso, first encountered in Act 4.","",-1822292057,""
3302,"TutorialPanelGlossarySubtitle40","Implicit Mod:","",-1906578959,""
3303,"TutorialPanelGlossaryContent40","The mod that appears above the randomly generated mods on an item. This is guaranteed by the basetype that the implicit is on, but can be changed by a few different sources. The most common way to change an implicit is by using a Vaal Orb (see Corruption).","",-417018109,""
3304,"TutorialPanelGlossarySubtitle41","Intelligence:","",-1691937472,""
3305,"TutorialPanelGlossaryContent41","One of the three attributes, along with Strength and Dexterity. Intelligence passively grants some Mana and increases your Energy Shield.","",461435977,""
3306,"TutorialPanelGlossarySubtitle42","Jewel:","",-131562394,""
3307,"TutorialPanelGlossaryContent42","An item that can be socketed in the passive tree.","",-1611023657,""
3308,"TutorialPanelGlossarySubtitle43","Jewellery:","",-512859869,""
3309,"TutorialPanelGlossaryContent43","Usually refers to rings and amulets. Sometimes also includes belts and jewels.","",-155360829,""
3310,"TutorialPanelGlossarySubtitle44","Keystone:","",1071750055,""
3311,"TutorialPanelGlossaryContent44","One of the very large passive skills on the passive tree. Keystones drastically change the function of your character, and often come with a drawback.","",1286596452,""
3312,"TutorialPanelGlossarySubtitle45","Labyrinth:","",606478432,""
3313,"TutorialPanelGlossaryContent45","A long, difficult dungeon that grants the player Ascendancy points upon completion. The layout changes every day.","",869043655,""
3314,"TutorialPanelGlossarySubtitle46","Legacy:","",-1490107637,""
3315,"TutorialPanelGlossaryContent46","Usually refers to items that have mods, mod values or other features that cannot be obtained through normal means anymore. May refer to the Legacy challenge league, which ran in 2017.","",-1391846342,""
3316,"TutorialPanelGlossarySubtitle47","Level:","",40976382,""
3317,"TutorialPanelGlossaryContent47","Players, Masters and some items have levels, used to track the progress or strength of a range of features.","",714379026,""
3318,"TutorialPanelGlossarySubtitle48","Life:","",-203683649,""
3319,"TutorialPanelGlossaryContent48","Determines whether your character is alive or dead. If your life falls to zero, you're dead.","",86810201,""
3320,"TutorialPanelGlossarySubtitle49","Lightning:","",-1639362980,""
3321,"TutorialPanelGlossaryContent49","One of the five damage types, along with Fire, Cold, Physical and Chaos. Lightning damage can shock by default.","",-1329675216,""
3322,"TutorialPanelGlossarySubtitle50","Link:","",-1635453570,""
3323,"TutorialPanelGlossaryContent50","The bridge between two sockets on an item, that allows skill gems to be supported by support gems.","",-2014467476,""
3324,"TutorialPanelGlossarySubtitle107","Lioneye's Watch:","",898558198,""
3325,"TutorialPanelGlossaryContent107","The remains of a fortress that now acts as the Town in Act 1.","",-1199300124,""
3326,"TutorialPanelGlossarySubtitle51","Local Mod:","",-1672265063,""
3327,"TutorialPanelGlossaryContent51","Any mod that only affects the properties of the item it is on, and not the character as a whole.","",166193726,""
3328,"TutorialPanelGlossarySubtitle52","Lucky:","",400186641,""
3329,"TutorialPanelGlossaryContent52","A keyword that denotes that a mechanic that has some randomness will be checked twice, and the best outcome of the two checks will be used.","",636005046,""
3330,"TutorialPanelGlossarySubtitle53","Magic:","",279271719,""
3331,"TutorialPanelGlossaryContent53","One of the tiers of rarity. Things that are of Magic rarity are tinted or coloured blue.","",-359956336,""
3332,"TutorialPanelGlossarySubtitle54","Mana:","",-1284769472,""
3333,"TutorialPanelGlossaryContent54","The primary resource for using skills, represented by the Blue orb on the UI.","",-112168352,""
3334,"TutorialPanelGlossarySubtitle55","Map:","",-292636605,""
3335,"TutorialPanelGlossaryContent55","Usually refers to the Map item type, which can be used in a Map Device to enter an area that is imbued with the mods that were present on the map when it was used. May also refer to the navigation tool on the UI.","",2110187820,""
3336,"TutorialPanelGlossarySubtitle56","Master:","",-2123849962,""
3337,"TutorialPanelGlossaryContent56","Any one of the NPCs which you encounter in the world and have special side missions for you to complete.","",2097621433,""
3338,"TutorialPanelGlossarySubtitle57","Mastercrafting:","",990804369,""
3339,"TutorialPanelGlossaryContent57","Refers to the use of the crafting bench available in your Hideout.","",1919808317,""
3340,"TutorialPanelGlossarySubtitle58","Melee:","",1597563973,""
3341,"TutorialPanelGlossaryContent58","Any attack which is not ranged. Typically very close-range.","",-115919105,""
3342,"TutorialPanelGlossarySubtitle59","Mine:","",-998451449,""
3343,"TutorialPanelGlossaryContent59","A stationary object that can be placed and detonated by the player.","",-2016436514,""
3344,"TutorialPanelGlossarySubtitle60","Mirror:","",426919509,""
3345,"TutorialPanelGlossaryContent60","Usually refers to Mirror of Kalandra, the rarest currency item. A Mirrored item cannot be modified.","",990079664,""
3346,"TutorialPanelGlossarySubtitle61","Mod:","",-498073723,""
3347,"TutorialPanelGlossaryContent61","Short for Modifier. Anything that modifies an item, area or skill is a mod.","",-1375533419,""
3348,"TutorialPanelGlossarySubtitle62","MTX:","",-170134187,""
3349,"TutorialPanelGlossaryContent62","Short for Microtransaction. Usually refers to the cosmetic effects for sale in the shop.","",212974496,""
3350,"TutorialPanelGlossarySubtitle63","Normal:","",-451248065,""
3351,"TutorialPanelGlossaryContent63","One of the rarity tiers. Normal items have no special qualities and appear white or uncoloured.","",652140367,""
3352,"TutorialPanelGlossarySubtitle64","Notable:","",628975403,""
3353,"TutorialPanelGlossaryContent64","Passive skills that are smaller than keystones but larger than most other passives. Notables usually provide strong benefits.","",-1921625623,""
3354,"TutorialPanelGlossarySubtitle65","NPC:","",1721665797,""
3355,"TutorialPanelGlossaryContent65","Short for non-player character. Includes any character that can be talked to or traded with, but usually doesn't refer to enemies.","",1709578491,""
3356,"TutorialPanelGlossarySubtitle66","Oriath:","",208149201,""
3357,"TutorialPanelGlossaryContent66","The small, sole-surviving city of the now defunct Sarn Empire. Each player character was exiled from Oriath.","",-725399739,""
3358,"TutorialPanelGlossarySubtitle67","Pantheon:","",-1296312740,""
3359,"TutorialPanelGlossaryContent67","The powers obtained from major and minor gods are stored and selected on the Pantheon screen.","",-551670597,""
3360,"TutorialPanelGlossarySubtitle68","Party:","",619233696,""
3361,"TutorialPanelGlossaryContent68","Any group of two or more players that have joined forces. Players in a party all gain experience from slain monsters if they're close enough, and can chat to one another.","",-1642653912,""
3362,"TutorialPanelGlossarySubtitle69","Passive Skill:","",1711887050,""
3363,"TutorialPanelGlossaryContent69","Anything you can assign a passive skill point to. Passive skills provide incremental benefits for the player character.","",-1771303406,""
3364,"TutorialPanelGlossarySubtitle70","Phrecia:","",1213154281,""
3365,"TutorialPanelGlossaryContent70","The area surrounding Sarn, named for one of Sarn's early emperors.","",-240504709,""
3366,"TutorialPanelGlossarySubtitle71","Physical:","",1257528183,""
3367,"TutorialPanelGlossaryContent71","One of the five damage types, along with Fire, Cold, Lightning, and Chaos. Physical damage has no special features by default.","",-508788121,""
3368,"TutorialPanelGlossarySubtitle72","Portal:","",2005996357,""
3369,"TutorialPanelGlossaryContent72","Created by using a Portal Scroll. Most portals take players to the nearest Town.","",1115251964,""
3370,"TutorialPanelGlossarySubtitle73","Prefix:","",1740338105,""
3371,"TutorialPanelGlossaryContent73","One of the Affix categories. Prefixes are typically stronger than suffixes.","",-89505396,""
3372,"TutorialPanelGlossarySubtitle74","Projectile:","",1578849953,""
3373,"TutorialPanelGlossaryContent74","An attack or spell component which travels without being connected to the casting or attacking player.","",-1137990130,""
3374,"TutorialPanelGlossarySubtitle75","Quality:","",-257424147,""
3375,"TutorialPanelGlossaryContent75","Improves the effectiveness of weapon, equipment, skill gems, support gems, and other items. Quality is usually limited to 20%.","",550595253,""
3376,"TutorialPanelGlossarySubtitle76","Quest:","",-1923151558,""
3377,"TutorialPanelGlossaryContent76","A task which either forwards the story or rewards the player upon completion. Questgivers are indicated by a yellow '!' above their head.","",-1359082665,""
3378,"TutorialPanelGlossarySubtitle78","Rare:","",-1953177059,""
3379,"TutorialPanelGlossaryContent78","One of the rarity tiers. Rare items typically have up to six random mods. Rares are coloured or tinted yellow.","",-1711976435,""
3380,"TutorialPanelGlossarySubtitle79","Rarity:","",-1273350040,""
3381,"TutorialPanelGlossaryContent79","The term used to describe how many mods an item can have, or how strong an enemy is. There are four rarity tiers: Normal, Magic, Rare and Unique.","",-190787324,""
3382,"TutorialPanelGlossarySubtitle80","Recently:","",-2073527257,""
3383,"TutorialPanelGlossaryContent80","A keyword which is short for \""within the last four seconds\"".","",-627072280,""
3384,"TutorialPanelGlossarySubtitle81","Resistance:","",-1516962922,""
3385,"TutorialPanelGlossaryContent81","Used to calculate the amount of damage dealt or taken by sources of Fire, Cold, Lightning or Chaos damage.","",-1577603858,""
3386,"TutorialPanelGlossarySubtitle82","Rogue Exile:","",1677526238,""
3387,"TutorialPanelGlossaryContent82","An enemy, usually clad in Microtransactions, that attacks with skills commonly used by players. Rogue Exiles drop an item from each equipment slot.","",545621482,""
3388,"TutorialPanelGlossarySubtitle83","Sarn:","",153828027,""
3389,"TutorialPanelGlossaryContent83","The capital city of the Eternal Empire, and the primary location for Act 3.","",491736566,""
3390,"TutorialPanelGlossarySubtitle84","Skill Gem:","",1587298092,""
3391,"TutorialPanelGlossaryContent84","The source of most active skills. Skill gems, when socketed in weapons or armour, grant a skill. This skill can be augmented by linking the skill gem with a support gem.","",-87665166,""
3392,"TutorialPanelGlossarySubtitle85","Socket:","",-1482924313,""
3393,"TutorialPanelGlossaryContent85","A slot where a Skill or Support gem can be placed in weapons or armour. The passive tree also has sockets, however these sockets can only hold jewels.","",-1331518957,""
3394,"TutorialPanelGlossarySubtitle86","Spell:","",330272026,""
3395,"TutorialPanelGlossaryContent86","One of the main skill types. Any skill gem with the \""spell\"" or \""cast\"" tag is a spell. Spells are unaffected by anything that affects attacks, unless an item or skill specifically says otherwise. Spells can create things that attack (such as Raise Zombie) but do not themselves count as attacks.","",840029097,""
3396,"TutorialPanelGlossarySubtitle87","Stash:","",271849061,""
3397,"TutorialPanelGlossaryContent87","The primary way to store items and pass them between characters is via the stash. The stash can be expanded by purchasing stash tabs in the microtransaction shop.","",1735064354,""
3398,"TutorialPanelGlossarySubtitle88","Strength:","",1714872537,""
3399,"TutorialPanelGlossaryContent88","One of the three attributes, along with Dexterity and Intelligence. Strength passively grants some life and melee physical damage.","",798641727,""
3400,"TutorialPanelGlossarySubtitle89","Strongbox:","",1968985796,""
3401,"TutorialPanelGlossaryContent89","A special kind of chest that can be modified with Currency. Almost all strongboxes are guarded by several packs of monsters, and cannot be opened until those monsters have been slain.","",-2069684010,""
3402,"TutorialPanelGlossarySubtitle90","Suffix:","",1508182129,""
3403,"TutorialPanelGlossaryContent90","One of the two main affix groups. Suffixes tend to be weaker than prefixes. On Magic items and monsters, suffixes can be seen as the last part of the item's name (such as 'of Heat' or 'of Calm')","",-315460055,""
3404,"TutorialPanelGlossarySubtitle91","Support Gem:","",-691649523,""
3405,"TutorialPanelGlossaryContent91","Used to modify the behaviour, cost, and power of skill gems. Support gems have no effect by themselves and must be linked to a skill gem to have any effect.","",673501886,""
3406,"TutorialPanelGlossarySubtitle92","Supporter:","",1924923859,""
3407,"TutorialPanelGlossaryContent92","Any player who purchases a Supporter Pack or other microtransaction from the shop. Supporters keep the Path of Exile developers fed and happy. We love supporters!","",-565641961,""
3408,"TutorialPanelGlossarySubtitle93","Tempest:","",-1476791933,""
3409,"TutorialPanelGlossaryContent93","One of the past challenge leagues. Tempest is also the name of the signature effect of the Tempest challenge league. Tempests create fields around the world that influence player and monster behaviours, such as shrinking them or granting a speed boost.","",846112372,""
3410,"TutorialPanelGlossarySubtitle94","Totem:","",-80443216,""
3411,"TutorialPanelGlossaryContent94","A stationary object that can cast spells or attack remotely. Unlike traps and mines, totems have a life pool akin to minions. Unlike minions, totems can't typically move around, and are unaffected by minion modifiers.","",845190120,""
3412,"TutorialPanelGlossarySubtitle95","Town:","",-241938551,""
3413,"TutorialPanelGlossaryContent95","Any location other than a Hideout where players can buy, sell, and stash items. Towns also contain quest-givers and other NPCs.","",-701469090,""
3414,"TutorialPanelGlossarySubtitle96","Trade:","",638722030,""
3415,"TutorialPanelGlossaryContent96","The act of exchanging one good for another, typically between two players (rather than between a player and an NPC). There is a trade chat channel designed to allow players to advertise their items for sale.","",-2093047196,""
3416,"TutorialPanelGlossarySubtitle97","Trap:","",-1027144673,""
3417,"TutorialPanelGlossaryContent97","A stationary object that, when triggered, can attack or cast a spell. Traps break after they have been triggered, and can be easily destroyed by enemy attacks and spells, however they are also very difficult to see. \r\n\r\nMay also refer to the traps in the Labyrinth which serve as damaging obstacles.","",1856244537,""
3418,"TutorialPanelGlossarySubtitle98","Trigger:","",306490867,""
3419,"TutorialPanelGlossaryContent98","Typically refers to items or skill or support gems that cast a spell or deal an attack without the player's direct input. 'Cast on Critical Strike Support' is an example of a Trigger gem.\r\n\r\nMay also refer to the act of setting off a Trap.","",-965610161,""
3420,"TutorialPanelGlossarySubtitle99","Unique:","",145008139,""
3421,"TutorialPanelGlossaryContent99","One of the rarity tiers. Uniques do not have randomly generated names or mods, setting them apart from the other rarity tiers. Unique monsters are typically very strong, while unique items can provide a wide range of effects not available on other items.","",-1691216270,""
3422,"TutorialPanelGlossarySubtitle100","Vaal:","",1037817219,""
3423,"TutorialPanelGlossaryContent100","The oldest known culture on Wraeclast. The Vaal were the first known users of the gems, and their ruins are scattered across the land. Traces of the Vaal can be seen most notably in Act 2, and in the corrupted side areas. Vaal may also refer to the act of \""Vaaling\"" an item -- using a Vaal orb on an item to corrupt it.","",-1660142564,""
3424,"TutorialPanelGlossarySubtitle101","Vendor:","",-2104670850,""
3425,"TutorialPanelGlossaryContent101","Typically refers to the act of selling an item at an NPC for scraps and fragments.\r\n\r\nMay also refer to the NPC themselves.","",-441977230,""
3426,"TutorialPanelGlossarySubtitle102","Warbands:","",1577563468,""
3427,"TutorialPanelGlossaryContent102","One of the past challenge leagues. Warbands also refers to the four groups of enemies that could be found throughout the world during that league. The four groups consists of the Redblade, Brinerot, Mutewind and Renegades. They can currently be found through other means.","",-97509387,""
3428,"TutorialPanelGlossarySubtitle103","Warcry:","",-1359587899,""
3429,"TutorialPanelGlossaryContent103","A subset of skills that are not attacks or spells, and thus are unaffected by things that ordinarily affect attacks and spells. The potency of any Warcry skill is affected by how many enemies are nearby when it is used.","",700025789,""
3430,"TutorialPanelGlossarySubtitle104","Waypoint:","",-473485442,""
3431,"TutorialPanelGlossaryContent104","The primary way of saving your progress through the world of Path of Exile. Waypoints allow travel to any other waypoint that you have previously found.","",-895486310,""
3432,"TutorialPanelGlossarySubtitle105","Weapon:","",1363699480,""
3433,"TutorialPanelGlossaryContent105","A type of item that can only be equipped in the main-hand and off-hand slots. Weapons are a major factor in the damage dealt by most attacks, and can also influence which skills you can or cannot use.","",-42634825,""
3434,"TutorialPanelGlossarySubtitle106","Wraeclast:","",-778059746,""
3435,"TutorialPanelGlossaryContent106","The largest continent in Path of Exile's known world. Criminals on Oriath are exiled to Wraeclast, a mysterious continent with a murky and bloody history. Most of Path of Exile's main storyline takes place on Wraeclast.","",-245286921,""
3436,"TutorialPanelStatsAndModsWhatsImportantTitle1","Stats and Mods II: What to Look Out For","",1048603385,""
3437,"TutorialPanelStatsAndModsWhatsImportantContent1","Character builds in Path of Exile are extremely varied, and which items and passives are important to a character is highly dependent on what that character is trying to achieve, but there are some things almost everyone should look out for.","",1214216274,""
3438,"TutorialPanelStatsAndModsWhatsImportantImage1","Art/2DArt/UIImages/InGame/TutorialPictures/ItemMods1","",280907892,""
3439,"TutorialPanelStatsAndModsWhatsImportantCaption1","Because of the properties of Fireball, this staff increases Fireball's damage by 66%.","",227011767,""
3440,"TutorialPanelStatsAndModsWhatsImportantSubtitle1","Dealing Damage:","",163876709,""
3441,"TutorialPanelStatsAndModsWhatsImportantContent2","Unless you're in a coordinated group, every character needs a way to kill monsters. Figure out how you plan to deliver damage and look for items that amplify that. If you plan to shoot arrows at monsters from afar, a high-damage bow, as well as passive skills that benefit your chosen weapon, are a must. \r\n\r\nIf you plan to cast spells, look for weapons with 'increased Spell Damage'. If you're strictly dealing fire damage, look for things that boost your fire damage. A fire spell like Fireball benefits from increases to fire, spell, and projectile damage. A character who wants to smash things with a one-handed mace should look for modifiers to one-handed weapons, maces, attacks and melee attacks specifically.","",912582188,""
3442,"TutorialPanelStatsAndModsWhatsImportantImage2","Art/2DArt/UIImages/InGame/TutorialPictures/ItemMods2","",950547870,""
