"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32","i32","i32","i32","bool","bool","i32","i32","i32","i32","bool"
647,868,9455,19,107,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
648,873,9456,19,108,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,""
649,874,9457,19,109,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
650,869,9435,14,68,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
651,871,9437,7,44,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
652,872,9438,0,20,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
653,875,9441,8,68,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
654,876,9462,10,38,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
655,877,9464,15,106,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
656,881,9473,12,48,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
657,34,5262,10,40,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
658,882,9494,16,90,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
659,883,9495,16,92,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
660,884,9496,6,74,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
661,885,9521,14,70,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
662,887,9523,13,66,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
663,887,9524,13,68,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
664,887,9525,13,70,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
665,319,6914,8,0,0,1,4,"","",216,0,-16843010,-16843010,""
666,889,9527,15,108,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
667,890,9528,16,94,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
668,904,9655,19,110,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
669,894,9650,8,70,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
670,895,9497,6,76,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
671,896,9498,12,50,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
672,897,9499,17,80,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
673,902,9518,11,24,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
674,903,9519,16,96,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
675,913,9520,10,42,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
676,906,9529,3,32,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
677,907,9530,4,11,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
678,908,9531,1,43,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
679,909,9532,15,110,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
680,910,9533,13,72,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
681,911,9534,13,74,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
682,928,9536,18,14,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
683,928,9537,18,15,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
684,928,9538,18,16,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
685,929,9544,15,112,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
686,931,9545,17,82,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
687,932,9546,17,84,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
688,948,9460,19,111,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
689,933,9774,14,72,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
690,933,9775,14,74,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
691,933,9776,14,76,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
692,935,9547,15,114,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
693,936,9548,13,76,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
694,940,9549,14,78,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
695,941,9550,13,78,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
696,942,9551,16,98,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
697,943,9552,10,44,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
698,944,9661,14,80,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
699,97,5822,18,17,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
700,784,9312,18,18,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
701,930,9540,18,19,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
702,934,9541,18,20,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
703,938,9542,18,21,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
704,945,9665,2,45,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
705,946,9662,5,16,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
706,947,9663,0,21,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
707,949,9694,19,112,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
708,951,9553,13,80,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
709,952,9697,19,113,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
710,954,9698,19,114,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
711,955,9461,19,115,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
712,956,8259,6,78,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
713,957,9664,16,100,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
714,958,9670,12,52,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
715,959,9671,17,86,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
716,960,9672,17,88,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
717,961,9673,1,44,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
718,961,9674,1,45,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
719,961,9675,1,46,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
720,961,9676,1,47,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
721,961,9677,1,48,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
722,962,9679,15,116,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
723,963,9680,14,82,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
724,963,9681,14,0,0,0,0,1,1,723,0,-16843010,-16843010,""
725,964,9682,4,12,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
726,965,9683,9,38,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
727,966,9684,1,49,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
728,967,9685,16,102,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
729,968,9686,13,82,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
730,968,9687,13,0,0,0,0,1,1,729,0,-16843010,-16843010,""
731,969,9688,12,54,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
732,970,9689,16,104,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
733,970,9690,16,0,0,0,0,1,1,732,0,-16843010,-16843010,""
734,971,9691,15,118,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
735,971,9692,15,0,0,0,0,"","",734,0,-16843010,-16843010,""
736,973,9699,19,116,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
737,974,9700,13,84,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
738,975,9701,8,72,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
739,976,9702,9,40,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
740,977,9703,5,17,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
741,978,9704,6,80,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
742,979,9705,6,82,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
743,980,9706,4,13,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
744,981,9707,8,74,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
745,982,9708,1,50,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
746,983,9714,2,46,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
747,984,9715,2,47,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
748,985,9716,16,106,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
749,986,9717,10,46,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
750,987,9302,6,84,0,2,4,1,1,-16843010,-16843010,-16843010,-16843010,""
751,988,9718,11,26,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
752,989,9720,16,108,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
753,990,9721,10,48,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
754,991,9722,7,46,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
755,992,9723,13,86,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
756,993,9724,15,120,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
757,994,9725,14,84,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
758,995,9726,16,110,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
759,996,9727,15,122,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
760,997,9728,16,112,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
761,998,9729,13,88,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
762,999,9730,14,86,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
763,1000,9731,15,124,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
764,1002,9733,16,114,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
765,1003,9734,13,90,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
766,1004,9735,14,88,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
767,1005,9736,15,126,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
768,1006,9737,16,116,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
769,1007,9738,13,92,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
770,1008,9739,14,90,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
771,1009,9740,15,128,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
772,1011,9742,17,90,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
773,1012,9743,2,48,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
774,1013,9744,12,56,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
775,1046,9745,15,130,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
776,1047,9747,13,94,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
777,1048,9748,13,96,0,0,0,1,1,-16843010,-16843010,776,0,""
778,1049,9749,16,118,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
779,1050,9750,16,120,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
780,1051,9751,17,92,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
781,1052,9752,17,94,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
782,1053,9753,15,132,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
783,1054,9754,1,51,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
784,1055,9755,1,52,0,0,0,1,1,-16843010,-16843010,783,0,""
785,1056,9756,19,117,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
786,1057,9757,19,118,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
787,1058,9758,19,119,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
788,1059,9759,19,120,0,0,0,1,1,-16843010,-16843010,785,0,""
789,1060,9760,19,121,0,0,0,1,1,-16843010,-16843010,786,0,""
790,1061,9761,19,122,0,0,0,1,1,-16843010,-16843010,787,0,""
791,1062,9762,0,22,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
792,1063,9763,0,23,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
793,1064,9764,12,58,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
794,1065,9765,14,92,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
795,1066,9766,14,94,0,0,0,1,1,-16843010,-16843010,794,0,""
796,1067,9767,12,60,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
797,1068,9768,12,62,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
798,1069,9769,6,86,0,1,3,1,1,-16843010,-16843010,-16843010,-16843010,""
799,1070,9770,6,88,0,1,3,1,1,-16843010,-16843010,798,0,""
800,1071,9771,17,96,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
801,1072,9772,8,76,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
802,1074,9777,19,123,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
803,1074,9778,19,124,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
804,1074,9779,19,125,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
805,1076,9835,19,126,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
806,1078,9837,2,49,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
807,1079,9838,10,50,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
808,1080,9839,1,53,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
809,1082,9841,17,98,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
810,1083,9842,1,54,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
811,1084,9843,13,98,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
812,1085,9844,13,100,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
813,1086,9845,16,122,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
814,1087,9846,8,78,0,2,3,1,1,-16843010,-16843010,-16843010,-16843010,""
815,1088,9847,16,124,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
816,1089,9848,16,126,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
817,1090,9849,2,50,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
818,1091,9850,2,51,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
819,1092,9851,2,52,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
820,1093,9852,2,53,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
821,1094,9853,2,54,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
822,1095,9854,2,55,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
823,1096,9855,2,56,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
824,1097,9856,2,57,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
825,1098,9857,2,58,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
826,1099,9858,2,59,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
827,1099,9859,2,60,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
828,1099,9860,2,61,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
829,1099,9861,2,62,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
830,1099,9862,2,63,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
831,1099,9863,2,64,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
832,1099,9864,2,65,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
833,1100,9865,1,55,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
834,1107,9882,13,102,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
835,1109,9884,16,128,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
836,1110,9885,16,130,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
837,1111,9886,16,132,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
838,1114,9889,1,56,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
839,1115,9890,2,66,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
840,1116,9891,9,42,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
841,1117,9892,6,90,0,1,4,1,1,-16843010,-16843010,-16843010,-16843010,""
842,1119,9894,12,64,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
843,1120,9895,15,134,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
844,1121,9896,0,24,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
845,1122,9897,16,134,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
846,1123,9898,17,100,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
847,1112,9887,15,136,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
848,1081,9840,13,104,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
849,1132,10014,2,67,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
850,1133,10015,2,68,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
851,1134,10016,2,69,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
852,1135,10017,2,70,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
853,1136,10018,2,71,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
854,1125,10007,8,80,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
855,1127,10009,0,25,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
856,1128,10010,13,106,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
857,1129,10011,15,138,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
858,1130,10012,13,108,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
859,1131,10013,16,136,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
860,1137,10019,1,57,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
861,1139,10021,17,102,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
862,1140,10022,14,96,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
863,1141,10023,11,28,0,0,0,1,1,-16843010,-16843010,-16843010,-16843010,""
864,759,7751,5,18,0,0,0,1,1,-16843010,-16843010,282,0,""
865,1029,5283,16,138,0,0,0,1,1,-16843010,-16843010,30,0,""
866,1024,6168,17,104,0,0,0,1,1,-16843010,-16843010,108,0,""
867,1041,8256,8,82,0,0,0,1,1,-16843010,-16843010,316,0,""
868,1101,6731,8,84,0,0,0,1,1,-16843010,-16843010,120,0,""
869,1044,8895,5,19,0,0,0,1,1,-16843010,-16843010,472,0,""
870,743,7726,11,30,0,0,0,1,1,-16843010,-16843010,269,0,""
871,1014,6741,15,140,0,0,0,1,1,-16843010,-16843010,129,0,""
872,730,5261,9,44,0,0,0,1,1,-16843010,-16843010,14,0,""
873,749,6763,16,140,0,0,0,1,1,-16843010,-16843010,139,0,""
874,1021,5304,13,110,0,0,0,1,1,-16843010,-16843010,50,0,""
875,755,7138,9,46,0,0,0,1,1,-16843010,-16843010,244,0,""
876,1042,5248,6,92,0,0,0,1,1,-16843010,-16843010,1,0,""
877,1038,8425,7,48,0,0,0,1,1,-16843010,-16843010,405,0,""
878,1019,6881,14,98,0,0,0,1,1,-16843010,-16843010,178,0,""
879,748,5260,16,142,0,0,0,1,1,-16843010,-16843010,13,0,""
880,1028,6159,15,142,0,0,0,1,1,-16843010,-16843010,99,0,""
881,1022,5281,16,144,0,0,0,1,1,-16843010,-16843010,28,0,""
882,1040,5264,8,86,0,0,0,1,1,-16843010,-16843010,16,0,""
883,1103,5288,16,146,0,0,0,1,1,-16843010,-16843010,35,0,""
884,1015,5290,14,100,0,0,0,1,1,-16843010,-16843010,37,0,""
885,746,5299,13,112,0,0,0,1,1,-16843010,-16843010,45,0,""
886,758,5263,8,88,0,0,0,1,1,-16843010,-16843010,15,0,""
887,1037,7135,11,32,0,0,0,1,1,-16843010,-16843010,243,0,""
888,752,5839,17,106,0,0,0,1,1,-16843010,-16843010,61,0,""
889,763,5251,2,72,0,0,0,1,1,-16843010,-16843010,4,0,""
890,727,5274,1,58,0,0,0,1,1,-16843010,-16843010,23,0,""
891,1031,5259,16,148,0,0,0,1,1,-16843010,-16843010,12,0,""
892,747,5282,16,150,0,0,0,1,1,-16843010,-16843010,29,0,""
893,1026,7011,10,52,0,0,0,1,1,-16843010,-16843010,213,0,""
894,745,5289,1,59,0,0,0,1,1,-16843010,-16843010,36,0,""
895,1025,6884,8,90,0,0,0,1,1,-16843010,-16843010,180,0,""
896,761,6167,6,94,0,0,0,1,1,-16843010,-16843010,107,0,""
897,760,8422,10,54,0,0,0,1,1,-16843010,-16843010,402,0,""
898,1039,8418,4,14,0,0,0,1,1,-16843010,-16843010,399,0,""
899,729,5296,14,102,0,0,0,1,1,-16843010,-16843010,42,0,""
900,756,5257,9,48,0,0,0,1,1,-16843010,-16843010,10,0,""
901,1017,5297,14,104,0,0,0,1,1,-16843010,-16843010,43,0,""
902,754,6145,7,50,0,0,0,1,1,-16843010,-16843010,87,0,""
903,1043,8888,6,96,0,0,0,1,1,-16843010,-16843010,465,0,""
904,1033,5831,1,60,0,0,0,1,1,-16843010,-16843010,53,0,""
905,753,7007,7,52,0,0,0,1,1,-16843010,-16843010,212,0,""
906,1045,9679,15,144,0,0,0,1,1,-16843010,-16843010,722,0,""
907,1035,5834,12,66,0,0,0,1,1,-16843010,-16843010,56,0,""
908,751,6129,17,108,0,0,0,1,1,-16843010,-16843010,74,0,""
909,744,5271,11,34,0,0,0,1,1,-16843010,-16843010,238,0,""
910,1027,8432,10,56,0,0,0,1,1,-16843010,-16843010,412,0,""
911,1034,5834,12,68,0,0,0,1,1,-16843010,-16843010,56,0,""
912,757,6576,9,50,0,0,0,1,1,-16843010,-16843010,110,0,""
913,750,7001,17,110,0,0,0,1,1,-16843010,-16843010,210,0,""
914,1023,8200,2,73,0,0,0,1,1,-16843010,-16843010,290,0,""
915,742,5250,2,74,0,0,0,1,1,-16843010,-16843010,3,0,""
916,728,6151,15,146,0,0,0,1,1,-16843010,-16843010,92,0,""
917,1124,6663,17,112,0,0,0,1,1,-16843010,-16843010,112,0,""
918,1016,6911,15,148,0,0,0,1,1,-16843010,-16843010,184,0,""
919,1018,5298,14,106,0,0,0,1,1,-16843010,-16843010,44,0,""
920,1036,8201,2,75,0,0,0,1,1,-16843010,-16843010,291,0,""
921,398,4864,1,61,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
922,19,6669,6,98,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
923,134,6670,16,152,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
924,104,6671,13,114,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
925,66,6672,14,108,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
926,74,6673,13,116,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
927,141,6674,17,114,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
928,24,6675,2,76,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
929,45,6676,1,62,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
930,38,6677,6,100,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
931,114,6678,9,52,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
932,33,6680,9,54,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
933,101,6681,1,63,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
934,164,6682,15,150,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
935,79,6683,1,64,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
936,21,6865,2,77,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
937,105,6866,14,110,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
938,67,6867,14,112,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
939,47,6869,1,65,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
940,68,6870,14,114,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
941,89,6871,7,54,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
942,69,6872,14,116,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
943,163,6873,14,118,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
944,133,6874,10,58,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
945,192,6920,1,66,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
946,78,6921,1,67,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
947,149,6922,15,152,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
948,126,6923,15,154,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
949,52,6924,16,154,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
950,56,6925,16,156,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
951,112,6927,8,92,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
952,34,6928,10,60,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
953,28,6929,4,15,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
954,22,6976,2,78,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
955,143,6977,9,56,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
956,51,6978,16,158,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
957,219,6980,2,79,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
958,232,6981,0,26,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
959,150,6982,2,80,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
960,140,6983,6,102,0,2,4,"","",-16843010,-16843010,-16843010,-16843010,1
961,230,6984,2,81,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
962,222,6985,12,70,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
963,216,6988,1,68,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
964,228,6989,1,69,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
965,242,6990,16,160,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
966,41,6992,2,82,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
967,107,6993,4,16,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
968,82,7017,12,72,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
969,182,7018,6,104,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
970,109,7019,14,120,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
971,220,7021,2,83,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
972,24,7022,2,84,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
973,83,7023,12,74,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
974,44,7024,1,70,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
975,269,7025,2,85,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
976,199,7026,5,20,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
977,299,7028,13,118,0,0,0,"","",-16843010,-16843010,-16843010,-16843010,1
