"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","bool","rid","bool","rid","i32","i32","i32","rid","bool","[rid]","[rid]","[rid]","[rid]"
950,"storm_barrier_support","",1,"","","[6866,6867,8888,8887,8889]",1,3,"","","",1,18,748,1,"",15,"",1,1,"",0,"","StormBarrierBuff","","","","","",4,-1127874560,2,0,"","",[],[],"[6866,6867,8888,8887,8889]",[]
951,"critical_strike_chance_on_mana_spent","",1,"","",[],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","CriticalChanceOnManaSpent","","","","","",4,-1114112000,2,0,"","",[],[],[],[]
952,"critical_strike_chance_unique","You have a higher chance of dealing a Critical Strike.","","","Kalisa's Grace",[568],"",3,"","","","",18,746,1,"",1,"",1,1,"",0,"","","","","","","",4,-1099563008,2,0,"","",[],[],[568],[]
953,"her_embrace_unique","Cannot be Stunned\n123% of Sword Physical Damage gained as Extra Fire Damage\nUnaffected by Burning Ground\nImmune to Freeze, Chill and Ignite\n20% increased Attack, Cast and Movement Speed","","","Her Embrace","[6879,702,2750,3210,4941,4942,4943,70,216,177]",1,3,"","","","",18,747,1,"",1,"",1,1,"",0,"","","","","","","",4,-1059192832,2,0,"","",[],[],"[6879,702,2750,3210,4941,4942,4943,70,216,177]",[]
954,"grasping_vines_aura","You are being slowed while stationary","","","Grasping Vines",[],1,3,"","","","",18,758,1,"",2,"",1,1,"",0,"","GraspingVinesAura","","","","","",4,-1036255232,2,0,"","",[],[],[],[]
955,"grasping_vines_buff","You are slowed by grasping vines. Move to break the vines","","","Grasping Vines","[6903,4956,4956,12304]",1,2,1,"","","",18,758,1,"",2,"",1,1,"",0,"","GraspingVinesBuff",1,"","","","",4,-1019084800,2,0,"","",[],[],"[6903,4956,4956,12304]",[]
956,"disable_light","",1,"","",[1937],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-1011875840,2,0,"","",[],[],[1937],[]
957,"tentacle_fiend_aura","You are slower and deal reduced damage.","","","Malignant Madness","[346,24]",1,3,"","","","",18,750,1,"",2,"",1,1,"",0,"","","","","","","",4,-998113280,2,0,"","",[],[],"[346,24]",[]
958,"tentacle_fiend_aura_monster","You are slower and deal reduced damage due to a nearby Tentacle Fiend.","","","Malignant Madness","[346,24]",1,3,"","","","",18,751,1,"",2,"",1,1,"",0,"","","","","","","",4,-980680704,2,0,"","",[],[],"[346,24]",[]
959,"elder_siphon_debuff","You are taking Physical Damage over time.","","","Fed Upon",[354],1,3,"","","","",18,752,1,"",2,"",1,1,"",0,"","","","","","","",4,-973471744,2,0,"","",[],[],[354],[]
960,"elder_siphon_buff","",1,"","",[1413],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-968884224,2,0,"","",[],[],[1413],[]
961,"elder_siphon_slow","You are slower.","","","Sprouting Madness",[346],1,3,"","","","",18,753,1,"",2,"",1,1,"",0,"","","","","","","",4,-959578112,2,0,"","",[],[],[346],[]
962,"elder_siphon_immobilise","You cannot move.","","","Crystalised Fear",[7335],1,3,"","","","",18,754,1,"",2,"",1,1,"",0,"","","","","","","",4,-949485568,2,0,"","",[],[],[7335],[]
963,"ailments_types_grant_damage_taken_child_buff_shock","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-940572672,2,0,"","",[],[],[477],[]
964,"ailments_types_grant_damage_taken_child_buff_freeze","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-931528704,2,0,"","",[],[],[477],[]
965,"ailments_types_grant_damage_taken_child_buff_chill","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-922615808,2,0,"","",[],[],[477],[]
966,"ailments_types_grant_damage_taken_child_buff_ignite","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-913571840,2,0,"","",[],[],[477],[]
967,"ailments_types_grant_damage_taken_child_buff_bleeding","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-904265728,2,0,"","",[],[],[477],[]
968,"ailments_types_grant_damage_taken_child_buff_poison","",1,"","",[477],"",3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,-895221760,2,0,"","",[],[],[477],[]
969,"stolen_mods_elder_stat","You have taken one of the mods of a slain Rare Monster for yourself","","","Stolen Power",[],1,1,1,"","","",18,262,1,"",15,"",1,1,"",0,"","","","","","","",4,-880148480,2,0,"","",[],[],[],[]
970,"reduced_evasion_from_hit","",1,"","",[120],1,2,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-875692032,2,0,"","",[],[],[120],[]
971,"iron_reflexes_every_16_sec","",1,"","",[],"",2,"","","","",18,767,1,"",15,"",1,1,"",0,1,"IronReflexesCycleBuff","","","","","",4,-867958784,2,0,"","",[],[],[],[]
972,"iron_reflexes_from_unique","You have Iron Reflexes.",1,"","Iron Reflexes",[693],"",2,"","","","",18,766,1,"",15,"",1,1,"",0,1,"","","","","","",4,-858128384,2,0,"","",[],[],[693],[]
973,"have_stunned_an_enemy_recently","",1,"","",[7021],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-851836928,2,0,"","",[],[],[7021],[]
974,"gain_endurance_charges_while_stationary","",1,"","",[4956],1,2,"","","",1,18,0,1,"",15,"",1,1,"",0,"","GainEnduranceChargesWhileStationary","","","","","",4,-839516160,2,0,"","",[],[],[4956],[]
975,"death_walk_display_buff","With each step, destroys a nearby corpse to deal fire damage in an area.","","","Death Walk",[],"",3,"","","","",18,756,1,"",15,"",1,"","",0,"","","","","","","",4,-823918592,2,0,"","",[],[],[],[]
976,"mother_of_flames_daemon_debuff","",1,"","Rolling Magma Emissions",[],"",3,"","","","",18,757,1,"",15,"",1,1,"",0,"","","","","","","",4,-816447488,2,0,"","",[],[],[],[]
977,"elemental_overload_every_16_sec","",1,"","",[],"",2,"","","","",18,769,1,"",15,"",1,1,"",0,"","ElementalOverloadCycleBuff","","","","","",4,-808452096,2,0,"","",[],[],[],[]
978,"elemental_overload_from_unique","You have Elemental Overload.",1,"","Elemental Overload",[3924],"",2,"","","","",18,768,1,"",15,"",1,1,"",0,1,"","","","","","",4,-799277056,2,0,"","",[],[],[3924],[]
979,"avatar_of_fire_every_8_sec","",1,"","",[],"",2,"","","","",18,765,1,"",15,"",1,1,"",0,"","AvatarOfFireCycleBuff","","","","","",4,-791543808,2,0,"","",[],[],[],[]
980,"avatar_of_fire_from_unique","You have Avatar of Fire.",1,"","Avatar of Fire",[5265],"",2,"","","","",18,764,1,"",15,"",1,1,"",0,1,"","","","","","",4,-781320192,2,0,"","",[],[],[5265],[]
981,"physical_reflect_mortar_mod","Fire a Projectile which deals Physical Damage when you take Physical Damage.","","","Physical Thorns",[],1,3,"","","","",18,95,"","",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-764018688,2,0,"","",[],[],[],[]
982,"elemental_reflect_mortar_mod","Fire a Projectile which deals Damage of each Element Damage when you take Elemental Damage.","","","Elemental Thorns",[],1,3,"","","","",18,96,"","",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-745537536,2,0,"","",[],[],[],[]
983,"disable_rarity_epk","",1,"","",[7256],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-741867520,2,0,"","",[],[],[7256],[]
984,"curse_chaos_weakness","You are cursed. You have reduced Chaos Resistance, take increased Damage over Time, and hits against you deal additional Chaos Damage.","","","Despair","[150,542,7285,7286,13126]","",6,"","","",1,18,760,"","",5,"",1,1,"",0,"","CurseDebuff","","","","","",4,-713687040,2,0,"","",[],[],"[150,542,7285,7286,13126]",[720]
985,"mirage_archer_visual_buff","",1,"","",[],"",2,"","","","",18,0,1,"",15,"",1,1,"",0,"","MirageArcherVisualBuff","","","","","",4,-700710912,2,0,"","",[],[],[],[]
986,"shade_form","You are invulnerable to Physical Damage and hard to see.","",1,"Shade Form","[717,12443]",1,3,"","","","",18,771,1,"",1,"",1,1,"",0,"","","","","","","",4,-687865856,2,0,"","",[],[],"[717,12443]",[]
987,"lich_crystal_damage_reduction","",1,"","","[477,216,70]",1,1,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-678559744,2,0,"","",[],[],"[477,216,70]",[]
988,"petrification_statue_gaze","You are Petrified","","","Petrified",[346],"",1,"","","","",18,511,1,"",2,"",1,1,"",0,"","","","","","","",4,-670826496,2,0,"","",[],[],[346],[]
989,"elder_ground_spores","You are taking Physical Damage while standing in Eldritch Decay","","","Eldritch Decay",[354],1,3,"","","","",18,778,"","",2,"",1,1,"",0,"","","","","","","",4,-655360000,2,0,"","",[],[],[354],[]
990,"kitava_visual_display_buff","",1,"","",[],1,1,"","","","",18,0,1,"",15,1,1,1,"",0,"","","","","","","",4,-650641408,2,0,"","",[],[],[],[]
991,"elder_tentacle_portal_no_revive","",1,"","",[4855],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-645267456,2,0,"","",[],[],[4855],[]
992,"minions_no_drops_or_experience","",1,"","",[2472],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-638976000,2,0,"","",[],[],[2472],[]
993,"zana_dont_hurt_me","You are protected by Zana. You will take no damage and cannot die.","","","Zana's Protection","[140,398]","",3,"","","","",18,777,1,"",1,"",1,1,"",0,"","","","",1,"","",4,-621936640,2,0,"","",[],[],"[140,398]",[]
994,"skill_interruption","",1,"","","[7332,7333,7334]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-614072320,2,0,"","",[],[],"[7332,7333,7334]",[]
995,"uber_elder_immune_buff","","","","Immunity","[140,702,869,746,2092,398]",1,3,"","","","",18,779,1,"",1,1,1,1,"",0,"","","","","","","",4,-601489408,2,0,"","",[],[],"[140,702,869,746,2092,398]",[]
996,"uber_shaper_immune_buff","","","","Immunity","[140,702,869,746,2092,398]",1,3,"","","","",18,780,1,"",1,1,1,1,"",0,"","","","","","","",4,-585629696,2,0,"","",[],[],"[140,702,869,746,2092,398]",[]
997,"total_mana_spent_recently","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,-574750720,2,0,"","",[],[],[4956],[]
998,"total_life_spent_recently","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","ActionRecentlyCounterBuff","","","","","",4,-569114624,2,0,"","",[],[],[4956],[]
999,"have_used_a_skill_recently","",1,"","",[7372],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-563347456,2,0,"","",[],[],[7372],[]
1000,"gain_void_arrows","",1,"","",[],"",3,"","","",1,18,0,1,"",15,"",1,1,"",0,"","GainVoidArrows","","","","","",4,-557842432,2,0,"","",[],[],[],[]
1001,"temporal_anomaly","You are being slowed by a temporal anomaly.","","","Temporal Anomaly",[346],1,3,"","","","",12,781,"","",2,"",1,1,"",0,"","TemporalAnomalyDebuff","","","","","",4,-543162368,2,0,"","",[],[],[346],[]
1002,"bestiary_monster_phase_in","",1,"","","[140,702,864,398,3398]","",2,"","","","",18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-533331968,2,0,"","",[],[],"[140,702,864,398,3398]",[]
1003,"intimidating_cry","Enemies' armour is less effective against your hits","","","Intimidating Cry",[10821],1,3,"","","",1,18,821,1,"",1,"",1,1,"",0,"","","","","","","",4,-515375104,2,0,"","",[],[],[10821],[]
1004,"cat_aspect","",1,1,"Aspect of the Cat",[],1,2,"","","",1,18,809,1,"",12,"",1,1,"",0,"","","",1,"","","",4,-510263296,2,0,"","",[],[7637],[],[]
1005,"cats_stealth","You have increased Critical Strike Chance, a chance to avoid Damage, and are harder for enemies to see.","","","Cat's Stealth","[554,7425,12443]",1,3,"","","",1,18,810,1,"",1,"",1,1,"",0,"","","","","","","",4,-488505344,2,0,"","",[],[7464],"[554,7425,12443]",[]
1006,"cats_agility","You have increased Attack and Cast Speed.","","","Cat's Agility","[70,216]",1,3,"","","",1,18,811,1,"",1,"",1,1,"",0,"","","","","","","",4,-472776704,2,0,"","",[],[12866],"[70,216]",[]
1007,"bird_aspect","",1,1,"Aspect of the Avian",[],1,2,"","","",1,18,804,1,"",12,"",1,1,"",0,"","","",1,"","","",4,-465174528,2,0,"","",[],[],[],[]
1008,"bird_aspect_double_damage","You and your minions have a chance to deal Double Damage.","","","Avian's Might","[5839,7426]",1,3,"","",7452,"",18,807,1,"",1,"",1,1,"",0,"","","","","","","",4,-449839104,2,0,"","",[],[],"[5839,7426]",[]
1009,"bird_aspect_movement_speed","You and your minions have increased Movement Speed.","","","Avian's Flight","[177,617]","",3,"","",7451,"",18,805,1,"",1,"",1,1,"",0,"","","","","","","",4,-432930816,2,0,"","",[],[],"[177,617]",[]
1010,"spider_aspect","",1,1,"Spider Aspect",[],1,2,"","","",1,18,816,1,"",12,"",1,1,"",0,"","","","","","","",4,-426901504,2,0,"","",[],[],[],[]
1011,"spider_aspect_webs","Damage you take is increased.","","","Spider's Web",[477],1,1,"","","",1,18,817,1,"",2,"",1,1,"",0,"","SpiderAspectWebs","","","","","",4,-414973952,2,0,"","",[],[],[477],[]
1012,"have_killed_cursed_enemy_recently","",1,"","",[7433],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-408289280,2,0,"","",[],[],[7433],[]
1013,"flask_life_gain_on_skill_use_over_4_seconds","",1,"","Last Breath",[561],1,1,"","","","",18,0,1,"",15,"",1,"","",0,1,"LastBreathServer","","","","","",4,-396230656,2,0,"","",[],[],[561],[]
1014,"crab_aspect","",1,1,"Crab Aspect","[7438,7437]",1,2,"","","",1,18,812,1,"",12,"",1,1,"",0,"","","","","","","",4,-389677056,2,0,"","",[],[],"[7438,7437]",[]
1015,"crab_aspect_stacking_buff","Aspect of the Crab grants you additional Physical Damage Reduction per Crab Barrier.","","","Crab Aspect",[],1,4,1,7437,7436,1,18,813,1,"",6,"",1,1,"",0,"","","","","","","",4,-372768768,2,0,"","",[],[],[],[]
1016,"fire_projectile_retaliation","","","","Fire Projectile",[],1,3,"","","","",18,851,"","",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-366739456,2,0,"","",[],[],[],[]
1017,"fire_projectile_retaliation_charging","","","","",[],1,2,"","","",1,18,852,1,"",15,"",1,1,"",0,"","","","","","","",4,-361758720,2,0,"","",[],[],[],[]
1018,"physical_projectile_retaliation","","","","Physical Projectile Retaliation",[],1,2,"","","","",18,842,1,"",1,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-353107968,2,0,"","",[],[],[],[]
1019,"physical_projectile_retaliation_charging","","","","",[],1,2,"","","",1,18,844,1,"",15,"",1,1,"",0,"","","","","","","",4,-347602944,2,0,"","",[],[],[],[]
1020,"master_buff_treasure_hunter","You have increased Quantity and Rarity of Items found","",1,"Balek's Gift",[151],1,3,"","","","",18,784,1,"",15,"",1,1,"",0,"","","","","","","",4,-333709312,2,0,"","",[],[],[151],[]
1021,"godmode_ghost","","","","","[140,398,864,70,216,24]","",2,"","","","",18,789,1,"",15,1,1,1,"",0,"","GodmodeGhost","","","","","",4,-322568192,2,0,"","",[],[],"[140,398,864,70,216,24]",[]
1022,"best_crab_roar","Craiceann's Roar reduces your damage, speed, and increases your damage taken.","","","Craiceann's Torment","[5047,346,477]","",1,1,"","","",18,818,1,"",2,"",1,1,"",0,"","","","","","","",2,-297926656,2,0,"","",[],[],"[5047,346,477]",[]
1023,"vilenta_reflection_beam_degen","You are taking Physical Damage over Time","","","Vilenta's Beam",[354],1,3,"","","","",18,683,"","",2,"",1,1,"",0,"","","","","","","",4,-282066944,2,0,"","",[],[],[354],[]
1024,"delve_abyss_reflection_beam_degen","You are taking Physical Damage over Time","","","Lich's Beam","[354,6338]",1,3,"","","","",18,683,"","",2,"",1,1,"",0,"","","","","","","",4,-272629760,2,0,"","",[],[],"[354,6338]",[]
1025,"nemesis_vines","Grasping Vines slow your enemies when you take a hit.","","","Grasping Vines",[],1,3,"","","","",18,787,"","",1,"",1,1,"",0,"","","","","","","",4,-261357568,2,0,"","",[],[],[],[]
1026,"nemesis_vines_large","Grasping Vines slow your enemies when you take a hit.","","","Grasping Vines",[],1,3,"","","","",18,788,"","",1,"",1,1,"",0,"","","","","","","",4,-258605056,2,0,"","",[],[],[],[]
1027,"number_of_crab_charges_lost_recently","",1,"","",[],1,1,"","",7473,1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-253624320,2,0,"","",[],[],[],[]
1028,"rage","You gain increased Attack Damage, Attack Speed and Movement Speed.\nYou lose 1 Rage every 0.5 seconds if you have not been Hit or gained Rage Recently.","","","Rage",[],1,4,1,12026,7494,1,18,839,1,1,15,"",1,1,"",0,"","Rage","","","","","",4,-232128512,2,0,"","",[],[],[],[]
1029,"bestiary_harpoon_slow","",1,"","",[1100],1,3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-228065280,2,0,"","",[],[],[1100],[]
1030,"bestiary_tiger_teleport","",1,"","","[6946,140,398,7335]","",3,"","","","",18,792,1,"",1,1,1,1,"",0,"","","","","","","",4,-219545600,2,0,"","",[],[],"[6946,140,398,7335]",[]
1031,"bestiary_spider_web","You are taking Chaos Damage over time and have reduced Movement Speed","","","Venomous Web","[453,177]","",3,"","","","",18,838,1,"",2,"",1,1,"",0,"","","","","","","",4,-199360512,2,0,"","",[],[],"[453,177]",[]
1032,"lightning_clone_retaliation","","","","Lightning Clone Retaliation",[],1,2,"","","","",18,790,1,"",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-189661184,2,0,"","",[],[],[],[]
1033,"lightning_clone_retaliation_large","","","","Lightning Clone Retaliation",[],1,2,"","","","",18,791,1,"",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-185073664,2,0,"","",[],[],[],[]
1034,"lightning_clone_minion","",1,"","",[],1,2,"","","","",18,0,1,"",15,"",1,1,"",0,"","LightningCloneMinion","","","","","",4,-179044352,2,0,"","",[],[],[],[]
1035,"elementalist_pendulum_rotation","",1,"","Ascendancy Effect",[],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"ElementalistPendulumRotationBuff","","","","","",4,-170393600,2,0,"","",[],[],[],[]
1036,"elementalist_new_increased_elemental_damage","",1,"","Ascendancy Effect (invisible)",[486],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-159383552,2,0,"","",[],[],[486],[]
1037,"elementalist_new_increased_aoe","",1,"","Ascendancy Effect (invisible)",[434],1,3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"","","","","","",4,-153092096,2,0,"","",[],[],[434],[]
1038,"gain_endurance_charges_if_hit_recently","",1,"","",[],1,9,"","","",1,18,0,1,"",15,"","","","",0,1,"GainEnduranceChargesIfHitRecently","","","","","",4,-142213120,2,0,"","",[],[],[],[]
1039,"gain_endurance_charges_if_used_warcry_recently","",1,"","",[],1,9,"","","",1,18,0,1,"",15,"","","","",0,1,"GainEnduranceChargesIfHitRecently","","","","","",4,-135921664,2,0,"","",[],[],[],[]
1040,"have_taken_fire_damage_from_an_enemy_hit_recently","",1,"","",[7538],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-128188416,2,0,"","",[],[],[7538],[]
1041,"chieftain_physical_as_fire_cycle","",1,"","",[7540],"",3,"","","",1,18,0,1,"",15,"",1,1,"",0,1,"ChieftainPhysicalAsFireTimer","","","","","",4,-117702656,2,0,"","",[],[],[7540],[]
1042,"chieftain_physical_as_fire_for_3_sec","Gain extra Fire Damage based on Physical Damage.","","","Ngamahu, Flame's Advance",[447],1,3,"","","",1,18,1132,1,"",15,"",1,1,"",0,1,"","","","","","",4,-100663296,2,0,"","",[],[],[447],[]
1043,"have_crit_in_past_8_seconds","",1,"","",[7560],"",9,"","","",1,18,0,1,"",15,"","","","",0,1,"","","","","","",4,-94765056,2,0,"","",[],[],[7560],[]
1044,"number_of_traps_triggered_recently","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,-87949312,2,0,"","",[],[],[4956],[]
1045,"number_of_mines_detonated_recently","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,-81133568,2,0,"","",[],[],[4956],[]
1046,"additional_block_if_attacked_recently","You are being granted Block Chance by a Guardian","","","Bastion of Hope",[1089],"",3,"","","","",18,825,1,"",1,"",1,1,"",0,1,"","","","","","",4,-67371008,2,0,"","",[],[],[1089],[]
1047,"additional_spell_block_if_have_cast_spell_recently","You are being granted Spell Block Chance by a Guardian","","","Bastion of Hope",[7698],"",3,"","","","",18,826,1,"",1,"",1,1,"",0,1,"","","","","","",4,-51118080,2,0,"","",[],[],[7698],[]
1048,"capture_monster_trapped","",1,"","","[6946,398,982,3204]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-42598400,2,0,"","",[],[],"[6946,398,982,3204]",[]
1049,"capture_monster_enraged","",1,"","","[24,70,216,177,477]",1,3,"","","","",18,332,1,"",15,"",1,1,"",0,"","","","","","","",4,-29884416,2,0,"","",[],[],"[24,70,216,177,477]",[]
1050,"capture_monster_captured","",1,"","","[864,1307,2575]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,-18087936,2,0,"","",[],[],"[864,1307,2575]",[]
1051,"capture_monster_disappearing","",1,"","",[],"",3,"","","","",18,803,1,"",15,1,1,1,"",0,"","","","","","","",4,-11010048,2,0,"","",[],[],[],[]
1052,"cold_beam_retaliation","","","","",[],1,2,"","","","",18,845,"","",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-7995392,2,0,"","",[],[],[],[]
1053,"cold_beam_retaliation_large","","","","",[],1,2,"","","","",18,845,"","",15,"",1,1,"",0,"","TriggerDaemonWhenHitBuff","","","","","",4,-4194304,2,0,"","",[],[],[],[]
1054,"juggernaut_phys_damage_prevented_as_life_regen","",1,"","",[],"",3,"","","","",18,0,1,"",15,"","","","",0,"","PhysDamagePreventedLifeRegen","","","","","",4,6029312,3,0,"","",[],[],[],[]
1055,"animated_guardian_defence_tracking","",1,"","","[7609,7610,7611]",1,3,"","","","",18,0,1,"",15,"","","","",0,"","","","","","","",4,13893632,3,0,"","",[],[],"[7609,7610,7611]",[]
1056,"recent_rage_tracker","",1,"","",[7619],1,9,"","","","",18,0,1,"",15,"","","","",0,1,"","","","","","",4,20840448,3,0,"","",[],[],[7619],[]
1057,"cannot_evade_attacks","",1,"","",[696],"",2,"","","","",18,0,"","",15,"","","","",0,"","","","","","","",4,25821184,3,0,"","",[],[],[696],[]
1058,"adrenaline","You deal increased Damage, and have increased Attack, Cast and Movement Speed and additional Physical Damage Reduction.","","","Adrenaline","[7639,24,70,216,177,1038]",1,3,"","","","",18,819,1,"",1,"",1,"","",0,"","","","","","","",4,52166656,3,0,"","",[],[],"[7639,24,70,216,177,1038]",[]
1059,"malediction","","","","Malediction","[24,477]",1,3,"","","","",18,1313,1,"",2,"",1,1,"",0,"","","","","","","",4,63963136,3,0,"","",[],[],"[24,477]",[]
1060,"spider_aspect_webs_resistance_and_damage","",1,"","","[24,7677]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,73662464,3,0,"","",[],[],"[24,7677]",[]
1061,"bestiary_boss_growing_damage_aoe","",1,"","","[634,3903]","",1,"","","","",18,0,1,"",15,"",1,1,"",3,"","","","","","","",4,82313216,3,0,"","",[],[],"[634,3903]",[]
1062,"tailwind","You are being granted Tailwind, increasing your Action Speed","","","Tailwind",[346],"",3,"","","","",18,828,1,"",1,"",1,1,"",0,1,"","","","","","",4,96206848,3,0,"","",[],[7685],[346],[]
1063,"gathering_winds_stacking_buff","Winds gather around you.","","","Gale Force",[],"",1,1,"","","",18,1417,1,1,15,"",1,"","",10,"","","","","","","",3,107347968,3,0,"","",[],[13422],[],[]
1064,"block_chance_per_hit_blocked_past_10_sec","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,114950144,3,0,"","",[],[],[4956],[]
1065,"blinding_aura","You are blinded by an enemy Blinding Aura","","","Blinding Aura",[973],"",3,"","","","",18,171,1,"",2,"",1,1,"",0,"","","","","","","",4,126615552,3,0,"","",[],[],[973],[]
1066,"assassin_poison_duration","",1,"","",[4956],"",3,"","","","",18,0,1,"",15,"","","","",0,1,"ActionRecentlyCounterBuff","","","","","",4,132120576,3,0,"","",[],[],[4956],[]
1067,"bestiary_cocoon","You can break free from the web","","","Trapped in cocoon","[6946,140,7335]","",3,"","","","",18,823,1,"",15,1,1,1,"",0,"","","","","","","",4,145358848,3,0,"","",[],[],"[6946,140,7335]",[]
1068,"bestiary_spider_hallucinate","You are Hallucinating","","","Hallucination",[],"",3,"","","","",18,827,1,"",2,"",1,1,"",0,"","","","","","","",4,157286400,3,0,"","",[],[],[],[]
1069,"monster_menagerie_buff","",1,"","","[398,140,891,1307,2677]","",3,"","","","",18,0,1,"",15,"",1,1,"",0,"","","","","","","",4,165675008,3,0,"","",[],[],"[398,140,891,1307,2677]",[]
1070,"bestiary_agile_rhex_alternator","",1,"","","[1938,1939,177]",1,10,"","","","",18,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,178257920,3,0,"","",[],[],"[1938,1939,177]",[]
1071,"bestiary_agile_rhex_aura1","Allies have a chance to dodge attacks and spells.","","","Saqawine Presence","[1938,1939]",1,3,"","","","",18,829,1,"",1,"",1,1,"",0,"","","","","","","",4,196214784,3,0,"","",[],[],"[1938,1939]",[]
1072,"bestiary_agile_rhex_aura2","Allies have increased movement speed.","","","Saqawine Presence",[177],1,3,"","","","",18,830,1,"",1,"",1,1,"",0,"","","","","","","",4,208011264,3,0,"","",[],[],[177],[]
1073,"bestiary_regen_ursa_alternator","",1,"","","[3398,702,24]",1,10,"","","","",18,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,216399872,3,0,"","",[],[],"[3398,702,24]",[]
1074,"bestiary_regen_ursa_aura1","Allies cannot be slowed or stunned.","","","Fertile Presence","[3398,702]",1,3,"","","","",18,831,1,"",1,"",1,1,"",0,"","","","","","","",4,232390656,3,0,"","",[],[],"[3398,702]",[]
1075,"bestiary_regen_ursa_aura2","Allies deal increased damage.","","","Fertile Presence",[24],1,3,"","","","",18,832,1,"",1,"",1,1,"",0,"","","","","","","",4,243138560,3,0,"","",[],[],[24],[]
1076,"bestiary_fast_lynx_alternator","",1,"","","[70,84,554]",1,10,"","","","",18,0,1,"",15,"","","","",0,"","GenericAlternatingBuff","","","","","",4,251396096,3,0,"","",[],[],"[70,84,554]",[]
1077,"bestiary_fast_lynx_aura1","Allies have increased attack speed.","","","Farric Presence",[70],1,3,"","","","",18,833,1,"",1,"",1,1,"",0,"","","","","","","",4,266076160,3,0,"","",[],[],[70],[]
1078,"bestiary_fast_lynx_aura2","Allies have increased accuracy and critical strike chance.","","","Farric Presence","[84,554]",1,3,"","","","",18,834,1,"",1,"",1,1,"",0,"","","","","","","",4,280494080,3,0,"","",[],[],"[84,554]",[]
1079,"bestiary_tank_crab_aura","Allies take reduced damage and chill enemies when hit.","","","Craicic Presence","[477,448]",1,3,"","","","",18,835,1,"",1,"",1,1,"",0,"","","","","","","",4,297664512,3,0,"","",[],[],"[477,448]",[]
