"rownum","Id","Name","SpawnWeight","WorldAreasKey","Image","AchievementItemsKeys","MinTier","i32","i32","i32","[i32]","string","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool"
224,"CavernsDevourersArmour","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
225,"CavernsDevourersWeapon","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
226,"CavernsDevourersTrinkets","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
227,"CavernsDevourersCurrency","Infested Warren",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
228,"AbyssalDepthsGhostGeneric","Haunted Remains",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[42],"Contains Items","",16777216,0,436207616,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
229,"AbyssalDepthsGhostArmour","Haunted Remains",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[42],"Contains Armour","",16777216,0,436207616,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
230,"AbyssalDepthsGhostWeapons","Haunted Remains",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[42],"Contains Weapons","",16777216,0,436207616,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
231,"AbyssalDepthsGhostTrinkets","Haunted Remains",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[42],"Contains Jewellery","",16777216,0,436207616,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
232,"AbyssalDepthsGhostCurrency","Haunted Remains",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[42],"Contains Currency","",16777216,0,436207616,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
233,"AbyssalDepthsGhostCurse","Haunted Remains",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Curse",[],2,0,748,0,[50],"Contains Mana or Curse Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
234,"AbyssalDepthsAbyss","Haunted Remains",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssEncounter",[],2,0,748,0,[50],"Contains Abyss Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
235,"AbyssalDepthsCampsiteGeneric","Ravaged Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
236,"AbyssalDepthsCampsiteArmour","Ravaged Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Armour",[],1,0,2422,0,[],"Contains Armour","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
237,"AbyssalDepthsCampsiteWeapon","Ravaged Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Weapons",[],1,0,2422,0,[],"Contains Weapons","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
238,"AbyssalDepthsCampsiteTrinkets","Ravaged Camp",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
239,"AbyssalDepthsCampsiteCurrency","Ravaged Camp",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
240,"AbyssalDepthsCampsiteMaps","Ravaged Camp","[75,25]","","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Maps",[],1,0,3570,0,"[83,52,35]","Contains Maps","",50331648,0,1442840576,7,33554432,0,402653184,14,16777216,0,436207616,0,"","",""
241,"AbyssalDepthsNecromancerGeneric","Necromancer's Excavation",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Chest",[],1,0,2422,0,[],"Contains Items","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
242,"AbyssalDepthsNecromancerTrinkets","Necromancer's Excavation",[200],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Trinkets",[],1,0,1310,0,[],"Contains Jewellery","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
243,"AbyssalDepthsNecromancerCurrency","Necromancer's Excavation",[150],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Currency",[],1,0,1580,0,[],"Contains Currency","",0,0,503316480,0,16777216,0,436207616,0,16777216,0,436207616,0,"","",""
244,"AbyssalDepthsNecromancerMinions","Necromancer's Excavation",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Minion",[],2,0,748,0,[50],"Contains Minion or Aura Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
245,"AbyssalDepthsCultists","Unspeakable Shrine",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/AbyssEncounter",[],2,0,748,0,[50],"Contains Abyss Items","",16777216,0,436207616,0,16777216,0,436207616,0,33554432,0,637534208,3,"","",""
246,"Legion","Buried Monolith",[100],"","Art/2DArt/UIImages/InGame/Delve/MapEncounters/Legion",[],1,0,1580,0,"[0,35]","Contains a Legion Encounter","",33554432,0,1174405120,72,16777216,0,1308622848,72,16777216,0,1308622848,72,"","",""
