"rownum","Id","IsSupport","AllowedActiveSkillTypes","BaseEffectiveness","IncrementalEffectiveness","SupportGemLetter","i32","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32","[i32]","bool","i32","i32","rid","bool","bool","[i32]","rid","rid","bool","[rid]","i32","i32"
5519,"TriggerSpawnersDespairBearProjectiles2","",[],1,0.05,"",4,[],[],"",0,[],"",2,3670,250,"","",[],"","","",[],-16843010,-16843010
5520,"TriggerSpawnersDespairBearProjectiles3","",[],1,0.05,"",4,[],[],"",0,[],"",2,3670,250,"","",[],"","","",[],-16843010,-16843010
5521,"TriggerSpawnersDespairBearProjectiles4","",[],1,0.05,"",4,[],[],"",0,[],"",2,3670,250,"","",[],"","","",[],-16843010,-16843010
5522,"MonsterStatueEarthquakeCascade","",[],1,0,"",4,[],[],"",0,[],"",2,1500,859,"","",[],"","","",[],-16843010,-16843010
5523,"DoedreBloodElementalEarthquakeCascade","",[],1,0,"",4,[],[],"",0,[],"",2,1500,859,"","",[],"","","",[],-16843010,-16843010
5524,"UtulaRemoteSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2000,860,"","",[],"","","",[],-16843010,-16843010
5525,"KitavaMinionRemoteSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2000,860,"","",[],"","","",[],-16843010,-16843010
5526,"OssuaryWitchRemoteHandSlam","",[],1,0,"",4,[],[],"",0,[],"",2,2500,860,"","",[],33,"","",[],-16843010,-16843010
5527,"MonsterStormBurst","",[],0.9375,0.025,"",3,[],[],"",0,[],"",2,350,862,"","",[],"","","",[],-16843010,-16843010
5528,"TemplarSlaveDriverBossStormBurst","",[],0.625,0.04,"",3,[],[],"",0,[],"",2,350,862,"","",[],"","","",[],-16843010,-16843010
5529,"TemplarSlaveDriverBossStormBurstMap","",[],1.25,0.04,"",3,[],[],"",0,[],"",2,350,862,"","",[],"","","",[],-16843010,-16843010
5530,"AnimatedThrownWeapon","",[],1,0,"",2,[],[],"",0,[],"",2,1000,863,"","",[],"","","",[],-16843010,-16843010
5531,"AnimatedThrownWeaponShaperInfluence","",[],1,0,"",2,[],[],"",0,[],"",2,1000,863,"","",[],"","","",[],-16843010,-16843010
5532,"MassAnimatedThrownWeapon","",[],1,0,"",2,[],[],"",0,[],"",2,1000,863,"","",[],"","","",[],-16843010,-16843010
5533,"CorpseWheelBoneNova","",[],1.5,0.04,"",4,[],[],"",0,[],"",2,3000,61,"","",[],"","","",[],-16843010,-16843010
5534,"FrogGodCharge","",[],1,0,"",2,[],[],"",0,[],"",2,1000,866,"","",[],"","","",[],-16843010,-16843010
5535,"FrogGodMortar","",[],2.7273,0.044,"",2,[],[],"",0,[],"",2,3000,766,"","",[],"","","",[],-16843010,-16843010
5536,"FrogGodChomp","",[],1,0,"",2,[],[],"",0,[],"",2,3500,865,"","",[],"","","",[],-16843010,-16843010
5537,"FrogGodChompMap","",[],1,0,"",2,[],[],"",0,[],"",2,3500,865,"","",[],"","","",[],-16843010,-16843010
5538,"FrogGodSplit","",[],1,0,"",2,[],[],"",0,[],"",2,1200,864,"","",[],"","","",[],-16843010,-16843010
5539,"RighteousFireSacrifice","",[],0.6111,0.0445,"",3,[],[],"",0,[],"",2,1000,867,"","",[],"","","",[],-16843010,-16843010
5540,"VaalSideAreaVendigoBonespire","",[],1,0.03,"",4,[],[],"",0,[],"",2,1000,596,"","",[],"","","",[],-16843010,-16843010
5541,"Teleport","",[],1,0,"",4,[],[],"",0,[],"",2,1000,868,"","",[],"","","",[],-16843010,-16843010
5542,"TeleportKira","",[],1,0,"",4,[],[],"",0,[],"",2,2330,868,"","",[],"","","",[],-16843010,-16843010
5543,"TeleportShaperInfluence","",[],1,0,"",4,[],[],"",0,[],"",2,2330,868,"","",[],"","","",[],-16843010,-16843010
5544,"TeleportShaperUber","",[],1,0,"",4,[],[],"",0,[],"",2,1170,868,"","",[],"","","",[],-16843010,-16843010
5545,"TeleportVaalWraith","",[],1,0,"",4,[],[],"",0,[],"",2,1130,868,"","",[],"","","",[],-16843010,-16843010
5546,"TeleportBetrayalPhantasm","",[],1,0,"",4,[],[],"",0,[],"",2,1130,868,"","",[],"","","",[],-16843010,-16843010
5547,"TeleportCrusaderPhantasm","",[],1,0,"",4,[],[],"",0,[],"",2,1130,868,"","",[],"","","",[],-16843010,-16843010
5548,"TeleportDelveCrystalTurret","",[],1,0,"",4,[],[],"",0,[],"",2,2500,868,"","",[],"","","",[],-16843010,-16843010
5549,"TeleportBetrayalCatarinaP2","",[],1,0,"",4,[],[],"",0,[],"",2,1000,868,"","",[],"","","",[],-16843010,-16843010
5550,"TeleportOrion","",[],1,0,"",4,[],[],"",0,[],"",2,1000,868,"","",[],97,"","",[],-16843010,-16843010
5551,"TeleportMaven","",[],1,0,"",4,[],[],"",0,[],"",2,1500,868,"","",[],51,"","",[],-16843010,-16843010
5552,"TeleportMavenToCentre","",[],1,0,"",4,[],[],"",0,[],"",2,2500,868,"","",[],51,"","",[],-16843010,-16843010
5553,"TeleportHeistCultistProject","",[],1,0,"",4,[],[],"",0,[],"",2,1200,868,"","",[],86,"","",[],-16843010,-16843010
5554,"TeleportStandaloneBreachLightningBoss","",[],1,0,"",4,[],[],"",0,[],"",2,300,868,"","",[],22,"","",[],-16843010,-16843010
5555,"TeleportTrialMasterBoss","",[],1,0,"",4,[],[],"",0,[],"",2,1500,679,"","",[],97,"","",[],-16843010,-16843010
5556,"TeleportSynthesisFinalBoss","",[],1,0,"",4,[],[],"",0,[],"",2,1000,991,"","",[],20,"","",[],-16843010,-16843010
5557,"TeleportBetrayalCatarina","",[],1,0,"",4,[],[],"",0,[],"",2,1000,885,"","",[],97,"","",[],-16843010,-16843010
5558,"TeleportBetrayalCatarinaSlam","",[],1,0,"",4,[],[],"",0,[],"",2,3500,988,"","",[],80,"","",[],-16843010,-16843010
5559,"AddBuffToTarget","",[],1,0,"",4,[],[],"",0,[],"",2,1000,870,"","",[],"","","",[],-16843010,-16843010
5560,"AddBuffToTargetSolarisCaster","",[],1,0,"",4,[],[],"",0,[],"",2,1000,870,"","",[],"","","",[],-16843010,-16843010
5561,"AddBuffToTargetBestiary","",[],1,0,"",4,[],[],"",0,[],"",2,50,870,"","",[],"","","",[],-16843010,-16843010
5562,"AddBuffToTargetBestiary2","",[],1,0,"",4,[],[],"",0,[],"",2,50,870,"","",[],"","","",[],-16843010,-16843010
5563,"AddBuffToTargetDelveDarkZone","",[],1,0,"",4,[],[],"",0,[],"",2,1200,870,"","",[],"","","",[],-16843010,-16843010
5564,"AddBuffToTargetSoulStealerGuardian2","",[],1,0,"",4,[],[],"",0,[],"",2,1500,870,"","",[],36,"","",[],-16843010,-16843010
5565,"AddBuffToTargetNecromancer","",[],1,0,"",4,[],[],"",0,[],"",2,1170,870,"","",[],23,"","",[],-16843010,-16843010
5566,"AddBuffToTargetBlightNPCTowerBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1170,870,"","",[],20,"","",[],-16843010,-16843010
5567,"AddBuffToTargetBlightIceMonsterConglomerate","",[],1,0,"",4,[],[],"",0,[],"",2,3830,871,"","",[],37,"","",[],-16843010,-16843010
5568,"MetamorphosisAddBuffToTargetFireEnrage","",[],1,0.03,"",4,[],[],"",0,[],"",2,1000,870,"","",[],36,"","",[],-16843010,-16843010
5569,"MetamorphosisAddBuffToTargetColdEnrage","",[],1,0.03,"",4,[],[],"",0,[],"",2,1000,870,"","",[],37,"","",[],-16843010,-16843010
5570,"MetamorphosisAddBuffToTargetLightningEnrage","",[],1,0.03,"",4,[],[],"",0,[],"",2,1000,870,"","",[],38,"","",[],-16843010,-16843010
5571,"MetamorphosisAddBuffToTargetPhysicalEnrage","",[],0.6,0.03,"",4,[],[],"",0,[],"",2,1000,870,"","",[],23,"","",[],-16843010,-16843010
5572,"AtlasOrionApparitionShield","",[],1,0,"",4,[],[],"",0,[],"",2,2000,870,"","",[],39,"","",[],-16843010,-16843010
5573,"AtlasOrionDeathZoneAura","",[],0.5,0.06,"",4,[],[],"",0,[],"",2,2000,871,"","",[],"","","",[],-16843010,-16843010
5574,"AtlasOrionDeathZoneAuraCore","",[],5,0.06,"",4,[],[],"",0,[],"",2,2000,871,"","",[],"","","",[],-16843010,-16843010
5575,"RitualCoinShowerAura","",[],1,0,"",4,[],[],"",0,[],"",2,200,871,"","",[],"","","",[],-16843010,-16843010
5576,"RitualChaosVinesAura","",[],0.2,0.042,"",4,[],[],"",0,[],"",2,500,871,"","",[],"","","",[],-16843010,-16843010
5577,"RitualFortifyEffigyAura","",[],1,0,"",4,[],[],"",0,[],"",2,200,871,"","",[],"","","",[],-16843010,-16843010
5578,"RitualSpeedAuraStage1","",[],1,0,"",4,[],[],"",0,[],"",2,200,871,"","",[],"","","",[],-16843010,-16843010
5579,"RitualSpeedAuraStage2","",[],1,0,"",4,[],[],"",0,[],"",2,200,871,"","",[],"","","",[],-16843010,-16843010
5580,"RitualSpeedAuraStage3","",[],1,0,"",4,[],[],"",0,[],"",2,200,871,"","",[],"","","",[],-16843010,-16843010
5581,"RitualSpeedAuraStage4","",[],1,0,"",4,[],[],"",0,[],"",2,200,871,"","",[],"","","",[],-16843010,-16843010
5582,"RitualSpeedAuraStage5","",[],1,0,"",4,[],[],"",0,[],"",2,200,871,"","",[],"","","",[],-16843010,-16843010
5583,"RitualEnergyShieldRechargeBuff","",[],1,0,"",4,[],[],"",0,[],"",2,1000,870,"","",[],23,"","",[],-16843010,-16843010
5584,"MeleeSpiderWebAttach","",[],1,0,"",4,[],[],"",0,[],"",2,1700,1223,"","",[],20,"","",[],-16843010,-16843010
5585,"KaruiElderDropArrow","",[],4,0.05,"",4,[],[],"",0,[],"",2,1000,872,"","",[],"","","",[],-16843010,-16843010
5586,"KaruiElderDropArrowBlink","",[],4,0.05,"",4,[],[],"",0,[],"",2,500,872,"","",[],"","","",[],-16843010,-16843010
5587,"MapKaruiElderDropArrow","",[],4,0.05,"",4,[],[],"",0,[],"",2,1000,872,"","",[],"","","",[],-16843010,-16843010
5588,"MapKaruiElderDropArrowBlink","",[],4,0.05,"",4,[],[],"",0,[],"",2,500,872,"","",[],"","","",[],-16843010,-16843010
5589,"SpiderGodActivateLaser","",[],10,0.036,"",4,[],[],"",0,[],"",2,1000,873,"","",[],"","","",[],-16843010,-16843010
5590,"SpiderGodActivateLaserMap","",[],6,0.036,"",4,[],[],"",0,[],"",2,1000,873,"","",[],"","","",[],-16843010,-16843010
5591,"SpiderGodActivateLaserDaemon","",[],7.5,0.036,"",4,[],[],"",0,[],"",2,1000,873,"","",[],"","","",[],-16843010,-16843010
5592,"SpiderGodActivateLaserDaemonMap","",[],4.5,0.036,"",4,[],[],"",0,[],"",2,1000,873,"","",[],"","","",[],-16843010,-16843010
5593,"StormWhip","",[],1,0,"",4,[],[],"",0,[],"",2,1000,874,"","",[],"","","",[],-16843010,-16843010
5594,"ArakaaliHide","",[],1,0,"",4,[],[],"",0,[],"",2,1000,875,"","",[],"","","",[],-16843010,-16843010
5595,"ArakaaliHidePrepareToKill","",[],1,0,"",4,[],[],"",0,[],"",2,1000,875,"","",[],"","","",[],-16843010,-16843010
5596,"ArakaaliHideKillSilk","",[],1,0,"",4,[],[],"",0,[],"",2,1000,875,"","",[],"","","",[],-16843010,-16843010
5597,"SupportIgniteProliferation",1,"[7,1]",1,0,"I",3,[8],[],"",-1951096094,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
5598,"SupportChanceToBleed",1,[1],0.275,0.0285,"E",1,[],[77],"",1561428496,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
5599,"SupportLesserPoison",1,"[7,1]",0.2733,0.04,"O",2,[],[],"",1859558507,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
5600,"SupportDeadlyAilments",1,"[7,1]",1,0,"i",2,[],[],"",1329591193,[],"",2,1000,"","","",[],"","","",[],-16843010,-16843010
5601,"SpellNova","",[],0.8,0.035,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
5602,"SpellNovaRyslathaEgg","",[],1.2,0.035,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
5603,"SpellNovaParasiteUnique","",[],0.8,0.035,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
5604,"SpellNovaSewerGoliath","",[],2.1818,0.012,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
5605,"SpellNovaFireRibbons","",[],3.3333,0.03,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
5606,"SpellNovaIceRibbons","",[],2.7273,0.03,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
5607,"SpellNovaPoison","",[],0.4,0.035,"",4,[],[],"",0,[],"",2,1000,878,"","",[],"","","",[],-16843010,-16843010
5608,"SpellNovaKitava","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1000,877,"","",[],"","","",[],-16843010,-16843010
5609,"SpellNovaIncursionGrenade","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5610,"SpellNovaIncursionGrenade2","",[],1,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5611,"SpellNovaEinharGrenade","",[],2,0.0679,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5612,"SpellNovaEinharGrenade2","",[],1,0.0679,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5613,"SpellNovaRikerClusterBomb","",[],2,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5614,"SpellNovaRikerClusterBomb2","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5615,"SpellNovaAbyssMine1","",[],1.5,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5616,"SpellNovaAbyssMine2","",[],1,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5617,"SpellNovaDelveMonkeyMine","",[],2.75,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5618,"GeometrySpellSynthesisPhysical","",[],1.3,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5619,"GeometrySpellFireCombo","",[],3.3333,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5620,"IncursionArchitectChaosStomp","",[],0.6667,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5621,"IncursionPhantasmSacrificeExplode","",[],3.125,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5622,"IncursionSaucerFlying","",[],0.125,0.045,"",4,[],[],"",0,[],"",2,1000,985,"","",[],"","","",[],-16843010,-16843010
5623,"IncursionSaucerMinionExplode","",[],2.65,0.045,"",4,[],[],"",0,[],"",2,1500,984,"","",[],"","","",[],-16843010,-16843010
5624,"IncursionArchitectMapMinionSelfDestruct","",[],3.5,0.04,"",4,[],[],"",0,[],"",2,1500,984,"","",[],"","","",[],-16843010,-16843010
5625,"IncursionArchitectMapMinionPulse","",[],0.6,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5626,"IncursionWraithExplode","",[],2.5,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5627,"IncursionSwordProjectileImpact","",[],2,0.033,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5628,"IncursionAlvaProjectileFastNova","",[],1.5,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5629,"DelveEMPGeometrySpell","",[],3.5,0.03,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5630,"DelveSonicPulse","",[],0.6,0.04,"",4,[],[],"",0,[],"",2,4000,984,"","",[],34,"","",[],-16843010,-16843010
5631,"DelveBloodPulseBoss","",[],4,0.04,"",4,[],[],"",0,[],"",2,3000,984,"","",[],"","","",[],-16843010,-16843010
5632,"DelveAzuriteTurretEmerge","",[],2.5,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5633,"DelveAbyssGroundLaserSpell","",[],0.4,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5634,"DelveTaowuFlameGeyserGeometry","",[],1.13,0.044,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5635,"SynthesisColdCascadeGeometry","",[],1.15,0.044,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5636,"BetrayalJanusGoldGeyserGeometry","",[],0.6,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5637,"BetrayalBreachProjectileGeometry","",[],3.5,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5638,"ProtoVaalMapBossGeyserExplode","",[],2.26,0.044,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5639,"ProtoVaalMapBossGeyserExplodeNoEffects","",[],1.13,0.044,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5640,"DelveGolemBombAzurite","",[],2,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5641,"DelveGolemBombGeodite","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5642,"DelveGolemBombSulphite","",[],2,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5643,"DelveGolemBombVaalite","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5644,"DelveGolemBombVoidite","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5645,"DeceleratingProjectileZanaExplode","",[],1.5,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5646,"DeceleratingProjectileAfflictionMinionExplode","",[],3.15,0.0445,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5647,"DeceleratingProjectileToraExplode","",[],1.75,0.03,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5648,"ZanaRosePodExplode","",[],1,0.0679,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5649,"ProtoVaalMapBossVolatileExplode","",[],1.25,0.04,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5650,"BetrayalScientistGrenadeExplode","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1200,984,"","",[],"","","",[],-16843010,-16843010
5651,"SynthesisDroneTurretSlash","",[],2.5,0.05,"",4,[],[],"",0,[],"",2,2500,984,"","",[],"","","",[],-16843010,-16843010
5652,"SynthesisGuardian2ProjectileNova","",[],4,0.0475,"",4,[],[],"",0,[],"",2,2500,984,"","",[],"","","",[],-16843010,-16843010
5653,"SynthesisSoulstealer4Explode","",[],1.5,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5654,"SynthesisDroneTurretMegaAttack","",[],4,0.057,"",4,[],[],"",0,[],"",2,2270,984,"","",[],"",66,"",[],-16843010,-16843010
5655,"SynthesisGuardian1FrontalBlast","",[],4,0.057,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5656,"SynthesisGuardian1MovingConeArea","",[],4,0.057,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5657,"LegionEternalEmpireSpearImpact","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
5658,"LegionViperVolatileCore","",[],0.15,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5659,"LegionViperQuadCoreRectangle","",[],2.25,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5660,"LegionViperQuadCoreRectangle2","",[],2.25,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5661,"LegionViperQuadCoreRectangle3","",[],2.25,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5662,"LegionViperQuadCoreRectangle4","",[],2.25,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5663,"GeometrySpellBlightTowerFireballExplode","",[],20,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5664,"GeometrySpellBlightTowerFireballExplode_buff1","",[],20,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5665,"GeometrySpellBlightTowerFireballExplode_buff2","",[],20,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5666,"GeometrySpellBlightTowerFireballExplode_buff3","",[],20,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5667,"GeometrySpellBlightTowerFireballExplode2","",[],30,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5668,"GeometrySpellBlightTowerFireballExplode2_buff1","",[],30,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5669,"GeometrySpellBlightTowerFireballExplode2_buff2","",[],30,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5670,"GeometrySpellBlightTowerFireballExplode2_buff3","",[],30,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5671,"GeometrySpellBlightTowerFireballExplode3","",[],40,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5672,"GeometrySpellBlightTowerFireballExplode3_buff1","",[],40,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5673,"GeometrySpellBlightTowerFireballExplode3_buff2","",[],40,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5674,"GeometrySpellBlightTowerFireballExplode3_buff3","",[],40,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5675,"GeometryAttackBeastBossSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
5676,"GeometryAttackBlightCageSkeletonSpin","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
5677,"GeometryAttackBlightWaterSpiralSpin","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
5678,"GeometryAttackDjinnSpin","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],19,"","",[],-16843010,-16843010
5679,"GeometrySpellBlightNecroballImpact","",[],3,0.05,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5680,"GeometrySpellBlightNecroballImpactMini","",[],1,0.05,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5681,"GeometryAttackBlightGolemBossSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1500,983,"","",[],"","","",[],-16843010,-16843010
5682,"GeometrySpellBlightIceWolfExplode","",[],2,0.05,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5683,"GeometryAttackBlightFireHellionBossCrack","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
5684,"SynthesisGuardian4BeamGun","",[],1,0.05,"",4,[],[],"",0,[],"",2,1000,1149,"","",[],"","","",[],-16843010,-16843010
5685,"SynthesisGuardian4BeamGunGeo","",[],4,0.05,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5686,"LegionTemplarBossHolyBlastBeam","",[],1,0.05,"",4,[],[],"",0,[],"",2,1000,1149,"","",[],"","","",[],-16843010,-16843010
5687,"DelveQiongqiSlam","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],1,"","",[],-16843010,-16843010
5688,"LegionTemplarShatterShieldBeam","",[],0.35,0.035,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5689,"LegionVaalSiphonField","",[],0.5,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5690,"BlightTowerMinionExplode","",[],4,0.06,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5691,"AtlasExilesCrusaderBeamImpact","",[],1,0.05,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5692,"MetamorphosisShieldChargeFootstep","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
5693,"MetamorphosisShieldChargeSuperFootstep","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
5694,"AtlasExileOrionBeamBlast","",[],6,0.05,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5695,"AtlasExileCrusaderMageguardBombExplode","",[],4,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5696,"AtlasExileCrusaderMageguardBombExplodeSpectre","",[],2,0.045,"",4,[],[],"",0,[],"",2,1000,984,"","",[],"","","",[],-16843010,-16843010
5697,"SeawitchWaveGeometrySpell","",[],1.4636,0.0342,"",4,[],[],"",0,[],"",2,1500,984,"","",[],"","","",[],-16843010,-16843010
5698,"SeawitchWaveGeometrySpellMerveil","",[],5.0369,0.0342,"",4,[],[],"",0,[],"",2,1500,984,"","",[],"","","",[],-16843010,-16843010
5699,"SeawitchWaveGeometrySpellMerveilMap","",[],1.4636,0.0385,"",4,[],[],"",0,[],"",2,1500,984,"","",[],"","","",[],-16843010,-16843010
5700,"SeawitchWaveGeometrySpellInvasion","",[],1.4636,0.0342,"",4,[],[],"",0,[],"",2,1500,984,"","",[],20,"","",[],-16843010,-16843010
5701,"SeawitchWaveGeometrySpellDescentBoss","",[],1.4636,0.0342,"",4,[],[],"",0,[],"",2,1500,984,"","",[],"","","",[],-16843010,-16843010
5702,"AtlasExileCrusaderPhantasmExplode","",[],3.59,0.05,"",4,[],[],"",0,[],"",2,2500,984,"","",[],22,"","",[],-16843010,-16843010
5703,"MetamorphosisShieldChargeImpact","",[],1,0,"",4,[],[],"",0,[],"",2,1000,983,"","",[],"","","",[],-16843010,-16843010
5704,"AtlasBasiliskScorpionSting","",[],1,0,"",4,[],[],"",0,[],"",2,2000,983,"","",[],"","","",[],-16843010,-16843010
5705,"AtlasExileOrionCarpetProjectileImpact","",[],2.5,0.0342,"",4,[],[],"",0,[],"",2,1500,984,"","",[],"","","",[],-16843010,-16843010
