"rownum","BetrayalDialogueCueKey","i32","i32","i32","i32","i32","[i32]","rid","i32","rid","[rid]","rid","bool","[i32]","[rid]","bool","[i32]","rid","[rid]"
637,15,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3008,[]
638,15,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3009,[]
639,15,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3010,[]
640,15,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3011,[]
641,15,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3012,[]
642,15,0,0,0,1,16,[],7,1000,"",[0],"","",[],[],1,[],3013,[]
643,15,0,0,0,1,17,[],10,1000,"",[0],"","",[],[],1,[],3014,[]
644,15,0,0,0,1,18,[],11,1000,"",[0],"","",[],[],1,[],3015,[]
645,15,0,0,0,1,19,[],16,1000,"",[0],"","",[],[],1,[],3016,[]
646,15,0,0,0,1,20,[],17,1000,"",[0],"","",[],[],1,[],3017,[]
647,15,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3018,[]
648,15,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3019,[]
649,15,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3020,[]
650,15,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3021,[]
651,15,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3022,[]
652,15,0,0,0,2,4,[],3,1000,"",[0],"","",[],[],1,[],3023,[]
653,15,0,0,0,2,5,[],6,1000,"",[0],"","",[],[],1,[],3024,[]
654,15,0,0,0,2,6,[],11,1000,"",[0],"","",[],[],1,[],3025,[]
655,15,0,0,0,2,7,[],14,1000,"",[0],"","",[],[],1,[],3026,[]
656,15,0,0,0,2,8,[],16,1000,"",[0],"","",[],[],1,[],3027,[]
657,15,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],3028,[]
658,15,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3029,[]
659,15,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3030,[]
660,15,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3031,[]
661,15,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3032,[]
662,15,0,0,0,1,26,[7],2,1000,"",[],"","",[],[],1,[],3033,[]
663,15,0,0,0,1,27,[7],4,1000,"",[],"","",[],[],1,[],3034,[]
664,15,0,0,0,1,28,[7],9,1000,"",[],"","",[],[],1,[],3035,[]
665,15,0,0,0,1,29,[7],16,1000,"",[],"","",[],[],1,[],3036,[]
666,15,0,0,0,1,30,[7],17,1000,"",[],"","",[],[],1,[],3037,[]
667,15,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3038,[]
668,15,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3039,[]
669,15,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3040,[]
670,15,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3041,[]
671,15,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3042,[]
672,15,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3043,[]
673,15,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3044,[]
674,15,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3045,[]
675,15,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3046,[]
676,15,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3047,[]
677,15,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3048,[]
678,15,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3049,[]
679,15,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3050,[]
680,15,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3051,[]
681,15,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3052,[]
682,15,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3053,[]
683,15,0,0,0,5,8,"[2,4]","",300,"",[],"","",[],[],"",[],3054,[]
684,15,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3055,[]
685,15,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3056,[]
686,15,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3057,[]
687,15,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3058,[]
688,15,0,0,0,8,2,[],"",300,"",[],"","",[],"[7,13,14,15]","",[],3059,[]
689,15,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],3060,[]
690,15,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3061,[]
691,15,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3062,[]
692,15,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3063,[]
693,15,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3064,[]
694,15,0,0,0,9,1,[],"",100,"",[],"","",[],"[7,13,14,15]","",[],3065,[]
695,15,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],3066,[]
696,15,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3067,[]
697,15,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3068,[]
698,15,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3069,[]
699,15,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3070,[]
700,15,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3071,[]
701,15,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3072,[]
702,15,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3073,[]
703,15,0,0,0,6,4,[],7,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3074,[]
704,15,0,0,0,6,5,[],2,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3075,[]
705,15,0,0,0,6,6,[],3,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3076,[]
706,15,0,0,0,6,7,[],5,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3077,[]
707,15,0,0,0,6,8,[],10,100,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3078,[]
708,15,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3079,[]
709,15,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3080,[]
710,15,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3081,[]
711,15,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3082,[]
712,15,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3083,[]
713,15,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3084,[]
714,15,0,0,0,7,1,[],7,1000,"",[],"","",[],[],1,[],3085,[]
715,15,0,0,0,7,2,[],3,1000,"",[],"","",[],[],1,[],3086,[]
716,15,0,0,0,7,3,[],10,1000,"",[],"","",[],[],1,[],3087,[]
717,15,0,0,0,7,4,[],11,1000,"",[],"","",[],[],1,[],3088,[]
718,15,0,0,0,7,5,[],17,1000,"",[],"","",[],[],1,[],3089,[]
719,15,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3090,[]
720,15,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3091,[]
721,15,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3092,[]
722,15,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3093,[]
723,15,0,0,0,12,0,[],"",100,"",[1],"","",[],[],"",[],3094,[]
724,15,0,0,0,12,1,[],"",100,"",[2],"","",[],[],"",[],3095,[]
725,15,0,0,0,12,2,[],"",100,"",[0],"","",[],[],"",[],3096,[]
726,15,0,0,0,14,0,[],"",100,"",[],"","",[],[],"",[],3097,[]
727,15,0,0,0,0,18,[6],"",300,"",[],"",1,[],[],"",[],3098,[]
728,15,0,0,0,5,11,[],"",100,"",[],"",1,[],[],"",[],3099,[]
729,15,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3100,[]
730,15,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],3101,[]
731,7,0,0,0,0,0,[],"",10,"",[],"","",[],[],1,[9],3108,[]
732,7,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3109,[]
733,7,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3110,[]
734,7,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3111,[]
735,7,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3112,[]
736,7,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3113,[]
737,7,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3114,[]
738,7,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3115,[]
739,7,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3116,[]
740,7,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3117,[]
741,7,0,0,0,0,10,[],"",100,"",[],36,"",[],[],"",[],3118,[]
742,7,0,0,0,0,11,[],"",100,"",[],37,"",[],[],"",[],3119,[]
743,7,0,0,0,0,12,[],"",100,"",[],38,"",[],[],"",[],3120,[]
744,7,0,0,0,0,13,[],"",100,"",[],39,"",[],[],"",[],3121,[]
745,7,0,0,0,0,14,[],"",100,"",[],40,"",[],[],"",[],3122,[]
746,7,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3123,[]
747,7,0,0,0,1,0,[],"",100,1,"[1,2]","","",[],[],"",[],3124,[]
748,7,0,0,0,1,1,[],"",100,2,"[1,2]","","",[],[],"",[],3125,[]
749,7,0,0,0,1,2,[],"",100,4,"[1,2]","","",[],[],"",[],3126,[]
750,7,0,0,0,1,3,[],"",100,3,"[1,2]","","",[],[],"",[],3127,[]
751,7,0,0,0,1,4,[],"",100,"","[1,2]","","",[],[],"",[],3128,[]
752,7,0,0,0,1,5,[],"",100,"","[1,2]","","",[7],[],"",[],3129,[]
753,7,0,0,0,1,6,[],5,1000,"","[1,2]","","",[],[],1,[],3130,[]
754,7,0,0,0,1,7,[],5,1000,"","[1,2]","","",[],[],1,[],3131,[]
755,7,0,0,0,1,8,[],8,1000,"","[1,2]","","",[],[],1,[],3132,[]
756,7,0,0,0,1,9,[],12,1000,"","[1,2]","","",[],[],1,[],3133,[]
757,7,0,0,0,1,10,[],15,1000,"","[1,2]","","",[],[],1,[],3134,[]
758,7,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3135,[]
759,7,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3136,[]
760,7,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3137,[]
761,7,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3138,[]
762,7,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3139,[]
763,7,0,0,0,1,16,[],3,1000,"",[0],"","",[],[],1,[],3140,[]
764,7,0,0,0,1,17,[],4,1000,"",[0],"","",[],[],1,[],3141,[]
765,7,0,0,0,1,18,[],5,1000,"",[0],"","",[],[],1,[],3142,[]
766,7,0,0,0,1,19,[],9,1000,"",[0],"","",[],[],1,[],3143,[]
767,7,0,0,0,1,20,[],6,1000,"",[0],"","",[],[],1,[],3144,[]
768,7,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3145,[]
769,7,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3146,[]
770,7,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3147,[]
771,7,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3148,[]
772,7,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3149,[]
773,7,0,0,0,2,4,[],5,1000,"",[0],"","",[],[],1,[],3150,[]
774,7,0,0,0,2,5,[],10,1000,"",[0],"","",[],[],1,[],3151,[]
775,7,0,0,0,2,6,[],15,1000,"",[0],"","",[],[],1,[],3152,[]
776,7,0,0,0,2,7,[],16,1000,"",[0],"","",[],[],1,[],3153,[]
777,7,0,0,0,2,8,[],"",100,"",[0],"","",[],[],"",[],3154,[]
778,7,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3155,[]
779,7,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3156,[]
780,7,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3157,[]
781,7,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3158,[]
782,7,0,0,0,1,26,[7],1,100,"",[],"","",[],[],"",[],3159,[]
783,7,0,0,0,1,27,[7],2,100,"",[],"","",[],[],"",[],3160,[]
784,7,0,0,0,1,28,[7],4,100,"",[],"","",[],[],"",[],3161,[]
785,7,0,0,0,1,29,[7],8,100,"",[],"","",[],[],"",[],3162,[]
786,7,0,0,0,1,30,[7],6,100,"",[],"","",[],[],"",[],3163,[]
787,7,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3164,[]
788,7,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3165,[]
789,7,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3166,[]
790,7,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3167,[]
791,7,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3168,[]
792,7,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3169,[]
793,7,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3170,[]
794,7,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3171,[]
795,7,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3172,[]
796,7,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3173,[]
797,7,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3174,[]
798,7,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3175,[]
799,7,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3176,[]
800,7,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3177,[]
801,7,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3178,[]
802,7,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3179,[]
803,7,0,0,0,5,8,[2],"",300,"",[],"","",[],[],"",[],3180,[]
804,7,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3181,[]
805,7,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3182,[]
806,7,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3183,[]
807,7,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3184,[]
808,7,0,0,0,8,2,[],"",300,"",[],"","",[],[7],"",[],3185,[]
809,7,0,0,0,8,3,[],"",300,"",[],"","",[],"[4,13,14,15]","",[],3186,[]
810,7,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3187,[]
811,7,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3188,[]
812,7,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3189,[]
813,7,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3190,[]
814,7,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],3191,[]
815,7,0,0,0,9,2,[],"",100,"",[],"","",[],[4],"",[],3192,[]
816,7,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3193,[]
817,7,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8,13,14,15]","",[],3194,[]
818,7,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3195,[]
819,7,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3196,[]
820,7,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3197,[]
821,7,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3198,[]
822,7,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3199,[]
823,7,0,0,0,6,4,[],4,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3200,[]
824,7,0,0,0,6,5,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3201,[]
825,7,0,0,0,6,6,[],6,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3202,[]
826,7,0,0,0,6,7,[],15,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3203,[]
827,7,0,0,0,6,8,[],16,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3204,[]
828,7,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3205,[]
829,7,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3206,[]
830,7,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3207,[]
831,7,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3208,[]
832,7,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3209,[]
833,7,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3210,[]
834,7,0,0,0,7,1,[],4,1000,"",[],"","",[],[],1,[],3211,[]
835,7,0,0,0,7,2,[],9,1000,"",[],"","",[],[],1,[],3212,[]
836,7,0,0,0,7,3,[],13,1000,"",[],"","",[],[],1,[],3213,[]
837,7,0,0,0,7,4,[],15,1000,"",[],"","",[],[],1,[],3214,[]
838,7,0,0,0,7,5,[],16,1000,"",[],"","",[],[],1,[],3215,[]
839,7,0,0,0,7,6,[],"",100,"",[],"","",[],[],"",[],3216,[]
840,7,0,0,0,11,0,[],"",100,"",[],"","",[],[],"",[],3217,[]
841,7,0,0,0,11,1,[1],"",300,"",[],"","",[],[],"",[],3218,[]
842,7,0,0,0,11,2,[3],"",300,"",[],"","",[],[],"",[],3219,[]
843,7,0,0,0,12,0,[],"",100,"","[2,1]","","",[],[],"",[],3221,[]
844,7,0,0,0,12,1,[],"",100,"",[0],"","",[],[],"",[],3222,[]
845,7,0,0,0,14,0,[7],"",100,"",[],"","",[],[],"",[],3223,[]
846,7,0,0,0,0,18,[1],"",300,"",[],"",1,[],[],"",[],3224,[]
847,7,0,0,0,4,3,[],"",100,"",[],"",1,[],[],"",[],3226,[]
848,7,0,0,0,5,11,[7],"",100,"",[],"",1,[],[],"",[],3225,[]
849,7,0,0,0,11,3,[],"",100,"",[],"",1,[],[],"",[],3227,[]
850,7,0,0,0,5,12,[],"",100,"",[],"",1,[],[],"",[],3228,[]
851,2,0,0,0,0,0,[],"",100,"",[],"","",[],[],1,[9],3235,[]
852,2,0,0,0,0,1,[],"",100,1,[],"","",[],[],"",[],3236,[]
853,2,0,0,0,0,2,[],"",100,2,[],"","",[],[],"",[],3237,[]
854,2,0,0,0,0,3,[],"",100,4,[],"","",[],[],"",[],3238,[]
855,2,0,0,0,0,4,[],"",100,3,[],"","",[],[],"",[],3239,[]
856,2,0,0,0,0,5,[1],"",300,"",[],"","",[],[],"",[],3240,[]
857,2,0,0,0,0,6,[3],"",300,"",[],"","",[],[],"",[],3241,[]
858,2,0,0,0,0,7,[5],"",300,"",[],"","",[],[],"",[],3242,[]
859,2,0,0,0,0,8,[6],"",300,"",[],"","",[],[],"",[],3243,[]
860,2,0,0,0,0,9,"[2,4]","",300,"",[],"","",[],[],"",[],3244,[]
861,2,0,0,0,0,10,[],"",100,"",[],24,"",[],[],"",[],3245,[]
862,2,0,0,0,0,11,[],"",100,"",[],14,"",[],[],"",[],3246,[]
863,2,0,0,0,0,12,[],"",100,"",[],3,"",[],[],"",[],3247,[]
864,2,0,0,0,0,13,[],"",100,"",[],1,"",[],[],"",[],3248,[]
865,2,0,0,0,0,14,[],"",100,"",[],21,"",[],[],"",[],3249,[]
866,2,0,0,0,13,0,[],"",100,"",[],"","",[],[],1,[],3250,[]
867,2,0,0,0,1,0,[],"",100,1,[],"","",[],[],"",[],3251,[]
868,2,0,0,0,1,1,[],"",100,2,[],"","",[],[],"",[],3252,[]
869,2,0,0,0,1,2,[],"",100,4,[],"","",[],[],"",[],3253,[]
870,2,0,0,0,1,3,[],"",100,3,[],"","",[],[],"",[],3254,[]
871,2,0,0,0,1,4,[],"",100,"",[],"","",[],[],"",[],3255,[]
872,2,0,0,0,1,5,[],"",100,"",[],"","",[7],[],"",[],3256,[]
873,2,0,0,0,1,6,[],4,1000,"","[1,2]","","",[],[],1,[],3257,[]
874,2,0,0,0,1,7,[],9,1000,"","[1,2]","","",[],[],1,[],3258,[]
875,2,0,0,0,1,8,[],10,1000,"","[1,2]","","",[],[],1,[],3259,[]
876,2,0,0,0,1,9,[],6,1000,"","[1,2]","","",[],[],1,[],3260,[]
877,2,0,0,0,1,10,[],11,1000,"","[1,2]","","",[],[],1,[],3261,[]
878,2,0,0,0,1,11,[],"",100,"","[1,2]","","",[],[],"",[],3262,[]
879,2,0,0,0,1,12,[],"",100,1,[0],"","",[],[],"",[],3263,[]
880,2,0,0,0,1,13,[],"",100,2,[0],"","",[],[],"",[],3264,[]
881,2,0,0,0,1,14,[],"",100,4,[0],"","",[],[],"",[],3265,[]
882,2,0,0,0,1,15,[],"",100,3,[0],"","",[],[],"",[],3266,[]
883,2,0,0,0,1,16,[],1,1000,"",[0],"","",[],[],1,[],3267,[]
884,2,0,0,0,1,17,[],5,1000,"",[0],"","",[],[],1,[],3268,[]
885,2,0,0,0,1,18,[],10,1000,"",[0],"","",[],[],1,[],3269,[]
886,2,0,0,0,1,19,[],11,1000,"",[0],"","",[],[],1,[],3270,[]
887,2,0,0,0,1,20,[],17,1000,"",[0],"","",[],[],1,[],3271,[]
888,2,0,0,0,1,21,[],"",100,"",[0],"","",[],[],"",[],3272,[]
889,2,0,0,0,2,0,[],"",100,1,[0],"","",[],[],"",[],3273,[]
890,2,0,0,0,2,1,[],"",100,2,[0],"","",[],[],"",[],3274,[]
891,2,0,0,0,2,2,[],"",100,4,[0],"","",[],[],"",[],3275,[]
892,2,0,0,0,2,3,[],"",100,3,[0],"","",[],[],"",[],3276,[]
893,2,0,0,0,2,4,[],1,1000,"",[0],"","",[],[],1,[],3277,[]
894,2,0,0,0,2,5,[],5,1000,"",[0],"","",[],[],1,[],3278,[]
895,2,0,0,0,2,6,[],9,1000,"",[0],"","",[],[],1,[],3279,[]
896,2,0,0,0,2,7,[],11,1000,"",[0],"","",[],[],1,[],3280,[]
897,2,0,0,0,2,8,[],17,1000,"",[0],"","",[],[],1,[],3281,[]
898,2,0,0,0,2,9,[],"",100,"",[0],"","",[],[],"",[],3282,[]
899,2,0,0,0,1,22,[7],"",100,1,[],"","",[],[],"",[],3283,[]
900,2,0,0,0,1,23,[7],"",100,2,[],"","",[],[],"",[],3284,[]
901,2,0,0,0,1,24,[7],"",100,4,[],"","",[],[],"",[],3285,[]
902,2,0,0,0,1,25,[7],"",100,3,[],"","",[],[],"",[],3286,[]
903,2,0,0,0,1,26,[7],1,1000,"",[],"","",[],[],1,[],3287,[]
904,2,0,0,0,1,27,[7],5,1000,"",[],"","",[],[],1,[],3288,[]
905,2,0,0,0,1,28,[7],9,1000,"",[],"","",[],[],1,[],3289,[]
906,2,0,0,0,1,29,[7],6,1000,"",[],"","",[],[],1,[],3290,[]
907,2,0,0,0,1,30,[7],17,1000,"",[],"","",[],[],1,[],3291,[]
908,2,0,0,0,1,31,[7],"",100,"",[],"","",[],[],"",[],3292,[]
909,2,0,0,0,3,0,[],"",100,1,[],"","",[],[],"",[],3293,[]
910,2,0,0,0,3,1,[],"",100,2,[],"","",[],[],"",[],3294,[]
911,2,0,0,0,3,2,[],"",100,4,[],"","",[],[],"",[],3295,[]
912,2,0,0,0,3,3,[],"",100,3,[],"","",[],[],"",[],3296,[]
913,2,0,0,0,4,0,[],"",100,"",[0],"","",[],[],"",[],3297,[]
914,2,0,0,0,4,1,[],"",100,2,[],"","",[],[],"",[],3298,[]
915,2,0,0,0,4,2,[],"",100,4,[],"","",[],[],"",[],3299,[]
916,2,0,0,0,5,0,[],"",100,1,[],"","",[],[],"",[],3300,[]
917,2,0,0,0,5,1,[],"",100,2,[],"","",[],[],"",[],3301,[]
918,2,0,0,0,5,2,[],"",100,4,[],"","",[],[],"",[],3302,[]
919,2,0,0,0,5,3,[],"",100,3,[],"","",[],[],"",[],3303,[]
920,2,0,0,0,5,4,[1],"",300,"",[],"","",[],[],"",[],3304,[]
921,2,0,0,0,5,5,[3],"",300,"",[],"","",[],[],"",[],3305,[]
922,2,0,0,0,5,6,[5],"",300,"",[],"","",[],[],"",[],3306,[]
923,2,0,0,0,5,7,[6],"",300,"",[],"","",[],[],"",[],3307,[]
924,2,0,0,0,5,8,"[4,2]","",300,"",[],"","",[],[],"",[],3308,[]
925,2,0,0,0,5,9,[],"",100,"","[1,2]","","",[],[],"",[],3309,[]
926,2,0,0,0,5,10,[],"",100,"",[0],"","",[],[],"",[],3310,[]
927,2,0,0,0,8,0,[8],"",1000,"",[],"","",[],"[3,7,4,10,9,8,18,19,20,21,22,13,14,15]","",[],3311,[]
928,2,0,0,0,8,1,[],"",300,"",[],"","",[],[3],"",[],3312,[]
929,2,0,0,0,8,2,[],"",300,"",[],"","",[],"[7,13,14,15]","",[],3313,[]
930,2,0,0,0,8,3,[],"",300,"",[],"","",[],[4],"",[],3314,[]
931,2,0,0,0,8,4,[],"",300,"",[],"","",[],[10],"",[],3315,[]
932,2,0,0,0,8,5,[],"",300,"",[],"","",[],"[9,8]","",[],3316,[]
933,2,0,0,0,8,6,[],"",300,"",[],"","",[],"[18,19,20,21,22]","",[],3317,[]
934,2,0,0,0,9,0,[],"",100,"",[],"","",[],[3],"",[],3318,[]
935,2,0,0,0,9,1,[],"",100,"",[],"","",[],[7],"",[],3319,[]
936,2,0,0,0,9,2,[],"",100,"",[],"","",[],"[4,13,14,15]","",[],3320,[]
937,2,0,0,0,9,3,[],"",100,"",[],"","",[],[10],"",[],3321,[]
938,2,0,0,0,9,4,[],"",100,"",[],"","",[],"[9,8]","",[],3322,[]
939,2,0,0,0,9,5,[],"",100,"",[],"","",[],"[18,19,20,21,22]","",[],3323,[]
940,2,0,0,0,6,0,[],"",300,"",[],"","",[],[5],"",[],3324,[]
941,2,0,0,0,6,1,[],"",300,"",[],"","",[],[11],"",[],3325,[]
942,2,0,0,0,6,2,[],"",300,"",[],"","",[],[6],"",[],3326,[]
943,2,0,0,0,6,3,[],"",300,"",[],"","",[],[12],"",[],3327,[]
944,2,0,0,0,6,4,[],1,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3328,[]
945,2,0,0,0,6,5,[],9,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3329,[]
946,2,0,0,0,6,6,[],10,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3330,[]
947,2,0,0,0,6,7,[],11,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3331,[]
948,2,0,0,0,6,8,[],17,1000,"",[],"","",[],"[5,11,6,12,16,17]",1,[],3332,[]
949,2,0,0,0,6,9,[],"",100,"",[],"","",[],"[5,11,6,12,16,17]","",[],3333,[]
950,2,0,0,0,10,0,[],"",100,"",[],"","",[],[2],"",[],3334,[]
951,2,0,0,0,10,1,[],"",100,"",[],"","",[7],[2],"",[],3335,[]
952,2,0,0,0,10,2,[],"",100,"",[2],"","",[],[2],"",[],3336,[]
953,2,0,0,0,10,3,[1],"",300,"",[],"","",[],[2],"",[],3337,[]
954,2,0,0,0,7,0,[],"",100,"",[],"","",[],[],"",[],3338,[]
955,2,0,0,0,7,1,[],1,1000,"",[],"","",[],[],1,[],3339,[]
