"rownum","Id","Icon_DDSFile","StatsKeys","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","CharactersKeys","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItemsKey","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","Reminder_ClientStringsKeys","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffsKeys","GrantedEffectsPerLevelKey","bool","i32","bool","bool","bool","bool","bool","bool"
1968,"templar_elemental_notable2289","Art/2DArt/SkillIcons/passives/CelestialPunishment.dds",[486],50,0,0,0,13164,"Divine Judgement",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
1969,"templar_fire_notable2290","Art/2DArt/SkillIcons/passives/DivineFury.dds","[486,26,8927,447]",12,12,25,5,44347,"Divine Fury",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
1970,"templar_lightning_notable2291","Art/2DArt/SkillIcons/passives/DivineWrath.dds","[486,26,8928,449]",12,12,25,5,14665,"Divine Wrath",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
1971,"life_evasion_energy_shield2292","Art/2DArt/SkillIcons/passives/LifeAndEnergyShield.dds","[123,133,120,141]",15,15,10,4,47362,"Evasion, Energy Shield, Life and Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1972,"life_evasion_energy_shield2293","Art/2DArt/SkillIcons/passives/LifeAndEnergyShield.dds","[123,133,120,141]",15,15,10,4,1767,"Evasion, Energy Shield, Life and Resistances",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1973,"life_mana_es_resists_notable2294","Art/2DArt/SkillIcons/passives/Resourcefulness.dds","[124,134,120,451]",5,10,15,30,41989,"Resourcefulness",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
1974,"energy_shield_evasion_leech_notable2295","Art/2DArt/SkillIcons/passives/newenergyshield.dds","[134,120,8874]",12,18,30,0,32176,"Soul Thief",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
1975,"damage_area_projectile_speed_2296","Art/2DArt/SkillIcons/passives/damage_blue.dds","[24,434,175]",8,5,5,0,38995,"Damage, Area and Projectile Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1976,"damage_area_projectile_speed_2297","Art/2DArt/SkillIcons/passives/damage_blue.dds","[24,434,175]",8,5,5,0,8012,"Damage, Area and Projectile Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1977,"dual_wield_cast_speed2299","Art/2DArt/SkillIcons/passives/DualWieldNodeOffensive.dds",[2366],4,0,0,0,50382,"Dual Wield Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1978,"dual_wield_cast_speed2300","Art/2DArt/SkillIcons/passives/DualWieldNodeOffensive.dds","[2366,6896]",3,15,0,0,6616,"Dual Wield Cast Speed and Movement Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1979,"dual_wield_cast_speed2301","Art/2DArt/SkillIcons/passives/DualWieldNodeOffensive.dds","[2366,6896]",3,15,0,0,48093,"Dual Wield Cast Speed and Movement Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1980,"dual_wield_movement2302","Art/2DArt/SkillIcons/passives/DualWieldNodeOffensive.dds","[3042,177]",10,2,0,0,16743,"Dual Wield Spell Damage and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1981,"dual_wield_movement2303","Art/2DArt/SkillIcons/passives/DualWieldNodeOffensive.dds","[3042,177]",10,2,0,0,34560,"Dual Wield Spell Damage and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1982,"dual_wield_cast_speed_notable2304","Art/2DArt/SkillIcons/passives/DualWieldNotable.dds","[2366,3741,4442,3048]",5,5,30,10,44824,"Dark Arts",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
1983,"dual_wield_spells_and_block2305","Art/2DArt/SkillIcons/passives/DualWieldNodeDefensive.dds","[73,2366,21]",3,3,2,0,54144,"Dual Wield Attack and Cast Speed and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1984,"dual_wield_spells_and_block2306","Art/2DArt/SkillIcons/passives/DualWieldNodeDefensive.dds","[3042,73,2366]",8,3,3,0,57457,"Dual Wield Spell Damage and Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1985,"dual_wield_spells_and_block2307","Art/2DArt/SkillIcons/passives/DualWieldNodeDefensive.dds","[73,2366,21]",3,3,2,0,13573,"Dual Wield Attack and Cast Speed and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1986,"dual_wield_spells_and_block2308","Art/2DArt/SkillIcons/passives/DualWieldNodeDefensive.dds","[3042,2863]",10,2,0,0,31619,"Dual Wield Spell Damage and Spell Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1987,"dual_wield_spells_and_block_notable2309","Art/2DArt/SkillIcons/passives/DualWieldNotable.dds","[3042,21,2863,9263,9304]",16,4,4,10,39743,"Mysticism",[],"",1,"","",6954,"","","",[],0,"","",10,[],"","",0,"","","","","",""
1988,"staff_spells2310","Art/2DArt/SkillIcons/passives/StaffNodeDefensive.dds","[3040,150]",12,6,0,0,26585,"Staff Spell Damage and Chaos Resistance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1989,"staff_spells2311","Art/2DArt/SkillIcons/passives/StaffNodeOffensive.dds",[3040],12,0,0,0,40075,"Staff Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1990,"staff_crit2312","Art/2DArt/SkillIcons/passives/critstrchnc.dds","[1150,1151]",20,10,0,0,53957,"Staff Critical Strike Chance and Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1991,"staff_spells_and_area2313","Art/2DArt/SkillIcons/passives/StaffNodeOffensive.dds",[9264],10,0,0,0,5462,"Staff Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1992,"staff_spells_and_area2314","Art/2DArt/SkillIcons/passives/StaffNodeOffensive.dds","[9264,75,2800]",8,4,4,0,7364,"Staff Area of Effect and Attack and Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1993,"staff_spells_and_area2315","Art/2DArt/SkillIcons/passives/StaffNodeOffensive.dds","[9264,75,2800]",6,3,3,0,57670,"Staff Cast Speed and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1994,"staff_spells_and_block2316","Art/2DArt/SkillIcons/passives/StaffNodeDefensive.dds",[3040],10,1,0,0,7347,"Staff Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1995,"staff_spells_and_block2317","Art/2DArt/SkillIcons/passives/StaffNodeDefensive.dds","[3040,2864]",10,2,0,0,49534,"Staff Spell Damage and Spell Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1996,"staff_spells_and_block2318","Art/2DArt/SkillIcons/passives/StaffNodeDefensive.dds","[3040,409]",10,2,0,0,42485,"Staff Spell Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
1997,"staff_spells_and_block_notable2342","Art/2DArt/SkillIcons/passives/StaffNotable.dds","[3040,409,2864,3244]",15,5,5,10,7918,"Enigmatic Defence",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
1998,"staff_spells_and_area_notable2319","Art/2DArt/SkillIcons/passives/StaffNotable.dds","[9264,75,2800,424]",10,10,10,3,65273,"Enigmatic Reach",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
1999,"shield_spells_and_block2321","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds",[3041],12,0,0,0,12246,"Shield Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2000,"shield_spells_and_block2322","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds","[3041,22]",10,40,0,0,15357,"Shield Spell Damage and Block Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2001,"shield_spells_and_block2323","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds","[3041,2367]",10,3,0,0,43061,"Shield Spell Damage and Spell Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2002,"shield_spells_and_block2332","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds","[3041,2367]",10,3,0,0,27323,"Shield Spell Damage and Spell Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2003,"shield_spells_and_block2333","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds","[3041,489,22]",10,40,40,0,22577,"Shield Spell Damage, Block Recovery and Energy Shield",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2004,"shield_spells_and_blocknotable2324","Art/2DArt/SkillIcons/passives/ShieldNotable.dds","[489,9265,3041,2367]",60,20,15,6,6770,"Arcane Guarding",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2005,"shield_spells_avoid_and_block2325","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds",[3041],10,0,0,0,58210,"Shield Spell Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2006,"shield_spells_avoid_and_block2326","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds","[3041,19]",8,2,0,0,19008,"Shield Spell Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2007,"shield_spells_avoid_and_block2327","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds","[3041,19]",8,2,0,0,11689,"Shield Spell Damage and Block",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2008,"shield_spells_avoid_and_block2334","Art/2DArt/SkillIcons/passives/ShieldNodeOffensive.dds",[2799],4,0,0,0,62970,"Shield Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2009,"shield_spells_avoid_and_block_notable2328","Art/2DArt/SkillIcons/passives/ShieldNotable.dds","[1736,19,9266,9267,2799]",5,3,20,20,46904,"Arcane Swiftness",[],"",1,"","",6954,"","","",[],0,"","",5,[],"","",0,"","","","","",""
2010,"area_of_effect2329","Art/2DArt/SkillIcons/passives/blastradius.dds","[9262,25]",5,10,0,0,51801,"Spell Area of Effect and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2011,"area_of_effect2330","Art/2DArt/SkillIcons/passives/areaofeffect.dds","[9262,25]",5,10,0,0,14745,"Spell Area of Effect and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2012,"area_of_effect_notable2331","Art/2DArt/SkillIcons/passives/blastradius.dds","[9262,25,4712,576]",10,15,10,10,53573,"Arcane Expanse",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2013,"shield_spells_mastery2335","Art/2DArt/SkillIcons/passives/ShieldMasterySymbol.dds",[],0,0,0,0,8700,"Arcane Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2014,"shield_spells_mastery2336","Art/2DArt/SkillIcons/passives/ShieldMasterySymbol.dds",[],0,0,0,0,39858,"Arcane Shield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2015,"staff_spells_mastery2337","Art/2DArt/SkillIcons/passives/StaffMasterySymbol.dds",[],0,0,0,0,43798,"Arcane Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2016,"staff_spells_mastery2338","Art/2DArt/SkillIcons/passives/StaffMasterySymbol.dds",[],0,0,0,0,6861,"Arcane Staff Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2017,"dual_wield_spells_mastery2339","Art/2DArt/SkillIcons/passives/DualWieldMasterySymbol.dds",[],0,0,0,0,44151,"Arcane Dual Wield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2018,"dual_wield_spells_mastery2340","Art/2DArt/SkillIcons/passives/DualWieldMasterySymbol.dds",[],0,0,0,0,19833,"Arcane Dual Wield Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2019,"shock_damage2341","Art/2DArt/SkillIcons/passives/lightningint.dds","[6104,7807]",10,15,0,0,3190,"Damage and Critical Strike Chance against Shocked",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2020,"wicked_ward_keystone2342","Art/2DArt/SkillIcons/passives/Occultist/EldrichBarrier.dds",[9686],1,0,0,0,23950,"Wicked Ward",[],1,"","Embrace the forbidden. Let dark energies envelop you.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2021,"energy_shield_and_mana2343","Art/2DArt/SkillIcons/passives/ManaAndEnergyShield.dds","[134,128]",5,6,0,0,12250,"Energy Shield and Mana",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2022,"energy_shield_mastery2344","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,2301,"Energy Shield and Mana Mastery",[],"","","",1,"","","","",[],0,"","",0,[],"","",0,"","","","","",""
2023,"accuracy_rating2345","Art/2DArt/SkillIcons/passives/accuracydex.dds",[84],10,0,0,0,3992,"Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2024,"accuracy_rating2346","Art/2DArt/SkillIcons/passives/accuracydex.dds",[84],10,0,0,0,49807,"Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2025,"accuracy_rating2347","Art/2DArt/SkillIcons/passives/accuracydex.dds",[84],10,0,0,0,37575,"Accuracy",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2026,"mortal_conviction_keystone2348","Art/2DArt/SkillIcons/passives/mortalconviction.dds",[9783],1,0,0,0,9403,"Mortal Conviction",[],1,"","Lonely is the man who seeks power without cost.","",7697,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2027,"attack_poison2349","Art/2DArt/SkillIcons/passives/AttackPoisonNode.dds","[70,3844]",3,10,0,0,64769,"Attack Speed and Poison Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2028,"attack_poison2350","Art/2DArt/SkillIcons/passives/AttackPoisonNode.dds","[3376,10247]",8,4,0,0,23449,"Poison Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2029,"attack_poison2351","Art/2DArt/SkillIcons/passives/AttackPoisonNode.dds","[70,3377]",4,10,0,0,36849,"Attack Speed and Poison Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2030,"attack_poison_notable2352","Art/2DArt/SkillIcons/passives/AttackPoisonNotable.dds","[70,9130,3844,3376,10247]",8,5,10,16,7263,"Swift Venoms",[],"",1,"","",6954,"","","",[],0,"","",8,[],"","",0,"","","","","",""
2031,"one_handed_physical_leech2353","Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNode.dds","[338,3104,603,11634]",12,40,40,12,37887,"One Handed Melee Damage and Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2032,"one_handed_physical_leech2354","Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNode.dds","[338,339,11634]",12,4,12,0,17934,"One Handed Melee Damage and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2033,"one_handed_physical_leech2355","Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNode.dds","[338,3104,11634]",12,40,12,0,29359,"One Handed Melee Damage and Life Leech",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2034,"one_handed_physical_leech_notable2356","Art/2DArt/SkillIcons/passives/OneHandedPhysicalAndLeechNotable.dds","[338,3104,9314,9793,11634]",20,60,10,30,63727,"Gladiator's Perseverance",[],"",1,"","",6954,"","","",[],0,"","",20,[],"","",0,"","","","","",""
2035,"melee_area_of_effect2357","Art/2DArt/SkillIcons/passives/MeleeAoENode.dds","[6669,1364]",5,10,0,0,34989,"Melee Area of Effect and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2036,"melee_area_of_effect2358","Art/2DArt/SkillIcons/passives/MeleeAoENode.dds","[6669,1364]",5,10,0,0,11700,"Melee Area of Effect and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2037,"melee_area_of_effect2359","Art/2DArt/SkillIcons/passives/MeleeAoENode.dds","[6669,1364]",5,10,0,0,50969,"Melee Area of Effect and Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2038,"melee_area_of_effect_noable2360","Art/2DArt/SkillIcons/passives/MeleeAoENotable.dds","[6669,7019,1234,573]",10,10,2,10,20835,"Brinkmanship",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2039,"evasion_mobility2361","Art/2DArt/SkillIcons/passives/evasion.dds","[120,177]",12,3,0,0,9786,"Evasion and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2040,"evasion_mobility2362","Art/2DArt/SkillIcons/passives/evasion.dds","[120,6896]",14,10,0,0,4573,"Evasion and Movement Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2041,"evasion_mobility2363","Art/2DArt/SkillIcons/passives/evasion.dds","[120,177]",14,3,0,0,33558,"Evasion and Movement Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2042,"evasion_mobility_notable2364","Art/2DArt/SkillIcons/passives/evasion.dds","[120,6896,177,3741]",20,20,5,10,3309,"Fleetfoot",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2043,"evasion_blind2365","Art/2DArt/SkillIcons/passives/evasion.dds","[120,981]",12,20,0,0,56814,"Evasion and Blind Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2044,"evasion_blind2366","Art/2DArt/SkillIcons/passives/evasion.dds","[120,119,3497]",14,100,40,0,46694,"Evasion and Blind Avoidance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2045,"evasion_blind2367","Art/2DArt/SkillIcons/passives/evasion.dds","[120,6818]",14,5,0,0,11850,"Evasion and Blind Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2046,"evasion_blind_notable2368","Art/2DArt/SkillIcons/passives/EvasionAndBlindNotable.dds","[120,3497,6818,119]",20,60,10,200,17608,"Silent Steps",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2047,"evasion_phasing2369","Art/2DArt/SkillIcons/passives/evasion.dds","[120,3734]",12,10,0,0,16712,"Evasion and Phasing",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2048,"evasion_phasing2370_","Art/2DArt/SkillIcons/passives/evasion.dds","[120,3734]",12,10,0,0,45033,"Evasion and Phasing",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2049,"evasion_phasing2371","Art/2DArt/SkillIcons/passives/evasion.dds","[120,3734]",12,10,0,0,53324,"Evasion and Phasing",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2050,"evasion_phasing_notable2372","Art/2DArt/SkillIcons/passives/EvasionAndPhasingNotable.dds","[120,2792,4676,3734]",30,10,5,10,15344,"Freedom of Movement",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2051,"armour_endurance_charge2373","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,116]",12,150,0,0,2957,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2052,"armour_endurance_charge2374","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,1751]",12,10,0,0,64221,"Armour and Endurance Charges",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2053,"armour_endurance_charge2375_","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],14,0,0,0,39678,"Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2054,"armour_endurance_charge_notable2376","Art/2DArt/SkillIcons/passives/ArmourChargeNotable.dds","[117,126,1751,7129]",20,18,15,30,54629,"Inexorable",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2055,"armour_guards_2377","Art/2DArt/SkillIcons/passives/dmgreduction.dds",[117],0,0,0,0,38906,"Armour and Guard Skills",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2056,"armour_guards_2378","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[117,9888]",12,20,0,0,10073,"Armour and Guard Skill Cooldown Recovery",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2057,"armour_guards_2379","Art/2DArt/SkillIcons/passives/dmgreduction.dds","[9888,12143]",15,15,0,0,49147,"Guard Skill Cooldown Recovery and Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2058,"armour_guards_notable_2380","Art/2DArt/SkillIcons/passives/ArmourGuardsNotable.dds","[117,9885,9887]",20,400,90,0,49416,"Adamant",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2059,"melee_crit2381","Art/2DArt/SkillIcons/passives/MeleeCriticalStrikeChanceNode.dds",[1357],20,0,0,0,38664,"Melee Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2060,"melee_crit2382","Art/2DArt/SkillIcons/passives/MeleeCriticalStrikeMultiplierNode.dds",[1297],10,0,0,0,56460,"Melee Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2061,"melee_crit2383","Art/2DArt/SkillIcons/passives/MeleeCriticalStrikeChanceNode.dds",[1357],25,0,0,0,61636,"Melee Critical Strike Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2062,"melee_crit_notable2384","Art/2DArt/SkillIcons/passives/MeleeCriticalStrikesNotable.dds","[1357,1297,8642]",40,20,20,0,37647,"Dismembering",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2063,"fortify_2385","Art/2DArt/SkillIcons/passives/FortifyNode.dds","[3872,3054,11636]",5,12,12,0,65112,"Fortify Effect and Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2064,"fortify_2386","Art/2DArt/SkillIcons/passives/FortifyNode.dds","[3872,3054,11636]",5,14,14,0,14384,"Fortify Effect and Melee Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2065,"fortify_2387","Art/2DArt/SkillIcons/passives/FortifyNode.dds","[3872,3051]",10,15,0,0,25781,"Fortify Effect and Armour",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2066,"fortify_notable_2388","Art/2DArt/SkillIcons/passives/FortifyNotable2.dds","[3872,7094,3051]",10,10,30,0,13922,"Steadfast",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2067,"attack_channel2389","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds","[9880,8902]",4,10,0,0,9844,"Channelling Attack Speed and Stun Avoidance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2068,"attack_channel2390","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds","[9900,9880]",8,3,0,0,1513,"Channelling Attack Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2069,"attack_channel2391_","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds","[9880,8902]",4,10,0,0,46593,"Channelling Attack Speed and Stun Avoidance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2070,"attack_channel_notable2392","Art/2DArt/SkillIcons/passives/ChannellingAttacksNotable2.dds","[9880,8902,9881]",10,30,5,0,2959,"Unpredictable Offensive",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2071,"attack_channel_charge2393","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds","[9900,9880]",10,3,0,0,29454,"Channelling Attack Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2072,"attack_channel_charge2394","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds",[9900],12,0,0,0,62744,"Channelling Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2073,"attack_channel_charge2395","Art/2DArt/SkillIcons/passives/ChannellingAttacksNode.dds","[9900,9880]",10,3,0,0,18770,"Channelling Attack Damage and Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2074,"attack_channel_charge_notable2396","Art/2DArt/SkillIcons/passives/ChannellingAttacksNotable1.dds","[9900,9880,9883,9884]",16,6,10,10,63251,"Charging Offensive",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2075,"impale2397","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[8480],5,0,0,0,53292,"Impale Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2076,"impale2398","Art/2DArt/SkillIcons/passives/ImpaleNode2.dds","[8458,2515]",5,10,0,0,40841,"Impale Chance and Physical Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2077,"impale2399","Art/2DArt/SkillIcons/passives/ImpaleNode2.dds",[8458],10,0,0,0,59833,"Impale Chance",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2078,"impale2400","Art/2DArt/SkillIcons/passives/ImapleNode.dds",[8480],5,0,0,0,15124,"Impale Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2079,"impale_notable2401","Art/2DArt/SkillIcons/passives/ImpaleNotable1.dds","[8458,70,10846,8480]",15,5,10,5,9194,"Swift Skewering",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2080,"impale2402","Art/2DArt/SkillIcons/passives/ImpaleNode2.dds",[8480],1,0,0,0,22875,"Impale Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2081,"impale2403","Art/2DArt/SkillIcons/passives/ImapleNode.dds","[8480,70,10846]",5,3,5,0,34191,"Impale Effect and Attack Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2082,"impale2404","Art/2DArt/SkillIcons/passives/ImpaleNode2.dds","[8458,2515]",5,12,0,0,60529,"Impale Chance and Physical Attack Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2083,"impale_notable2405","Art/2DArt/SkillIcons/passives/ImpaleNotable2.dds","[8458,8480,573,10846]",15,5,20,10,33582,"Forceful Skewering",[],"",1,"","",6954,"","","",[],0,"","",0,[],"","",0,"","","","","",""
2084,"melee_fire_damage2406","Art/2DArt/SkillIcons/passives/MeleeFireNode.dds","[6072,482]",8,20,0,0,25168,"Weapon Fire Damage",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2085,"melee_fire_damage2407","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],1,0,0,0,53235,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
2086,"melee_fire_damage2408","Art/2DArt/SkillIcons/passives/firedamage.dds",[42],1,0,0,0,64216,"[UNUSED] NOT USED",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","","","","",""
