"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","i32","SoundEffectsKey","NormalPurchase_BaseItemTypesKeys","NormalPurchase_Costs","MagicPurchase_BaseItemTypesKeys","MagicPurchase_Costs","TagsKeys","ModDomainsKey","IsDropDisabled","ItemVisualIdentityKey","i32","[rid]","[i32]","[i32]","[i32]","[i32]","row","rid","bool","[rid]","rid","[rid]","i32","i32","bool","rid","rid","rid"
4534,"Metadata/Items/QuestItems/Act7/ObsidianKey",31,1,1,"Obsidian Key","Metadata/Items/QuestItems/AbstractQuestItem",1,1365,[],2,"",[],[],[],[],[],27,1,5230,-1408626965,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4535,"Metadata/Items/QuestItems/Act7/KisharaStar",31,1,1,"Kishara's Star","Metadata/Items/QuestItems/AbstractQuestItem",1,1364,[],2,"",[],[],[],[],[],27,1,5229,-343877912,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4536,"Metadata/Items/QuestItems/Act7/SilverLocket",31,1,1,"Silver Locket","Metadata/Items/QuestItems/AbstractQuestItem",1,1363,[],2,"",[],[],[],[],[],27,1,5228,749047416,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4537,"Metadata/Items/QuestItems/Act7/GreustNecklace",31,1,1,"Greust's Necklace","Metadata/Items/QuestItems/AbstractQuestItem",1,1367,[],2,"",[],[],[],[],[],27,1,5231,1100689101,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4538,"Metadata/Items/QuestItems/Act7/BlackVenom",31,1,1,"Black Venom","Metadata/Items/QuestItems/AbstractQuestItem",1,1368,[],2,"",[],[],[],[],[],27,1,5232,-1333835955,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4539,"Metadata/Items/QuestItems/Act7/Firefly1",31,1,1,"Firefly","Metadata/Items/QuestItems/AbstractQuestItem",1,1369,[],2,"",[],[],[],[],[],27,1,5233,-384626868,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4540,"Metadata/Items/QuestItems/Act7/Firefly2",31,1,1,"Firefly","Metadata/Items/QuestItems/AbstractQuestItem",1,1370,[],2,"",[],[],[],[],[],27,1,5234,-1980092745,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4541,"Metadata/Items/QuestItems/Act7/Firefly3",31,1,1,"Firefly","Metadata/Items/QuestItems/AbstractQuestItem",1,1371,[],2,"",[],[],[],[],[],27,1,5235,357004791,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4542,"Metadata/Items/QuestItems/Act7/Firefly4",31,1,1,"Firefly","Metadata/Items/QuestItems/AbstractQuestItem",1,1372,[],2,"",[],[],[],[],[],27,1,5236,-757047854,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4543,"Metadata/Items/QuestItems/Act7/Firefly5",31,1,1,"Firefly","Metadata/Items/QuestItems/AbstractQuestItem",1,1373,[],2,"",[],[],[],[],[],27,1,5237,-606067958,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4544,"Metadata/Items/QuestItems/Act7/Firefly6",31,1,1,"Firefly","Metadata/Items/QuestItems/AbstractQuestItem",1,1374,[],2,"",[],[],[],[],[],27,1,5238,-1519701771,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4545,"Metadata/Items/QuestItems/Act7/Firefly7",31,1,1,"Firefly","Metadata/Items/QuestItems/AbstractQuestItem",1,1375,[],2,"",[],[],[],[],[],27,1,5239,-1013633808,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4546,"Metadata/Items/QuestItems/Act7/Book-a7q1",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,1374338291,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4547,"Metadata/Items/QuestItems/Act7/Book-a7q3",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,-1945062485,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4548,"Metadata/Items/QuestItems/Act7/Book-a7q6",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5173,14870518,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4549,"Metadata/Items/QuestItems/Act7/Book-a7q9",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,140294712,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4550,"Metadata/Items/QuestItems/Act8/SolarisOrb",31,2,2,"Sun Orb","Metadata/Items/QuestItems/AbstractQuestItem",1,1382,[],2,"",[],[],[],[],[],27,1,5240,616145980,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4551,"Metadata/Items/QuestItems/Act8/LunarisOrb",31,2,2,"Moon Orb","Metadata/Items/QuestItems/AbstractQuestItem",1,1383,[],2,"",[],[],[],[],[],27,1,5241,-1183732043,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4552,"Metadata/Items/QuestItems/Act8/AnkhOfEternity",31,1,1,"Ankh of Eternity","Metadata/Items/QuestItems/AbstractQuestItem",1,1384,[],2,"",[],[],[],[],[],27,1,5242,2104831099,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4553,"Metadata/Items/QuestItems/Act8/WingsOfVastiri",31,2,2,"Wings of Vastiri","Metadata/Items/QuestItems/AbstractQuestItem",1,1385,[],2,"",[],[],[],[],[],27,1,5243,361123490,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4554,"Metadata/Items/QuestItems/Act8/Book-a8q4",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,263621354,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4555,"Metadata/Items/QuestItems/Act8/Book-a8q6",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5173,693711484,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4556,"Metadata/Items/QuestItems/Act8/Book-a8q7",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,173133059,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4557,"Metadata/Items/QuestItems/Act9/SekhemaFeather",31,1,2,"Sekhema Feather","Metadata/Items/QuestItems/AbstractQuestItem",1,1388,[],2,"",[],[],[],[],[],27,1,5210,-1462036853,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4558,"Metadata/Items/QuestItems/Act9/StormSword",31,1,3,"Storm Blade","Metadata/Items/QuestItems/AbstractQuestItem",1,1389,[],2,"",[],[],[],[],[],27,1,5211,1692792253,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4559,"Metadata/Items/QuestItems/Act9/Ingredient1",31,2,2,"Trarthan Powder","Metadata/Items/QuestItems/AbstractQuestItem",1,1390,[],2,"",[],[],[],[],[],27,1,5212,847352969,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4560,"Metadata/Items/QuestItems/Act9/Ingredient2",31,2,2,"Basilisk Acid","Metadata/Items/QuestItems/AbstractQuestItem",1,1391,[],2,"",[],[],[],[],[],27,1,5213,-215002882,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4561,"Metadata/Items/QuestItems/Act9/Calendar",31,1,1,"Calendar of Fortune","Metadata/Items/QuestItems/AbstractQuestItem",1,1392,[],2,"",[],[],[],[],[],27,1,5214,1026318325,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4562,"Metadata/Items/QuestItems/Act9/BottledStorm",31,2,2,"Bottled Storm","Metadata/Items/QuestItems/AbstractQuestItem",1,1393,[],2,"",[],[],[],[],[],27,1,5215,873367287,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4563,"Metadata/Items/QuestItems/Act9/Book-a9q2",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,301302099,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4564,"Metadata/Items/QuestItems/Act9/Book-a9q4",31,2,2,"Book of Regrets","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5172,810359678,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4565,"Metadata/Items/QuestItems/Act9/Book-a9q5",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,1393290512,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4566,"Metadata/Items/QuestItems/Act10/Potion",31,2,2,"Elixir of Allure","Metadata/Items/QuestItems/AbstractQuestItem",1,1394,[],2,"",[],[],[],[],[],27,1,5216,1448538977,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4567,"Metadata/Items/QuestItems/Act10/Teardrop",31,2,2,"The Teardrop","Metadata/Items/QuestItems/AbstractQuestItem",1,1395,[],2,"",[],[],[],[],[],27,1,5217,1967027492,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4568,"Metadata/Items/QuestItems/Act10/AvariusStaff",31,2,4,"The Staff of Purity","Metadata/Items/QuestItems/AbstractQuestItem",1,1396,[],2,"",[],[],[],[],[],27,1,5209,125177284,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4569,"Metadata/Items/QuestItems/Act10/Book-a10q3",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,-1314676558,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4570,"Metadata/Items/QuestItems/Act10/Book-a10q4",31,2,2,"Book of Regrets","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5172,-1797608147,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4571,"Metadata/Items/QuestItems/Act10/Book-a10q6",31,2,2,"Book of Skill","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5171,-892587997,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4572,"Metadata/Items/QuestItems/Act11/DominusKey",31,1,1,"Vault Key","Metadata/Items/QuestItems/AbstractQuestItem",1,1914,[],1,"",[],[],[],[],[],27,1,10225,-1424878615,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4573,"Metadata/Items/Labyrinth/GoldenKey",43,1,1,"Golden Key","Metadata/Items/Labyrinth/AbstractLabyrinthItem",1,"",[],1,"",[],[],[],[],[],27,1,5244,-757672852,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4574,"Metadata/Items/Labyrinth/SilverKey",43,1,1,"Silver Key","Metadata/Items/Labyrinth/AbstractLabyrinthItem",1,"",[],1,"",[],[],[],[],[],27,1,5245,1403044204,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4575,"Metadata/Items/Labyrinth/BronzeKey",43,1,1,"Treasure Key","Metadata/Items/Labyrinth/AbstractLabyrinthItem",1,"",[],1,"",[],[],[],[],[],27,1,5246,2099453348,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4576,"Metadata/Items/Masters/PirateTreasureKey",31,1,1,"Master Key","Metadata/Items/QuestItems/AbstractQuestItem",1,"",[],2,"",[],[],[],[],[],27,1,5246,525489715,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4577,"Metadata/Items/Incursion/IncursionKey",51,1,1,"Stone of Passage","Metadata/Items/Labyrinth/AbstractLabyrinthItem",1,"",[],1,"",[],[],[],[],[],27,1,9832,851836029,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4578,"Metadata/Items/Incursion/IncursionBomb",51,1,1,"Flashpowder Keg","Metadata/Items/Labyrinth/AbstractLabyrinthItem",1,"",[],1,"",[],[],[],[],[],27,1,9833,1191597212,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4579,"Metadata/Items/Gems/SkillGemThrownShieldProjectile",18,1,1,"Spectral Shield Throw","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6727,1936254835,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4580,"Metadata/Items/Gems/SkillGemFireball",18,1,1,"Fireball","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6169,-1757300727,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4581,"Metadata/Items/Gems/SkillGemIceNova",18,1,1,"Ice Nova","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6170,2105283778,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4582,"Metadata/Items/Gems/SkillGemLeapSlam",18,1,1,"Leap Slam","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6171,1192809199,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4583,"Metadata/Items/Gems/SkillGemChargedDash",18,1,1,"Charged Dash","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6462,-865842292,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4584,"Metadata/Items/Gems/SkillGemChargedAttack",18,1,1,"Blade Flurry","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6172,1930621734,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4585,"Metadata/Items/Gems/SkillGemSweep",18,1,1,"Sweep","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6173,-1029664294,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4586,"Metadata/Items/Gems/SkillGemDiscorectangleSlam",18,1,1,"Discorectangle Slam","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,1,6173,-1564803485,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4587,"Metadata/Items/Gems/SkillGemGroundSlam",18,1,1,"Ground Slam","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6174,313685042,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4588,"Metadata/Items/Gems/SkillGemCleave",18,1,1,"Cleave","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6175,-373438986,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4589,"Metadata/Items/Gems/SkillGemShieldCharge",18,1,1,"Shield Charge","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6176,1802060799,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4590,"Metadata/Items/Gems/SkillGemEnduringCry",18,1,1,"Enduring Cry","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6177,709876763,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4591,"Metadata/Items/Gems/SkillGemDoubleStrike",18,1,1,"Double Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6180,-714578898,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4592,"Metadata/Items/Gems/SkillGemLacerate",18,1,1,"Lacerate","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6181,-1514837292,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4593,"Metadata/Items/Gems/SkillGemElementalHit",18,1,1,"Elemental Hit","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],"[300,301]",27,"",6182,-1969315382,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4594,"Metadata/Items/Gems/SkillGemImmortalCall",18,1,1,"Immortal Call","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[7],[1],[],[],[],27,"",6183,651322449,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4595,"Metadata/Items/Gems/SkillGemDualStrike",18,1,1,"Dual Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6184,1428515520,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4596,"Metadata/Items/Gems/SkillGemWhirlingBlades",18,1,1,"Whirling Blades","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6185,166376946,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4597,"Metadata/Items/Gems/SkillGemFrenzy",18,1,1,"Frenzy","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[11],[1],[],[],[],27,"",6186,379037360,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4598,"Metadata/Items/Gems/SkillGemColdSnap",18,1,1,"Cold Snap","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[11],[1],[],[],[],27,"",6187,-877275456,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4599,"Metadata/Items/Gems/SkillGemRaiseZombie",18,1,1,"Raise Zombie","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6188,1645165853,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4600,"Metadata/Items/Gems/SkillGemDetonateDead",18,1,1,"Detonate Dead","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6189,-1608906331,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4601,"Metadata/Items/Gems/SkillGemVolatileDead",18,1,1,"Volatile Dead","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6190,-946442828,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4602,"Metadata/Items/Gems/SkillGemBoneLance",18,1,1,"Unearth","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[],27,"",6191,1073920706,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4603,"Metadata/Items/Gems/SkillGemSnipe",18,1,1,"Snipe","Metadata/Items/Gems/ActiveSkillGem",11,"",[],1,"",[],[],[],[],[],27,1,6194,-613595077,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4604,"Metadata/Items/Gems/SkillGemPoisonArrow",18,1,1,"Caustic Arrow","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],[301],27,"",6195,-315681950,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4605,"Metadata/Items/Gems/SkillGemArcticBreath",18,1,1,"Creeping Frost","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[10],[1],[],[],[],27,"",6196,446205699,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4606,"Metadata/Items/Gems/SkillGemIceShot",18,1,1,"Ice Shot","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6197,-211251490,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4607,"Metadata/Items/Gems/SkillGemStaticStrike",18,1,1,"Static Strike","Metadata/Items/Gems/ActiveSkillGem",12,"",[],2,"",[10],[1],[],[],[],27,"",6405,-1061215010,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4608,"Metadata/Items/Gems/SkillGemSplitArrow",18,1,1,"Split Arrow","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[1],[1],[],[],"[300,301]",27,"",6198,545219758,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4609,"Metadata/Items/Gems/SupportGemAddedFireDamage",19,1,1,"Added Fire Damage Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6199,-1740846380,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4610,"Metadata/Items/Gems/SupportGemFasterAttack",19,1,1,"Faster Attacks Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6200,262345857,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4611,"Metadata/Items/Gems/SupportGemGreaterMultipleProjectiles",19,1,1,"Greater Multiple Projectiles Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[6],[1],[],[],[],27,"",6201,-344797902,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4612,"Metadata/Items/Gems/SupportGemLesserMultipleProjectiles",19,1,1,"Lesser Multiple Projectiles Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6202,89542028,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4613,"Metadata/Items/Gems/SupportGemGreaterVolley",19,1,1,"Greater Volley Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[6],[1],[],[],[],27,"",6203,1088438448,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4614,"Metadata/Items/Gems/SupportGemFasterProjectiles",19,1,1,"Faster Projectiles Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[7],[1],[],[],[],27,"",6204,1049046441,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4615,"Metadata/Items/Gems/SupportGemAddedColdDamage",19,1,1,"Added Cold Damage Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6205,-1926199664,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4616,"Metadata/Items/Gems/SupportGemAdditionalAccuracy",19,1,1,"Additional Accuracy Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6206,-938716640,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4617,"Metadata/Items/Gems/SupportGemIncreasedAreaOfEffect",19,1,1,"Increased Area of Effect Support","Metadata/Items/Gems/SupportSkillGem",38,"",[],1,"",[6],[1],[],[],[],27,"",6207,1466145569,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4618,"Metadata/Items/Gems/SupportGemAddedLightningDamage",19,1,1,"Added Lightning Damage Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6208,-973541435,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4619,"Metadata/Items/Gems/SkillGemDamageInfusion",18,1,1,"Damage Infusion","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],[],[],[],[],27,1,6209,-650418475,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4620,"Metadata/Items/Gems/SkillGemBloodRage",18,1,1,"Blood Rage","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[11],[1],[],[],[],27,"",6210,815075007,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4621,"Metadata/Items/Gems/SkillGemIcefire",18,1,1,"Icefire","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],[],[],[],[],27,1,6211,-1509277672,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4622,"Metadata/Items/Gems/SkillGemIgnite",18,1,1,"Ignite","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],[],[],[],[],27,1,6211,1757033866,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4623,"Metadata/Items/Gems/SkillGemRighteousFire",18,1,1,"Righteous Fire","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[11],[1],[],[],[],27,"",6212,1102292013,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4624,"Metadata/Items/Gems/SkillGemFireWeapon",18,1,1,"Fire Weapon","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],[],[],[],[],27,1,6213,405624599,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4625,"Metadata/Items/Gems/SkillGemDischarge",18,1,1,"Discharge","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[7],[1],[],[],[],27,"",6214,-1817624335,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4626,"Metadata/Items/Gems/SkillGemPortal",18,1,1,"Portal","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[10],[1],[],[],[167],27,"",6215,1278406382,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4627,"Metadata/Items/Gems/SupportGemReducedMana",19,1,1,"Inspiration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[7],[1],[],[],[],27,"",6216,282207976,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4628,"Metadata/Items/Gems/SupportGemIncreasedCriticalStrikes",19,1,1,"Increased Critical Strikes Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6217,-896806134,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4629,"Metadata/Items/Gems/SupportGemIncreasedCriticalDamage",19,1,1,"Increased Critical Damage Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[11],[1],[],[],[],27,"",6218,191534163,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4630,"Metadata/Items/Gems/SupportGemKnockback",19,1,1,"Knockback Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[10],[1],[],[],[301],27,"",6219,2003102433,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4631,"Metadata/Items/Gems/SupportGemLifeLeech",19,1,1,"Life Leech Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[7],[1],[],[],[],27,"",6220,-1483752359,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4632,"Metadata/Items/Gems/SupportGemManaLeech",19,1,1,"Mana Leech Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[7],[1],[],[],[],27,"",6221,1236685577,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
4633,"Metadata/Items/Gems/SupportGemAddedChaosDamage",19,1,1,"Added Chaos Damage Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[6],[1],[],[],[],27,"",6222,1826945816,[],[],[],[],[],264,"","",[],"",[],-16843010,-16843010,"","","",""
