"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","rid","bool","AIFile","i32","i32","i32","i32","bool","bool"
484,"repeatable_wave","","","RepeatableWave","","[1,2]",[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,292622,0,"",""
485,"new_phase_run","Phase Run","Gain a buff that makes you faster, harder to detect, and grants Phasing, letting you pass through enemies. Performing any skill replaces this buff with one that boosts melee physical damage of skills you use yourself (it will not apply to your melee skills used by totems). Consumes Frenzy Charges to increase duration.","NewPhaseRun","Art/2DArt/SkillIcons/iconphaserun.dds",[4],"[2,5,9,32,34,64,28,79,90]",[],"","",1,"","",20,1,[4515],[215],[],1,1,[],8,0,"","",0,0,293600,0,"",""
486,"fire_elemental_meteor","","","FireElementalMeteor","",[4],"[1,8]",[],"","",1,"",1,20,1,[],[],[],1,1,[],8,"","","",13,0,293700,0,"",""
487,"blast_rain","Blast Rain","Fires arrows up in the air, to rain down in an area. Each arrow deals area damage around where it lands, and they will all overlap on the targeted location.","BlastRain","Art/2DArt/SkillIcons/BlastRain.dds","[1,2,20]","[1,41,29,58,8,11,62,15,14,16,32,89]",[13],"","",1,"",1,20,1,"[4085,4394,4509,10991]","[24,434,174,10990]",[],1,1,[],8,"","","",13,0,294570,0,"",""
488,"blast_rain_triggerable","","","BlastRain","","[1,2]","[1,8,11,15,14,16,29,41,32,89]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,294874,0,"",""
489,"shrapnel_shot","Galvanic Arrow","Releases arrows along with a burst of lightning which damages all enemies in a cone. The arrows degrade in-flight as the lightning dissipates, soon vanishing.","ShrapnelShot","Art/2DArt/SkillIcons/ShrapnelShot.dds","[1,2]","[1,3,57,8,15,14,16,31,41,58,32]",[13],"","",1,"","",20,1,"[4084,4413,4393,10730,5448]","[24,449,434,175,619]",[],1,1,[],8,"","","",13,0,295798,0,"",""
490,"burnwillow_target_area","","","BurnwillowTargetArea","","[1,2]","[8,9,2,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,296122,0,"",""
491,"static_tether","Static Tether","","StaticTether","Art/2DArt/SkillIcons/stormcall.dds","[1,2]","[2,3,7,11,8,9,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",17,0,296246,0,"",""
492,"piety_reverse_cleave","Piety Reverse Cleave","","PietyReverseCleave","",[2],"[1,8,20,35]",[],"","",1,"PietyReverseCleave","",20,1,[],[],[],1,1,[],8,"","","",13,0,296666,0,"",""
493,"bladefall","Bladefall","Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys, each wider but less damaging than the last. Enemies can be hit multiple times where these overlap.","RainOfBlades","Art/2DArt/SkillIcons/RainOfBlades.dds","[1,2,22]","[2,8,14,16,15,7,32,22,56,70,72,28,9]",[],"","",1,"Bladefall","",20,1,"[4414,4089,4398]","[554,24,434]",[],1,1,[],8,3,"","",12,0,297560,0,"",""
494,"labyrinth_boss_rain_of_blades","Rain Of Blades","","RainOfBlades","Art/2DArt/SkillIcons/RainOfBlades.dds",[16],"[2,8,14,16,15,7,32,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,297882,0,"",""
495,"blade_vortex","Blade Vortex","An ethereal blade spins around you for a duration, repeatedly damaging enemies that it passes through.","SpinningEtherealBlades","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds",[4],"[2,7,8,9,15,22,32,23,70,72,28]",[],"","",1,"BladeVortex","",20,1,"[4088,4371,4397]","[24,215,434]",[],1,1,[],8,"","","",12,0,298654,0,"",""
496,"vaal_blade_vortex","Vaal Blade Vortex","Creates an independently-moving vortex of ethereal blades which lasts for a duration. The vortex moves toward nearby enemies, repeatedly damaging enemies that it passes through.","VaalBladeVortex","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds","[1,2]","[2,7,8,9,15,23,38,72,28]",[],"","",1,"VaalBladeVortex","",20,1,"[4088,4371,4397,7984]","[24,215,434,7985]",[],1,1,[],8,"","","",12,0,299486,0,"",""
497,"frost_bomb","Frost Bomb","Creates a crystal that pulses with cold for a duration. Each pulse applies a debuff to nearby enemies for a secondary duration which reduces life and energy shield regeneration rate, and reduces energy shield recharge rate, and also inflicts Cold Exposure. When the crystal's duration ends, it explodes, dealing heavy cold damage to enemies around it.","FrostBomb","Art/2DArt/SkillIcons/FrostBomb.dds","[1,20,22]","[2,8,9,30,7,22,15,14,16,32,56,72,90,100]",[],"","",1,"FrostBomb",1,20,1,"[4386,4093,4401,7997]","[3351,24,434,168]",[],1,1,[],8,"","","",12,0,300722,0,"",""
498,"word_of_flames","Word of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,20,"",[],[],[],1,"",[],8,"","","",12,0,301226,0,"",""
499,"edict_of_flames","Edict of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,20,"",[],[],[],1,"",[],8,"","","",12,0,301526,0,"",""
500,"decree_of_flames","Decree of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,20,"",[],[],[],1,"",[],8,"","","",12,0,301830,0,"",""
501,"commandment_of_flames","Commandment of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,7,29,32,72,84,90,90]",[],"","",1,"EnchantmentOfFlamesOnHit",1,20,"",[],[],[],1,"",[],8,"","","",12,0,302154,0,"",""
502,"unique_animate_weapon","Manifest Dancing Dervish","Manifests Dancing Dervish to fight by your side. While Dancing Dervish is manifested, you have Onslaught and cannot use Weapons. Cannot be supported by supports that would create other minions.","UniqueAnimateWeapon","Art/2DArt/BuffIcons/RhysSword.dds",[4],"[2,6,18,32,50,61,77,90,37]",[],"","",1,"UniqueAnimateWeapon","",20,"",[],[],"[1,20,21,8,34,24]",1,"",[],8,"","","",0,0,303010,0,"",""
503,"orb_of_storms","Orb of Storms","Creates a stationary electrical orb that frequently unleashes a splitting bolt of lightning at a nearby enemy. Modifiers to cast speed will increase how frequently it does this. Using a lightning skill while inside the orb's cloud unleashes additional bolts. Casting this skill again will replace the previous orb.","StormCloud","Art/2DArt/SkillIcons/StormCloud.dds",[1],"[2,7,31,9,8,19,32,14,16,15,72,90,100]",[],"","",1,"OrbOfStorms","",20,1,"[4094,4415,4402,7977]","[24,554,434,216]",[],1,1,[],8,3,"","",12,0,304010,0,"",""
504,"lb_retractable_trap","","","LbRetractableTrap","",[1],[],[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,304286,0,"",""
505,"word_of_the_grave_on_kill","Word of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",20,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,304916,0,"",""
506,"edict_of_the_grave_on_kill","Edict of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",20,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,305068,0,"",""
507,"decree_of_the_grave_on_kill","Decree of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",20,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,305224,0,"",""
508,"commandment_of_the_grave_on_kill","Commandment of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,30,32,37,9,77,90]",[],"","",1,"EnchantmentOfTheGraveOnKill","",20,"",[],[],"[1,20,21,24]",1,"",[],8,"","","",0,0,305400,0,"",""
509,"word_of_reflection_when_hit","Word of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",20,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",0,0,305764,0,"",""
510,"edict_of_reflection_when_hit","Edict of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",20,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",0,0,305926,0,"",""
511,"decree_of_reflection_when_hit","Decree of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",20,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",0,0,306092,0,"",""
512,"commandment_of_reflection_when_hit","Commandment of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,6,18,37,9,32,77,90]",[],"","",1,"EnchantmentOfReflectionWhenHit","",20,"",[],[],"[1,20,21,3,57,24]",1,"",[],8,"","","",0,0,306278,0,"",""
513,"word_of_light_when_critically_hit","Word of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",20,"",[],[],[],1,"",[],8,"","","",13,0,306792,0,"",""
514,"edict_of_light_when_critically_hit","Edict of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",20,"",[],[],[],1,"",[],8,"","","",13,0,307132,0,"",""
515,"decree_of_light_when_critically_hit","Decree of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",20,"",[],[],[],1,"",[],8,"","","",13,0,307476,0,"",""
516,"commandment_of_light_when_critically_hit","Commandment of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,9,37,32,90]",[],"","",1,"EnchantmentOfLightWhenCrit","",20,"",[],[],[],1,"",[],8,"","","",13,0,307840,0,"",""
517,"word_of_thunder_on_kill","Word of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",20,"",[],[],[],1,"",[],8,"","","",12,0,308364,0,"",""
518,"edict_of_thunder_on_kill","Edict of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",20,"",[],[],[],1,"",[],8,"","","",12,0,308684,0,"",""
519,"decree_of_thunder_on_kill","Decree of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",20,"",[],[],[],1,"",[],8,"","","",12,0,309008,0,"",""
520,"commandment_of_thunder_on_kill","Commandment of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,84,90]",[],"","",1,"EnchantmentOfThunderOnKill","",20,"",[],[],[],1,"",[],8,"","","",12,0,309352,0,"",""
521,"triggered_lightning_cones","","","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,27,31,37,32,72,90]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,309634,0,"",""
522,"summon_rock_golem","Summon Stone Golem","Summons a Stone Golem that grants you life regeneration. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.","SummonRockGolem","Art/2DArt/SkillIcons/RockGolemSummon.dds",[1],"[32,16,6,18,22,2,15,14,51,28,77,77,90]",[],"","",1,"SummonRockGolem","",20,1,[5146],[3351],"[1,20,21,34,8,24]",1,1,[],8,"","","",0,0,310480,0,"",""
523,"word_of_force_on_hit","Word of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",20,"",[],[],[],1,"",[],8,"","","",13,0,310838,0,"",""
524,"edict_of_force_on_hit","Edict of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",20,"",[],[],[],1,"",[],8,"","","",13,0,311152,0,"",""
525,"decree_of_force_on_hit","Decree of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",20,"",[],[],[],1,"",[],8,"","","",13,0,311470,0,"",""
526,"commandment_of_force_on_hit","Commandment of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,8,7,37,32,90]",[],"","",1,"EnchantmentOfForceOnHit","",20,"",[],[],[],1,"",[],8,"","","",13,0,311808,0,"",""
527,"whirling_leap","Whirling Leap","","WhirlingLeap","",[16],"[1,8,20,34]",[],"","",1,"WhirlingLeap","",20,1,[],[],[],1,1,[],8,0,"","",13,0,312124,0,"",""
528,"word_of_war_on_kill","Word of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",20,"",[],[],[],1,"",[],8,"","","",13,0,312920,0,"",""
529,"edict_of_war_on_kill","Edict of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",20,"",[],[],[],1,"",[],8,"","","",13,0,313492,0,"",""
530,"decree_of_war_on_kill","Decree of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",20,"",[],[],[],1,"",[],8,"","","",13,0,314068,0,"",""
531,"commandment_of_war_on_kill","Commandment of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[1,21,24,20,9,37,32,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",20,"",[],[],[],1,"",[],8,"","","",13,0,314664,0,"",""
532,"righteous_lightning","Righteous Lightning","Engulfs you in magical lightning that rapidly damages nearby enemies and drains your mana. Your critical strike chance is substantially increased while under this effect. The effect ends when you have no mana remaining.","RighteousLightning","Art/2DArt/SkillIcons/righteousfire.dds",[4],"[2,5,8,15,32,35,31,72]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg",1,"RighteousLightning","",20,1,[],[],[],1,1,[],8,"","","",0,0,315474,0,"",""
533,"lb_arrow_trap","","","LbArrowTrap","","[1,2]","[1,3,57,15,14,16,41]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,315566,0,"",""
534,"earthquake","Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. Cracks created before the first one has erupted will not generate their own aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.","QuakeSlam","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,24,9,92,32]","[11,12,32,14,16,17,36,57]","","",1,"Earthquake","",20,1,"[4091,4372,4400,12287]","[24,215,434,12286]",[],1,1,[],8,"","","",16,0,316744,0,"",""
535,"vaal_earthquake","Vaal Earthquake","","VaalEarthquake","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,9,38,92]","[11,12,32,14,16,17,36,57]","","",1,"VaalEarthquake","",20,1,"[4091,4372,4400,12287]","[24,215,434,12286]",[],1,1,[],8,"","","",13,0,317388,0,"",""
536,"vaal_earthquake_footstep","Vaal Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. After using this skill, your steps will deal damage around you, cracking the earth if the previous cracks have erupted. This effect ends after a secondary duration, or after a maximum number of aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.","VaalEarthquakeFootstep","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[1,8,20,9,38,92]","[11,12,32,14,16,17,36,57]","","",1,"VaalEarthquakeFootstep","",20,1,"[4091,4372,4400,12287]","[24,215,434,12286]",[],1,1,[],8,"","","",13,0,318780,0,"",""
537,"earthquake_triggerable","","","QuakeSlam","","[1,2]","[1,8,20,24,9,37,32,92]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",13,0,319076,0,"",""
538,"animated_weapon_explosive","","","AnimateWeaponExplosive","",[4],[],[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",0,0,319390,0,"",""
539,"contagion","Contagion","Unleashes a vile contagion on enemies, dealing chaos damage over time. If an enemy dies while affected by Contagion, it spreads to other enemies.","Contagion","Art/2DArt/SkillIcons/Contagion.dds","[1,2,22]","[2,8,9,14,15,35,42,22,32,16,49,56,70,72]",[],"","",1,"Contagion",1,20,1,"[4087,4368,4395]","[24,215,434]",[],1,1,[],8,"","","",8,0,319964,0,"",""
540,"wither","Wither","Casts a debilitating effect on enemies in an area, Hindering their movement and applying a stacking Withered debuff that increases the Chaos Damage they take. This effect can stack up to 15 times.","Wither","Art/2DArt/SkillIcons/Wither.dds","[1,2]","[2,8,9,15,42,72]",[],"","",1,"Wither","",20,1,"[4370,4396]","[215,434]",[],1,1,[],8,"","","",5,0,320682,0,"",""
541,"wither_channel","Wither","Casts a debilitating debuff on enemies in an area, hindering their movement and also inflicts the Withered debuff, which increases the Chaos Damage they take and can stack up to 15 times.","WitherChannelled","Art/2DArt/SkillIcons/Wither.dds","[1,18,17]","[2,8,9,15,42,48,72]",[],"","",1,"Wither","",20,1,"[4370,4396]","[215,434]",[],1,1,[],8,"","","Metadata/Monsters/Totems/WitherTotem.ais",5,0,321396,0,"",""
542,"essence_drain","Essence Drain","Fires a projectile that applies a damage over time debuff when it hits. You are healed for a portion of the debuff damage. The debuff is spread by Contagion.","Siphon","Art/2DArt/SkillIcons/Siphon.dds","[1,2]","[2,3,57,9,15,22,35,42,7,32,70,8,72,14,16]",[],"","",1,"EssenceDrain","",20,1,"[4086,4369]","[24,215]",[],1,1,[],8,"","","",12,0,322096,0,"",""
543,"word_of_inferno_on_kill","Word of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,322618,0,"",""
544,"edict_of_inferno_on_kill","Edict of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,322930,0,"",""
545,"decree_of_inferno_on_kill","Decree of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,323246,0,"",""
546,"commandment_of_inferno_on_kill","Commandment of Inferno","Drops a meteor from above on a nearby foe, dealing fire damage in an area around them.","EnchantmentMeteor","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[2,8,29,32,37,72,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,323582,0,"",""
547,"revive_after_duration","","","ReviveAfterDuration","",[4],"[2,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,323874,0,"",""
548,"grasping_ornaments","","","GraspingOrnaments","","[1,2]","[2,8,9,7,72]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,324172,0,"",""
549,"offering_of_judgement","","","OfferingOfJudgement","","[1,2]","[2,8,9,7,72,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",0,0,324484,0,"",""
550,"player_projectile_spell","","","PlayerProjectileSpell","","[1,2]","[2,3,32]",[],"","",1,"","",20,1,[],[],[],1,1,[],8,"","","",12,0,324600,0,"",""
551,"word_of_frost","Word of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,324988,0,"",""
552,"edict_of_frost","Edict of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,325276,0,"",""
553,"decree_of_frost","Decree of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,325568,0,"",""
554,"commandment_of_frost","Commandment of Frost","Fire icy projectiles around you in all directions.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,325880,0,"",""
555,"word_of_blades","Word of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,326256,0,"",""
556,"edict_of_blades","Edict of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,326548,0,"",""
557,"decree_of_blades","Decree of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,326844,0,"",""
558,"commandment_of_blades","Commandment of Blades","Fires a chaining burst of ethereal blades.","PlayerProjectileSpell","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[2,3,32,37,57,90]",[],"","",1,"","",20,"",[],[],[],1,"",[],8,"","","",12,0,327160,0,"",""
559,"word_of_spite_when_hit","Word of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,68,30,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,327972,0,"",""
560,"edict_of_spite_when_hit","Edict of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,68,30,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,328562,0,"",""
561,"decree_of_spite_when_hit","Decree of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,68,30,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,329156,0,"",""
562,"commandment_of_spite_when_hit","Commandment of Spite","Releases a circle of projectiles based on your weapon, leaving chilled ground in their wake.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,68,30,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,329770,0,"",""
563,"word_of_fury_on_hit","Word of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,29,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,330640,0,"",""
564,"edict_of_fury_on_hit","Edict of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,29,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,331218,0,"",""
565,"decree_of_fury_on_hit","Decree of Fury","Repeatedly fires a piercing projectile based on your weapon, converting some physical damage to fire. The projectiles form an arc in front of you.","EnchantedWeaponProjectile","Art/2DArt/SkillIcons/Ascendancy.dds","[1,2]","[1,41,3,37,32,29,82,90]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"","",20,"",[],[],[],1,"",[],8,"","","",13,0,331800,0,"",""
