"rownum","Id","EffectVirtualPath","PreloadGroupsKeys","i32","i32"
473,"MicrotransactionBreachCorePortal","Metadata/MiscellaneousObjects/Portals/BreachCorePortal",[],92053301,4
474,"DjinnTrackingSlam","Metadata/Effects/Spells/monsters_effects/AtlasofWorldsBosses/Djinn_demon/TrackingEffect",[],681873012,4
475,"MicrotransactionSufferingPortal","Metadata/MiscellaneousObjects/Portals/SufferingPortalEffect",[],830843312,4
476,"OrionGeyserObjectInfluence","Metadata/Monsters/AtlasExiles/OrionArenaObjects/OrionGeyserObjectInfluence",[],-16930470,4
477,"MicrotransactionWarlordStash","Metadata/MiscellaneousObjects/WarlordStash",[],-1495882922,1
478,"MicrotransactionWarlordGuildStash","Metadata/MiscellaneousObjects/WarlordGuildStash",[],-1351062006,1
479,"UltimatumEntrancePortal","Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumEntrancePortal",[57],394280396,4
480,"UltimatumChallengeInteractable","Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumChallengeInteractable",[57],176937671,4
481,"MicrotransactionRapturePortal","Metadata/MiscellaneousObjects/Portals/RapturePortal",[],-985546498,4
482,"RainOfSporesBloomPodCelestial","Metadata/Effects/Microtransactions/Spells/celestial_toxic_rain/BloomPod",[],-1843212688,4
483,"MicrotransactionFrostVikingPortalEffect","Metadata/MiscellaneousObjects/Portals/FrostVikingPortal",[],995237822,4
484,"UltimatumCaptureRune","Metadata/Terrain/Leagues/Ultimatum/Objects/CaptureRune",[57],-1288504909,4
485,"MicrotransactionWinterDragonPortal","Metadata/MiscellaneousObjects/Portals/WinterDragonPortal",[],962797632,4
486,"InvisibleDevourerHole","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/InvisibleDevourerHole",[57],1183865031,4
487,"TrialmasterTetherSpike","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/Trialmaster/TetherSpike",[57],1633916081,4
488,"TrialmasterChaosShrine","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/Trialmaster/ChaosShrine",[57],1481435834,4
489,"TrialmasterVaalShrine","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/Trialmaster/VaalShrine",[57],2090283644,4
490,"TrialmasterTetherBeam","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/Trialmaster/TetherBeam",[57],16183843,4
491,"TrialmasterTimestopProjectileMarker","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/Trialmaster/TimestopProjectileMarker",[57],-1167827537,4
492,"TrialmasterTimestopSlamMarker","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/Trialmaster/TimestopSlamMarker",[57],927739520,4
493,"TrialmasterTeleport","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/Trialmaster/TimestopTeleport",[57],2017828471,4
494,"DoodadNoBlocking","Metadata/MiscellaneousObjects/DoodadNoBlocking",[],-1907065122,4
495,"DoodadNoOverlap","Metadata/MiscellaneousObjects/DoodadNoOverlap",[],924170744,4
496,"TileUpperDoodad","Metadata/MiscellaneousObjects/TileUpperDoodad",[],-1021149406,4
497,"TileUpperDoodadNoOverlap","Metadata/MiscellaneousObjects/TileUpperDoodadNoOverlap",[],1410711279,4
498,"MicrotransactionLightbringerPortal","Metadata/MiscellaneousObjects/Portals/LightbringerPortal",[],1186190271,4
499,"MicrotransactionDarkshardPortal","Metadata/MiscellaneousObjects/Portals/DarkshardPortal",[],-680818050,4
500,"UltimatumChallengeInteractableArena","Metadata/Terrain/Leagues/Ultimatum/Objects/UltimatumChallengeInteractableArena",[57],1728287037,4
501,"UltimatumGoliathBloodBall","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/GoliathBloodBall",[],-1052193596,4
502,"RainOfSporesBloomPodOblivion","Metadata/Effects/Microtransactions/Spells/OblivionToxicRain/BloomPod",[],1288848531,4
503,"OfferingWardCelestial","Metadata/Effects/Spells/offering_celestial/Ward",[],-790971858,4
504,"OfferingEffectCelestial","Metadata/Effects/Spells/offering_celestial/Effect",[],579551365,4
505,"OfferingExplosionCelestial","Metadata/Effects/Spells/offering_celestial/Explosion",[],1903854839,4
506,"MicrotransactionCrescentPortal","Metadata/MiscellaneousObjects/Portals/CrescentPortal",[],-617698913,4
507,"MicrotransactionSynthesisWaypoint","Metadata/MiscellaneousObjects/Waypoints/SynthesisWaypoint",[],-904853657,4
508,"UltimatumGoliathBloodBallRuin","Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/GoliathBloodBallRuin",[],115796836,4
509,"FirewallEffectOblivion","Metadata/Effects/Microtransactions/Spells/flame_wall/Oblivion/FirewallOblivion",[],-339929214,4
510,"AstrolabeMapDevice","Metadata/Terrain/Missions/Hideouts/Objects/MapDeviceVariants/AstrolabeMapDevice",[],140483697,4
511,"UltimatumTrialMasterBossCutscene","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene",[57],69416948,4
