"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","[rid]","[i32]","[rid]","bool","[i32]","[i32]","bool"
856,1430,"","","",[319],[4],[],"",[95],[14],""
857,1431,"","","",[319],[4],[],"",[96],[14],""
858,1432,"","","",[319],[4],[],"",[97],[14],""
859,1433,"","","",[319],[4],[],"",[98],[14],""
860,1434,"","","",[319],[4],[],"",[99],[14],""
861,1435,"","","",[319],[4],[],"",[100],[14],""
862,1436,"","","",[319],[4],[],"",[101],[14],""
863,1437,"","","",[319],[4],[],"",[102],[14],""
864,1438,"","","",[319],[4],[],"",[103],[14],""
865,1439,"","","",[319],[4],[],"",[104],[14],""
866,1440,"","","",[319],[4],[],"",[105],[14],""
867,1441,"","","",[319],[4],[],"",[106],[14],""
868,1442,"","","",[319],[4],[],"",[107],[14],""
869,1443,"","","",[319],[4],[],"",[108],[14],""
870,1444,"","","",[319],[4],[],"",[109],[14],""
871,1445,"","","",[319],[4],[],"",[110],[14],""
872,1446,"","","",[319],[4],[],"",[111],[14],""
873,1447,"","","",[319],[4],[],"",[112],[14],""
874,1448,"","","",[319],[4],[],"",[113],[14],""
875,1449,"","","",[319],[4],[],"",[114],[14],""
876,1450,"","","",[319],[4],[],"",[115],[14],""
877,1451,"","","",[319],[4],[],"",[116],[14],""
878,1452,"","","",[319],[4],[],"",[117],[14],""
879,1453,"","","",[319],[4],[],"",[118],[14],""
880,1454,"","","",[319],[4],[],"",[119],[14],""
881,1455,"","","",[319],[4],[],"",[120],[14],""
882,1456,"","","",[319],[4],[],"",[121],[14],""
883,1457,"","","",[319],[4],[],"",[122],[14],""
884,1458,"","","",[319],[4],[],"",[123],[14],""
885,1459,"","","",[319],[4],[],"",[124],[14],""
886,1460,"","","",[319],[4],[],"",[125],[14],""
887,1461,"","","",[319],[4],[],"",[126],[14],""
888,1462,"","","",[319],[4],[],"",[127],[14],""
889,1463,"","","",[319],[4],[],"",[128],[14],""
890,1464,"","","",[319],[4],[],"",[129],[14],""
891,1465,"","","",[319],[4],[],"",[130],[14],""
892,1466,"","","",[319],[4],[],"",[131],[14],""
893,1467,"","","",[319],[4],[],"",[132],[14],""
894,1468,"","","",[319],[4],[],"",[133],[14],""
895,1469,"","","",[319],[4],[],"",[134],[14],""
896,1470,"","","",[319],[4],[],"",[135],[14],""
897,1471,"","","",[319],[4],[],"",[136],[14],""
898,1472,"","","",[319],[4],[],"",[137],[14],""
899,1473,"","","",[319],[4],[],"",[138],[14],""
900,1474,"","","",[319],[4],[],"",[139],[14],""
901,1475,"","","",[319],[4],[],"",[140],[14],""
902,1476,"","","",[319],[4],[],"",[141],[14],""
903,1477,"","","",[319],[4],[],"",[142],[14],""
904,1478,"","","",[319],[4],[],"",[143],[14],""
905,1479,"","","",[319],[4],[],"",[144],[14],""
906,1480,"","","",[319],[4],[],"",[145],[14],""
907,1481,"","","",[319],[4],[],"",[146],[14],""
908,1482,"","","",[319],[4],[],"",[147],[14],""
909,1483,"","","",[319],[4],[],"",[148],[14],""
910,1484,"","","",[319],[4],[],"",[149],[14],""
911,1485,"","","",[319],[4],[],"",[150],[14],""
912,1486,"","","",[319],[4],[],"",[151],[14],""
913,1487,"","","",[319],[4],[],"",[152],[14],""
914,1488,"","","",[319],[4],[],"",[153],[14],""
915,1489,"","","",[319],[4],[],"",[154],[14],""
916,1490,"","","",[319],[4],[],"",[155],[14],""
917,1491,"","","",[319],[4],[],"",[156],[14],""
918,1492,"","","",[319],[4],[],"",[157],[14],""
919,1493,"","","",[319],[4],[],"",[158],[14],""
920,1494,"","","",[319],[4],[],"",[159],[14],""
921,1495,"","","",[319],[4],[],"",[160],[14],""
922,1496,"","","",[319],[4],[],"",[161],[14],""
923,1497,"","","",[319],[4],[],"",[162],[14],""
924,1498,"","","",[319],[4],[],"",[163],[14],""
925,1499,"","","","[347,1305]",[],[4781],"","[4,4]",[24],""
926,1500,"",3618,"",[],[25],[],"",[],[7],""
927,1501,"",3619,"",[],[23],[],"",[],[12],""
928,1502,"",3620,"",[],[22],[],"",[],[11],""
929,1503,"",3621,"",[],[24],[],"",[],[9],""
930,1504,"","",3622,[],[24],[],"",[],[10],""
931,1505,"",3623,"",[],[25],[],"",[],[7],""
932,1506,"",3624,"",[],[23],[],"",[],[12],""
933,1507,"",3625,"",[],[22],[],"",[],[11],""
934,1508,"",3626,"",[],[24],[],"",[],[9],""
935,1510,"","",3627,[],[24],[],"",[],[10],""
936,1511,"","",3628,[],[24],[],"",[],[10],""
937,1512,"",3629,"",[],[25],[],"",[],[7],""
938,1513,"",3630,"",[],[23],[],"",[],[12],""
939,1514,"",3631,"",[],[22],[],"",[],[11],""
940,1515,"",3632,"",[],[24],[],"",[],[9],""
941,1516,"","",3633,[],[25],[],"",[],"[8,21]",""
942,1517,"","",3636,[],[21],[],"",[],[15],""
943,1521,76,"","",[1371],[23],[],"",[34],[13],""
944,1519,"",3634,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
945,1520,"",3635,"",[],"[16,0,0]",[],"",[],[1],""
946,1525,"","",3637,[],[24],[],"",[],[10],""
947,1526,"","",3638,[],[24],[],"",[],[10],""
948,1527,"",3639,"",[],[25],[],"",[],[7],""
949,1528,"",3640,"",[],[23],[],"",[],[12],""
950,1529,"",3641,"",[],[22],[],"",[],[11],""
951,1530,"",3642,"",[],[24],[],"",[],[9],""
952,1531,"","",3643,[],[25],[],"",[],"[8,21]",""
953,1533,75,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
954,1534,"",3644,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
955,1535,"",3645,"",[],"[16,0,0]",[],"",[],[1],""
956,1536,"","","",[1371],[23],[],"",[33],[13],""
957,1538,"","","",[347],[],"[4830,4831,4832]","",[7],[24],""
958,1518,71,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
959,1522,"","","",[347],[],[4582],"",[-9],[24],""
960,1523,"","","",[347],[],"[4830,4831,4832]","",[6],[24],""
961,1540,"","",3647,[],[24],[],"",[],[10],""
962,1541,"","",3648,[],[24],[],"",[],[10],""
963,1542,"",3649,"",[],[25],[],"",[],[7],""
964,1543,"",3650,"",[],[23],[],"",[],[12],""
965,1544,"",3651,"",[],[22],[],"",[],[11],""
966,1545,"",3652,"",[],[24],[],"",[],[9],""
967,1546,"","",3653,[],[25],[],"",[],"[8,21]",""
968,1547,77,"","",[1371],[23],[],"",[35],[13],""
969,1549,"",3654,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
970,1550,"",3655,"",[],"[16,0,0]",[],"",[],[1],""
971,1551,"","","",[347],[],[4898],"",[4],[24],""
972,1552,72,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
973,1553,73,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
974,1554,"","",3656,[],[24],[],"",[],[10],""
975,1555,"",3657,"",[],[25],[],"",[],[7],""
976,1556,"",3658,"",[],[23],[],"",[],[12],""
977,1557,"",3659,"",[],[22],[],"",[],[11],""
978,1558,"",3660,"",[],[24],[],"",[],[9],""
979,1559,"","",3661,[],[24],[],"",[],[10],""
980,1560,"","",3662,[],[24],[],"",[],[10],""
981,1561,"","","","[347,2686]",[],[4814],"","[3,4]",[24],""
982,1562,74,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
983,1563,"","",3663,[],[21],[],"",[],[15],""
984,1564,"","",3664,[],[21],[],"",[],[15],""
985,1565,"",3665,"",[],[25],[],"",[],[7],""
986,1566,"",3666,"",[],[23],[],"",[],[12],""
987,1567,"",3667,"",[],[22],[],"",[],[11],""
988,1568,"",3668,"",[],[24],[],"",[],[9],""
989,1569,"",3669,"",[],[26],[],"",[],[4],""
990,1574,"",3670,"",[],[25],[],"",[],[7],""
991,1532,"","",3646,[],[21],[],"",[],[15],""
992,1537,"","","","[347,1305,1730]",[],"[4666,4795]","","[1,3,2]",[24],""
993,1576,"",3671,"",[],[25],[],"",[],[7],""
994,1577,"",3672,"",[],[26],[],"",[],[4],""
995,1578,"",3673,"",[],[25],[],"",[],[7],""
996,1579,"",3674,"",[],[23],[],"",[],[12],""
997,1580,"",3675,"",[],[22],[],"",[],[11],""
998,1581,"",3676,"",[],[24],[],"",[],[9],""
999,1582,"","","",[347],[],[4646],"",[2],[24],""
1000,1584,"",3677,"",[],[26],[],"",[],[4],""
1001,1585,"","","",[347],[],[4583],"",[1],[24],""
1002,1586,"","","",[1225],[],"[4713,4729,4715,4716,4722,4727,4723,4747,4869,5011,5007]","",[10],[24],""
1003,1587,"","","","[347,1305,2686]",[],[4579],"","[3,1,4]",[24],""
1004,1588,"","","",[347],[],[4584],"",[1],[24],""
1005,1589,"","","",[347],[],[4584],"",[2],[24],""
1006,1590,"","","","[347,2686,9238]",[],[4601],"","[2,4,33]",[24],""
1007,1591,"","","",[1305],[],[4596],"",[3],[24],""
1008,1592,"",3678,"",[],[25],[],"",[],[7],""
1009,1593,"",3679,"",[],[23],[],"",[],[12],""
1010,1594,"",3680,"",[],[22],[],"",[],[11],""
1011,1595,"",3681,"",[],[24],[],"",[],[9],""
1012,1596,"","",3682,[],[24],[],"",[],[10],""
1013,1598,"","","",[347],[],[4842],"",[1],[24],""
1014,1599,"",3683,"",[],[25],[],"",[],[7],""
1015,1600,"",3684,"",[],[23],[],"",[],[12],""
1016,1601,"",3685,"",[],[22],[],"",[],[11],""
1017,1602,"",3686,"",[],[24],[],"",[],[9],""
1018,1603,"","",3687,[],[24],[],"",[],[10],""
1019,1604,"","","",[7812],[],"[4926,5013]","",[1],[24],""
1020,1605,"",3688,"",[],[25],[],"",[],[7],""
1021,1606,"",3689,"",[],[23],[],"",[],[12],""
1022,1607,"",3690,"",[],[22],[],"",[],[11],""
1023,1608,"",3691,"",[],[24],[],"",[],[9],""
1024,1609,"","",3692,[],[24],[],"",[],[10],""
1025,1610,"","","",[7812],[],"[4926,5013]","",[2],[24],""
1026,1611,"",3693,3693,[],[25],[],"",[],"[7,8,21]",""
1027,1612,"",3694,"",[],[25],[],"",[],[7],""
1028,1613,"","",3695,[],[24],[],"",[],[10],""
1029,1615,"","",3696,[],[24],[],"",[],[10],""
1030,1616,"","",3697,[],[24],[],"",[],[10],""
1031,1617,79,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1032,1621,"","",3699,[],[21],[],"",[],[15],""
1033,1622,80,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1034,1626,"","",3698,[],[24],[],"",[],[10],""
1035,1627,"",3700,"",[],[25],[],"",[],[7],""
1036,1628,"",3701,"",[],[23],[],"",[],[12],""
1037,1629,"",3702,"",[],[22],[],"",[],[11],""
1038,1630,"",3703,"",[],[24],[],"",[],[9],""
1039,1636,"",3709,"",[],[25],[],"",[],[7],""
1040,1637,"",3710,"",[],[25],[],"",[],[7],""
1041,1638,"",3711,"",[],[23],[],"",[],[12],""
1042,1639,"",3712,"",[],[22],[],"",[],[11],""
1043,1640,"",3713,"",[],[24],[],"",[],[9],""
1044,1641,"","",3714,[],[24],[],"",[],[10],""
1045,1642,"","",3715,[],[24],[],"",[],[10],""
1046,1643,"","",3716,[],[21],[],"",[],[15],""
1047,1644,"","","",[347],[],[4855],"",[5],[24],""
1048,1645,"","","",[347],[],"[4830,4831,4832]","",[8],[24],""
1049,1647,"","",3717,[],[25],[],"",[],"[8,21]",""
1050,1648,"","","",[1371],[23],[],"",[36],[13],""
1051,1649,"",3718,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
1052,1650,"",3719,"",[],"[16,0,0]",[],"",[],[1],""
1053,1651,81,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1054,1652,"",3720,"",[],[25],[],"",[],[7],""
1055,1653,"",3721,"",[],[23],[],"",[],[12],""
1056,1654,"",3722,"",[],[22],[],"",[],[11],""
1057,1655,"",3723,"",[],[24],[],"",[],[9],""
1058,1656,"","",3724,[],[24],[],"",[],[10],""
1059,1657,"","",3725,[],[24],[],"",[],[10],""
1060,1658,"","",3726,[],[21],[],"",[],[15],""
1061,1659,"","","","[347,1305,1730]",[],"[4666,4795]","","[2,5,3]",[24],""
1062,1660,"","","",[347],[],"[4830,4831,4832]","",[9],[24],""
1063,1662,"","",3727,[],[25],[],"",[],"[8,21]",""
1064,1663,"","","",[1371],[23],[],"",[37],[13],""
1065,1664,"",3728,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
1066,1665,"",3729,"",[],"[16,0,0]",[],"",[],[1],""
1067,1666,82,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1068,1667,"",3730,"",[],[25],[],"",[],[7],""
1069,1668,"",3731,"",[],[23],[],"",[],[12],""
1070,1669,"",3732,"",[],[22],[],"",[],[11],""
1071,1670,"",3733,"",[],[24],[],"",[],[9],""
1072,1671,"","",3734,[],[24],[],"",[],[10],""
1073,1672,"","",3735,[],[24],[],"",[],[10],""
1074,1674,"","",3736,[],[25],[],"",[],"[8,21]",""
1075,1675,83,"","",[1371],[23],[],"",[38],[13],""
1076,1631,"",3704,"",[],[25],[],"",[],[7],""
1077,1632,"",3705,"",[],[23],[],"",[],[12],""
1078,1633,"",3706,"",[],[22],[],"",[],[11],""
1079,1634,"",3707,"",[],[24],[],"",[],[9],""
1080,1635,"","",3708,[],[24],[],"",[],[10],""
1081,1676,"","","","[347,1305]",[],[4592],"","[1,2]",[24],""
1082,1677,"",3737,"",[],[25],[],"",[],[7],""
1083,1678,"",3738,"",[],[23],[],"",[],[12],""
1084,1679,"",3739,"",[],[22],[],"",[],[11],""
1085,1680,"",3740,"",[],[24],[],"",[],[9],""
1086,1681,"","",3741,[],[24],[],"",[],[10],""
1087,1682,"",3742,"",[],[26],[],"",[],[4],""
1088,1683,"","",3743,[],[24],[],"",[],[10],""
1089,1684,"",3744,"",[],[25],[],"",[],[7],""
1090,1685,"",3745,"",[],[23],[],"",[],[12],""
1091,1686,"",3746,"",[],[22],[],"",[],[11],""
1092,1687,"",3747,"",[],[24],[],"",[],[9],""
1093,1689,"","","",[347],[],[4826],"",[2],[24],""
1094,1690,"",3748,"",[],[25],[],"",[],[7],""
1095,1691,"",3749,"",[],[23],[],"",[],[12],""
1096,1692,"",3750,"",[],[22],[],"",[],[11],""
1097,1693,"",3751,"",[],[24],[],"",[],[9],""
1098,1694,"","",3752,[],[24],[],"",[],[10],""
1099,1695,"","","",[347],[],[4848],"",[1],[24],""
1100,1696,"","",3753,[],[21],[],"",[],[15],""
1101,1697,"","",3754,[],[24],[],"",[],[10],""
1102,1698,"","",3755,[],[24],[],"",[],[10],""
1103,1699,"","","",[347],[],"[4833,4830,4831,4834,4832]","",[10],[24],""
1104,1700,"","","","[347,1305,1730]",[],"[4693,4791]","","[-4,3,3]",[24],""
1105,1701,"","","","[347,9238]",[],"[4637,4792]","","[17,49]",[24],""
1106,1702,"","","","[347,1305]",[],"[4637,4792]","","[18,2]",[24],""
1107,1703,"",3756,"",[],[25],[],"",[],[7],""
1108,1704,"",3757,"",[],[23],[],"",[],[12],""
1109,1705,"",3758,"",[],[22],[],"",[],[11],""
1110,1706,"",3759,"",[],[24],[],"",[],[9],""
1111,1712,"","",3760,[],[21],[],"",[],[15],""
1112,1707,"",3761,"",[],[25],[],"",[],[7],""
1113,1708,"",3762,"",[],[23],[],"",[],[12],""
1114,1709,"",3763,"",[],[22],[],"",[],[11],""
1115,1710,"",3764,"",[],[24],[],"",[],[9],""
1116,1711,"","",3765,[],[25],[],"",[],"[8,21]",""
1117,1713,"","",3766,[],[21],[],"",[],[15],""
1118,1714,"",3767,"",[],[26],[],"",[],[4],""
1119,1715,"",3768,"",[],[25],[],"",[],[7],""
1120,1716,"",3769,"",[],[23],[],"",[],[12],""
1121,1717,"",3770,"",[],[22],[],"",[],[11],""
1122,1718,"",3771,"",[],[24],[],"",[],[9],""
1123,1719,"",3772,"",[],[25],[],"",[],[7],""
1124,1720,"",3773,"",[],[23],[],"",[],[12],""
1125,1721,"",3774,"",[],[22],[],"",[],[11],""
1126,1722,"",3775,"",[],[24],[],"",[],[9],""
1127,1723,"",3776,"",[],[25],[],"",[],[7],""
1128,1724,"",3777,"",[],[23],[],"",[],[12],""
1129,1725,"",3778,"",[],[22],[],"",[],[11],""
1130,1726,"",3779,"",[],[24],[],"",[],[9],""
1131,1727,"","",3780,[],[24],[],"",[],[10],""
1132,1728,"","",3781,[],[24],[],"",[],[10],""
1133,1729,"","",3782,[],[24],[],"",[],[10],""
1134,1730,"","",3783,[],[24],[],"",[],[10],""
1135,1731,"","",3784,[],[24],[],"",[],[10],""
1136,1732,"","",3785,[],[24],[],"",[],[10],""
1137,1733,84,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1138,1734,85,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1139,1738,"","",3786,[],[21],[],"",[],[15],""
1140,1739,"","",3787,[],[21],[],"",[],[15],""
1141,1740,"","","",[347],[],"[4833,4830,4831,4834,4832]","",[11],[24],""
1142,1741,"","","",[347],[],"[4833,4830,4831,4834,4832]","",[12],[24],""
1143,1742,"",3788,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
1144,1743,"",3789,"",[],[13],[],"",[],[1],""
1145,1744,"",3790,"",[],"[16,0,0,0,17,0,0,0,15,0]",[],"",[],"[1,4]",""
1146,1745,"","","","[347,1305]",[],"[4666,4795]","","[4,6]",[24],""
1147,1746,"","","",[1305],[],[4596],"",[4],[24],""
1148,1747,"","",3791,[],[25],[],"",[],"[8,21]",""
1149,1748,"","",3792,[],[25],[],"",[],"[8,21]",""
1150,1749,"","",3793,[],[25],[],"",[],"[8,21]",""
1151,1750,"","","",[1371],[23],[],"",[39],[13],""
1152,1751,"","","",[1371],[23],[],"",[40],[13],""
1153,1752,"","","",[1371],[23],[],"",[41],[13],""
1154,1753,"",3794,"",[],[26],[],"",[],[4],""
1155,1754,"","",3795,[],[24],[],"",[],[10],""
1156,1755,"",3796,"",[],[25],[],"",[],[7],""
1157,1756,"",3797,"",[],[23],[],"",[],[12],""
1158,1757,"",3798,"",[],[22],[],"",[],[11],""
1159,1758,"",3799,"",[],[24],[],"",[],[9],""
1160,1759,86,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1161,1762,"",3800,"",[],[25],[],"",[],[7],""
1162,1763,"",3801,"",[],[23],[],"",[],[12],""
1163,1764,"",3802,"",[],[22],[],"",[],[11],""
1164,1765,"",3803,"",[],[24],[],"",[],[9],""
1165,1766,87,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1166,1767,"","",3804,[],[24],[],"",[],[10],""
1167,1770,"",3805,"",[],[25],[],"",[],[7],""
1168,1771,"",3806,"",[],[23],[],"",[],[12],""
1169,1772,"",3807,"",[],[22],[],"",[],[11],""
1170,1773,"",3808,"",[],[24],[],"",[],[9],""
1171,1774,"",3809,"",[],"[16,0,0,0,17]",[],"",[],[1],""
1172,1775,"","","",[347],[],[4898],"",[5],[24],""
1173,1778,"","",3810,[],[24],[],"",[],[10],""
1174,1779,"","",3811,[],[24],[],"",[],[10],""
1175,1780,"",3812,"",[],[26],[],"",[],[4],""
1176,1781,"","","","[347,1305]",[],"[4666,4795]","","[3,7]",[24],""
1177,1782,"","",3813,[],[24],[],"",[],[10],""
1178,1783,"",3814,"",[],[25],[],"",[],[7],""
1179,1784,"",3815,"",[],[23],[],"",[],[12],""
1180,1785,"",3816,"",[],[22],[],"",[],[11],""
1181,1786,"",3817,"",[],[24],[],"",[],[9],""
1182,1787,"","",3818,[],[24],[],"",[],[10],""
1183,1788,"",3819,"",[],[25],[],"",[],[7],""
1184,1789,"","",3820,[],[24],[],"",[],[10],""
1185,1790,"","",3821,[],[24],[],"",[],[10],""
1186,1791,"","",3822,[],[24],[],"",[],[10],""
1187,1792,"",3823,"",[],[25],[],"",[],[7],""
1188,1794,"",3824,"",[],[25],[],"",[],[7],""
1189,1795,"",3825,"",[],[23],[],"",[],[12],""
1190,1796,"",3826,"",[],[22],[],"",[],[11],""
1191,1797,"",3827,"",[],[24],[],"",[],[9],""
1192,1798,"","",3828,[],[25],[],"",[],"[8,21]",""
1193,1799,"","",3829,[],[25],[],"",[],"[8,21]",""
1194,1800,"","",3830,[],[25],[],"",[],"[8,21]",""
1195,1801,"","",3831,[],[24],[],"",[],[10],""
1196,1802,"",3832,"",[],[25],[],"",[],[7],""
1197,1803,"","",3833,[],[25],[],"",[],"[8,21]",""
1198,1804,"",3834,"",[],[25],[],"",[],[7],""
1199,1805,"",3835,"",[],[23],[],"",[],[12],""
1200,1806,"",3836,"",[],[22],[],"",[],[11],""
1201,1807,"",3837,"",[],[24],[],"",[],[9],""
1202,1808,"",3838,"",[],[13],[],"",[],[1],""
1203,1809,"",3839,"",[],[20],[],"",[],[4],""
1204,1810,"",3840,"",[],"[9,0,0,0,11]",[],"",[],"[1,4]",""
1205,1811,"",3841,"",[],"[16,0,0]",[],"",[],[1],""
1206,1812,"","",3842,[],[24],[],"",[],[10],""
1207,1813,"","",3843,[],[21],[],"",[],[15],""
1208,1814,88,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1209,1815,89,"","",[1371],[23],[],"",[42],[13],""
1210,1819,"","","","[347,1305]",[],[4776],"","[3,1]",[24],""
1211,1821,"","","","[347,12483]",[],[4945],"","[1,-1]",[24],""
1212,1822,"","","","[347,4610,12483]",[],[4604],"","[2,7,-1]",[24],""
1213,1823,"","","","[347,12483]",[],[4944],"","[1,-1]",[24],""
1214,1824,"",3844,"",[],[25],[],"",[],[7],""
1215,1825,"",3845,"",[],[24],[],"",[],[9],""
1216,1826,"",3846,"",[],[22],[],"",[],[11],""
1217,1827,"",3847,"",[],[23],[],"",[],[12],""
1218,1828,90,"","",[1371],[23],[],"",[43],[13],""
1219,1829,"","","",[347],[],[4593],"",[1],[24],""
1220,1830,"","","","[347,1305,1730]",[],"[4693,4791]","","[-3,5,2]",[24],""
1221,1831,"","","",[347],[],"[4742,4798]","",[9],[24],""
1222,1832,"","","",[347],[],[4934],"",[1],[24],""
1223,1833,"","","",[347],[],[4919],"",[4],[24],""
1224,1834,"","","","[1225,347]",[],"[4894,4941]","","[1,1]",[24],""
1225,1836,"","","",[347],[],"[4591,4808]","",[1],[24],""
1226,1837,"",3848,"",[],[26],[],"",[],[4],""
1227,1838,"",3849,"",[],[26],[],"",[],[4],""
1228,1839,"",3850,"",[],[26],[],"",[],[4],""
1229,1840,"",3851,"",[],[26],[],"",[],[4],""
1230,1841,"",3852,"",[],[26],[],"",[],[4],""
1231,1847,"","","",[1371],[23],[],"",[44],[13],""
1232,1848,"","",3856,[],[24],[],"",[],[10],""
1233,1849,"","",3857,[],[24],[],"",[],[10],""
1234,1850,"",3858,"",[],[25],[],"",[],[7],""
1235,1851,"",3859,"",[],[25],[],"",[],[7],""
1236,1852,"",3860,"",[],[24],[],"",[],[9],""
1237,1853,"",3861,"",[],[22],[],"",[],[11],""
1238,1854,"",3862,"",[],[23],[],"",[],[12],""
1239,1855,"","",3863,[],[21],[],"",[],[15],""
1240,1857,"","","","[347,1305]",[],"[4841,4840]","","[4,4]",[24],""
1241,1858,96,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1242,1859,98,"","",[1371],[23],[],"",[45],[13],""
1243,1860,"",3864,"",[],"[14,0,0,0,15]",[],"",[],[1],""
1244,1861,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-12],[24],""
1245,1862,"","",3865,[],[24],[],"",[],[10],""
1246,1863,"","",3866,[],[24],[],"",[],[10],""
1247,1864,"",3867,"",[],[25],[],"",[],[7],""
1248,1865,"",3868,"",[],[25],[],"",[],[7],""
1249,1866,"",3869,"",[],[25],[],"",[],[7],""
1250,1867,"",3870,"",[],[24],[],"",[],[9],""
1251,1868,"",3871,"",[],[22],[],"",[],[11],""
1252,1869,"",3872,"",[],[23],[],"",[],[12],""
1253,1870,"","",3873,[],[21],[],"",[],[15],""
1254,1872,"","","","[347,3609,1305,2686]",[],[4855],"","[6,6,6,5]",[24],""
1255,1873,95,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",""
1256,1874,"","","",[1371],[23],[],"",[46],[13],""
1257,1875,"",3874,"",[],"[14,0,0,0,15]",[],"",[],[1],""
1258,1876,"","","",[347],[],"[4694,4818,4695,4696,4697,4817,4698,4816,4699,4700,4701,4702,4706,4815,4768,4770,4772,4849,5035,4769,4771,4773,4954,4953,4966,4968,4989,4985,5081,5082,5083,5084]","",[-10],[24],""
1259,1877,"",3875,"",[],[25],[],"",[],[7],""
1260,1878,"",3876,"",[],[23],[],"",[],[12],""
1261,1879,"",3877,"",[],[22],[],"",[],[11],""
1262,1880,"",3878,"",[],[24],[],"",[],[9],""
1263,1881,"","",3879,[],[24],[],"",[],[10],""
1264,1882,"","",3880,[],[24],[],"",[],[10],""
1265,1884,"",3881,"",[],[25],[],"",[],[7],""
1266,1885,"",3883,"",[],"[14,0,0,0,15]",[],"",[],[1],""
1267,1886,"","","",[1371],[23],[],"",[47],[13],""
1268,1887,"","",3882,[],[21],[],"",[],[15],""
1269,1888,"",3886,"",[],[25],[],"",[],[7],""
1270,1889,"",3887,"",[],[23],[],"",[],[12],""
1271,1890,"",3888,"",[],[22],[],"",[],[11],""
1272,1891,"",3889,"",[],[24],[],"",[],[9],""
1273,1892,"","",3890,[],[25],[],"",[],"[8,21]",""
1274,1893,"","",3891,[],[25],[],"",[],"[8,21]",""
1275,1895,94,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1276,1897,"","",3892,[],[24],[],"",[],[10],""
1277,1899,"",3893,"",[],[25],[],"",[],[7],""
1278,1900,"",3894,"",[],[23],[],"",[],[12],""
1279,1901,"",3895,"",[],[22],[],"",[],[11],""
1280,1902,"",3896,"",[],[24],[],"",[],[9],""
1281,1905,"",3897,"",[],[25],[],"",[],[7],""
1282,1906,"",3898,"",[],[23],[],"",[],[12],""
1283,1907,"",3899,"",[],[22],[],"",[],[11],""
1284,1908,"",3900,"",[],[24],[],"",[],[9],""
1285,1910,91,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1286,1912,"",3901,"",[],[25],[],"",[],[7],""
1287,1913,"",3902,"",[],[23],[],"",[],[12],""
1288,1914,"",3903,"",[],[22],[],"",[],[11],""
1289,1915,"",3904,"",[],[24],[],"",[],[9],""
1290,1916,"","",3905,[],[25],[],"",[],"[8,21]",""
1291,1917,"","",3906,[],[24],[],"",[],[10],""
1292,1918,100,"","",[],"[37,0,0,0,6,0,0,0,7,0,0,0,8,0,0,0]",[],"",[],"[2,5]",1
1293,1919,"","","",[319],[4],[],"",[77],[14],""
1294,1921,"","",3907,[],[24],[],"",[],[10],""
