"rownum","Metadata","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","i32","i32","i32","string","bool","bool","string","[i32]","i32","i32","i32","i32"
1523,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",9,"[7054,0,0,0,7055,0]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,327680,0,327680,65536,1,"","","","",[],0,0,0,0
1524,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",13,"[7054,0,0,0,7055,0]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","",[],0,0,0,0
1525,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",25,"[7054,0,0,0,7055,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,589824,0,327680,65536,1,"","","","",[],0,0,0,0
1526,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",40,"[7054,0,0,0,7055,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1527,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",55,"[7054,0,0,0,7055,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1528,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",68,"[7054,0,0,0,7055,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1529,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",73,"[7054,0,0,0,7055,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1530,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",78,"[7054,0,0,0,7055,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1531,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",80,"[7054,0,0,0,7055,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1532,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed1",83,"[7054,0,0,0,7055,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1533,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",1,"[7054,0,0,0,7055,0]",20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
1534,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",4,"[7054,0,0,0,7055,0]",20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
1535,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",9,"[7054,0,0,0,7055,0]",20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","",[],0,0,0,0
1536,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",13,"[7054,0,0,0,7055,0]",20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,655360,196608,327680,65536,1,"","","","",[],0,0,0,0
1537,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",25,"[7054,0,0,0,7055,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,851968,262144,327680,65536,1,"","","","",[],0,0,0,0
1538,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",40,"[7054,0,0,0,7055,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"","","","",[],0,0,0,0
1539,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",55,"[7054,0,0,0,7055,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"","","","",[],0,0,0,0
1540,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",68,"[7054,0,0,0,7055,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"","","","",[],0,0,0,0
1541,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",73,"[7054,0,0,0,7055,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"","","","",[],0,0,0,0
1542,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",78,"[7054,0,0,0,7055,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"","","","",[],0,0,0,0
1543,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",80,"[7054,0,0,0,7055,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"","","","",[],0,0,0,0
1544,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed2",83,"[7054,0,0,0,7055,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"","","","",[],0,0,0,0
1545,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",1,"[7054,0,0,0,7055,0]",25,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1546,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",4,"[7054,0,0,0,7055,0]",25,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1547,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",9,"[7054,0,0,0,7055,0]",25,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1548,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",13,"[7054,0,0,0,7055,0]",25,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,655360,196608,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1549,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",25,"[7054,0,0,0,7055,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,851968,262144,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1550,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",40,"[7054,0,0,0,7055,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1551,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",55,"[7054,0,0,0,7055,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1552,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",68,"[7054,0,0,0,7055,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1553,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",73,"[7054,0,0,0,7055,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1554,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",78,"[7054,0,0,0,7055,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1555,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",80,"[7054,0,0,0,7055,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1556,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_mixed3",83,"[7054,0,0,0,7055,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1557,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_undying_boss",1,[7060],1,0,0,0,200,300,0,0,"",1,1,"","",1,"","",0,0,0,0,262144,65536,1,"","","","",[],0,0,0,0
1558,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",1,[7008],15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
1559,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",4,[7008],15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
1560,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",9,[7008],15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,327680,0,327680,65536,1,"","","","",[],0,0,0,0
1561,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",13,[7008],15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","",[],0,0,0,0
1562,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",25,[7008],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,589824,0,327680,65536,1,"","","","",[],0,0,0,0
1563,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",40,[7008],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1564,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",55,[7008],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1565,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",68,[7008],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1566,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",73,[7008],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1567,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",78,[7008],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1568,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",80,[7008],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1569,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_slow1",83,[7008],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1570,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",1,[7009],15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
1571,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",4,[7009],15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
1572,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",9,[7009],15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,327680,0,327680,65536,1,"","","","",[],0,0,0,0
1573,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",13,[7009],15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","",[],0,0,0,0
1574,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",25,[7009],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,589824,0,327680,65536,1,"","","","",[],0,0,0,0
1575,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",40,[7009],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1576,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",55,[7009],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1577,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",68,[7009],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1578,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",73,[7009],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1579,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",78,[7009],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1580,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",80,[7009],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1581,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn1",83,[7009],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,655360,0,327680,65536,1,"","","","",[],0,0,0,0
1582,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",1,"[7010,0]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1583,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",4,"[7010,0]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1584,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",9,"[7010,0]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1585,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",13,"[7010,0]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1586,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",25,"[7010,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1587,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",40,"[7010,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1588,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",55,"[7010,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1589,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",68,"[7010,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1590,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",73,"[7010,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1591,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",78,"[7010,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1592,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",80,"[7010,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1593,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze1",83,"[7010,0]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1594,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",1,[7009],20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
1595,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",4,[7009],20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
1596,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",9,[7009],20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"","","","",[],0,0,0,0
1597,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",13,[7009],20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,655360,196608,327680,65536,1,"","","","",[],0,0,0,0
1598,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",25,[7009],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,851968,262144,327680,65536,1,"","","","",[],0,0,0,0
1599,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",40,[7009],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"","","","",[],0,0,0,0
1600,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",55,[7009],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"","","","",[],0,0,0,0
1601,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",68,[7009],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"","","","",[],0,0,0,0
1602,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",73,[7009],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"","","","",[],0,0,0,0
1603,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",78,[7009],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"","","","",[],0,0,0,0
1604,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",80,[7009],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"","","","",[],0,0,0,0
1605,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_spawn2",83,[7009],20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"","","","",[],0,0,0,0
1606,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",1,"[7010,0]",20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1607,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",4,"[7010,0]",20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1608,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",9,"[7010,0]",20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1609,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",13,"[7010,0]",20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1610,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",25,"[7010,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1611,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",40,"[7010,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1612,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",55,"[7010,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1613,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",68,"[7010,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1614,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",73,"[7010,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1615,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",78,"[7010,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1616,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",80,"[7010,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1617,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_kamikaze2",83,"[7010,0]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","","[4,1]",0,0,0,0
1618,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",1,"[7009,0,0]",25,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1619,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",4,"[7009,0,0]",25,0,0,0,874,1408,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1620,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",9,"[7009,0,0]",25,0,0,0,832,1338,0,0,"",1,1,"","",1,"","",0,0,458752,0,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1621,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",13,"[7009,0,0]",25,0,0,0,798,1282,0,0,"",1,1,"","",1,"","",0,0,655360,196608,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1622,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",25,"[7009,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,851968,262144,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1623,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",40,"[7009,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1624,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",55,"[7009,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,983040,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1625,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",68,"[7009,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1048576,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1626,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",73,"[7009,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1114112,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1627,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",78,"[7009,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1179648,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1628,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",80,"[7009,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1245184,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1629,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_mixed1",83,"[7009,0,0]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","",0,0,1310720,327680,327680,65536,1,"ModifyState( spawn_count, +1 );","","","","[5,4,1]",0,0,0,0
1630,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_seawitch_boss",1,[7012],1,0,0,0,200,300,0,0,"",1,1,"","",1,"","",0,0,0,0,262144,65536,1,"","","","",[],0,0,0,0
1631,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_blackguard_slow1",1,[7062],15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","",0,0,0,0,327680,65536,1,"","","","",[],0,0,0,0
