"rownum","rid","rid","rid","[rid]","[i32]","rid","rid","[rid]","[i32]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","rid","i32","i32","i32","i32","i32","i32","i32"
1859,497,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1979711488,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1979711488,353,-1207959552,11,0,0,0,-1979711488,353,0,0,0,0,134217728,0,0,0,2315255808,2315255808,-1979711488,353,0,0,-1979711488,353,0
1860,497,1,1535,[],[],8157,"","[173,196]","[4,1]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-1442840576,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1442840576,353,134217728,20,0,0,0,-1442840576,353,1342177280,0,0,0,134217728,0,0,0,2852126720,2852126720,-1442840576,353,0,0,-1442840576,353,0
1861,583,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1442840576,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1442840576,353,201326592,0,0,0,0,-1442840576,353,0,0,0,0,134217728,0,0,0,2852126720,2852126720,-1442840576,353,0,0,-1442840576,353,0
1862,1261,1,2209,[],[],8157,"","[173,482]","[2,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-905969664,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-905969664,353,-1711276032,301,0,0,0,-905969664,353,1342177280,0,0,0,134217728,0,0,0,3388997632,3388997632,-905969664,353,0,0,-905969664,353,0
1863,1261,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-905969664,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-905969664,353,201326592,0,0,0,0,-905969664,353,0,0,0,0,134217728,0,0,0,3388997632,3388997632,-905969664,353,0,0,-905969664,353,0
1864,1274,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-905969664,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-905969664,353,201326592,0,0,0,0,-905969664,353,0,0,0,0,134217728,0,0,0,3388997632,3388997632,-905969664,353,0,0,-905969664,353,0
1865,1274,1,615,[],[],8211,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-905969664,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-905969664,353,2113929216,12,0,0,0,-905969664,353,0,0,0,0,134217728,0,0,0,3388997632,3388997632,-905969664,353,0,0,-905969664,353,0
1866,1274,3,1814,[],[],8242,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-905969664,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-905969664,353,-905969664,353,1375731712,0,0,-369098752,353,-838860800,16777215,0,0,134217728,0,0,0,3925868544,3925868544,-369098752,353,0,0,-369098752,353,0
1867,5431,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-369098752,353,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-369098752,353,201326592,0,0,16777216,0,-369098752,353,0,0,0,0,134217728,0,0,0,4194304000,4194304000,-100663296,353,0,0,-100663296,353,0
1868,5431,1,6645,[],[],8221,"",[485],[30],"",-33554432,-16843010,-16843010,-16843010,16711422,0,167772160,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,167772160,354,-1610612736,278,0,16777216,0,167772160,354,-671088640,16777215,0,0,134217728,0,0,0,436207616,436207616,436207616,354,0,0,436207616,354,0
1869,5431,2,6646,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,436207616,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,436207616,354,-2013265920,157,0,16777216,0,436207616,354,0,0,0,0,134217728,0,0,0,704643072,704643072,704643072,354,0,0,704643072,354,0
1870,5431,3,4507,[],[],8223,"","[485,3380]","[50,100]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1241513984,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1241513984,354,1241513984,354,0,16777216,0,1610612736,354,0,0,0,0,134217728,0,0,0,1879048192,1879048192,1879048192,354,0,0,1879048192,354,0
1871,5431,4,6676,[],[],8218,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1879048192,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1879048192,354,1879048192,354,0,16777216,0,-2147483648,354,0,0,0,0,134217728,0,0,0,2415919104,2415919104,-1879048192,354,0,0,-1879048192,354,0
1872,254,2,609,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1879048192,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1879048192,354,2113929216,12,0,0,0,-1879048192,354,0,0,0,0,134217728,0,0,0,2415919104,2415919104,-1879048192,354,0,0,-1879048192,354,0
1873,254,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1879048192,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1879048192,354,201326592,0,0,0,0,-1879048192,354,0,0,0,0,134217728,0,0,0,2415919104,2415919104,-1879048192,354,0,0,-1879048192,354,0
1874,276,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1879048192,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1879048192,354,201326592,0,0,0,0,-1879048192,354,0,0,0,0,134217728,0,0,0,2415919104,2415919104,-1879048192,354,0,0,-1879048192,354,0
1875,370,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1879048192,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1879048192,354,201326592,0,0,0,0,-1879048192,354,0,0,0,0,134217728,0,0,0,2415919104,2415919104,-1879048192,354,0,0,-1879048192,354,0
1876,370,3,326,[],[],8189,114,[1215],[-80],"",1023410176,32,0,0,0,0,-1610612736,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1610612736,354,-1610612736,354,1560281088,0,0,-1040187392,354,-671088640,16777215,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,354,0,0,-1040187392,354,0
1877,3445,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1040187392,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1040187392,354,201326592,0,0,0,0,-1040187392,354,0,0,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,354,0,0,-1040187392,354,0
1878,3445,2,619,[],[],8212,"",[],[],"",1811939328,2,0,0,0,0,-1040187392,354,0,2063597568,13,0,0,134217728,0,134217728,0,0,0,-1040187392,354,2113929216,12,0,0,0,-1040187392,354,0,0,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,354,0,0,-1040187392,354,0
1879,3699,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1040187392,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1040187392,354,201326592,0,0,0,0,-1040187392,354,0,0,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,354,0,0,-1040187392,354,0
1880,3699,2,3466,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1040187392,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1040187392,354,-1442840576,170,0,0,0,-1040187392,354,0,0,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,354,0,0,-1040187392,354,0
1881,3705,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1040187392,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1040187392,354,201326592,0,0,0,0,-1040187392,354,0,0,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,354,0,0,-1040187392,354,0
1882,3705,2,3468,[],[],8212,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1040187392,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1040187392,354,-1442840576,170,0,0,0,-1040187392,354,0,0,0,0,134217728,0,0,0,3254779904,3254779904,-1040187392,354,0,0,-1040187392,354,0
1883,3705,3,4815,[],[],8159,"",[173],[5],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-771751936,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-771751936,354,-771751936,354,0,0,0,-402653184,354,0,0,0,0,134217728,0,0,0,3892314112,3892314112,-402653184,354,0,0,-402653184,354,0
1884,3705,4,4411,[],[],8164,"",[434],[80],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,-436207616,101,0,0,0,-134217728,354,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1885,4083,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,201326592,0,0,0,0,-134217728,354,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1886,4083,1,326,[],[],8221,22,[],[],"",1056964608,32,0,0,0,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,1744830464,96,0,0,0,-134217728,354,1509949440,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1887,4084,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,201326592,0,0,0,0,-134217728,354,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1888,4084,1,326,[],[],8221,22,[],[],"",1056964608,32,0,0,0,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,1744830464,96,0,0,0,-134217728,354,1509949440,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1889,4085,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,201326592,0,0,0,0,-134217728,354,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1890,4085,1,326,[],[],8221,22,[],[],"",1056964608,32,0,0,0,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,1744830464,96,0,0,0,-134217728,354,1509949440,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1891,475,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,201326592,0,0,0,0,-134217728,354,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1892,929,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,201326592,0,0,0,0,-134217728,354,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1893,3470,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,201326592,0,0,0,0,-134217728,354,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1894,3478,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-134217728,354,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-134217728,354,201326592,0,0,0,0,-134217728,354,0,0,0,0,134217728,0,0,0,4160749568,4160749568,-134217728,354,0,0,-134217728,354,0
1895,3478,4,326,[],[],8246,114,"[887,2163,4793]","[6,1,25]","",956301312,32,0,0,16777216,0,671088640,355,0,-33554432,-16843010,-16843010,-16843010,1694433022,151,771751936,37,0,0,939524096,355,-33554432,55,-2130706432,0,0,939524096,355,0,0,16777216,0,1275068416,8,16777216,0,939524096,1207959552,1207959552,355,16777216,0,1207959552,355,0
1896,3485,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1476395008,355,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1476395008,355,-1207959552,11,0,0,0,1476395008,355,0,0,0,0,134217728,0,0,0,1476395008,1476395008,1476395008,355,0,0,1476395008,355,0
1897,3485,1,3127,[],[],8157,"",[173],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1744830464,355,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1744830464,355,637534208,85,0,0,0,1744830464,355,0,0,0,0,134217728,0,0,0,1744830464,1744830464,1744830464,355,0,0,1744830464,355,0
1898,3485,2,3127,[],[],8158,"","[1783,2128,2129,2130,2481,1215,6861,1795]","[1,3,1000,60,-30,-10,50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,134217728,356,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,134217728,356,134217728,356,0,0,0,637534208,356,218103808,0,0,0,134217728,0,0,0,637534208,637534208,637534208,356,0,0,637534208,356,0
1899,3485,4,3127,[],[],8169,45,"[1927,1783,173,6861]","[-50,1,4,70]","",1023410176,12,0,0,33554432,0,1979711488,356,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1778384896,356,939524096,153,0,0,0,-1778384896,356,-1174405120,16777215,0,0,134217728,0,0,0,2516582400,2516582400,-1778384896,356,0,0,-1778384896,356,0
1900,3537,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1778384896,356,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1778384896,356,201326592,0,0,0,0,-1778384896,356,0,0,0,0,134217728,0,0,0,2516582400,2516582400,-1778384896,356,0,0,-1778384896,356,0
1901,3537,1,1321,[],[],8157,"",[173],[4],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1509949440,356,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1509949440,356,-1509949440,356,0,0,0,-1006632960,356,0,0,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,356,0,0,-1006632960,356,0
1902,3537,2,1321,[],[],8190,20,[173],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-738197504,356,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-738197504,356,-469762048,270,1560281088,0,0,-738197504,356,-1342177280,16777215,0,0,134217728,0,0,0,3556769792,3556769792,-738197504,356,0,0,-738197504,356,0
1903,3537,3,1321,[],[],8281,20,[173],[1],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,356,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,356,-1811939328,156,2063597568,0,0,-469762048,356,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,356,0,0,-469762048,356,0
1904,3870,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,356,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,356,201326592,0,0,0,0,-469762048,356,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,356,0,0,-469762048,356,0
1905,3870,1,326,[1234],[20],6222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,-201326592,356,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1342177280,0,0,0,67108864,357,536870912,1,0,0,0,67108864,357,503316480,0,0,0,134217728,0,0,0,67108864,67108864,67108864,357,0,0,67108864,357,0
1906,3871,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,67108864,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,67108864,357,201326592,0,0,0,0,67108864,357,0,0,0,0,134217728,0,0,0,67108864,67108864,67108864,357,0,0,67108864,357,0
1907,3871,1,326,[1234],[20],6222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,335544320,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1342177280,0,0,0,603979776,357,536870912,1,0,0,0,603979776,357,503316480,0,0,0,134217728,0,0,0,603979776,603979776,603979776,357,0,0,603979776,357,0
1908,3872,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,603979776,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,603979776,357,201326592,0,0,0,0,603979776,357,0,0,0,0,134217728,0,0,0,603979776,603979776,603979776,357,0,0,603979776,357,0
1909,3872,1,326,[1234],[20],6222,"",[],[],"",-33554432,-16843010,-16843010,-16843010,33488638,0,872415232,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1342177280,0,0,0,1140850688,357,536870912,1,0,0,0,1140850688,357,503316480,0,0,0,134217728,0,0,0,1140850688,1140850688,1140850688,357,0,0,1140850688,357,0
1910,4806,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1140850688,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1140850688,357,201326592,0,0,0,0,1140850688,357,0,0,0,0,134217728,0,0,0,1140850688,1140850688,1140850688,357,0,0,1140850688,357,0
1911,5211,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1140850688,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1140850688,357,201326592,0,0,0,0,1140850688,357,0,0,0,0,134217728,0,0,0,1140850688,1140850688,1140850688,357,0,0,1140850688,357,0
1912,5319,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1140850688,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1140850688,357,201326592,0,0,0,0,1140850688,357,0,0,0,0,134217728,0,0,0,1140850688,1140850688,1140850688,357,0,0,1140850688,357,0
1913,5326,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1140850688,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1140850688,357,201326592,0,0,0,0,1140850688,357,0,0,0,0,134217728,0,0,0,1140850688,1140850688,1140850688,357,0,0,1140850688,357,0
1914,5326,1,2206,[],[],8157,"",[173],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1409286144,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1409286144,357,-1711276032,301,0,0,0,1409286144,357,335544320,0,0,0,134217728,0,0,0,1409286144,1409286144,1409286144,357,0,0,1409286144,357,0
1915,5326,2,6611,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1409286144,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1409286144,357,-134217728,123,0,0,0,1409286144,357,0,0,0,0,134217728,0,0,0,1409286144,1409286144,1409286144,357,0,0,1409286144,357,0
1916,5326,3,6009,[],[],8159,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,1409286144,357,0,-33554432,-16843010,-16843010,-16843010,150929150,0,1409286144,357,0,0,-1409286144,359,-1409286144,359,0,0,0,-1006632960,359,0,0,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,359,0,0,-1006632960,359,0
1917,818,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1006632960,359,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1006632960,359,201326592,0,0,0,0,-1006632960,359,0,0,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,359,0,0,-1006632960,359,0
1918,3469,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1006632960,359,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1006632960,359,201326592,0,0,0,0,-1006632960,359,0,0,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,359,0,0,-1006632960,359,0
1919,3477,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1006632960,359,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1006632960,359,201326592,0,0,0,0,-1006632960,359,0,0,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,359,0,0,-1006632960,359,0
1920,3484,0,326,[],[],8156,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1006632960,359,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1006632960,359,-1207959552,11,0,0,0,-1006632960,359,0,0,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,359,0,0,-1006632960,359,0
1921,3484,1,3129,[],[],8157,"",[173],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-738197504,359,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-738197504,359,637534208,85,0,0,0,-738197504,359,0,0,0,0,134217728,0,0,0,3556769792,3556769792,-738197504,359,0,0,-738197504,359,0
1922,3484,2,3129,[],[],8158,"","[1783,2128,2129,2130,2481,1215,6861,1795]","[1,3,1000,60,-30,-10,50,50]","",-33554432,-16843010,-16843010,-16843010,16711422,0,1409286144,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,1409286144,360,134217728,356,0,0,0,1409286144,360,218103808,0,0,0,134217728,0,0,0,1409286144,1409286144,1409286144,360,0,0,1409286144,360,0
1923,3484,4,3129,[],[],8169,45,"[1927,1783,173,6861]","[-50,1,4,70]","",1023410176,12,0,0,33554432,0,-1811939328,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1275068416,360,939524096,153,0,0,0,-1275068416,360,-1174405120,16777215,0,0,134217728,0,0,0,3019898880,3019898880,-1275068416,360,0,0,-1275068416,360,0
1924,3559,1,3422,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1275068416,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1275068416,360,-1912602624,159,0,0,0,-1275068416,360,0,0,0,0,134217728,0,0,0,3019898880,3019898880,-1275068416,360,0,0,-1275068416,360,0
1925,3559,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1275068416,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1275068416,360,201326592,0,0,0,0,-1275068416,360,0,0,0,0,134217728,0,0,0,3019898880,3019898880,-1275068416,360,0,0,-1275068416,360,0
1926,3561,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1275068416,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1275068416,360,201326592,0,0,0,0,-1275068416,360,0,0,0,0,134217728,0,0,0,3019898880,3019898880,-1275068416,360,0,0,-1275068416,360,0
1927,3569,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1275068416,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1275068416,360,201326592,0,0,0,0,-1275068416,360,0,0,0,0,134217728,0,0,0,3019898880,3019898880,-1275068416,360,0,0,-1275068416,360,0
1928,3575,1,3485,[],[],8157,"",[173],[2],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-1006632960,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-1006632960,360,-637534208,157,0,0,0,-1006632960,360,0,0,0,0,134217728,0,0,0,3288334336,3288334336,-1006632960,360,0,0,-1006632960,360,0
1929,3575,4,3485,[],[],8181,22,"[173,2513]","[0,5]","",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,360,469762048,3,855638016,0,0,-469762048,360,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,360,0,0,-469762048,360,0
1930,3582,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,360,201326592,0,0,0,0,-469762048,360,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,360,0,0,-469762048,360,0
1931,3582,1,3815,[],[],8157,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,360,-436207616,159,0,0,0,-469762048,360,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,360,0,0,-469762048,360,0
1932,3582,2,3816,[],[],8158,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,360,33554432,160,0,0,0,-469762048,360,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,360,0,0,-469762048,360,0
1933,3589,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,360,201326592,0,0,0,0,-469762048,360,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,360,0,0,-469762048,360,0
1934,3589,1,3788,[],[],8221,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,-469762048,360,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,-469762048,360,-1845493760,134,0,0,0,-469762048,360,0,0,0,0,134217728,0,0,0,3825205248,3825205248,-469762048,360,0,0,-469762048,360,0
1935,3589,2,3848,[],[],8158,"","[173,2513]","[2,5]","",-33554432,-16843010,-16843010,-16843010,16711422,0,201326592,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,201326592,361,671088640,159,0,0,0,201326592,361,-335544320,16777215,0,0,134217728,0,0,0,201326592,201326592,201326592,361,0,0,201326592,361,0
1936,3589,3,326,[],[],8189,"",[1215],[-80],"",1023410176,32,0,0,0,0,469762048,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,469762048,361,-1610612736,354,1560281088,0,0,469762048,361,-671088640,16777215,0,0,134217728,0,0,0,469762048,469762048,469762048,361,0,0,469762048,361,0
1937,3598,0,326,[],[],8220,"",[],[],"",-33554432,-16843010,-16843010,-16843010,16711422,0,469762048,361,0,-33554432,-16843010,-16843010,-16843010,150929150,0,134217728,0,0,0,469762048,361,201326592,0,0,0,0,469762048,361,0,0,0,0,134217728,0,0,0,469762048,469762048,469762048,361,0,0,469762048,361,0
