"rownum","Id","HASH16","ModTypeKey","Level","StatsKey1","StatsKey2","StatsKey3","StatsKey4","Domain","Name","GenerationType","Families","Stat1Min","Stat1Max","Stat2Min","Stat2Max","Stat3Min","Stat3Max","Stat4Min","Stat4Max","SpawnWeight_TagsKeys","SpawnWeight_Values","TagsKeys","GrantedEffectsPerLevelKeys","[i32]","MonsterMetadata","MonsterKillAchievements","ChestModType","Stat5Min","Stat5Max","StatsKey5","FullAreaClear_AchievementItemsKey","AchievementItemsKey","GenerationWeight_TagsKeys","GenerationWeight_Values","ModifyMapsAchievements","IsEssenceOnlyModifier","Stat6Min","Stat6Max","StatsKey6","MaxLevel","bool","CraftingItemClassRestrictions","MonsterOnDeath","i32","[rid]","Heist_SubStatValue1","Heist_SubStatValue2","Heist_StatsKey0","Heist_StatsKey1","Heist_AddStatValue1","Heist_AddStatValue2","InfluenceTypes","ImplicitTagsKeys","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BuffTemplate","ArchnemesisMinionMod","HASH32","[rid]","i32","[rid]"
23803,"WeaponEnchantmentHeistCasterDamageEffect1",-18418,8578,1,12412,"","","",1,"Enchantment Caster Damage Modifier Effect",3,[4202],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7316],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1820185715,[],0,[]
23804,"WeaponEnchantmentHeistManaEffect1",24734,8579,10,12413,"","","",1,"Enchantment Mana Modifier Effect",3,[4202],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7308],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1278815400,[],0,[]
23805,"WeaponEnchantmentHeistSpeedEffect1_",-6885,8580,70,12414,"","","",1,"Enchantment Speed Modifier Effect",3,[4202],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7317],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1188209609,[],0,[]
23806,"WeaponEnchantmentHeistCriticalEffect1_",-21008,8581,70,12415,"","","",1,"Enchantment Critical Modifier Effect",3,[4202],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7318],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",705136631,[],0,[]
23807,"WeaponEnchantmentHeistAttributeEffect1",-19804,8582,20,12416,"","","",1,"Enchantment Attribute Modifier Effect",3,[4202],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7310],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1461642683,[],0,[]
23808,"WeaponEnchantmentHeistAilmentEffect1",-13905,8583,20,12417,"","","",1,"Enchantment Ailment Modifier Effect",3,[4202],8,8,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7319],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",503502765,[],0,[]
23809,"WeaponEnchantmentHeistAttributeRequirement1",-32698,8584,1,234,"","","",1,"Enchantment Attribute Requirement",3,[4202],-40,-40,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7310],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-156928285,[],0,[]
23810,"WeaponEnchantmentHeistSocketsAreLinked1_",18016,8585,40,770,"","","",1,"Enchantment Sockets Are Linked",3,[4202],1,1,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-596010471,[],0,[]
23811,"WeaponEnchantmentHeistWhiteSockets1_",19241,8586,70,12655,"","","",1,"Enchantment White Sockets",3,[4202],2,2,0,0,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1006925613,[],0,[]
23812,"WeaponEnchantmentHeistPhysicalEffectSpeedEffect1",2150,8587,70,12407,12414,"","",1,"Enchantment Physical Modifier Effect and Speed Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7311,7317]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1365399813,[],0,[]
23813,"WeaponEnchantmentHeistPhysicalEffectCriticalEffect1",-18667,8588,70,12407,12415,"","",1,"Enchantment Physical Modifier Effect and Critical Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7311,7318]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1381819722,[],0,[]
23814,"WeaponEnchantmentHeistPhysicalEffectAttributeEffect1____",-5217,8589,70,12407,12416,"","",1,"Enchantment Physical Modifier Effect and Attribute Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7311,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2044891773,[],0,[]
23815,"WeaponEnchantmentHeistPhysicalEffectAilmentEffect1",20170,8590,70,12407,12417,"","",1,"Enchantment Physical Modifier Effect and Ailment Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7311,7319]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",103500001,[],0,[]
23816,"WeaponEnchantmentHeistPhysicalEffectAttributeRequirement1",6819,8591,20,12407,234,"","",1,"Enchantment Physical Modifier Effect and Attribute Requirement",3,[4202],6,6,-25,-25,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7311,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1130453443,[],0,[]
23817,"WeaponEnchantmentHeistPhysicalEffectSocketsAreLinked1",5946,8592,20,12407,770,"","",1,"Enchantment Physical Modifier Effect and Sockets Are Linked",3,[4202],6,6,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7311],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-143269809,[],0,[]
23818,"WeaponEnchantmentHeistPhysicalEffectNoRedSockets1",-23159,8593,20,12407,12656,"","",1,"Enchantment Physical Modifier Effect and No Red Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7311],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1596390063,[],0,[]
23819,"WeaponEnchantmentHeistPhysicalEffectNoBlueSockets1",9585,8594,20,12407,12657,"","",1,"Enchantment Physical Modifier Effect and No Blue Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7311],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-292434976,[],0,[]
23820,"WeaponEnchantmentHeistPhysicalEffectNoGreenSockets1_",-20969,8595,20,12407,12658,"","",1,"Enchantment Physical Modifier Effect and No Green Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7311],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-274185793,[],0,[]
23821,"WeaponEnchantmentHeistPhysicalEffectWhiteSockets1_",-31425,8596,20,12407,12655,"","",1,"Enchantment Physical Modifier Effect and White Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7311],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1421267338,[],0,[]
23822,"WeaponEnchantmentHeistFireEffectSpeedEffect1",29054,8597,70,12408,12414,"","",1,"Enchantment Fire Modifier Effect and Speed Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7312,7317]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1667568155,[],0,[]
23823,"WeaponEnchantmentHeistFireEffectCriticalEffect1",12013,8598,70,12408,12415,"","",1,"Enchantment Fire Modifier Effect and Critical Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7312,7318]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1547072220,[],0,[]
23824,"WeaponEnchantmentHeistFireEffectAttributeEffect1",23611,8599,70,12408,12416,"","",1,"Enchantment Fire Modifier Effect and Attribute Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7312,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-442844767,[],0,[]
23825,"WeaponEnchantmentHeistFireEffectAilmentEffect1_",-7728,8600,70,12408,12417,"","",1,"Enchantment Fire Modifier Effect and Ailment Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7312,7319]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-467139080,[],0,[]
23826,"WeaponEnchantmentHeistFireEffectAttributeRequirement1",2517,8601,20,12408,234,"","",1,"Enchantment Fire Modifier Effect and Attribute Requirement",3,[4202],6,6,-25,-25,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7312,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1739091581,[],0,[]
23827,"WeaponEnchantmentHeistFireEffectSocketsAreLinked1",-2194,8602,20,12408,770,"","",1,"Enchantment Fire Modifier Effect and Sockets Are Linked",3,[4202],6,6,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7312],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",980536607,[],0,[]
23828,"WeaponEnchantmentHeistFireEffectNoRedSockets1",-3704,8603,20,12408,12656,"","",1,"Enchantment Fire Modifier Effect and No Red Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7312],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1399104236,[],0,[]
23829,"WeaponEnchantmentHeistFireEffectNoBlueSockets1",4358,8604,20,12408,12657,"","",1,"Enchantment Fire Modifier Effect and No Blue Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7312],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",289669186,[],0,[]
23830,"WeaponEnchantmentHeistFireEffectNoGreenSockets1_",12116,8605,20,12408,12658,"","",1,"Enchantment Fire Modifier Effect and No Green Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7312],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1793803712,[],0,[]
23831,"WeaponEnchantmentHeistFireEffectWhiteSockets1",-6128,8606,20,12408,12655,"","",1,"Enchantment Fire Modifier Effect and White Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7312],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1489613018,[],0,[]
23832,"WeaponEnchantmentHeistLightningEffectSpeedEffect1_",21974,8607,70,12409,12414,"","",1,"Enchantment Lightning Modifier Effect and Speed Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7313,7317]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",595359402,[],0,[]
23833,"WeaponEnchantmentHeistLightningEffectCriticalEffect1",22718,8608,70,12409,12415,"","",1,"Enchantment Lightning Modifier Effect and Critical Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7313,7318]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-81878112,[],0,[]
23834,"WeaponEnchantmentHeistLightningEffectAttributeEffect1",-25851,8609,70,12409,12416,"","",1,"Enchantment Lightning Modifier Effect and Attribute Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7313,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",757839406,[],0,[]
23835,"WeaponEnchantmentHeistLightningEffectAilmentEffect1",-9667,8610,70,12409,12417,"","",1,"Enchantment Lightning Modifier Effect and Ailment Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7313,7319]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",13818607,[],0,[]
23836,"WeaponEnchantmentHeistLightningEffectAttributeRequirement1",24140,8611,20,12409,234,"","",1,"Enchantment Lightning Modifier Effect and Attribute Requirement",3,[4202],6,6,-25,-25,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7313,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",607943280,[],0,[]
23837,"WeaponEnchantmentHeistLightningEffectSocketsAreLinked1",-6145,8612,20,12409,770,"","",1,"Enchantment Lightning Modifier Effect and Sockets Are Linked",3,[4202],6,6,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7313],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1381610919,[],0,[]
23838,"WeaponEnchantmentHeistLightningEffectNoRedSockets1",21942,8613,20,12409,12656,"","",1,"Enchantment Lightning Modifier Effect and No Red Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7313],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1095898341,[],0,[]
23839,"WeaponEnchantmentHeistLightningEffectNoBlueSockets1_",-26363,8614,20,12409,12657,"","",1,"Enchantment Lightning Modifier Effect and No Blue Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7313],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-870755044,[],0,[]
23840,"WeaponEnchantmentHeistLightningEffectNoGreenSockets1",-8992,8615,20,12409,12658,"","",1,"Enchantment Lightning Modifier Effect and No Green Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7313],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1986964110,[],0,[]
23841,"WeaponEnchantmentHeistLightningEffectWhiteSockets1_",-31553,8616,20,12409,12655,"","",1,"Enchantment Lightning Modifier Effect and White Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7313],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",486053959,[],0,[]
23842,"WeaponEnchantmentHeistColdEffectSpeedEffect1",25083,8617,70,12410,12414,"","",1,"Enchantment Cold Modifier Effect and Speed Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7314,7317]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-2012485136,[],0,[]
23843,"WeaponEnchantmentHeistColdEffectCriticalEffect1_",9586,8618,70,12410,12415,"","",1,"Enchantment Cold Modifier Effect and Critical Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7314,7318]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1788432364,[],0,[]
23844,"WeaponEnchantmentHeistColdEffectAttributeEffect1",-4763,8619,70,12410,12416,"","",1,"Enchantment Cold Modifier Effect and Attribute Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7314,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",622512255,[],0,[]
23845,"WeaponEnchantmentHeistColdEffectAilmentEffect1",-25754,8620,70,12410,12417,"","",1,"Enchantment Cold Modifier Effect and Ailment Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7314,7319]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1898375745,[],0,[]
23846,"WeaponEnchantmentHeistColdEffectAttributeRequirement1",-20547,8621,20,12410,234,"","",1,"Enchantment Cold Modifier Effect and Attribute Requirement",3,[4202],6,6,-25,-25,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7314,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",213295883,[],0,[]
23847,"WeaponEnchantmentHeistColdEffectSocketsAreLinked1",-14354,8622,20,12410,770,"","",1,"Enchantment Cold Modifier Effect and Sockets Are Linked",3,[4202],6,6,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7314],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-902165036,[],0,[]
23848,"WeaponEnchantmentHeistColdEffectNoRedSockets1",29585,8623,20,12410,12656,"","",1,"Enchantment Cold Modifier Effect and No Red Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7314],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1474569334,[],0,[]
23849,"WeaponEnchantmentHeistColdEffectNoBlueSockets1",7324,8624,20,12410,12657,"","",1,"Enchantment Cold Modifier Effect and No Blue Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7314],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",422905257,[],0,[]
23850,"WeaponEnchantmentHeistColdEffectNoGreenSockets1",23880,8625,20,12410,12658,"","",1,"Enchantment Cold Modifier Effect and No Green Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7314],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",2010917524,[],0,[]
23851,"WeaponEnchantmentHeistColdEffectWhiteSockets1___",-15552,8626,20,12410,12655,"","",1,"Enchantment Cold Modifier Effect and White Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7314],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",901838464,[],0,[]
23852,"WeaponEnchantmentHeistChaosEffectSpeedEffect1_",8960,8627,70,12411,12414,"","",1,"Enchantment Chaos Modifier Effect and Speed Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7315,7317]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1417246586,[],0,[]
23853,"WeaponEnchantmentHeistChaosEffectCriticalEffect1",-15089,8628,70,12411,12415,"","",1,"Enchantment Chaos Modifier Effect and Critical Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7315,7318]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-131515098,[],0,[]
23854,"WeaponEnchantmentHeistChaosEffectAttributeEffect1",7699,8629,70,12411,12416,"","",1,"Enchantment Chaos Modifier Effect and Attribute Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7315,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",1971547024,[],0,[]
23855,"WeaponEnchantmentHeistChaosEffectAilmentEffect1_",-17991,8630,70,12411,12417,"","",1,"Enchantment Chaos Modifier Effect and Ailment Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7315,7319]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1310979995,[],0,[]
23856,"WeaponEnchantmentHeistChaosEffectAttributeRequirement1_",3973,8631,20,12411,234,"","",1,"Enchantment Chaos Modifier Effect and Attribute Requirement",3,[4202],6,6,-25,-25,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7315,7310]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1594708105,[],0,[]
23857,"WeaponEnchantmentHeistChaosEffectSocketsAreLinked1_",18862,8632,20,12411,770,"","",1,"Enchantment Chaos Modifier Effect and Sockets Are Linked",3,[4202],6,6,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7315],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1293878450,[],0,[]
23858,"WeaponEnchantmentHeistChaosEffectNoRedSockets1___",-31108,8633,20,12411,12656,"","",1,"Enchantment Chaos Modifier Effect and No Red Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7315],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-408198697,[],0,[]
23859,"WeaponEnchantmentHeistChaosEffectNoBlueSockets1",-26875,8634,20,12411,12657,"","",1,"Enchantment Chaos Modifier Effect and No Blue Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7315],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-340296526,[],0,[]
23860,"WeaponEnchantmentHeistChaosEffectNoGreenSockets1",5050,8635,20,12411,12658,"","",1,"Enchantment Chaos Modifier Effect and No Green Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7315],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-821240650,[],0,[]
23861,"WeaponEnchantmentHeistChaosEffectWhiteSockets1",-15854,8636,20,12411,12655,"","",1,"Enchantment Chaos Modifier Effect and White Sockets",3,[4202],8,8,1,1,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[7315],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",196004284,[],0,[]
23862,"WeaponEnchantmentHeistCasterDamageEffectSpeedEffect1",-25000,8637,70,12412,12414,"","",1,"Enchantment Caster Damage Modifier Effect and Speed Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7316,7317]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-506101875,[],0,[]
23863,"WeaponEnchantmentHeistCasterDamageEffectCriticalEffect1",-32212,8638,70,12412,12415,"","",1,"Enchantment Caster Damage Modifier Effect and Critical Modifier Effect",3,[4202],6,6,6,6,0,0,0,0,[],[],[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,"[7316,7318]",0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","",-1836314464,[],0,[]
