"rownum","Id","MonsterTypesKey","i32","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32","string","string","ModelSizeMultiplier","i32","i32","i32","i32","i32","TagsKeys","ExperienceMultiplier","[i32]","i32","i32","i32","CriticalStrikeChance","i32","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid","i32","i32","[rid]","[rid]","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","i32","EPKFile","i32","MonsterConditionalEffectPacksKey","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","AddonMonsterTypeIndex","i32","i32","i32","i32","i32","bool","BossHealthBar","bool"
6467,"Metadata/Monsters/LeagueBestiary/BeastBestiarySpiritWorldMinion",2112,19,4,6,14,"[""Metadata/Monsters/Beasts/CaveBeast/CaveBeast.act""]","[""Metadata/Monsters/LeagueBestiary/Beast/CaveBeastStampede.ao""]","Metadata/Monsters/LeagueBestiary/Cats/TigerBestiaryTotemFriend",[15924],1,"","",100,2,6,5,1,0,"[823,72,806,791,141,49,796,764,765,118,761,801]",300,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/Standard.ais",[],"",1,"Farrul's Pack",150,450,1095,[],[],"","","","",0,[],[13077],[],"",1,6,100,0,0,100,6942,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6468,"Metadata/Monsters/LeagueBestiary/ChieftainBestiarySpiritMinion",2121,36,4,7,13,"[""Metadata/Monsters/BloodChieftain/BloodChieftain.act""]","[""Metadata/Monsters/BloodChieftain/BloodChieftain.ao""]","Metadata/Monsters/LeagueBestiary/Cats/TigerBestiaryFriend","[6630,22889]",1,"","",100,3,6,3,1,0,"[72,821,806,780,774,141,49,796,803,764,765,760,118]",300,[],105,105,700,500,0,"[382,1504,8127]","Metadata/Monsters/BloodChieftain/BloodChieftain.ais",[],"",1,"Farrul's Pack",99,600,1395,[9786],[],"",12,"","",0,[],"[13077,36720]",[],"",1,6,100,0,0,100,-16162,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6469,"Metadata/Monsters/LeagueBestiary/ChieftainBestiarySpiritWorldMinion",2120,36,4,7,13,"[""Metadata/Monsters/BloodChieftain/BloodChieftain.act""]","[""Metadata/Monsters/LeagueBestiary/BloodChieftain/BloodChieftainStampede.ao""]","Metadata/Monsters/LeagueBestiary/Cats/TigerBestiaryTotemFriend",[15924],1,"","",100,3,6,3,1,0,"[72,821,806,780,774,141,49,796,803,764,765,760,118]",300,[],105,105,700,500,0,"[382,1504,8127]","Metadata/Monsters/BloodChieftain/BloodChieftain.ais",[],"",1,"Farrul's Pack",150,450,1395,[9786],[],"",12,"","",0,[],[13077],[],"",1,6,100,0,0,100,25677,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6470,"Metadata/Monsters/LeagueBestiary/ModDaemonFire1",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,6,4,5,0,"[792,818,791,830,810,822,801]",100,[],105,105,700,500,0,[3965],"Metadata/Monsters/Daemon/SummonSpecificMonsterOnTarget.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-7234,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6471,"Metadata/Monsters/LeagueBestiary/ModDaemonParasiticSquid1",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,6,4,5,0,"[792,818,791,830,810,822,801]",100,[],105,105,700,500,0,[3966],"Metadata/Monsters/Daemon/SummonSpecificMonsterOnTarget.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,3750,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6472,"Metadata/Monsters/LeagueBestiary/ModDaemonFireSnakeBoss",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,6,4,5,0,"[792,818,791,830,810,822,801]",100,[],105,105,700,500,0,[3967],"Metadata/Monsters/Daemon/SummonSpecificMonsterOnTarget.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,20152,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"",1,"",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6473,"Metadata/Monsters/LeagueBestiary/ModDaemonSandLeaperExplode1",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,6,4,5,0,"[792,818,791,830,810,822,801]",100,[],105,105,700,500,0,[3968],"Metadata/Monsters/Daemon/SummonSpecificMonsterOnTarget.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-29031,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6474,"Metadata/Monsters/LeagueBestiary/ModDaemonStampede1",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,6,4,5,0,"[792,818,791,765,810,822,801]",100,[],105,105,700,500,0,[8696],"Metadata/Monsters/LeagueBestiary/ModClone/StampedeDaemon.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,16895,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6475,"Metadata/Monsters/LeagueBestiary/ModDaemonVultureBomb1",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,6,4,5,0,"[792,818,791,830,810,822,801]",100,[],105,105,700,500,0,[3970],"Metadata/Monsters/Daemon/SummonSpecificMonsterOnSelf.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-28470,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6476,"Metadata/Monsters/LeagueBestiary/ModDaemonVultureBombCast1",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/UseSkillOnceDaemon",[],1,"","",100,2,6,4,5,0,"[34,769,792,818,791,810,822,801]",100,[],105,105,700,500,0,[8736],"Metadata/Monsters/LeagueBestiary/ModClone/VultureBombDaemon.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-21894,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6477,"Metadata/Monsters/LeagueBestiary/ModDaemonGraspingPincers1",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,6,4,5,0,"[34,792,777,774,818,765,810,822,801]",100,[],105,105,700,500,0,[5204],"Metadata/Monsters/LeagueBestiary/ModClone/GraspingPincersDaemon.ais",[],"",10,"Daemon",100,100,1000,[9787],[],"",9,"","",0,[],[],[],"",1,6,100,0,0,100,27114,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6478,"Metadata/Monsters/LeagueBestiary/ModDaemonBloodRaven1",1131,8,3,6,6,"[""Metadata/Monsters/LeagueBestiary/ModClone/BloodRavensDaemon.act""]","[""Metadata/Monsters/LeagueBestiary/ModClone/BloodRavensDaemon.ao""]","Metadata/Monsters/Daemon/DaemonNoIdle",[],1,"","",100,2,6,4,5,0,"[792,818,791,830,810,822,772,801]",100,[],105,105,700,500,0,[3056],"Metadata/Monsters/LeagueBestiary/ModClone/BloodRavensDaemon.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,21811,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6479,"Metadata/Monsters/LeagueBestiary/ModDaemonPouncingShade1",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,6,4,5,0,"[792,818,791,830,810,822,801]",100,[],105,105,700,500,0,[3969],"Metadata/Monsters/Daemon/SummonSpecificMonsterOnTarget.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,4122,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6480,"Metadata/Monsters/LeagueBestiary/ModDaemonPouncingShadeQuickHit",1134,8,0,6,6,"[""Metadata/Monsters/LeagueBestiary/ModClone/BestiaryDaemonPouncingShade.act""]","[""Metadata/Monsters/LeagueBestiary/ModClone/BestiaryDaemonPouncingShade.ao""]","Metadata/Monsters/Daemon/UseSkillOnceDaemon",[],1,"","",100,2,6,4,5,0,"[792,818,791,765,810,822,801]",100,[],105,105,700,500,0,[8432],"Metadata/Monsters/LeagueBestiary/ModClone/PouncingShadeDaemon.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-30324,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6481,"Metadata/Monsters/LeagueBestiary/ModDaemonProjectileShards",1134,8,0,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,3,4,5,0,"[767,792,818,791,810,822,801]",100,[],105,105,700,500,0,[1594],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,5163,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6482,"Metadata/Monsters/LeagueBestiary/ModDaemonBallLightningProjectile",1131,8,3,6,6,"[""Metadata/Monsters/Daemon/Daemon.act""]","[""Metadata/Monsters/Daemon/Daemon.ao""]","Metadata/Monsters/Daemon/Daemon",[],1,"","",100,2,3,4,5,0,"[34,792,818,791,768,810,822,801]",100,[],105,105,700,500,0,[4919],"Metadata/Monsters/NoAi.ais",[],"",10,"Daemon",100,100,1000,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-2579,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6483,"Metadata/Monsters/LeagueBestiary/BestiaryMonkeyChiefBlood",2120,36,4,7,13,"[""Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary",[],1,"","",100,3,6,3,1,0,"[72,292,294,821,806,780,774,141,49,796,803,764,298,765,760,118,125]",300,[],105,105,700,500,0,"[382,823]","Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary.ais",[],"",1,"Farric Chieftain",150,450,1395,[9786],[],"",12,"","",0,[],[8449],[],"",1,6,100,0,0,100,-29698,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6484,"Metadata/Monsters/LeagueBestiary/BestiaryMonkeyChiefBloodMinion",2122,36,4,7,13,"[""Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiaryMinion",[3970],1,"","",100,3,6,3,1,0,"[72,821,806,780,774,141,49,796,803,764,765,760,118]",150,[],105,105,700,500,0,"[382,8127,823]","Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary.ais",[],"",1,"Farric Brute",90,600,1395,[9786],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,-30034,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6485,"Metadata/Monsters/LeagueBestiary/BestiaryMonkeyChiefBloodMinionMelee",2123,36,4,7,13,"[""Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiaryMinion",[3970],1,"","",100,3,6,3,1,0,"[72,821,806,780,774,141,49,796,803,764,765,760,118]",180,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/LeagueBestiary/Primates/BloodChieftainBestiary.ais",[],"",1,"Farric Follower",108,720,1395,[9786],[],"",12,"","",0,[],[],[],"",1,6,100,0,0,100,-24476,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,720,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6486,"Metadata/Monsters/LeagueBestiary/MonkeyBloodBestiary",2124,33,2,6,7,"[""Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiary.act""]","[""Metadata/Monsters/BloodApeAndPaleServant/BloodApeV6.ao""]","Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiary",[],1,"","",100,1,6,5,1,0,"[823,72,292,294,806,791,49,803,764,298,31,29,765,760,118,794,125]",300,[],105,105,700,500,0,[382],"Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiary.ais",[],"",1,"Farric Ape",150,450,1500,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,1293,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6487,"Metadata/Monsters/LeagueBestiary/MonkeyBloodBestiaryMinion",2125,33,2,6,7,"[""Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiary.act""]","[""Metadata/Monsters/BloodApeAndPaleServant/BloodApeV1.ao""]","Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiaryMinion",[3970],1,"","",100,1,6,5,1,0,"[823,72,806,791,49,803,764,31,29,765,760,118,794]",150,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiary.ais",[],"",1,"Farric Simian",90,600,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-10490,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6488,"Metadata/Monsters/LeagueBestiary/MonkeyBloodBestiaryMinion2",2126,33,2,6,7,"[""Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiary.act""]","[""Metadata/Monsters/BloodApeAndPaleServant/BloodApeV1.ao""]","Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiaryMinion",[3970],1,"","",100,1,6,5,1,0,"[823,72,806,791,49,803,764,31,29,765,760,118,794]",180,[],105,105,700,500,0,"[382,8127]","Metadata/Monsters/LeagueBestiary/Primates/BloodMonkeyBestiary.ais",[],"",1,"Farric Monkey",108,720,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,26573,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,-10,10,0,720,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6489,"Metadata/Monsters/LeagueBestiary/GoatmanLeapSlamBestiary",2127,25,3,4,7,"[""Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiary",[],1,"","",100,3,6,6,2,0,"[72,292,294,34,766,78,780,774,48,807,49,796,764,298,31,29,765,118,802,125]",300,[],105,105,700,500,0,"[755,756,382,4702,4703,4030]","Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiary.ais",[],"",1,"Farric Goatman",150,450,1455,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,2904,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","",1,0,0,0,450,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6490,"Metadata/Monsters/LeagueBestiary/GoatmanLeapSlamBestiaryMinion",2128,25,3,4,7,"[""Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiaryMinion",[3970],1,"","",100,3,6,6,2,0,"[72,78,780,774,48,807,49,796,764,31,29,765,118,802]",150,[],105,105,700,500,0,"[755,756,382,4702,4703,8127]","Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiaryMinion.ais",[],"",1,"Farric Devil",90,600,1455,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,15901,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","",1,0,0,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6491,"Metadata/Monsters/LeagueBestiary/GoatmanLeapSlamBestiaryMinion2",2128,25,3,4,7,"[""Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiaryMinion2.act""]","[""Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiaryMinion",[3970],1,"","",100,3,6,3,2,0,"[72,821,34,766,78,788,776,48,807,49,796,31,29,118,802]",150,[],105,105,700,500,0,"[4702,4703,8127,4,1495]","Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiaryMinion.ais",[],"",1,"Farric Satyr",90,600,1455,[7381],[],"",14,"","",0,[],[],[],"",1,6,100,0,0,100,30768,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"","",1,0,0,0,600,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6492,"Metadata/Monsters/LeagueBestiary/GoatmanLeapSlamAmbush",2129,25,3,4,7,"[""Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Primates/GoatmanBestiary.ao""]","Metadata/Monsters/LeagueBestiary/ModClone/BestiaryGoatmanClone1",[],1,"","",100,3,3,6,2,0,"[72,34,78,48,791,807,768,49,796,31,29,765,118,802]",180,[],105,105,700,500,0,"[855,8430]","Metadata/Monsters/NoAi.ais",[],"",1,"Farric Bleeter",108,720,1455,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,24482,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,720,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6493,"Metadata/Monsters/LeagueBestiary/HoundBestiary",2130,40,4,6,7,"[""Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/HoundBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary",[],1,"","",100,2,6,5,2,0,"[823,72,292,294,756,56,804,787,774,141,807,764,298,161,233,31,29,765,118,794,125]",300,[],105,105,700,500,0,"[382,3757]","Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary.ais",[],"",1,"Farric Magma Hound",225,450,1500,[],[],"","","","",0,[],[8449],[],"",1,6,100,0,0,100,11363,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6494,"Metadata/Monsters/LeagueBestiary/HoundBestiaryMinion_",2131,40,4,6,7,"[""Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Canines/HoundBestiaryMinion",[3970],1,"","",100,2,6,5,2,0,"[823,72,756,56,804,787,774,141,807,764,161,233,31,29,765,118,794]",150,[],105,105,700,500,0,"[382,3757,8127]","Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary.ais",[],"",1,"Farric Cerberon",135,600,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-18755,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6495,"Metadata/Monsters/LeagueBestiary/HoundBestiaryMinion2",2132,40,4,6,7,"[""Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Canines/HoundBestiaryMinion",[3970],1,"","",100,2,6,5,2,0,"[823,72,756,56,804,787,774,141,807,764,31,29,765,118,794]",180,[],105,105,700,500,0,"[382,3757,8127]","Metadata/Monsters/LeagueBestiary/Canines/HoundBestiary.ais",[],"",1,"Farric Ember Hound",162,720,1500,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,19625,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,720,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6496,"Metadata/Monsters/LeagueBestiary/PitbullBestiary",2133,30,3,6,8,"[""Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary",[],1,"","",68,2,6,2,1,0,"[72,292,294,756,56,806,138,775,784,774,803,764,298,31,765,118,820,794,125]",300,[],105,105,700,500,0,"[382,304]","Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary.ais",[],"",1,"Farric Pit Hound",264,450,1755,[9785],[9782],"",11,11,"",0,[],[8449],[],"",1,6,100,0,0,100,12425,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6497,"Metadata/Monsters/LeagueBestiary/PitbullBestiaryMinion",2134,30,3,6,8,"[""Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiaryMinion",[3970],1,"","",68,2,6,2,1,0,"[72,756,56,806,138,775,784,774,803,764,31,765,118,820,794]",150,[],105,105,700,500,0,"[382,304,8127]","Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary.ais",[],"",1,"Farric Attack Hound",158,600,1755,[9785],[9782],"",11,11,"",0,[],[],[],"",1,6,100,0,0,100,-19769,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,600,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6498,"Metadata/Monsters/LeagueBestiary/PitbullBestiaryMinion2",2135,30,3,6,8,"[""Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary.ao""]","Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiaryMinion",[3970],1,"","",68,2,6,2,1,0,"[72,756,56,806,138,775,784,774,803,764,31,765,118,820,794]",180,[],105,105,700,500,0,"[382,304,8127]","Metadata/Monsters/LeagueBestiary/Canines/PitbullBestiary.ais",[],"",1,"Farric Dismemberer",190,720,1755,[9785],[9782],"",11,11,"",0,[],[],[],"",1,6,100,0,0,100,14624,"","","","","","",[],[],[],"",350,0,[],[],10,"","",[],"",1,1,0,0,0,720,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6499,"Metadata/Monsters/LeagueBestiary/PurgeHoundBestiary",2136,41,3,6,10,"[""Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary.act""]","[""Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiaryBoss.ao""]","Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary",[],1,"","",100,2,6,5,1,0,"[823,72,292,294,756,804,806,787,774,49,764,298,31,29,765,118,794,125]",300,[],135,135,700,500,0,"[381,316]","Metadata/Monsters/LeagueBestiary/Canines/PurgeHoundBestiary.ais",[],"",1,"Farric Hound Alpha",150,450,1005,[9788],[],"",7,"","",0,[],[8449],[],"",1,6,100,0,0,100,32392,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,450,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
