"rownum","Id","Name","Metadata","rid","NPCMasterKey","ShortName","i32","NPCAudios1","NPCAudios2","HASH16","row","Portrait","DialogueStyle","bool","rid","Gender","bool"
355,"Metadata/Monsters/LeagueBetrayal/BetrayalBreach","It That Fled","Metadata/Monsters/LeagueBetrayal/BetrayalBreach","","","It That Fled",0,[],[],-11124,"","","",1,"","N",""
356,"Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","Gravicius Reborn","Metadata/Monsters/LeagueBetrayal/BetrayalGravicius","","","Gravicius",0,[],[],-21093,"","","",1,"","M",""
357,"Metadata/Monsters/LeagueBetrayal/BetrayalThane","Thane Jorgin the Banished","Metadata/Monsters/LeagueBetrayal/BetrayalThane","","","Jorgin",0,[],[],11053,"","","",1,"","M",""
358,"Metadata/Monsters/LeagueBetrayal/BetrayalKeema","Korell Goya, Son of Stone","Metadata/Monsters/LeagueBetrayal/BetrayalKeema","","","Korell",0,[],[],2070,"","","",1,"","M",""
359,"Metadata/Monsters/LeagueBetrayal/BetrayalRin","Rin Yuushu","Metadata/Monsters/LeagueBetrayal/BetrayalRin","","","Rin",0,[],[],-7586,"","","",1,"","M",""
360,"Metadata/Monsters/LeagueBetrayal/BetrayalCameria","Cameria the Coldblooded","Metadata/Monsters/LeagueBetrayal/BetrayalCameria","","","Cameria",0,[],[],-31206,"","","",1,"","M",""
361,"Metadata/Monsters/LeagueBetrayal/BetrayalAislin","Aisling Laffrey, The Silent Butcher","Metadata/Monsters/LeagueBetrayal/BetrayalAislin","","","Aisling",0,[],[],-13882,"","","",1,"","F",""
362,"Metadata/Monsters/LeagueBetrayal/BetrayalRiker","Riker Maloney, Midnight Tinkerer","Metadata/Monsters/LeagueBetrayal/BetrayalRiker","","","Riker",0,[],[],18044,"","","",1,"","M",""
363,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopVaultExterior","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",9,[89],[90],-12011,"","","",1,"","F",""
364,"Metadata/NPC/League/Betrayal/BetrayalNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],-15282,"","","",1,"","F",""
365,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopCatarina","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],-8773,"","","",1,"","F",""
366,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarina2","Catarina, Master of Undeath","Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaFinal","","","Catarina",0,[],[],-22575,"","","",1,"","F",""
367,"Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaMapBoss","Nightmare of Catarina","Metadata/Monsters/LeagueBetrayal/BetrayalCatarinaMapBoss","","","Nightmare of Catarina",0,[],[],31745,"","","",1,"","F",""
368,"Metadata/NPC/Epilogue/Helena","Helena","Metadata/NPC/NPC","",3,"Helena",11,[24],[25],28396,"","",1,1,"","F",""
369,"Metadata/Monsters/LeagueBetrayal/MasterNinjaCopSafehouse","Jun, Veiled Master","Metadata/NPC/NPC","",5,"Jun",0,[89],[90],7906,"","","",1,"","F",""
370,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto1","Lifegiver's Manifesto 1","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],19012,"","","",1,"","",""
371,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto2","Lifegiver's Manifesto 2","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-18948,"","","",1,"","",""
372,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto3","Lifegiver's Manifesto 3","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-26257,"","","",1,"","",""
373,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto4","Lifegiver's Manifesto 4","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],7855,"","","",1,"","",""
374,"Metadata/NPC/Info/LeagueBetrayal/CatarinaManifesto5","Lifegiver's Manifesto 5","Metadata/NPC/Info/StoryGlyphBase","","","",-1,[],[],-30464,"","","",1,"","",""
375,"Metadata/NPC/League/Synthesis/SynthesisVenarius","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],6176,"","","",1,"","M",""
376,"Metadata/NPC/League/Synthesis/SynthesisVenariusWild","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],-16238,"","","",1,"","M",""
377,"Metadata/NPC/League/Synthesis/SynthesisVenariusHideout","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],-16710,"","","",1,"","M",""
378,"Metadata/NPC/League/Synthesis/SynthesisVenariusHub","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[91],[92],-13740,"","","",1,"","M",""
379,"Metadata/NPC/League/Synthesis/SynthesisZanaHub","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],6755,"","","",1,"","F",""
380,"Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","Venarius","Metadata/Monsters/LeagueSynthesis/SynthesisVenariusBoss","","","Venarius",0,[],[],-30288,"","","",1,"","M",""
381,"Metadata/NPC/League/Synthesis/SynthesisVenariusGuardian","Venarius","Metadata/NPC/NPC","","","Venarius",0,[],[],12873,"","","",1,"","M",""
382,"Metadata/NPC/League/Synthesis/SynthesisVenariusTip","Venarius","Metadata/NPC/NPC","","","Venarius",0,[],[],-21501,"","","",1,"","M",""
383,"Metadata/NPC/League/Synthesis/SynthesisShaperTip","Valdo Caeserius","Metadata/NPC/NPC","","","Valdo",0,[],[],14472,"","","",1,"","M",""
384,"Metadata/NPC/League/Synthesis/SynthesisZanaChildTip","Young Zana","Metadata/NPC/NPC","","","Young Zana",0,[],[],26326,"","","",1,"","F",""
385,"Metadata/NPC/League/Synthesis/SynthesisZanaWild","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],-19494,"","","",1,"","F",""
386,"Metadata/NPC/League/Synthesis/SynthesisZanaTip","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",0,[51],[52],10033,"","","",1,"","F",""
387,"Metadata/NPC/League/Synthesis/SynthesisCavasTip","Cavas, Forgotten Spirit","Metadata/NPC/NPC","","","Cavas",0,[],[],-23679,"","","",1,"","M",""
388,"Metadata/Monsters/LegionLeague/LegionKaruiGeneral","Queen Hyrri Ngamaku","Metadata/NPC/NPC","","","Hyrri Ngamaku",0,[],[],-6413,"","","",1,"","F",""
389,"Metadata/Monsters/LegionLeague/LegionEternalEmpireGeneral","General Marceus Lioneye","Metadata/NPC/NPC","","","Marceus Lioneye",0,[],[],-4912,"","","",1,"","M",""
390,"Metadata/Monsters/LegionLeague/LegionMarakethGeneral","Aukuna, the Black Sekhema","Metadata/NPC/NPC","","","Aukuna",0,[],[],-3067,"","","",1,"","F",""
391,"Metadata/Monsters/LegionLeague/LegionMarakethGeneralDismounted","Aukuna, the Black Sekhema","Metadata/NPC/NPC","","","Aukuna",0,[],[],2379,"","","",1,"","F",""
392,"Metadata/Monsters/LegionLeague/LegionTemplarGeneral","Cardinal Sanctus Vox","Metadata/NPC/NPC","","","Sanctus Vox",0,[],[],-6055,"","","",1,"","M",""
393,"Metadata/Monsters/LegionLeague/LegionVaalGeneral","Viper Napuatzi","Metadata/NPC/NPC","","","Viper Napuatzi",0,[],[],11639,"","","",1,"","F",""
394,"Metadata/NPC/Info/CraftingBenchPlaceholder","Crafting Bench","Metadata/NPC/NPC","","","",0,[],[],8647,"","","",1,"","",""
395,"Metadata/NPC/League/Blight/BlightBuilder","Sister Cassia","Metadata/NPC/NPC","","","Cassia",0,[93],[94],30781,"","",1,1,"","F",""
396,"Metadata/Monsters/Masters/BlightBuilderWild","Sister Cassia","Metadata/Monsters/Masters/BlightBuilderWild","","","Cassia",0,[93],[94],2007,"","","",1,"","F",""
397,"Metadata/NPC/League/Blight/BlightBuilderHideout","Sister Cassia","Metadata/NPC/NPC","","","Cassia",0,[93],[94],27459,"","",1,1,"","F",""
398,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPC","","","Tane",0,[95],[96],20466,"","",1,1,"","M",""
399,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHub","","","Tane",0,[95],[96],-26048,398,"","",1,"","M",""
400,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCWild","","","Tane",0,[95],[96],-28166,398,"","",1,"","M",""
401,"Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","Tane Octavius","Metadata/NPC/League/Metamorphosis/MetamorphosisNPCHideout","","","Tane",0,[95],[96],7350,398,"",1,1,"","M",""
402,"Metadata/NPC/League/Harvest/HarvestNPCGardenTutorial","Oshabi","Metadata/NPC/NPC",3062,"","Oshabi",0,[130],[131],-7291,"","",1,1,"","F",""
403,"Metadata/Monsters/AtlasExiles/AtlasExile1","Baran, the Crusader","Metadata/NPC/NPC","","","Baran",0,[],[],-6678,"","","",1,"","M",""
404,"Metadata/Monsters/AtlasExiles/AtlasExile2","Veritania, the Redeemer","Metadata/NPC/NPC","","","Veritania",0,[],[],18316,"","","",1,"","F",""
405,"Metadata/Monsters/AtlasExiles/AtlasExile3","Al-Hezmin, the Hunter","Metadata/NPC/NPC","","","Al-Hezmin",0,[],[],26968,"","","",1,"","M",""
406,"Metadata/Monsters/AtlasExiles/AtlasExile4","Drox, the Warlord","Metadata/NPC/NPC","","","Drox",0,[],[],-31285,"","","",1,"","M",""
407,"Metadata/Monsters/AtlasExiles/AtlasExile5","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],9474,"","","",1,"","M",""
408,"Metadata/NPC/Epilogue/AtlasExile5PortalEscape","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],-9076,"","","",1,"","M",""
409,"Metadata/Monsters/AtlasExiles/AtlasExile5Intruder","Sirus, Awakener of Worlds","Metadata/NPC/NPC","","","Sirus",0,[],[],-13725,"","","",1,"","M",""
410,"Metadata/NPC/Epilogue/Kirac","Commander Kirac","Metadata/NPC/NPC","",6,"Kirac",11,[97],[98],-1117,"",22,1,1,30,"M",""
411,"Metadata/NPC/Epilogue/KiracLab","Commander Kirac","Metadata/NPC/NPC","","","Kirac",11,[97],[98],-15488,"",22,1,1,"","M",""
412,"Metadata/NPC/Epilogue/KiracHideout","Commander Kirac","Metadata/NPC/NPC","",6,"Kirac",0,[97],[98],420,410,22,1,1,30,"M",""
413,"Metadata/Monsters/Masters/Kirac","Commander Kirac","Metadata/Monsters/Masters/Kirac","","","Kirac",11,[97],[98],1065,"",22,1,1,"","M",""
414,"Metadata/Monsters/Masters/KiracReliquary","Commander Kirac","Metadata/Monsters/Masters/KiracReliquary","","","Kirac",11,[97],[98],11541,"",22,1,1,"","M",""
415,"Metadata/NPC/Epilogue/KiracOrionThroneRoom","Officer Kirac","Metadata/NPC/NPC","","","Kirac",11,[97],[98],-31640,"","","",1,"","M",""
416,"Metadata/NPC/Epilogue/ZanaOrionThroneRoom","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],-17995,"","","",1,"","F",""
417,"Metadata/NPC/Epilogue/ZanaOrionPostFight","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",11,[49],[50],-21727,"","","",1,"","F",""
418,"Metadata/NPC/Info/LeagueMetamorph/CrumpledLabNote","Crumpled Note","Metadata/NPC/Info/StoryGlyphBase","","","",0,[],[],31838,"","","",1,"","",""
419,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","","","",0,[],[],-2535,"","","",1,"","",""
420,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","","","",0,[],[],21469,"","","",1,"","",""
421,"Metadata/NPC/Info/GlyphCrusader1","Baran's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-12033,"","","",1,"","",""
422,"Metadata/NPC/Info/GlyphCrusader2","Baran's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-16638,"","","",1,"","",""
423,"Metadata/NPC/Info/GlyphCrusader3","Baran's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-14790,"","","",1,"","",""
424,"Metadata/NPC/Info/GlyphCrusader4","Baran's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],183,"","","",1,"","",""
425,"Metadata/NPC/Info/GlyphEyrie1","Veritania's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],14772,"","","",1,"","",""
426,"Metadata/NPC/Info/GlyphEyrie2","Veritania's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],28831,"","","",1,"","",""
427,"Metadata/NPC/Info/GlyphEyrie3","Veritania's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-22064,"","","",1,"","",""
428,"Metadata/NPC/Info/GlyphEyrie4","Veritania's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-11027,"","","",1,"","",""
429,"Metadata/NPC/Info/GlyphBasilisk1","Al-Hezmin's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],13757,"","","",1,"","",""
430,"Metadata/NPC/Info/GlyphBasilisk2","Al-Hezmin's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-4152,"","","",1,"","",""
431,"Metadata/NPC/Info/GlyphBasilisk3","Al-Hezmin's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],21971,"","","",1,"","",""
432,"Metadata/NPC/Info/GlyphBasilisk4","Al-Hezmin's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-19921,"","","",1,"","",""
433,"Metadata/NPC/Info/GlyphAdjudicator1","Drox's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-2589,"","","",1,"","",""
434,"Metadata/NPC/Info/GlyphAdjudicator2","Drox's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-10930,"","","",1,"","",""
435,"Metadata/NPC/Info/GlyphAdjudicator3","Drox's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],12301,"","","",1,"","",""
436,"Metadata/NPC/Info/GlyphAdjudicator4","Drox's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],23334,"","","",1,"","",""
437,"Metadata/NPC/Info/GlyphSirus1","Sirus' Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],-21380,"","","",1,"","",""
438,"Metadata/NPC/Info/GlyphSirus2","Sirus' Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],18311,"","","",1,"","",""
439,"Metadata/NPC/Info/GlyphSirus3","Sirus' Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],18563,"","","",1,"","",""
440,"Metadata/NPC/Info/GlyphSirus4","Sirus' Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",11,[],[],31949,"","","",1,"","",""
441,"Metadata/NPC/League/Affliction/StrangeVoice","Strange Voice","Metadata/NPC/NPC","","","",0,[],[],-3720,"","","",1,"","M",""
442,"Metadata/NPC/DaughterOfSin","Daughter of Sin","Metadata/NPC/NPC","","","",0,[],[],-22931,"","","",1,"","F",""
443,"Metadata/NPC/Freya","Freya","Metadata/NPC/NPC","","","",0,[],[],18513,"","","",1,"","F",""
444,"Metadata/Monsters/LeagueHarvest/Oshabi/OshabiBoss","Oshabi","Metadata/NPC/NPC","","","Oshabi",0,[],[],440,"","","",1,"","F",""
445,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistFence1","Faustus, the Fence","Metadata/NPC/NPC",3273,"","Faustus",0,[],[],930,"","","",1,"","M",""
446,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistLockPick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",0,[],[],16028,"","","",1,"","M",""
447,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistInterrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",0,[],[],18502,"","","",1,"","M",""
448,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistSoldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",0,[],[],-13626,"","","",1,"","M",""
449,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistHeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",0,[],[],9157,"","","",1,"","M",""
450,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDetector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",0,[],[],1276,"","","",1,"","F",""
451,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDemolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",0,[],[],-9533,"","","",1,"","M",""
452,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistCatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",0,[],[],28924,"","","",1,"","F",""
453,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistIllusionist1_","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",0,[],[],9988,"","","",1,"","F",""
454,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistEngineer1","Isla, the Engineer","Metadata/NPC/NPC","","","Isla",0,[],[],22914,"","","",1,"","F",""
455,"Metadata/NPC/League/Heist/TheBoss","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[101],[102],-11724,"",0,2,1,"","F",""
456,"Metadata/NPC/League/Heist/Fence","Faustus, the Fence","Metadata/NPC/NPC",3273,"","Faustus",0,[123],[124],14052,"",1,2,1,"","M",""
457,"Metadata/NPC/League/Heist/Driver","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",0,[99],[100],29492,"",2,2,1,25,"F",""
458,"Metadata/NPC/League/Heist/Barber","Whakano, the Barber","Metadata/NPC/NPC","","","Whakano",0,[111],[112],26948,"",3,2,1,32,"M",""
459,"Metadata/NPC/League/Heist/Lockpick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",0,[107],[108],22986,"",4,2,1,"","M",""
460,"Metadata/NPC/League/Heist/Interrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",0,[121],[122],19122,"",5,2,1,"","M",""
461,"Metadata/NPC/League/Heist/Soldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",0,[119],[120],-26400,"",6,2,1,"","M",""
462,"Metadata/NPC/League/Heist/HeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",0,[105],[106],-12897,"",7,2,1,"","M",""
463,"Metadata/NPC/League/Heist/Detector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",0,[115],[116],8406,"",8,2,1,"","F",""
464,"Metadata/NPC/League/Heist/Demolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",0,[117],[118],30119,"",9,2,1,"","M",""
465,"Metadata/NPC/League/Heist/CatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",0,[103],[104],10750,"",10,2,1,"","F",""
466,"Metadata/NPC/League/Heist/Illusionist1","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",0,[113],[114],-14944,"",11,2,1,"","F",""
467,"Metadata/NPC/League/Heist/Engineer1","Isla, the Engineer","Metadata/NPC/NPC",3260,"","Isla",0,[109],[110],-6306,"",12,2,1,"","F",""
468,"Metadata/Monsters/LeagueHeist/Boss/VicVox","Vic Vox","Metadata/NPC/NPC","","","Vic",0,[],[],31320,"","","",1,"","M",""
469,"Metadata/Monsters/LeagueHeist/Boss/VinnyVox","Vinny Vox","Metadata/NPC/NPC","","","Vinny",0,[],[],2898,"","","",1,"","M",""
470,"Metadata/Monsters/LeagueHeist/Boss/Jamanra_","Jamanra, The Great","Metadata/NPC/NPC","","","Jamanra",0,[],[],4810,"","","",1,"","M",""
471,"Metadata/Monsters/LeagueHeist/Boss/Danai","Nashta, The Usurper","Metadata/NPC/NPC","","","Nashta",0,[],[],-900,"","","",1,"","F",""
472,"Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnaw","Admiral Darnaw","Metadata/NPC/NPC","","","Darnaw",0,[],[],-687,"","","",1,"","M",""
473,"Metadata/Monsters/LeagueHeist/Boss/Freidrich","Friedrich Tarollo, Slave Merchant","Metadata/NPC/NPC","","","Friedrich",0,[],[],27161,"","","",1,"","M",""
474,"Metadata/NPC/League/Heist/TheBossLioneyes","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[101],[102],1692,"",0,2,1,"","F",""
475,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistAdiyah","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",0,[],[],4017,"","","",1,"","F",""
476,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistKurai","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",0,[],[],14018,"","","",1,"","F",""
477,"Metadata/Monsters/LeagueHeist/Boss/VicVoxMeeting_","Vic Vox","Metadata/NPC/NPC","","","Vic",0,[],[],-25581,"","","",1,"","M",""
478,"Metadata/NPC/League/Heist/TullinaFiance","Julius Farrow","Metadata/NPC/NPC","","","",0,[],[],11980,"","","",1,"","F",""
479,"Metadata/NPC/Act3/Tolman","Tolman","Metadata/NPC/NPC","","","",3,[],[],9309,"","","",1,"","M",""
480,"Metadata/NPC/Act8/Solaris","Solaris","Metadata/NPC/NPC","","","",0,[],[],2599,"","","",1,"","F",""
481,"Metadata/NPC/Act8/Lunarus","Lunaris","Metadata/NPC/NPC","","","",0,[],[],-25134,"","","",1,"","F",""
482,"Metadata/NPC/RiddleQuest","","Metadata/NPC/NPC","","","",0,[],[],-15854,"","","",1,"","",""
483,"Metadata/NPC/League/EndlessDelve/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly","","","Lilly",0,[153],[154],24123,"","","",1,24,"F",""
484,"Metadata/NPC/Epilogue/Envoy","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],27713,"",13,1,1,"","M",""
485,"Metadata/NPC/Epilogue/EnvoyRandom","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],5686,"",13,1,1,"","M",""
486,"Metadata/NPC/Epilogue/EnvoyMaven","The Envoy","Metadata/NPC/NPC",3157,"","",11,[132],[133],18261,"",13,1,1,"","M",""
487,"Metadata/NPC/Epilogue/EnvoyTangle","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],22688,"",13,1,1,"","M",""
488,"Metadata/NPC/Epilogue/EnvoyCleansingFire","The Envoy","Metadata/NPC/NPC","","","",11,[128],[129],-25081,"",13,1,1,"","M",""
489,"Metadata/NPC/Epilogue/EnvoyTangleBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,[128],[129],-31424,"",13,1,1,"","M",""
490,"Metadata/NPC/Epilogue/EnvoyTangleBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss",3158,"","",11,[128],[129],23481,"",13,1,1,"","M",""
491,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",11,[128],[129],-3992,"",13,1,1,"","M",""
492,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss",3159,"","",11,[128],[129],-5638,"",13,1,1,"","M",""
493,"Metadata/NPC/Epilogue/Maven","The Maven","Metadata/NPC/NPC","","","",11,[],[],-15174,"","","",1,"","F",""
494,"Metadata/NPC/Epilogue/MavenInfluenceIntro","The Maven","Metadata/NPC/NPC","","","",11,[],[],-30750,"","","",1,"","F",""
495,"Metadata/NPC/Epilogue/MavenBossObserver","The Maven","Metadata/NPC/NPC","","","",11,[],[],31446,"","","",1,"","F",""
496,"Metadata/Monsters/MavenBoss/TheMaven","The Maven","Metadata/NPC/NPC","","","",11,[],[],4193,"","","",1,"","F",""
497,"Metadata/Monsters/MavenBoss/MavenBrainBoss","The Maven","Metadata/NPC/NPC","","","",11,[],[],10806,"","","",1,"","F",""
498,"Metadata/Monsters/CrimsonPriest","Kadaris, Crimson Mayor","Metadata/NPC/NPC","","","Kadaris",0,[],[],-23586,"","","",1,"","M",""
499,"Metadata/Monsters/Skeletons/Pirate/BrutalPirateLordBoss","Captain Clayborne, The Accursed","Metadata/NPC/NPC","","","Clayborne",0,[],[],22110,"","","",1,"","M",""
500,"Metadata/Monsters/LunarisSolaris/LunarisMap","Khor, Sister of Shadows","Metadata/NPC/NPC","","","Khor",0,[],[],275,"","","",1,"","F",""
501,"Metadata/Monsters/LunarisSolaris/SolarisMap","Ara, Sister of Light","Metadata/NPC/NPC","","","Ara",0,[],[],3432,"","","",1,"","F",""
502,"Metadata/Monsters/DjinnDemon/DjinnDemonMapBoss_","Ormud, Fiend of the Flood","Metadata/NPC/NPC","","","Ormud",0,[],[],15980,"","","",1,"","M",""
503,"Metadata/Monsters/Vilenta/VilentaMap_","Renkarr, The Kiln Keeper","Metadata/NPC/NPC","","","Renkarr",0,[],[],3147,"","","",1,"","F",""
504,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss","Ciergan, Shadow Alchemist","Metadata/NPC/NPC","","","Ciergan",0,[],[],30691,"","","",1,"","M",""
505,"Metadata/NPC/League/Ultimatum/UltimatumNPC","The Trialmaster","Metadata/NPC/NPC","","","The Trialmaster",0,[134],"[135,136]",-14822,"",14,1,1,"","M",""
506,"Metadata/NPC/League/Ultimatum/UltimatumNPCPostFight","The Trialmaster","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene","","","The Trialmaster",0,[134],[135],-8977,"",14,1,1,"","M",""
507,"Metadata/Monsters/LeagueDelve/VaalCityBoss","Ahuatotli, the Blind","Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","","","Ahuatotli",0,[],[],27232,"","","",1,"","M",""
508,"Metadata/Monsters/LeagueDelve/ProtoVaalCityBoss","Aul, the Crystal King","Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","","","Aul",0,[],[],11813,"","","",1,"","M",""
509,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","The Trialmaster","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","","","The Trialmaster",0,[],[],-9887,"","","",1,"","M",""
510,"Metadata/NPC/Hasina","Hasina","Metadata/NPC/NPC","","","",0,[],[],11914,"","","",1,"","F",""
511,"Metadata/NPC/League/Expedition/Saga","Dannig, Warrior Skald","Metadata/NPC/NPC",2410,"","Dannig",0,[137],[138],-17432,"",16,3,1,29,"M",""
512,"Metadata/NPC/League/Expedition/Gambler","Gwennen, the Gambler","Metadata/NPC/NPC",2407,"","Gwennen",0,[145],[146],5530,"",17,3,1,27,"F",""
513,"Metadata/NPC/League/Expedition/Haggler","Tujen, the Haggler","Metadata/NPC/NPC",2408,"","Tujen",0,[143],[144],-17317,"",18,3,1,28,"M",""
514,"Metadata/NPC/League/Expedition/Dealer","Rog, the Dealer","Metadata/NPC/NPC",2409,"","Rog",0,[140],[141],23173,"",19,3,1,26,"M",""
