"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool"
6623,"Metadata/Items/Gems/SkillGemDamageInfusion",18,1,1,"Damage Infusion","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],38,0,8919,-650418475,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6624,"Metadata/Items/Gems/SkillGemBloodRage",18,1,1,"Blood Rage","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,8920,815075007,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6625,"Metadata/Items/Gems/SkillGemIcefire",18,1,1,"Icefire","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],38,0,8921,-1509277672,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6626,"Metadata/Items/Gems/SkillGemIgnite",18,1,1,"Ignite","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],38,0,8921,1757033866,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6627,"Metadata/Items/Gems/SkillGemRighteousFire",18,1,1,"Righteous Fire","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,8922,1102292013,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6628,"Metadata/Items/Gems/SkillGemFireWeapon",18,1,1,"Fire Weapon","Metadata/Items/Gems/ActiveSkillGem",14,"",[],1,"",[],38,0,8923,405624599,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6629,"Metadata/Items/Gems/SkillGemDischarge",18,1,1,"Discharge","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,8924,-1817624335,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6630,"Metadata/Items/Gems/SkillGemPortal",18,1,1,"Portal","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[167],38,1,8925,1278406382,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6631,"Metadata/Items/Gems/SupportGemReducedMana",19,1,1,"Inspiration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,8926,282207976,[],"","","",[],[],"","","","","","","",[],[],"",""
6632,"Metadata/Items/Gems/SupportGemIncreasedCriticalStrikes",19,1,1,"Increased Critical Strikes Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,8927,-896806134,[],"","","",[],[],"","","","","","","",[],[],"",""
6633,"Metadata/Items/Gems/SupportGemIncreasedCriticalDamage",19,1,1,"Increased Critical Damage Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,8928,191534163,[],"","","",[],[],"","","","","","","",[],[],"",""
6634,"Metadata/Items/Gems/SupportGemKnockback",19,1,1,"Knockback Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,8929,2003102433,[],"","","",[],[],"","","","","","","",[],[],"",""
6635,"Metadata/Items/Gems/SupportGemLifeLeech",19,1,1,"Life Leech Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,8930,-1483752359,[],"","","",[],[],"","","","","","","",[],[],"",""
6636,"Metadata/Items/Gems/SupportGemManaLeech",19,1,1,"Mana Leech Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,8931,1236685577,[],"","","",[],[],"","","","","","","",[],[],"",""
6637,"Metadata/Items/Gems/SupportGemAddedChaosDamage",19,1,1,"Added Chaos Damage Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,8932,1826945816,[],"","","",[],[],"","","","","","","",[],[],"",""
6638,"Metadata/Items/Gems/SkillGemRiptide",18,1,1,"Riptide","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,0,8936,-658046603,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6639,"Metadata/Items/Gems/SkillGemBackstab",18,1,1,"Backstab","Metadata/Items/Gems/ActiveSkillGem",1,"",[],1,"",[],38,0,8933,266269525,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6640,"Metadata/Items/Gems/SkillGemFlickerStrike",18,1,1,"Flicker Strike","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],38,1,8934,773581517,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6641,"Metadata/Items/Gems/SkillGemSpark",18,1,1,"Spark","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,8936,-1878194376,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6642,"Metadata/Items/Gems/SupportGemStun",19,1,1,"Stun Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,8937,-916567998,[],"","","",[],[],"","","","","","","",[],[],"",""
6643,"Metadata/Items/Gems/SkillGemIceSpear",18,1,1,"Ice Spear","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,8938,879023255,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6644,"Metadata/Items/Gems/SupportGemPierce",19,1,1,"Pierce Support","Metadata/Items/Gems/SupportSkillGem",5,"",[],1,"","[300,301]",38,1,8939,-278410088,[],"","","",[],[],"","","","","","","",[],[],"",""
6645,"Metadata/Items/Gems/SupportGemTrap",19,1,1,"Trap Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,8940,865602902,[],"","","",[],[],"","","","","","","",[],[],"",""
6646,"Metadata/Items/Gems/SkillGemRaiseSpectre",18,1,1,"Raise Spectre","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,8941,-1652774927,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6647,"Metadata/Items/Gems/SkillGemInfernalBlow",18,1,1,"Infernal Blow","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"","[300,301]",38,1,8942,-1010631190,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6648,"Metadata/Items/Gems/SkillGemGlacialHammer",18,1,1,"Glacial Hammer","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,8943,617845424,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6649,"Metadata/Items/Gems/SkillGemFrostWall",18,1,1,"Frost Wall","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,8944,-1166507702,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6650,"Metadata/Items/Gems/SkillGemFreezingPulse",18,1,1,"Freezing Pulse","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,8945,-1558174754,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6651,"Metadata/Items/Gems/SkillGemShockNova",18,1,1,"Shock Nova","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,8946,868566376,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6652,"Metadata/Items/Gems/SkillGemNewShockNova",18,1,1,"New Shock Nova","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,0,8946,1294723236,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6653,"Metadata/Items/Gems/SkillGemViperStrike",18,1,1,"Viper Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,8947,-781791514,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6654,"Metadata/Items/Gems/SkillGemNewPhaseRun",18,1,1,"Phase Run","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],38,0,8948,584783701,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6655,"Metadata/Items/Gems/SkillGemPhaseRun",18,1,1,"Phase Run","Metadata/Items/Gems/ActiveSkillGem",34,"",[],1,"",[],38,1,8948,211761901,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6656,"Metadata/Items/Gems/SupportGemMeleePhysicalDamage",19,1,1,"Melee Physical Damage Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,8949,-668720944,[],"","","",[],[],"","","","","","","",[],[],"",""
6657,"Metadata/Items/Gems/SupportGemItemQuantity",19,1,1,"Item Quantity Support","Metadata/Items/Gems/SupportSkillGem",24,"",[],1,"",[],38,0,8950,-701546538,[],"","","",[],[],"","","","","","","",[],[],"",""
6658,"Metadata/Items/Gems/SupportGemItemRarity",19,1,1,"Item Rarity Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,8951,1787283513,[],"","","",[],[],"","","","","","","",[],[],"",""
6659,"Metadata/Items/Gems/SupportGemFasterCast",19,1,1,"Faster Casting Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,8952,1255849548,[],"","","",[],[],"","","","","","","",[],[],"",""
6660,"Metadata/Items/Gems/SkillGemExplosiveArrow",18,1,1,"Explosive Arrow","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,8953,1108527989,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6661,"Metadata/Items/Gems/SkillGemTemporalChains",18,1,1,"Temporal Chains","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8954,505190680,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6662,"Metadata/Items/Gems/SkillGemElementalWeakness",18,1,1,"Elemental Weakness","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8955,-1906058393,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6663,"Metadata/Items/Gems/SkillGemWarlordsMark",18,1,1,"Warlord's Mark","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,8956,-2104144072,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6664,"Metadata/Items/Gems/SkillGemPunishment",18,1,1,"Punishment","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8957,317574570,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6665,"Metadata/Items/Gems/SkillGemNewPunishment",18,1,1,"NewPunishment","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,0,8957,1403451098,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6666,"Metadata/Items/Gems/SkillGemEnfeeble",18,1,1,"Enfeeble","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8958,-1068814846,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6667,"Metadata/Items/Gems/SkillGemCriticalWeakness",18,1,1,"Assassin's Mark","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,8959,958476920,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6668,"Metadata/Items/Gems/SkillGemProjectileWeakness",18,1,1,"Sniper's Mark","Metadata/Items/Gems/ActiveSkillGem",4,"",[],1,"",[],38,1,8960,507775891,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6669,"Metadata/Items/Gems/SkillGemVulnerability",18,1,1,"Despair","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,9520,-1076010191,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6670,"Metadata/Items/Gems/SkillGemLightningWarp",18,1,1,"Lightning Warp","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],38,1,8962,-1787957580,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6671,"Metadata/Items/Gems/SkillGemSummonSkeletons",18,1,1,"Summon Skeletons","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],38,1,8963,1231862070,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6672,"Metadata/Items/Gems/SkillGemSummonSkeletonsChannelled",18,1,1,"Summon Skeletons Channelled","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],38,0,8963,-1286386821,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6673,"Metadata/Items/Gems/SkillGemRiposte",18,1,1,"Glacial Shield Swipe","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9123,-1083900797,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6674,"Metadata/Items/Gems/SkillGemVengeance",18,1,1,"Crushing Fist","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9125,-759882649,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6675,"Metadata/Items/Gems/SkillGemReckoning",18,1,1,"Swordstorm","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9124,1284388492,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6676,"Metadata/Items/Gems/SkillGemEviscerate",18,1,1,"Eviscerate","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9128,1871559666,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6677,"Metadata/Items/Gems/SkillGemDivineRetribution",18,1,1,"Divine Retribution","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9126,-1722005511,[],"","","",[],[],"","","","","","","",[],[],"",""
6678,"Metadata/Items/Gems/SkillGemVengefulCry",18,1,1,"Vengeful Cry","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,9127,1730050677,[],"","","",[],[],"","","","","","","",[],[],"",""
6679,"Metadata/Items/Gems/SkillGemHeavyStrike",18,1,1,"Heavy Strike","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,8964,-1936054028,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6680,"Metadata/Items/Gems/SkillGemDominatingBlow",18,1,1,"Dominating Blow","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,8965,2062977537,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6681,"Metadata/Items/Gems/SkillGemRainOfArrows",18,1,1,"Rain of Arrows","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,8967,-625760918,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6682,"Metadata/Items/Gems/SupportGemConcentratedEffect",19,1,1,"Concentrated Effect Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,8968,-1723087139,[],"","","",[],[],"","","","","","","",[],[],"",""
6683,"Metadata/Items/Gems/SupportGemMinionDamage",19,1,1,"Minion Damage Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,8969,344293939,[],"","","",[],[],"","","","","","","",[],[],"",""
6684,"Metadata/Items/Gems/SupportGemIncreasedDuration",19,1,1,"More Duration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,8970,48249346,[],"","","",[],[],"","","","","","","",[],[],"",""
6685,"Metadata/Items/Gems/SupportGemColdToFire",19,1,1,"Cold to Fire Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,8971,-304953383,[],"","","",[],[],"","","","","","","",[],[],"",""
6686,"Metadata/Items/Gems/SupportGemChanceToIgnite",19,1,1,"Combustion Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,8972,-806118763,[],"","","",[],[],"","","","","","","",[],[],"",""
6687,"Metadata/Items/Gems/SupportGemMinionSpeed",19,1,1,"Minion Speed Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,8973,695144847,[],"","","",[],[],"","","","","","","",[],[],"",""
6688,"Metadata/Items/Gems/SupportGemMinionLife",19,1,1,"Minion Life Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,8974,1181489488,[],"","","",[],[],"","","","","","","",[],[],"",""
6689,"Metadata/Items/Gems/SupportGemWeaponElementalDamage",19,1,1,"Elemental Damage with Attacks Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,8975,638399684,[],"","","",[],[],"","","","","","","",[],[],"",""
6690,"Metadata/Items/Gems/SupportGemBloodlust",19,1,1,"Bloodlust Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9137,2069099215,[],"","","",[],[],"","","","","","","",[],[],"",""
6691,"Metadata/Items/Gems/SupportGemLifeGainOnHit",19,1,1,"Life Gain on Hit Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,8976,763543857,[],"","","",[],[],"","","","","","","",[],[],"",""
6692,"Metadata/Items/Gems/SkillGemFirestorm",18,1,1,"Firestorm","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,8977,1881441534,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6693,"Metadata/Items/Gems/SkillGemLightningStrike",18,1,1,"Lightning Strike","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,8979,-452350841,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6694,"Metadata/Items/Gems/SkillGemTempestShield",18,1,1,"Tempest Shield","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,8980,2009865380,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6695,"Metadata/Items/Gems/SkillGemMoltenShell",18,1,1,"Molten Shell","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,8981,-476892377,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6696,"Metadata/Items/Gems/SkillGemPowerSiphon",18,1,1,"Power Siphon","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,8982,1433614362,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6697,"Metadata/Items/Gems/SkillGemPuncture",18,1,1,"Puncture","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,8983,225483396,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6698,"Metadata/Items/Gems/SkillGemLightningArrow",18,1,1,"Lightning Arrow","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,8984,409249884,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6699,"Metadata/Items/Gems/SkillGemArc",18,1,1,"Arc","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,8986,145505486,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6700,"Metadata/Items/Gems/SkillGemHaste",18,1,1,"Haste","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8987,135101181,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6701,"Metadata/Items/Gems/SkillGemPurity",18,1,1,"Purity of Elements","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8988,-41339104,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6702,"Metadata/Items/Gems/SkillGemVitality",18,1,1,"Vitality","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],38,1,8989,465890946,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6703,"Metadata/Items/Gems/SkillGemDiscipline",18,1,1,"Discipline","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8990,808462386,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6704,"Metadata/Items/Gems/SkillGemGrace",18,1,1,"Grace","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8991,1213024779,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6705,"Metadata/Items/Gems/SkillGemDetermination",18,1,1,"Determination","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8992,-309896541,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6706,"Metadata/Items/Gems/SkillGemAnger",18,1,1,"Anger","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8993,-620170849,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6707,"Metadata/Items/Gems/SkillGemHatred",18,1,1,"Hatred","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8994,877526456,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6708,"Metadata/Items/Gems/SkillGemWrath",18,1,1,"Wrath","Metadata/Items/Gems/ActiveSkillGem",24,"",[],1,"",[],38,1,8995,1850991442,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6709,"Metadata/Items/Gems/SkillGemBurningArrow",18,1,1,"Burning Arrow","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,8996,400559371,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6710,"Metadata/Items/Gems/SupportGemElementalProliferation",19,1,1,"Elemental Proliferation Support","Metadata/Items/Gems/SupportSkillGem",5,"",[],1,"","[300,301]",38,1,8997,1666671509,[],"","","",[],[],"","","","","","","",[],[],"",""
6711,"Metadata/Items/Gems/SupportGemBloodMagic",19,1,1,"Arrogance Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,8998,-265123344,[],"","","",[],[],"","","","","","","",[],[],"",""
6712,"Metadata/Items/Gems/SkillGemClarity",18,1,1,"Clarity","Metadata/Items/Gems/ActiveSkillGem",10,"",[],1,"",[],38,1,8999,-810692912,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6713,"Metadata/Items/Gems/SupportGemCastLinkedCursesOnCurse",19,1,1,"WIP Support","Metadata/Items/Gems/SupportSkillGem",1,"",[],1,"",[],38,0,8997,54803656,[],"","","",[],[],"","","","","","","",[],[],"",""
6714,"Metadata/Items/Gems/SupportGemCullingStrike",19,1,1,"Culling Strike Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9001,-948099958,[],"","","",[],[],"","","","","","","",[],[],"",""
6715,"Metadata/Items/Gems/SupportGemPointBlank",19,1,1,"Point Blank Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9002,910857224,[],"","","",[],[],"","","","","","","",[],[],"",""
6716,"Metadata/Items/Gems/SupportGemIronGrip",19,1,1,"Iron Grip Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9003,1332031472,[],"","","",[],[],"","","","","","","",[],[],"",""
6717,"Metadata/Items/Gems/SupportGemIronWill",19,1,1,"Iron Will Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9004,-921112832,[],"","","",[],[],"","","","","","","",[],[],"",""
6718,"Metadata/Items/Gems/SupportGemMeleeDamageOnFullLife",19,1,1,"Damage on Full Life Support","Metadata/Items/Gems/SupportSkillGem",18,"",[],1,"",[],38,1,9005,-1573741506,[],"","","",[],[],"","","","","","","",[],[],"",""
6719,"Metadata/Items/Gems/SupportGemSpellTotem",19,1,1,"Spell Totem Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,9006,1342846117,[],"","","",[],[],"","","","","","","",[],[],"",""
6720,"Metadata/Items/Gems/SupportGemRemoteMine",19,1,1,"Blastchain Mine Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,9007,1874477201,[],"","","",[],[],"","","","","","","",[],[],"",""
6721,"Metadata/Items/Gems/SkillGemShockwaveTotem",18,1,1,"Shockwave Totem","Metadata/Items/Gems/ActiveSkillGem",28,"",[],1,"",[],38,1,9009,1169161186,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6722,"Metadata/Items/Gems/SkillGemRejuvenationTotem",18,1,1,"Rejuvenation Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9010,134836667,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6723,"Metadata/Items/Gems/SkillGemFreezeMine",18,1,1,"Icicle Mine","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9233,72254407,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6724,"Metadata/Items/Gems/SkillGemConversionTrap",18,1,1,"Conversion Trap","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9013,-1092642129,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6725,"Metadata/Items/Gems/SkillGemBearTrap",18,1,1,"Bear Trap","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9014,-472636035,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6726,"Metadata/Items/Gems/SupportGemChanceToFlee",19,1,1,"Chance to Flee Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[],38,1,9015,-1662185157,[],"","","",[],[],"","","","","","","",[],[],"",""
6727,"Metadata/Items/Gems/SkillGemFireTrap",18,1,1,"Fire Trap","Metadata/Items/Gems/ActiveSkillGem",12,"",[],1,"",[],38,1,9016,-1416750831,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6728,"Metadata/Items/Gems/SkillGemDecoyTotem",18,1,1,"Decoy Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9017,-41584700,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6729,"Metadata/Items/Gems/SkillGemDevouringTotem",18,1,1,"Devouring Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9018,-1571637849,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6730,"Metadata/Items/Gems/SkillGemEtherealKnives",18,1,1,"Ethereal Knives","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"","[300,301]",38,1,9019,470354415,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6731,"Metadata/Items/Gems/SkillGemNewArcticArmour",18,1,1,"Arctic Armour","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,0,9020,-860214424,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6732,"Metadata/Items/Gems/SkillGemArcticArmour",18,1,1,"Arctic Armour","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[],38,1,9020,-539797454,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6733,"Metadata/Items/Gems/SkillGemVaalArcticArmour",18,1,1,"Vaal Arctic Armour","Metadata/Items/Gems/ActiveSkillGem",16,"",[],1,"",[698],38,1,9021,2062609148,[],"","","",[],[],"","","","","","","",[],[],"",""
6734,"Metadata/Items/Gems/SkillGemFlameTotem",18,1,1,"Holy Flame Totem","Metadata/Items/Gems/ActiveSkillGem",5,"",[],1,"",[301],38,1,9022,872588206,[8659],"","","",[],[],"","","","","","","",[],[],"",""
6735,"Metadata/Items/Gems/SupportGemBlind",19,1,1,"Blind Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,9023,1221753837,[],"","","",[],[],"","","","","","","",[],[],"",""
6736,"Metadata/Items/Gems/SupportGemRangedAttackTotem",19,1,1,"Ballista Totem Support","Metadata/Items/Gems/SupportSkillGem",8,"",[],1,"",[301],38,1,9024,379055421,[],"","","",[],[],"","","","","","","",[],[],"",""
6737,"Metadata/Items/Gems/SupportGemFirePenetration",19,1,1,"Fire Penetration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9025,-918570335,[],"","","",[],[],"","","","","","","",[],[],"",""
6738,"Metadata/Items/Gems/SupportGemColdPenetration",19,1,1,"Cold Penetration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9026,1660360583,[],"","","",[],[],"","","","","","","",[],[],"",""
6739,"Metadata/Items/Gems/SupportGemLightningPenetration",19,1,1,"Lightning Penetration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[],38,1,9027,-1046210064,[],"","","",[],[],"","","","","","","",[],[],"",""
6740,"Metadata/Items/Gems/SupportGemElementalPenetration",19,1,1,"Elemental Penetration Support","Metadata/Items/Gems/SupportSkillGem",31,"",[],1,"",[33],38,1,9028,-32425039,[],"","","",[],[],"","","","","","","",[],[],"",""
