"rownum","Id","IsSupport","AllowedActiveSkillTypes","SupportGemLetter","Attribute","AddedActiveSkillTypes","ExcludedActiveSkillTypes","SupportsGemsOnly","i32_70","[i32]_74","CannotBeSupported","i32_91","CastTime","ActiveSkill","IgnoreMinionTypes","bool_116","AddedMinionActiveSkillTypes","Animation","MultiPartAchievement","bool_165","SupportWeaponRestrictions","RegularVariant","i32_190","i32_194","i32_198","bool_202","StatSet","[rid]_219"
4884,"MalachaiTeleportSlam","",[],"",4,[],[],"",0,[],"",2,2000,610,"","",[],"","","",[],"",0,0,0,"",4879,[]
4885,"MalachaiShadowBarrage","",[],"",4,[],[],"",0,[],"",2,2000,611,"","",[],"","","",[],"",0,0,0,"",4880,[]
4886,"MalachaiTeleport","",[],"",4,[],[],"",0,[],"",2,1000,612,"","",[],"","","",[],"",0,0,0,"",4881,[]
4887,"ShavronneLightningThorns","",[],"",4,[],[],"",0,[],"",2,1000,613,"","",[],"","","",[],"",0,1,0,"",4882,[]
4888,"VigilantStrikeMercenary","","[19,0]","",1,[],[],"",0,[],"",2,1000,614,"","",[],51,"","",[],"",0,0,0,"",4883,[]
4889,"VigilantStrike","","[19,0]","",1,[],[],"",1038306992,[],"",2,1000,614,"","",[],51,"","",[],"",0,0,0,"",4884,[]
4890,"VigilantStrikeAltX","","[19,0]","",1,[],[],"",-1323377937,[],"",2,1000,615,"","",[],51,"","",[],"",0,0,0,"",4885,[]
4891,"VigilantStrikeAltY","","[19,0]","",1,[],[],"",-54769777,[],"",2,1000,616,"","",[],51,"","",[],"",0,0,0,"",4886,[]
4892,"SupportFortify",1,[19],"O",1,[],[36],"",-751502925,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",4887,[]
4893,"SupportFortifyRoyale",1,[19],"O",1,[],[36],"",1810213806,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",4888,[]
4894,"IceElementalSpearSummoned","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4889,[]
4895,"IceElementalSpearSummonedDeathNova","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4890,[]
4896,"IceElementalSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4891,[]
4897,"IzaroIceElementalSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4892,[]
4898,"MonsterSwordElementalSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4893,[]
4899,"IceElementalMapBossSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4894,[]
4900,"WbIceElementalSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4895,[]
4901,"TempestIceElementalSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4896,[]
4902,"IceElementalSpearRepeated","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4897,[]
4903,"ObsidianGolemSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4898,[]
4904,"KaomFireChasm","",[],"",4,[],[],"",0,[],"",2,1000,618,"","",[],"","","",[],"",0,0,0,"",4899,[]
4905,"FireChasm","",[],"",4,[],[],"",-836010823,[],"",2,1000,1122,"","",[],"","","",[],"",0,0,0,"",4900,[]
4906,"IcestormMercenary","",[],"",3,[],[],"",0,[],"",2,750,209,"","",[],33,"","",[],"",2,4,0,"",4901,[]
4907,"Icestorm","",[],"",3,[],[],"",-342265041,[],"",2,750,209,"","",[],33,"","",[],"",2,4,0,"",4902,[]
4908,"KaomVolcanoMortar","",[],"",4,[],[],"",0,[],"",2,200,619,"","",[],"","","",[],"",0,0,0,"",4903,[]
4909,"KaomVolcanoMortarElder","",[],"",4,[],[],"",0,[],"",2,200,619,"","",[],"","","",[],"",0,0,0,"",4904,[]
4910,"KaomVolcanoMortar2","",[],"",4,[],[],"",0,[],"",2,200,619,"","",[],"","","",[],"",0,0,0,"",4905,[]
4911,"ChargedBeamTotemSuicideExplosionSelf","",[],"",3,[],[],"",0,[],"",2,1000,282,"","",[],"","","",[],"",0,3,0,"",4906,[]
4912,"FrostBladesMercenary","",[],"",2,[],[],"",0,[],"",2,1000,620,"","",[],"","","",[],"",0,0,0,"",4907,[]
4913,"FrostBlades","",[],"",2,[],[],"",-1134184040,[],"",2,1000,620,"","",[],"","","",[],"",0,0,0,"",4908,[]
4914,"FrostBladesAltX","",[],"",2,[],[],"",1321096071,[],"",2,1000,621,"","",[],"","","",[],"",1,0,0,"",4909,[]
4915,"FrostBladesAltY","",[],"",2,[],[],"",-2019442381,[],"",2,1000,622,"","",[],"","","",[],"",0,0,0,"",4910,[]
4916,"FrostBladesRoyale","",[],"",2,[],[],"",-891915901,[],"",2,1000,620,"","",[],"","","",[],"",0,0,0,"",4911,[]
4917,"BreachFrostBlades","",[],"",2,[],[],"",0,[],"",2,1000,620,"","",[],1,"","",[],"",0,0,0,"",4912,[]
4918,"BreachBossFrostBlades","",[],"",2,[],[],"",0,[],"",2,1000,620,"","",[],1,"","",[],"",0,0,0,"",4913,[]
4919,"WbFrostBlades","",[],"",2,[],[],"",0,[],"",2,1000,620,"","",[],1,"","",[],"",0,0,0,"",4914,[]
4920,"SkeletonFrostBlades","",[],"",2,[],[],"",0,[],"",2,1000,620,"","",[],1,"","",[],"",0,0,0,"",4915,[]
4921,"DoedreDodgeLeft","",[],"",4,[],[],"",0,[],"",2,1000,528,"","",[],"","","",[],"",0,0,0,"",4916,[]
4922,"DoedreDodgeRight","",[],"",4,[],[],"",0,[],"",2,1000,528,"","",[],"","","",[],"",0,0,0,"",4917,[]
4923,"DoedreDodgeBack","",[],"",4,[],[],"",0,[],"",2,1000,528,"","",[],"","","",[],"",0,0,0,"",4918,[]
4924,"FireElementalConeSummoned","",[],"",3,[],[],"",0,[],"",2,935,623,"","",[],"","","",[],"",0,0,0,"",4919,[]
4925,"FireElementalCone","",[],"",3,[],[],"",0,[],"",2,935,623,"","",[],"","","",[],"",0,0,0,"",4920,[]
4926,"FireElementalConeMaps","",[],"",3,[],[],"",0,[],"",2,935,623,"","",[],"","","",[],"",0,0,0,"",4921,[]
4927,"IzaroFireElementalCone","",[],"",3,[],[],"",0,[],"",2,935,623,"","",[],"","","",[],"",0,0,0,"",4922,[]
4928,"WbFireElementalCone","",[],"",3,[],[],"",0,[],"",2,935,623,"","",[],"","","",[],"",0,0,0,"",4923,[]
4929,"TempestFireElementalCone","",[],"",3,[],[],"",0,[],"",2,935,623,"","",[],"","","",[],"",0,0,0,"",4924,[]
4930,"PuiTotemIceElementalSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4925,[]
4931,"PuiTotemMapBossIceElementalSpear","",[],"",3,[],[],"",0,[],"",2,1000,617,"","",[],"","","",[],"",0,0,0,"",4926,[]
4932,"StatueDodgeBack","",[],"",4,[],[],"",0,[],"",2,1000,528,"","",[],"","","",[],"",0,0,0,"",4927,[]
4933,"ShavronneTeleport","",[],"",4,[],[],"",0,[],"",2,1000,625,"","",[],"","","",[],"",0,0,0,"",4928,[]
4934,"ShavronneTeleportTower","",[],"",4,[],[],"",0,[],"",2,2000,625,"","",[],"","","",[],"",0,0,0,"",4929,[]
4935,"ShavronneNoTeleportTower","",[],"",4,[],[],"",0,[],"",2,2000,625,"","",[],"","","",[],"",0,0,0,"",4930,[]
4936,"ShavronneTeleportUnholyTrio","",[],"",4,[],[],"",0,[],"",2,900,625,"","",[],"","","",[],"",0,0,0,"",4931,[]
4937,"FireElementalMortarSummoned","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",3,0,0,"",4932,[]
4938,"FireElementalMortar","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",3,0,0,"",4933,[]
4939,"FireElementalMortarMaps","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",3,0,0,"",4934,[]
4940,"FireElementalMultiMortar","",[],"",4,[],[],"",0,[],"",2,1200,532,"","",[],"","","",[],"",3,0,0,"",4935,[]
4941,"IzaroFireElementalMortar","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",3,0,0,"",4936,[]
4942,"TempestFireElementalMortar","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",3,0,0,"",4937,[]
4943,"DaressoReave","",[],"",4,[],[],"",0,[],"",2,1000,626,"","",[],"","","",[],"",0,0,0,"",4938,[]
4944,"EmptyActionAttackDaressoReave","",[],"",4,[],[],"",0,[],"",2,4000,1284,"","",[],9,"","",[],"",0,0,0,"",4939,[]
4945,"DaressoReaveGeometryAttack1","",[],"",4,[],[],"",0,[],"",2,1000,1234,"","",[],"","","",[],"",401,0,0,"",4940,[]
4946,"DaressoReaveGeometryAttack2","",[],"",4,[],[],"",0,[],"",2,1000,1234,"","",[],"","","",[],"",402,0,0,"",4941,[]
4947,"DaressoReaveGeometryAttack3","",[],"",4,[],[],"",0,[],"",2,1000,1234,"","",[],"","","",[],"",403,0,0,"",4942,[]
4948,"DaressoReaveGeometryAttack4","",[],"",4,[],[],"",0,[],"",2,1000,1234,"","",[],"","","",[],"",404,0,0,"",4943,[]
4949,"DaressoCharge","",[],"",4,[],[],"",0,[],"",2,1000,628,"","",[],"","","",[],"",0,0,0,"",4944,[]
4950,"WbFireLeader1Wait","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4945,[]
4951,"WbFireElite4Wait","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4946,[]
4952,"WbColdLeaderWait","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4947,[]
4953,"WbLightningLeaderWait","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4948,[]
4954,"BloodWormWait","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4949,[]
4955,"PerandusWait","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4950,[]
4956,"EssenceBallLightningDaemonWait","",[],"",4,[],[],"",0,[],"",2,200,594,"","",[],"","","",[],"",0,0,0,"",4951,[]
4957,"MaligaroDesecrate","",[],"",2,[],[],"",0,[],"",2,1000,419,"","",[],"","","",[],"",0,0,0,"",4952,[]
4958,"MaligaroDesecrateUber","",[],"",2,[],[],"",0,[],"",2,1000,419,"","",[],"","","",[],"",0,0,0,"",4953,[]
4959,"MaligaroDesecrateWait","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4954,[]
4960,"MaligaroDesecrateWait2","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4955,[]
4961,"TukohamaPuiTotemWait","",[],"",4,[],[],"",0,[],"",2,1000,594,"","",[],"","","",[],"",0,0,0,"",4956,[]
4962,"ArenaZombieDesecrateDaemon","",[],"",2,[],[],"",0,[],"",2,1000,419,"","",[],"","","",[],"",0,0,0,"",4957,[]
4963,"MaligaroVaalDetonateDead","",[],"",2,[],[],"",0,[],"",2,800,62,"","",[],"","","",[],"",0,0,0,"",4958,[]
4964,"SupportIceBite",1,"[6,0]","K",2,[],"[32,35,25]","",-1885333383,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",4959,[]
4965,"SupportHypothermia",1,"[6,0,34]","D",2,[],[],"",1214076534,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",4960,[]
4966,"SupportInnervate",1,"[6,0]","K",3,[8],"[32,35,25]","",1994599451,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",4961,[]
4967,"CurseConsume","",[],"",4,[],[],"",0,[],"",2,1670,630,"","",[],"","","",[],"",0,1,0,"",4962,[]
4968,"RollingMagmaMercenary","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4963,[]
4969,"RollingMagma","",[],"",3,[],[],"",1605470317,[],"",2,700,631,"","",[],"","","",[],"",3,0,0,"",4964,[]
4970,"RollingMagmaAltX","",[],"",3,[],[],"",2090722718,[],"",2,700,632,"","",[],"","","",[],"",3,0,0,"",4965,[]
4971,"RollingMagmaAltY","",[],"",3,[],[],"",1458416106,[],"",2,700,633,"","",[],"","","",[],"",3,0,0,"",4966,[]
4972,"RollingMagmaRoyale","",[],"",3,[],[],"",-287158025,[],"",2,700,631,"","",[],"","","",[],"",3,0,0,"",4967,[]
4973,"WbFireMortar","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4968,[]
4974,"AvatarFireMortar","",[],"",3,[],[],"",0,[],"",2,1000,631,"","",[],"","","",[],"",1,6,0,"",4969,[]
4975,"AvatarFireMortarAtlas","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",1,6,0,"",4970,[]
4976,"MagmaOrbBootleggerDaemon","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,1,0,"",4971,[]
4977,"AxisBossMagmaOrb","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4972,[]
4978,"LabyrinthSpiritMortar","",[],"",3,[],[],"",0,[],"",2,1000,785,"","",[],"","","",[],"",0,0,0,"",4973,[]
4979,"LabyrinthSpiritMortarMap","",[],"",3,[],[],"",0,[],"",2,1000,785,"","",[],"","","",[],"",0,0,0,"",4974,[]
4980,"AzmeriGoddessSpiritMortar","",[],"",3,[],[],"",0,[],"",2,1000,785,"","",[],"","","",[],"",0,0,0,"",4975,[]
4981,"FigureheadSpiritMortar","",[],"",3,[],[],"",0,[],"",2,1000,785,"","",[],"","","",[],"",0,0,0,"",4976,[]
4982,"FireMortarBossSideArea","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4977,[]
4983,"WbFireMortarNova","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4978,[]
4984,"IzaroDaemonMoltenMortar","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4979,[]
4985,"GoatmanFireMagmaOrb","",[],"",3,[],[],"",0,[],"",2,1330,631,"","",[],"","","",[],"",0,0,0,"",4980,[]
4986,"GoatmanFireMagmaOrbBlight","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4981,[]
4987,"MotherOfFlamesMagmaOrb","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,5,0,"",4982,[]
4988,"LegionMotherOfFlamesMagmaOrb","",[],"",3,[],[],"",0,[],"",2,1000,631,"","",[],"","","",[],"",0,5,0,"",4983,[]
4989,"LegionMotherOfFlamesMagmaOrbSpectre","",[],"",3,[],[],"",0,[],"",2,1000,631,"","",[],"","","",[],"",0,5,0,"",4984,[]
4990,"MotherOfFlamesMagmaOrb2","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4985,[]
4991,"MotherOfFlamesMagmaOrb3","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4986,[]
4992,"MotherOfFlamesMagmaOrbBlight","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,5,0,"",4987,[]
4993,"RaisedSkeletonCasterBelfryMagmaOrb","",[],"",3,[],[],"",0,[],"",2,1170,631,"","",[],"","","",[],"",0,11,0,"",4988,[]
4994,"GhostPirateAlchemistOrb","",[],"",3,[],[],"",0,[],"",2,1500,631,"","",[],"","","",[],"",0,1,0,"",4989,[]
4995,"PerandusMagmaOrb","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,0,0,"",4990,[]
4996,"TalismanBloodMortarNova","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,3,0,"",4991,[]
4997,"ChimeraBloodMortar","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,3,0,"",4992,[]
4998,"BellyTotemBloodMortar","",[],"",3,[],[],"",0,[],"",2,700,631,"","",[],"","","",[],"",0,3,0,"",4993,[]
4999,"IntMissionDaemonBloodMortar","",[],"",3,[],[],"",0,[],"",2,50,631,"","",[],"","","",[],"",0,3,0,"",4994,[]
5000,"RampageLeaguestoneMagmaOrb","",[],"",3,[],[],"",0,[],"",2,500,631,"","",[],"","","",[],"",0,1,0,"",4995,[]
5001,"RampageLeaguestoneMagmaOrbNova","",[],"",3,[],[],"",0,[],"",2,800,631,"","",[],"","","",[],"",0,1,0,"",4996,[]
5002,"BestiaryHellionMagmaOrb","",[],"",3,[],[],"",0,[],"",2,970,631,"","",[],"","","",[],"",0,9,0,"",4997,[]
5003,"BestiaryInsectSpawnerMagmaOrb","",[],"",3,[],[],"",0,[],"",2,970,631,"","",[],"","","",[],"",0,0,0,"",4998,[]
5004,"DelveTormentMagmaOrb","",[],"",3,[],[],"",0,[],"",2,1500,631,"","",[],"","","",[],"",0,1,0,"",4999,[]
5005,"NecropolisMagmaOrb","",[],"",3,[],[],"",0,[],"",2,850,631,"","",[],"","","",[],"",0,0,0,"",5000,[]
5006,"SummonEye","",[],"",4,[],[],"",0,[],"",2,1000,635,"","",[],"","","",[],"",0,0,0,"",5001,[]
5007,"SummonEyePiety","",[],"",4,[],[],"",0,[],"",2,1000,635,"","",[],"","","",[],"",0,0,0,"",5002,[]
5008,"SummonEyePart2","",[],"",4,[],[],"",0,[],"",2,1000,635,"","",[],"","","",[],"",0,0,0,"",5003,[]
5009,"TriggerKaomArcherSpawners","",[],"",4,[],[],"",0,[],"",2,3000,636,"","",[],"","","",[],"",0,0,0,"",5004,[]
5010,"TriggerKaomSkullSpawners","",[],"",4,[],[],"",0,[],"",2,1000,637,"","",[],"","","",[],"",0,0,0,"",5005,[]
5011,"SupportTrapAndMineDamage",1,"[32,35]","W",2,[],[],"",-120761909,[],"",2,1000,"","","",[],"","","",[],"",0,0,0,"",5006,[]
5012,"NewPunishment","",[],"",1,[],[],"",-1105861652,[],"",2,500,638,"","",[],"","","",[],"",0,0,0,"",5007,[]
5013,"MalachaiMortar","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",4,0,0,"",5008,[]
5014,"RevenantReviveUndead","",[],"",4,[],[],"",0,[],"",2,1000,642,"","",[],"","","",[],"",0,0,0,"",5009,[]
5015,"MonsterSnipe","",[],"",4,[],[],"",0,[],"",2,2330,643,"","",[],"","","",[],"",0,0,0,"",5010,[]
5016,"MonsterSnipe2","",[],"",4,[],[],"",0,[],"",2,2330,643,"","",[],"","","",[],"",0,0,0,"",5011,[]
5017,"MonsterSnipeMapBoss","",[],"",4,[],[],"",0,[],"",2,2330,643,"","",[],"","","",[],"",0,0,0,"",5012,[]
5018,"MonsterSnipeHydraBoss","",[],"",4,[],[],"",0,[],"",2,2330,643,"","",[],"","","",[],"",0,1,0,"",5013,[]
5019,"MonsterSnipeDuskBoss","",[],"",4,[],[],"",0,[],"",2,2670,643,"","",[],"","","",[],"",0,3,0,"",5014,[]
5020,"MonsterSnipeElder1","",[],"",4,[],[],"",0,[],"",2,2670,643,"","",[],"","","",[],"",0,4,0,"",5015,[]
5021,"WbAnimatedWeaponSnipe","",[],"",4,[],[],"",0,[],"",2,2330,643,"","",[],"","","",[],"",0,0,0,"",5016,[]
5022,"StagBanditSnipe","",[],"",4,[],[],"",0,[],"",2,2330,643,"","",[],"","","",[],"",0,2,0,"",5017,[]
5023,"BetrayalRinSnipe","",[],"",4,[],[],"",0,[],"",2,2500,111,"","",[],45,"","",[],"",0,0,0,"",5018,[]
5024,"LegionKaruiArcherSnipe","",[],"",4,[],[],"",0,[],"",2,2500,111,"","",[],45,"","",[],"",0,0,0,"",5021,[]
5025,"SanctumRinSnipe","",[],"",4,[],[],"",0,[],"",2,2500,111,"","",[],45,"","",[],"",0,0,0,"",5019,[]
5026,"MonsterSnipeAhuana","",[],"",4,[],[],"",0,[],"",2,1000,111,"","",[],45,"","",[],"",0,0,0,"",5020,[]
5027,"SiegeBallistaAltMercenary","",[],"",2,[],[],"",0,[],"",2,1000,771,"","",[],"","","",[],"",0,0,0,"",5022,[]
5028,"SiegeBallista","",[],"",2,[],[],"",528609888,[],"",2,1000,769,"","",[],"","","",[],"",0,0,0,"",5023,[]
5029,"SiegeBallistaAltX","",[],"",2,[],[],"",-304327509,[],"",2,1000,770,"","",[],"","","",[],"",0,0,0,"",5024,[]
5030,"SiegeBallistaAltY","",[],"",2,[],[],"",745724796,[],"",2,1000,771,"","",[],"","","",[],"",2,0,0,"",5025,[]
5031,"SiegeBallistaRoyale","",[],"",2,[],[],"",-1770164463,[],"",2,1000,769,"","",[],"","","",[],"",0,0,0,"",5026,[]
5032,"TalismanT1SiegeBallista","",[],"",2,[],[],"",0,[],"",2,1000,769,"","",[],"","","",[],"",0,0,0,"",5027,[]
5033,"ExileRangerSiegeBallista","",[],"",2,[],[],"",0,[],"",2,1000,769,"","",[],"","","",[],"",0,0,0,"",5028,[]
5034,"MalachaiSlam","",[],"",4,[],[],"",0,[],"",2,1000,522,"","",[],"","","",[],"",0,1,0,"",5029,[]
5035,"WildStrikeMercenary","",[],"",2,[],[],"",0,[],"",2,1000,644,"","",[],"","","",[],"",0,0,0,"",5030,[]
5036,"WildStrikeMercenaryEncounter","",[],"",2,[],[],"",0,[],"",2,1000,644,"","",[],"","","",[],"",0,0,0,"",5031,[]
5037,"WildStrike","",[],"",2,[],[],"",1334841440,[],"",2,1000,644,"","",[],"","","",[],"",0,0,0,"",5032,[]
5038,"WildStrikeAltX","",[],"",2,[],[],"",-1253381519,[],"",2,1000,645,"","",[],"","","",[],"",0,0,0,"",5033,[]
5039,"WildStrikeAltY","",[],"",2,[],[],"",100646686,[],"",2,1000,646,"","",[],"","","",[],"",0,0,0,"",5034,[]
5040,"WildStrikeRoyale","",[],"",2,[],[],"",1773958578,[],"",2,1000,644,"","",[],"","","",[],"",0,0,0,"",5035,[]
5041,"ElementalStrikeBossSideArea","",[],"",2,[],[],"",0,[],"",2,1000,644,"","",[],"","","",[],"",0,0,0,"",5036,[]
5042,"ElementalStrikeVaalColossus","",[],"",2,[],[],"",0,[],"",2,1000,644,"","",[],"","","",[],"",0,0,0,"",5037,[]
5043,"PietyAllyBeam","",[],"",4,[],[],"",0,[],"",2,1000,647,"","",[],"","","",[],"",0,0,0,"",5038,[]
5044,"GladiatorBossEliteVaalGlacialHammer","",[],"",1,[],[],"",0,[],"",2,1000,138,"","",[],"","","",[],"",0,0,0,"",5039,[]
5045,"GladiatorBossEliteDoubleStrike","",[],"",2,[],[],"",0,[],"",2,1000,29,"","",[],"","","",[],"",0,0,0,"",5040,[]
5046,"IceTrapMercenary","",[],"",2,[],[],"",0,[],"",2,1000,648,"","",[],"","","",[],"",0,0,0,"",5041,[]
5047,"IceTrap","",[],"",2,[],[],"",17475328,[],"",2,1000,648,"","",[],"","","",[],"",0,0,0,"",5042,[]
5048,"IceTrapAltX","",[],"",2,[],[],"",-1536560651,[],"",2,1000,649,"","",[],"","","",[],"",1,0,0,"",5043,[]
5049,"IceTrapAltY","",[],"",2,[],[],"",-958515933,[],"",2,1000,650,"","",[],"","","",[],"",0,0,0,"",5044,[]
5050,"IceTrapRoyale","",[],"",2,[],[],"",1886123449,[],"",2,1000,648,"","",[],"","","",[],"",0,0,0,"",5045,[]
5051,"TalismanDaemonTrapIceRune","",[],"",2,[],[],"",0,[],"",2,1000,648,"","",[],"","","",[],"",0,0,0,"",5046,[]
5052,"PerandusIceTrap","",[],"",2,[],[],"",0,[],"",2,1000,648,"","",[],"","","",[],"",0,0,0,"",5047,[]
5053,"PerandusMultiIceTrap","",[],"",2,[],[],"",0,[],"",2,1000,648,"","",[],"","","",[],"",0,0,0,"",5048,[]
5054,"IzaroDaemonIceTrap","",[],"",2,[],[],"",0,[],"",2,1000,648,"","",[],"","","",[],"",0,0,0,"",5049,[]
5055,"RunicCircleSearingBond","",[],"",1,[],[],"",0,[],"",2,1000,328,"","",[],"","","",[],"",0,0,0,"",5050,[]
5056,"MalachaiShield","",[],"",2,[],[],"",0,[],"",2,1000,652,"","",[],"","","",[],"",0,0,0,"",5051,[]
5057,"RevenantSpellProjectile","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",5052,[]
5058,"BreachRevenantSpellProjectile","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",5053,[]
5059,"RevenantSpellProjectileSpectre","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",5054,[]
5060,"VinktarSquareSpellProjectileLightning","",[],"",4,[],[],"",0,[],"",2,1000,473,"","",[],"","","",[],"",0,0,0,"",5055,[]
5061,"RevenantBossSpellProjectile","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",5056,[]
5062,"EssenceChaosProjectileWithGroundEffects","",[],"",4,[],[],"",0,[],"",2,1000,471,"","",[],"","","",[],"",0,0,0,"",5057,[]
5063,"OriathCivilianSoulExplosion","",[],"",4,[],[],"",0,[],"",2,1000,532,"","",[],"","","",[],"",8,0,0,"",5058,[]
5064,"OriathCivilianSoulExplosionBoss","",[],"",4,[],[],"",0,[],"",2,100,532,"","",[],"","","",[],"",8,0,0,"",5059,[]
5065,"OriathCivilianSoulExplosionMortar1","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5060,[]
5066,"OriathCivilianSoulExplosionMortar2","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5061,[]
5067,"OriathCivilianSoulExplosionMortar3","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5062,[]
5068,"OriathCivilianSoulExplosionMortar4","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5063,[]
5069,"OriathCivilianSoulExplosionMortar5","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5064,[]
5070,"OriathCivilianSoulExplosionMortar6","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5065,[]
5071,"OriathCivilianSoulExplosionMortar7","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5066,[]
5072,"DelveAbyssCultistSoulExplosion","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5067,[]
5073,"DelveAbyssCultistSoulExplosion2","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",8,0,0,"",5068,[]
5074,"OriathCivilianSoulExplosionBlight","",[],"",4,[],[],"",0,[],"",2,400,532,"","",[],"","","",[],"",0,0,0,"",5069,[]
5075,"PietyCorruptedCleave","",[],"",4,[],[],"",0,[],"",2,1000,679,"","",[],"","","",[],"",0,0,0,"",5070,[]
5076,"MalachaiMortarWithDegen","",[],"",4,[],[],"",0,[],"",2,1000,653,"","",[],"","","",[],"",0,0,0,"",5071,[]
5077,"MalachaiMultipleMortarWithDegen","",[],"",4,[],[],"",0,[],"",2,1000,653,"","",[],"","","",[],"",0,0,0,"",5072,[]
5078,"TarMortarTaster","",[],"",4,[],[],"",0,[],"",2,1000,653,"","",[],"","","",[],"",0,0,0,"",5073,[]
