"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool","[rid]","IsHardmode","StatsHardmode","bool"
1187,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBreach1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1188,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBreach2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1189,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBreach3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1190,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBreach4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1191,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMaps1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1192,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMaps2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1193,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMaps3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1194,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMaps4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1195,"Metadata/Chests/BetrayalChests/BetrayalChestScarabUniques1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1196,"Metadata/Chests/BetrayalChests/BetrayalChestScarabUniques2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1197,"Metadata/Chests/BetrayalChests/BetrayalChestScarabUniques3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1198,"Metadata/Chests/BetrayalChests/BetrayalChestScarabUniques4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1199,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeasts1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1200,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeasts2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1201,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeasts3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1202,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBeasts4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1203,"Metadata/Chests/BetrayalChests/BetrayalChestScarabShaperRares1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1204,"Metadata/Chests/BetrayalChests/BetrayalChestScarabShaperRares2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1205,"Metadata/Chests/BetrayalChests/BetrayalChestScarabShaperRares3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1206,"Metadata/Chests/BetrayalChests/BetrayalChestScarabShaperRares4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1207,"Metadata/Chests/BetrayalChests/BetrayalChestScarabElderRares1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1208,"Metadata/Chests/BetrayalChests/BetrayalChestScarabElderRares2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1209,"Metadata/Chests/BetrayalChests/BetrayalChestScarabElderRares3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1210,"Metadata/Chests/BetrayalChests/BetrayalChestScarabElderRares4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1211,"Metadata/Chests/BetrayalChests/BetrayalChestScarabSulphite1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1212,"Metadata/Chests/BetrayalChests/BetrayalChestScarabSulphite2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1213,"Metadata/Chests/BetrayalChests/BetrayalChestScarabSulphite3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1214,"Metadata/Chests/BetrayalChests/BetrayalChestScarabSulphite4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1215,"Metadata/Chests/BetrayalChests/BetrayalChestScarabDivinationCards1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1216,"Metadata/Chests/BetrayalChests/BetrayalChestScarabDivinationCards2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1217,"Metadata/Chests/BetrayalChests/BetrayalChestScarabDivinationCards3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1218,"Metadata/Chests/BetrayalChests/BetrayalChestScarabDivinationCards4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1219,"Metadata/Chests/BetrayalChests/BetrayalChestScarabTorment1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1220,"Metadata/Chests/BetrayalChests/BetrayalChestScarabTorment2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1221,"Metadata/Chests/BetrayalChests/BetrayalChestScarabTorment3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1222,"Metadata/Chests/BetrayalChests/BetrayalChestScarabTorment4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1223,"Metadata/Chests/BetrayalChests/BetrayalChestScarabStrongbox1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1224,"Metadata/Chests/BetrayalChests/BetrayalChestScarabStrongbox2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1225,"Metadata/Chests/BetrayalChests/BetrayalChestScarabStrongbox3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1226,"Metadata/Chests/BetrayalChests/BetrayalChestScarabStrongbox4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1227,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarbinger1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1228,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarbinger2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1229,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarbinger3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1230,"Metadata/Chests/BetrayalChests/BetrayalChestScarabHarbinger4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1231,"Metadata/Chests/BetrayalChests/BetrayalChestScarabPerandus1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1232,"Metadata/Chests/BetrayalChests/BetrayalChestScarabPerandus2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1233,"Metadata/Chests/BetrayalChests/BetrayalChestScarabPerandus3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1234,"Metadata/Chests/BetrayalChests/BetrayalChestScarabPerandus4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1235,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMetamorph1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1236,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMetamorph2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1237,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMetamorph3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1238,"Metadata/Chests/BetrayalChests/BetrayalChestScarabMetamorph4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1239,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBlight1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1240,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBlight2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1241,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBlight3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1242,"Metadata/Chests/BetrayalChests/BetrayalChestScarabBlight4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1243,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAbyss1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1244,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAbyss2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1245,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAbyss3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1246,"Metadata/Chests/BetrayalChests/BetrayalChestScarabAbyss4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1247,"Metadata/Chests/BetrayalChests/BetrayalChestFragments1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1248,"Metadata/Chests/BetrayalChests/BetrayalChestFragments2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1249,"Metadata/Chests/BetrayalChests/BetrayalChestFragments3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1250,"Metadata/Chests/BetrayalChests/BetrayalChestFragments4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1251,"Metadata/Chests/BetrayalChests/BetrayalChestEssence1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1252,"Metadata/Chests/BetrayalChests/BetrayalChestEssence2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1253,"Metadata/Chests/BetrayalChests/BetrayalChestEssence3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1254,"Metadata/Chests/BetrayalChests/BetrayalChestEssence4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1255,"Metadata/Chests/BetrayalChests/BetrayalChestAbyss1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","","",[],"",[],""
1256,"Metadata/Chests/BetrayalChests/BetrayalChestAbyss2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","","",[],"",[],""
1257,"Metadata/Chests/BetrayalChests/BetrayalChestAbyss3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","","",[],"",[],""
1258,"Metadata/Chests/BetrayalChests/BetrayalChestAssortedFossils1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1259,"Metadata/Chests/BetrayalChests/BetrayalChestAssortedFossils2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1260,"Metadata/Chests/BetrayalChests/BetrayalChestAssortedFossils3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1261,"Metadata/Chests/BetrayalChests/BetrayalChestAssortedFossils4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","","",[],"",[],""
1262,"Metadata/Chests/BetrayalChests/BetrayalChestJewellery1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,"[7,6,8]","","","[8104,8107]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","[62000,125000,125000]","",0,0,"","","","","",[],"",[],""
1263,"Metadata/Chests/BetrayalChests/BetrayalChestJewellery2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,40,"","",100,"[7,6,8]","","","[8104,8107]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","[62000,125000,125000]","",0,0,"","","","","",[],"",[],""
1264,"Metadata/Chests/BetrayalChests/BetrayalChestJewellery3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,60,"","",100,"[7,6,8]","","","[8104,8107]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","[62000,125000,125000]","",0,0,"","","","","",[],"",[],""
1265,"Metadata/Chests/BetrayalChests/BetrayalChestLabEnchant1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","","",[],"",[],""
1266,"Metadata/Chests/BetrayalChests/BetrayalChestLabEnchant2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","","",[],"",[],""
1267,"Metadata/Chests/BetrayalChests/BetrayalChestLabEnchant3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","","",[],"",[],""
1268,"Metadata/Chests/BetrayalChests/BetrayalChestLabEnchant4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,[],"","",[8104],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","","",[],"",[],""
1269,"Metadata/Chests/BetrayalChests/BetrayalChestArmour1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,40,"","",100,"[1,2,3,4,5]","","","[8104,8107]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[],""
1270,"Metadata/Chests/BetrayalChests/BetrayalChestArmour2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,80,"","",100,"[1,2,3,4,5]","","","[8104,8107]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[],""
1271,"Metadata/Chests/BetrayalChests/BetrayalChestArmour3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,120,"","",100,"[1,2,3,4,5]","","","[8104,8107]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","[1122958,376224,437000,562000,499000]","",0,0,"","","","","",[],"",[],""
1272,"Metadata/Chests/BetrayalChests/BetrayalChestWeapon1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,40,"","",100,"[0,9]","","","[8104,8107]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","","[2825364,125000]","",0,0,"","","","","",[],"",[],""
