"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","DialogueOption2","rid","rid","string","i32","i32","i32","i32","rid","i32","rid","bool","i32","i32","i32"
2036,373,70,"__reaction__",[71],[],[],"","",6,"",71,[5061],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,131582,0,53,"",0,"",1,0,-16843010,-16843010
2037,373,71,"__reaction__",[71],[],[],"","",6,"",71,[5064],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,131614,0,53,"",0,"",1,0,-16843010,-16843010
2038,373,72,"Memory Fragments",[],[],[2094],"","",3,"",2094,[4648],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,131646,0,53,"",0,"",1,0,-16843010,-16843010
2039,382,0,"View Memory Map",[2078],[],[],"triggerer.SendOpenScreen( SynthesisMapWindow ); triggerer.FinishNPCChat();","",11,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","Memory Map",1,"","渀",0,131662,0,53,"",0,"",1,0,-16843010,-16843010
2040,382,1,"Visit Memory Nexus","[2077,0]",[],[],"triggerer.OpenSynthesisHubPortal(); triggerer.FinishNPCChat();","",11,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","渀",0,131694,0,53,"",0,"",1,0,-16843010,-16843010
2041,382,2,"Lost Memory","[2086,0]",[],[2087],"triggerer.DispatchRulesetEvent( play_completion_dialogue );",2087,6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,131742,0,53,"",0,"",1,0,-16843010,-16843010
2042,382,3,"Lost Memory",[2086],[2090],[2087],"",2087,6,"",71,"[4724,4725]","","","",[],[],1344,[],1344,"","",4,"","","","","",0,131822,0,53,"",0,"",1,0,-16843010,-16843010
2043,382,4,"__reaction__",[71],[],[2092],"","",6,"",71,"[4721,4722,4723]","","","",[],[],1344,[],1344,"","",4,"","","","","",0,131902,0,53,"",0,"",1,0,-16843010,-16843010
2044,382,5,"__reaction__",[71],[],[],"","",6,"",71,[4731],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,131934,0,53,"",0,"",1,0,-16843010,-16843010
2045,382,6,"__reaction__",[71],[],[],"","",6,"",71,[4785],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,131966,0,53,"",0,"",1,0,-16843010,-16843010
2046,382,7,"__reaction__",[71],[],[],"","",6,"",71,[5067],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,131998,0,53,"",0,"",1,0,-16843010,-16843010
2047,382,8,"__reaction__",[71],[],[],"","",6,"",71,[4788],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132030,0,53,"",0,"",1,0,-16843010,-16843010
2048,382,9,"__reaction__",[71],[],[],"","",6,"",71,[4734],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132062,0,53,"",0,"",1,0,-16843010,-16843010
2049,382,10,"__reaction__",[71],[],[],"","",6,"",71,[4791],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132094,0,53,"",0,"",1,0,-16843010,-16843010
2050,382,11,"__reaction__",[71],[],[],"","",6,"",71,[4737],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132126,0,53,"",0,"",1,0,-16843010,-16843010
2051,382,12,"__reaction__",[71],[],[],"","",6,"",71,[4740],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132158,0,53,"",0,"",1,0,-16843010,-16843010
2052,382,13,"__reaction__",[71],[],[],"","",6,"",71,[4743],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132190,0,53,"",0,"",1,0,-16843010,-16843010
2053,382,14,"__reaction__",[71],[],[],"","",6,"",71,[4908],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132222,0,53,"",0,"",1,0,-16843010,-16843010
2054,382,15,"__reaction__",[71],[],[],"","",6,"",71,[4860],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132254,0,53,"",0,"",1,0,-16843010,-16843010
2055,382,16,"__reaction__",[71],[],[],"","",6,"",71,[4746],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132286,0,53,"",0,"",1,0,-16843010,-16843010
2056,382,17,"__reaction__",[71],[],[],"","",6,"",71,[4794],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132318,0,53,"",0,"",1,0,-16843010,-16843010
2057,382,18,"__reaction__",[71],[],[],"","",6,"",71,[4866],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132350,0,53,"",0,"",1,0,-16843010,-16843010
2058,382,19,"__reaction__",[71],[],[],"","",6,"",71,[4797],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132382,0,53,"",0,"",1,0,-16843010,-16843010
2059,382,20,"__reaction__",[71],[],[],"","",6,"",71,[4749],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132414,0,53,"",0,"",1,0,-16843010,-16843010
2060,382,21,"__reaction__",[71],[],[],"","",6,"",71,[4893],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132446,0,53,"",0,"",1,0,-16843010,-16843010
2061,382,22,"__reaction__",[71],[],[],"","",6,"",71,[4764],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132478,0,53,"",0,"",1,0,-16843010,-16843010
2062,382,23,"__reaction__",[71],[],[],"","",6,"",71,[5070],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132510,0,53,"",0,"",1,0,-16843010,-16843010
2063,382,24,"__reaction__",[71],[],[],"","",6,"",71,[4902],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132542,0,53,"",0,"",1,0,-16843010,-16843010
2064,382,25,"__reaction__",[71],[],[],"","",6,"",71,[4800],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132574,0,53,"",0,"",1,0,-16843010,-16843010
2065,382,26,"__reaction__",[71],[],[],"","",6,"",71,[4896],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132606,0,53,"",0,"",1,0,-16843010,-16843010
2066,382,27,"__reaction__",[71],[],[],"","",6,"",71,[4803],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132638,0,53,"",0,"",1,0,-16843010,-16843010
2067,382,28,"__reaction__",[71],[],[],"","",6,"",71,[4863],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132670,0,53,"",0,"",1,0,-16843010,-16843010
2068,382,29,"__reaction__",[71],[],[],"","",6,"",71,[4767],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132702,0,53,"",0,"",1,0,-16843010,-16843010
2069,382,30,"__reaction__",[71],[],[],"","",6,"",71,[4806],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132734,0,53,"",0,"",1,0,-16843010,-16843010
2070,382,31,"__reaction__",[71],[],[],"","",6,"",71,[4752],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132766,0,53,"",0,"",1,0,-16843010,-16843010
2071,382,32,"__reaction__",[71],[],[],"","",6,"",71,[4755],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132798,0,53,"",0,"",1,0,-16843010,-16843010
2072,382,33,"__reaction__",[71],[],[],"","",6,"",71,[4884],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132830,0,53,"",0,"",1,0,-16843010,-16843010
2073,382,34,"__reaction__",[71],[],[],"","",6,"",71,[4881],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132862,0,53,"",0,"",1,0,-16843010,-16843010
2074,382,35,"__reaction__",[71],[],[],"","",6,"",71,[4726],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132894,0,53,"",0,"",1,0,-16843010,-16843010
2075,382,36,"__reaction__",[71],[],[],"","",6,"",71,[4758],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132926,0,53,"",0,"",1,0,-16843010,-16843010
2076,382,37,"__reaction__",[71],[],[],"","",6,"",71,[4809],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132958,0,53,"",0,"",1,0,-16843010,-16843010
2077,382,38,"__reaction__",[71],[],[],"","",6,"",71,[4812],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,132990,0,53,"",0,"",1,0,-16843010,-16843010
2078,382,39,"__reaction__",[71],[],[],"","",6,"",71,[4815],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133022,0,53,"",0,"",1,0,-16843010,-16843010
2079,382,40,"__reaction__",[71],[],[],"","",6,"",71,[4818],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133054,0,53,"",0,"",1,0,-16843010,-16843010
2080,382,41,"__reaction__",[71],[],[],"","",6,"",71,[4821],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133086,0,53,"",0,"",1,0,-16843010,-16843010
2081,382,42,"__reaction__",[71],[],[],"","",6,"",71,[4824],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133118,0,53,"",0,"",1,0,-16843010,-16843010
2082,382,43,"__reaction__",[71],[],[],"","",6,"",71,[4869],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133150,0,53,"",0,"",1,0,-16843010,-16843010
2083,382,44,"__reaction__",[71],[],[],"","",6,"",71,[5073],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133182,0,53,"",0,"",1,0,-16843010,-16843010
2084,382,45,"__reaction__",[71],[],[],"","",6,"",71,[5076],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133214,0,53,"",0,"",1,0,-16843010,-16843010
2085,382,46,"__reaction__",[71],[],[],"","",6,"",71,[4827],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133246,0,53,"",0,"",1,0,-16843010,-16843010
2086,382,47,"__reaction__",[71],[],[],"","",6,"",71,[4830],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133278,0,53,"",0,"",1,0,-16843010,-16843010
2087,382,48,"__reaction__",[71],[],[],"","",6,"",71,[4761],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133310,0,53,"",0,"",1,0,-16843010,-16843010
2088,382,49,"__reaction__",[71],[],[],"","",6,"",71,[4833],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133342,0,53,"",0,"",1,0,-16843010,-16843010
2089,382,50,"__reaction__",[71],[],[],"","",6,"",71,[4905],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133374,0,53,"",0,"",1,0,-16843010,-16843010
2090,382,51,"__reaction__",[71],[],[],"","",6,"",71,[4770],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133406,0,53,"",0,"",1,0,-16843010,-16843010
2091,382,52,"__reaction__",[71],[],[],"","",6,"",71,[4776],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133438,0,53,"",0,"",1,0,-16843010,-16843010
2092,382,53,"__reaction__",[71],[],[],"","",6,"",71,[4773],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133470,0,53,"",0,"",1,0,-16843010,-16843010
2093,382,54,"__reaction__",[71],[],[],"","",6,"",71,[4899],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133502,0,53,"",0,"",1,0,-16843010,-16843010
2094,382,55,"__reaction__",[71],[],[],"","",6,"",71,[4875],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133534,0,53,"",0,"",1,0,-16843010,-16843010
2095,382,56,"__reaction__",[71],[],[],"","",6,"",71,[4779],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133566,0,53,"",0,"",1,0,-16843010,-16843010
2096,382,57,"__reaction__",[71],[],[],"","",6,"",71,[4782],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133598,0,53,"",0,"",1,0,-16843010,-16843010
2097,382,58,"__reaction__",[71],[],[],"","",6,"",71,[4911],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133630,0,53,"",0,"",1,0,-16843010,-16843010
2098,382,59,"__reaction__",[71],[],[],"","",6,"",71,[4878],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133662,0,53,"",0,"",1,0,-16843010,-16843010
2099,382,60,"__reaction__",[71],[],[],"","",6,"",71,[4872],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133694,0,53,"",0,"",1,0,-16843010,-16843010
2100,382,61,"__reaction__",[71],[],[],"","",6,"",71,[4836],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133726,0,53,"",0,"",1,0,-16843010,-16843010
2101,382,62,"__reaction__",[71],[],[],"","",6,"",71,[4887],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133758,0,53,"",0,"",1,0,-16843010,-16843010
2102,382,63,"__reaction__",[71],[],[],"","",6,"",71,[4839],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133790,0,53,"",0,"",1,0,-16843010,-16843010
2103,382,64,"__reaction__",[71],[],[],"","",6,"",71,[4842],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133822,0,53,"",0,"",1,0,-16843010,-16843010
2104,382,65,"__reaction__",[71],[],[],"","",6,"",71,[4845],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133854,0,53,"",0,"",1,0,-16843010,-16843010
2105,382,66,"__reaction__",[71],[],[],"","",6,"",71,[4848],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133886,0,53,"",0,"",1,0,-16843010,-16843010
2106,382,67,"__reaction__",[71],[],[],"","",6,"",71,[4851],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133918,0,53,"",0,"",1,0,-16843010,-16843010
2107,382,68,"__reaction__",[71],[],[],"","",6,"",71,[4890],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133950,0,53,"",0,"",1,0,-16843010,-16843010
2108,382,69,"__reaction__",[71],[],[],"","",6,"",71,[4854],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,133982,0,53,"",0,"",1,0,-16843010,-16843010
2109,382,70,"__reaction__",[71],[],[],"","",6,"",71,[4857],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,134014,0,53,"",0,"",1,0,-16843010,-16843010
2110,382,71,"Venarius",[2088],[2102],[2102],"",2102,6,"",71,[4706],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,134078,0,53,"",0,"",1,0,-16843010,-16843010
2111,382,72,"__quest_fixup__",[2088],[2091],[2091],"",2091,6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","渀",0,134160,0,53,"",0,"",1,0,-16843010,-16843010
2112,382,73,"__quest_fixup__",[2088],[2077],[2077],"",2077,6,"",71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","渀",0,134208,0,53,"",0,"",1,0,-16843010,-16843010
2113,324,13,"Vaal Ruins Reward",[2116],[2549],[2548],"",2548,7,16,71,[],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,134294,0,53,"",0,"",1,0,-16843010,-16843010
2114,324,30,"Envoy Reward",[59],[],[],"","",7,"","",[],"","","",[718],[177],1,[719],718,"","",4,"","","","","",0,134350,0,53,"",0,"",1,0,-16843010,-16843010
2115,324,33,"Searing Exarch Reward",[59],[],[],"","",7,"","",[],"","","",[723],[352],1,"[724,351]",723,"","",4,"","","","","",0,134428,0,53,"",0,"",1,0,-16843010,-16843010
2116,324,35,"Searing Exarch Reward",[59],[],[],"","",7,"","",[],"","","",[726],"[351,352]",1,[727],726,"","",4,"","","","","",0,134460,0,53,"",0,"",1,0,-16843010,-16843010
2117,324,37,"Atlas Miniboss Reward",[59],[],[],"","",7,"","",[],"","","",[729],[323],1,"[730,207]",729,"","",4,"","","","","",0,134538,0,53,"",0,"",1,0,-16843010,-16843010
2118,324,38,"Atlas Miniboss Reward",[59],[],[],"","",7,"","",[],"","","",[729],"[207,323]",1,[730],729,"","",4,"","","","","",0,134570,0,53,"",0,"",1,0,-16843010,-16843010
2119,392,0,"Introduction",[],[],[2047],"",2047,3,"",2047,[5217],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,134672,0,53,"",0,"",1,0,-16843010,-16843010
2120,392,1,"Exile","[2042,0]",[],[2048],"","",3,"",2048,[5221],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,134736,0,53,"",0,"",1,0,-16843010,-16843010
2121,392,2,"Replacement",[2048],[],[2049],"","",3,"",2049,[5222],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,134810,0,53,"",0,"",1,0,-16843010,-16843010
2122,392,3,"Devices","[2042,0]",[],[2050],"","",3,"",2050,[5223],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,134892,0,53,"",0,"",1,0,-16843010,-16843010
2123,392,4,"Fungi",[2042],[],[2051],"","",3,"",2051,[5224],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,134954,0,53,"",0,"",1,0,-16843010,-16843010
2124,392,5,"The Templar","[2042,0]",[],[2052],"","",3,"",2052,[5225],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135044,0,53,"",0,"",1,0,-16843010,-16843010
2125,392,6,"Blighted Maps",[2054],[],[2053],"","",3,"",2053,[5226],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135122,0,53,"",0,"",1,0,-16843010,-16843010
2126,392,7,"Piety and Dominus","[2042,0]",[],[2055],"","",3,"",2055,[5236],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135186,0,53,"",0,"",1,0,-16843010,-16843010
2127,392,8,"Innocence","[2042,0]",[],[2056],"","",3,"",2056,[5237],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135250,0,53,"",0,"",1,0,-16843010,-16843010
2128,392,9,"The Blightheart","[2042,0]",[],[2057],"",2057,3,"",2057,[5238],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135348,0,53,"",0,"",1,0,-16843010,-16843010
2129,392,10,"Anointing Oils","[2042,0]",[],[2058],"","",3,"",2058,[5239],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135444,0,53,"",0,"",1,0,-16843010,-16843010
2130,392,11,"Invite to Hideout",[],[],[],"","",40,"",71,[],"","","",[],"[372,200]",1344,[],1344,"","",4,"","","","","",0,135452,0,53,"",0,"",1,0,-16843010,-16843010
2131,392,12,"Anoint Items",[],[],[],"triggerer.SendOpenScreen( BlightCraftingWindow );","",6,"",71,[],"","","",[],[372],1344,[],1344,"","",1,"","",5,"","",0,135586,0,53,"",0,"",1,0,-16843010,-16843010
2132,393,0,"Introduction",[],[],[2047],"",2047,3,"",2047,[5217],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135618,0,53,"",0,"",1,0,-16843010,-16843010
2133,393,1,"Strange Growths",[],[],[2041],"","",6,"",71,[5218],"SetStateTo( npctalkfinished, 1 );","","",[373],[],1344,[373],373,"","",4,1,"","","","",0,135692,0,53,"",0,"",1,0,-16843010,-16843010
2134,393,2,"Strange Growths",[2046],[2043],[2061],"",2061,6,"",2061,[5219],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135756,0,53,"",0,"",1,0,-16843010,-16843010
2135,393,3,"Strange Growths",[2043],[2046],[2061],"",2061,6,"",2061,[5220],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135820,0,53,"",0,"",1,0,-16843010,-16843010
2136,393,4,"Exile","[2042,0]",[],[2048],"","",3,"",2048,[5221],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135884,0,53,"",0,"",1,0,-16843010,-16843010
2137,393,5,"Replacement",[2048],[],[2049],"","",3,"",2049,[5222],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135932,0,53,"",0,"",1,0,-16843010,-16843010
2138,393,6,"Devices","[2042,0]",[],[2050],"","",3,"",2050,[5223],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,135996,0,53,"",0,"",1,0,-16843010,-16843010
2139,393,7,"Fungi",[2042],[],[2051],"","",3,"",2051,[5224],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136044,0,53,"",0,"",1,0,-16843010,-16843010
2140,393,8,"The Templar","[2042,0]",[],[2052],"","",3,"",2052,[5225],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136108,0,53,"",0,"",1,0,-16843010,-16843010
2141,393,9,"Blighted Maps",[2054],[],[2053],"","",3,"",2053,[5226],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136156,0,53,"",0,"",1,0,-16843010,-16843010
2142,393,10,"Piety and Dominus","[2042,0]",[],[2055],"","",3,"",2055,[5236],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136220,0,53,"",0,"",1,0,-16843010,-16843010
2143,393,11,"Innocence","[2042,0]",[],[2056],"","",3,"",2056,[5237],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136284,0,53,"",0,"",1,0,-16843010,-16843010
2144,393,12,"The Blightheart","[2042,0]",[],[2057],"","",3,"",2057,[5238],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136348,0,53,"",0,"",1,0,-16843010,-16843010
2145,393,13,"Anointing Oils","[2042,0]",[],[2058],"","",3,"",2058,[5239],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136412,0,53,"",0,"",1,0,-16843010,-16843010
2146,393,14,"Invite to Hideout",[],[],[],"","",40,"",71,[],"","","",[],"[372,200]",1344,[],1344,"","",4,"","","","","",0,136420,0,53,"",0,"",1,0,-16843010,-16843010
2147,393,15,"Anoint Items",[],[],[],"triggerer.SendOpenScreen( BlightCraftingWindow );","",6,"",71,[],"","","",[],[372],1344,[],1344,"","",1,"","",5,"","",0,136424,0,53,"",0,"",1,0,-16843010,-16843010
2148,394,0,"Introduction",[717],[],[2047],"",2047,3,"",2047,[5217],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136472,0,53,"",0,"",1,0,-16843010,-16843010
2149,394,1,"Exile","[717,0]",[],[2048],"","",3,"",2048,[5221],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136536,0,53,"",0,"",1,0,-16843010,-16843010
2150,394,2,"Replacement","[717,0]",[],[2049],"","",3,"",2049,[5222],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136600,0,53,"",0,"",1,0,-16843010,-16843010
2151,394,3,"Devices","[717,0]",[],[2050],"","",3,"",2050,[5223],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136664,0,53,"",0,"",1,0,-16843010,-16843010
2152,394,4,"Fungi",[717],[],[2051],"","",3,"",2051,[5224],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136712,0,53,"",0,"",1,0,-16843010,-16843010
2153,394,5,"The Templar","[717,0]",[],[2052],"","",3,"",2052,[5225],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136776,0,53,"",0,"",1,0,-16843010,-16843010
2154,394,6,"Blighted Maps","[717,0]",[],[2053],"","",3,"",2053,[5226],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136840,0,53,"",0,"",1,0,-16843010,-16843010
2155,394,7,"Piety and Dominus","[717,0]",[],[2055],"","",3,"",2055,[5236],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136904,0,53,"",0,"",1,0,-16843010,-16843010
2156,394,8,"Innocence","[717,0]",[],[2056],"","",3,"",2056,[5237],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,136968,0,53,"",0,"",1,0,-16843010,-16843010
2157,394,9,"The Blightheart","[717,0]",[],[2057],"",2057,3,"",2057,[5238],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,137032,0,53,"",0,"",1,0,-16843010,-16843010
2158,394,10,"Anointing Oils","[717,0]",[],[2058],"","",3,"",2058,[5239],"SetStateTo( npctalkfinished, 1 );","","",[],[],1344,[],1344,"","",4,"","","","","",0,137096,0,53,"",0,"",1,0,-16843010,-16843010
2159,394,11,"Anoint Items",[],[],[],"triggerer.SendOpenScreen( BlightCraftingWindow );","",6,"",71,[],"","","",[],[372],1344,[],1344,"","",1,"","",5,"","",0,137100,0,53,"",0,"",1,0,-16843010,-16843010
2160,395,0,"Alchemy",[],[],[1998],"","",3,"",1998,[5302],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137150,0,53,"",0,"",1,0,-16843010,-16843010
2161,395,1,"Tane's Master",[],[],[1999],"","",3,"",1999,[5301],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137212,0,53,"",0,"",1,0,-16843010,-16843010
2162,395,2,"Exile",[5],[],[2063],"","",3,"",2063,[5303],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137260,0,53,"",0,"",1,0,-16843010,-16843010
2163,395,3,"Catalysts",[],[],[2064],"","",3,"",2064,[5324],"","","",[],[143],1344,[],1344,"","",4,"","","","","",0,137318,0,53,"",0,"",1,0,-16843010,-16843010
2164,395,4,"Vision",[1085],[],[2066],"","",3,"",2066,[5305],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137382,0,53,"",0,"",1,0,-16843010,-16843010
2165,395,5,"Piety",[842],[],[2067],"","",3,"",2067,[5325],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137430,0,53,"",0,"",1,0,-16843010,-16843010
2166,395,6,"Tukohama",[1175],[],[2069],"","",3,"",2069,[5327],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137478,0,53,"",0,"",1,0,-16843010,-16843010
2167,395,7,"Oriath",[59],[],[2074],"","",3,"",2074,[5754],"","","",[],[347],1344,[],1344,"","",4,"","","","","",0,137530,0,53,"",0,"",1,0,-16843010,-16843010
2168,396,0,"Invite to Hideout",[],[],[],"","",40,"",71,[],"","","",[],[200],1344,[],1344,"","",4,"","","","","",0,137534,0,53,"",0,"",1,0,-16843010,-16843010
2169,396,1,"Sell Items",[],[],[],"","",26,"",71,[],"","","",[],[],1344,[],1344,"","",1,"","",0,"","",0,137534,0,53,"",0,"",1,0,-16843010,-16843010
2170,396,2,"Alchemy",[2001],[],[1998],"","",3,"",1998,[5302],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137582,0,53,"",0,"",1,0,-16843010,-16843010
2171,396,3,"Tane's Master",[2001],[],[1999],"","",3,"",1999,[5301],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137630,0,53,"",0,"",1,0,-16843010,-16843010
2172,396,4,"Exile",[5],[],[2063],"","",3,"",2063,[5303],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137678,0,53,"",0,"",1,0,-16843010,-16843010
2173,396,5,"Catalysts",[],[],[2064],"","",3,"",2064,[5324],"","","",[],[143],1344,[],1344,"","",4,"","","","","",0,137714,0,53,"",0,"",1,0,-16843010,-16843010
2174,396,6,"Goals",[2001],[],[2065],"","",3,"",2065,[5304],"","","",[],[],1344,[],1344,"","",4,"","","","","",0,137776,0,53,"",0,"",1,0,-16843010,-16843010
