"rownum","HideoutNPCsKey","Order","AddMod","Cost_BaseItemTypes","Cost_Values","RequiredLevel","Name","CraftingBenchCustomAction","ItemClasses","Links","SocketColours","Sockets","ItemQuantity","[i32]","Description","IsDisabled","IsAreaOption","RecipeIds","Tier","CraftingItemClassCategories","i32","UnlockCategory","UnveilsRequired","UnveilsRequired2","[rid]","[rid]","i32","i32","rid","AddEnchantment","SortCategory","rid","bool","i32","rid","rid","rid","MapDevice","[rid]"
280,3,189,18052,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[159],2,"[9,10,13]",1,"",0,0,[],[10110],1344,1344,"","",1,16,1,0,"","","","",[]
281,3,190,18053,[10],[6],0,"",7,[],0,"",0,0,[],"","","",[180],1,"[9,10,13,7]",1,"",0,0,[],[10110],1344,1344,"","",1,397,1,0,"","","","",[]
282,3,191,18054,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[181],2,"[9,10,13]",1,"",0,0,[],[10110],1344,1344,"","",1,397,1,0,"","","","",[]
283,3,192,18058,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2671,1,0,"","","","",[]
284,3,193,18059,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2671,1,0,"","","","",[]
285,3,194,18060,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2671,1,0,"","","","",[]
286,3,195,18055,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2671,1,0,"","","","",[]
287,3,196,18056,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2671,1,0,"","","","",[]
288,3,197,18057,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[172],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2671,1,0,"","","","",[]
289,3,198,18064,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2673,1,0,"","","","",[]
290,3,199,18065,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2673,1,0,"","","","",[]
291,3,200,18066,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2673,1,0,"","","","",[]
292,3,201,18061,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2673,1,0,"","","","",[]
293,3,202,18062,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2673,1,0,"","","","",[]
294,3,203,18063,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[175],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2673,1,0,"","","","",[]
295,3,204,18070,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2675,1,0,"","","","",[]
296,3,205,18071,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2675,1,0,"","","","",[]
297,3,206,18072,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,[1],1,"",0,0,[],[10110],1344,1344,"","",1,2675,1,0,"","","","",[]
298,3,207,18067,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2675,1,0,"","","","",[]
299,3,208,18068,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2675,1,0,"","","","",[]
300,3,209,18069,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[179],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,2675,1,0,"","","","",[]
301,3,210,18073,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,290,1,0,"","","","",[]
302,3,211,18074,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,290,1,0,"","","","",[]
303,3,212,18075,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[254],3,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,290,1,0,"","","","",[]
304,3,213,18076,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,222,1,0,"","","","",[]
305,3,214,18077,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,222,1,0,"","","","",[]
306,3,215,18078,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[254],3,"[0,1,2,3]",1,"",0,0,[],[10110],1344,1344,"","",2,222,1,0,"","","","",[]
307,3,216,18081,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,[1],1,"",0,0,[],[10110],1344,1344,"","",2,224,1,0,"","","","",[]
308,3,217,18082,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[191],2,[1],1,"",0,0,[],[10110],1344,1344,"","",2,224,1,0,"","","","",[]
309,3,218,18079,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,224,1,0,"","","","",[]
310,3,219,18080,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,224,1,0,"","","","",[]
311,3,220,18083,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[190],1,"[13,10]",1,"",0,0,[],[10110],1344,1344,"","",2,214,1,0,"","","","",[]
312,3,221,18084,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[191],2,"[13,10]",1,"",0,0,[],[10110],1344,1344,"","",2,214,1,0,"","","","",[]
313,3,222,18085,[17],[2],0,"",7,[],0,"",0,0,[],"","","",[192],1,[11],1,"",0,0,[],[10110],1344,1344,"","",2,472,1,0,"","","","",[]
314,3,223,18086,[17],[4],0,"",7,[],0,"",0,0,[],"","","",[193],2,[11],1,"",0,0,[],[10110],1344,1344,"","",2,472,1,0,"","","","",[]
315,3,224,18087,[14],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[5,7]",1,"",0,0,[],[10110],1344,1344,"","",2,2189,1,0,"","","","",[]
316,3,225,18088,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[5,7]",1,"",0,0,[],[10110],1344,1344,"","",2,2189,1,0,"","","","",[]
317,3,226,18089,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[8,4]",1,"",0,0,[],[10110],1344,1344,"","",2,2297,1,0,"","","","",[]
318,3,227,18090,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[8,4]",1,"",0,0,[],[10110],1344,1344,"","",2,2297,1,0,"","","","",[]
319,3,228,18091,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[194],1,"[8,7]",1,"",0,0,[],[10110],1344,1344,"","",2,8272,1,0,"","","","",[]
320,3,229,18092,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,"[8,7]",1,"",0,0,[],[10110],1344,1344,"","",2,8272,1,0,"","","","",[]
321,3,230,18093,[11],[9],0,"",7,[],0,"",0,0,[],"","","",[196],1,[4],1,"",0,0,[],[10110],1344,1344,"","",2,35,1,0,"","","","",[]
322,3,231,18094,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[197],2,[4],1,"",0,0,[],[10110],1344,1344,"","",2,35,1,0,"","","","",[]
323,3,232,18095,[7],[4],0,"",7,[],0,"",0,0,[],"","","",[196],1,[4],1,"",0,0,[],[10110],1344,1344,"","",2,1697,1,0,"","","","",[]
324,3,233,18096,[14],[3],0,"",7,[],0,"",0,0,[],"","","",[197],2,[4],1,"",0,0,[],[10110],1344,1344,"","",2,1697,1,0,"","","","",[]
325,3,234,18097,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[10110],1344,1344,"","",2,1562,1,0,"","","","",[]
326,3,235,18098,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[10110],1344,1344,"","",2,1562,1,0,"","","","",[]
327,3,236,18099,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",2,3810,1,0,"","","","",[]
328,3,237,18100,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",2,3810,1,0,"","","","",[]
329,3,238,18101,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[10110],1344,1344,"","",2,1559,1,0,"","","","",[]
330,3,239,18102,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[10110],1344,1344,"","",2,1559,1,0,"","","","",[]
331,3,240,18103,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",2,1559,1,0,"","","","",[]
332,3,241,18104,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",2,1559,1,0,"","","","",[]
333,3,242,18105,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[5,7,8]",1,"",0,0,[],[10110],1344,1344,"","",2,109,1,0,"","","","",[]
334,3,243,18106,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[5,7,8]",1,"",0,0,[],[10110],1344,1344,"","",2,109,1,0,"","","","",[]
335,3,244,18107,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[198],1,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",2,133,1,0,"","","","",[]
336,3,245,18108,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[199],2,"[6,4]",1,"",0,0,[],[10110],1344,1344,"","",2,133,1,0,"","","","",[]
337,3,246,18111,[14],[2],0,"",7,[],0,"",0,0,[],"","","",[226],0,[4],1,"",0,0,[],[10110],1344,1344,"","",2,2187,1,0,"","","","",[]
338,3,247,18112,[2],[1],0,"",7,[],0,"",0,0,[],"","","",[227],0,[6],1,"",0,0,[],[10110],1344,1344,"","",1,2146,1,0,"","","","",[]
339,3,248,18113,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[227],0,"[5,9]",1,"",0,0,[],[10110],1344,1344,"","",2,2147,1,0,"","","","",[]
340,3,249,18114,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[4,9]",1,"",0,0,[],[10110],1344,1344,"","",2,422,1,0,"","","","",[]
341,3,250,18115,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,[4],1,"",0,0,[],[10110],1344,1344,"","",2,422,1,0,"","","","",[]
342,3,251,18116,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[228],0,[7],1,"",0,0,[],[10110],1344,1344,"","",1,424,1,0,"","","","",[]
343,3,252,18117,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[9,10]",1,"",0,0,[],[10110],1344,1344,"","",2,421,1,0,"","","","",[]
344,3,253,18118,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[9,10]",1,"",0,0,[],[10110],1344,1344,"","",2,421,1,0,"","","","",[]
345,3,254,18122,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,434,1,0,"","","","",[]
346,3,255,18123,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,434,1,0,"","","","",[]
347,3,256,18124,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[255],3,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,434,1,0,"","","","",[]
348,3,257,18119,[15],[4],0,"",7,[],0,"",0,0,[],"","","",[228],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,434,1,0,"","","","",[]
349,3,258,18120,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[229],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,434,1,0,"","","","",[]
350,3,259,18121,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[255],3,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,434,1,0,"","","","",[]
351,3,260,18127,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,1357,1,0,"","","","",[]
352,3,261,18128,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,1357,1,0,"","","","",[]
353,3,262,18125,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,1357,1,0,"","","","",[]
354,3,263,18126,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,1357,1,0,"","","","",[]
355,3,264,18131,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,1358,1,0,"","","","",[]
356,3,265,18132,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",1,1358,1,0,"","","","",[]
357,3,266,18129,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,1358,1,0,"","","","",[]
358,3,267,18130,[2],[4],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",1,1358,1,0,"","","","",[]
359,3,268,18135,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",2,1359,1,0,"","","","",[]
360,3,269,18136,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",2,1359,1,0,"","","","",[]
361,3,270,18133,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,1359,1,0,"","","","",[]
362,3,271,18134,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,1359,1,0,"","","","",[]
363,3,272,18139,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",2,1360,1,0,"","","","",[]
364,3,273,18140,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[1,3]",1,"",0,0,[],[10110],1344,1344,"","",2,1360,1,0,"","","","",[]
365,3,274,18137,[15],[6],0,"",7,[],0,"",0,0,[],"","","",[230],1,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,1360,1,0,"","","","",[]
366,3,275,18138,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[231],2,"[0,2]",1,"",0,0,[],[10110],1344,1344,"","",2,1360,1,0,"","","","",[]
367,3,276,17935,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[168],0,[9],1,"",0,0,[],[10110],1344,1344,"","",2,99,1,0,"","","","",[]
368,3,277,17937,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],1,"[4,10]",1,"",0,0,[],[10110],1344,1344,"","",2,96,1,0,"","","","",[]
369,3,278,17943,[11],[6],0,"",7,[],0,"",0,0,[],"","","",[168],0,[10],1,"",0,0,[],[10110],1344,1344,"","",2,8241,1,0,"","","","",[]
370,3,279,22805,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[147],0,"[9,10,11]",1,"",0,0,[],[10110],1344,1344,"","",2,8344,1,0,"","","","",[]
371,3,280,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25316,4,"",1,0,"","","","",[]
372,3,281,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25317,4,"",1,0,"","","","",[]
373,3,282,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25318,4,"",1,0,"","","","",[]
374,3,283,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25319,4,"",1,0,"","","","",[]
375,3,284,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25320,4,"",1,0,"","","","",[]
376,3,285,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25322,4,"",1,0,"","","","",[]
377,3,286,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25323,4,"",1,0,"","","","",[]
378,3,287,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25324,4,"",1,0,"","","","",[]
379,3,288,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25325,4,"",1,0,"","","","",[]
380,3,289,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25326,4,"",1,0,"","","","",[]
381,3,290,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25327,4,"",1,0,"","","","",[]
382,3,291,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25328,4,"",1,0,"","","","",[]
383,3,292,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25329,4,"",1,0,"","","","",[]
384,3,293,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25330,4,"",1,0,"","","","",[]
385,3,294,"","[10402,17]","[5,5]",0,"",7,[33],0,"",0,0,[],"","","",[148],0,[12],1,"",0,0,[],[10110],1344,1344,"",25331,4,"",1,0,"","","","",[]
386,3,295,"",[12],[3],0,"Remove Enchantments",1,[],0,"",0,0,[],"","","",[],0,"[12,0,1,2,3,6,7,8,5,4,11,10,9,13]",0,"",0,0,[],[10110],1344,1344,"","",3,"","",0,"","","","",[]
387,3,296,18141,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[194],0,"[4,13]",1,"",0,0,[],[10110],1344,1344,"","",2,3628,1,0,"","","","",[]
388,3,297,18142,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[226],1,[11],1,"",0,0,[],[10110],1344,1344,"","",2,6454,1,0,"","","","",[]
389,3,298,18143,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[226],2,[11],1,"",0,0,[],[10110],1344,1344,"","",2,6454,1,0,"","","","",[]
390,3,299,18144,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[8],1,"",0,0,[],[10110],1344,1344,"","",2,5243,1,0,"","","","",[]
391,3,300,18145,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[8],1,"",0,0,[],[10110],1344,1344,"","",2,5243,1,0,"","","","",[]
392,3,301,18146,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[10110],1344,1344,"","",2,5434,1,0,"","","","",[]
393,3,302,18147,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[10110],1344,1344,"","",2,5434,1,0,"","","","",[]
394,3,303,18148,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[10110],1344,1344,"","",2,2183,1,0,"","","","",[]
395,3,304,18149,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[10110],1344,1344,"","",2,2183,1,0,"","","","",[]
396,3,305,18150,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[10110],1344,1344,"","",2,8270,1,0,"","","","",[]
397,3,306,18151,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[10110],1344,1344,"","",2,8270,1,0,"","","","",[]
398,3,307,18152,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[9],1,"",0,0,[],[10110],1344,1344,"","",2,1128,1,0,"","","","",[]
399,3,308,18153,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[9],1,"",0,0,[],[10110],1344,1344,"","",2,1128,1,0,"","","","",[]
400,3,309,18154,[11],[4],0,"",7,[],0,"",0,0,[],"","","",[194],1,[5],1,"",0,0,[],[10110],1344,1344,"","",2,9618,1,0,"","","","",[]
401,3,310,18155,[2],[2],0,"",7,[],0,"",0,0,[],"","","",[195],2,[5],1,"",0,0,[],[10110],1344,1344,"","",2,9618,1,0,"","","","",[]
402,3,311,18023,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[170],1,[13],1,"",0,0,[],[10110],1344,1344,"","",1,1,1,0,"","","","",[]
403,3,312,18024,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[171],2,[13],1,"",0,0,[],[10110],1344,1344,"","",1,1,1,0,"","","","",[]
404,3,313,18033,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[173],1,[13],1,"",0,0,[],[10110],1344,1344,"","",1,4,1,0,"","","","",[]
405,3,314,18034,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[174],2,[13],1,"",0,0,[],[10110],1344,1344,"","",1,4,1,0,"","","","",[]
406,3,315,18043,[10],[4],0,"",7,[],0,"",0,0,[],"","","",[176],1,[13],1,"",0,0,[],[10110],1344,1344,"","",1,5,1,0,"","","","",[]
407,3,316,18044,[6],[2],0,"",7,[],0,"",0,0,[],"","","",[178],2,[13],1,"",0,0,[],[10110],1344,1344,"","",1,5,1,0,"","","","",[]
408,3,317,18156,[33],[1],0,"",7,[],0,"",0,0,[],"","","",[213],1,[7],1,"",0,0,[],[10110],1344,1344,"","",1,2583,1,0,"","","","",[]
409,3,318,18157,[6],[1],0,"",7,[],0,"",0,0,[],"","","",[214],1,[10],1,"",0,0,[],[10110],1344,1344,"","",2,110,1,0,"","","","",[]
410,5,0,16681,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,68,1,1,[],[10110],1344,1344,17640,"",1,6489,1,0,"","","","",[]
411,5,1,16682,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,68,1,1,[],[10110],1344,1344,17640,"",1,6489,1,0,"","","","",[]
412,5,2,16683,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,68,1,1,[],[10110],1344,1344,17640,"",1,6489,1,0,"","","","",[]
413,5,3,16684,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,66,1,1,[],[10110],1344,1344,17641,"",1,6490,1,0,"","","","",[]
414,5,4,16685,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,66,1,1,[],[10110],1344,1344,17641,"",1,6490,1,0,"","","","",[]
415,5,5,16686,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,66,1,1,[],[10110],1344,1344,17641,"",1,6490,1,0,"","","","",[]
416,5,6,16687,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,67,1,1,[],[10110],1344,1344,17642,"",1,6491,1,0,"","","","",[]
417,5,7,16688,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,67,1,1,[],[10110],1344,1344,17642,"",1,6491,1,0,"","","","",[]
418,5,8,16689,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,67,1,1,[],[10110],1344,1344,17642,"",1,6491,1,0,"","","","",[]
419,5,9,16690,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,1,2,3]",0,69,1,1,[],[10110],1344,1344,17643,"",1,6492,1,0,"","","","",[]
420,5,10,16691,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,1,2,3]",0,69,1,1,[],[10110],1344,1344,17643,"",1,6492,1,0,"","","","",[]
421,5,11,16692,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,1,2,3]",0,69,1,1,[],[10110],1344,1344,17643,"",1,6492,1,0,"","","","",[]
422,5,12,16715,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,42,1,1,[],[10110],1344,1344,17652,"",1,6496,1,0,"","","","",[]
423,5,13,16716,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,42,1,1,[],[10110],1344,1344,17652,"",1,6496,1,0,"","","","",[]
424,5,14,16717,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,42,1,1,[],[10110],1344,1344,17652,"",1,6496,1,0,"","","","",[]
425,5,15,16712,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,42,1,1,[],[10110],1344,1344,17651,"",1,6496,1,0,"","","","",[]
426,5,16,16713,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,42,1,1,[],[10110],1344,1344,17651,"",1,6496,1,0,"","","","",[]
427,5,17,16714,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,42,1,1,[],[10110],1344,1344,17651,"",1,6496,1,0,"","","","",[]
428,5,18,16721,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,19,1,1,[],[10110],1344,1344,17654,"",1,6497,1,0,"","","","",[]
429,5,19,16722,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,[1],0,19,1,1,[],[10110],1344,1344,17654,"",1,6497,1,0,"","","","",[]
430,5,20,16723,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,[1],0,19,1,1,[],[10110],1344,1344,17654,"",1,6497,1,0,"","","","",[]
431,5,21,16718,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,"[0,2]",0,19,1,1,[],[10110],1344,1344,17653,"",1,6497,1,0,"","","","",[]
432,5,22,16719,[2],[3],0,"",7,[],0,"",0,0,[],"","","",[],2,"[0,2]",0,19,1,1,[],[10110],1344,1344,17653,"",1,6497,1,0,"","","","",[]
433,5,23,16720,[2],[8],0,"",7,[],0,"",0,0,[],"","","",[],3,"[0,2]",0,19,1,1,[],[10110],1344,1344,17653,"",1,6497,1,0,"","","","",[]
434,5,24,16727,[6],[3],0,"",7,[],0,"",0,0,[],"","","",[],1,[1],0,59,1,1,[],[10110],1344,1344,17656,"",1,6498,1,0,"","","","",[]
