"rownum","i32","[rid]","[rid]","i32","i32","i32","i32","i32","bool","i32","i32","i32","bool","bool","[rid]","i32","i32","i32","i32","i32","i32","bool","bool","i32","i32","bool","i32","bool","rid","[i32]","i32","bool","bool","rid","bool","[i32]","bool","bool","rid","bool","bool","[rid]","bool","bool","bool","bool","i32","bool","bool"
295,295,[568],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
296,296,"[1849,1850]",[],0,3,2,10,5,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
297,297,[3073],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
298,298,[3490],[],0,1,3,35,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
299,299,[3492],[],0,1,4,15,0,1,13,13,0,"","",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
300,300,[2047],[],0,1,3,14,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
301,301,[2658],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
302,302,[2658],[],0,2,3,20,0,1,3,2,0,1,1,[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
303,303,[2658],[],0,2,3,20,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
304,304,[2658],[],0,2,3,20,0,1,3,2,0,1,1,[],1,0,4,0,1,0,"","",160,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
305,305,[3528],[],300,1,2,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
306,306,[3528],[],300,1,2,30,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
307,307,[3528],[],300,1,2,35,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
308,308,[3528],[],300,1,2,40,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
309,309,[3528],[],300,1,2,45,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
310,310,[3529],[],0,1,3,28,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
311,311,[568],[],0,1,3,40,0,1,13,13,0,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
312,312,[3488],[],0,1,4,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
313,313,[2548],[],0,1,2,6,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
314,314,[568],[],0,1,3,40,0,1,13,13,0,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
315,315,[3512],[],0,2,3,30,0,1,6,3,100,1,"",[],3,0,2,0,1,0,"","",35,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
316,316,[3515],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
317,317,[3521],[],0,1,4,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
318,318,[3522],[],800,3,2,50,20,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,"","","","",[200],"",1,"","","",[],"","","","",0,"",""
319,319,[3526],[],0,1,2,22,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
320,320,[1460],[],200,3,3,55,14,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
321,321,[3719],[],100,2,2,13,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",145,7,"",33,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
322,322,[3719],[],80,2,2,13,0,1,3,2,0,1,1,[],1,0,4,0,1,0,"","",145,7,"",33,"","",[],4,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
323,323,[3729],[],170,2,2,25,0,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",180,7,"",40,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
324,324,[3730],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
325,325,[2981],[],0,2,2,30,0,1,6,2,100,1,"",[],3,10,4,0,1,0,"","",90,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
326,326,[764],[],0,1,4,10,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
327,327,[1227],[],600,3,4,35,15,1,4,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
328,328,[3172],[],0,4,2,32,18,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
329,329,[],[],0,1,4,12,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
330,330,[3538],[],0,1,4,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
331,331,[3581],[],0,1,4,18,0,1,13,13,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
332,332,[3582],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
333,333,[3583],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
334,334,[],[3614],0,1,4,11,0,1,13,13,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
335,335,[],[3614],0,1,4,11,0,1,13,13,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
336,336,[442],[],200,2,3,50,0,1,3,2,85,1,"",[],1,0,4,0,1,0,1,"",25,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
337,337,[3522],[],800,3,4,50,20,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,"","","","",[200],"",1,"","","",[],"","","","",0,"",""
338,338,[3608],[],100,2,3,37,0,1,6,2,100,1,"",[],1,0,4,0,1,0,"","",90,7,"",33,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
339,339,[436],[],0,1,2,30,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
340,340,[3586],[],500,3,2,55,20,1,3,2,0,1,"",[],1,0,2,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
341,341,[684],[],0,1,2,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
342,342,[3616],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
343,343,[3617],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
344,344,[3618],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
345,345,[3619],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
346,346,[3620],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
347,347,[3621],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
348,348,[3622],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
349,349,[3623],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
350,350,[3624],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
351,351,[3625],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
352,352,[3626],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
353,353,[3627],[3615],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
354,354,[3603],[],0,3,3,35,7,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
355,355,[3609],[],1000,1,2,51,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"",1418,[35],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
356,356,[3630],[],0,1,3,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
357,357,[3640],[],0,1,4,14,0,1,13,13,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
358,358,[3641],[],0,2,4,29,0,1,4,2,0,1,"",[],1,0,4,0,1,0,1,"",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
359,359,[3643],[],0,3,3,230,10,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
360,360,[],[],0,1,2,12,0,1,13,13,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
361,361,[],[],0,1,2,12,0,1,13,13,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
362,362,[],[],200,2,2,16,0,1,3,2,100,"","",[],1,0,4,0,1,0,"","",105,7,"",50,"","",[],3,"","","","",[],"",1,"","","",[],"","","","",0,"",""
363,363,[3642],[],1000,3,3,46,15,1,6,3,100,1,"",[],1,0,4,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
364,364,[3650],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
365,365,[685],[],0,1,4,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
366,366,[3649],[],1000,1,3,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
367,367,[3650],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
368,368,[1495],[],0,1,4,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
369,369,[3662],[],0,1,3,30,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
370,370,[3660],[],0,1,4,35,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
371,371,[3661],[],0,1,4,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"","","","","",[],"","","","",0,"",""
372,372,[3708],[],200,3,3,55,7,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
373,373,[3707],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
374,374,[],[],300,2,3,30,0,1,3,2,0,1,"",[],1,0,4,0,1,0,1,"",180,7,"",100,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
375,375,[],[],300,2,3,30,0,1,3,2,0,1,"",[],1,0,4,0,1,0,1,"",180,7,"",100,"","",[],4,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
376,376,[3659],[],300,2,3,22,0,1,3,2,0,1,"",[],1,0,2,0,1,0,"","",150,7,"",100,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
377,377,[3686],[],0,3,3,28,12,1,3,2,0,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
378,378,[3687],[],0,3,3,28,12,1,3,2,0,1,"",[],3,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
379,379,[],[],0,1,4,20,0,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
380,380,[3667],[],500,2,3,28,0,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",30,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
381,381,[],[],500,2,3,28,0,1,6,3,100,1,"",[],1,0,4,0,1,0,1,"",30,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
382,382,[3666],[],400,3,3,46,10,1,3,2,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",50,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
383,383,[3685],[],0,1,3,19,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
384,384,[3708],[],200,3,3,55,7,1,6,3,100,1,"",[],3,0,4,0,1,0,1,"",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
385,385,[],[],0,2,2,20,0,1,6,2,100,1,"",[],1,0,2,0,1,0,1,"",180,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
386,386,[1455],[],0,1,4,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
387,387,[1522],[],0,1,4,18,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
388,388,[3706],[],500,3,3,46,6,1,3,2,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",100,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
389,389,[3705],[],0,2,3,37,0,1,3,2,0,1,"",[],1,0,4,0,1,0,1,"",30,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
390,390,[3697],[],0,1,3,9,0,1,13,13,0,1,"",[],1,0,2,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
391,391,[3701],[],0,1,4,9,0,1,13,13,0,1,"",[],1,0,4,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
392,392,[3659],[],300,2,3,22,0,1,3,2,0,1,1,[],1,0,2,0,1,0,"","",150,7,"",100,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
393,393,[3711],[],0,1,4,23,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
394,394,[3721],[],0,2,4,29,0,1,4,2,0,1,"",[],1,0,4,0,1,0,1,"",60,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
395,395,[3734],[],700,1,2,64,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",250,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
396,396,[],[],300,2,2,26,0,1,3,2,0,"","",[],1,0,2,0,1,0,"","",180,7,"",100,"","",[],3,"","","","",[],"",1,"","","",[],"","","","",0,"",""
397,397,[],[],300,2,2,26,0,1,3,2,0,"","",[],1,0,2,0,1,0,"","",180,7,"",100,"","",[],4,"","","","",[],"",1,"","","",[],"","","","",0,"",""
398,398,[442],[],400,2,2,55,0,1,4,2,0,1,"",[],1,0,2,0,1,0,"","",52,7,"",50,"","",[],1,1,1,"",1,[],"",1,"","","",[],"","","","",0,"",""
399,399,[1746],[],400,2,2,50,0,1,4,2,0,1,"",[],1,0,2,0,1,0,"","",52,7,"",50,"","",[],1,1,1,"",1,[],"",1,"","","",[],"","","","",0,"",""
400,400,[1487],[],400,2,2,55,0,1,4,2,0,1,"",[],1,0,2,0,1,0,"","",52,7,"",50,"","",[],1,1,1,"",1,[],"",1,"","","",[],"","","","",0,"",""
401,401,[549],[],400,2,2,45,0,1,4,2,0,1,"",[],1,0,2,0,1,0,"","",60,7,"",50,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
402,402,[549],[],400,2,2,65,0,1,4,2,0,1,"",[],1,0,2,0,1,0,"","",60,7,"",50,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
403,403,[549],[],400,2,2,85,0,1,4,2,0,1,"",[],1,0,2,0,1,0,"","",60,7,"",50,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
404,404,[549],[],400,2,2,105,0,1,4,2,0,1,"",[],1,0,2,0,1,0,"","",60,7,"",50,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
405,405,[625],[],350,2,2,33,0,1,4,2,0,1,"",[],1,0,2,0,1,0,"","",25,7,"",70,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
406,406,[3759],[],135,2,3,23,0,1,3,2,0,1,"",[],3,0,4,-10,1,0,"","",170,7,"",40,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
407,407,[3758],[],120,2,3,28,0,1,3,2,0,1,"",[],3,0,4,0,1,0,"","",180,7,"",40,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
408,408,[],[],153,2,3,22,0,1,3,2,0,"","",[],1,0,4,-23,1,0,"","",183,7,"",33,"","",[],3,"","","","",[],"",1,"","","",[],"","","","",0,"",""
409,409,[],[],215,2,3,22,0,1,3,2,0,"","",[],1,0,4,-15,1,0,"","",183,7,"",33,"","",[],4,"","","","",[],"",1,"","","",[],"","","","",0,"",""
410,410,[3777],[],0,1,4,22,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
411,411,[3801],[],320,3,3,100,20,1,3,2,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",40,"","",[],1,1,1,"",1,[180],1,1,"","","",[],"","","","",0,"",""
412,412,[3813],[],0,1,4,7,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
413,413,[],[],0,1,4,15,0,1,13,13,0,1,"",[],1,0,2,0,1,0,1,"",0,7,"",0,"",1483,[10],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
414,414,[3818],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
415,415,[3819],[],350,3,3,70,22,1,6,2,100,1,"",[],1,0,2,0,1,0,"","",0,7,"",50,"","",[],1,1,1,"","",[200],"",1,"","","",[],"","","","",0,"",""
416,416,[3820],[],0,1,3,30,0,1,13,13,0,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
417,417,[3821],[],0,1,3,15,0,1,13,13,0,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
418,418,[3822],[],0,4,3,30,15,1,13,13,0,1,"",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
419,419,[3823],[],0,4,3,45,30,1,13,13,0,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
420,420,[3824],[],0,4,3,60,45,1,13,13,0,1,"",[],1,0,2,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
421,421,[3825],[],500,3,3,105,28,1,6,2,100,1,"",[],1,0,2,0,1,0,1,"",0,7,"",50,"","",[],1,1,1,"","",[280],"",1,"","","",[],"","","","",0,"",""
422,422,[3812],[],0,1,4,12,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
423,423,[624],[],0,2,3,60,0,1,6,2,100,1,"",[],1,0,2,0,1,0,"","",30,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
424,424,[624],[],0,2,3,60,0,1,6,2,100,1,"",[],1,0,2,0,1,0,"","",30,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
425,425,[3836],[],0,1,4,12,0,1,13,13,0,"","",[],1,0,4,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
426,426,[3844],[],0,1,2,15,0,1,13,13,0,1,"",[],2,11,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
427,427,[3855],[],0,1,4,12,0,1,13,13,0,1,"",[],4,11,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
428,428,[3795],[],0,1,3,23,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
429,429,[3859],[],0,1,3,15,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
430,430,[3860],[],0,1,3,25,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
431,431,[3861],[],100,3,3,60,16,1,6,2,100,1,"",[],1,0,2,0,1,0,"","",0,7,"",33,"","",[],1,1,1,"","",[180],"",1,"","","",[],"","","","",0,"",""
432,432,[3862],[],0,1,3,20,0,1,13,13,0,1,"",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
433,433,[3864],[],0,3,3,25,20,1,6,2,100,1,"",[],3,0,4,0,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[200],"",1,"","","",[],"","","","",0,"",""
434,434,[3865],[],0,1,2,20,0,1,13,13,0,1,"",[],1,0,2,90,1,0,"","",0,7,"",0,"","",[],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
435,435,[3869],[],0,1,2,12,0,1,13,13,0,1,"",[],1,0,7,0,1,0,"","",0,7,"",0,"",1483,[8],1,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
436,436,[],[],78,2,2,15,0,1,6,2,100,1,"",[],1,0,2,-27,1,0,"","",135,7,"",33,"","",[],3,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
437,437,[],[],74,2,2,15,0,1,6,2,100,1,"",[],1,0,2,21,1,0,"","",135,7,"",33,"","",[],4,1,1,"","",[],"",1,"","","",[],"","","","",0,"",""
438,438,[3830],[],0,1,4,20,0,1,13,13,0,"","",[],1,0,7,0,1,0,1,"",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
439,439,[3874],[],0,4,4,25,20,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
440,440,[3875],[],0,4,4,30,25,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
441,441,[3876],[],0,4,4,35,30,1,13,13,0,"","",[],1,0,7,0,1,0,"","",0,7,"",0,"","",[],1,"","","","",[],"",1,"","","",[],"","","","",0,"",""
