"rownum","Id","bool","i32","Name","AOFiles","bool","bool","i32","bool","bool","i32","[rid]","BaseItemTypesKey","bool","ModsKeys","TagsKeys","ChestEffectsKey","MinLevel","string","MaxLevel","Corrupt_AchievementItemsKey","CurrencyUse_AchievementItemsKey","Encounter_AchievementItemsKeys","rid","InheritsFrom","bool","rid","[i32]","string","i32","i32","bool","rid","rid","bool","bool"
823,"Metadata/Chests/DelveChests/DelveChestCurrencySilverCoins",1,4,"Glimmering Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,70,"","",100,"[12,23]","","",[8486],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
824,"Metadata/Chests/DelveChests/DelveChestCurrencyWisdomScrolls",1,4,"Packed Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,70,"","",100,"[12,23]","","",[8486],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
825,"Metadata/Chests/DelveChests/DelveChestCurrency3",1,4,"Abandoned Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,140,"","",100,"[12,23]","","",[8486],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
826,"Metadata/Chests/DelveChests/DelveChestCurrencySockets2",1,4,"Pocked Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,70,"","",100,"[12,23]","","",[8486],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
827,"Metadata/Chests/DelveChests/DelveChestCurrencyMaps",1,4,"Cartographer's Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,70,"","",100,"[12,23]","","",[8486],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
828,"Metadata/Chests/DelveChests/DelveChestCurrencyMaps2",1,4,"Cartographer's Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,70,"","",100,"[12,23]","","",[8486],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
829,"Metadata/Chests/DelveChests/DelveChestCurrencyHighShards",1,4,"Shattered Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,70,"","",100,"[12,23]","","",[8486],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
830,"Metadata/Chests/DelveChests/DelveChestCurrencyHigh",1,4,"Abandoned Fortune","[""Metadata/Chests/Chests/Chest24.ao""]","",1,140,"","",100,"[12,23]","","",[8486],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
831,"Metadata/Chests/DelveChests/DelveChestMap1",1,4,"Abandoned Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],8,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
832,"Metadata/Chests/DelveChests/DelveChestMap2",1,4,"Abandoned Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
833,"Metadata/Chests/DelveChests/DelveChestMapChisels",1,4,"Cartographer's Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,1,"","","",""
834,"Metadata/Chests/DelveChests/DelveChestMapCorrupted",1,4,"Bloodstained Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
835,"Metadata/Chests/DelveChests/DelveChestMapHorizon",1,4,"Strange Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,1,"","","",""
836,"Metadata/Chests/DelveChests/DelveChestMap3",1,4,"Abandoned Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
837,"Metadata/Chests/DelveChests/DelveChestMapSextants",1,4,"Explorer's Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,1,"","","",""
838,"Metadata/Chests/DelveChests/DelveChestMapUnique",1,4,"Beautiful Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
839,"Metadata/Chests/DelveChests/DelveChestMapShaperGuardianMap",1,4,"Puzzling Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
840,"Metadata/Chests/DelveChests/DelveChestMapElderGuardianMap",1,4,"Maddening Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
841,"Metadata/Chests/DelveChests/DelveChestMapConquerorGuardianMap",1,4,"Remembered Charts","[""Metadata/Chests/ScrollRack/ScrollRack.ao""]","",1,0,"","",100,[],"","",[8486],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
842,"Metadata/Chests/DelveChests/DelveChestAssortedFossils",1,4,"Prehistoric Riches","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,"[12,23]","","",[8486],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","","[258462,141538]","",0,0,1,"","","",""
843,"Metadata/Chests/DelveChests/DelveChestSpecialArmourMinion",1,4,"Grim Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
844,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsMinion",1,4,"Grim Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
845,"Metadata/Chests/DelveChests/DelveChestSpecialGenericMinion",1,4,"Grim Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
846,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueMinion",1,4,"Grim Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
847,"Metadata/Chests/DelveChests/DelveChestSpecialArmourPhysical",1,4,"Heavy Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
848,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponPhysical",1,4,"Heavy Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
849,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsPhysical",1,4,"Heavy Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
850,"Metadata/Chests/DelveChests/DelveChestSpecialGenericPhysical",1,4,"Heavy Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
851,"Metadata/Chests/DelveChests/DelveChestSpecialUniquePhysical",1,4,"Heavy Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
852,"Metadata/Chests/DelveChests/DelveChestSpecialArmourFire",1,4,"Smouldering Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
853,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponFire",1,4,"Smouldering Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
854,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsFire",1,4,"Smouldering Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
855,"Metadata/Chests/DelveChests/DelveChestSpecialGenericFire",1,4,"Smouldering Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
856,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueFire",1,4,"Smouldering Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
857,"Metadata/Chests/DelveChests/DelveChestSpecialArmourCold",1,4,"Frosty Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
858,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponCold",1,4,"Frosty Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
859,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsCold",1,4,"Frosty Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
860,"Metadata/Chests/DelveChests/DelveChestSpecialGenericCold",1,4,"Frosty Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
861,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueCold",1,4,"Frosty Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
862,"Metadata/Chests/DelveChests/DelveChestSpecialArmourLightning",1,4,"Charged Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
863,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponLightning",1,4,"Charged Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
864,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsLightning",1,4,"Charged Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
865,"Metadata/Chests/DelveChests/DelveChestSpecialGenericLightning",1,4,"Charged Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
866,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueLightning",1,4,"Charged Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
867,"Metadata/Chests/DelveChests/DelveChestSpecialArmourChaos",1,4,"Malignant Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
868,"Metadata/Chests/DelveChests/DelveChestSpecialWeaponChaos",1,4,"Malignant Armaments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
869,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsChaos",1,4,"Malignant Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
870,"Metadata/Chests/DelveChests/DelveChestSpecialGenericChaos",1,4,"Malignant Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
871,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueChaos",1,4,"Malignant Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
872,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsTalisman",1,4,"Feral Talismans","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
873,"Metadata/Chests/DelveChests/DelveChestSpecialArmourAspect",1,4,"Feral Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
874,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsAspect",1,4,"Feral Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
875,"Metadata/Chests/DelveChests/DelveChestSpecialGenericEssence",1,4,"Whispering Coffer","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
876,"Metadata/Chests/DelveChests/DelveChestSpecialArmourMana",1,4,"Inspiring Armour","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
877,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsMana",1,4,"Inspiring Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
878,"Metadata/Chests/DelveChests/DelveChestSpecialGenericMana",1,4,"Inspiring Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
879,"Metadata/Chests/DelveChests/DelveChestSpecialUniqueMana",1,4,"Inspiring Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
880,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsAbyss","",4,"Gazing Jewellery","[""Metadata/Chests/Abyss/AbyssChestIdle.ao""]","",1,25,"","",100,[],"","",[7774],[],"",0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestAbyss","","",[],"",0,0,"","","","",""
881,"Metadata/Chests/DelveChests/DelveChestSpecialTrinketsAbyss2","",4,"Gazing Jewellery","[""Metadata/Chests/Abyss/AbyssChestIdle.ao""]","",1,25,"","",100,[],"","",[7774],[],"",0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestAbyss2","","",[],"",0,0,"","","","",""
882,"Metadata/Chests/DelveChests/DelveChestCityVaalImplicit",1,4,"Bloodstained Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
883,"Metadata/Chests/DelveChests/DelveChestCityVaalAtzoatlRare",1,4,"Handcrafted Antiques","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
884,"Metadata/Chests/DelveChests/DelveChestCityVaalUberAtziri",1,4,"Mythical Crate","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
885,"Metadata/Chests/DelveChests/DelveChestCityVaalDoubleCorrupted",1,4,"Disturbing Loot","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
886,"Metadata/Chests/DelveChests/DelveChestCityAbyssStygian",1,4,"Rattling Coffer","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],9,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
887,"Metadata/Chests/DelveChests/DelveChestCityAbyssJewels",1,4,"Abyssal Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
888,"Metadata/Chests/DelveChests/DelveChestCityAbyssUnique",1,4,"Abyssal Treasures","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
889,"Metadata/Chests/DelveChests/DelveChestCityAbyssHighJewel",1,4,"Abyssal Jewellery","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
890,"Metadata/Chests/DelveChests/DelveChestCityProtoVaalAzurite",1,4,"Prehistoric Ore","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],"",0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveAzuriteChestCity","","",[],"",0,0,"","","","",""
891,"Metadata/Chests/DelveChests/DelveChestCityProtoVaalFossils",1,4,"Prehistoric Fossils","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],10,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,1,"","","",""
892,"Metadata/Chests/DelveChests/DelveChestCityProtoVaalResonator",1,4,"Prehistoric Resonators","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,1,"","","",""
893,"Metadata/Chests/DelveChests/DelveChestCityProtoVaalEmblem",1,4,"Prehistoric Rings","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
894,"Metadata/Chests/DelveChests/DelveChestCitySpecial1",1,4,"Concealed Opulence","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,1,"","","",""
895,"Metadata/Chests/DelveChests/DelveChestCitySpecial2",1,4,"Concealed Oddities","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
896,"Metadata/Chests/DelveChests/DelveChestCitySpecial3",1,4,"Concealed Adornments","[""Metadata/Chests/SilverChests/SilverChest1.ao""]","",1,25,"","",100,[],"","",[7774],[],11,0,"",100,"","",[],"","Metadata/Chests/DelveChests/DelveChestEncounter","","",[],"",0,0,"","","","",""
897,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationCard1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,15,"","",100,[25],"","","[7776,8486]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[1],"",0,0,1,"","","",""
898,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationCard2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,20,"","",100,[25],"","","[7776,8486]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[1],"",0,0,1,"","","",""
899,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationCard3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[25],"","","[7776,8486]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[1],"",0,0,1,"","","",""
900,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationCard4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[25],"","","[7776,8486]",[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[1],"",0,0,1,"","","",""
901,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationStack1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","",""
902,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationStack2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","",""
903,"Metadata/Chests/BetrayalChests/BetrayalChestDivinationStack3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,0,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","",""
904,"Metadata/Chests/BetrayalChests/BetrayalChestTalisman1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","",""
905,"Metadata/Chests/BetrayalChests/BetrayalChestTalisman2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","",""
906,"Metadata/Chests/BetrayalChests/BetrayalChestTalisman3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","",""
907,"Metadata/Chests/BetrayalChests/BetrayalChestTalisman4",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,"","","","",""
908,"Metadata/Chests/BetrayalChests/BetrayalChestSilverCoins1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","",""
909,"Metadata/Chests/BetrayalChests/BetrayalChestSilverCoins2",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","",""
910,"Metadata/Chests/BetrayalChests/BetrayalChestSilverCoins3",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","",""
911,"Metadata/Chests/BetrayalChests/BetrayalChestCatalysts1",1,4,"Safehouse Stash","[""Metadata/Chests/Chests/Chest24.ao""]","",1,25,"","",100,[],"","",[7776],[],10,0,"",100,"","",[],"","Metadata/Chests/BetrayalSafehouseChest","","",[],"",0,0,1,"","","",""
