"rownum","Id","BuffDDSFile","EPKFiles1","EPKFiles2","PreloadGroups","bool","BuffName","MiscAnimated1","MiscAnimated2","BuffDescription","EPKFile","HasExtraArt","ExtraArt","[i32]","EPKFiles","BuffVisualOrbs","MiscAnimated3"
985,"player_aura_stygian_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/stygian/stygianaura.epk""]",[],"","","","","","","","",[],[],[],""
986,"player_aura_spell_damage","Art/2DArt/SkillIcons/SpellDamageAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/spell_damage/SpellDamageAura.epk""]",[],1,"","","","","","","",[],[],[],""
987,"divine_tempest_stage","Art/2DArt/SkillIcons/DivineTempest.dds",[],[],[],"","","","","","","","",[],[],[],""
988,"soulrend_fade_out","","[""Metadata/Effects/Spells/soulrend/soulrend_fadeout.epk""]",[],[],"","","","","","","","",[],[],[],""
989,"player_aura_damage_over_time","Art/2DArt/SkillIcons/DeliriumAura.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/delirium/DeliriumAura.epk""]",[],1,"","","","","","","",[],[],[],""
990,"player_aura_celestial_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/celestial/celestialaura.epk""]",[],"","","","","","","","",[],[],[],""
991,"cold_soulrend","Art/2DArt/BuffIcons/buffchilled.dds","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/cold/cold_soulrend.epk""]",[],[],"","","","","","","","",[],[],[],""
992,"cold_soulrend_fade_out","","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/general/cold/cold_soulrend_fadeout.epk""]",[],[],"","","","","","","","",[],[],[],""
993,"blood_soulrend","Art/2DArt/BuffIcons/BloodCloudDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/vaal_sergeant/soulrend/soulrend.epk""]",[],[],"","","","","","","","",[],[],[],""
994,"blood_soulrend_fade_out","","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Vaal/vaal_sergeant/soulrend/soulrend_fadeout.epk""]",[],[],"","","","","","","","",[],[],[],""
995,"fire_exposure","Art/2DArt/BuffIcons/resistfire.dds","[""Metadata/Effects/Spells/ele_resist_debuff/fire.epk""]",[],[],"","","","","","","","",[],[],[],""
996,"cold_exposure","Art/2DArt/BuffIcons/resistcold.dds","[""Metadata/Effects/Spells/ele_resist_debuff/cold.epk""]",[],[],"","","","","","","","",[],[],[],""
997,"lightning_exposure","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/Spells/ele_resist_debuff/lightning.epk""]",[],[],"","","","","","","","",[],[],[],""
998,"fire_exposure_all","Art/2DArt/BuffIcons/resistfire.dds","[""Metadata/Effects/StatusAilments/triple_exposure/tri_exposure.epk""]",[],[],"","","","","","","","",[],[],[],""
999,"cold_exposure_all","Art/2DArt/BuffIcons/resistcold.dds","[""Metadata/Effects/StatusAilments/triple_exposure/tri_exposure.epk""]",[],[],"","","","","","","","",[],[],[],""
1000,"lightning_exposure_all","Art/2DArt/BuffIcons/resistlightning.dds","[""Metadata/Effects/StatusAilments/triple_exposure/tri_exposure.epk""]",[],[],"","","","","","","","",[],[],[],""
1001,"ghost_dance","Art/2DArt/SkillIcons/passives/Trickster/AcrobaticWillpower.dds",[],[],[],"","","","","","","","",[],[],[],""
1002,"player_aura_celestialt1_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/celestial/celestialauratier1.epk""]",[],"","","","","","","","",[],[],[],""
1003,"player_aura_celestialt2_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/celestial/celestialauratier2.epk""]",[],"","","","","","","","",[],[],[],""
1004,"player_aura_celestialt3_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/celestial/celestialauratier3.epk""]",[],"","","","","","","","",[],[],[],""
1005,"synthesis_fragment_entry_hide_player","",[],[],[],"","","","","","","","",[],[],[],""
1006,"synthesis_fragment_entry_scan_player","",[],[],[],"","","","","","","","",[],[],[],""
1007,"madcap_phase_run_mtx","","[""Metadata/Effects/Microtransactions/Spells/phase_run/horseman/EPK.epk""]",[],[],"","","","","","","","",[],[],[],""
1008,"huntsman_immortal_call_mtx","","[""Metadata/Effects/Microtransactions/Spells/ImmortalCall/huntsman/EPK.epk""]",[],[],"","","","","","","","",[],[],[],""
1009,"ignited_holy","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/holy_ignited.epk""]","[""Metadata/Effects/StatusAilments/holy_ignited.epk""]",[],"","","","","","Metadata/Effects/StatusAilments/holy_ignited_player.epk","","",[],[],[],""
1010,"synthesis_decay_effect","Art/2DArt/BuffIcons/SynthesisDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
1011,"player_aura_madcap_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/darkwood_horseman/madcap_aura.epk""]",[],"","","","","","","","",[],[],[],""
1012,"player_auras_huntsman_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/darkwood_huntsman/huntsman_aura.epk""]",[],"","","","","","","","",[],[],[],""
1013,"spell_boost_charge","",[],[],[],"","","","","","",1,"Art/2DArt/UIImages/InGame/SpellFocusSupportbuff",[],[],[],""
1014,"divinity","Art/2DArt/BuffIcons/Divinity.dds","[""Metadata/Effects/Microtransactions/Aura/Uniques/HighTemplarsRobes2/divinity.epk""]",[],[],"","","","","","","","",[],[],[],""
1015,"player_aura_accuracy_and_crits","Art/2DArt/SkillIcons/auracrit.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Microtransactions/Aura/Uniques/AccuracyCrit/AccCritAura.epk""]",[],1,"","","","","","","",[],[],[],""
1016,"player_aura_accuracy_and_crits_4_0_0","Art/2DArt/SkillIcons/auracrit.dds","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]","[""Metadata/Effects/Spells/player_auras/precision.epk""]",[],1,"","","","","","","",[],[],[],""
1017,"synthesis_turret_charge_projectile_target","Art/2DArt/BuffIcons/SynthesisDroneDebuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/Synthesis_Guardian2/drone_debuff/debuff.epk""]",[],[],"","","","","","","","",[],[],[],""
1018,"synthesis_camera_lens","Art/2DArt/BuffIcons/SynthesisDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
1019,"synthesis_slow","Art/2DArt/BuffIcons/SynthesisDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
1020,"synthesis_player_teleport_appear","","[""Metadata/Effects/Spells/monsters_effects/League_Synthesis/cavas_soul/wormhole_chara_out.epk""]",[],[],"","","","","","","","",[],[],[],""
1021,"dominance_aura_all_stats","","[""Metadata/Effects/Spells/monsters_effects/aura/affected_player.epk""]",[],[],"","","","","","","","",[],[],[],""
1022,"soulrend_celestial","","[""Metadata/Effects/Microtransactions/Spells/soulrend/celestial/spacialrend.epk""]",[],[],"","","","","","","","",[],[],[],""
1023,"soulrend_celestial_fade_out","","[""Metadata/Effects/Microtransactions/Spells/soulrend/celestial/spacialfade.epk""]",[],[],"","","","","","","","",[],[],[],""
1024,"storm_burst_orb_count","Art/2DArt/SkillIcons/StormBurst.dds",[],[],[],"","","","","","","","",[],[],[],""
1025,"synthesis_laser_slow","Art/2DArt/BuffIcons/ArcTrap.dds","[""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/shocked.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/shocked.epk""]",[],[],"","","","","","","","",[],[],[],""
1026,"high_templar_robes_icon","Art/2DArt/BuffIcons/Divinity.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
1027,"soulrend_celestial_cat","","[""Metadata/Effects/Microtransactions/Spells/soulrend/cat/spacialrend.epk""]",[],[],"","","","","","","","",[],[],[],""
1028,"soulrend_celestial_cat_fade_out","","[""Metadata/Effects/Microtransactions/Spells/soulrend/cat/spacialfade.epk""]",[],[],"","","","","","","","",[],[],[],""
1029,"quick_guard","Art/2DArt/BuffIcons/QuickGuard.dds","[""Metadata/Effects/Spells/maneuver_mechanics/Iron_Skin.epk""]",[],[],"","","","","","","","",[],[],[],""
1030,"quick_guard_stygian","Art/2DArt/BuffIcons/QuickGuard.dds","[""Metadata/Effects/Microtransactions/Spells/StygianSteelskin/Steel_Skin.epk""]",[],[],"","","","","","","","",[],[],[],""
1031,"bone_armour","Art/2DArt/BuffIcons/QuickGuard2.dds","[""Metadata/Effects/Spells/maneuver_mechanics/BoneArmour.epk""]",[],[],"","","","","","","","",[],[],[],""
1032,"dark_ritual_stygian","","[""Metadata/Effects/Microtransactions/Spells/dark_ritual/stygian/dot.epk""]",[],[],"","","","","","","","",[],[],[],""
1033,"demonic_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_fire.epk""]",[],[],"","","","","","","","",[],[],[],""
1034,"demonic_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_ice.epk""]",[],[],"","","","","","","","",[],[],[],""
1035,"demonic_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/hand_lightning.epk""]",[],[],"","","","","","","","",[],[],[],""
1036,"demonic_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/demonic/lightning_active.epk""]",[],[],"","","","","","","","",[],[],[],""
1037,"quick_block","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/maneuver_mechanics/Blessed_Shield.epk""]",[],[],"","","","","","","","",[],[],[],""
1038,"cyclone_channelled_stage","Art/2DArt/SkillIcons/cyclone.dds",[],[],[],"","","","","","","","",[],[],[],""
1039,"bladestorm_sandstorm","Art/2DArt/SkillIcons/SandBladeStorm.dds",[],[],[],"","","","","","","","",[],[],[],""
1040,"bladestorm_bloodstorm","Art/2DArt/SkillIcons/BloodBladeStorm.dds",[],[],[],"","","","","","","","",[],[],[],""
1041,"sand_stance","Art/2DArt/BuffIcons/SandStance.dds","[""Metadata/Effects/Spells/blood_sand_stance/sand_stance.epk""]",[],[],"","","","","","","","",[],[],[],""
1042,"blood_stance","Art/2DArt/BuffIcons/BloodStance.dds","[""Metadata/Effects/Spells/blood_sand_stance/blood_stance.epk""]",[],[],"","","","","","","","",[],[],[],""
1043,"double_slash_stage","Art/2DArt/SkillIcons/DoubleSlash.dds",[],[],[],"","","","","","","","",[],[],[],""
1044,"ground_fire_burn_stygian","Art/2DArt/SkillIcons/groundfire.dds","[""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/Ignited_blackflame.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited_blackflame.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
1045,"legion_petrify","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_affected.epk""]",[],[48],"","","","","","","","",[],[],[],""
1046,"shrine_resonating","Art/2DArt/BuffIcons/ResonatingShrine.dds",[],[],[],"","","","","","","","",[],[],[60],""
1047,"shrine_gloom","Art/2DArt/BuffIcons/shrine_curses.dds",[],[],[],"","","","","","","","",[],[],[58],""
1048,"berserk","Art/2DArt/BuffIcons/Beserk.dds","[""Metadata/Effects/Spells/rage_burst/Berserk.epk""]",[],[],"","","","","","","","",[],[],[],""
1049,"player_aura_plated_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/plated/platedAura.epk""]",[],"","","","","","","","",[],[],[],""
1050,"player_aura_dragon_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/dragon/red/RedDragonAura.epk""]",[],"","","","","","","","",[],[],[],""
1051,"player_aura_blue_dragon_mtx","",[],"[""Metadata/Effects/Microtransactions/Spells/auras/dragon/blue/BlueDragonAura.epk""]",[],"","","","","","","","",[],[],[],""
1052,"eternal_empire_banner","Art/2DArt/BuffIcons/nobuff.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/EternalEmpire/BannerSummon/Epk/banner_affected.epk""]",[],[],"","","","","","","","",[],[],[],""
1053,"replicate_minion_visual","","[""Metadata/Effects/Spells/refract/mirages.epk""]",[],[],"","","","","","","","",[],[],[],""
1054,"sand_armour","Art/2DArt/SkillIcons/SandArmour.dds","[""Metadata/Effects/Spells/blood_sand_armour/sand_armour.epk""]",[],[],"","","","","","","","",[],[],[],""
1055,"blood_armour","Art/2DArt/SkillIcons/BloodArmour.dds","[""Metadata/Effects/Spells/blood_sand_armour/blood_armour.epk""]",[],[],"","","","","","","","",[],[],[],""
1056,"empyrean_herald_of_ash","Art/2DArt/BuffIcons/HeraldofAsh.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Ash.epk""]",[],[],"","","","","","","","",[],[],[],""
1057,"empyrean_herald_of_ice","Art/2DArt/BuffIcons/HeraldofIce.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Ice.epk""]",[],[],"","","","","","","","",[],[],[],""
1058,"empyrean_herald_of_thunder","Art/2DArt/BuffIcons/HeraldofThunder.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Thunder.epk""]",[],[],"","","","","","","","",[],[],[],""
1059,"empyrean_herald_of_thunder_active","","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/EPK_Thunder_Buff.epk""]",[],[],"","","","","","","","",[],[],[],""
1060,"blinded_sand","Art/2DArt/BuffIcons/buffblinded.dds",[],[],[],"","","","","","","","",[],[],[63],""
1061,"player_physical_damage_aura","Art/2DArt/SkillIcons/auradamage.dds","[""Metadata/Effects/Spells/player_auras/physical_damage/enemy_affected.epk""]","[""Metadata/Effects/Spells/player_auras/physical_damage/player_aura.epk""]",[],1,"","","","","","","",[],[],[],""
1062,"legion_time_lock_karui","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_KARUI.epk""]",[],[48],"","","","","","","","",[],[],[],""
1063,"legion_time_lock_maraketh","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_MARAKETH.epk""]",[],[48],"","","","","","","","",[],[],[],""
1064,"legion_time_lock_vaal","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_VAAL.epk""]",[],[48],"","","","","","","","",[],[],[],""
1065,"legion_time_lock_templar","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_TEMPLAR.epk""]",[],[48],"","","","","","","","",[],[],[],""
1066,"legion_time_lock_eternal","Art/2DArt/BuffIcons/Petrified.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/epk/affected/obelisk_EMPIRE.epk""]",[],[48],"","","","","","","","",[],[],[],""
1067,"attached_retract_arrow","Art/2DArt/BuffIcons/LioneyeArrowStuckInPlayerDebuff.dds",[],[],[],"","","","","","","","",[],[],[],""
1068,"legion_nobuff","","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],[],"","","","","","","","",[],[],[],""
1069,"player_aura_illusionist_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/illusionist/illusionist_aura.epk""]",[],"","","","","","","","",[],[],[],""
1070,"necromancer_skeleton_buff","","[""Metadata/Effects/Spells/monsters_effects/act1/necromancer/buff_flash.epk""]",[],[],"","","","","","","","",[],[],[],""
1071,"player_aura_legion_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/LegionAura/LegionAura.epk""]",[],"","","","","","","","",[],[],[],""
1072,"player_aura_wrangler_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/frontier_wrangler/Aura_Wrangler.epk""]",[],"","","","","","","","",[],[],[],""
1073,"player_aura_wild_mtx","",[],"[""Metadata/Effects/Microtransactions/Aura/frontier_wild/Aura_Wild.epk""]",[],"","","","","","","","",[],[],[],""
1074,"blitz_charge","Art/2DArt/SkillIcons/passives/Berserker/Blitz.dds",[],[],[],"","","","","","","","",[],[],[],""
1075,"slayer_crit_multi_aura","Art/2DArt/SkillIcons/passives/Slayer/Overwhelm.dds","[""Metadata/Effects/Spells/ascendancy_classes/slayer/overwhelm/overwhelm.epk""]",[],[],1,"","","","","","","",[],[],[],""
1076,"flicker_strike","Art/2DArt/SkillIcons/iconblinkstrike.dds",[],[],[],"","","","","","","","",[],[],[],""
1077,"fidelitas_lightning_charged","","[""Metadata/Effects/Spells/monsters_effects/aura/monster_buff/element_fire/light.epk""]",[],[],"","","","","","","","",[],[],[],""
1078,"legion_flask_lasso","Art/2DArt/SkillIcons/MarakethBossSkill1.dds","[""Metadata/Effects/Spells/monsters_effects/League_Legion/Maraketh/Boss/lasso_debuff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
1079,"screech_snipe_debuff","Art/2DArt/BuffIcons/SappedBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
1080,"korea_pc_bang","Art/2DArt/BuffIcons/KoreaPCBang.dds",[],[],[],"","","","","","","","",[],[],[],""
1081,"vigilant_strike_on_fortify","","[""Metadata/Effects/Spells/fortify/onhit/fortify_onhit.epk""]",[],[],"","","","","","","","",[],[],[],""
1082,"challenger_charge","Art/2DArt/SkillIcons/passives/Gladiator/GLADBloodAndSand.dds",[],[],[],"","","","","","","","",[],[],[],""
1083,"vigilant_strike_on_have_fortify","","[""Metadata/Effects/Spells/fortify/onhit/fortify_onhit2.epk""]",[],[],"","","","","","","","",[],[],[],""
1084,"combat_rush","Art/2DArt/BuffIcons/CloseCombatMovementBuff.dds",[],[],[],"","","","","","","","",[],[],[],""
1085,"vanished_enemy_affecting_aura","",[],"[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
1086,"siphon_celestial","Art/2DArt/SkillIcons/Siphon.dds","[""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain.epk"",""Metadata/Effects/Microtransactions/Spells/siphon_celestial/drain_large.epk""]",[],[],1,"","","","","","","",[],[],[],""
1087,"contagion_celestial","Art/2DArt/SkillIcons/Contagion.dds","[""Metadata/Effects/Microtransactions/Spells/contagion_celestial/affected.epk""]",[],[],"","","","","","","","",[],[],[],""
1088,"blight_celestial","","[""Metadata/Effects/Microtransactions/Spells/blight/celestial/blight_on.epk""]",[],[],"","","","","","","","",[],[],[],""
1089,"ignited_empyrean","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Ash.epk""]","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Ash.epk""]",[],"","","","","","","","",[],[],[],""
1090,"empyrean_shock","Art/2DArt/BuffIcons/buffshocked.dds","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Thunder.epk""]","[""Metadata/Effects/Microtransactions/Spells/heralds/empyrean/ailment_Thunder.epk""]",[],"","","","","","","","",[],[],[],""
1091,"blood_stance_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_stance.epk""]",[],[],"","","","","","","","",[],[],[],""
1092,"sand_stance_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_stance.epk""]",[],[],"","","","","","","","",[],[],[],""
1093,"blood_armour_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_blood_armour.epk""]",[],[],"","","","","","","","",[],[],[],""
1094,"sand_armour_celestial","","[""Metadata/Effects/Microtransactions/Spells/blood_sand_stance/celestial_sand_armour.epk""]",[],[],"","","","","","","","",[],[],[],""
1095,"slither","Art/2DArt/SkillIcons/WitheringStep.dds","[""Metadata/Effects/Spells/slither/slither_aura.epk""]",[],[],"","","","","","","","",[],[],[],""
1096,"arc_damage_is_lucky_celestial","Art/2DArt/SkillIcons/iconarc.dds","[""Metadata/Effects/Microtransactions/Spells/arc/celestial/vaal_buff.epk""]",[],[],"","","","","","","","",[],[],[],""
1097,"guardian_radiant_crusade_buff","Art/2DArt/SkillIcons/passives/Guardian/Radient Crusade.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
1098,"guardian_unwavering_crusade_buff","Art/2DArt/SkillIcons/passives/Guardian/Unwavering Crusade.dds","[""Metadata/Effects/Spells/ascendancy_classes/guardian/Allies_buff/allies_buff.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
1099,"corrosive_shroud_buff","Art/2DArt/SkillIcons/PlagueBearerStoring.dds",[],[],[],"","","","","","","","",[],[],[],""
1100,"spectre_alternate","","[""Metadata/Effects/StatusAilments/spells/raise_specter_02/monster.epk""]",[],[],"","","","","","","","",[],[],[],""
1101,"elusive","Art/2DArt/BuffIcons/ElusiveBuff.dds","[""Metadata/Effects/Spells/slither/elusive.epk""]",[],[],"","","","","","","","",[],[],[],""
1102,"rare_monster_pack","",[],[],[],"","","","","","","","",[],[],[],""
1103,"puppet_master","Art/2DArt/SkillIcons/OffensiveMinion.dds","[""Metadata/Effects/Spells/monsters_effects/aura/support_gem_buff/puppet_master/puppet_master.epk""]",[],[],"","","","","","","","",[],[],[],""
1104,"necromancer_regen_buff","","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/char_mana_regen/epk/mana_regen.epk""]",[],[],"","","","","","","","",[],[],[],""
1105,"necromancer_regen_aura","Art/2DArt/SkillIcons/passives/Necromancer/EssenceGlutton.dds","[""Metadata/Effects/StatusAilments/NoEffect.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
1106,"necromancer_damage_debuff","Art/2DArt/SkillIcons/passives/Necromancer/PlagueBringer.dds","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/monster_damage_reduction/epk/damage_reduction.epk""]",[],[],1,"","","","","","","",[],[],[],""
1107,"necromancer_plaguebringer_buff","Art/2DArt/SkillIcons/passives/Necromancer/PlagueBringer.dds","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/allies_buff/allies_buff.epk""]","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/allies_buff/allies_buff.epk""]",[],1,"","","","","","","",[],[],[],""
1108,"necromancer_essence_corpse","","[""Metadata/Effects/Spells/ascendancy_classes/necromancer/corpse_mana_visual/corpse_mana_visual.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],1,"","","","","","","",[],[],[],""
1109,"corrosive_shroud_buff_at_max_damage","Art/2DArt/SkillIcons/PlagueBearerMaxPoison.dds",[],[],[],"","","","","","","","",[],[],[],""
1110,"corrosive_shroud_buff_aura_active","Art/2DArt/SkillIcons/PlagueBearerUnleashing.dds",[],[],[],"","","","","","","","",[],[],[],""
1111,"minion_focus_fire_target","Art/2DArt/SkillIcons/MinionFocusFire.dds","[""Metadata/Effects/Spells/focus_fire/focus_target.epk""]",[],[],"","","","","","","","",[],[],[77],""
1112,"minion_other_player_focus_fire_target","Art/2DArt/SkillIcons/MinionFocusFire.dds","[""Metadata/Effects/Spells/focus_fire/focus_target_party.epk"",""Metadata/Effects/Spells/focus_fire/focus_target_party.epk"",""Metadata/Effects/Spells/focus_fire/empty.epk""]",[],[],"","","","","","","","",[],[],[],""
1113,"lightning_explosion_mine_debuff","Art/2DArt/SkillIcons/LightningExplosionMine.dds","[""Metadata/Effects/Spells/mine_auras/EPKs/mined_lightning.epk""]",[],[],"","","","","","","","",[],[],[],""
1114,"skitterbots","Art/2DArt/SkillIcons/LightningFireSkitterbots.dds",[],[],[],"","","","","","","","",[],[],[],""
1115,"bone_armour_self","Art/2DArt/BuffIcons/QuickGuard2.dds","[""Metadata/Effects/Spells/maneuver_mechanics/BoneArmour_char.epk""]",[],[],"","","","","","","","",[],[],[],""
1116,"celestial_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_spectre_celestial/celestialspecter.epk""]",[],[],"","","","","","","","",[],[],[],""
1117,"arcane_spectres","","[""Metadata/Effects/Microtransactions/Spells/raise_specter_stygian/spectre.epk""]",[],[],"","","","","","","","",[],[],[],""
1118,"wither_resistance_celestial","","[""Metadata/Effects/Microtransactions/Spells/wither_celestial/buff.epk""]",[],[],"","","","","","","","",[],[],[],""
1119,"corrosive_shroud_accumulating_damage","","[""Metadata/Effects/Spells/corrosive_shroud/corrosive_shroud_active.epk""]",[],[],"","","","","","","","",[],[],[],""
1120,"corrosive_shroud_aura","Art/2DArt/SkillIcons/PlagueBearerUnleashing.dds","[""Metadata/Effects/Spells/corrosive_shroud/corrosive_affected.epk""]",[],[],"","","","","","","","",[],[],[],""
1121,"remote_mine_2_aura","Art/2DArt/BuffIcons/DebuffRemoteMine.dds","[""Metadata/Effects/Spells/mine_auras/EPKs/mined.epk""]",[],[],"","","","","","","","",[],[],[],""
1122,"cold_projectile_mine","Art/2DArt/SkillIcons/ColdProjectileMine.dds","[""Metadata/Effects/Spells/mine_auras/EPKs/mined_cold.epk""]",[],[],"","","","","","","","",[],[],[],""
1123,"mortar_barrage_mine","Art/2DArt/SkillIcons/FireMortarBarrageMine.dds","[""Metadata/Effects/Spells/mine_auras/EPKs/mined_fire.epk""]",[],[],"","","","","","","","",[],[],[],""
1124,"mamba_strike_initial_debuff","Art/2DArt/SkillIcons/MambaStrike.dds","[""Metadata/Effects/Spells/mamba_strike/mamba_strike_affected.epk"",""Metadata/Effects/Spells/mamba_strike/mamba_strike_affected_large.epk"",""Metadata/Effects/Spells/mamba_strike/mamba_strike_affected_largest.epk""]",[],[],"","","","","","","","",[],[],[],""
1125,"mamba_strike_damage","Art/2DArt/SkillIcons/MambaStrikeDot.dds","[""Metadata/Effects/Spells/mamba_strike/mamba_nova_poison.epk"",""Metadata/Effects/Spells/mamba_strike/mamba_nova_poison_large.epk"",""Metadata/Effects/Spells/mamba_strike/mamba_nova_poison_largest.epk""]",[],[],"","","","","","","","",[],[],[],""
1126,"support_burning_minion","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/Spells/minion_burn/burn.epk""]",[],[],"","","","","","","","",[],[],[],""
1127,"support_burning_minion_aura","Art/2DArt/BuffIcons/buffonfire.dds","[""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/Ignited.epk"",""Metadata/Effects/StatusAilments/monsters/large_monsters/Ignited.epk""]","[""Metadata/Effects/StatusAilments/NoEffect.epk""]",[],"","","","","","","","",[],[],[],""
1128,"blight_wolf_ice_armour","","[""Metadata/Effects/Spells/monsters_effects/act3/experimenter/ice_enrage.epk""]",[],[],"","","","","","","","",[],[],[],""
1129,"blight_tower_aura_buff_towers","","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/buff_aura/towerbuff.epk""]",[],[],"","","","","","","","",[],[],[],""
1130,"blight_tower_aura_buff_players","Art/2DArt/BuffIcons/BlightTowerBuffIcon.dds","[""Metadata/Effects/Spells/monsters_effects/League_Blight/Tower_Skills/buff_aura/playerbuff.epk""]",[],[],"","","","","","","","",[],[],[],""
