"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","bool","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags"
6633,"local_no_critical_strike_multiplier_during_flask_effect","",1,"",4,"","","","","","","",635579421,[],"","","","",[]
6634,"local_socketed_skill_gem_level_+1_per_x_player_levels","",1,"",3,"","","","","","",1,278829764,[],"","","",1,[]
6635,"map_spawn_abysses",1,"","",4,"","","","","","","",-293585734,[],"","","","",[]
6636,"map_num_extra_abysses",1,"","",3,"","","","","","","",-569324923,[],"","","",1,[]
6637,"lightning_tendrils_channelled_larger_pulse_interval","","","",3,"","",1,"","","",1,-1971316183,[],"","","",1,[]
6638,"local_has_X_abyss_sockets",1,1,"",3,"","","","","","","",60843797,[],"","","",1,[]
6639,"melee_skills_area_of_effect_+%","","","",1,"","","","","","","",-715398978,[],18,"","",1,[]
6640,"skill_is_melee_skill","","","",4,"","","","","","","",1212074150,[],"",1,"","",[]
6641,"local_unique_jewel_melee_skills_area_of_effect_+%_with_passive_tree_connected_to_marauder_start","",1,"",1,"","","","","","","",522767324,[],"","","",1,[]
6642,"local_unique_jewel_life_leech_from_attack_damage_permyriad_with_passive_tree_connected_to_duelist_start","",1,"",6,"","","","","","","",-746471726,[],"","","",1,[]
6643,"local_unique_jewel_movement_speed_+%_with_passive_tree_connected_to_ranger_start","",1,"",1,"","","","","","","",88943504,[],"","","",1,[]
6644,"local_unique_jewel_additional_critical_strike_chance_permyriad_with_passive_tree_connected_to_shadow_start","",1,"",1,"","","","","","","",-1545221233,[],"","","",1,[]
6645,"local_unique_jewel_mana_regeneration_rate_per_minute_%_with_passive_tree_connected_to_witch_start","",1,"",6,"","","","","","","",-2034226857,[],"","","",1,[]
6646,"local_unique_jewel_elemental_penetration_%_with_passive_tree_connected_to_templar_start","",1,"",1,"","","","","","","",-1614842405,[],"","","",1,[]
6647,"local_unique_jewel_additional_all_attributes_with_passive_tree_connected_to_scion_start","",1,"",3,"","","","","","","",-1829579019,[],"","","",1,[]
6648,"local_unique_jewel_glacial_cascade_physical_damage_%_to_convert_to_cold_with_40_int_in_radius","",1,"",1,"","","","","","","",1166476128,[],"","","",1,[]
6649,"attack_critical_strike_chance_+%_per_200_accuracy_rating","","","",1,"","","","","","","",-1484700292,[],"","","",1,[]
6650,"attack_minimum_added_physical_damage_with_wands","","","",3,"","","","","","","",-2023449941,[],"","","",1,[]
6651,"attack_maximum_added_physical_damage_with_wands","","","",3,"","","","","","","",-95494263,[],"","","",1,[]
6652,"attack_minimum_added_physical_damage_with_daggers","","","",3,"","","","","","","",-432265390,[],"","","",1,[]
6653,"attack_maximum_added_physical_damage_with_daggers","","","",3,"","","","","","","",779389260,[],"","","",1,[]
6654,"attack_minimum_added_physical_damage_with_claws","","","",3,"","","","","","","",-575039764,[],"","","",1,[]
6655,"attack_maximum_added_physical_damage_with_claws","","","",3,"","","","","","","",1523922544,[],"","","",1,[]
6656,"attack_minimum_added_physical_damage_with_swords","","","",3,"","","","","","","",-863508463,[],"","","",1,[]
6657,"attack_maximum_added_physical_damage_with_swords","","","",3,"","","","","","","",-573626892,[],"","","",1,[]
6658,"attack_minimum_added_physical_damage_with_axes","","","",3,"","","","","","","",-357079005,[],"","","",1,[]
6659,"attack_maximum_added_physical_damage_with_axes","","","",3,"","","","","","","",186756185,[],"","","",1,[]
6660,"attack_minimum_added_physical_damage_with_maces","","","",3,"","","","","","","",-404644781,[],"","","",1,[]
6661,"attack_maximum_added_physical_damage_with_maces","","","",3,"","","","","","","",1172427483,[],"","","",1,[]
6662,"attack_minimum_added_physical_damage_with_staves","","","",3,"","","","","","","",-162780484,[],"","","",1,[]
6663,"attack_maximum_added_physical_damage_with_staves","","","",3,"","","","","","","",-741238320,[],"","","",1,[]
6664,"attack_minimum_added_lightning_damage_with_daggers","","","",3,"","","","","","","",522890931,[],"","","",1,[]
6665,"attack_maximum_added_lightning_damage_with_daggers","","","",3,"","","","","","","",-1433721458,[],"","","",1,[]
6666,"attack_minimum_added_lightning_damage_with_claws","","","",3,"","","","","","","",-1433928801,[],"","","",1,[]
6667,"attack_maximum_added_lightning_damage_with_claws","","","",3,"","","","","","","",764833222,[],"","","",1,[]
6668,"attack_minimum_added_lightning_damage_with_bows","","","",3,"","","","","","","",-1113845725,[],"","","",1,[]
6669,"attack_maximum_added_lightning_damage_with_bows","","","",3,"","","","","","","",1534718719,[],"","","",1,[]
6670,"attack_minimum_added_lightning_damage_with_swords","","","",3,"","","","","","","",1839096561,[],"","","",1,[]
6671,"attack_maximum_added_lightning_damage_with_swords","","","",3,"","","","","","","",-746723175,[],"","","",1,[]
6672,"attack_minimum_added_lightning_damage_with_axes","","","",3,"","","","","","","",181125521,[],"","","",1,[]
6673,"attack_maximum_added_lightning_damage_with_axes","","","",3,"","","","","","","",-634669152,[],"","","",1,[]
6674,"attack_minimum_added_lightning_damage_with_maces","","","",3,"","","","","","","",-1365973344,[],"","","",1,[]
6675,"attack_maximum_added_lightning_damage_with_maces","","","",3,"","","","","","","",1312542378,[],"","","",1,[]
6676,"attack_minimum_added_lightning_damage_with_staves","","","",3,"","","","","","","",-653023894,[],"","","",1,[]
6677,"attack_maximum_added_lightning_damage_with_staves","","","",3,"","","","","","","",-271417883,[],"","","",1,[]
6678,"attack_minimum_added_fire_damage_with_daggers","","","",3,"","","","","","","",-417206715,[],"","","",1,[]
6679,"attack_maximum_added_fire_damage_with_daggers","","","",3,"","","","","","","",736522215,[],"","","",1,[]
6680,"attack_minimum_added_fire_damage_with_claws","","","",3,"","","","","","","",-1969179036,[],"","","",1,[]
6681,"attack_maximum_added_fire_damage_with_claws","","","",3,"","","","","","","",36784724,[],"","","",1,[]
6682,"attack_minimum_added_fire_damage_with_swords","","","",3,"","","","","","","",806441316,[],"","","",1,[]
6683,"attack_maximum_added_fire_damage_with_swords","","","",3,"","","","","","","",1076237733,[],"","","",1,[]
6684,"attack_minimum_added_fire_damage_with_axes","","","",3,"","","","","","","",-862937520,[],"","","",1,[]
6685,"attack_maximum_added_fire_damage_with_axes","","","",3,"","","","","","","",230385506,[],"","","",1,[]
6686,"attack_minimum_added_fire_damage_with_maces","","","",3,"","","","","","","",1865523379,[],"","","",1,[]
6687,"attack_maximum_added_fire_damage_with_maces","","","",3,"","","","","","","",-737873182,[],"","","",1,[]
6688,"attack_minimum_added_fire_damage_with_staves","","","",3,"","","","","","","",-1074917256,[],"","","",1,[]
6689,"attack_maximum_added_fire_damage_with_staves","","","",3,"","","","","","","",-448916714,[],"","","",1,[]
6690,"attack_minimum_added_cold_damage_with_daggers","","","",3,"","","","","","","",-1575514968,[],"","","",1,[]
6691,"attack_maximum_added_cold_damage_with_daggers","","","",3,"","","","","","","",-1453276710,[],"","","",1,[]
6692,"attack_minimum_added_cold_damage_with_claws","","","",3,"","","","","","","",1258940639,[],"","","",1,[]
6693,"attack_maximum_added_cold_damage_with_claws","","","",3,"","","","","","","",-574993520,[],"","","",1,[]
6694,"attack_minimum_added_cold_damage_with_bows","","","",3,"","","","","","","",2107661961,[],"","","",1,[]
6695,"attack_maximum_added_cold_damage_with_bows","","","",3,"","","","","","","",-1216308384,[],"","","",1,[]
6696,"attack_minimum_added_cold_damage_with_swords","","","",3,"","","","","","","",709503393,[],"","","",1,[]
6697,"attack_maximum_added_cold_damage_with_swords","","","",3,"","","","","","","",297305817,[],"","","",1,[]
6698,"attack_minimum_added_cold_damage_with_axes","","","",3,"","","","","","","",206569942,[],"","","",1,[]
6699,"attack_maximum_added_cold_damage_with_axes","","","",3,"","","","","","","",-1940944860,[],"","","",1,[]
6700,"attack_minimum_added_cold_damage_with_maces","","","",3,"","","","","","","",-609857138,[],"","","",1,[]
6701,"attack_maximum_added_cold_damage_with_maces","","","",3,"","","","","","","",1785246944,[],"","","",1,[]
6702,"attack_minimum_added_cold_damage_with_staves","","","",3,"","","","","","","",1067140771,[],"","","",1,[]
6703,"attack_maximum_added_cold_damage_with_staves","","","",3,"","","","","","","",170758961,[],"","","",1,[]
6704,"attack_minimum_added_physical_damage_while_unarmed","","","",3,"","","","","","","",1896081138,[],"","","",1,[]
6705,"attack_maximum_added_physical_damage_while_unarmed","","","",3,"","","","","","","",-371196437,[],"","","",1,[]
6706,"attack_minimum_added_physical_damage_while_holding_a_shield","","","",3,"","","","","","","",-2109064034,[],"","","",1,[]
6707,"attack_maximum_added_physical_damage_while_holding_a_shield","","","",3,"","","","","","","",-468329115,[],"","","",1,[]
6708,"spell_minimum_added_fire_damage_while_dual_wielding","","","",3,"","","","","","","",1009808787,[],"","","",1,[]
6709,"spell_maximum_added_fire_damage_while_dual_wielding","","","",3,"","","","","","","",-147329345,[],"","","",1,[]
6710,"spell_minimum_added_cold_damage_while_dual_wielding","","","",3,"","","","","","","",-906191888,[],"","","",1,[]
6711,"spell_maximum_added_cold_damage_while_dual_wielding","","","",3,"","","","","","","",-481523731,[],"","","",1,[]
6712,"spell_minimum_added_lightning_damage_while_dual_wielding","","","",3,"","","","","","","",-2040177650,[],"","","",1,[]
6713,"spell_maximum_added_lightning_damage_while_dual_wielding","","","",3,"","","","","","","",1834534361,[],"","","",1,[]
6714,"spell_minimum_added_physical_damage_while_dual_wielding","","","",3,"","","","","","","",751689355,[],"","","",1,[]
6715,"spell_maximum_added_physical_damage_while_dual_wielding","","","",3,"","","","","","","",2017006049,[],"","","",1,[]
6716,"spell_minimum_added_chaos_damage_while_dual_wielding","","","",3,"","","","","","","",902857340,[],"","","",1,[]
6717,"spell_maximum_added_chaos_damage_while_dual_wielding","","","",3,"","","","","","","",-2129642542,[],"","","",1,[]
6718,"spell_minimum_added_fire_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",1403558740,[],"","","",1,[]
6719,"spell_maximum_added_fire_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",341182362,[],"","","",1,[]
6720,"spell_minimum_added_cold_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",-914684211,[],"","","",1,[]
6721,"spell_maximum_added_cold_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",-1882629815,[],"","","",1,[]
6722,"spell_minimum_added_lightning_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",-1308271061,[],"","","",1,[]
6723,"spell_maximum_added_lightning_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",746234049,[],"","","",1,[]
6724,"spell_minimum_added_physical_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",1343704486,[],"","","",1,[]
6725,"spell_maximum_added_physical_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",1549308674,[],"","","",1,[]
6726,"spell_minimum_added_chaos_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",-610959076,[],"","","",1,[]
6727,"spell_maximum_added_chaos_damage_while_wielding_two_handed_weapon","","","",3,"","","","","","","",-1705870343,[],"","","",1,[]
6728,"spell_minimum_added_fire_damage_while_holding_a_shield","","","",3,"","","","","","","",-1160735008,[],"","","",1,[]
6729,"spell_maximum_added_fire_damage_while_holding_a_shield","","","",3,"","","","","","","",1623733548,[],"","","",1,[]
6730,"spell_minimum_added_cold_damage_while_holding_a_shield","","","",3,"","","","","","","",917693841,[],"","","",1,[]
6731,"spell_maximum_added_cold_damage_while_holding_a_shield","","","",3,"","","","","","","",-321490432,[],"","","",1,[]
6732,"spell_minimum_added_lightning_damage_while_holding_a_shield","","","",3,"","","","","","","",-1318050558,[],"","","",1,[]
6733,"spell_maximum_added_lightning_damage_while_holding_a_shield","","","",3,"","","","","","","",1225556115,[],"","","",1,[]
6734,"spell_minimum_added_physical_damage_while_holding_a_shield","","","",3,"","","","","","","",1049247555,[],"","","",1,[]
6735,"spell_maximum_added_physical_damage_while_holding_a_shield","","","",3,"","","","","","","",-1889469285,[],"","","",1,[]
6736,"spell_minimum_added_chaos_damage_while_holding_a_shield","","","",3,"","","","","","","",448431679,[],"","","",1,[]
6737,"spell_maximum_added_chaos_damage_while_holding_a_shield","","","",3,"","","","","","","",360229292,[],"","","",1,[]
6738,"damage_over_time_+%_while_dual_wielding","","","",1,"","","","","","","",-1250365736,[],"","","",1,[]
6739,"damage_over_time_+%_while_wielding_two_handed_weapon","","","",1,"","","","","","","",-949671643,[],"","","",1,[]
6740,"damage_over_time_+%_while_holding_a_shield","","","",1,"","","","","","","",-1276642375,[],"","","",1,[]
6741,"minion_global_minimum_added_fire_damage",1,"","",3,"","","","","","","",1361728541,[],"","","",1,[]
6742,"minion_global_maximum_added_fire_damage",1,"","",3,"","","","","","","",1205412015,[],"","","",1,[]
6743,"minion_global_minimum_added_cold_damage",1,"","",3,"","","","","","","",-1426198277,[],"","","",1,[]
6744,"minion_global_maximum_added_cold_damage",1,"","",3,"","","","","","","",-506075177,[],"","","",1,[]
6745,"minion_global_minimum_added_lightning_damage",1,"","",3,"","","","","","","",1275311224,[],"","","",1,[]
6746,"minion_global_maximum_added_lightning_damage",1,"","",3,"","","","","","","",-174156544,[],"","","",1,[]
6747,"minion_global_minimum_added_physical_damage",1,"","",3,"","","","","","","",-1631523510,[],"","","",1,[]
6748,"minion_global_maximum_added_physical_damage",1,"","",3,"","","","","","","",895925181,[],"","","",1,[]
6749,"minion_global_minimum_added_chaos_damage",1,"","",3,"","","","","","","",1779555365,[],"","","",1,[]
6750,"minion_global_maximum_added_chaos_damage",1,"","",3,"","","","","","","",210653375,[],"","","",1,[]
6751,"minion_life_regeneration_rate_per_second","","","",3,"","","","","","","",221011012,[],"","","",1,[]
6752,"energy_shield_regeneration_rate_per_second","","","",3,"","","","","","","",99015063,[],"","","",1,[]
6753,"local_attack_cast_movement_speed_+%_during_flask_effect","",1,"",1,"","","","","","","",-2076056645,[],"","","",1,[]
6754,"local_attack_cast_movement_speed_+%_per_second_during_flask_effect","",1,"",1,"","","","","","","",-1549118627,[],"","","",1,[]
6755,"damage_+%_vs_abyssal_monsters","","","",1,"","","","","","","",-603020875,[],"","","",1,[]
6756,"minion_damage_+%_vs_abyssal_monsters","","","",1,"","","","","","","",1476039704,[],"","","",1,[]
6757,"additional_physical_damage_reduction_%_vs_abyssal_monsters","","","",1,"","","","","","","",188079957,[],"","","",1,[]
6758,"attacker_conditional_damage_stats_requires_tags","","","",4,"","","",1,"","","",-1431530469,[],"","","","",[]
6759,"defender_conditional_damage_stats_requires_tags","","","",4,"","","",1,"","","",1947976036,[],"","","","",[]
6760,"chance_to_block_spells_%_if_damaged_by_a_hit_recently","","","",1,"","","","","","","",1508040213,[],"","","",1,[]
6761,"track_have_been_damaged_by_a_hit_recently","","","",4,"","","",1,"","","",1301420170,[],"","","","",[36]
6762,"have_been_damaged_by_a_hit_recently","","","",4,"","","","","","","",1864442344,[],"","","","",[]
6763,"movement_speed_+%_if_have_not_taken_damage_recently","","","",1,"","","","","","","",-1506719227,[],"","","",1,[]
6764,"track_have_stopped_taking_damage_over_time_recently","","","",4,"","","",1,"","","",1291710894,[],"","","","",[36]
6765,"have_stopped_taking_damage_over_time_recently","","","",4,"","","","","","","",-719159764,[],"","","","",[]
6766,"is_currently_taking_damage_over_time","","","",4,"","","",1,"","","",482561879,[],"","","","",[0]
6767,"damage_+%_if_enemy_killed_recently","","","",1,"","","","","","","",950858906,[],"","","",1,[]
6768,"critical_strike_multiplier_+_if_enemy_killed_recently","","","",3,"","","","","","","",-1960835979,[],"","","",1,[]
6769,"armour_+%_if_enemy_not_killed_recently","","","",1,"","","","","","","",1537606719,[],"","","",1,[]
6770,"accuracy_rating_+%_if_enemy_not_killed_recently","","","",1,"","","","","","","",329583105,[],"","","",1,[]
6771,"damage_penetrates_%_elemental_resistance_if_enemy_not_killed_recently","","","",1,"","","","","","","",907278482,[],"","","",1,[]
6772,"cast_speed_+%_if_player_minion_has_been_killed_recently","","","",1,"","","","","","","",-8485805,[],"","","",1,[]
6773,"track_has_player_minion_been_killed_recently","","","",4,"","","",1,"","","",1903368031,[],"","","","",[36]
6774,"has_player_minion_been_killed_recently","","","",4,"","","","","","","",-937520824,[],"","","","",[]
6775,"minion_damage_+%_if_have_used_a_minion_skill_recently","","","",1,"","","","","","","",-1445106221,[],12,"","",1,[]
6776,"track_have_used_a_minion_skill_recently","","","",4,"","","",1,"","","",25518177,[],"","","","",[36]
6777,"have_used_a_minion_skill_recently","","","",4,"","","","","","","",-487502926,[],"","","","",[]
6778,"evasion_rating_+%_while_moving","","","",1,"","","","","","","",-1346459397,[],9,"","",1,[]
6779,"mana_regeneration_rate_+%_while_moving","","","",1,"","","","","","","",-1658554224,[],"","","",1,[]
6780,"life_regeneration_rate_per_minute_%_while_moving","","","",1,"","","","","","","",126589297,[],"","","",1,[]
6781,"physical_damage_%_to_add_as_fire_if_have_crit_recently","","","",1,"","","","","","","",1565679458,[],"","","",1,[]
6782,"attack_speed_+%_if_have_crit_recently","","","",1,"","","","","","","",-315611558,[],"","","",1,[]
6783,"cast_speed_+%_if_have_crit_recently","","","",1,"","","","","","","",2132489755,[],"","","",1,[]
6784,"critical_strike_chance_+%_if_have_not_crit_recently","","","",1,"","","","","","","",433008612,[],"","","",1,[]
6785,"minion_attack_and_cast_speed_+%_if_you_or_minions_have_killed_enemy_recently","","","",1,"","","","","","","",-802825624,[],"","","",1,[]
6786,"notify_parent_have_killed_enemy_recently","","","",1,"","","","","","","",-1819148971,[],"","","",1,[]
6787,"minion_has_killed_enemy_recently","","","",4,"","","","","","","",-95613786,[],"","","","",[]
6788,"attacks_chance_to_blind_on_hit_%","","","",1,"","","","","","","",-541765209,[],18,"","",1,[]
6789,"attacks_chance_to_taunt_on_hit_%","","","",1,"","","","","","","",-225130617,[],"","","",1,[]
6790,"spells_chance_to_hinder_on_hit_%","","","",1,"","","","","","",1,-1602028356,[],18,"","",1,[]
6791,"minion_attacks_chance_to_blind_on_hit_%","","","",1,"","","","","","","",194678224,[],12,"","",1,[]
6792,"minion_attacks_chance_to_taunt_on_hit_%","","","",1,"","","","","","","",1084562757,[],12,"","",1,[]
6793,"minion_spells_chance_to_hinder_on_hit_%","","","",1,"","","","","","","",147620240,[],12,"","",1,[]
6794,"desecrate_maximum_number_of_corpses","","","",3,"","","","","","",1,-244484645,[],12,"","",1,[]
6795,"additional_physical_damage_reduction_%_if_not_damaged_by_a_hit_recently","","","",1,"","","","","","","",-1512697740,[],"","","",1,[]
6796,"has_aegis_shield_type","","","",3,"","","","","","","",2102792719,[],"","","",1,[]
6797,"local_display_cast_fire_aegis_on_gain_skill","",1,"",3,"","","","","","","",378546951,[],"","","","",[]
6798,"local_display_cast_cold_aegis_on_gain_skill","",1,"",3,"","","","","","","",-2114985873,[],"","","","",[]
6799,"local_display_cast_elemental_aegis_on_gain_skill","",1,"",3,"","","","","","","",110001574,[],"","","","",[]
6800,"poison_reflected_to_self","","","",4,"","","","","","","",1137567057,[],"","","","",[]
6801,"bleeding_reflected_to_self","","","",4,"","","","","","","",-1033447427,[],18,"","","",[]
6802,"chaos_damage_resistance_%_per_poison_stack","","","",1,"","","","","","","",330216325,[],"","","",1,[]
6803,"armour_+%_while_bleeding","","","",1,"","","","","","","",-1879000453,[],"","","",1,[]
6804,"avoid_poison_%","","","",1,"","","",1,"","",1,-965760697,[],"","","",1,[0]
6805,"cannot_be_frozen","","","",4,"","","",1,"","","",1170162182,[],"","","","",[0]
6806,"local_display_grants_level_x_curse_pillar_skill","",1,"",3,"","","","","","","",-1617912508,[],"","","","",[]
6807,"local_socketed_active_skill_gem_level_+","",1,"",3,"","","","","","","",-1675387223,[],"","","",1,[]
6808,"local_socketed_active_skill_gem_quality_+","",1,"",1,"","","","","","","",1536319122,[],"","","",1,[]
6809,"aegis_unique_shield_max_value","","","",3,"","","","","","","",1674463864,[],"","","",1,[]
6810,"move_daemon_rotation_per_repeat",1,"","",3,"","","","","","","",-1303538475,[],"","","",1,[]
6811,"move_daemon_end_rotation_per_repeat",1,"","",3,"","","","","","","",-1272049073,[],"","","",1,[]
6812,"move_daemon_x_offset_per_repeat",1,"","",3,"","","","","","","",-1892499957,[],"","","",1,[]
6813,"move_daemon_y_offset_per_repeat",1,"","",3,"","","","","","","",1197324554,[],"","","",1,[]
6814,"map_tier_+5",1,1,"",4,"","","","","","","",-1999142977,[],"","","","",[]
6815,"map_tier_16",1,1,"",4,"","","","","","","",317916479,[],"","","","",[]
6816,"raised_spectre_level",1,"","",3,"","","","","","",1,846714678,[],"","","",1,[]
6817,"summon_specific_monsters_in_front_angle_offset","",1,"",3,"","","","","","","",494188762,[],"","","",1,[]
6818,"move_daemon_random_xy_offset",1,"","",3,"","","","","","","",2047513741,[],"","","",1,[]
6819,"move_daemon_random_x_offset",1,"","",3,"","","","","","","",-808204567,[],"","","",1,[]
6820,"move_daemon_random_y_offset",1,"","",3,"","","","","","","",789395953,[],"","","",1,[]
6821,"endurance_charge_slam_damage_+%_final_with_endurance_charge",1,"","",1,"","","","","","",1,-1782575606,[],"","","",1,[]
6822,"generic_skill_trigger_skills_with_id","","","",3,"","","","","","","",161081014,[],"","","","",[]
6823,"generic_skill_trigger_id","","","",3,"","","","","","","",1516606569,[],"","","","",[]
6824,"generic_skill_trigger_%","","","",1,"","","","","","","",-75548168,[],"","","",1,[]
6825,"projectile_swap_from_to_locations",1,"","",4,"","",1,"","","",1,1589208286,[],"","","","",[]
6826,"projectile_angle_variance",1,"","",3,"","",1,"","","",1,1760911704,[],"","","",1,[]
6827,"maligaro_combo_attack_third_hit_damage_+%_final",1,"","",1,"","","","","","","",456535376,[],"","","",1,[]
6828,"minions_cannot_be_damaged",1,"","",4,"","","","","","","",187693871,[],"","","","",[]
6829,"minions_deal_no_damage",1,"","",4,"","","","","","","",1314042986,[],"","","","",[]
6830,"curse_on_hit_level_assassins_mark",1,1,"",3,"","","","","","","",-837631003,[],"","","","",[]
6831,"projectile_distance_override",1,"","",3,"","",1,"","","",1,-308145409,[],"",1,"",1,[]
6832,"mortar_projectile_distance_override",1,"","",3,"","",1,"","","",1,-55692929,[],"",1,"",1,[]
6833,"triggered_skill_use_animation_event",1,"","",4,"","",1,"","","",1,-878902392,[],"","","","",[]
6834,"map_atlas_influence_type",1,"","",3,"","","","","","","",-2006280164,[],"","","","",[]
6835,"combo_attack_first_hit_damage_+%_final","","","",1,"","","","","","","",769405508,[],"","","",1,[]
6836,"support_storm_barrier_physical_damage_taken_when_hit_+%_final",1,"","",1,"","","","","","",1,-1617294379,[],"","","",1,[]
6837,"support_storm_barrier_lightning_damage_taken_when_hit_+%_final",1,"","",1,"","","","","","",1,-1292033759,[],"","","",1,[]
6838,"support_storm_barrier_gain_power_charge_when_hit_%",1,"","",1,"","","","","","",1,1218219920,[],"","","",1,[]
6839,"gain_power_charge_when_hit_%","","","",1,"","","","","","","",1784510503,[],"","","",1,[]
6840,"local_display_socketed_gems_supported_by_level_x_storm_barrier","",1,"",3,"","","","","","","",1059049858,[],"","","","",[]
6841,"gain_critical_strike_chance_%_for_2_seconds_when_you_spend_800_mana","","","",1,"","","","","","","",2125963763,[],"","","",1,[]
6842,"virtual_maximum_life_leech_rate_permyriad_per_minute","","","",1,"","","",1,"","",1,1526856131,[],"","","",1,[0]
6843,"keystone_vaal_pact","","","",4,"","","","","","","",124608276,[],"","","","",[]
6844,"life_leech_speed_is_doubled","","","",4,"","","","","","","",364728140,[],"","","","",[]
6845,"maximum_life_leech_rate_%_per_minute_is_doubled","","","",4,"","","","","","","",523535696,[],"","","","",[]
6846,"spectres_have_base_duration_ms",1,"","",3,"","","","","","","",-1688344716,[],"","","",1,[]
6847,"spectres_critical_strike_chance_+%",1,"","",1,"","","","","","","",1833184,[],"","","",1,[]
6848,"gain_her_embrace_for_x_ms_on_enemy_ignited","","","",3,"","","","","","","",724314717,[],"","","",1,[]
6849,"has_her_embrace","","","",4,"","","","","","","",1195544209,[],"","","","",[]
6850,"%_maximum_es_and_life_taken_as_fire_damage_per_minute_per_level_while_in_her_embrace","","","",1,"","","","","","","",1622444985,[],"","","",1,[]
6851,"projectile_uses_contact_direction",1,"","",4,"","",1,"","","",1,-1909709723,[],"","","","",[]
6852,"spell_base_fire_damage_%_maximum_life",1,"","",1,"","","","","","",1,-1825523644,[],"","","",1,[]
6853,"additional_critical_strike_chance_per_10_shield_maximum_energy_shield_permyriad","","","",6,"","","","","","",1,507617564,[],"","","",1,[]
6854,"bone_lance_skill_behaviour_variation",1,"","",3,"","","","","","","",561356073,"[""unearth"",""unearth_channelled""]","","","","",[]
6855,"gain_X%_armour_per_50_mana_reserved","","","",4,"","","","","","","",1901154009,[],"","","","",[]
6856,"gain_vaal_pact_if_you_have_crit_recently","","","",4,"","","","","","","",-946766925,[],"","","","",[]
6857,"virtual_keystone_vaal_pact","","","",4,"","","",1,"","","",664271629,[],"","","","",[0]
6858,"support_parallel_projectile_number_of_points_per_side","","","",3,"","",1,"","","",1,262742506,[],"","","",1,[]
6859,"support_spell_cascade_number_of_cascades_per_side","","","",3,"","",1,"","","",1,-1764057917,[],"",1,"",1,[]
6860,"support_spell_cascade_area_of_effect_+%_per_cascade","","","",1,"","",1,"","","",1,-1043329804,[],"",1,"",1,[]
6861,"support_spell_cascade_area_of_effect_+%_final","","","",1,"","","","","","",1,-131173055,[],"",1,"",1,[]
6862,"local_display_socketed_gems_supported_by_level_x_parallel_projectiles","",1,"",3,"","","","","","","",984145534,[],"","","","",[]
6863,"local_display_socketed_gems_supported_by_level_x_spell_cascade","",1,"",3,"","","","","","","",1282833375,[],"","","","",[]
6864,"map_display_area_contains_unbridged_gaps_to_cross","",1,"",4,"","","","","","","",-1848054246,[],"","","","",[]
6865,"map_players_movement_skills_cooldown_speed_+%","","","",1,"","","","","","","",721599275,[],"","","",1,[]
6866,"movement_skills_cooldown_speed_+%","","","",1,"","","","","","","",1554362318,[],18,"","",1,[]
6867,"map_packs_are_kitava",1,"","",4,"","","","","","","",759851855,[],"","","","",[]
6868,"map_packs_have_anomalies",1,"","",4,"","","","","","","",247957770,[],"","","","",[]
6869,"map_shaper_influence_spawn_shaper_clone",1,"","",4,"","","","","","","",-134830805,[],"","","","",[]
6870,"map_shaper_influence_additional_packs_of_space_monsters",1,"","",3,"","","","","","","",-2060911052,[],"","","",1,[]
6871,"map_shaper_influence_spawn_boss_pack",1,"","",3,"","","","","","","",-1707010743,[],"","","",1,[]
6872,"map_shaper_influence_spawn_maelstrom_cell",1,"","",4,"","","","","","","",2076211293,[],"","","","",[]
6873,"grasping_vines_movement_speed_+%_final",1,"","",1,"","",1,"","","",1,1554307314,[],"","","",1,[]
6874,"support_parallel_projectiles_damage_+%_final","","","",1,"","","","","","",1,-47032765,[],"","","",1,[]
6875,"is_trigger_daemon_when_hit_triggered_skill",1,"","",4,"","","","","","","",-2028193425,[],"","","","",[]
6876,"trigger_daemon_when_hit_triggered_skill_chance_%",1,"","",1,"","","","","","","",-1188825640,[],"","","",1,[]
6877,"cannot_be_ignited_with_strength_higher_than_dex","","","",4,"","","","","","","",110736496,[],"","","","",[]
6878,"cannot_be_frozen_with_dex_higher_than_int","","","",4,"","","","","","","",-1231590897,[],"","","","",[]
6879,"cannot_be_shocked_with_int_higher_than_strength","","","",4,"","","","","","","",157441165,[],"","","","",[]
6880,"damage_+%_per_5_of_your_lowest_attribute","","","",1,"","","","","","","",-1140576739,[],"","","",1,[]
6881,"cannot_be_ignited","","","",4,"","","",1,"","","",-88552636,[],"","","","",[0]
6882,"attacks_with_this_weapon_minimum_added_cold_damage_per_10_dexterity","","",1,3,"","","","",6884,6886,"",521557520,[],"","","",1,[]
6883,"attacks_with_this_weapon_maximum_added_cold_damage_per_10_dexterity","","",1,3,"","","","",6885,6887,"",-447485504,[],"","","",1,[]
