"rownum","string","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","[i32]","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
274,"Delve_ProtoVaalRuins4",5,13,0,0,0,25,20,12,18,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
275,"Delve_ProtoVaalRuins5",5,13,0,0,0,30,20,13,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
276,"Delve_ProtoVaalRuins6",5,13,0,0,0,30,20,14,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
277,"Delve_ProtoVaalRuins7",5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
278,"Delve_ProtoVaalRuins8",5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
279,"DelveChamberVaal",5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
280,"DelveChamberProtoVaal",5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
281,"DelveChamberAbyss",5,13,0,0,0,30,20,15,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
282,"BetrayalStoryVault",5,0,0,0,0,0,0,10,13,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
283,"BetrayalLaboratory1",5,13,0,0,0,30,20,0,0,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
284,"BetrayalLaboratory2",5,13,0,0,0,30,20,0,0,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
285,"BetrayalLaboratory3",5,13,0,0,0,30,20,0,0,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
286,"BetrayalLaboratory4",5,13,0,0,0,30,20,10,0,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
287,"BetrayalLaboratory5",5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
288,"BetrayalLaboratory6",5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
289,"BetrayalLaboratory7",5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
290,"BetrayalLaboratory8",5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
291,"BetrayalLaboratory9",5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
292,"BetrayalLaboratory10",5,13,0,0,0,30,20,16,20,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
293,"BetrayalSafeHouseFortress",5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
294,"BetrayalSafeHouseAssassins",5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
295,"BetrayalSafeHouseCaravan",5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
296,"BetrayalSafeHouseLaboratory",5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
297,"BetrayalMastermindFight",0,13,0,0,0,30,20,10,10,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
298,"Synthesis_Main",0,13,0,0,0,0,0,0,0,100,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,"Synthesis_Main2",5,13,0,0,0,15,10,0,0,100,0,1,20,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,"Synthesis_Main3",5,13,0,0,0,30,20,0,0,100,0,1,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,"Synthesis_Main4",5,13,0,0,0,30,20,10,10,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,"Synthesis_Main5",5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"Synthesis_Main6",5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,"Synthesis_Main7_",5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,"Synthesis_Main8",5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,"Synthesis_Main9",5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,"Synthesis_Main10",5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,"Synthesis_Main11",5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,"Synthesis_Main12",5,13,0,0,0,30,20,16,20,100,0,2,30,"[50,50,50,1]",20,0,0,0,0,0,0,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"Synthesis_Single",0,13,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,"Synthesis_Single2",0,13,0,0,0,15,10,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,"Synthesis_Single3",0,13,0,0,0,30,20,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,"Synthesis_Single4",0,13,0,0,0,30,20,10,10,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,"Synthesis_Single5",0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,"Synthesis_Single6",0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,"Synthesis_Single7",0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,"Synthesis_Single8",0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"Synthesis_Single9",0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,"Synthesis_Single10",0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,"Synthesis_Single11",0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"Synthesis_Single12",0,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,"Synthesis_Boss",0,0,0,0,0,0,0,0,0,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,"Synthesis_Guardian1",0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,"Synthesis_Guardian2",0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,"Synthesis_Guardian3",0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,"Synthesis_Guardian4",0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"Synthesis_MapBoss",0,0,0,0,0,0,0,0,0,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,"Synthesis_MapGuardian1",0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,"Synthesis_MapGuardian2",0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,"Synthesis_MapGuardian3",0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,"Synthesis_MapGuardian4",0,0,0,0,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,"MapAtziri1",5,13,0,50,0,24,16,16,20,100,30,4,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,100,0
333,"MapAtziri2",5,13,0,50,0,24,16,16,20,100,30,4,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,100,0
334,"MapTierLess",5,13,0,50,0,24,16,16,20,100,0,1,24,"[50,50,50,1]",6,0,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
335,"MapTierDefault",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
336,"MapTier1_1Unique",5,13,0,50,0,0,0,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,"MapTier1_7Unique",5,13,0,50,0,0,0,16,20,100,0,0,0,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,"MapTier2_4Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
339,"MapTier3_3Unique",5,13,0,50,0,24,16,0,0,100,0,0,0,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,"MapTier3_4Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
341,"MapTier4_1Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
342,"MapTier4_2Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
343,"MapTier4_6Unique",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,"MapTier6_1Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
345,"MapTier6_3Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
346,"MapTier6_5Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
347,"MapTier7_1Unique",5,13,0,50,0,24,16,16,20,100,0,0,0,"[0,0,1000,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
348,"MapTier9_2Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",4,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
349,"MapTier10_1Unique",5,13,0,50,0,24,16,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,"MapTier12_2Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
351,"Map2TierLess",5,13,0,50,0,24,16,16,20,100,30,1,24,"[50,50,50,1]",6,0,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
352,"Map2TierDefault",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
353,"Map2Tier1_1Unique",5,13,0,50,0,0,0,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,"Map2Tier1_6Unique",5,13,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"Map2Tier2_4Unique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
356,"Map2Tier3_3Unique",5,13,0,50,0,24,16,0,0,0,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,"Map2Tier3_4Unique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
358,"Map2Tier4_2Unique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
359,"Map2Tier4_6Unique",5,13,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,"Map2Tier5_1Unique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
361,"Map2Tier6_1Unique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
362,"Map2Tier6_3Unique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
363,"Map2Tier6_5Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
364,"Map2Tier6_6Unique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",4,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
365,"Map2Tier7_1Unique",5,13,0,50,0,24,16,16,20,100,30,0,0,"[0,0,1000,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
366,"Map2Tier10_1Unique",5,13,0,50,0,24,16,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,"Map2Tier10_5Unique",5,13,0,50,0,24,16,16,20,100,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,"Map2Tier13_2Unique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
369,"Map2Tier14_2Unique",5,13,0,50,0,24,16,16,20,100,0,2,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
370,"MapAtlasDefault",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
371,"MapAtlasGraveyardUnique",5,0,0,0,0,0,0,0,0,0,0,0,0,"[50,50,50,1]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,"MapAtlasVaalPyramid",5,13,0,50,0,24,16,16,20,100,30,1,24,"[50,50,50,1]",6,0,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
373,"MapAtlasVaalPyramidUnique_",5,13,0,50,0,24,16,0,0,0,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,"MapAtlasMuseumUnique",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,"MapAtlasPitUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
376,"MapAtlasStrandUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
377,"MapAtlasCatacombUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",4,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
378,"MapAtlasAtollUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
379,"MapAtlasTropicalIslandUnique",5,13,0,0,0,0,0,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,"MapAtlasCryptUnique",5,13,0,50,0,0,0,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,"MapAtlasOvergrownShrineUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
382,"MapAtlasPromenadeUnique",5,13,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,"MapAtlasReefUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
384,"MapAtlasTempleUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
385,"MapAtlasCourtyardUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
386,"MapAtlasUndergroundRiverUnique",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
387,"MapAtlasChateauUnique",5,13,0,50,0,24,16,16,20,100,30,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,"MapAtlasTortureChamberUnique",5,13,0,50,0,24,16,16,20,100,30,0,0,"[0,0,1000,1]",0,0,80,20,0,0,0,0,0,10,8,8,0,72,30,8,0,0,0,0,0,0,0,0,0,0,0
389,"MapAtlasNecropolisUnique",5,13,0,50,0,24,16,16,20,100,0,0,0,[],0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,"MapAtlasScriptorium",5,13,0,50,0,50,33,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
391,"MapAtlasChimera",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
392,"MapAtlasHydra",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
393,"MapAtlasPhoenix",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
394,"MapAtlasMinotaur",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
395,"MapAtlasShapersRealm",5,0,0,0,0,0,0,0,0,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,"MapAtlasVaalTemple",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,0,0,0,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
397,"BreachBoss",5,13,0,0,0,30,20,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
398,"MapAtlasHarbinger",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"MapAtlasHarbingerLow",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,"MapAtlasHarbingerMid",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,"MapAtlasHarbingerHigh",5,13,0,50,0,24,16,16,20,0,0,0,0,[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402,"MapWorldsLookout",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
403,"MapWorldsBeach",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
404,"MapWorldsGraveyard",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
405,"MapWorldsDungeon",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
406,"MapWorldsAlleyways",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
407,"MapWorldsPen",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
408,"MapWorldsDesert",5,13,0,50,0,24,16,16,20,100,30,2,24,"[50,50,50,1]",16,8,80,20,8,100,8,8,8,10,8,8,0,72,30,8,0,8,0,8,8,100,8,100,100,100,10
