"rownum","Id","DisplayedName","Description","string","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClassesKeys","WebsiteDescription","WebsiteImage","bool","string","bool","SkillTotemId","IsManuallyCasted","Input_StatKeys","Output_StatKeys","MinionActiveSkillTypes","bool","bool","[rid]","i32","AlternateSkillTargetingBehavioursKey","bool","AIFile","[rid]","bool","bool","bool"
457,"curse_consume","Curse Consume","","CurseConsume","Art/2DArt/SkillIcons/FleshOffering.dds",[2],"[1,4]",[],"","",1,"CurseConsume","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
458,"fire_mortar","Rolling Magma","Lob a fiery orb that explodes as it hits the ground. The skill chains, releasing another fiery orb that repeats this effect.","FireMortar","Art/2DArt/SkillIcons/FireMortar.dds","[1,2]","[1,6,7,13,15,14,31,28,2,56,21,18,69,71]",[],"","",1,"","",21,1,"[3994,4254,4178,5635,11809,11812]","[24,172,434,173,11810,11813]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
459,"viking_upheaval","","","VikingUpheaval","","[1,2]",[0],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
460,"summon_eye","","","SummonEye","",[4],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
461,"trigger_kaom_archer_spawners","","","TriggerKaomArcherSpawners","",[4],[],[],"","",1,"TriggerKaomArcherSpawners","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
462,"trigger_kaom_skull_spawners","","","TriggerKaomSkullSpawners","",[4],[],[],"","",1,"TriggerKaomSkullSpawners","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
463,"new_punishment","Punishment","Curses all targets in an area, causing them to be debilitated when they hit enemies and increasing damage they take while on low life. Some overkill damage from a killing blow on a cursed enemy will be reflected to surrounding targets.","NewPunishment","Art/2DArt/SkillIcons/punishment.dds","[1,2,22]","[1,7,8,13,14,15,21,31,55,68,69,71,27,84,85,96]",[],"","",1,"NewPunishment",1,21,1,"[4310,4342,15077]","[1387,215,14021]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
464,"new_arctic_armour","Arctic Armour","Conjures an icy barrier that chills enemies when they hit you. You drop chilled ground while moving, and take less Fire and Physical damage while stationary.","NewArcticArmour","Art/2DArt/SkillIcons/Iceshield.dds",[4],"[1,4,14,8,11,22,29,16,63,66,67,71,84,85,89]",[],"","",1,"NewArcticArmour","",21,1,"[4315,4392,15012,15042,15068]","[14000,4531,14740,14919,14021]",[],1,1,[],8,"","","",[],"","",1
465,"monster_arctic_armour_trigger","Arctic Armour","","NewArcticArmour","Art/2DArt/SkillIcons/Iceshield.dds",[4],"[1,4,14,8,22,29,31,66,16,67,71,11]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
466,"revenant_revive_undead","","","RevenantReviveUndead","",[6],[1],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
467,"monster_snipe","","","MonsterSnipe","","[1,2]","[0,2,56,14,13,15,40,57,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
468,"wild_strike","Wild Strike","Your melee weapon strikes enemies, converting physical damage to a random element. Then, depending on the element chosen, it releases a fiery explosion, an arcing bolt of lightning, or an icy wave. It will avoid choosing the same element twice in a row.","ElementalStrike","Art/2DArt/SkillIcons/ElementalStrike.dds","[1,2]","[0,20,23,19,30,29,28,2,7,18,40,81,101]","[6,7,9,10,11,12,32,14,15,16,17,57,56]","","",1,"","",21,1,"[4039,4295,4195]","[24,10539,434]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
469,"piety_ally_beam","Piety Beam","","PietyAllyBeam","",[2],"[0,8,30]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
470,"trap_ice","Ice Trap","Throws a trap that creates a series of icy runic explosions when triggered, dealing cold damage to all enemies caught in the blasts.","TrapIceRune","Art/2DArt/SkillIcons/IceTrapRune.dds","[1,2,20]","[1,6,15,7,32,29,71]",[],"","",1,"IceTrap",1,21,1,"[4371,4382,4073,7843]","[3341,434,24,594]",[],1,1,[],8,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
471,"invisible_fire","","","InvisibleFire","",[4],"[1,4,7,14,24,31,34,28,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[16,10,11,17]","","",1
472,"malachai_shield","","","MalachaiShield","",[4],"[1,4,8,14,31]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
473,"mortar_with_ground_effects","Mortar","Like monster mortar skill, but leaves a ground effect on impact.","MortarWithGroundEffects","","[2,1]","[2,56,1,6,7,13,14,15,21,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
474,"miner_beacon","","","MinerBeacon","",[4],"[1,6,7,8,13,15,14,31,21,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
475,"malachai_transform_piety","","","MalachaiTransformPiety","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
476,"piety_transform_piety","","","PietyTransformToCorruptPiety","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
477,"piety_transform_piety_from_beast","","","CorruptPietyTransformToPiety","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
478,"piety_transform_end","","","PietyTransformEnd","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
479,"piety_transform_end_beast","","","PietyTransformEnd","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
480,"malachai_impale","","","MalachaiImpale","",[2],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
481,"piety_activate_eye_spawner","","","PietyActivateEyeSpawner","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
482,"malachai_open_heart","","","MalachaiOpenHeart","",[3],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
483,"heart_grant_shield","","","HeartGrantShield","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
484,"gain_charges","","","GainCharges","",[4],"[1,4]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
485,"daresso_sword_trap","","","DaressoSwordTrap","","[1,2]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
486,"malachai_spawn_tri_bomb","","","MalachaiSpawnTriBomb","",[4],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
487,"repeatable_wave","","","RepeatableWave","","[1,2]",[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
488,"new_phase_run","Phase Run","Gain a buff that makes you faster, harder to detect, and grants Phasing, letting you pass through enemies. Performing any skill replaces this buff with one that boosts melee physical damage of skills you use yourself (it will not apply to your melee skills used by totems). Consumes Frenzy Charges to increase duration.","NewPhaseRun","Art/2DArt/SkillIcons/iconphaserun.dds",[4],"[1,4,8,31,33,63,27,78,89]",[],"","",1,"","",21,1,[4498],[215],[],1,1,[],8,0,"","",[],"","",1
489,"fire_elemental_meteor","","","FireElementalMeteor","",[4],"[0,7]",[],"","",1,"",1,21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
490,"blast_rain","Blast Rain","Fires arrows up in the air, to rain down in an area. Each arrow deals area damage around where it lands, and they will all overlap on the targeted location.","BlastRain","Art/2DArt/SkillIcons/BlastRain.dds","[1,2,20]","[0,40,28,57,7,10,61,14,13,15,31,88]",[13],"","",1,"",1,21,1,"[4068,4377,4492,10939]","[24,434,174,10938]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
491,"blast_rain_triggerable","","","BlastRain","","[1,2]","[0,7,10,14,13,15,28,40,31,88]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
492,"shrapnel_shot","Galvanic Arrow","Releases arrows along with a burst of lightning which damages all enemies in a cone. The arrows degrade in-flight as the lightning dissipates, soon vanishing.","ShrapnelShot","Art/2DArt/SkillIcons/ShrapnelShot.dds","[1,2]","[0,2,56,7,14,13,15,30,40,57,31]",[13],"","",1,"","",21,1,"[4067,4396,4376,10682,5427]","[24,449,434,175,619]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
493,"burnwillow_target_area","","","BurnwillowTargetArea","","[1,2]","[7,8,1,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
494,"static_tether","Static Tether","","StaticTether","Art/2DArt/SkillIcons/stormcall.dds","[1,2]","[1,2,6,10,7,8,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,14,28,2,13,12,27,15,26,17,16,11,10,29,18,19,35]","","",1
495,"piety_reverse_cleave","Piety Reverse Cleave","","PietyReverseCleave","",[2],"[0,7,19,34]",[],"","",1,"PietyReverseCleave","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
496,"bladefall","Bladefall","Ethereal weapons rain from the sky, dealing damage to enemies in a sequence of volleys, each wider but less damaging than the last. Enemies can be hit multiple times where these overlap.","RainOfBlades","Art/2DArt/SkillIcons/RainOfBlades.dds","[1,2,22]","[1,7,13,15,14,6,31,21,55,69,71,27,8]",[],"","",1,"Bladefall","",21,1,"[4397,4072,4381]","[554,24,434]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
497,"labyrinth_boss_rain_of_blades","Rain Of Blades","","RainOfBlades","Art/2DArt/SkillIcons/RainOfBlades.dds",[16],"[1,7,13,15,14,6,31,71]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
498,"blade_vortex","Blade Vortex","An ethereal blade spins around you for a duration, repeatedly damaging enemies that it passes through.","SpinningEtherealBlades","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds",[4],"[1,6,7,8,14,21,31,22,69,71,27]",[],"","",1,"BladeVortex","",21,1,"[4071,4354,4380]","[24,215,434]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
499,"vaal_blade_vortex","Vaal Blade Vortex","Creates an independently-moving vortex of ethereal blades which lasts for a duration. The vortex moves toward nearby enemies, repeatedly damaging enemies that it passes through.","VaalBladeVortex","Art/2DArt/SkillIcons/SpinningEtherealBlades.dds","[1,2]","[1,6,7,8,14,22,37,71,27]",[],"","",1,"VaalBladeVortex","",21,1,"[4071,4354,4380,7951]","[24,215,434,7952]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
500,"frost_bomb","Frost Bomb","Creates a crystal that pulses with cold for a duration. Each pulse applies a debuff to nearby enemies for a secondary duration which reduces life and energy shield regeneration rate, and also inflicts Cold Exposure. When the crystal's duration ends, it explodes, dealing heavy cold damage to enemies around it.","FrostBomb","Art/2DArt/SkillIcons/FrostBomb.dds","[1,20,22]","[1,7,8,29,6,21,14,13,15,31,55,71,89,99]",[],"","",1,"FrostBomb",1,21,1,"[4369,4076,4384,7964]","[3341,24,434,168]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
501,"word_of_flames","Word of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,6,28,31,71,83,89,89]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
502,"edict_of_flames","Edict of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,6,28,31,71,83,89,89]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
503,"decree_of_flames","Decree of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,6,28,31,71,83,89,89]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
504,"commandment_of_flames","Commandment of Flames","Releases a nova of fire around you, damaging nearby enemies.","FireNovaOnKill","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,6,28,31,71,83,89,89]",[],"","",1,"EnchantmentOfFlamesOnHit",1,21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
505,"unique_animate_weapon","Manifest Dancing Dervishes","Manifests two Dancing Dervishes to fight by your side. While a Dancing Dervish is manifested, you have Onslaught and cannot use Weapons. Cannot be supported by supports that would create other minions.","UniqueAnimateWeapon","Art/2DArt/BuffIcons/RhysSword.dds",[4],"[1,5,17,31,49,60,76,89,36]",[],"","",1,"UniqueAnimateWeapon","",21,"",[],[],"[0,19,20,7,33,23]",1,"",[],8,"","","",[],"","",1
506,"orb_of_storms","Orb of Storms","Creates a stationary electrical orb that strikes enemies in its area of effect with beams of lightning that can then split to hit more enemies. Modifiers to cast speed will increase how frequently it does this. Casting this skill again will replace the previous orb.","StormCloud","Art/2DArt/SkillIcons/StormCloud.dds",[1],"[1,6,30,7,18,31,13,15,14,71,89,99]",[],"","",1,"OrbOfStorms","",21,1,"[4077,4398,4385,7944]","[24,554,434,216]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
507,"lb_retractable_trap","","","LbRetractableTrap","",[1],[],[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
508,"word_of_the_grave_on_kill","Word of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,29,31,36,8,76,89]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1
509,"edict_of_the_grave_on_kill","Edict of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,29,31,36,8,76,89]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1
510,"decree_of_the_grave_on_kill","Decree of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,29,31,36,8,76,89]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1
511,"commandment_of_the_grave_on_kill","Commandment of the Grave","Summons three icy skull minions that explode at the end of their duration.","SummonExplosiveIcyRagingSpirit","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,29,31,36,8,76,89]",[],"","",1,"EnchantmentOfTheGraveOnKill","",21,"",[],[],"[0,19,20,23]",1,"",[],8,"","","",[],"","",1
512,"word_of_reflection_when_hit","Word of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,36,8,31,76,89]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[0,19,20,2,56,23]",1,"",[],8,"","","",[],"","",1
513,"edict_of_reflection_when_hit","Edict of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,36,8,31,76,89]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[0,19,20,2,56,23]",1,"",[],8,"","","",[],"","",1
514,"decree_of_reflection_when_hit","Decree of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,36,8,31,76,89]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[0,19,20,2,56,23]",1,"",[],8,"","","",[],"","",1
515,"commandment_of_reflection_when_hit","Commandment of Reflection","Creates a clone of you that attacks with your weapon.","TriggeredClone","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,5,17,36,8,31,76,89]",[],"","",1,"EnchantmentOfReflectionWhenHit","",21,"",[],[],"[0,19,20,2,56,23]",1,"",[],8,"","","",[],"","",1
516,"word_of_light_when_critically_hit","Word of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,8,36,31,89]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
517,"edict_of_light_when_critically_hit","Edict of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,8,36,31,89]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
518,"decree_of_light_when_critically_hit","Decree of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,8,36,31,89]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
519,"commandment_of_light_when_critically_hit","Commandment of Light","Deals a portion of your main hand damage in an area around you and creates Consecrated Ground, causing you and your allies to regenerate life.","TriggeredConsecrate","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,8,36,31,89]",[],"","",1,"EnchantmentOfLightWhenCrit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
520,"word_of_thunder_on_kill","Word of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
521,"edict_of_thunder_on_kill","Edict of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
522,"decree_of_thunder_on_kill","Decree of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
523,"commandment_of_thunder_on_kill","Commandment of Thunder","Damaging cones of lightning surround you.","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,83,89]",[],"","",1,"EnchantmentOfThunderOnKill","",21,"",[],[],[],1,"",[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
524,"triggered_lightning_cones","","","TriggeredLightningCones","Art/2DArt/SkillIcons/Ascendancy.dds",[4],"[1,7,26,30,36,31,71,89]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1
525,"summon_rock_golem","Summon Stone Golem","Summons a Stone Golem that grants you life regeneration. In addition to its melee attack, the Stone Golem uses a rolling charge and a powerful slam that can taunt enemies.","SummonRockGolem","Art/2DArt/SkillIcons/RockGolemSummon.dds",[1],"[31,15,5,17,21,1,14,13,50,27,76,76,89]",[],"","",1,"SummonRockGolem","",21,1,[5127],[3341],"[0,19,20,33,7,23]",1,1,[],8,"","","",[],"","",1
526,"word_of_force_on_hit","Word of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,6,36,31,89]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
527,"edict_of_force_on_hit","Edict of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,6,36,31,89]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
528,"decree_of_force_on_hit","Decree of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,6,36,31,89]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
529,"commandment_of_force_on_hit","Commandment of Force","Release an arc of force from your weapon or fists, damaging enemies in front of you.","TriggeredCleave","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,7,6,36,31,89]",[],"","",1,"EnchantmentOfForceOnHit","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
530,"whirling_leap","Whirling Leap","","WhirlingLeap","",[16],"[0,7,19,33]",[],"","",1,"WhirlingLeap","",21,1,[],[],[],1,1,[],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
531,"word_of_war_on_kill","Word of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,20,23,19,8,36,31,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
532,"edict_of_war_on_kill","Edict of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,20,23,19,8,36,31,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
533,"decree_of_war_on_kill","Decree of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,20,23,19,8,36,31,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
534,"commandment_of_war_on_kill","Commandment of War","This attack is performed repeatedly by a ghostly imitation of your weapon.","ExplosiveHit","Art/2DArt/SkillIcons/Ascendancy.dds",[2],"[0,20,23,19,8,36,31,89]","[13,6,7,37,11,12,9,32,14,10,16,17,15,8,57,56]","","",1,"EnchantmentOfWarOnKill","",21,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
535,"righteous_lightning","Righteous Lightning","Engulfs you in magical lightning that rapidly damages nearby enemies and drains your mana. Your critical strike chance is substantially increased while under this effect. The effect ends when you have no mana remaining.","RighteousLightning","Art/2DArt/SkillIcons/righteousfire.dds",[4],"[1,4,7,14,31,34,30,71]",[],"","http://s3.amazonaws.com/pathofexile/image/skills/intelligence/righteous_fire.jpg",1,"RighteousLightning","",21,1,[],[],[],1,1,[],8,"","","",[],"","",1
536,"lb_arrow_trap","","","LbArrowTrap","","[1,2]","[0,2,56,14,13,15,40]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
537,"earthquake","Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. Cracks created before the first one has erupted will not generate their own aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.","QuakeSlam","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[0,7,19,23,8,91,31,14]","[11,12,32,14,16,17,36,57]","","",1,"Earthquake","",21,1,"[4074,4355,4383,12233]","[24,215,434,12232]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
538,"vaal_earthquake","Vaal Earthquake","","VaalEarthquake","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[0,7,19,8,37,91,14]","[11,12,32,14,16,17,36,57]","","",1,"VaalEarthquake","",21,1,"[4074,4355,4383,12233]","[24,215,434,12232]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
539,"vaal_earthquake_footstep","Vaal Earthquake","Smashes the ground, dealing damage in an area and cracking the earth. The crack will erupt in a powerful aftershock after a short duration. After using this skill, your steps will deal damage around you, cracking the earth if the previous cracks have erupted. This effect ends after a secondary duration, or after a maximum number of aftershocks. Requires an Axe, Mace, Sceptre, Staff or Unarmed.","VaalEarthquakeFootstep","Art/2DArt/SkillIcons/QuakeSlam.dds","[1,2]","[0,7,19,8,37,91,14]","[11,12,32,14,16,17,36,57]","","",1,"VaalEarthquakeFootstep","",21,1,"[4074,4355,4383,12233]","[24,215,434,12232]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
540,"earthquake_triggerable","","","QuakeSlam","","[1,2]","[0,7,19,23,8,36,31,91]",[],"","",1,"","",21,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1
541,"animated_weapon_explosive","","","AnimateWeaponExplosive","",[4],[],[],"","",1,"","",21,"",[],[],[],1,"",[],8,"","","",[],"","",1
542,"contagion","Contagion","Unleashes a vile contagion on enemies, dealing chaos damage over time. If an enemy dies while affected by Contagion, it spreads to other enemies.","Contagion","Art/2DArt/SkillIcons/Contagion.dds","[1,2,22]","[1,7,8,13,14,34,41,21,31,15,48,55,69,71]",[],"","",1,"Contagion",1,21,1,"[4070,4351,4378]","[24,215,434]",[],1,1,[],8,"","","","[16,10,11,17,12,13]","","",1
543,"wither","Wither","Casts a debilitating effect on enemies in an area, Hindering their movement and applying a stacking Withered debuff that increases the Chaos Damage they take. This effect can stack up to 15 times.","Wither","Art/2DArt/SkillIcons/Wither.dds","[1,2]","[1,7,8,14,41,71]",[],"","",1,"Wither","",21,1,"[4353,4379]","[215,434]",[],1,1,[],8,"","","","[16,10,11,17]","","",1
