"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid"
1520,2194,"",4751,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1521,2195,"",4752,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1522,2196,"",4753,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1523,2197,"","",4754,[],[24],[],"",[],[10],"",[],"",[],[],""
1524,2198,"","",4755,[],[24],[],"",[],[10],"",[],"",[],[],""
1525,2199,"",4756,"",[],"[7,8,6,56]",[],"",[],"[1,4]","",[],"",[],[],""
1526,2200,114,"","",[1368],[23],[],"",[53],[13],"",[],"",[],[],""
1527,2201,"","",4757,[],[21],[],"",[],[15],"",[],"",[],[],""
1528,2203,117,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1529,2204,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-26],[36],"",[],"",[],[],""
1530,2205,"","","","[347,6203]",[],[5803],"","[1,5]",[36],"",[],"",[],[],""
1531,2206,"",4758,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1532,2207,"",4759,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1533,2208,"",4760,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1534,2209,"",4761,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1535,2210,"",4762,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1536,2211,"","",4763,[],[24],[],"",[],[10],"",[],"",[],[],""
1537,2212,"","",4764,[],[24],[],"",[],[10],"",[],"",[],[],""
1538,2213,115,"","",[1368],[23],[],"",[54],[13],"",[],"",[],[],""
1539,2215,"","","",[347],[],"[5649,5650,5651,5653,5652]","",[14],[36],"",[],"",[],[],""
1540,2216,"",4765,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1541,2217,"",4766,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1542,2218,"",4767,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1543,2219,"",4768,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1544,2220,"","",4769,[],[24],[],"",[],[10],"",[],"",[],[],""
1545,2221,"",4770,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],"",[],[],""
1546,2222,118,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1547,2223,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-24],[36],"",[],"",[],[],""
1548,2224,"","","",[347],[],"[5561,5617]","",[4],[36],"",[],"",[],[],""
1549,2226,"",4771,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],"",[],[],""
1550,2227,"",4772,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1551,2228,"",4773,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1552,2229,"",4774,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1553,2230,"",4775,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1554,2231,"",4776,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1555,2232,"","",4777,[],[24],[],"",[],[10],"",[],"",[],[],""
1556,2234,"",4778,"",[],"[9,10,11,12,14,15,17,32,16,57]",[],"",[],"[1,4]","",[],"",[],[],""
1557,2233,"",4779,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1558,2235,"",4780,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1559,2236,"",4781,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1560,2237,"",4782,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1561,2238,"","",4783,[],[24],[],"",[],[10],"",[],"",[],[],""
1562,2239,"","",4784,[],[21],[],"",[],[15],"",[],"",[],[],""
1563,2240,147,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
1564,2241,148,"","",[1368],[23],[],"",[66],[13],"",[],"",[],[],""
1565,2242,"",4785,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1566,2243,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-25],[36],"",[],"",[],[],""
1567,2244,"","",4786,[],[24],[],"",[],[10],"",[],"",[],[],""
1568,2245,"",4787,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1569,2246,"",4788,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1570,2247,"",4789,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1571,2250,"",4790,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1572,2251,"","","","[347,1302]",[],"[5494,5622]","","[6,2]",[36],"",[],"",[],[],""
1573,2253,127,"","",[1368],[23],[],"",[55],[13],"",[],"",[],[],""
1574,2254,"","","","[347,1302]",[],[5702],"","[4,2]",[36],"",[],"",[],[],""
1575,2255,"","","","[347,1302]",[],[5699],"","[2,3]",[36],"",[],"",[],[],""
1576,2256,"","","",[347],[],[5700],"",[2],[36],"",[],"",[],[],""
1577,2257,"","","",[347],[],[5795],"",[1],[36],"",[],"",[],[],""
1578,2258,"","","",[347],[],"[5796,5805]","",[1],[36],"",[],"",[],[],""
1579,2259,"","",4791,[],[24],[],"",[],[10],"",[],"",[],[],""
1580,2260,"","",4792,[],[24],[],"",[],[10],"",[],"",[],[],""
1581,2261,"","",4793,[9905],[24],[],"",[85],[10],"",[],"",[],[],""
1582,2262,"","","","[347,1180,10273]",[],"[5575,5646]","","[1,17,1]",[36],"",[],"",[],[],""
1583,2263,"","","","[347,1725,12048,9196]",[],[5771],"","[1,3,14,49]",[36],"",[],"",[],[],""
1584,2264,"","","","[347,1302,9327]",[],"[5512,5610]","","[-2,2,1]",[36],"",[],"",[],[],""
1585,2265,"","","",[347],[],[5412],"",[3],[36],"",[],"",[],[],""
1586,2266,"","","","[347,1302]",[],"[5701,5757]","","[1,3]",[36],"",[],"",[],[],""
1587,2267,"","","",[347],[],"[5561,5617]","",[5],[36],"",[],"",[],[],""
1588,2268,119,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1589,2269,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-28],[36],"",[],"",[],[],""
1590,2271,"",4794,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1591,2272,"",4795,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1592,2273,"",4796,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1593,2274,"",4797,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1594,2275,"",4798,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1595,2277,120,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1596,2279,"",4799,"",[],"[11,9,10,15,16,17]",[],"",[],"[1,4]","",[],"",[],[],""
1597,2280,"",4800,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1598,2281,"",4801,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1599,2282,"",4802,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1600,2283,"",4803,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1601,2285,"",4804,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1602,2286,"",4805,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1603,2287,"",4806,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1604,2288,"",4807,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1605,2289,"",4808,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1606,2290,"","",4809,[],[24],[],"",[],[10],"",[],"",[],[],""
1607,2291,"","",4810,[],[24],[],"",[],[10],"",[],"",[],[],""
1608,2292,"",4811,"",[],"[6,7,56,8,9,10,11,12,13,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],""
1609,2293,121,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1610,2295,"","",4812,[],[21],[],"",[],[15],"",[],"",[],[],""
1611,2296,123,"","",[1368],[23],[],"",[56],[13],"",[],"",[],[],""
1612,2297,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-31],[36],"",[],"",[],[],""
1613,2298,"","","",[1302],[],[5416],"",[5],[36],"",[],"",[],[],""
1614,2299,"",4813,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1615,2300,"",4814,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1616,2301,"",4815,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1617,2302,"",4816,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1618,2303,"",4817,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1619,2304,"","",4818,[],[24],[],"",[],[10],"",[],"",[],[],""
1620,2305,"","",4819,[],[24],[],"",[],[10],"",[],"",[],[],""
1621,2307,124,"","",[1368],[23],[],"",[57],[13],"",[],"",[],[],""
1622,2308,"",4820,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1623,2309,"",4821,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1624,2310,"",4822,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1625,2311,"",4823,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1626,2312,"",4824,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1627,2313,"","",4825,[],[24],[],"",[],[10],"",[],"",[],[],""
1628,2314,"","",4826,[],[24],[],"",[],[10],"",[],"",[],[],""
1629,2315,"",4827,"",[],"[6,7,56,8,9,10,11,12,14,57,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],""
1630,2316,122,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],"",[],[],""
1631,2318,"","",4828,[],[21],[],"",[],[15],"",[],"",[],[],""
1632,2319,125,"","",[1368],[23],[],"",[58],[13],"",[],"",[],[],""
1633,2320,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-29],[36],"",[],"",[],[],""
1634,2321,"","","",[347],[],[5402],"",[6],[36],"",[],"",[],[],""
1635,2322,"",4829,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1636,2323,"",4830,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1637,2324,"",4831,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1638,2325,"",4832,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1639,2326,"",4833,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1640,2327,"","",4834,[],[24],[],"",[],[10],"",[],"",[],[],""
1641,2328,"","",4835,[],[24],[],"",[],[10],"",[],"",[],[],""
1642,2330,126,"","",[1368],[23],[],"",[59],[13],"",[],"",[],[],""
1643,2331,"",4836,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1644,2333,"","",4837,[],[24],[],"",[],[10],"",[],"",[],[],""
1645,2334,"",4838,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1646,2335,"",4839,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1647,2336,"",4840,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1648,2337,"",4841,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1649,2338,"",4842,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1650,2339,"","",4843,[],[24],[],"",[],[10],"",[],"",[],[],""
1651,2341,"","","",[347],[],"[5664,5666,5665,5667,5695]","",[-2],[36],"",[],"",[],[],""
1652,2342,"",4844,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1653,2343,"",4845,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1654,2344,"",4846,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1655,2345,"",4847,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1656,2346,"","",4848,[],[24],[],"",[],[10],"",[],"",[],[],""
1657,2347,"",4849,"",[],"[6,7,56,8,9,10,11,12,15,32]",[],"",[],"[1,4]","",[],"",[],[],""
1658,2349,"","",4850,[],[21],[],"",[],[15],"",[],"",[],[],""
1659,2350,"","","",[347],[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","",[-30],[36],"",[],"",[],[],""
1660,2351,"",4851,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1661,2352,"",4852,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1662,2353,"",4853,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1663,2354,"",4854,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1664,2355,"","",4855,[],[24],[],"",[],[10],"",[],"",[],[],""
1665,2356,"","",4856,[],[21],[],"",[],[15],"",[],"",[],[],""
1666,2357,"",4857,"",[],[13],[],"",[],[1],"",[],"",[],[],""
1667,2358,"",4858,"",[],[20],[],"",[],[4],"",[],"",[],[],""
1668,2360,"","",4859,[],[24],[],"",[],[10],"",[],"",[],[],""
1669,2362,"",4860,"",[],[16],[],"",[],[1],"",[],"",[],[],""
1670,2363,"","","",[347],[],[5402],"",[3],[36],"",[],"",[],[],""
1671,2364,"","","",[347],[],[5462],"",[4],[36],"",[],"",[],[],""
1672,2365,"","","",[347],[],[5419],"",[3],[36],"",[],"",[],[],""
1673,2366,"","","",[347],[],"[5487,5629]","",[6],[36],"",[],"",[],[],""
1674,2368,"",4861,"",[10374],[25],[],"",[1],[7],"",[],"",[],[],""
1675,2369,"",4862,"",[10374],[23],[],"",[1],[12],"",[],"",[],[],""
1676,2370,"",4863,"",[10374],[22],[],"",[1],[11],"",[],"",[],[],""
1677,2371,"",4864,"",[10374],[24],[],"",[1],[9],"",[],"",[],[],""
1678,2372,"","",4865,[10374],[24],[],"",[1],[10],"",[],"",[],[],""
1679,2373,"","",4866,[10374],[24],[],"",[1],[10],"",[],"",[],[],""
1680,2374,"",4867,"",[10524],"[6,7,56,8,9,10,11,12,13,14,57,15,16,17,32]",[],"",[1],"[1,4]","",[],"",[],[],""
1681,2375,128,"","",[10525],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5]","",[],"",[],[],""
1682,2376,129,"","","[1368,10374]",[23],[],"","[60,1]",[13],"",[],"",[],[],""
1683,2377,"","",4868,[10374],[21],[],"",[1],[15],"",[],"",[],[],""
1684,2367,"","","","[319,10374]",[4],[],"","[86,1]",[14],"",[],"",[],[],""
1685,2380,"","","",[347],[],[5462],"",[5],[36],"",[],"",[],[],""
1686,2381,"","","","[347,1302]",[],[5600],"","[5,5]",[36],"",[],"",[],[],""
1687,2382,"","","","[10370,347]",[],[5644],"","[1,1]",[36],"",[],"",[],[],""
1688,2383,"","","","[10370,347]",[],[5536],"","[1,1]",[36],"",[],"",[],[],""
1689,2384,"","","","[10370,347]",[],[5820],"","[1,1]",[36],"",[],"",[],[],""
1690,2385,"","","",[10373],[],"[5533,5822]","",[1],[36],"",[],"",[],[],""
1691,2386,"","","",[347],[],[5821],"",[1],[36],"",[],"",[],[],""
1692,2388,"","",4869,[],[24],[],"",[],[10],"",[],"",[],[],""
1693,2389,"","",4870,[],[24],[],"",[],[10],"",[],"",[],[],""
1694,2391,"",4871,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1695,2392,"",4872,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1696,2393,"",4873,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1697,2394,"",4874,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1698,2395,"",4875,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1699,2396,130,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1700,2397,"","","",[319],[4],[],"",[89],[14],"",[],"",[],[],""
1701,2399,"",4876,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1702,2400,"",4877,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1703,2401,"",4878,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1704,2402,"",4879,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1705,2403,"",4880,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1706,2404,"","",4881,[],[24],[],"",[],[10],"",[],"",[],[],""
1707,2405,"","","",[319],[4],[],"",[88],[14],"",[],"",[],[],""
1708,2406,131,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1709,2409,"",4882,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1710,2410,"",4883,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1711,2411,"",4884,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1712,2412,"",4885,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1713,2413,"",4886,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1714,2414,132,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1715,2415,"","","",[319],[4],[],"",[90],[14],"",[],"",[],[],""
1716,2417,"",4887,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1717,2418,"",4888,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1718,2419,"",4889,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1719,2420,"",4890,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1720,2421,"",4891,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1721,2422,133,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1722,2423,"","","",[319],[4],[],"",[87],[14],"",[],"",[],[],""
1723,2424,"","","",[319],[4],[],"",[92],[14],"",[],"",[],[],""
1724,2426,"",4892,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1725,2427,"",4893,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1726,2428,"",4894,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1727,2429,"",4895,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1728,2430,"",4896,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1729,2431,"","",4897,[],[24],[],"",[],[10],"",[],"",[],[],""
1730,2432,"","",4898,[],[24],[],"",[],[10],"",[],"",[],[],""
1731,2433,"","",4899,[],[24],[],"",[],[10],"",[],"",[],[],""
1732,2434,"","",4900,[],[24],[],"",[],[10],"",[],"",[],[],""
1733,2435,134,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1734,2438,"","","",[319],[4],[],"",[91],[14],"",[],"",[],[],""
1735,2449,135,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1736,2440,136,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1737,2441,"","",4901,[],[21],[],"",[],[15],"",[],"",[],[],""
1738,2443,"",4902,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1739,2444,"",4903,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1740,2445,"",4904,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1741,2446,"",4905,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1742,2447,"",4906,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1743,2450,"","",4907,[],[24],[],"",[],[10],"",[],"",[],[],""
1744,2452,"",4908,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1745,2453,"",4909,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1746,2454,"",4910,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1747,2455,"",4911,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1748,2456,"",4912,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1749,2460,145,"","",[1368],[23],[],"",[65],[13],"",[],"",[],[],""
1750,2461,146,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],""
1751,2463,"",4913,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1752,2464,"",4914,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1753,2458,"",4915,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1754,2459,"","",4916,[],[25],[],"",[],"[8,21]","",[],"",[],[],""
1755,2465,"",4917,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1756,2466,"",4918,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1757,2467,"",4919,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1758,2468,"",4920,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1759,2469,"",4921,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1760,2470,"","",4922,[],[24],[],"",[],[10],"",[],"",[],[],""
1761,2471,"","",4923,[],[24],[],"",[],[10],"",[],"",[],[],""
1762,2472,"","","","[347,1302,3599,2678]",[],[5674],"","[8,11,8,10]",[36],"",[],"",[],[],""
1763,2473,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-32,22]",[36],"",[],"",[],[],""
1764,2475,137,"","",[1368],[23],[],"",[61],[13],"",[],"",[],[],""
1765,2478,"","",4924,[],[21],[],"",[],[15],"",[],"",[],[],""
1766,2476,138,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
1767,2477,"",4925,"",[],"[9,15,10]",[],"",[],"[1,4]","",[],"",[],[],""
1768,2479,"",4926,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1769,2480,"",4927,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1770,2481,"",4928,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1771,2482,"",4929,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1772,2483,"",4930,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1773,2484,"","",4931,[],[24],[],"",[],[10],"",[],"",[],[],""
1774,2485,"","",4932,[],[24],[],"",[],[10],"",[],"",[],[],""
1775,2486,"","","","[347,9196]",[],"[5513,5637,5514,5515,5516,5636,5517,5635,5518,5519,5520,5521,5525,5634,5587,5589,5591,5668,5854,5588,5590,5592,5773,5772,5785,5787,5808,5804,5903,5904,5905,5906,5914]","","[-33,23]",[36],"",[],"",[],[],""
1776,2487,"","","",[347],[],"[5649,5650,5651,5653,5652]","",[15],[36],"",[],"",[],[],""
1777,2489,139,"","",[1368],[23],[],"",[62],[13],"",[],"",[],[],""
1778,2490,"","",4933,[],[21],[],"",[],[15],"",[],"",[],[],""
1779,2491,140,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
1780,2492,"",4934,"",[],"[14,57,8]",[],"",[],"[1,4]","",[],"",[],[],""
1781,2493,"",4935,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1782,2494,"",4936,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1783,2495,"",4937,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1784,2496,"",4938,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1785,2497,"",4939,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1786,2498,"","",4940,[],[24],[],"",[],[10],"",[],"",[],[],""
1787,2499,"","",4941,[],[24],[],"",[],[10],"",[],"",[],[],""
1788,2500,141,"","",[1368],[23],[],"",[63],[13],"",[],"",[],[],""
1789,2502,"","","",[347],[],"[5796,5805]","",[2],[36],"",[],"",[],[],""
1790,2503,"",4942,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1791,2504,"",4943,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1792,2505,"",4944,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1793,2506,"",4945,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1794,2507,"",4946,"",[],[13],[],"",[],[1],"",[],"",[],[],""
1795,2508,"",4947,"",[],[20],[],"",[],[4],"",[],"",[],[],""
1796,2509,"",4948,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1797,2510,"",4949,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1798,2511,"",4950,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1799,2512,"",4951,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1800,2513,"","",4952,[],[24],[],"",[],[10],"",[],"",[],[],""
1801,2514,"","",4953,[],[21],[],"",[],[15],"",[],"",[],[],""
1802,2515,142,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
1803,2516,"",4954,"",[],"[6,7,56,8,9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],""
1804,2517,143,"","",[1368],[23],[],"",[64],[13],"",[],"",[],[],""
1805,2518,144,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],""
1806,2519,"","",4955,[],[21],[],"",[],[15],"",[],"",[],[],""
1807,2520,"","","","[347,9196]",[],[5812],"","[1,33]",[36],"",[],"",[],[],""
1808,2521,"","","","[347,9196]",[],[5462],"","[6,33]",[36],"",[],"",[],[],""
1809,2522,"","","","[347,9196]",[],"[5649,5650,5651,5653,5652]","","[17,33]",[36],"",[],"",[],[],""
1810,2523,"","","","[347,1302]",[],"[5508,5613]","","[3,1]",[36],"",[],"",[],[],""
1811,2524,"",4956,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1812,2525,"",4957,"",[],[23],[],"",[],[12],"",[],"",[],[],""
1813,2526,"",4958,"",[],[22],[],"",[],[11],"",[],"",[],[],""
1814,2527,"",4959,"",[],[24],[],"",[],[9],"",[],"",[],[],""
1815,2528,"","",4960,[],[24],[],"",[],[10],"",[],"",[],[],""
1816,2529,"",4961,"",[],"[11,16]",[],"",[],"[1,4]","",[],"",[],[],""
1817,2530,"",4962,"",[],[26],[],"",[],[4],"",[],"",[],[],""
1818,2532,"","","","[347,9196]",[],"[5649,5650,5651,5653,5652]","","[16,37]",[36],"",[],"",[],[],""
1819,2533,"",4963,"",[],[25],[],"",[],[7],"",[],"",[],[],""
1820,2534,"",4964,"",[],[23],[],"",[],[12],"",[],"",[],[],""
