"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness"
4848,"CityStalkerGroundEffectTar",[],"[357,177,5759]","[6000,-60,-25]",1,0
4849,"DaemonTentacleCausticCloud",[],"[357,4593]","[6000,1]",4,0.04
4850,"MonsterGroundHaste",[],"[357,346]","[5000,-30]",1,0
4851,"MonsterCastGroundEffectChilled",[],"[357,1782,6203]","[4000,100,1]",1,0
4852,"AbberathCastGroundEffectLava",[1923],[3599],[2],6.6667,0.04
4853,"BlightGoatmanLavaMeteor",[],"[3599,357]","[2,4000]",6.6667,0.04
4854,"TheFaunCastGroundEffectLava",[1923],[3599],[2],6.6667,0.04
4855,"TheFaunCastGroundEffectLavaTemporary",[],"[5759,357]","[10,6000]",6.6667,0.04
4856,"ElderCastGroundEffectLava",[],"[3599,357]","[2,10000]",6.6667,0.04
4857,"RyslathaMonsterCastGroundEffect",[],"[357,4593]","[4000,5]",2.4,0.04
4858,"MonsterCastGroundEffectHolyFireOnDeath",[],"[3599,357,1782]","[1,6000,100]",1.6667,0.04
4859,"MonsterCastGroundEffectHolyFire",[],"[3599,357,5759]","[1,10000,-50]",3.3333,0.04
4860,"MonsterCastGroundEffectHolyFireDelayedBlast",[6532],"[3599,357,5759]","[1,10000,50]",3.3333,0.04
4861,"VaalSideAreaBossCastGroundEffectHolyFire",[],"[3599,357]","[1,10000]",1.6667,0.04
4862,"MonsterCastGroundEffectCausticOnDeath",[],"[357,1782]","[6000,100]",4.3333,0.02
4863,"CausticEggInfestationGroundEffectGreen",[],"[357,4593,5759]","[4000,2,-50]",6.6667,0.02
4864,"CausticEggInfestationGroundEffectPurple",[],"[357,4593,5759]","[4000,3,-50]",0.4,0.04
4865,"ElderGardenArenaCausticGround",[],"[357,4593]","[8000,5]",2.4,0.042
4866,"IncursionPipeCausticGround",[],"[357,4593,5759]","[4000,6,-60]",2.6,0.03
4867,"BestiarySnakeBossCloneBurningGround",[],"[357,5759]","[5000,-50]",3.3333,0.052
4868,"MachinariumBurningGround",[],"[357,5759]","[12000,-30]",3.3333,0.052
4869,"MachinariumChillingGround",[],"[357,6466,5759]","[12000,30,-30]",1,0
4870,"MachinariumShockingGround",[],"[357,6467,5759]","[12000,50,-30]",1,0
4871,"DelveQiongqiGroundFire",[],"[357,3599,5759]","[12000,5,-50]",3.3333,0.045
4872,"BetrayalTotemCastGroundEffect",[],"[357,5759]","[10000,25]",0.6,0.045
4873,"BetrayalRegurgitatorCastGroundEffect",[],[357],[5000],3.3333,0.045
4874,"BlightPhysicalModOnDeathCastGroundEffect",[],[357],[4000],3.3333,0.045
4875,"BlightHellionExplodeOnDeath",[],"[1782,5759,357]","[100,50,2000]",4,0.05
4876,"DelveHellionExplodeOnDeath",[],"[1782,357]","[100,4000]",4,0.05
4877,"AxisGeneralBurningGround",[],[357],[5000],3.5,0.045
4878,"BlessedSisterGroundFireMetamorphosis",[],"[3599,5759,357]","[1,-50,10000]",2.8,0.032
4879,"MetamorphosisMassTarGround",[],"[357,177,5759]","[5000,-60,-25]",1,0
4880,"MetamorphosisCastCausticGround",[],"[5759,357]","[50,7000]",1.8,0.03
4881,"MetamorphCastVortexGround",[618],[357],[6000],7.2,0.038
4882,"MetamorphosisCastCausticGroundLocation",[],"[5759,357]","[50,7000]",1.8,0.03
4883,"MetamorphosisCastBurningGround",[],[357],[5000],2.8,0.032
4884,"AfflictionLightningDemonShockedGroundUnique",[],"[357,6467]","[8000,25]",1,0
4885,"HarvestParasiteCausticGroundOnDeath",[],"[4593,357,1782,5759]","[8,6000,100,-30]",4.3333,0.02
4886,"HarvestWetaCausticGroundOnDeath",[],"[4593,357,5759]","[8,6000,-33]",4.3333,0.02
4887,"HarvestVultureCausticGroundOnSummon",[],"[4593,357,5759]","[8,6000,50]",5.5,0.02
4888,"HarvestScorpionCausticGroundOnBurrow",[],"[4593,357]","[8,6000]",4.3333,0.02
4889,"HeistSnipeAttachedPoisonGas",[],"[4593,357,5759]","[9,2000,-50]",1.3,0.04
4890,"HeistCultistYellowCanisterGround",[],"[357,177,4942,5759]","[5000,-60,3,-25]",2.4,0.04
4891,"HeistMilitaryMinibossFlameWallGroundInner",[],"[5759,357]","[-70,1750]",2.4,0.04
4892,"HeistMilitaryMinibossFlameWallGroundOuter",[],"[5759,357]","[-70,1000]",2.4,0.04
4893,"HeistMilitaryMinibossFlameWallGroundCenter",[],"[5759,357]","[-70,2500]",2.4,0.04
4894,"CGEHeistThugTarGround",[],"[357,177,5759]","[6000,-20,-30]",5,0.04
4895,"CGEHeistRobotGolemBurningGround",[],"[5759,357]","[-50,2000]",2.4,0.04
4896,"CGEHeistFreidrichMinionBoilingBlood",[],[357],[4000],1,0.04
4897,"CGEFireFuryStandaloneLavaGround",[],"[3599,5759,357]","[13,-25,8000]",2,0.04
4898,"CGEHellscapeFleshPustuleFluid",[],"[14669,5759,357]","[1,-40,6000]",1.5,0.04
4899,"CGEVilentaMapBurningGround",[],"[357,3599,5759]","[4000,15,-50]",7,0.032
4900,"CGEThaumaturgistDesecratedGround",[],"[4593,357]","[5,5000]",2.4,0.04
4901,"CGERitualMeteorGround",[],"[357,3599]","[6000,14]",2.4,0.04
4902,"CGEMavenOrbChilledGround",[],"[4835,357]","[8,7500]",4,0.04
4903,"CGEExpeditionZombie",[],"[4835,434,357]","[12,-25,4000]",1.2999,0.0499
4904,"CGEChillingGround",[],"[5759,357]","[-25,2500]",2.4,0.04
4905,"CGEAxisLeapSlamBurningGround",[],[357],[5500],2.4,0.04
4906,"CGEHellscapePaleBossLightning",[],"[6467,10273,357]","[30,3,45000]",1,0
4907,"CGEArchnemesisShockedGround",[],"[6467,10273,357]","[30,4,25000]",1,0
4908,"CGEArchnemesisBurningGround",[],"[3599,5759,357]","[19,-30,4000]",3.5,0.045
4909,"CGEArchnemesisColdSnapGround",[],"[4835,3563,5759,357]","[14,200,100,10000]",2.7,0.04
4910,"CGEArchnemesisColdSnapGroundMagic",[],"[4835,3563,357]","[14,200,10000]",2.7,0.04
4911,"CGEArchnemesisCausticGround",[],"[4593,5759,357]","[10,-30,5000]",1.3,0.04
4912,"CGEArchnemesisFlameWalkerGround",[],"[5759,357]","[-35,6000]",4,0.045
4913,"CGEArchnemesisFrostWalkerGround",[],"[4835,5759,357]","[15,-35,6000]",4,0.04
4914,"CGEArchnemesisLightningWalkerGround",[],"[6467,10273,5759,357]","[30,4,-35,6000]",1,0
4915,"CGEDoomBossBurrowGoo",[1923],"[177,5759]","[-40,-40]",1.66,0.0367
4916,"CGEDoomBossBurrowGooErupt",[1923],"[4942,177,5759]","[5,-70,-40]",1,0
4917,"CGEDoomFodder2CausticGround",[],"[4593,357,434]","[11,3500,-60]",2.5,0.04
4918,"CGEArchnemesisGlacialCageChilledGround",[],"[3563,357]","[200,3000]",1,0
4919,"CGETarZombieOilGround",[],"[357,177,1782,15788,5759]","[6000,-20,100,1,-30]",5,0.04
4920,"CGEConsumeBossOrbDrippings",[1923],"[10273,5759]","[5,-50]",1,0
4921,"CGEqwe_NEW_ENTRIES_GO_ABOVE_ME",[],[],[],1,0
4922,"FrostBolt","[499,4553]",[],[],2.8583,0.0473
4923,"FrostBoltRoyale","[499,4553]",[],[],3.7427,0.0397
4924,"SeawitchFrostbolt","[499,4553]",[],[],2.0455,0.041
4925,"DockworkerChampionFrostbolt","[499,4553]",[175],[20],2.0455,0.041
4926,"AtlasFrostboltSpace","[499,4553]",[],[],2.1818,0.05
4927,"AtlasFrostboltSpaceShaperInfluence","[499,4553]",[],[],2.0455,0.041
4928,"AtlasFrostboltSpaceShaperInfluenceBoss","[499,4553]","[8635,173,6858]","[80,2,1]",2.0455,0.041
4929,"ShaperQuestSpaceFrostbolt","[499,4553]",[],[],5,0.041
4930,"ShaperQuestSpaceFrostboltNova","[499,4553,1778]",[173],[9],5,0.041
4931,"ShaperQuestSpaceFrostboltRuckus","[499,4553,2473]","[2121,2122,2123]","[6,1200,100]",5,0.041
4932,"AtlasFrostboltSpaceRuckus","[499,4553,2473]","[2121,2122,2123]","[6,1200,100]",2.1818,0.05
4933,"WaterElementalFrostbolt","[499,4553]",[175],[-30],2.4545,0.041
4934,"WaterElementalFrostboltNoPierce","[499,7667]",[175],[-30],2.4545,0.041
4935,"WaterPoolFrostbolt","[499,7667]",[175],[-30],2.4545,0.041
4936,"ClockworkGolemFrostbolt","[499,4553]",[175],[20],2.4545,0.041
4937,"MaelstromCellBossFrostbolt","[499,4553]","[175,173]","[20,2]",2.7,0.041
4938,"ExileWitchFrostbolt","[499,4553]",[],[],2.4545,0.038
4939,"ExileTemplarFrostbolt","[499,4553]","[173,216]","[2,15]",1.9636,0.035
4940,"ProphecyFrostBolt","[499,4553]",[1212],[-33],3.6364,0.039
4941,"TotemMapBossFrostBolt","[499,4553]","[1212,216]","[-33,75]",4.5455,0.039
4942,"TotemMapBossFrostBoltTotems","[499,4553,856]","[1212,862,864]","[-33,8000,80]",2.4545,0.039
4943,"GhostWarcasterElementalFrostbolt","[499,4553]",[],[],2.4545,0.041
4944,"ReliquaryMonsterTempFrostbolt","[499,4553]",[],[],2.4545,0.039
4945,"WestFrostboltDaemon","[499,4553,1930,1327]","[175,216,173,2521]","[300,100,2,270]",3.5,0.041
4946,"MetamorphFrostbolt","[499,4553]","[175,783]","[-30,131]",2.4545,0.041
4947,"MetamorphFrostboltProjectileNova","[499,7667]",[175],[-60],2.4545,0.039
4948,"FrostBoltChannel",[618],"[357,3924]","[3000,5]",0.8182,0.0356
4949,"FrostBoltNova","[618,3674]","[357,8405,8482,1117]","[3000,5,-20,900]",1.4086,0.0645
4950,"FrostBoltNovaRoyale","[618,3674]","[357,8405,8482]","[2000,5,-20]",2.1174,0.0455
4951,"AnomalyFrostboltNovaSpace","[618,3674,1923]","[1782,4835,6466,5759]","[100,3,30,-36]",5.4545,0.0356
4952,"AnomalyFrostboltNovaSpaceStandalone","[618,3674,1923]","[4835,6466,5759]","[3,30,-36]",5.4545,0.0356
4953,"AnomalyFrostboltNovaSpaceUber","[618,3674,1923]","[1782,4835,6466,5759]","[100,6,30,-36]",5.4545,0.0356
4954,"AnomalyFrostboltNovaSpaceShaperInfluence","[618,3674]","[1782,4835,357,6466,5759]","[100,3,8000,30,-36]",3.4818,0.0356
4955,"AnomalyVortexUniqueRing","[618,3674]","[1782,4835,357,6466,5759]","[100,5,8000,30,-36]",3.4818,0.0356
4956,"AnomalyFrostboltNovaSpaceFromDaemon","[618,3674]","[1782,4835,357,6466,5759]","[100,2,8000,30,-36]",3.4818,0.0356
4957,"FrostboltNovaSpaceInfluence","[618,3674]","[4835,357,6466,5759]","[2,6000,30,-36]",3.4818,0.0356
4958,"FrostboltNovaSpaceInfluenceTriggered","[618,3674]","[4835,357,6466,8405,5759]","[2,4000,30,1,-36]",3.4818,0.0356
4959,"FrostboltNovaSpaceInfluenceTriggeredLaboratory","[618,3674]","[4835,357,6466,8405,5759]","[2,4000,30,1,-4]",3.4818,0.0356
4960,"HydraMinionFrostBoltNova","[618,3674]","[357,1782,6466,5759]","[8000,50,30,-55]",4.0909,0.0356
4961,"EssenceDaemonFrostBoltNova",[618],"[357,4835,5759]","[4750,1,-17]",1.7841,0.0356
4962,"WaterElementalVortex","[618,3674]","[357,5759]","[3000,-17]",1.7841,0.0356
4963,"BestiaryParasiticSquidVortex","[618,3674]","[357,5759]","[5000,-36]",1.7841,0.0356
4964,"StrongboxCelestialVortex","[618,3674]","[357,4835,5759]","[3000,2,-17]",1.7841,0.0356
4965,"MaelstromCellBossVortex","[618,3674]","[357,4835,8405,5759]","[10000,2,1,-17]",2.1409,0.0356
4966,"WaterElementalVortexBoss","[618,3674]","[357,8405,5759]","[3000,1,-17]",2.1409,0.0356
4967,"WaterElementalVortexOnDeath","[618,3674]","[357,1782,5759]","[7000,100,-36]",1.7841,0.0356
4968,"DockworkerChampionVortex","[618,3674]","[357,5759]","[3000,-17]",1.7841,0.0356
4969,"FigureheadChestBossVortex","[618,3674]","[357,5759]","[4000,-17]",2,0.028
4970,"ExileTemplarVortex","[618,3674]","[357,4835,8405,5759]","[3000,2,1,-17]",1.9273,0.0356
4971,"MetamorphosisVortex","[618,3674,10710]","[357,5759]","[3000,-25]",1.9273,0.0356
4972,"UltimatumVortexLightning","[618,3674]","[357,5759]","[4000,-25]",3.7078,0.0407
4973,"UltimatumVortexCold","[618,3674]","[357,4835,5759]","[4000,9,-25]",3.7078,0.0407
4974,"UltimatumVortexLightningRuin","[618,3674,13860]","[357,13938,5759]","[4000,1,-25]",3.7078,0.0407
4975,"UltimatumVortexColdRuin","[618,3674,13860]","[357,4835,5759]","[4000,11,-25]",3.7078,0.0407
4976,"SupportCastLinkedCursesOnCurse",[3911],[],[],1,0
4977,"SupportElementalFocus",[2759],[],[],1,0
4978,"SupportMinefield",[],"[3745,951,11565]","[4,3,8]",1,0
4979,"Blight",[3674],"[357,3195,177,5204]","[2500,1000,-80,20]",2.9041,0.0355
4980,"BlightRoyale",[3674],"[357,3195,177,5204,14342]","[1500,400,-50,20,2000]",7.2492,0.0355
4981,"FlamebearerBlight",[3674],"[357,3195,177,5204,5759]","[1000,500,-50,20,15]",1.0667,0.032
4982,"BellyTotemBlight",[3674],"[357,3195,177,5204,5759]","[1500,500,-50,20,15]",1.0667,0.032
4983,"ProphecyBossBlight",[3674],"[357,5759]","[2500,20]",1.0667,0.032
4984,"Riptide",[3922],[],[],1.8182,0.035
4985,"WaterSpiralBloodRiptide","[3922,4553]",[],[],1.8182,0.035
4986,"TriggeredMoltenStrike","[788,499,618,1997]","[173,4796]","[3,20]",1,0
4987,"IzaroTemporalChains",[2975],"[532,2579,9139]","[40,-40,-7]",0,0
4988,"IzaroVulnerability",[2975],"[5229,12394]","[20,20]",0,0
4989,"IzaroElementalWeakness",[2975],[],[],0,0
4990,"SupportTrapCooldown",[],[11565],[16],1,0
4991,"SupportTrapCooldownRoyale",[],[11565],[16],1,0
4992,"ScionHelmSupport",[],[868],[1],1,0
4993,"HierophantHelmSupport",[],[3827],[20],1,0
4994,"HierophantGlovesSupport",[],[434],[40],1,0
4995,"HierophantBootsSupport",[],[105],[200],1,0
4996,"EnchantmentOfIreWhenHit","[618,2538,3188,2301]","[357,3893,2547,1103]","[5000,30,100,50]",1.2,0.02
4997,"EnchantmentOfIreWhenHit2","[618,2538,3188,2301]","[357,3893,2547,1103]","[5000,30,100,50]",1.2,0.02
4998,"EnchantmentOfIreWhenHit3","[618,2538,3188,2301]","[357,3893,2547,1103]","[5000,30,100,50]",1.2,0.02
4999,"EnchantmentOfIreWhenHit4","[618,2538,3188,2301]","[357,3893,2547,1103]","[5000,30,100,50]",1.2,0.02
5000,"ProphecyEnchantmentOfIreOnHit","[618,2538,3188]","[357,3893,3327,1103]","[5000,30,100,50]",1.2,0.02
5001,"IzaroAbsorbElemental",[],[],[],1,0
5002,"ChargedAttack","[618,1997,1716]",[4569],[20],0.67,0.0233
5003,"ChargedAttackRoyale","[618,1997,1716]",[4569],[20],0.67,0.0233
5004,"ChargedAttackBanditBoss",[618],"[1922,1918,5759]","[80,-100,-14]",1,0
5005,"ChargedAttackBanditMapBoss",[618],"[1922,1918,5759]","[80,-100,-14]",1,0
5006,"RepeatingShockwave","[4095,2648,1828,618,1716,14028]","[1470,1471,611]","[50,75,10]",1,0
5007,"AwakenGargoyle",[],[357],[10000],1,0
5008,"SpiritOffering",[2975],"[357,2099]","[5000,1000]",1,0
5009,"SpiritOfferingTriggeredUnique","[2975,8527,1828,3693]","[357,2099,150,450,141]","[5000,1000,30,29,30]",1,0
5010,"SpiritOfferingMapNecromancer",[2975],"[357,2099]","[3000,500]",1,0
5011,"ProphecySpiritOffering",[2975],"[357,2099]","[3000,500]",1,0
5012,"IzaroPedestalBuff",[],"[357,5759]","[10000,25]",1,0
5013,"DoomArrow","[499,618]","[4807,5157,186]","[5,25,8]",1,0
5014,"HydraDoomArrow",[499],"[4807,1102,634,5759]","[10,50,120,45]",1,0
5015,"IguanaDoomArrow",[499],"[4807,1102,634,324]","[4,50,75,50]",1,0
5016,"Icefire",[499],[],[],2.1467,0.034
5017,"MapBossIcefire",[499],"[173,2521,1790]","[3,70,60]",4.2889,0.034
5018,"FaceLastTarget",[],[],[],1,0
5019,"GoddessOfJusticeFaceLastTarget",[],[],[],1,0
5020,"SynthesisDroneFaceLastTarget",[],[660],[200],1,0
5021,"VenariusGuardianFaceGuardian",[],[660],[200],1,0
5022,"AtlasOrionFaceLastTarget",[],[660],[200],1,0
5023,"LightningGolemWrath",[2975],[357],[4000],0.1625,0.02
5024,"LightningGolemWrathIzaro",[2975],[357],[4000],2.5,0.023
5025,"LightningGolemArcSummoned",[],[357],[8000],1.1375,0.026
5026,"LightningGolemArc",[],[357],[8000],0.625,0.026
5027,"MonsterLightningGolemArc",[],[357],[8000],1.875,0.034
5028,"ProphecyLightningGolemArc",[],[357],[8000],1.25,0.026
5029,"LightningGolemMapBossArc",[],"[357,884]","[8000,1]",2.5,0.026
5030,"LightningGolemArcIzaro",[],"[659,172,317]","[10,1,-50]",1.5,0.046
5031,"SummonLightningGolem",[],"[2892,458]","[1,11]",1,0
5032,"ProphecySummonLightningGolem",[],"[2892,458]","[4,11]",1,0
5033,"ChronosStatuesCast",[],[],[],1,0
5034,"IzaroReave",[618],[5759],[80],1,0
5035,"EDAIzaroReave",[618],[],[],1,0
5036,"EDAHellscapeDemonBossFissureSlam",[618],[1101],[40],1,0
5037,"Enrage",[],[],[],1,0
5038,"MinotaurEnrage",[],"[357,1905,177,24]","[8000,100,100,59]",1,0
5039,"BanditEnrage",[],"[357,1905,177,24]","[6000,50,50,38]",1,0
5040,"HellionEnrage",[],"[357,1905,177,24]","[6000,50,50,29]",1,0
5041,"DropBearBossEnrage",[],"[357,1905,177,24]","[6000,50,50,29]",1,0
5042,"MapDropBearBossEnrage",[],"[357,1905,177,24]","[5000,70,70,15]",1,0
5043,"IzaroWarp",[],[],[],1,0
5044,"IzarpWarpMap",[],[],[],1,0
5045,"SwampWarp",[],[5717],[26],1,0
5046,"AncestorTotemSlash","[618,1786,856]","[862,864,3593,1342,954,1222]","[12000,50,70,50,1,1]",1,0
5047,"AncestorTotemSlam","[618,1786,856]","[862,864,3593,1342,1231]","[12000,50,70,50,10]",1,0
5048,"AncestorTotemSlamRoyale","[618,1786,856]","[862,864,3593,1342,1231]","[12000,50,70,50,10]",1,0
5049,"WalkingDoubleSlash","[618,15500]",[1922],[-22],1,0
5050,"DoubleSlash","[618,9616]","[9326,9862]","[25,50]",0.67,0.0233
5051,"DoubleSlashRoyale","[618,9616]","[9326,9862]","[50,50]",0.67,0.0233
5052,"DoubleSlashAnimatedWeapon",[618],[5759],[70],1,0
5053,"DoubleSlashWarHero",[618],[1922],[-40],1,0
5054,"DoubleSlashBloodwing",[618],[5759],[40],1,0
5055,"DoubleSlashBloodwingMap",[618],[5759],[40],1,0
5056,"ElementalProjectiles","[499,618]","[1857,173]","[30,2]",1,0
5057,"MonsterAuraSlow",[],"[177,70,216]","[-50,-50,-50]",1,0
5058,"MonsterAuraPhysicalDegeneration",[],[1952],[10000],1,0
5059,"DarkPact","[618,6305]","[4585,172]","[8,2]",0.8,0.038
5060,"DarkPactRoyale","[618,6305]","[4585,172]","[6,2]",0.8,0.038
5061,"AvatarSkeletalChains",[618],[172],[8],0.3333,0.038
5062,"ExileDarkPact","[618,6305]","[4585,5759]","[6,50]",0.765,0.03
5063,"AuraIncreasedDamageTaken",[],"[477,845]","[50,10]",1,0
5064,"AuraDamageTakenOnMovementSkillUse",[],"[4636,4637,845]","[20,12,-64]",1,0
5065,"FlaskChargeNova","[618,2975]",[4571],[25],1,0
5066,"BleedNova","[618,2361,8040]",[2698],[-75],1,0
5067,"Kill",[],[],[],1,0
5068,"ProphecyBossTotemKill",[],[1212],[-75],1,0
5069,"EssenceKillSelf",[],[],[],1,0
5070,"EssenceTotemKillSelf",[],[],[],1,0
5071,"WandTeleport","[499,4553]",[],[],1.875,0.027
5072,"SupportCastOnManaSpent",[4651],[],[],1,0
5073,"GoddessWarp",[618],"[346,357]","[50,5000]",2.3778,0.0394
5074,"GoddessWarpNoSlow",[618],[],[],2.3778,0.0394
5075,"SupportSummonMaximumNumberOfSocketedTotems",[4608],[],[],1,0
5076,"GoddessBeam",[618],[357],[6000],10,0.05
5077,"SummonDaemonAtLocators",[2462],[],[],1,0
5078,"MonsterThrowRandomWeapon",[499],[],[],1,0
5079,"MonsterThrowRandomWeaponProjectiles",[499],"[173,1922]","[4,50]",1,0
5080,"WhirlingCharge",[],"[634,1922]","[-20,80]",1,0
5081,"BoneStalkerWhirlingCharge",[],"[1922,6835]","[80,150]",1,0
5082,"BoneStalkerWhirlingChargeLichMinion",[],"[1922,6835,5759]","[80,100,-30]",1,0
5083,"DelveProtovaalWhirlingCharge",[618],"[1922,6835,5759]","[100,150,-30]",1,0
5084,"StoneStatueWhirlingCharge",[618],"[1922,6835,5759]","[100,150,-30]",1,0
5085,"BetrayalVaganWhirlingCharge",[618],"[1922,6835,5759]","[50,100,-15]",1,0
5086,"AtlasCrusaderFallenAngelWhirlingCharge",[618],"[1922,6835,1103,5759]","[50,100,50,-15]",1,0
5087,"StrongboxCorpseExplode",[618],[5759],[-18],1.5111,0.04
5088,"TolmanCorpseExplode",[618],"[344,1821,8528,5759]","[6,-80,3,-18]",1.5111,0.04
5089,"PhoenixFirebomb","[618,195]","[144,357,1212]","[-50,4000,40]",4.4444,0.045
5090,"RepeatedPulseCold",[],"[146,357]","[-10,3000]",1,0
5091,"RepeatedPulseColdTotemBoss",[],"[146,357]","[-10,3000]",1,0
5092,"RepeatedPulseLightning",[],"[148,357]","[-10,3000]",1,0
5093,"RepeatedPulseLightningTotemBoss",[],"[148,357]","[-10,3000]",1,0
5094,"RepeatedPulseLightningProphecyBook",[],[],[],1,0
5095,"RepeatedPulseFire",[],"[144,357]","[-10,3000]",1,0
5096,"RepeatedPulseDegen",[],[357],[2500],0.5333,0.035
5097,"CurseNova","[499,1778,4553]","[173,4817]","[16,25]",4.6556,0.05
5098,"Vulnerable",[],[],[],1,0
5099,"TauntTarget",[],"[2787,4767]","[100,-40]",1,0
5100,"EssenceChaosGolemTauntTarget",[],"[2787,4767]","[100,-40]",1,0
5101,"FireOrbs",[618],"[173,177,5759]","[15,-85,30]",4.1667,0.04
5102,"FireOrbsSentinel",[618],"[173,177,5759]","[45,-85,30]",4.1667,0.055
5103,"NecromancerGhostOrb",[618],"[173,177,5759]","[15,-85,30]",7,0.015
5104,"WarHeroCasterGhostOrb",[618],"[173,177]","[3,-85]",5.9444,0.015
5105,"MasterTHGhostOrb",[618],"[173,177]","[6,-85]",5.9444,0.015
5106,"BoulderdashRockOrb",[618],"[173,177,5759]","[5,-50,-30]",2,0.025
5107,"BlightMinerRockOrb",[618],"[173,177,5759]","[5,-50,-30]",3,0.025
5108,"DelveRockOrb",[618],"[173,177,5759]","[5,-50,-30]",2,0.025
5109,"DelveTormentGhostOrb",[618],"[173,177,5759]","[15,-85,30]",6,0.015
5110,"SuperGoatEmerge",[],[],[],1,0
5111,"NavaliGoatEmergeExplosion","[618,110]",[884],[1],1,0
5112,"HydraTurretProjectile",[499],[],[],14.3182,0.041
5113,"AtlasFrostboltVortex","[499,4553,618,4584,6851]","[357,4835]","[3000,1]",2.1818,0.05
5114,"AtlasFrostboltVortexInfluence","[499,4553,618]","[357,4835]","[3000,1]",2.1818,0.05
5115,"AtlasFrostboltVortexInfluenceDaemon","[499,4553,618]","[357,4835]","[7500,1]",2.1818,0.05
5116,"AtlasFrostboltVortexSuper","[499,4553,618]","[357,4835,2121,2122,2123]","[3000,1,4,1500,60]",2.1818,0.05
5117,"TriggerSpawnersMapGeofri",[],"[4827,4828]","[1,10]",1,0
5118,"TriggerSpawnersMagicMapGeofri",[],"[4827,4828]","[2,6]",1,0
5119,"TriggerSpawnersRareMapGeofri",[],"[4827,4828]","[3,3]",1,0
5120,"TriggerSpawnersMapChieftain",[],"[4827,4828]","[4,12]",1,0
5121,"TriggerSpawnersMagicMapChieftain",[],"[4827,4828]","[5,8]",1,0
5122,"TriggerSpawnersUniqueMapChieftain",[],[4827],[6],1,0
5123,"TriggerSpawnersMagicMapBandit",[],[4827],[10],1,0
5124,"TriggerSpawnersMapMaleStatue",[],"[4827,4828,5759]","[12,1,200]",1,0
5125,"TriggerSpawnersMapFemaleStatue",[],"[4827,4828,5759]","[13,1,200]",1,0
5126,"TriggerSpawnersAliraCauldron",[],"[4827,4828,5759]","[25,1,200]",1,0
5127,"PhoenixFlameVortex","[499,2454]","[357,783,175]","[4500,2,-80]",7.0444,0.0261
5128,"PhoenixFlameVortexStandalone1","[499,2454,1778]","[357,783,175,6160]","[4500,2,-80,1]",7.0444,0.0261
5129,"PhoenixFlameVortexStandalone2","[499,2454,1778]","[357,783,175,6160]","[4500,2,-80,2]",7.0444,0.0261
5130,"PhoenixFlameVortexStandalone3","[499,2454,1778]","[357,783,175,6160]","[4500,2,-80,3]",7.0444,0.0261
5131,"PhoenixFlameVortexStandalone4","[499,2454,1778]","[357,783,175,6160]","[4500,2,-80,4]",7.0444,0.0261
5132,"PhoenixFlameVortexStandalone5","[499,2454,1778]","[357,783,175,6160]","[4500,2,-80,5]",7.0444,0.0261
5133,"SolarisChampionFlameVortex","[499,2454]","[357,783,175]","[3000,2,-57]",1.6,0.03
5134,"AfflictionFireDemonMiniFlamenado","[499,2454]","[357,783,175,318]","[3000,3,-60,-50]",2,0.038
5135,"GroundEffectsSlam",[618],"[1922,357,4835,5759]","[-73,4000,1,-15]",3.4182,0.05
5136,"GroundEffectsSlamInfluence",[618],"[1922,357,4835,5759]","[-73,4000,1,-15]",3.4182,0.05
5137,"GroundEffectsSlamDockworkerChampion",[618],"[1922,357,5759]","[-40,4000,-50]",2.7273,0.035
5138,"HydraBarrage","[499,4553]","[173,1102,634]","[9,50,-34]",1,0
5139,"MinotaurArcTrap","[618,1930]",[3193],[10000],0.125,0.01
5140,"GeneralAdusLightningGrid","[618,1930]",[2698],[-75],1.5625,0.03
5141,"IncursionTempleLightningGrid","[618,1930]",[2698],[-75],1.5625,0.03
5142,"TemplarVaultTotemArcGrid","[618,1930]",[3193],[5000],0.125,0.01
5143,"ElderGuardianLightningGrid1","[618,1930]",[2698],[-75],1.95,0.03
5144,"ElderGuardianSpellNova1","[618,196]","[15093,2698]","[100,-75]",4.6875,0.06
5145,"BestiarySpiderExplosion",[618],[],[],1.5,0.03
5146,"BestiarySandLeaperExplosion",[618],[],[],2.8125,0.03
5147,"ElderGuardianStormburst1","[499,1778,2454]","[2529,173,175]","[200,3,-85]",1.875,0.035
5148,"IceWarp",[],"[357,5759]","[10000,100]",1,0
5149,"AtlasRiftwalk",[],[6313],[14],1,0
5150,"HydraTeleportShot",[],[],[],1,0
5151,"HydraTeleportShotStandalone",[],[],[],1,0
5152,"FireBeam",[3674],"[357,5067,5203,144]","[1500,-40,8,-25]",3.5012,0.0477
5153,"DivineFireBeamUnique",[3674],"[357,5067,5203,144]","[1500,-40,8,-25]",3.5012,0.0477
5154,"KaomFireBeamTotem","[856,1786,5317]","[357,5067,144,862,1222]","[1500,-40,-25,5000,1]",1.2,0.055
5155,"KaomFireBeamTotemSpectre","[856,1786,5317,8535]","[4085,5067,144,862,1222,357]","[-12,-40,-25,5000,1,1500]",3.04,0.0474
5156,"MapKaomFireBeamTotem","[856,1786,5317]","[357,5067,144,862,1222]","[1500,-40,-25,10000,1]",1.2,0.055
5157,"DawnFireBeamDivine",[],"[357,5067,144]","[1500,-40,-25]",5.3333,0.0474
5158,"DawnFireBeamDivineMap",[],"[357,5067]","[1500,-70]",3.2,0.0474
