"rownum","BaseItemTypesKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemTypesKey","IsVaalVariant","MinionGlobalSkillLevelStat","IsSupport","bool","bool","bool","bool","bool","AwakenedVariant","RegularVariant","i32","ItemExperienceType","MtxSlotTypes","GemEffects"
688,7119,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[1076,1077,1078]"
689,7116,100,0,0,"","","",1,"","","",1,1,"","",1,11,[0],[1079]
690,7118,100,0,0,"","","","","","","",1,1,"","",1,8,[0],"[1080,1081,1082]"
691,7120,0,100,0,"","","","","","","",1,1,"","",2,8,[0],"[1083,1084,1085]"
692,7121,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[1086,1087,1088]"
693,7122,0,100,0,"","","","","","","",1,1,"","",2,4,[0],"[1089,1090,1091]"
694,7123,0,100,0,"","","","","","","",1,1,"","",2,8,[0],[1092]
695,7124,0,60,40,"","","","","","","",1,1,"","",2,10,[0],[1093]
696,7125,0,60,40,"","","","","","","",1,1,"","",2,10,[0],"[1094,1095,1096]"
697,7126,0,0,100,"","","","","","","",1,1,"","",3,7,[0],[1097]
698,7127,0,0,100,"","","","","","","",1,1,"","",3,10,[0],[1098]
699,7128,100,0,0,"","","","","","","",1,1,"","",1,10,[0],[1099]
700,7129,40,60,0,"","","","","","","",1,1,"","",2,10,[0],[1100]
701,7130,60,0,40,"","","","","","","",1,1,"","",1,10,[0],[1101]
702,7131,0,100,0,"","","","","","","",1,1,"","",2,10,[0],[1102]
703,7132,0,40,60,"","","","","","","",1,1,"","",3,10,[0],[1103]
704,7133,60,0,40,"","","",1,"","","",1,1,"","",1,9,[0],[1104]
705,7134,0,100,0,"","","",1,"","","",1,1,"","",2,11,[0],[1105]
706,7135,100,0,0,"","","",1,"","","",1,1,"","",1,11,[0],[1106]
707,7136,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[1107]
708,7293,0,0,100,"","","","","","","",1,1,"","",3,8,[0],"[1108,1109,1110]"
709,7294,0,0,100,"","","","","","","",1,1,"","",3,5,[0],"[1111,1112,1113]"
710,7295,0,100,0,"","","","","","","",1,1,"","",2,7,[0],[1114]
711,7296,100,0,0,7301,"","","","","","",1,1,"","",1,4,[0],"[1115,1116,1117]"
712,7301,100,0,0,"",1,"","","","","",1,1,"","",1,4,[0],"[1118,1119,1120]"
713,7299,60,0,40,"","","","","","","",1,1,"","",1,10,[0],"[1121,1122,1123]"
714,7300,60,40,0,"",1,"","","","","",1,1,"","",1,0,[0],"[1124,1125,1126]"
715,7302,0,100,0,"",1,"","","","","",1,1,"","",2,0,[0],"[1127,1128,1129]"
716,7298,100,0,0,"",1,"","","","","",1,1,"","",1,0,[0],"[1130,1131,1132]"
717,7137,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[1133]
718,7138,0,0,100,"","","",1,"","","",1,1,"","",3,11,[0],[1134]
719,7303,0,60,40,"",1,"","","","","",1,1,"","",2,4,[0],"[1135,1136,1137]"
720,7304,60,0,40,"",1,"","","","","",1,1,"","",1,0,[0],"[1138,1139,1140]"
721,7305,0,60,40,"",1,"","","","","",1,1,"","",2,8,[0],"[1141,1142,1143]"
722,7306,60,0,40,"",1,"","","","","",1,1,"","",1,8,[0],"[1144,1145,1146]"
723,7307,0,60,40,"",1,"","","","","",1,1,"","",2,1,[0],"[1147,1148,1149]"
724,7308,0,100,0,"",1,"","","","","",1,1,"","",2,4,[0],"[1150,1151,1152]"
725,7309,60,0,40,"",1,"","","","","",1,1,"","",1,4,[0],"[1153,1154,1155]"
726,7310,60,0,40,"",1,"","","","","",1,1,"","",1,8,[0],"[1156,1157,1158]"
727,7311,0,100,0,"",1,"","","","","",1,1,"","",2,0,[0],"[1159,1160,1161]"
728,7312,0,0,100,"",1,"","","","","",1,1,"","",3,8,[0],"[1162,1163,1164]"
729,7313,100,0,0,"",1,"","","","","",1,1,"","",1,1,[1],[1165]
730,7314,0,100,0,"",1,"","","","","",1,1,"","",2,0,[0],"[1166,1167,1168]"
731,7315,0,60,40,"","","",1,"","","",1,1,"","",2,2,[0],[1169]
732,7316,0,40,60,"","","",1,"","","",1,1,"","",3,0,[0],[1170]
733,7317,0,100,0,"","","","","","","",1,1,"","",2,10,[0],[1171]
734,11241,0,0,0,"","","","","","","",1,1,"","",4,12,[0],[1172]
735,7318,100,0,0,"","","",1,"","","",1,1,"","",1,11,[0],[1173]
736,7319,40,0,60,"","","",1,"","","",1,1,"","",3,11,[0],[1174]
737,7320,0,40,60,"","","",1,"","","",1,1,"","",3,2,[0],[1175]
738,7321,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[1176]
739,7322,60,0,40,"","","",1,"","","",1,1,"","",1,2,[0],[1177]
740,7323,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[1178]
741,7324,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[1179]
742,7325,60,0,40,"","","",1,"","","",1,1,"","",1,9,[0],[1180]
743,7326,0,0,100,"","","",1,"","","",1,1,"","",3,9,[0],[1181]
744,7327,0,0,100,"","","",1,"","","",1,1,"","",3,11,[0],[1182]
745,7328,0,60,40,"","","",1,"","","",1,1,"","",2,2,[0],[1183]
746,7329,40,60,0,"","","",1,"","","",1,1,"","",2,6,[0],[1184]
747,7330,100,0,0,"","","",1,"","","",1,1,"","",1,9,[0],[1185]
748,7331,100,0,0,"","","",1,"","","",1,1,"","",1,6,[0],[1186]
749,7332,0,40,60,"","","","","","","",1,1,"","",3,7,[0],[1187]
750,7333,100,0,0,"","","","","","","",1,1,"","",1,7,[0],[1188]
751,7334,0,0,100,"","","",1,"","","",1,1,"","",3,6,[0],[1189]
752,7335,100,0,0,"","","",1,"","","",1,1,"","",1,11,[0],[1190]
753,7336,60,40,0,"","","",1,"","","",1,1,"","",1,9,[0],[1191]
754,7337,40,60,0,"","","",1,"","","",1,1,"","",2,11,[0],[1192]
755,7338,0,0,0,"","","","","","","",1,1,"","",4,26,[0],[1193]
756,7339,0,0,0,"","","","","","","",1,1,"","",4,26,[0],[1194]
757,7340,0,0,0,"","","","","","","",1,1,"","",4,26,[0],[1195]
