"rownum","Id","MonsterType","MovementSpeed","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","Mods","i32","string","string","ModelSizeMultiplier","i32","i32","rid","i32","i32","Tags","ExperienceMultiplier","[i32]","MinAgroRange","MaxAgroRange","SpotlightColour1","SpotlightColour2","SpotlightColour3","GrantedEffects","AISFile","Mods2","Stance","rid","Name","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentity","Weapon2_ItemVisualIdentity","Back_ItemVisualIdentity","MainHand_ItemClass","OffHand_ItemClass","Helmet_ItemVisualIdentity","i32","KillSpecificMonsterCount_AchievementItems","Special_Mods","KillRare_AchievementItems","bool","i32","i32","i32","i32","i32","i32","HASH16","bool","string","KillWhileOnslaughtIsActive_AchievementItem","MonsterSegment","MonsterArmour","KillWhileTalismanIsActive_AchievementItem","Part1_Mods","Part2_Mods","Endgame_Mods","rid","i32","i32","[rid]","MultiPartAchievements","i32","SinkAnimation_AOFile","bool","[rid]","bool","bool","bool","i32","i32","f32","AilmentThreshold","SinkEffect","i32","MonsterConditionalEffectPack","bool","bool","i32","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","BossHealthBar","rid","i32","bool","i32","i32","i32","i32","bool","i32","rid","i32","i32","i32","bool","i32","i32","i32","rid","i32","i32","i32","rid","bool","i32","bool"
820,"Metadata/Monsters/SummonedPhantasm/DesertPhantasmSanctumTrialTime",51,40,2,3,6,"[""Metadata/Monsters/SummonedPhantasm/DesertPhantasmSanctumTime.act""]","[""Metadata/Monsters/SummonedPhantasm/KethPhantasmMinion.ao""]","Metadata/Monsters/SummonedPhantasm/DesertPhantasm",[],1,"","",130,1,6,5,1,0,"[723,34,755,53,119,30,29,714,32,1015,1025,73]",110,[],100,100,700,500,0,"[580,4945,1780]","Metadata/Monsters/SummonedPhantasm/DesertPhantasm.ais",[],"",35,"Sand Spirit",110,132,1755,[],[],"","","","",0,[],[],[],"",1,4,22,0,0,22,55144,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,11,"",1,3,1,0,0,0,0,0,0,1,0,474204,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,474212,0,"",3,116,1028443341,0,1,0,""
821,"Metadata/Monsters/InfernalFamiliar/InfernalHound",324,50,2,4,9,"[""Metadata/Monsters/HyenaMonster/HyenaMonster.act""]","[""Metadata/Monsters/HyenaMonster/HyenaMonster.ao""]","Metadata/Monsters/HyenaMonster/HyenaMonster",[],1,"","",100,2,6,4,1,0,"[72,1024,309,49,713,31,29,714,756]",100,[],90,120,700,500,0,"[580,4869,4870,4890]","Metadata/Monsters/HyenaMonster/HyenaMonster.ais","[5081,5256,5256]","stance2",31,"Infernal Hound",100,100,1500,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,10142,"","","","","","",[],[],[],"",300,0,[],[],10,"","",[],"",1,"",-10,10,0,80,0,120,"","",1,3,1,0,0,0,0,0,0,0,0,474616,0,0,0,"","",1,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,474616,0,"",4,100,1028443341,0,1,0,""
822,"Metadata/Monsters/Wisp/TitanGrottoWisp_",376,32,2,6,14,"[""Metadata/Monsters/Wisp/TitanGrottoWisp.act""]","[""Metadata/Monsters/Wisp/TitanGrottoWisp.ao""]","Metadata/Monsters/Wisp/TitanGrottoWisp",[],1,"","",100,1,6,4,10,0,"[723,724,34,1024,716,53,754,120,30,29,174]",70,[],135,135,700,500,0,"[4946,939]","Metadata/Monsters/Wisp/TitanGrottoWisp.ais",[],"",23,"Vril Apparition",70,70,1500,[],[],"","","","",0,[],[],[],"",1,4,22,0,0,22,8065,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,80,0,40,"","",1,3,1,0,0,0,0,0,0,0,0,475298,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,475298,0,"",3,70,1028443341,0,1,0,""
823,"Metadata/Monsters/Wisp/TitanGrottoWispSanctumTrial",377,32,2,6,14,"[""Metadata/Monsters/Wisp/TitanGrottoWisp.act""]","[""Metadata/Monsters/Wisp/TitanGrottoWispSanctumTrial.ao""]","Metadata/Monsters/Wisp/TitanGrottoWispSanctumTrial",[],1,"","",100,1,6,4,10,0,"[723,724,34,1024,716,53,754,120,30,29,1015,174]",70,[],135,135,700,500,0,"[938,1386]","Metadata/Monsters/Wisp/TitanGrottoWisp.ais",[],"",23,"Vril Apparition",70,70,1500,[],[],"","","","",0,[],[],[],"",1,4,22,0,0,22,28024,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,80,0,40,"","",1,3,1,0,0,0,0,0,0,0,0,475752,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,475752,0,"",3,70,1028443341,0,1,0,""
824,"Metadata/Monsters/Wisp/TitanBossWisp",376,32,2,6,14,"[""Metadata/Monsters/Wisp/TitanGrottoWisp.act""]","[""Metadata/Monsters/Wisp/TitanGrottoWisp.ao""]","Metadata/Monsters/Wisp/TitanBossWispMinion",[5626],1,"","",100,1,6,4,10,0,"[723,724,34,1024,716,53,754,120,30,29,174]",70,[],135,135,700,500,0,[939],"Metadata/Monsters/Wisp/TitanBossWispMinion.ais",[],"",23,"Vril Apparition",70,70,1500,[],[],"","","","",0,[],[],[],"",1,4,22,0,0,22,55872,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,80,0,40,"","",1,3,1,0,0,0,0,0,0,0,0,476236,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,476236,0,"",3,70,1028443341,0,1,0,""
825,"Metadata/Monsters/GiantSnakeSkeletonBoss/GiantSkeletonSnakeBoss_",378,1,22,6,90,"[""Metadata/Monsters/GreatSnakeSkeletonBoss/SkeletonSnakeBoss.act""]","[""Metadata/Monsters/GreatSnakeSkeletonBoss/GreatSnakeSkeletonBoss.ao""]","Metadata/Monsters/GreatSnakeSkeletonBoss/SkeletonSnakeBoss",[12404],1,"","",100,3,6,2,8,0,"[1022,122,30,31,51,73,752]",250,[],105,250,700,500,0,"[618,616,617,615,3297,3300,3301,3302,3287,2409,2410,2411,2412,4090,1277,2486,3288,3289,3290,3291,3292,3293,3294,3295,2503,1099,1607,2515,1609,4115,3308,1608,1100,2521,3314,2522,2523,2526,4117,1612,3330,3331,3332]","Metadata/Monsters/GreatSnakeSkeletonBoss/SkeletonSnakeBoss.ais","[5081,5081]","stance2",4,"Tor Gul, the Defiler",375,300,2250,[],[],"","","","",0,[9450],[3779],[],"",1,6,135,0,0,135,19428,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,0,0,477820,0,0,0,1,"",7,"",0,0,0,0,"",0,4614,1065353216,1065353216,0,"",0,477820,0,"",0,375,1028443341,0,1,0,""
826,"Metadata/Monsters/GiantSnakeSkeletonBoss/GiantSkeletonSnakeBossMap",379,1,22,6,90,"[""Metadata/Monsters/GreatSnakeSkeletonBoss/SkeletonSnakeBoss.act""]","[""Metadata/Monsters/GreatSnakeSkeletonBoss/GreatSnakeSkeletonBoss.ao""]","Metadata/Monsters/GreatSnakeSkeletonBoss/SkeletonSnakeBossMap",[12404],1,"","",100,3,6,2,8,0,"[1022,122,30,31,51,73,752]",250,[],105,250,700,500,0,"[618,616,617,615,3297,3300,3301,3302,3287,2409,2410,2411,2412,4090,1277,2486,3288,3289,3290,3291,3292,3293,3294,3295,2503,1099,1607,2515,1609,4115,3308,1608,1100,2521,3314,2522,2523,2526,4117,1612,3330,3331,3332]","Metadata/Monsters/GreatSnakeSkeletonBoss/SkeletonSnakeBoss.ais","[5081,5081]","stance2",4,"Zar Wali, the Bone Tyrant",375,300,2250,[],[],"","","","",0,[],"[3779,3579]",[],"",1,6,135,0,0,135,8305,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,1,0,0,0,80,0,0,"",1,1,3,1,0,0,0,0,0,0,1,0,479032,0,0,0,1,"",7,"",0,0,0,0,"",0,"",1065353216,1065353216,0,"",0,479040,0,"",0,375,1028443341,0,1,0,""
827,"Metadata/Monsters/VultureZombie/VultureDemon",380,44,4,5,14,"[""Metadata/Monsters/VultureZombie/VultureZombie.act""]","[""Metadata/Monsters/VultureZombie/VultureZombie.ao""]","Metadata/Monsters/VultureZombie/VultureZombie",[],1,"","",230,2,6,14,1,0,"[724,72,1034,755,140,713,30,31,714,118]",230,[],105,105,700,500,0,"[580,5118,2299]","Metadata/Monsters/VultureZombie/VultureZombie.ais",[],"",0,"Vile Vulture",173,230,1860,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,61907,"","","","","","",[],[],[],"",425,0,[],[],10,"","",[],"",1,"",-8,8,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,479782,0,-5,5,"","",7,1,0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,479782,0,283,7,165,1028443341,0,1,0,""
828,"Metadata/Monsters/VultureZombie/VultureDemonWall",380,44,4,5,14,"[""Metadata/Monsters/VultureZombie/VultureZombie.act""]","[""Metadata/Monsters/VultureZombie/VultureZombie.ao""]","Metadata/Monsters/VultureZombie/VultureZombieEmerge",[],1,"","",230,2,6,14,1,0,"[724,72,1034,755,140,713,30,31,714,118]",230,[],105,105,700,500,0,"[580,5118,2299]","Metadata/Monsters/VultureZombie/VultureZombie.ais",[],"stance2",0,"Vile Vulture",173,230,1860,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,34551,"","","","","","",[],[],[],"",425,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,480212,0,-5,5,"","",7,1,0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,480212,0,283,7,165,1028443341,0,1,0,""
829,"Metadata/Monsters/Kinarha/Kinarha",381,41,2,4,7,"[""Metadata/Monsters/Kinarha/Kinarha.act""]","[""Metadata/Monsters/Kinarha/Kinarha.ao""]","Metadata/Monsters/Kinarha/Kinarha",[],1,"","",100,2,6,2,10,0,"[1022,74,755,713,120,30,31,714,32]",120,[],105,105,700,500,0,"[5110,580,5116,1256]","Metadata/Monsters/Kinarha/Kinarha.ais",[],"stance2",22,"Kinarha",120,120,1005,[15151],[],"",6,"","",0,[],[],[],"",1,6,135,0,0,135,48800,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,480772,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,480772,0,"",3,110,1032805417,"",1,0,""
830,"Metadata/Monsters/Kinarha/KinarhaSpectre",381,41,2,4,7,"[""Metadata/Monsters/Kinarha/Kinarha.act""]","[""Metadata/Monsters/Kinarha/Kinarha.ao""]","Metadata/Monsters/Kinarha/Kinarha",[],1,"","",100,2,6,2,10,0,"[1022,74,755,713,120,30,31,714,32]",120,[],105,105,700,500,0,"[5110,580,5116,1256]","Metadata/Monsters/Kinarha/Kinarha.ais",[],"stance1",22,"Kinarha",120,120,1005,[15151],[],"",6,"","",0,[],[],[],"",1,6,135,0,0,135,37707,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,481114,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,481114,0,"",3,110,1032805417,"",1,0,""
831,"Metadata/Monsters/Zombies/Maraketh/MarakethZombie",2,7,3,4,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Maraketh/MarakethZombie1.ao"",""Metadata/Monsters/Zombies/Maraketh/MarakethZombie2.ao"",""Metadata/Monsters/Zombies/Maraketh/MarakethZombie3.ao""]","Metadata/Monsters/Zombies/Maraketh/MarakethZombie","[5293,3908]",1,"","",100,2,6,5,1,0,"[713,1088,714,1025,73,752,52]",100,[],105,105,700,500,0,"[580,5109]","Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5081,5211,5081,5211]","",11,"Maraketh Undead",120,100,2505,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,51915,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,481852,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,481852,0,281,0,100,1028443341,0,1,0,""
832,"Metadata/Monsters/Zombies/Maraketh/MarakethZombieCorpse",2,7,3,4,6,"[""Metadata/Monsters/Zombies/Lumberjack/Lumberjack.act""]","[""Metadata/Monsters/Zombies/Maraketh/MarakethZombie1.ao"",""Metadata/Monsters/Zombies/Maraketh/MarakethZombie2.ao"",""Metadata/Monsters/Zombies/Maraketh/MarakethZombie3.ao""]","Metadata/Monsters/Zombies/Maraketh/MarakethZombie","[5293,3908,5626]",1,"","",100,2,6,5,1,0,"[713,1088,714,1025,73,752,52]",100,[],105,105,700,500,0,[580],"Metadata/Monsters/Zombies/Lumberjack/Lumberjack.ais","[5081,5211,5081,5211]","",11,"Maraketh Undead",120,100,2505,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,39806,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,482238,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,482238,0,281,0,100,1028443341,0,1,0,""
833,"Metadata/Monsters/PlagueMorphs/PlagueMorph1",382,11,2,5,20,"[""Metadata/Monsters/PlagueMorphs/PlagueMorph_01.act""]","[""Metadata/Monsters/PlagueMorphs/PlagueMorph_01.ao""]","Metadata/Monsters/PlagueMorphs/PlagueMorph",[],1,"","",100,2,6,0,1,0,"[1020,71,48,713,1088,714,752]",100,[],105,105,700,500,0,[580],"Metadata/Monsters/PlagueMorphs/PlagueMorph.ais",[],"",9,"Corrupted Corpse",120,100,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,31849,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,482894,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,482894,0,283,4,100,1028443341,0,1,0,""
834,"Metadata/Monsters/PlagueMorphs/PlagueMorph2_",382,11,2,5,13,"[""Metadata/Monsters/PlagueMorphs/PlagueMorph_02.act""]","[""Metadata/Monsters/PlagueMorphs/PlagueMorph_02.ao""]","Metadata/Monsters/PlagueMorphs/PlagueMorph",[],1,"","",100,2,6,0,1,0,"[1020,71,48,713,1088,714,752]",100,[],105,105,700,500,0,[580],"Metadata/Monsters/PlagueMorphs/PlagueMorph.ais",[],"",9,"Corrupted Corpse",120,100,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,64954,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,483332,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,483332,0,283,4,100,1028443341,0,1,0,""
835,"Metadata/Monsters/PlagueMorphs/PlagueMorph3",382,11,2,5,20,"[""Metadata/Monsters/PlagueMorphs/PlagueMorph_03.act""]","[""Metadata/Monsters/PlagueMorphs/PlagueMorph_03.ao""]","Metadata/Monsters/PlagueMorphs/PlagueMorph",[],1,"","",100,2,6,0,1,0,"[1020,71,48,713,1088,714,752]",100,[],105,105,700,500,0,[580],"Metadata/Monsters/PlagueMorphs/PlagueMorph.ais",[],"",9,"Corrupted Corpse",120,100,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,8524,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,483768,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,483768,0,283,4,100,1028443341,0,1,0,""
836,"Metadata/Monsters/PlagueMorphs/PlagueMorph4",382,11,2,5,13,"[""Metadata/Monsters/PlagueMorphs/PlagueMorph_04.act""]","[""Metadata/Monsters/PlagueMorphs/PlagueMorph_04.ao""]","Metadata/Monsters/PlagueMorphs/PlagueMorph",[],1,"","",100,2,6,0,1,0,"[1020,71,48,713,1088,714,752]",100,[],105,105,700,500,0,[580],"Metadata/Monsters/PlagueMorphs/PlagueMorph.ais",[],"",9,"Corrupted Corpse",120,100,2250,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,48949,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,484204,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,484204,0,283,4,100,1028443341,0,1,0,""
837,"Metadata/Monsters/PlagueSwarm/PlagueSwarm",383,50,1,6,6,"[""Metadata/Monsters/PlagueSwarm/PlagueSwarm.act""]","[""Metadata/Monsters/PlagueSwarm/PlagueSwarmV1.ao"",""Metadata/Monsters/PlagueSwarm/PlagueSwarmV2.ao"",""Metadata/Monsters/PlagueSwarm/PlagueSwarmV0.ao""]","Metadata/Monsters/PlagueSwarm/PlagueSwarm",[],1,"","",115,1,6,5,1,0,"[72,75,713,31,29,714,1025,756]",50,[],80,150,700,500,0,[580],"Metadata/Monsters/PlagueSwarm/PlagueSwarm.ais",[],"",5,"Plague Swarm",50,50,1005,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,46822,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,15,0,80,0,0,"","",1,0,1,0,0,0,0,0,0,0,0,484970,0,-10,10,"","",7,"",0,2,-5,5,"",0,"",1065353216,1065353216,0,"",0,484970,0,"",2,50,1028443341,0,1,0,""
838,"Metadata/Monsters/PlagueNymph/PlagueNymph_",384,25,2,4,11,"[""Metadata/Monsters/PlagueNymph/PlagueNymph.act""]","[""Metadata/Monsters/PlagueNymph/PlagueNymph.ao""]","Metadata/Monsters/PlagueNymph/PlagueNymph",[],1,"","",100,2,6,2,1,0,"[1022,723,724,72,34,75,713,31,29,714,32,118,753]",125,[],105,105,700,500,0,[580],"Metadata/Monsters/PlagueNymph/PlagueNymph.ais","[5081,5232]","",0,"Plague Nymph",125,125,1005,[],[],"","","","",0,[],[8780],[],"",1,6,135,0,0,135,1528,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,485740,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,485740,0,"",4,113,1028443341,0,1,0,""
839,"Metadata/Monsters/PlagueNymph/PlagueNymphFoundry",384,25,2,4,11,"[""Metadata/Monsters/PlagueNymph/PlagueNymph.act""]","[""Metadata/Monsters/PlagueNymph/PlagueNymphFoundry.ao""]","Metadata/Monsters/PlagueNymph/PlagueNymph",[],1,"","",100,2,6,2,1,0,"[1022,723,724,72,75,713,31,29,714,32,118,753]",125,[],105,105,700,500,0,"[580,2487,1305]","Metadata/Monsters/PlagueNymph/PlagueNymph.ais","[5081,5232]","",0,"Plague Nymph",125,125,1005,[],[],"","","","",0,[],[8780],[],"",1,6,135,0,0,135,10004,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,486250,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,486250,0,"",4,113,1028443341,0,1,0,""
840,"Metadata/Monsters/PlagueBringer/PlagueBringer",385,56,3,6,11,"[""Metadata/Monsters/PlagueBringer/PlagueBringer.act""]","[""Metadata/Monsters/PlagueBringer/PlagueBringer.ao""]","Metadata/Monsters/PlagueBringer/PlagueBringer",[12414],1,"","",100,2,6,4,1,0,"[72,1024,75,713,714,756]",200,[],105,105,700,500,0,"[644,584,4376]","Metadata/Monsters/PlagueBringer/PlagueBringer.ais",[],"",47,"Plague Harvester",200,200,1755,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,25372,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,486860,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,486860,0,285,5,150,1028443341,0,1,0,""
841,"Metadata/Monsters/PlagueBringer/PlagueBringerEmerge",385,56,3,6,11,"[""Metadata/Monsters/PlagueBringer/PlagueBringer.act""]","[""Metadata/Monsters/PlagueBringer/PlagueBringer.ao""]","Metadata/Monsters/PlagueBringer/PlagueBringer",[12414],1,"","",100,2,6,4,1,0,"[72,175,1024,75,713,714,756]",200,[],105,105,700,500,0,"[644,584,4376]","Metadata/Monsters/PlagueBringer/PlagueBringer.ais",[],"stance2",47,"Plague Harvester",200,200,1755,[],[],"","","","",0,[],[],[],"",1,6,135,0,0,135,17872,"","","","","","",[],[],[],"",200,0,[],[],0,"","",[],"",1,"",0,0,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,487158,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,487158,0,285,5,150,1028443341,0,1,0,""
842,"Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderSoldier",386,34,3,5,13,"[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderSoldiers.act""]","[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderZealotsSoldiers_physics.ao""]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderSoldiers",[],1,"","",100,2,6,0,10,0,"[1020,71,48,754,31,118]",110,[],105,105,700,500,0,"[580,5113,5114,1679]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderSoldiers.ais","[5081,5181,5264]","",0,"Twilight Order Soldier",110,110,1755,[15153],[],"",9,"","",0,[],[],[],"",1,6,135,0,0,135,8914,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,488238,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,488238,0,"",0,105,1028443341,0,1,0,""
843,"Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderSoldierSIEGE",386,34,3,5,13,"[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderSoldiers.act""]","[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderZealotsSoldiers_physics.ao""]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderSoldiers",[],1,"","",100,2,6,0,10,0,"[1020,71,48,754,31,118]",110,[],105,105,700,500,0,"[580,5113,5114,1679]","Metadata/Monsters/WarzoneMonsters/TwilightOrderSoldiers.ais","[5081,5181,5264]","",0,"Twilight Order Soldier",110,110,1755,[15153],[],"",9,"","",0,[],[],[],"",1,6,135,0,0,135,58932,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,488734,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,488734,0,"",0,105,1028443341,0,1,0,""
844,"Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderOfficer_",387,39,3,5,15,"[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderOfficer.act""]","[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderOfficer_physics.ao""]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderOfficer",[],1,"","",100,2,6,0,10,0,"[1020,755,71,48,31,118]",120,[],105,105,700,500,0,"[580,2123,3766,3767]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderOfficer.ais",[],"",0,"Twilight Order Officer",120,120,1755,[15154],[],"",15,"","",0,[],[],[],1,1,6,135,0,0,135,34525,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,489746,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,489746,0,"",0,110,1028443341,0,1,0,""
845,"Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderOfficerSIEGE",387,39,3,5,15,"[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderOfficer.act""]","[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderOfficer_physics.ao""]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderOfficer",[],1,"","",100,2,6,0,10,0,"[1020,755,71,48,31,118]",120,[],105,105,700,500,0,"[580,2123,3766,3767]","Metadata/Monsters/WarzoneMonsters/TwilightOrderOfficer.ais",[],"",0,"Twilight Order Officer",120,120,1755,[15154],[],"",15,"","",0,[],[],[],1,1,6,135,0,0,135,53862,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,490192,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,490192,0,"",0,110,1028443341,0,1,0,""
846,"Metadata/Monsters/TwilightOrderSoldiers/TwilightOrderAssassin",388,41,3,4,9,"[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderAssassin.act""]","[""Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderAssassin_physics.ao""]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderAssassin",[],1,"","",100,2,6,1,2,0,"[1021,755,71,48,31,118]",105,[],105,105,700,500,0,"[580,5105,5106,5107,5108,5111,5112,2124,2125]","Metadata/Monsters/TwilightOrder/TwilightOrderSoldiers/TwilightOrderAssassin.ais",[],"",0,"Twilight Order Assassin",105,105,2250,[15152],[],"",7,"","",0,[],[],[],"",1,6,135,0,0,135,20755,"","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,80,0,0,"","",1,3,1,0,0,0,0,0,0,0,0,491294,0,-5,5,"","",7,"",0,0,-5,5,"",0,"",1065353216,1065353216,0,"",0,491294,0,"",0,103,1028443341,0,1,0,""
