"rownum","Id","DDSFile","AOFile","InventorySoundEffect","HASH16","AOFile2","MarauderSMFiles","RangerSMFiles","WitchSMFiles","DuelistDexSMFiles","TemplarSMFiles","ShadowSMFiles","ScionSMFiles","MarauderShape","RangerShape","WitchShape","DuelistShape","TemplarShape","ShadowShape","ScionShape","rid","i32","Pickup_AchievementItemsKeys","SMFiles","Identify_AchievementItemsKeys","EPKFile","Corrupt_AchievementItemsKeys","IsAlternateArt","bool","CreateCorruptedJewelAchievementItemsKey","AnimationLocation","string","string","string","string","string","string","string","string","string","string","string","string","IsAtlasOfWorldsMapIcon","IsTier16Icon","[i32]","bool","[rid]","[string]","[string]","[string]","[string]","[string]","[string]","[string]","string","string","string","string","string","string","string","string","string","Composition","rid","rid","rid","rid","[string]","[string]","[string]","[string]","[string]","[string]","rid","string","string","string","string","string","string","string"
11349,"TheEyeOfTheDragon","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,17710,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11350,"TheBlazingFire","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-10653,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11351,"LeftToFate","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,21757,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11352,"Rebirth","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-19678,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11353,"TheInsatiable","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-15369,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11354,"TheObscured","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,27914,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11355,"TheIronBard","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-24538,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11356,"ForbiddenPower","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-24702,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11357,"TheBreach","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-20254,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11358,"TheDreamer","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,9974,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11359,"TheWorldEater","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,17667,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11360,"TheDeceiver","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-23779,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11361,"BlessingofGod","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,27854,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11362,"ThePuzzle","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-23828,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11363,"TheWitch","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-13001,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11364,"ImmortalResolve","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-18386,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11365,"TheJewellersBoon","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-5491,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11366,"TheDarkestDream_","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-23021,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11367,"TheMaster","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9454,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11368,"TheFathomlessDepths","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,12425,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11369,"TheUndaunted","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-2675,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11370,"TheAdmirer","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,12444,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11371,"TheSwordKingsSalute","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,25659,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11372,"TheArmyOfBlood_","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-6329,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11373,"TheCelestialStone","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-6730,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11374,"Perfection","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-30563,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11375,"TheDreamland","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9628,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11376,"HarmonyOfSouls","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,20051,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11377,"TheSamuraisEye","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-23906,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11378,"TheHaleHeart","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-4845,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11379,"TheMayor","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-31470,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11380,"TheUndisputed","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,18621,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11381,"TheRiteOfElements","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-6722,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11382,"ThreeVoices","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,5334,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11383,"TheProfessor","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-18073,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11384,"TheBeast","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-20830,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11385,"TheInnocent","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,20889,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11386,"TheWiltedRose","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,29429,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11387,"TheEndlessDarkness","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,23376,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11388,"BeautyThroughDeath","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-29980,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11389,"ThePriceOfProtection","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-24855,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11390,"BoonOfTheFirstOnes","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9084,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11391,"TheTwilightMoon","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-12150,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11392,"TheCacophony_","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,31487,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11393,"DivinationCardTheSacrifice","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,2930,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11394,"DivinationCardADabOfInk","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-25118,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11395,"DivinationCardTheNurse","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9391,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11396,"DivinationCardTheMasterArtisan","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-30547,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11397,"DivinationCardTheLifeThief","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-365,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11398,"DivinationCardTheSeeker","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-7584,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11399,"DivinationCardTheMessenger","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,13354,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11400,"DivinationCardTheMadKing","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9074,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11401,"DivinationCardBoonOfJustice","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-18216,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11402,"DivinationCardTheJourney","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,32348,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11403,"DivinationCardArroganceOfTheVaal","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,18361,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11404,"DivinationCardTheLanding","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,20264,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11405,"DivinationCardTheMountain","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,15369,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11406,"DivinationCardSevenYearsBadLuck","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,18308,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11407,"DivinationCardTheGoldenEra","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,21112,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11408,"DivinationCardMonochrome","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9847,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11409,"DivinationCardDarkTemptation","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-28183,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11410,"DivinationCardAloneInTheDarkness","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-6709,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11411,"DivinationCardSambodhisVow","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,22028,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11412,"DivinationCardTheLordOfCelebration","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-19621,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11413,"DivinationCardVanity","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-5711,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11414,"DivinationCardImperialLegacy","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-11714,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11415,"DivinationCardBurningBlood","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9956,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11416,"DivinationCardThePrimordial","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-30801,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11417,"DivinationCardEchoesOfLove","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,22314,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11418,"DivinationCardThirstForKnowledge","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,19743,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11419,"DivinationCardAlluringBounty","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-4728,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11420,"DivinationCardTheFool","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-9305,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
11421,"DivinationCardPrideOfTheFirstOnes","Art/2DItems/Divination/InventoryIcon.dds","Metadata/Items/DivinationCards/DivinationCard.ao",85,-16994,"",[],[],[],[],[],[],[],"","","","","","","","",17,[],[],[],"",[],"","","","","","","","","","","","","","","","","","",[],"",[],[],[],[],[],[],[],[],"","","","","","","","","",2,"","","","",[],[],[],[],[],[],"","","","","","","",""
