"rownum","BaseItemTypesKey","StrengthRequirementPercent","DexterityRequirementPercent","IntelligenceRequirementPercent","VaalVariant_BaseItemTypesKey","IsVaalVariant","MinionGlobalSkillLevelStat","GemType","bool","bool","rid","i32","i32","ItemExperienceType","CraftingTypes","[rid]","bool","GemEffects","bool","TutorialVideo","UI_Image","i32","CraftingLevel","bool","i32","bool","string"
337,2950,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[339],"","","",0,3,"",0,"","Intelligence"
338,2962,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[340],"","","",0,3,"",0,"","Ignite, Intelligence"
339,2952,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[341],"","","",0,1,1,0,"","Intelligence"
340,2956,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[342],"","","",0,2,"",0,"","Intelligence"
341,3012,0,100,0,"","","",0,1,1,"",2,1,0,[],[0],"",[343],"","","",0,0,"",0,"",""
342,3013,0,100,0,"","","",0,1,1,"",2,1,17,[],[0],"",[344],"","","",0,0,"",0,"",""
343,3014,0,100,0,"","","",0,1,1,"",2,15,0,[],[0],"",[345],"","","",0,0,"",0,"",""
344,3015,0,100,0,"","","",0,1,1,"",2,23,0,[],[0],"",[346],"","","",0,0,"",0,"",""
345,3016,0,100,0,"","","",0,1,1,"",2,23,0,[],[0],"",[347],"","","",0,0,"",0,"",""
346,3017,0,100,0,"","","",0,1,1,"",2,42,0,[],[0],"",[348],"","","",0,0,"",0,"",""
347,3018,0,100,0,"","","",0,1,1,"",2,11,0,[2],[0],"",[349],"","","",0,4,"",2,"",""
348,2909,0,100,0,"","","",1,1,1,"",2,1,17,[],[0],"",[350],"","","",0,0,"",0,"","Dexterity"
349,2911,0,100,0,"","","",1,1,1,"",2,1,17,[],[0],"",[351],"","","",0,0,"",0,"","Dexterity"
350,2963,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[352],"","","",0,2,"",0,"","Intelligence"
351,2912,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[353],"","","",0,1,"",0,"","Dexterity"
352,2845,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[354],"","","",0,1,"",0,"","Strength"
353,2899,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[355],"","","",0,3,"",0,"","Dexterity"
354,2902,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[356],"","","",0,1,"",0,"","Dexterity"
355,2949,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[357],"","","",0,1,"",0,"","Intelligence"
356,3019,0,0,100,"","","",0,1,1,"",3,23,0,[1],[0],"",[358],"","Art/Videos/SkillTutorials/ProfaneRitual.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageProfaneRitual.dds",0,7,"",2,"",""
357,3020,0,0,100,"","","",0,1,1,"",3,53,0,[1],[0],"",[359],"","Art/Videos/SkillTutorials/SoulOffering.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImagePowerOffering.dds",1,13,"",2,"",""
358,3021,0,0,100,"","","",0,1,1,"",3,32,0,[1],[0],"",[360],"","Art/Videos/SkillTutorials/DarkEffigy.bk2","Art/Textures/Interface/2D/2DArt/UIImages/InGame/SmartHover/GemHoverImage/GemHoverImageDarkEffigy.dds",2,9,"",2,"",""
359,2914,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[361],"","","",0,3,"",0,"","Dexterity"
360,2915,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[362],"","","",0,3,"",0,"","Dexterity"
361,3022,25,0,75,"","",9633,0,1,1,"",3,1,0,[],[0],"",[363],"","","",0,0,"",2,"",""
362,2968,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[364],"","","",0,1,"",0,"","Intelligence"
363,2866,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[365],"","","",0,1,"",0,"","Strength"
364,2972,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[366],"","","",0,1,"",0,"","Intelligence"
365,2973,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[367],"","","",0,2,"",0,"","Intelligence"
366,2976,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[368],"","","",0,1,"",0,"","Intelligence"
367,2977,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[369],"","","",0,2,"",0,"","Intelligence"
368,2978,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[370],"","","",0,2,"",0,"","Intelligence"
369,2979,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[371],"","","",0,1,"",0,"","Intelligence"
370,2980,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[372],"","","",0,1,"",0,"","Intelligence"
371,2918,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[373],"","","",0,1,"",0,"","Dexterity"
372,2919,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[374],"","","",0,3,"",0,"","Dexterity"
373,3024,0,0,100,"","","",0,1,1,"",3,11,0,[1],[0],"",[375],"","","",0,4,"",2,"",""
374,2922,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[376],"","","",0,1,"",0,"","Dexterity"
375,3025,0,0,100,"","","",2,1,1,"",3,27,0,[1],[0],"",[377],"","","",0,8,"",2,"",""
376,2924,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[378],"","","",0,1,"",0,"","Dexterity"
377,2923,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[379],"","","",0,1,"",0,"","Dexterity"
378,2872,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[380],"","","",0,1,"",0,"","Strength"
379,2925,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[381],"","","",0,1,"",0,"","Dexterity"
380,3026,100,0,0,"","","",0,1,1,"",1,11,0,[6],[0],"",[382],"","","",0,4,"",2,"",""
381,3027,100,0,0,"","","",0,1,1,"",1,32,0,[],[0],"",[383],"","","",0,0,"",2,"",""
382,3028,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[384],"","","",0,0,"",2,"",""
383,3029,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[385],"","","",0,0,"",2,"",""
384,3030,0,0,100,"","","",0,1,1,"",3,59,0,[7],[0],"",[386],"","","",1,14,"",2,"",""
385,3031,100,0,0,"","","",0,1,1,"",1,15,0,[6],[0],"",[387],"","Art/Videos/SkillTutorials/MoltenBlast.bk2","",1,5,"",2,"",""
386,3032,25,0,75,"","","",0,1,1,"",3,1,0,[],[0],"",[388],"","","",0,0,"",2,"",""
387,3033,0,0,100,"","","",2,1,1,"",3,27,38,[],[0],"",[389],"","","",0,0,"",2,"",""
388,3034,100,0,0,"","","",0,1,1,"",1,53,0,[6],[0],"",[390],"","Art/Videos/SkillTutorials/HammerOfTheGods.bk2","",0,13,"",2,"",""
389,3035,0,0,100,"","","",0,1,1,"",3,1,0,[],[0],"",[391],"","","",0,0,"",2,"",""
390,3036,100,0,0,"","","",0,1,1,"",1,42,0,[6],[0],"",[392],"","Art/Videos/SkillTutorials/Stampede.bk2","",0,11,"",2,"",""
391,3037,100,0,0,"","","",0,1,1,"",1,23,0,[6],[0],"",[393],"","Art/Videos/SkillTutorials/ShieldWall.bk2","",0,7,"",2,"",""
392,3038,100,0,0,"","","",0,1,1,"",1,15,0,[],[0],"",[394],"","","",0,0,"",2,"",""
393,3039,0,0,100,"","","",0,1,1,"",3,7,0,[7],[0],"",[395],"","Art/Videos/SkillTutorials/EmberFusillade.bk2","",0,3,"",2,"",""
394,3040,50,50,0,"","","",0,1,1,"",4,7,0,[9],[0],"",[396],"","Art/Videos/SkillTutorials/HighVelocityRounds.bk2","",0,3,"",2,"",""
395,3041,50,50,0,"","","",0,1,1,"",4,1,0,[9],[0],"",[397],"","Art/Videos/SkillTutorials/FragmentationRounds.bk2","",0,1,"",2,"",""
396,3042,50,50,0,"","","",0,1,1,"",4,53,0,[9],[0],"",[398],"","Art/Videos/SkillTutorials/SiegeCascade.bk2","",0,13,"",2,"",""
397,3043,50,50,0,"","","",0,1,1,"",4,1,0,[9],[0],"",[399],"","Art/Videos/SkillTutorials/ArmourPiercingRounds.bk2","",0,1,"",2,"",""
398,3044,50,50,0,"","","",0,1,1,"",4,23,0,[9],[0],"",[400],"","Art/Videos/SkillTutorials/ExplosiveShot.bk2","",0,7,"",2,"",""
399,3045,50,50,0,"","","",0,1,1,"",4,7,0,[9],[0],"",[401],"","Art/Videos/SkillTutorials/IncendiaryShot.bk2","",0,3,"",2,"",""
400,3046,50,50,0,"","","",0,1,1,"",4,15,0,[9],[0],"",[402],"","Art/Videos/SkillTutorials/RapidShot.bk2","",0,5,"",2,"",""
401,3047,50,50,0,"","","",0,1,1,"",4,23,0,[9],[0],"",[403],"","Art/Videos/SkillTutorials/GlacialBolt.bk2","",0,7,"",2,"",""
402,3048,50,50,0,"","","",0,1,1,"",4,1,0,[9],[0],"",[404],"","Art/Videos/SkillTutorials/PermafrostBolts.bk2","",0,1,"",2,"",""
403,3049,50,50,0,"","","",0,1,1,"",4,42,0,[9],[0],"",[405],"","Art/Videos/SkillTutorials/HailstormRounds.bk2","",0,11,"",2,"",""
404,3050,50,50,0,"","","",0,1,1,"",4,15,0,[9],[0],"",[406],"","Art/Videos/SkillTutorials/IceShards.bk2","",0,5,"",2,"",""
405,3051,50,50,0,"","","",0,1,1,"",4,53,0,[9],[0],"",[407],"","Art/Videos/SkillTutorials/PlasmaBlast.bk2","",0,13,"",2,"",""
406,3052,50,50,0,"","","",0,1,1,"",4,15,0,[9],[0],"",[408],"","Art/Videos/SkillTutorials/GalvanicShards.bk2","",0,5,"",2,"",""
407,3053,50,50,0,"","","",0,1,1,"",4,32,0,[9],[0],"",[409],"","Art/Videos/SkillTutorials/StormblastBolts.bk2","",0,9,"",2,"",""
408,3054,50,50,0,"","","",0,1,1,"",4,42,0,[9],[0],"",[410],"","Art/Videos/SkillTutorials/ShockburstRounds.bk2","",0,11,"",2,"",""
409,2873,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[411],"","","",0,2,"",0,"","Strength"
410,2874,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[412],"","","",0,2,"",0,"","Strength"
411,2875,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[413],"","","",0,3,"",0,"","Strength"
412,3055,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[414],"","","",0,0,"",0,"",""
413,3056,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[415],"","","",0,0,"",0,"",""
414,3057,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[416],"","","",0,0,"",0,"",""
415,3058,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[417],"","","",0,0,"",0,"",""
416,3059,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[418],"","","",0,0,"",0,"",""
417,3060,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[419],"","","",0,0,"",0,"",""
418,3061,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[420],"","","",0,0,"",0,"",""
419,3062,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[421],"","","",0,0,"",0,"",""
420,3063,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[422],"","","",0,0,"",0,"",""
421,3064,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[423],"","","",0,0,"",0,"",""
422,3065,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[424],"","","",0,0,"",0,"",""
423,3066,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[425],"","","",0,0,"",0,"",""
424,3067,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[426],"","","",0,0,"",0,"",""
425,3068,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[427],"","","",0,0,"",0,"",""
426,3069,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[428],"","","",0,0,"",0,"",""
427,3070,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[429],"","","",0,0,"",0,"",""
428,3071,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[430],"","","",0,0,"",0,"",""
429,3072,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[431],"","","",0,0,"",0,"",""
430,3073,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[432],"","","",0,0,"",0,"",""
431,3074,0,0,0,"","","",0,1,1,"",4,1,46,[],[0],"",[433],"","","",0,0,"",0,"",""
432,3075,0,0,0,"","","",0,1,1,"",4,1,46,[],[0],"",[434],"","","",0,0,"",0,"",""
433,3076,0,0,0,"","","",0,1,1,"",4,1,46,[],[0],"",[435],"","","",0,0,"",0,"",""
434,3081,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[436],"","","",0,0,"",0,"",""
435,3082,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[437],"","","",0,0,"",0,"",""
436,3083,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[438],"","","",0,0,"",0,"",""
437,3084,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[439],"","","",0,0,"",0,"",""
438,3085,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[440],"","","",0,0,"",0,"",""
439,3086,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[441],"","","",0,0,"",0,"",""
440,3087,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[442],"","","",0,0,"",0,"",""
441,3088,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[443],"","","",0,0,"",0,"",""
442,3089,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[497],"","","",0,0,"",0,"",""
443,3090,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[500],"","","",0,0,"",0,"",""
444,3108,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[502],"","","",0,0,"",0,"",""
445,3091,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[503],"","","",0,0,"",0,"",""
446,3092,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[504],"","","",0,0,"",0,"",""
447,3093,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[501],"","","",0,0,"",0,"",""
448,3109,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[505],"","","",0,0,"",0,"",""
449,3094,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[506],"","","",0,0,"",0,"",""
450,3119,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[511],"","","",0,0,"",0,"",""
451,3120,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[512],"","","",0,0,"",0,"",""
452,2876,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[444],"","","",0,2,"",0,"","Strength"
453,2877,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[445],"","","",0,1,"",0,"","Strength"
454,2927,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[446],"","","",0,1,"",0,"","Dexterity"
455,2857,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[447],"","","",0,3,"",0,"","Strength"
456,2905,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[448],"","","",0,3,"",0,"","Dexterity"
457,2955,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[449],"","","",0,3,"",0,"","Intelligence"
458,2928,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[450],"","","",0,3,"",0,"","Dexterity"
459,2879,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[451],"","","",0,3,"",0,"","Strength"
460,2878,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[452],"","","",0,1,"",0,"","Strength"
461,2929,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[453],"","","",0,1,"",0,"","Dexterity"
462,2986,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[454],"","","",0,3,"",0,"","Intelligence"
463,2987,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[455],"","","",0,3,"",0,"","Intelligence"
464,2988,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[456],"","","",0,3,"",0,"","Intelligence"
465,2989,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[457],"","","",0,3,"",0,"","Intelligence"
466,2990,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[458],"","","",0,3,"",0,"","Intelligence"
467,2991,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[459],"","","",0,3,"",0,"","Intelligence"
468,3077,0,100,0,"","","",0,1,1,"",2,42,0,[2],[0],"",[460],"","Art/Videos/SkillTutorials/ShockchainArrow.bk2","",1,11,"",2,"",""
469,3078,0,50,50,"","","",0,1,1,"",4,7,0,[10],[0],"",[461],"","Art/Videos/SkillTutorials/VaultingImpact.bk2","",0,3,"",2,"",""
470,3079,0,50,50,"","","",0,1,1,"",4,23,0,[10],[0],"",[462],"","Art/Videos/SkillTutorials/StormWave.bk2","",2,7,"",2,"",""
471,3080,0,50,50,"","","",0,1,1,"",4,32,0,[10],[0],"",[463],"","Art/Videos/SkillTutorials/MantraOfDestruction.bk2","",0,9,"",2,"",""
472,2930,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[464],"","","",0,1,"",0,"","Dexterity"
473,2993,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[465],"","","",0,2,"",0,"","Intelligence"
474,2994,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[466],"","","",0,3,"",0,"","Intelligence"
475,2992,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[467],"","","",0,3,"",0,"","Intelligence"
476,2995,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[468],"","","",0,2,"",0,"","Intelligence"
477,2931,0,100,0,"","","",1,1,1,"",2,1,17,[],[0],"",[469],"","","",0,0,"",0,"","Dexterity"
478,2932,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[470],"","","",0,1,"",0,"","Dexterity"
479,2933,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[471],"","","",0,1,"",0,"","Dexterity"
480,2939,0,100,0,"","","",1,1,1,"",2,1,0,[2],[0],"",[472],"","","",0,1,"",0,"","Dexterity"
481,2999,0,0,100,"","","",1,1,1,"",3,1,0,[7],[0],"",[473],"","","",0,1,"",0,"","Intelligence"
482,2884,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[474],"","","",0,1,"",0,"","Strength"
483,2885,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[475],"","","",0,2,"",0,"","Strength"
484,2886,100,0,0,"","","",1,1,1,"",1,1,0,[6],[0],"",[476],"","","",0,3,"",0,"","Strength"
485,3100,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[477],"","","",0,0,"",0,"",""
486,2997,0,0,100,"","","",1,1,1,"",3,1,0,[],[0],"",[478],"","","",0,0,"",0,"","Intelligence"
487,2881,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[479],"","","",0,3,"",0,"","Strength"
488,2935,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[480],"","","",0,3,"",0,"","Dexterity"
489,2996,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[481],"","","",0,1,"",0,"","Intelligence"
490,2880,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[482],"","","",0,2,"",0,"","Strength"
491,2934,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[483],"","","",0,2,"",0,"","Dexterity"
492,2936,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[484],"","","",0,3,"",0,"","Dexterity"
493,2937,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[485],"","","",0,2,"",0,"","Dexterity"
494,2882,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[486],"","","",0,3,"",0,"","Strength"
495,2998,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[487],"","","",0,3,"",0,"","Intelligence"
496,2883,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[488],"","","",0,2,"",0,"","Strength"
497,2938,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[489],"","","",0,2,"",0,"","Dexterity"
498,3101,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[490],"","","",0,0,"",0,"",""
499,3102,0,100,0,"","","",0,1,1,"",2,32,0,[2],[0],"",[491],"","Art/Videos/SkillTutorials/IceShot.bk2","",0,9,"",2,"",""
500,3103,50,50,0,"","","",0,1,1,"",4,11,0,[9],[0],"",[492],"","","",2,4,"",2,"",""
501,3104,50,50,0,"","","",0,1,1,"",4,27,0,[9],[0],"",[493],"","","",2,8,"",2,"",""
502,3126,50,50,0,"","","",0,1,1,"",4,59,0,"[9,6]",[0],"",[494],"","","",2,14,"",2,"",""
503,3105,0,50,50,"","","",0,1,1,"",4,23,0,[10],[0],"",[495],"","Art/Videos/SkillTutorials/FreezingMark.bk2","",0,7,"",2,"",""
504,3106,0,100,0,"","","",0,1,1,"",2,23,0,[2],[0],"",[496],"","Art/Videos/SkillTutorials/VoltaicMark.bk2","",0,7,"",2,"",""
505,3107,0,50,50,"","","",2,1,1,"",4,32,0,[10],[0],"",[498],"","Art/Videos/SkillTutorials/HandOfChayula.bk2","",0,9,"",2,"",""
506,3110,100,0,0,"","","",0,1,1,"",1,37,0,[6],[0],"",[507],"","","",0,8,"",2,"",""
507,3111,0,50,50,"","","",2,1,1,"",4,27,0,[10],[0],"",[508],"","","",0,8,"",2,"",""
508,3117,50,50,0,"","","",0,1,1,"",4,59,0,"[9,2]",[0],"",[509],"","","",0,14,"",2,"",""
509,3118,0,0,100,"","","",0,1,1,"",3,59,0,[7],[0],"",[510],"","","",3,14,"",2,"",""
510,3121,50,50,0,"","","",0,1,1,"",4,42,0,[9],[0],"",[513],"","Art/Videos/SkillTutorials/EmergencyReload.bk2","",0,11,"",2,"",""
511,3122,100,0,0,"","","",1,1,1,"",1,1,17,[7],[0],"",[514],"","","",0,2,"",0,"","Strength"
512,3123,0,0,100,"","","",1,1,1,"",3,1,17,[7],[0],"",[515],"","","",0,2,"",0,"","Intelligence"
513,3124,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[516],"","","",0,3,"",0,"","Strength"
514,2887,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[517],"","","",0,2,"",0,"","Strength"
515,3125,50,50,0,"","","",0,1,1,"",4,53,0,[9],[0],"",[518],"","Art/Videos/SkillTutorials/ClusterGrenade.bk2","",3,13,"",2,"",""
516,3127,0,100,0,"","","",0,1,1,"",2,42,0,[2],[0],"",[520],"","Art/Videos/SkillTutorials/TornadoShot.bk2","",0,11,"",2,"",""
517,3145,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[521],"","","",0,0,"",0,"",""
518,3146,0,50,50,"","","",0,1,1,"",4,59,0,[10],[0],"",[522],"","","",0,14,"",2,"",""
519,3147,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[523],"","","",0,2,"",0,"","Strength"
520,3148,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[524],"","","",0,3,"",0,"","Intelligence"
521,3149,50,50,0,"","","",0,1,1,"",4,27,0,[9],[0],"",[525],"","","",0,8,"",2,"",""
522,3150,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[526],"","","",0,1,"",0,"","Strength"
523,3151,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[527],"","","",0,2,"",0,"","Strength"
524,3152,0,100,0,"","","",1,1,1,"",2,1,17,[9],[0],"",[528],"","","",0,1,"",0,"","Dexterity"
525,3153,0,100,0,"","","",1,1,1,"",2,1,17,[9],[0],"",[529],"","","",0,3,"",0,"","Dexterity"
526,3154,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[530],"","","",0,2,"",0,"","Strength"
527,3155,0,0,100,"","","",1,1,1,"",3,1,17,[],[0],"",[531],"","","",0,0,"",0,"","Intelligence"
528,3156,100,0,0,"","","",0,1,1,"",1,27,0,"[6,9]",[0],"",[532],"","","",0,8,"",2,"",""
529,3157,0,100,0,"","","",0,1,1,"",2,59,0,[2],[0],"",[533],"","","",0,14,"",2,"",""
530,3158,0,50,50,"","","",2,1,1,"",4,59,0,[10],[0],"",[534],"","","",0,14,"",2,"",""
531,3159,0,0,100,"","","",0,1,1,"",3,59,0,[1],[0],"",[535],"","","",0,14,"",2,"",""
532,3160,0,0,100,"","","",0,1,1,"",3,59,0,[7],[0],"",[536],"","","",2,14,"",2,"",""
533,3161,0,100,0,"","","",0,1,1,"",2,53,0,[2],[0],"",[537],"","Art/Videos/SkillTutorials/MagneticSalvo.bk2","",3,13,"",2,"",""
534,3162,0,100,0,"","","",0,1,1,"",2,15,0,[2],[0],"",[538],"","Art/Videos/SkillTutorials/FreezingSalvo.bk2","",3,5,"",2,"",""
535,3163,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[539],"","","",0,0,"",0,"",""
536,3164,0,0,0,"","","",0,1,1,"",4,1,0,[],[0],"",[540],"","","",0,0,"",0,"",""
537,3165,100,0,0,"","","",0,1,1,"",1,59,0,[6],[0],"",[541],"","","",0,14,"",2,"",""
538,3166,0,100,0,"","","",0,1,1,"",2,27,0,[2],[0],"",[542],"","","",1,8,"",2,"",""
539,3167,50,50,0,"","","",0,1,1,"",4,1,0,[],[0],"",[543],"","","",0,0,"",0,"",""
540,3168,0,0,100,"","","",0,1,1,"",3,10,0,[1],[0],"",[544],"","","",0,4,"",2,"",""
541,3170,0,100,0,"","","",0,1,1,"",2,27,0,[2],[0],"",[545],"","","",0,8,"",2,"",""
542,3171,50,0,50,"","","",2,1,1,"",4,59,0,[],[0],"",[546],"","","",0,0,"",2,"",""
543,3172,0,50,50,"","","",0,1,1,"",4,53,0,[10],[0],"",[547],"","Art/Videos/SkillTutorials/GatheringStorm.bk2","",0,13,"",2,"",""
544,3173,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[548],"","","",0,3,"",0,"","Strength"
545,3174,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[549],"","","",0,3,"",0,"","Strength"
546,3175,0,100,0,"","","",1,1,1,"",2,1,17,[2],[0],"",[550],"","","",0,2,"",0,"","Dexterity"
547,3176,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[551],"","","",0,2,"",0,"","Strength"
548,3177,100,0,0,"","","",1,1,1,"",1,1,17,[9],[0],"",[552],"","","",0,3,"",0,"","Strength"
549,3178,0,100,0,"","","",1,1,1,"",2,1,17,[9],[0],"",[553],"","","",0,3,"",0,"","Dexterity"
550,3179,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[554],"","","",0,2,"",0,"","Intelligence"
551,3180,100,0,0,"","","",1,1,1,"",1,1,17,[6],[0],"",[555],"","","",0,2,"",0,"","Strength"
552,3181,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[556],"","","",0,2,"",0,"","Intelligence"
553,3182,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[557],"","","",0,3,"",0,"","Intelligence"
554,3183,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[558],"","","",0,2,"",0,"","Intelligence"
555,3184,0,0,100,"","","",1,1,1,"",3,1,17,[1],[0],"",[559],"","","",0,2,"",0,"","Intelligence"
