"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","BuffCategory","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","rid","[i32]","string","[rid]","[i32]","i32","[rid]"
1220,"berserk","You deal more damage, have more attack speed, more movement speed and take less damage.","","","Berserk","[8810,8813,8814,8811,9318,9050,698,2528,631]",1,2,"","","",1,29,1084,1,"",1,"",1,1,"",0,"","BerserkBuff","","","","",7,"","",0,[],"","",[],"",[],[],"[8810,8813,8814,8811,9318,9050,698,2528,631]",[],"","","","","",[],"",[],[],1,[]
1221,"frozen_in_time","","","","","[8820,466]","",2,"","","","",29,1081,1,"",18,1,1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],"[8812,945,1266]","[8820,466]",[],"","","","","",[],"",[],[],1,[]
1222,"shrine_resonating","You have a chance to gain a Power, Frenzy or Endurance Charge on Hit and on Kill, and gain extra bonuses from Charges.","",1,"Charged Shrine","[7066,3795,542,356,489,6099,434,136,9030,5502]",1,3,"","","","",29,1082,1,"",7,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[7066,3795,542,356,489,6099,434,136,9030,5502]",[16751],"","","","","",[],"",[],[],1,[]
1223,"shrine_gloom","You gain a portion of Non-Chaos Damage as extra Chaos Damage and Enemies you Kill have a chance to Explode, dealing a portion of their Maximum Life as Chaos Damage. ","",1,"Gloom Shrine","[6737,4310,5502]",1,3,"","","","",29,1083,1,"",7,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[6737,4310,5502]",[16751],"","","","","",[],"",[],[],1,[]
1224,"support_slashing_movement_skill_buff","Your next Travel skill will be faster. Doesn't apply to skills supported by Close Combat Support.","","","Combat Rush",[8828],1,2,"","","","",29,1120,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[8828],[],"","","","","",[],"",[],[],1,[]
1225,"tormented_spirit_tether","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1226,"magnetic_charge_aura","",1,"","",[8881],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[8881],[],"","","","","",[],"",[],[],1,[]
1227,"legion_banner_aura","You are dealing increased Damage, have increased Attack and Cast speed and take reduced Damage.","","","Eternal Empire Aura","[24,698,1861,466]",1,3,"","","","",29,1088,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[24,698,1861,466]",[],"","","","","",[],"",[],[],1,[]
1228,"remove_when_aura_removed","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","RemoveWhenAuraRemoved","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1229,"blood_armour","You are in Blood Stance, nearby enemies are maimed and take increased physical damage.","",1,"Flesh","[8803,1040,12340]",1,2,"","","","",11,1091,1,"",1,"",1,1,"",0,"","BloodSandArmour","","","","",7,"",1,0,[],"","",[],"",[],[],"[8803,1040,12340]",[],"","","","","",[],"",[],[],1,[]
1230,"sand_armour","You are in Sand Stance, nearby enemies are blinded and you take less damage from enemies which are not nearby.","",1,"Stone","[8804,9010,1040,12340]",1,2,"","","","",11,1090,1,"",1,"",1,1,"",0,"","BloodSandArmour","","","","",7,"",1,0,[],"","",[],"",[],[],"[8804,9010,1040,12340]",[],"","","","","",[],"",[],[],1,[]
1231,"sand_armour_debuff","",1,"","",[9009],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9009],[],"","","","","",[],"",[],[],1,[]
1232,"legion_reward_display","",1,"","","[2369,9326,16933]",1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","LegionRewardDisplay","","","","",7,"","",0,[],"","",[],"",[],[],"[2369,9326,16933]",[],"","","","","",[],"",[],[],1,[]
1233,"life_recoup","",1,"","",[17141],1,1,"","","","",29,0,1,1,18,"",1,"","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[17141],[],"","","","","",[],"",[],[],1,[]
1234,"negative_life_recoup","",1,"","",[17142],1,1,"","","","",29,0,1,1,18,"",1,"","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[17142],[],"","","","","",[],"",[],[],1,[]
1235,"player_physical_damage_aura","You will take more physical damage from all sources. This effect will become more powerful as you stay in this aura longer.","","","Pride","[9230,1001,5038]",1,3,"","","","",29,1097,1,"",2,"",1,1,"",0,"","PhysicalDamageAura","",1,"","",7,"",1,0,[],"","",[],"",[],[],"[9230,1001,5038]",[],"","","","","",[],"",[],[],1,[]
1236,"flask_draining_lasso","You are being slowed by Aukuna's Lasso and are losing flask charges! Run away to break the tether.","","","Aukuna's Lasso","[9059,9058]",1,3,"","","","",29,1114,1,"",2,"",1,1,"",0,"","FlaskDrainingDebuff","","","","",7,"","",0,[],"","",[],"",[],[],"[9059,9058]",[],"","","","","",[],"",[],[],1,[]
1237,"attached_retract_arrow","You have been punctured by Lioneye's Arrows. It will cause Bleeding and Maim when he retracts them out of you.","","","Lioneye's Arrows",[],1,4,1,"",9062,"",29,1103,1,"",2,"",1,1,"",0,"","AttachedRetractArrow","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1238,"soulrend_physical","You are taking Physical Damage over time","","","Soulrend",[346],1,3,"","","",1,29,1029,1,"",2,"",1,1,"",0,"","SoulrendDebuff","","","","",7,"","",0,[],"","",[],"",[],[],[346],[],"","","","","",[],"",[],[],1,[]
1239,"generic_monster_enrage_invisible","",1,"","Enrage","[171,70,24,466,210]",1,3,"","","","",29,0,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[171,70,24,466,210]",[],"","","","","",[],"",[],[],1,[]
1240,"elemental_ailments_go_to_owner","",1,"","",[9094],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9094],[],"","","","","",[],"",[],[],1,[]
1241,"necromancer_skeleton_buff","",1,"","","[171,70]",1,3,"","","","",29,1106,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[171,70]",[],"","","","","",[],"",[],[],1,[]
1242,"champion_planted_banner_regen_aura","",1,"","",[439],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[439],[],"","","","","",[],"",[],[],1,[]
1243,"number_of_endurance_charges_lost_recently","",1,"","",[],"",3,"","","",1,29,0,1,"",18,"","","","",0,1,"ActionRecentlyCounterBuff","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1244,"berserker_warcry","",1,"","","[24,70]",1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[24,70]",[],"","","","","",[],"",[],[],1,[]
1245,"bane_of_legends_movement_speed","",1,"","",[171],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
1246,"bane_of_legends_attack_speed","",1,"","",[70],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[70],[],"","","","","",[],"",[],[],1,[]
1247,"slayer_crit_multi_aura","Your critical strike multiplier is lower while near a Slayer.","","","Overwhelm",[95],"",3,"","","","",29,1111,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[95],[],"","","","","",[],"",[],[],1,[]
1248,"flicker_strike_speed_boost","You have increased Movement Speed","",1,"Flicker Strike",[171],1,2,"","","","",29,1112,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[171],[],"","","","","",[],"",[],[],1,[]
1249,"fidelitas_lightning_charged","",1,"","","[644,56]","",3,"","","","",29,1113,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[644,56]",[],"","","","","",[],"",[],[],1,[]
1250,"screech_snipe_debuff","You are affected by Aukuna's Hunt. Aukuna will fire additional projectiles at you. Keep moving!","","","Aukuna's Hunt",[],1,4,1,"","","",29,1115,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1251,"prevent_incubator_completion","",1,"","",[9245],"",3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9245],[],"","","","","",[],"",[],[],1,[]
1252,"asenath_curse_explodey_aura","",1,"","",[9122],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9122],[],"","","","","",[],"",[],[],1,[]
1253,"korea_pc_bang","You are currently receiving some Stash Tabs and Cosmetic Microtransactions because you are playing from a PC Bang.\n\nOnce the league's Mystery Box has been released, you will receive a free Mystery Box every six hours. There is a maximum of 10 free boxes.","","","PC Bang Entitlements",[],"",3,"","","","",29,1116,1,"",18,"",1,"","",0,1,"KoreaPCBang","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1254,"player_physical_damage_aura_self","",1,"","Pride",[9269],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","",1,"","",7,"",1,0,[],"","",[],"",[],[],[9269],[],"","","","","",[],"",[],[],1,[]
1255,"oozeback_trigger_buff","",1,"","",[],1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1256,"shield_charge_movement_speed_while_charging","",1,"","",[171],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[9594],[],"[171,9594]",[],"","","","","",[],"",[],[],1,[]
1257,"yugul_pool_chilled","","","","Chilled",[7973],1,3,"","","",1,1,3,"","",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],[7973],[13903],"","",1,"","",[],"",[],[],3,[]
1258,"ascent_warming_up","You are warming yourself by the fire.","","","Warm Campfire",[1933],1,1,"","","",1,29,1004,1,"",2,"",1,1,"",10,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[1933],[],"","","","","",[],"",[],[],1,[]
1259,"flame_dash_cooldown","",1,"","",[],1,2,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1260,"mine_mana_reservation","",1,"","",[],1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1261,"bone_golem_buff","Your Carrion Golem is granting additional Physical Damage for Non-Golem Minions ","","","Carrion Golem","[9740,9741]",1,3,"","","","",29,1170,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[9740,9741]",[],"","","","","",[],"",[],[],1,[]
1262,"enchantment_mana_regen_rate","",1,"","",[124],"",3,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[124],[],"","","","","",[],"",[],[],1,[]
1263,"number_of_nearby_non_golem_minions","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","TrackNearbyTargets","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1264,"slither","You have Phasing, and Withering Step's cooldown does not recover. This buff will be removed when you use a skill or lose Elusive.","","","Withering Step","[1813,5618,9751]",1,2,"","","","",29,1131,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[1813,5618,9751]",[],"","","","","",[],"",[],[],1,[]
1265,"guardian_damage_speed_area_intimidate","You have increased Attack, Cast and Movement Speed, have increased Area of Effect and Intimidate and Unnerve Enemies on Hit","","","Unwavering Crusade","[9392,423,7745,9693]",1,3,"","","","",29,1134,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[9392,423,7745,9693]",[],"","","","","",[],"",[],[],1,[]
1266,"guardian_damage_final","You deal more Damage","","","Radiant Crusade",[9389],1,3,"","","","",29,1133,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9389],[],"","","","","",[],"",[],[],1,[]
1267,"number_of_nearby_corpses","",1,"","",[],"",3,"","","","",29,0,1,"",18,"",1,1,"",0,"","TrackNearbyTargets","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1268,"necromancer_damage_final","You deal more Damage","","","Plaguebringer",[9398],1,3,"","","","",29,1143,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9398],[],"","","","","",[],"",[],[],1,[]
1269,"necromancer_enemy_damage","You deal reduced Damage","","","Plaguebringer",[24],1,3,"","","","",29,1142,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
1270,"necromancer_regen_aura_from_nearby_corpses","You have Mana and Energy Shield Regeneration per nearby corpse","","","Essence Glutton","[125,1371]",1,3,1,"","","",29,1141,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[125,1371]",[],"","","","","",[],"",[],[],1,[]
1271,"necromancer_area_for_you_and_minions","",1,"","","[423,9399]",1,3,"","","","",29,0,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[423,9399]",[],"","","","","",[],"",[],[],1,[]
1272,"necromancer_regen_from_consuming_corpse","",1,"","","[123,1371]",1,3,"","","","",29,1140,1,"",18,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],"[123,1371]",[],"","","","","",[],"",[],[],1,[]
1273,"necromancer_corpse_shock_chill_aura","",1,"","",[],"",3,"","","","",29,0,"","",18,"",1,1,"",0,1,"CorpseShockChillAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1274,"plague_bearer_buff","While active, store a percentage of the [Poison|Poison] Damage you deal, up to a cap.\nActivate Plague Nova to deal [Physical|Physical] Damage to enemies around you based on the amount of stored [Poison|Poison].","","","Plague Bearer",[9409],1,3,1,"","","",29,1135,1,"",1,"",1,1,"",0,1,"PlagueBearerBuff","","","","",5,"","",0,[],"","",[],"",[],[],[9409],[],"","","","","",[],"",[],[],1,[]
1275,"bone_armour","A percentage of all Damage from Hits is taken from this buff before your Life or Energy Shield. You are Immune to Bleeding.","",1,"Bone Armour",[1001],1,3,1,"",9310,"",29,1067,1,"",1,"",1,1,"",0,"","BoneArmourBuff","","","","",7,"","",0,[],"","",[],"",[9668],[2562],"[1001,9668]",[9419],"","","","","",[],"",[],[],1,[]
1276,"puppet_master","Your Minions deal more Damage and have increased Attack, Cast and Movement Speed","","","Feeding Frenzy","[9425,602,2045,2046,9424]",1,2,"","","","",29,1139,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[9425,602,2045,2046,9424]",[],"","","","","",[],"",[],[],1,[]
1277,"have_impaled_recently","",1,"","",[9429],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[9429],[],"","","","","",[],"",[],[],1,[]
1278,"elusive","You have increased Movement Speed, and additional chance to avoid damage. This buff's effects are reduced over time.","","","Elusive","[171,6977,9722]",1,11,"","","","",29,1137,1,"",1,"",1,1,"",0,1,"ElusiveBuff","","","","",7,"","",0,[],1,"",[],"",[],[],"[171,6977,9722]",[9444],"","",1,"","",[],"",[],[],1,[]
1279,"gain_mana_flask_charges_every_3_seconds","",1,"","",[],1,3,"","","",1,29,0,1,"",18,"",1,1,"",0,"","ManaFlaskChargesEvery3Seconds","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1280,"minion_focussed_fire_target","You have been signalled to be prey, causing an enemy's predator minions to target you.","","","Signalled Prey",[7222],1,3,"","","",1,29,1147,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[7222],[],"","","","","",[],"",[],[],1,[]
1281,"mine_damage_and_damage_taken_aura","",1,"","","[9746,9747]",1,1,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[9746,9747]",[],"","","","","",[],"",[],[],1,[]
1282,"righteous_charge","Your skills supported by Inspiration Support gain bonuses.","","","Inspiration Charge",[],1,4,1,9513,9508,1,29,50,1,"",3,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1283,"remove_righteous_charges_mana_spent","",1,"","",[],"",1,"","","","",29,0,1,"",18,"",1,1,"",0,"","RemoveRighteousChargesManaSpent","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1284,"lightning_explosion_mine_aura","Nearby Enemy Mines are increasing the Damage you take","","","Stormblast Mines",[9516],1,1,"","","","",29,1149,"","",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],[9516],[],"","","","","",[],"",[],[],1,[]
1285,"corrosive_shroud_accumulating_damage","",1,"","","[9518,3298]",1,3,"","","","",29,1155,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[9518,3298]",[],"","","","","",[],"",[],[],1,[]
1286,"corrosive_shroud_aura","You are taking damage from an enemy Infecting with Plague Bearer","","","Plague Bearer",[442],1,3,"","","","",29,1156,"","",2,"",1,1,"",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
1287,"flask_bonus_attack_speed","",1,"","",[70],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[70],[],"","","","","",[],"",[],[],1,[]
1288,"flask_bonus_cast_speed","",1,"","",[210],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[210],[],"","","","","",[],"",[],[],1,[]
1289,"flask_bonus_chance_to_freeze_shock_ignite","",1,"","",[1831],1,3,"","","","",29,0,1,"",4,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[1831],[],"","","","","",[],"",[],[],1,[]
1290,"flask_instant_recovery_at_end_of_effect","",1,"","","[9546,18183]",1,3,"","","","",29,0,1,"",4,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[9546,18183]",[],"","","","","",[],"",[],[],1,[]
1291,"flask_effect_mana_not_removed_when_full","",1,"","",[7271],1,3,"","","","",15,0,1,"",4,"",1,"",1,0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],[7271],[],"","","","","",[],"",[],[],1,[]
1292,"skitterbots_buff","Your Skitterbots are granting you more Trap and Mine Damage.","",1,"Skitterbots",[9547],1,3,"","","","",29,1150,1,"",1,"",1,1,"",0,"","","","","","",7,"",1,0,[],"","",[],"",[],[],[9547],[],"","","","","",[],"",[],[],1,[]
1293,"skitterbots_shock_chill_aura","",1,"","",[],1,3,"","","","",29,0,"","",18,"",1,1,"",0,"","CorpseShockChillAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1294,"blight_tower_aura_buff_players","You have increased Attack, Cast and Movement Speed.","","","Tower Imbuement","[1861,171,541,24,1710]",1,3,"","","","",29,1167,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[1861,171,541,24,1710]",[],"","","","","",[],"",[],[],1,[]
1295,"blight_tower_aura_buff_players_buff1","You have increased Attack, Cast and Movement Speed, and increased Damage.","","","Tower Imbuement","[1861,171,541,24,1710]",1,3,"","","","",29,1167,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[1861,171,541,24,1710]",[],"","","","","",[],"",[],[],1,[]
1296,"blight_tower_aura_buff_players_buff2","You have increased Attack, Cast and Movement Speed, increased Damage and increased Critical Strike Chance.","","","Tower Imbuement","[1861,171,541,24,1710]",1,3,"","","","",29,1167,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[1861,171,541,24,1710]",[],"","","","","",[],"",[],[],1,[]
1297,"blight_tower_aura_buff_players_buff3","You have increased Attack, Cast and Movement Speed, increased Damage, increased Critical Strike Chance and increased Life Regeneration.","","","Tower Imbuement","[1861,171,541,24,439,1710]",1,3,"","","","",29,1167,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[1861,171,541,24,439,1710]",[],"","","","","",[],"",[],[],1,[]
1298,"blight_tower_aura_debuff_enemies","",1,"","","[466,171,24,11525]",1,3,"","","","",29,1168,1,"",2,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[466,171,24,11525]",[],"","","","","",[],"",[],[],1,[]
1299,"blight_tower_aura_debuff_enemies_buff1","",1,"","","[466,171,24,11525]",1,3,"","","","",29,1168,1,"",2,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[466,171,24,11525]",[],"","","","","",[],"",[],[],1,[]
1300,"blight_tower_aura_debuff_enemies_buff2","",1,"","","[466,171,24,135,11525]",1,3,"","","","",29,1168,1,"",2,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[466,171,24,135,11525]",[],"","","","","",[],"",[],[],1,[]
1301,"blight_tower_aura_debuff_enemies_buff3","",1,"","","[466,171,24,135,338,11525]",1,3,"","","","",29,1168,1,"",2,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[466,171,24,135,338,11525]",[],"","","","","",[],"",[],[],1,[]
1302,"cold_projectile_mine_aura","Nearby Enemy Mines are increasing the Critical Strike Chance of Hits against you.","","","Icicle Mines",[9687],1,1,"","","","",29,1158,"","",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],[9687],[],"","","","","",[],"",[],[],1,[]
1303,"mortar_barrage_mine_aura","Nearby Enemy Mines are adding Fire Damage to Hits against you.","","","Pyroclast Mines","[9683,9684]",1,1,"","","","",29,1159,"","",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],"[9683,9684]",[],"","","","","",[],"",[],[],1,[]
1304,"remote_mine_2_aura","Nearby Enemy Mines are giving Hits against you a chance to deal Double Damage.","","","High-Impact Mines",[9564],1,1,"","","","",29,1157,"","",2,"",1,1,"",0,"","",1,"","","",7,"","",0,[],"","",[],"",[],[],[9564],[],"","","","","",[],"",[],[],1,[]
1305,"minion_instability_support_aura_burn","","","","",[],1,3,"","","","",29,1164,"","",2,"",1,1,"",0,"","AilmentApplicationAura","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1306,"minion_instability_support_self_burn","","","","",[19508],1,2,"","","","",29,1162,1,"",1,"",1,1,"",0,"","InfernalLegionBuff","","","","",7,"","",0,[],"","",[],"",[],[],[19508],[],"","","","","",[],"",[],[],1,[]
1307,"lose_power_charges_if_not_detonated_mines_recently","",1,"","",[],1,2,"","","","",29,0,1,"",18,"","","","",0,"","LosePowerChargesIfNotDetonatedMines","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1308,"blight_tower_aura_buff_towers","",1,"","","[24,210,9772,5609]",1,3,"","","",1,29,1166,1,"",1,"",1,1,"",0,"","BlightTowerAura","","","","",7,"",1,0,[],"","",[],"",[],[],"[24,210,9772,5609]",[],"","","","","",[],"",[],[],1,[]
1309,"mamba_strike_initial_debuff","If you die under the effect of this buff, surrounding targets will take chaos damage over time based on the Poisons on you.","","","Pestilent Strike",[],1,2,"","","",1,29,1160,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1310,"mamba_strike_damage","You are taking chaos damage over time from Pestilent Strike.","","","Pestilent Strike Damage",[442],1,3,"","","","",29,1161,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[442],[],"","","","","",[],"",[],[],1,[]
1311,"blight_wolf_ice_armour","",1,"","",[466],1,2,"","","","",29,1165,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[466],[],"","","","","",[],"",[],[],1,[]
1312,"snapping_adder_projectile","You have Venom Gyre blades ready to be thrown with Whirling Blades","","","Venom Gyre Blades",[],1,4,1,"",9681,"",29,1169,1,"",6,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1313,"mortar_barrage_mine_limit_aura","",1,"","","[9685,9686]",1,3,"","","","",29,0,1,"",18,"",1,1,"",0,"","","","","","",7,"","",0,[],"",1,[],"",[],[],"[9685,9686]",[],"","","","","",[],"",[],[],1,[]
1314,"unnerved","You are Unnerved, increasing Spell Damage taken.","","","Unnerve",[9692],1,2,"","","","",29,1228,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9692],[],"","","","","",[],"",[],[],1,[]
1315,"fungal_ground","You deal less Damage due to enemy Fungal Ground.","","","Fungal Ground","[9705,9730]",1,3,"","","","",29,1177,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[9705,9730]",[],"","","","","",[],"",[],[4],1,[]
1316,"fungal_ground_while_stationary","",1,"","",[],1,2,"","","",1,29,0,1,"",18,"","","","",0,"","FungalGroundWhileStationary","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1317,"fungal_ground_allies","You gain a percentage of Non-Chaos Damage as extra Chaos Damage while on allied Fungal Ground.","","","Fungal Ground","[9705,6737]",1,3,"","","","",29,1177,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],"[9705,6737]",[],"","","","","",[],"",[],[4],1,[]
1318,"blight_npc_tower_buff","",1,"","",[24],1,3,"","","","",29,1178,1,"",1,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[24],[],"","","","","",[],"",[],[],1,[]
1319,"plague_bearer_at_max_damage","",1,"","",[],1,2,"","","","",29,1145,1,"",18,"",1,"","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[],[],"","","","","",[],"",[],[],1,[]
1320,"plague_bearer_poison_effect_pluspercent_while_infecting","",1,"","",[9614],1,3,"","","","",29,0,1,"",18,"","","","",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9614],[],"","","","","",[],"",[],[],1,[]
1321,"raider_enemy_accuracy_aura","",1,"","",[9791],"",3,"","","","",29,0,1,"",2,"",1,1,"",0,"","","","","","",7,"","",0,[],"","",[],"",[],[],[9791],[],"","","","","",[],"",[],[],1,[]
1322,"have_hit_cursed_enemy_recently","",1,"","",[9795],"",9,"","","",1,29,0,1,"",18,"","","","",0,1,"","","","","",7,"","",0,[],"","",[],"",[],[],[9795],[],"","","","","",[],"",[],[],1,[]
