"rownum","Id","Name","GrantedEffect","SupportText","SupportName","GemTags","Consumed_ModsKey","ItemColor","[rid]","AdditionalGrantedEffects","bool","bool","[i32]","i32"
468,"HinderSupport","",486,"Supports [Spell|Spells] that deal non-[Ailments|Ailment] [Chaos] damage over time, causing damage over time they inflict to also [Hinder] enemies.","","[16,4,3]","",3,[],[],"","",[],-1
469,"FusilladeSupport","",487,"","","[16,5]","",3,[],[],"","",[],-1
470,"ComboFinisherSupport","",488,"Supports [Melee|Melee] [Attack|Attacks] you use yourself. Supported Skills cannot be used until enough [Combo|Combo] has been built up, but deal massively more damage. Cannot support skills which already [Combo|Combo], or [Trigger|Triggered] Skills.","","[16,13,36]","",3,[],[],"","",[],-1
471,"EncumberanceSupport","",489,"Supports any skill, causing inflicted [Slow|Slows] to be more powerful.","","[16,4,8]","",3,[],[],"","",[],-1
472,"PrecisionSupport","",490,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to gain increased [Accuracy|Accuracy] while the Skill is active.","","[16,58,59]","",3,[],[],1,"",[],-1
473,"ClaritySupport","",491,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to gain increased Mana Regeneration while the Skill is active.","","[16,58,59]","",3,[],[],1,"",[],-1
474,"VitalitySupport","",492,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to gain Life Regeneration while the Skill is active.","","[16,58,59]","",3,[],[],1,"",[],-1
475,"HerbalismSupport","",493,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to gain increased Life recovery from [Flask|Flasks] while the Skill is active.","","[16,58,59]","",3,[],[],1,"",[],-1
476,"CannibalismSupport","",494,"Supports [Persistent|Persistent] [Buff|Buff] Skills, causing you to recover Life on kill while the Skill is active.","","[16,58,59]","",3,[],[],1,"",[],-1
477,"CorpsewadeCorpseCloud","",5322,"","","[25,4,14,0,3,15]","",3,[],[],"","",[],-1
478,"SoulbreakerSupport","",495,"Supports skills you use yourself, causing them to trigger a [Chaos|Chaos] Damage nova when breaking Enemy [EnergyShield|Energy Shield].","","[16,25,14,3]","",3,[],[5324],"","",[],-1
479,"RuptureSupport","",496,"Supports skills that [HitDamage|Hit] Enemies. Supported skills [Aggravate|Aggravate] [Bleeding|Bleeding] on [HitDamage|Hitting] [HeavyStun|Heavily Stunned] Enemies.","","[16,33]","",3,[],[],"","",[],-1
480,"CullingStrikeSupport","",497,"Supports [Attack|Attack] Skills, causing them to [CullingStrike|Cull] [Rarity|Rare and Unique] Enemies on [HitDamage|Hit].","","[16,13]","",3,[],[],"","",[],-1
481,"SpellCascadeSupport","",498,"Supports [Spell|Spells] that affect an area around you or a target location, causing those [Spell|Spells] to also target additional areas on either side of the target area, along a randomly chosen axis. Cannot support [Channelling] skills or [Remote] skills.","",[16],"",3,[],[],"","",[],-1
482,"ArmourBreakSupport","",499,"Supports Skills that [HitDamage|Hit] Enemies, causing those [HitDamage|Hits] to [ArmourBreak|Break Armour] based on a portion of [Physical|Physical Damage] dealt.","",[16],"",3,[],[],"","",[],-1
483,"FarCombatSupport","",500,"Supports [Attack|Attacks], causing them to deal more damage from farther away.","","[16,13]","",3,[],[],"","",[],-1
484,"DazingSupport","",501,"Supports [Attack|Attacks], causing them to build up [Daze|Daze] based on a portion of [Physical|Physical] Damage dealt.","","[16,13,33]","",3,[],[],"","",[],-1
485,"DazedBreakSupport","",502,"Supports [Attack|Attacks], causing them to [Daze|Daze] Enemies when they fully [ArmourBreak|Break Armour].","","[16,13]","",3,[],[],"","",[],-1
486,"DazingCrySupport","",503,"Supports [Warcry|Warcries], causing them to [Daze|Daze] Enemies on use.","","[16,27]","",3,[],[],"","",[],-1
487,"CursedGroundSupport","",504,"Supports [Curse] Skills. Supported [Curse] Skills no longer have an activation delay, instead creating areas which [Curse] Enemies so long as they are within them.","",[16],"",3,[],[],"","",[],-1
488,"WeaponElementalDamageSupport","",505,"Supports [Attack|Attacks] that use a weapon, causing them to deal more weapon [ElementalDamage|Elemental damage].","","[16,13]","",3,[],[],"","",[],-1
489,"CooldownReductionSupport","",506,"Supports skills with Cooldowns, increasing the rate at which those [CooldownRecovery|Cooldowns Recover].","",[16],"",3,[],[],"","",[],-1
490,"AscendancyElementalExpression","",5330,"","","[25,4,14,5,26,2,1,0,18]","",3,[],[],"","",[],-1
491,"IceShot","",5332,"","","[25,13,5,1]","",3,[],[],"","",[],-1
492,"WarBanner","",333,"","","[25,39,58,59,14,15]","",3,[],[326],1,1,"[1,0]",-1
493,"DefianceBanner","",334,"","","[25,39,58,59,14,15]","",3,[],[327],1,1,"[1,0]",-1
494,"DreadBanner","",335,"","","[25,39,58,59,14,15]","",3,[],[328],1,1,"[1,0]",-1
495,"FreezingMark","",5333,"","","[25,4,13,14,43,1,15,38]","",3,[],[5334],"","",[],1
496,"VoltaicMark","",5335,"","","[25,4,13,14,43,2,15,38]","",3,[],[5336],"","",[],-1
497,"AscendancyUnboundAvatar","",5337,"","","[25,58,2,1,0,15]","",3,[],[],"","",[],-1
498,"HandOfChayula","",329,"","","[25,13,14,7,36,3,52]","",3,[],[330],"",1,[],-1
499,"FreezingWord","",331,"","","[25,13,14,1,38]","",3,[],[332],"","",[],-1
500,"AscendancySummonInfernalHound","",132,"","","[25,8,59,0]","",3,[],[],"","",[],-1
501,"AscendancyEncasedInJade","",5344,"","","[25,34,4,58,33,15]","",3,[],[],"","",[],-1
502,"TemporalRift","",5339,"","","[25,4,58,59]","",3,[],[],1,"",[],-1
503,"TimeFreeze","",5340,"","","[25,4,14,15]","",3,[],[],"","",[],-1
504,"TimeSnap","",5338,"","","[25,4]","",3,[],[],"","",[],-1
505,"DemonForm","",5342,"","","[25,54,58,59]","",3,[],[],1,"",[],-1
506,"SorceryWard","",5299,"","","[25,4,58,59,2,1,0]","",3,[],[],1,"",[],-1
507,"TimeOfNeed","",336,"","","[25,58,59,15]","",3,[],[],1,"",[],-1
508,"ElementalInvocation","",241,"","","[25,58,59,26,2,1,0,52]","",3,[],[242],1,1,[],-1
509,"Attrition","",337,"","","[25,58,59]","",3,[],[],1,"",[],-1
510,"ElementalConflux","",338,"","","[25,58,59,2,1,0,15]","",3,[],[],1,"",[],-1
511,"IntoTheBreach","",5346,"","","[25,58,59]","",3,[],[],1,"",[],-1
512,"AncestralSpriits","",5345,"","","[25,8,26,15]","",3,[],[],"","",[],-1
513,"EmergencyReload","",339,"","","[25,58,15]","",3,[],[],"","",[],-1
514,"BloodFountainSupport","",507,"Supports Skills which create stationary objects. Objects created by supported Skills generate a Font of Blood, creating an [Aura] which grants Life regeneration.","","[16,19]","",3,[],[],"","",[],-1
515,"ManaFountainSupport","",508,"Supports Skills which create stationary objects. Objects created by supported Skills generate a Font of Mana, creating an [Aura] which grants Mana regeneration.","","[16,19]","",3,[],[],"","",[],-1
516,"RageFountainSupport","",509,"Supports Skills which create stationary objects. Objects created by supported Skills generate a Font of Rage, creating an [Aura] which grants [Rage] over time, as well as preventing [Rage] loss.","","[16,19]","",3,[],[],"","",[],-1
517,"AftershockChanceSupport","",519,"Supports [Slam|Slams] you use yourself, giving them a chance to create an [Aftershock].","","[16,13,7,40]","",3,[],[],"","",[],-1
518,"ClusterGrenade","",340,"","","[25,13,14,5,63,0,15]","",3,[],[341],"","",[],-1
519,"LightningCloneRetaliation","",342,"","","[25,4,5]","",3,[],[],"","",[],-1
520,"TornadoShot","",343,"","","[25,13,14,5,33,15]","",3,[],[],"","",[],-1
521,"BlinkSandPlayer","",345,"","","[25,4]","",3,[],[],"",1,[],-1
522,"ChargeInfusion","",346,"","","[25,58,59]","",3,[],[],1,"",[],-1
523,"HolyDescentSupport","",510,"Supports Skills that leap into the air, causing them to create [ConsecratedGround|Consecrated Ground] when you land","",[16],"",3,[],[],"","",[],-1
524,"BurningRunesSupport","",511,"Supports any Skill which creates [RunicInscription|Runic Inscriptions] when Cast, causing those [RunicInscription|Runic Inscriptions] to trigger Burning Inscription when they expire. Burning Inscription is a [Spell] which creates [IgnitedGround|Ignited Ground] based off of your Maximum Mana.","Burning Inscription","[16,25,14,0]","",3,[],[354],"","",[],-1
525,"ShardScavenger","",347,"","","[25,58,59,33,2,1,0]","",3,[],[],1,"",[],-1
526,"DoubleBarrelSupport","",512,"Supports [Crossbow] [Ammunition] Skills, causing them to load an extra bolt at the cost of reload speed.","",[16],"",3,[],[],"","",[],-1
527,"AutoReloadSupport","",513,"Supports [Crossbow] [Ammunition] Skills, causing them to automatically reload when they [HeavyStun|Heavy Stun] an enemy.","",[16],"",3,[],[],"","",[],-1
528,"AmmoConservationSupport","",514,"Supports [Crossbow] [Ammunition] Skills, granting a chance to not consume a Bolt when firing.","",[16],"",3,[],[],"","",[],-1
529,"NimbleReloadSupport","",515,"Supports [Crossbow] [Ammunition] Skills, causing them to Reload bolts significantly faster.","",[16],"",3,[],[],"","",[],-1
530,"FreshClipSupport","",516,"Supports [Crossbow] Skills, granting them more damage for each bolt reloaded by that Skill in the last 6 seconds.","",[16],"",3,[],[],"","",[],-1
531,"SacrificialLambSupport","",517,"Supports skills which create [Minion|Minions], causing your skills which can target [Minion|Minions] to prioritise targeting [Minion|Minions] from the Supported Skill.","","[16,8]","",3,[],[],"","",[],-1
532,"OverwhelmingPresence","",348,"","","[25,58,59]","",3,[],[],1,"",[],-1
533,"AlchemistsBoon","",349,"","","[25,58,59,12]","",3,[],[],1,"",[],-1
534,"ReapersInvocation","",350,"","","[25,58,59,26,52]","",3,[],[351],1,1,[],-1
535,"Sacrifice","",352,"","","[25,8,58,59]","",3,[],[],1,"",[],-1
536,"Archmage","",353,"","","[25,58,59,2]","",3,[],[],1,"",[],-1
537,"MagneticSalvo","",355,"","","[25,13,14,5,2]","",3,[],[],"","",[],-1
538,"FreezingSalvo","",356,"","","[25,13,14,5,1]","",3,[],[],"","",[],-1
539,"TriggeredGasCloud","",357,"","","[25,14,15]","",3,[],[],"","",[],-1
540,"TriggeredDetonation","",358,"","","[25,14]","",3,[],[],"","",[],-1
541,"Berserk","",359,"","","[25,58,59]","",3,[],[],1,"",[],-1
542,"HeraldOfPlague","",360,"","","[25,58,59,3,31]","",3,[],[],1,"",[],-1
543,"HeraldOfBlood","",361,"","","[25,58,59,31]","",3,[],[],1,"",[],-1
544,"WitheringPresence","",362,"","","[25,58,59,3,15]","",3,[],[],1,"",[],-1
545,"CombatFrenzy","",363,"","","[25,58,59]","",3,[],[],1,"",[],-1
546,"CastOnBlock","",364,"","","[58,25,59,26,52]","",3,[],[365],1,1,[],-1
547,"GatheringStorm","",366,"","","[25,13,14,7,36,2,30,35]","",3,[],[],"","",[],-1
548,"UpheavalSupport","",518,"Supports [Melee] [Attack|Attacks] which create fissures in the ground, causing them to create additional fissures at the cost of damage and attack speed.","","[16,13,7]","",3,[],[],"","",[],-1
549,"GroundEffectDurationSupport","",520,"Supports Skills that create Ground Surfaces, causing those surfaces to last longer.","",[16],"",3,[],[],"","",[],-1
550,"TerrainChainSupport","",521,"Supports any Skill which creates [Projectile|Projectiles], giving those [Projectile|Projectiles] a chance to [Chain] when impacting terrain.","","[16,5]","",3,[],[],"","",[],-1
551,"TotemPlacementSpeedSupport","",522,"Supports Skills which place [Totem|Totems], causing those skills to place [Totem|Totems] much more quickly.","","[16,19]","",3,[],[],"","",[],-1
552,"LongFuseSupport","",523,"Supports Skills which fire [Grenade|Grenades], causing those [Grenade|Grenades] to have much higher duration and damage.","","[16,63]","",3,[],[],"","",[],-1
553,"PayloadSupport","",524,"Supports Skills which fire [Grenade|Grenades], giving fired [Grenade|Grenades] a chance to activate again, but lengthening their cooldowns.","","[16,63]","",3,[],[],"","",[],-1
554,"StripAwaySupport","",525,"Supports Skills which apply [Exposure] to Enemies, increasing the effect of applied [Exposure].","","[16,4]","",3,[],[],"","",[],-1
555,"IronwoodSupport","",526,"Supports Skills which create [Totem|Totems]. [Totem|Totems] created by Supported Skills have additional [ElementalDamage|Elemental] [Resistances].","","[16,19]","",3,[],[],"","",[],-1
556,"ConsideredCastingSupport","",527,"Supports [Spell] Skills that [HitDamage|Hit] Enemies and you cast yourself, boosting Damage at the cost of Cast Speed.","","[16,4]","",3,[],[],"","",[],-1
557,"WildshardsSupport","",528,"Supports [Spell] Skills that fire [Projectile|Projectiles]. Supported Skills have a chance to fire many additional [Projectile|Projectiles] in a circle.","","[16,4,5]","",3,[],[],"","",[],-1
558,"IcicleSupport","",529,"Supports any Skill which creates [IceCrystals|Ice Crystals], causing them to be created with lower Life.","",[16],"",3,[],[],"","",[],-1
559,"GlacierSupport","",530,"Supports any Skill which creates [IceCrystals|Ice Crystals], causing them to be created with higher Life.","",[16],"",3,[],[],"","",[],-1
560,"HeftSupport","",531,"Supports Skills which deal Damage, increasing the maximum [Physical] Damage of their [HitDamage|Hits].","",[16],"",3,[],[],"","",[],-1
561,"TempestuousTempoSupport","",532,"Supports Skills which deal Damage, raising [ElementalDamage|Elemental Damage] dealt for each Skill used [Recently] of a different [ElementalDamage|Elemental] type. Cannot support [Minion] Skills.","",[16],"",3,[],[],"","",[],-1
562,"ExtractionSupport","",533,"Supports [Spell] Skills. Using supported [Spell|Spells] will cause you to [Sacrifice] a portion of your Life on use, gaining extra [Chaos] Damage in exchange. Does not support [Persistent] Skills, [Minion] Skills, or [Trigger|Triggered] Skills.","",[16],"",3,[],[],"","",[],-1
563,"AstralProjectionSupport","",534,"Supports [Nova] Skills, causing those Skills to take place at the targeted location when used instead of around you.","",[16],"",3,[],[],"","",[],-1
564,"PracticedComboSupport","",535,"Supports [Strike] Skills. Supported Skills have a chance to build additional [Combo] on [HitDamage|Hit]. Cannot support Skills used by [Minion|Minions].","","[16,13,7,36]","",3,[],[],"","",[],-1
565,"LeverageSupport","",536,"Supports Skills which [HitDamage|Hit] Enemies. Supported Skills gain increased [Critical|chance to Critically Hit] against [Immobilised] Enemies.","",[16],"",3,[],[],"","",[],-1
566,"CulminationSupport","",537,"Supports [Melee] [Attack] Skills. Supported Skills gain [Combo] when you successfully [Strike] Enemies with other [Melee] [Attack|Attacks]. Supported Skills reset their [Combo] on use, dealing more Damage the higher [Combo] you had on use. Cannot support skills which already gain [Combo]. Cannot Support Skills used by [Minion|Minions].","","[16,13,7]","",3,[],[],"","",[],-1
567,"PotentialSupport","",538,"Supports Skills that you use yourself. Supported Skills will consume a [Charges|Power Charge] on use if possible, and will be much more likely to [Critical|Critically Hit] if they do. Supported Skills cannot generate [Charges|Power Charges].","",[16],"",3,[],[],"","",[],-1
568,"ExpanseSupport","",539,"Supports any Skill that you use yourself, granting it significantly higher Area of Effect but causing it to gain a long cooldown. Cannot support Skills which already have a cooldown.","","[16,14]","",3,[],[],"","",[],-1
569,"ExciseSupport","",540,"Supports any damaging Skill that you use yourself, granting it significantly higher chance to [Critical|Critically Hit], but causing it to gain a long cooldown. Cannot support Skills which already have a cooldown.","",[16],"",3,[],[],"","",[],-1
570,"ExecrateSupport","",541,"Supports any damaging Skill that you use yourself, granting it significantly higher chance to inflict [Ailments] on hit, but causing it to gain a long cooldown. Cannot support Skills which already have a cooldown.","",[16],"",3,[],[],"","",[],-1
571,"EnergyRetentionSupport","",542,"Supports [Meta] Skills. Supported Skills gain a chance to partially Refund a portion of [Energy] cost when [Trigger|Triggering] or [Invoke|Invoking] other Skills.","",[16],"",3,[],[],"","",[],-1
572,"FerocitySupport","",543,"Supports Skills that you use yourself. Supported Skills will consume a [Charges|Frenzy Charge] on use if possible, and will gain significant [SkillSpeed|Skill Speed] if they do. Supported Skills cannot generate [Charges|Frenzy Charges].","",[16],"",3,[],[],"","",[],-1
573,"AblationSupport","",544,"Supports [Offering] Skills. Supported Skills [Sacrifice] a portion of your life on use, but deal much more damage and have more powerful [Buff|Buffs] in return.","",[16],"",3,[],[],"","",[],-1
574,"DanseMacabreSupport","",545,"Supports [Offering] Skills. Supported Skills have increased [Buff] effect and deal more damage, but will target an additional skeletal [Minion] when cast. If there is not an additional skeletal [Minion] to target, no damage or [Buff] effect will be granted.","",[16],"",3,[],[],"","",[],-1
575,"CapacitorSupport","",546,"Supports Invocation Skills which [Trigger] other Skills. Supported Skills have significantly higher Maximum [Energy].","",[16],"",3,[],[],"","",[],-1
576,"ImpetusSupport","",547,"Supports [Meta] Skills. Supported Skills generate [Energy] significantly faster.","",[16],"",3,[],[],"","",[],-1
577,"BiddingSupport","",548,"Supports [Minion] Skills. Supported [Minion|Minions] deal significantly more damage with their Command Skills.","",[16],"",3,[],[],"","",[],-1
578,"TremorsSupport","",549,"Supports [Slam] Skills you use yourself. Supported Skills gain multiple independent chances to cause [Aftershock|Aftershocks], but deal less Damage.","","[16,13,7,40]","",3,[],[],"","",[],-1
579,"UniqueDuskVigilTriggeredBlazingCluster","",5295,"","","[25,4,14,5,0,15]","",3,[],[],"","",[],-1
580,"ExpandingGroundSupport","",550,"","",[16],"",3,[],[],"","",[],-1
581,"UniqueBreachLightningBolt","",215,"","","[25,4,14,2]","",3,[],[],"","",[],-1
