"rownum","Id","DisplayedName","Description","ActionType","Icon_DDSFile","ActiveSkillTargetTypes","ActiveSkillTypes","WeaponRestriction_ItemClasses","WebsiteDescription","WebsiteImage","HideOnWebsite","GrantedEffect","bool","SkillTotemId","IsManuallyCasted","Input_Stats","Output_Stats","MinionActiveSkillTypes","bool","isGem","SecondarySkillSpecificStats","SkillMine","AlternateSkillTargetingBehaviour","bool","AIFile","StatContextFlags","bool","bool","bool","TransfigureBase","i32","i32","string","rid","string","rid","rid","bool","string","i32","string"
342,"empty_action_loop_attack_4","","",290,"","[4,2,1]",[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
343,"empty_action_loop_attack_5","","",291,"","[4,2,1]",[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
344,"phys_cascade_trap","Seismic Trap","Throws a trap which, once triggered, repeatedly releases a number of waves for a duration. Each wave deals damage in a series of small bursts in a line, ending with a larger burst. Modifiers to trap throwing speed affects how frequently it releases waves.",292,"Art/2DArt/SkillIcons/SubterraneanTrap.dds","[2,1,20]","[1,8,6,15,7,32,71,27,89]",[],"","",1,"",1,25,1,"[7315,7316,7317,7319,17371,17372]","[24,3219,209,7318,11415,3219]",[],1,1,[],8,2,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
345,"expanding_pulse","","",293,"","[4,1,2]","[31,1,6]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
346,"trigger_beam","","",294,"","[1,2]","[1,31,0,6]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13,2,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
347,"architect_healing_beam","","",296,"",[3],[4],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
348,"monster_tornado","","",297,"",[4],"[1,7,8,31,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
349,"architect_combo_stomp","","",298,"","[1,2]","[1,7,31,6,71]",[],"","",1,"ArchitectComboStomp","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13,2,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
350,"architect_blood_explosion","","",299,"","[1,2]","[1,7,31,6,71]",[],"","",1,"ArchitectBloodExplosion","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
351,"architect_blood_beam","","",300,"","[1,2,4]","[1,7,6,71]",[],"","",1,"ArchitectBloodBeam","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
352,"translate_rotate","","",301,"",[1],[],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
353,"holy_path","Consecrated Path","Slams the ground at a targeted location. If an enemy is near where you target, you'll teleport to it from a short distance away, slam, and create an area of consecrated ground.",302,"Art/2DArt/SkillIcons/HolyPath.dds","[1,24,20]","[19,0,7,33,31,6,8,28,91,14]","[9,15,11,16,12,32,17,14,36,57]","","",1,"","",25,1,"[7934,7935,17364]","[24,423,11404]",[],1,1,[7909],8,0,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
354,"smite","Smite","Performs a melee attack, and causes lightning to strike a targeted location or nearby enemy, dealing damage in an area. Each target can only be hit once by this skill. Hitting an enemy grants an aura, giving you and your allies additional lightning damage for a duration.",303,"Art/2DArt/SkillIcons/Smite.dds","[1,2]","[19,0,7,8,23,6,20,38,4,30]","[9,15,11,16,12,32,17,14,36,57]","","",1,"","",25,1,"[7933,17452]","[24,17396]",[],1,1,[16833],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
355,"vaal_smite","Vaal Smite","Calls lightning down to infuse your weapon, then performs a melee attack and causes lightning to strike nearby enemies, dealing damage in an area around each. Hitting an enemy grants an aura, giving you and your allies additional lightning damage for a duration, and additional lightning bolts with Smite.",303,"Art/2DArt/SkillIcons/Smite.dds","[1,2]","[19,0,7,8,6,20,38,4,30,37]","[9,15,11,16,12,32,17,14,36,57]","","",1,"","",25,1,"[7933,17452]","[24,17396]",[],1,1,[16833],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
356,"execute_geal","","",304,"","[1,4,2]",[31],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
357,"execute_corpse_geal","","",304,"",[6],[31],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
358,"virulent_arrow","Scourge Arrow","Channel to infuse an arrow with chaos, gaining stages while it is held. Release to fire it, leaving spore pods in its wake. Each spore pod blooms, firing thorn arrows, which travel for a short time before dissipating. Modifiers that cause additional projectiles to be fired will only apply to the initial arrows, and the spore pods will be split between those arrows.",305,"Art/2DArt/SkillIcons/VirulentArrowSkillIcon.dds","[18,11,24]","[0,40,57,2,56,14,6,47,41]",[13],"","",1,"","",25,1,"[7938,17355]","[24,9289]",[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
359,"rain_of_spores","Toxic Rain","Fire arrows into the air that rain down around the targeted area, dealing damage to enemies they hit and creating spore pods where they land. Each spore pod deals chaos damage over time to nearby enemies and slows their movement speed. The pods last for a duration before bursting, dealing area damage.",306,"Art/2DArt/SkillIcons/RainOfSpores.dds","[1,2,20]","[0,40,57,7,10,14,13,15,6,41,8,34,61,41,31,88]",[13],"","",1,"",1,25,1,"[7939,7940,7941]","[24,167,438]",[],1,1,[],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
360,"triggered_rain_of_spores","Toxic Rain","Fire arrows into the air that rain down around the targeted area, dealing damage to enemies they hit and creating spore pods where they land. Each spore pod deals chaos damage over time to nearby enemies and slows their movement speed. The pods last for a duration before bursting, dealing area damage.",306,"Art/2DArt/SkillIcons/RainOfSpores.dds","[1,2,20]","[0,40,57,7,10,14,13,15,6,41,8,34,61,41,31,88,36,49,89]",[13],"","",1,"",1,25,1,"[7939,7940,7941]","[24,167,438]",[],1,1,[],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
361,"summon_relic","Summon Holy Relic","Summon a Holy Relic that stays near you. When you hit an enemy with an attack, the Holy Relic triggers a nova spell, with a very short cooldown, that deals physical damage to enemies and grants life regeneration to allies. This life regeneration is higher when applied to minions.",307,"Art/2DArt/SkillIcons/HolyRelicSkillIcon.dds","[1,2]","[31,15,5,17,21,1,14,13,76,89]",[],"","",1,"","",25,1,[],[],"[6,1,7,36,8,27]",1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
362,"proto_pizza_slam","","",308,"","[4,1,2]","[0,6,7]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35,3,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
363,"proto_abyss_slam","","",309,"","[4,1,2]","[0,6,7,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
364,"spawn_object","","",310,"","[4,1,2]",[31],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
365,"spawn_object_mtx_pale_boss","Summon an image of Beidat, Archangel of Death","Summons an image of Beidat, Archangel of Death. This is a non-combat entity.",310,"Art/2DArt/SkillIcons/LegionCommanderPaleFodder3.dds",[1],"[31,1,110,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
366,"spawn_object_mtx_pale_elite","Summon Pale Angel","Summons a Pale Angel. This is a non-combat entity.",310,"Art/2DArt/SkillIcons/LegionCommanderPaleFodder1.dds",[1],"[31,1,110,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
367,"spawn_object_mtx_pale_fodder_1","Summon Pale Cherubim","Summons a Pale Cherubim. This is a non-combat entity.",310,"Art/2DArt/SkillIcons/LegionCommanderPaleElite1.dds",[1],"[31,1,110,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
368,"spawn_object_mtx_pale_fodder_2","Summon Pale Servitor","Summons a Pale Servitor. This is a non-combat entity.",310,"Art/2DArt/SkillIcons/LegionCommanderPaleBoss.dds",[1],"[31,1,110,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
369,"spawn_object_mtx_demon_boss","Summon an image of K'tash, the Hate Shepherd","Summons an illusion of K'tash, the Hate Shepherd. This is a non-combat entity.",310,"Art/2DArt/SkillIcons/LegionCommanderDemonFodder1.dds",[1],"[31,1,110,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
370,"spawn_object_mtx_demon_elite","Summon Demon Harpy","Summons a Demon Harpy. This is a non-combat entity.",310,"Art/2DArt/SkillIcons/LegionCommanderDemonElite1.dds",[1],"[31,1,110,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
371,"spawn_object_mtx_demon_fodder_1","Summon Demon Imp","Summons a Demon Imp. This is a non-combat entity.",310,"Art/2DArt/SkillIcons/LegionCommanderDemonBoss.dds",[1],"[31,1,110,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
372,"spawn_object_mtx_demon_fodder_2","Summon Demon Beast","Summons a Demon Beast. This is a non-combat entity.",310,"Art/2DArt/SkillIcons/LegionCommanderDemonFodder2.dds",[1],"[31,1,110,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
373,"single_ground_laser","","",312,"","[2,3]","[1,6,31]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
374,"monster_haste","","",73,"Art/2DArt/SkillIcons/auraspeed.dds",[4],"[1,7,4,11,22,14,38,63,31,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
375,"monster_wrath","","",82,"Art/2DArt/SkillIcons/auralightning.dds",[4],"[1,7,4,11,22,14,38,30,63,31,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
376,"monster_fire_resist_aura","","",112,"Art/2DArt/SkillIcons/aurafireresist.dds",[4],"[1,7,4,11,22,14,38,28,63,31,71,89]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
377,"storm_brand","Storm Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, firing beams which deal damage to nearby enemies and those around them. The brand will detach if the enemy dies.",313,"Art/2DArt/SkillIcons/ConduitSigil.dds","[1,2]","[1,6,7,30,18,8,14,13,15,31,21,64,71]",[],"","",1,"","",25,1,"[8230,8226,8242,17451]","[8228,8225,24,17395]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
378,"banner_war","War Banner","Casting once reserves mana to carry a banner which increases the accuracy of nearby allies, and physical damage taken by nearby enemies. Gain stages by killing enemies while carrying the banner. Casting the skill again places the banner, ending the mana reservation. Once placed, it becomes more powerful for each stage gained. You cannot have multiple banners at the same time.",314,"Art/2DArt/SkillIcons/WarBanner.dds",[1],"[4,7,1,8,11,38,71,70,27,87,138]",[],"","",1,"","",25,1,"[8239,8268,14370]","[13340,1890,14079]",[],1,1,[],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
379,"banner_dread","Dread Banner","Casting once reserves mana to carry a banner which makes nearby allies inflict impale with attacks, and lessens the accuracy of nearby enemies. Gain stages by impaling enemies while carrying the banner. Casting the skill again places the banner, ending the mana reservation. Once placed, it becomes more powerful for each stage gained. You cannot have multiple banners at the same time.",315,"Art/2DArt/SkillIcons/DreadBanner.dds",[1],"[4,7,1,8,11,38,71,70,27,87,138]",[],"","",1,"","",25,1,"[8239,8267,14369]","[13340,1890,14079]",[],1,1,[],8,3,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
380,"betrayal_siege_cannon","","",316,"","[1,2,8]","[6,1,7,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
381,"feast_of_flesh","Feast of Flesh","Consume a number of corpses around you to recover life, mana and energy shield.",317,"Art/2DArt/SkillIcons/FeastofFlesh.dds",[4],"[1,7,31,71,83]",[],"","",1,"FeastOfFlesh","",25,"",[],[],[],1,"",[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
382,"donut_circle","","",318,"","[1,2]",[1],[],"","",1,"DonutCircle","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
383,"revive_monsters_in_cone","","",319,"",[6],[1],[],"","",1,"ReviveMonstersInCone","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
384,"create_monster_from_corpses","","",320,"",[6],[1],[],"","",1,"CreateMonsterFromCorpses","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
385,"armageddon_brand","Armageddon Brand","Creates a magical brand which can attach to a nearby enemy. It periodically activates while attached, causing a fiery meteor to fall from the sky. The brand will detach if the enemy dies.",321,"Art/2DArt/SkillIcons/ArmageddonBrand.dds","[1,2]","[1,6,7,28,8,14,13,15,31,21,64,71]",[],"","",1,"","",25,1,"[8229,8244,8243,17451]","[8227,7999,24,17395]",[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
386,"geometry_projectiles_spell","","",323,"","[2,1,4]","[31,6]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
387,"geometry_projectiles_attack","","",324,"","[2,1,4]","[31,0]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
388,"monkey_throw","","",325,"",[3],[1],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
389,"effect_driven_attack","","",326,"","[2,1,4]","[31,0]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
390,"effect_driven_spell","","",327,"","[2,1,4]","[31,1,6]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
391,"geometry_trigger","","",328,"","[2,1,4]",[31],[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
392,"rectangle_mortar_with_rotating_orbs","","",329,"","[2,1]","[1,2,31,6]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
393,"soulrend","Soulrend","Fires a [Pierce|Piercing] [Projectile] that seeks out enemies. Enemies hit are inflicted with a [Debuff] that [Hinder|Hinders] them and deals [Chaos] damage over time for a short duration.",330,"Art/2DArt/SkillIcons/Soulrend.dds","[2,1]","[1,8,2,34,6,41,21,31,13,15,14,69,56,139]",[],"","",1,"","",25,1,"[8615,8616,17740,17741]","[24,167,169,167]",[],1,1,[],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","Metadata/Monsters/Companions/AIScripts/Generic.ais","","",1,"",1,"Metadata/StatDescriptions/specific_skill_stat_descriptions/soulrend/"
394,"dark_ritual","Bane","Applies a debuff to enemies in an area, which deals chaos damage over Time. Linked hex curses are also applied to those enemies. The debuff deals more damage and lasts longer for each hex applied this way.  This skill cannot be used by Totems, Traps, or Mines.",331,"Art/2DArt/SkillIcons/DarkRitual.dds","[2,1,20,28]","[1,7,8,34,41,21,55,31,48,69,71,121]",[],"","",1,"","",25,1,"[8618,8619]","[24,423]",[],1,1,[17430],8,5,"","","[16,10,11,17,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
395,"wave_of_conviction","Wave of Conviction","An expanding wave of energy surges forward, damaging enemies in a cone-shaped area over a duration. Each enemy hit is inflicted with Exposure matching the element of which they took the highest damage. Only one Wave of Conviction can be active at a time",332,"Art/2DArt/SkillIcons/Purge.dds","[2,1]","[1,7,6,8,13,14,15,31,28,30,69,21,71,27]",[],"","",1,"","",25,1,"[8627,8628]","[24,209]",[],1,1,[8753],8,3,"","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
396,"spell_damage_aura","Zealotry","Casts an aura that grants bonuses to damage and critical strike chance of spells to you and your allies, and gives a chance to create Consecrated Ground against stronger enemies.",333,"Art/2DArt/SkillIcons/SpellDamageAura.dds",[4],"[1,7,4,11,22,14,38,71,80,119,138]",[],"","",1,"Spell Damage Aura","",25,1,"[8563,8562,8564,14368,14398]","[13319,1890,13340,14079,14253]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
397,"damage_over_time_aura","Malevolence","Casts an aura that multiplies damage over time and increases skill effect duration of you and your allies.",334,"Art/2DArt/SkillIcons/DeliriumAura.dds",[4],"[1,7,4,11,22,14,38,71,80,119,138]",[],"","",1,"Spell Damage Aura","",25,1,"[8426,8425,8427,14357,14387]","[13319,1890,13340,14079,14253]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
398,"dash_to_target","","",335,"","[1,2]","[1,33]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
399,"monster_soulrend","","",336,"","[2,1]","[1,7,8,2,34,41,21,31,13,15,14,48,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
400,"shock_rifle_disco","","",337,"","[2,1]","[1,2,6]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
401,"expanding_cone_waves","","",338,"","[2,1]","[1,7,6,71]",[],"","",1,"","",25,1,[],[],[],1,1,[],8,"","","","[3,18,29,10,11,16,17,19,26,27,12,13]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
402,"steelskin","Steelskin","Applies a buff which can take some of the damage from hits for you before being depleted. Shares a cooldown with other Guard skills.",339,"Art/2DArt/BuffIcons/QuickGuard.dds",[4],"[1,4,63,8,31,77,89]",[],"","",1,"","",25,1,"[9013,9346]","[8865,1001]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
403,"quick_dodge","Dash","Performs a series of quick teleports towards a targeted location. If using the \""Attack in Place\"" option, the direction is reversed. Shares a cooldown with other Blink skills.",340,"Art/2DArt/SkillIcons/QuickDash.dds",[1],"[1,33,78,79,89,104]",[],"","",1,"","",25,1,"[9360,9347]","[9359,11039]",[],1,1,[],8,4,"","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
404,"bladestorm","Bladestorm","Perform a spinning attack, damaging enemies around you and creating a bladestorm matching your stance. The bladestorm repeatedly damages enemies, based on your weapon damage and attack time, for a duration. Blood bladestorms are stationary and cause Bleeding, while Sand bladestorms move slowly forwards and Blind enemies. You are in Blood Stance by default.",341,"Art/2DArt/SkillIcons/BloodBladeStorm.dds","[2,1]","[0,19,7,8,23]","[9,15,11,16]","","",1,"","",25,1,[9349],[24],[],1,1,"[8802,17440]",8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
405,"blood_sand_stance","Blood and Sand","Casts a buff that grants different bonuses to melee skills depending on your stance. Using the skill again alternates between Blood Stance and Sand Stance.",342,"Art/2DArt/BuffIcons/SandStance.dds",[4],"[1,4,11,92,138]",[],"","",1,"","",25,1,"[9350,14344,14374]","[4363,14079,14253]",[],1,1,[],8,"","","",[],"","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
406,"blood_spears","Perforate","Smash the ground to bring forth multiple spears to damage enemies. When in Blood Stance, multiple spikes burst from the ground in sequence, able to hit enemies multiple times. In Sand Stance, the spikes are thrust outwards. You are in Blood Stance by default.",343,"Art/2DArt/SkillIcons/Bloodspears.dds","[2,1]","[0,7,6,19,23,91,14]","[9,15,11,16]","","",1,"","",25,1,"[9351,9352,17217]","[423,24,17216]",[],1,1,[8833],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
407,"chain_strike","Chain Hook","When used at range, throws out a chain, pulling you to the enemy hit dealing damage in an area behind them. When close to the enemy, just causes the area damage directly.",344,"Art/2DArt/SkillIcons/ChainStrike.dds","[2,1,20]","[0,7,6,33,19,23]","[9,11,12,32]","","",1,"","",25,1,"[9358,17338]","[24,17263]",[],1,1,[],8,5,"","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
408,"support_blunt_shockwave","Shockwave","Deals attack damage in an area.",345,"Art/2DArt/BuffIcons/Shockwave.dds","[2,1]","[0,7,6,31,36,19,114]","[12,32,17,14,57]","","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","",1,1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
409,"gore_shockwave","Gore Shockwave","Deals attack damage in an area.",345,"Art/2DArt/BuffIcons/Shockwave.dds","[2,1]","[0,7,6,31,36,19]",[16],"","",1,"","",25,"",[],[],[],1,"",[],8,"","","","[2,18,29,10,11,16,17,19,26,28,14,15,35]","","",1,"",-16843010,-16843010,"","","","","",1,"",0,"Metadata/StatDescriptions/skill_stat_descriptions/"
