"rownum","Id","HASH16","ModType","Level","Stat1","Stat2","Stat3","Stat4","Domain","Name","GenerationType","Families","Stat1Value","Stat2Value","Stat3Value","Stat4Value","i32","i32","rid","rid","row","[rid]","[rid]","[rid]","string","[rid]","[rid]","i32","i32","rid","[rid]","[rid]","[rid]","[rid]","[string]","bool","i32","i32","rid","i32","bool","[rid]","string","i32","[rid]","i32","i32","rid","rid","i32","i32","i32","[rid]","bool","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","rid","i32","i32","i32","[string]","bool","i32","i32","i32","i32","i32","i16","bool"
5569,"FlaskCurseImmunity1",62949,1088,18,1119,"","","",2,"of Warding",2,[2989],1,1,0,0,0,0,0,643814,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1532604092,[],"",0,0,369098752,2515,50331648,0,""
5570,"FlaskCurseImmunityUnique___1",25250,1088,1,1119,"","","",2,"",3,[2989],1,1,0,0,0,0,0,643938,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[20,34,587]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,732645641,[],"",0,0,-1845493760,2515,50331648,0,""
5571,"MonsterCastsEtherealKnivesText",62988,1089,1,1122,"","","",3,"",3,[471],1,1,0,0,0,0,0,644066,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1344316972,[],"",0,0,-503316480,2515,50331648,0,""
5572,"MonsterThrowsBeartrapsText",12640,1090,1,1123,"","","",3,"",3,[472],1,1,0,0,0,0,0,644138,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1175156587,[],"",0,0,704643072,2516,50331648,0,""
5573,"MonsterCastsLightningThornsText",60393,1091,1,1124,"","","",3,"",3,[473],1,1,0,0,0,0,0,644220,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1514779041,[],"",0,0,2080374784,2516,50331648,0,""
5574,"MonsterThrowsFireBombsText",65350,1092,1,1125,"","","",3,"",3,[474],1,1,0,0,0,0,0,644292,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-749523947,[],"",0,0,-1006632960,2516,50331648,0,""
5575,"MonsterThrowsPoisonBombsText",20310,1093,1,1126,"","","",3,"",3,[475],1,1,0,0,0,0,0,644368,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,304831869,[],"",0,0,268435456,2517,50331648,0,""
5576,"MonsterThrowsChaosBombsText",6960,1094,1,4614,"","","",3,"",3,[475],1,1,0,0,0,0,0,644442,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,66984142,[],"",0,0,1509949440,2517,50331648,0,""
5577,"MonsterCastsFreezingPulseText",4636,1095,1,1127,"","","",3,"",3,[476],1,1,0,0,0,0,0,644520,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,841359418,[],"",0,0,-1476395008,2517,50331648,0,""
5578,"MonsterCleavesText",51278,1096,1,1128,"","","",3,"",3,[477],1,1,0,0,0,0,0,644576,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1515098624,[],"",0,0,-536870912,2517,50331648,0,""
5579,"MonsterFiresIceShotArrowsText",23621,1097,1,1129,"","","",3,"",3,[478],1,1,0,0,0,0,0,644654,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-944464911,[],"",0,0,771751936,2518,50331648,0,""
5580,"MonsterCastsConductivityText",42237,1098,1,1130,"","","",3,"",3,[479],1,1,0,0,0,0,0,644730,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,39364261,[],"",0,0,2046820352,2518,50331648,0,""
5581,"MonsterCastsFlammabilityText",61365,1099,1,1131,"","","",3,"",3,[480],1,1,0,0,0,0,0,644806,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1923063083,[],"",0,0,-973078528,2518,50331648,0,""
5582,"MonsterCastsAugmentedFireballsText",13181,1100,1,1132,"","","",3,"",3,[481],1,1,0,0,0,0,0,644894,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1856396764,[],"",0,0,503316480,2519,50331648,0,""
5583,"MonsterChannelsLightningText",17162,1101,1,1133,"","","",3,"",3,[482],1,1,0,0,0,0,0,644970,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-27280043,[],"",0,0,1778384896,2519,50331648,0,""
5584,"MonsterCastsArcText",32676,1102,1,1134,"","","",3,"",3,[483],1,1,0,0,0,0,0,645028,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1393503403,[],"",0,0,-1543503872,2519,50331648,0,""
5585,"MonsterRaisesZombiesText",57499,1103,1,1135,"","","",3,"",3,[484],1,1,0,0,0,0,0,645096,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,853004876,[],"",0,0,-402653184,2519,50331648,0,""
5586,"MonsterCastsIceShieldText",62172,1104,1,1136,"","","",3,"",3,[485],1,1,0,0,0,0,0,645166,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,808436467,[],"",0,0,771751936,2520,50331648,0,""
5587,"MonsterCastsUnholyFireText",23145,1105,1,1137,"","","",3,"",3,[486],1,1,0,0,0,0,0,645238,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1600521488,[],"",0,0,1979711488,2520,50331648,0,""
5588,"MonsterGainsPowerChargeOnKinDeath",35668,1106,1,1140,"","","",3,"",3,[487],1,1,0,0,0,0,0,645324,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[576],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,743876354,[],"",0,0,-603979776,2520,50331648,0,""
5589,"MonsterCastsDischargeText",46217,1107,1,1141,"","","",3,"",3,[488],1,1,0,0,0,0,0,645410,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1665849283,[],"",0,0,570425344,2521,50331648,0,""
5590,"MonsterSummonsWaterElementalsText",45505,1108,1,1145,"","","",3,"",3,[489],1,1,0,0,0,0,0,645496,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1865146090,[],"",0,0,2013265920,2521,50331648,0,""
5591,"MonsterUsesDoubleStrikeText",40587,1109,1,1147,"","","",3,"",3,[490],1,1,0,0,0,0,0,645570,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2105009149,[],"",0,0,-1040187392,2521,50331648,0,""
5592,"MonsterCastSpeed1",56366,117,1,210,"","","",3,"",3,[35],50,50,0,0,0,0,0,645624,74,[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1734458192,[],"",0,0,671088640,2522,50331648,0,""
5593,"MonsterCastSpeed2",29391,117,1,210,"","","",3,"",3,[35],100,100,0,0,0,0,0,645726,74,[171],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[34,324]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,39940270,[],"",0,0,-1912602624,2522,50331648,0,""
5594,"MonsterRollsOverEnemiesText",49519,1110,1,1149,"","","",3,"",3,[491],1,1,0,0,0,0,0,645848,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1144948049,[],"",0,0,-671088640,2522,50331648,0,""
5595,"CausesBleedingUniqueTwoHandAxe4",51652,1113,1,6112,"","","",1,"",3,[492],1,1,0,0,0,0,0,645930,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1160350957,[],"",0,0,2046820352,2523,50331648,0,""
5596,"CausesBleedingUniqueTwoHandAxe4Updated",16272,1114,1,2738,"","","",1,"",3,[492],50,50,0,0,0,0,0,646106,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1914326411,[],"",0,0,704643072,2524,50331648,0,""
5597,"CausesBleedingUniqueTwoHandAxe7",64326,1112,1,5993,"","","",1,"",3,[492],1,1,0,0,0,0,0,646268,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1388292601,[],"",0,0,-872415232,2524,50331648,0,""
5598,"CausesBleedingUniqueTwoHandAxe7Updated",14133,1114,1,2738,"","","",1,"",3,[492],25,25,0,0,0,0,0,646444,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1579247892,[],"",0,0,2080374784,2525,50331648,0,""
5599,"CausesBleedingUniqueOneHandAxe5",25618,1112,1,5993,"","","",1,"",3,[492],1,1,0,0,0,0,0,646606,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2139757464,[],"",0,0,503316480,2526,50331648,0,""
5600,"CausesBleedingUniqueOneHandAxe5Updated_",7689,1114,1,2738,"","","",1,"",3,[492],25,25,0,0,0,0,0,646784,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1528841514,[],"",0,0,-805306368,2526,50331648,0,""
5601,"CausesBleedingUnique__1",44093,1112,1,5993,"","","",1,"",3,[492],1,1,0,0,0,0,0,646930,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1984158335,[],"",0,0,1644167168,2527,50331648,0,""
5602,"CausesBleedingUnique__1Updated_",62703,1114,1,2738,"","","",1,"",3,[492],25,25,0,0,0,0,0,647092,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1644730087,[],"",0,0,67108864,2528,50331648,0,""
5603,"CausesBleedingUnique__2",51591,1112,1,5993,"","","",1,"",3,[492],1,1,0,0,0,0,0,647238,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1849534395,[],"",0,0,-1778384896,2528,50331648,0,""
5604,"CausesBleedingUnique__2Updated",41528,1114,1,2738,"","","",1,"",3,[492],25,25,0,0,0,0,0,647398,74,[172],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,133211592,[],"",0,0,905969664,2529,50331648,0,""
5605,"CauseseBleedingOnCritUniqueDagger9",22723,2021,1,6085,"","","",1,"",3,[1117],50,50,0,0,0,0,0,647566,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,572,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-133783355,[],"",0,0,-570425344,2529,50331648,0,""
5606,"CausesBleedingOnCritUniqueDagger11",8604,2022,1,6093,"","","",1,"",3,[1117],100,100,0,0,0,0,0,647734,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[315,313,319,583]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1772505147,[],"",0,0,1979711488,2530,50331648,0,""
5607,"AttacksDealNoPhysicalDamage",60590,1115,1,1120,"","","",1,"",3,[493],1,1,0,0,0,0,0,647872,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[606,579,313,319]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,19459462,[],"",0,0,0,2531,50331648,0,""
5608,"GoldenLightBeam",30198,1116,1,1153,"","","",1,"",3,[494],1,1,0,0,0,0,0,647986,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1379280832,[],"",0,0,838860800,2531,50331648,0,""
5609,"CannotBeStunnedOnLowLife",8924,1117,1,1151,"","","",1,"",3,[495],1,1,0,0,0,0,0,648054,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,886642181,[],"",0,0,1979711488,2531,50331648,0,""
5610,"MonsterCastsLightningWarpText",59968,1118,1,1152,"","","",3,"",3,[496],1,1,0,0,0,0,0,648132,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1894554284,[],"",0,0,-1006632960,2531,50331648,0,""
5611,"MonsterCastsFrostbiteText",36362,1119,1,1154,"","","",3,"",3,[497],1,1,0,0,0,0,0,648202,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,432969668,[],"",0,0,167772160,2532,50331648,0,""
5612,"MapTierDifficulty1",30129,1120,1,"","","","",6,"",3,[499],10,10,10,10,0,0,0,648258,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-618549616,[],"",0,0,1107296256,2532,50331648,0,""
5613,"MapTierDifficulty2",2578,1120,1,"","","","",6,"",3,[499],20,20,20,20,0,0,0,648314,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,578562158,[],"",0,0,2046820352,2532,50331648,0,""
5614,"MapTierDifficulty3",20440,1120,1,"","","","",6,"",3,[499],30,30,30,30,0,0,0,648370,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-2139828308,[],"",0,0,-1308622848,2532,50331648,0,""
5615,"MapTierDifficulty4",24630,1120,1,"","","","",6,"",3,[499],40,40,40,40,0,0,0,648426,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-145778823,[],"",0,0,-369098752,2532,50331648,0,""
5616,"MapTierDifficulty5",34237,1120,1,"","","","",6,"",3,[499],50,50,50,50,0,0,0,648482,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-187928207,[],"",0,0,570425344,2533,50331648,0,""
5617,"MapTierDifficulty6_",62348,1120,1,"","","","",6,"",3,[499],61,61,60,60,0,0,0,648540,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1389797723,[],"",0,0,1543503872,2533,50331648,0,""
5618,"MapTierDifficulty7",17392,1120,1,"","","","",6,"",3,[499],72,72,71,71,0,0,0,648596,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1820471155,[],"",0,0,-1811939328,2533,50331648,0,""
5619,"MapTierDifficulty8",59995,1120,1,"","","","",6,"",3,[499],86,86,82,82,0,0,0,648652,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1475263926,[],"",0,0,-872415232,2533,50331648,0,""
5620,"MapTierDifficulty9",63408,1120,1,"","","","",6,"",3,[499],106,106,93,93,0,0,0,648708,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1074313145,[],"",0,0,67108864,2534,50331648,0,""
5621,"MapTierDifficulty10",48776,1120,1,"","","","",6,"",3,[499],130,130,105,105,0,0,0,648766,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,833654584,[],"",0,0,1040187392,2534,50331648,0,""
5622,"MapTierDifficulty11",4379,1120,1,"","","","",6,"",3,[499],158,158,117,117,0,0,0,648824,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1298750578,[],"",0,0,2013265920,2534,50331648,0,""
5623,"MapTierDifficulty12",21763,1120,1,"","","","",6,"",3,[499],190,190,130,130,0,0,0,648882,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1220091322,[],"",0,0,-1308622848,2534,50331648,0,""
5624,"MapTierDifficulty13",15062,1120,1,"","","","",6,"",3,[499],226,226,144,144,0,0,0,648940,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2135049620,[],"",0,0,-335544320,2534,50331648,0,""
5625,"MapTierDifficulty14",51794,1120,1,"","","","",6,"",3,[499],226,226,144,144,0,0,0,648998,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2542196,[],"",0,0,637534208,2535,50331648,0,""
5626,"MonsterNoDropsOrExperience",34281,1121,1,854,"","","",3,"",3,[500],1,1,0,0,0,0,0,649070,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-1074775527,[],"",0,0,1845493760,2535,50331648,0,""
5627,"MonsterNoDrops",29102,1122,1,2324,"","","",3,"",3,[501],1,1,0,0,0,0,0,649118,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-424896766,[],"",0,0,-1644167168,2535,50331648,0,""
5628,"AuraEffectUniqueShieldInt2",44946,1123,1,3690,"","","",1,"",3,[502],20,20,0,0,0,0,0,649190,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1319559476,[],"",0,0,-167772160,2535,50331648,0,""
5629,"AuraEffectOnMinionsUniqueShieldInt2",9563,1124,1,1109,"","","",1,"",3,[503],20,20,0,0,0,0,0,649296,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,420494411,[],"",0,0,1879048192,2536,50331648,0,""
5630,"AuraEffectUnique__1",53,1123,1,3690,"","","",1,"",3,[502],20,20,0,0,0,0,0,649386,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-428087730,[],"",0,0,-1174405120,2536,50331648,0,""
5631,"AuraEffectUnique__2____",18288,1123,1,3690,"","","",1,"",3,[502],10,10,0,0,0,0,0,649468,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[321],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,895906326,[],"",0,0,201326592,2537,50331648,0,""
5632,"AuraEffectOnMinionsUnique__1_",12318,1124,1,1109,"","","",1,"",3,[503],20,20,0,0,0,0,0,649562,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,"[320,321]","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,-695802216,[],"",0,0,2046820352,2537,50331648,0,""
5633,"RestlessDeadUniqueMap4",32965,1125,1,1168,"","","",6,"",3,[505],10,10,0,0,0,0,0,649658,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1458624053,[],"",0,0,-1174405120,2537,50331648,0,""
5634,"RestlessDeadDescent2_",11193,1126,1,1168,1217,"","",6,"",3,[505],10,10,1,1,0,0,0,649720,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,2144490603,[],"",0,0,-134217728,2537,50331648,0,""
5635,"AreaDamageUniqueBodyDexInt1",13099,1127,1,604,"","","",1,"",3,[506],40,50,0,0,0,0,0,649794,74,[],[],[],"",[],[],0,0,"",[],[],[],[],[],"",0,0,"",100,"",[],"",2,[],0,0,"","",0,0,6,[579],"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",-16843010,-16843010,1177974045,[],"",0,0,1375731712,2538,50331648,0,""
