"rownum","Id","DaggerEPKFile","BowEPKFile","OneHandedMaceEPKFile","OneHandedSwordEPKFile","string","TwoHandedSwordEPKFile","TwoHandedStaffEPKFile","HASH16","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","u16"
230,"Footprint_WinterDragon","","","","","","","",-10683,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
231,"Footprint_Scourge","","","","","","","",-13644,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
232,"Weapon_OnyxOblivion","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/OnyeOblivion/epks/staff.epk",21556,1299316736,4,1261961216,4,1299316736,4,1237843968,4,56492032,0,1312423936,4,1274675200,4,56492032,0,56492032,0,56492032,0,0
233,"Weapon_Xenozak","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/xenozak/epk/staff.epk",-21234,1384513536,4,1349517312,4,1384513536,4,1326972928,4,56492032,0,1396834304,4,1361444864,4,56492032,0,56492032,0,56492032,0,0
234,"Weapon_Imperator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Despot/staff.epk",-9764,1476657152,4,1432092672,4,1476657152,4,1410859008,4,56492032,0,1488191488,4,1454505984,4,56492032,0,56492032,0,56492032,0,0
235,"Weapon_Nullifier","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Ender/staff.epk",9992,1566572544,4,1522532352,4,1566572544,4,1501560832,4,56492032,0,1577975808,4,1544683520,4,56492032,0,56492032,0,56492032,0,0
236,"Weapon_Annihilator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Darkstar/staff.epk",-4457,1658847232,4,1613234176,4,1658847232,4,1670643712,4,56492032,0,1681653760,4,1636171776,4,56492032,0,56492032,0,56492032,0,0
237,"Weapon_Ravager","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Devourer/staff.epk",13917,1762394112,4,1716781056,4,1762394112,4,1695023104,4,56492032,0,1774190592,4,1739718656,4,56492032,0,56492032,0,56492032,0,0
238,"Weapon_Incinerator","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Incinerator/staff.epk",11547,1857814528,4,1810628608,4,1857814528,4,1788084224,4,56492032,0,1870004224,4,1834352640,4,56492032,0,56492032,0,56492032,0,0
239,"Weapon_Harmony","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony/epk/staff.epk",18269,1941307392,4,1906311168,4,1941307392,4,1883766784,4,56492032,0,1953628160,4,1918238720,4,56492032,0,56492032,0,56492032,0,0
240,"Footprint_Harmony","","","","","","","",-803,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
241,"Weapon_Heritage","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_heritage/epk/staff.epk",-13558,2033451008,4,1994915840,4,2033451008,4,1970012160,4,56492032,0,2046951424,4,2008023040,4,56492032,0,56492032,0,56492032,0,0
242,"Footprint_Heritage","","","","","Metadata/Effects/Microtransactions/foot_prints/harmony_heritage/fx_epk_foot_trails.epk","","",9723,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,2062417920,4,2062417920,4,56492032,0,0
243,"Weapon_Divergence","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/harmony_divergence/epk/staff.epk",27186,2141192192,4,2101870592,4,2141192192,4,2076442624,4,56492032,0,-2140012544,4,2115239936,4,56492032,0,56492032,0,56492032,0,0
244,"Footprint_Divergence","","","","","","","",2104,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
245,"Weapon_Vulcan","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Vulcan/staff.epk",30113,-2056257536,4,-2100822016,4,-2056257536,4,-2122055680,4,56492032,0,-2044723200,4,-2078408704,4,56492032,0,56492032,0,56492032,0,0
246,"Footprint_GodofThunder","","","","","","","",-30292,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
247,"Footprint_Cursed","","","","","","","",-18732,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
248,"Weapon_EliteEmberkeep","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/EliteEmberkeep/staff.epk",794,-1953103872,4,-2001862656,4,-1953103872,4,-2025193472,4,56492032,0,-1940520960,4,-1977352192,4,56492032,0,56492032,0,56492032,0,0
249,"Weapon_Mercurial","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Mercurial/staff.epk",-18563,-1857945600,4,-1904082944,4,-1857945600,4,-1926103040,4,56492032,0,-1846018048,4,-1880883200,4,56492032,0,56492032,0,56492032,0,0
250,"Weapon_Harmonious","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Harmonious/staff.epk",-2524,-1763180544,4,-1809842176,4,-1763180544,4,-1832124416,4,56492032,0,-1751121920,4,-1786380288,4,56492032,0,56492032,0,56492032,0,0
251,"Weapon_GodofThunder","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/godofthunder/epk/staff.epk",-9621,-1676017664,4,-1712979968,4,-1676017664,4,-1736835072,4,56492032,0,-1663041536,4,-1700397056,4,56492032,0,56492032,0,56492032,0,0
252,"Gloves_ArchnemesisHandsOfTheHighTemplar","","","","","Metadata/Effects/Microtransactions/gloves/ArchnemesisHighTemplarHands/epks/tier_corruption.epk","","",7586,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,-1645346816,4,-1645346816,4,56492032,0,0
253,"Weapon_Phantom","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_phantom/epk/staff.epk",-15762,-1569849344,4,-1606811648,4,-1569849344,4,-1630666752,4,56492032,0,-1556873216,4,-1594228736,4,56492032,0,56492032,0,56492032,0,0
254,"Weapon_Aristocrat","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masq_aristocrat/epk/staff.epk",16151,-1479278592,4,-1517420544,4,-1479278592,4,-1542062080,4,56492032,0,-1465909248,4,-1504444416,4,56492032,0,56492032,0,56492032,0,0
255,"Weapon_Knightmaster","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/axemace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/1h_sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/2h_sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Knightmaster/staff.epk",4044,-1379926016,4,-1427636224,4,-1379926016,4,-1450442752,4,56492032,0,-1367605248,4,-1403650048,4,56492032,0,56492032,0,56492032,0,0
256,"Weapon_Iridescent","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/others_controller.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/masquerade/epks2/staff_controller.epk",-22593,-1325924352,4,-1353318400,4,-1325924352,4,-1353318400,4,56492032,0,-1353318400,4,-1353318400,4,56492032,0,56492032,0,56492032,0,0
257,"Weapon_Reaper","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/others_7.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/eldritch/epk/staff_7.epk",3595,-1285685248,4,-1309671424,4,-1285685248,4,-1309671424,4,56492032,0,-1309671424,4,-1309671424,4,56492032,0,56492032,0,56492032,0,0
258,"Weapon_GoldTreasureHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/staff.epk",-27639,-1246232576,4,-1269694464,4,-1246232576,4,-1269694464,4,56492032,0,-1269694464,4,-1269694464,4,56492032,0,56492032,0,56492032,0,0
259,"Weapon_SilverTreasureHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/staff.epk",13671,-1246232576,4,-1269694464,4,-1246232576,4,-1269694464,4,56492032,0,-1269694464,4,-1269694464,4,56492032,0,56492032,0,56492032,0,0
260,"Weapon_BronzeTreasureHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/staff.epk",8266,-1246232576,4,-1269694464,4,-1246232576,4,-1269694464,4,56492032,0,-1269694464,4,-1269694464,4,56492032,0,56492032,0,56492032,0,0
261,"Weapon_GhostflameTreasureHunter","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/treasure/epk/staff.epk",-8627,-1246232576,4,-1269694464,4,-1246232576,4,-1269694464,4,56492032,0,-1269694464,4,-1269694464,4,56492032,0,56492032,0,56492032,0,0
262,"Weapon_Soulstunning","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/soul_blade/soulBlade.epk",-19049,-1219100672,4,-1219100672,4,-1219100672,4,-1219100672,4,56492032,0,-1219100672,4,-1219100672,4,56492032,0,56492032,0,56492032,0,0
263,"Weapon_Mist1","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/1_staff.epk",-7220,-1182793728,4,-1205338112,4,-1182793728,4,-1205338112,4,56492032,0,-1205338112,4,-1205338112,4,56492032,0,56492032,0,56492032,0,0
264,"Weapon_Mist2","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/2_staff.epk",-8892,-1146355712,4,-1168900096,4,-1146355712,4,-1168900096,4,56492032,0,-1168900096,4,-1168900096,4,56492032,0,56492032,0,56492032,0,0
265,"Weapon_Mist3","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_all.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/mist/epk/3_staff.epk",12690,-1109917696,4,-1132462080,4,-1109917696,4,-1132462080,4,56492032,0,-1132462080,4,-1132462080,4,56492032,0,56492032,0,56492032,0,0
266,"Weapon_CultistSpirit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/cult_staff.epk",32691,-1069940736,4,-1094975488,4,-1069940736,4,-1094975488,4,56492032,0,-1094975488,4,-1094975488,4,56492032,0,56492032,0,56492032,0,0
267,"Weapon_MercenarySpirit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/merce_staff.epk",6141,-1026818048,4,-1052114944,4,-1026818048,4,-1052114944,4,56492032,0,-1052114944,4,-1052114944,4,56492032,0,56492032,0,56492032,0,0
268,"Weapon_PyromaniacSpirit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/pyro_staff.epk",-30521,-983695360,4,-1008730112,4,-983695360,4,-1008730112,4,56492032,0,-1008730112,4,-1008730112,4,56492032,0,56492032,0,56492032,0,0
269,"Weapon_TemplarZealotSpirit","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_others.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/Possessed/epk/templar_staff.epk",1705,-939524096,4,-965345280,4,-939524096,4,-965345280,4,56492032,0,-965345280,4,-965345280,4,56492032,0,56492032,0,56492032,0,0
270,"Footprint_CorpseBloom","","","","","","","",7926,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,56492032,0,0
271,"Weapon_HighTemplar","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/high_templar/epk/staff.epk",18472,-857997312,4,-894959616,4,-857997312,4,-918814720,4,56492032,0,-845021184,4,-882376704,4,56492032,0,56492032,0,56492032,0,0
272,"Weapon_Beehive","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/dwc.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/bow.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/axe_mace.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/sword.epk","","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/sword.epk","Metadata/Effects/Microtransactions/Weapon_effects/Weapon_effects/beehive/epk/staff.epk",-29677,-773062656,4,-808058880,4,-773062656,4,-760741888,4,56492032,0,-749338624,4,-796131328,4,56492032,0,56492032,0,56492032,0,0
