"rownum","BaseItemTypesKey","Stacks","CurrencyUseType","Action","Directions","FullStack_BaseItemTypesKey","Description","Usage_AchievementItemsKeys","bool","CosmeticTypeName","Possession_AchievementItemsKey","[rid]","[i32]","CurrencyTab_StackSize","XBoxDirections","i32","rid","rid","ModifyMapsAchievements","ModifyContractsAchievements","CombineAchievements","i32","[i32]","ShopTag","IsHardmode","DescriptionHardmode","IsGold"
2439,1963,1,1,"grant_micro","","","Adds the Assassin Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",1,[],[],[],12,[17],440,"","",""
2440,1964,1,1,"grant_micro","","","Adds the Assassin Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],440,"","",""
2441,1965,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Assassin Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],440,"","",""
2442,1966,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Assassin Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],440,"","",""
2443,1967,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Assassin Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],440,"","",""
2444,1968,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Assassin Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],440,"","",""
2445,1969,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Assassin Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],440,"","",""
2446,1970,1,1,"grant_micro","","","Adds the Assassin Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",1,[],[],[],2,"[2,5]",440,"","",""
2447,1971,1,1,"grant_micro","","","The Assassin Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",1,[],[],[],15,[14],440,"","",""
2448,1972,1,1,"grant_micro","","","Adds the Vanguard Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],434,"","",""
2449,1973,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vanguard Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],434,"","",""
2450,1974,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Vanguard Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],434,"","",""
2451,1975,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Vanguard Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],434,"","",""
2452,1976,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Vanguard Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],434,"","",""
2453,1977,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Vanguard Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],434,"","",""
2454,1978,1,1,"grant_micro","","","Adds the Vanguard Banner Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],434,"","",""
2455,1979,1,1,"grant_micro","","","Adds the Vanguard Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",434,"","",""
2456,1980,1,1,"grant_micro","","","The Vanguard Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],434,"","",""
2457,1981,1,1,"grant_micro","","","Adds the Empyrean Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],441,"","",""
2458,1982,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Empyrean Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],441,"","",""
2459,1983,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Empyrean Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],441,"","",""
2460,1984,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Empyrean Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],441,"","",""
2461,1985,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Empyrean Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],441,"","",""
2462,1986,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Empyrean Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],441,"","",""
2463,1987,1,1,"grant_micro","","","Adds the Empyrean Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],441,"","",""
2464,1988,1,1,"modify_portal_variation","","","This character's portals use the Empyrean Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],441,"","",""
2465,1989,1,1,"grant_micro","","","Adds the Empyrean Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",441,"","",""
2466,1990,1,1,"grant_micro","","","The Empyrean Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],441,"","",""
2467,1991,1,1,"grant_micro","","","Adds the Crucible Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],436,"","",""
2468,1992,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crucible Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],436,"","",""
2469,1993,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Crucible Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],436,"","",""
2470,1994,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Crucible Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],436,"","",""
2471,1995,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Crucible Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],436,"","",""
2472,1996,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Crucible Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],436,"","",""
2473,1997,1,1,"grant_micro","","","Adds the Crucible Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],436,"","",""
2474,1998,1,1,"modify_portal_variation","","","This character's portals use the Crucible Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],436,"","",""
2475,1999,1,1,"grant_micro","","","Adds the Crucible Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",436,"","",""
2476,2000,1,1,"grant_micro","","","The Crucible Apparition possesses your character.",[],"","Apparition Effect","",[],[],0,"",0,"",2,[],[],[],15,[14],436,"","",""
2477,2001,1,1,"grant_micro","","","Your Blade Vortex becomes a Sawblade Effect.",[],"","Blade Vortex Skin","",[],[],0,"",0,"","",[],[],[],17,[36],494,"","",""
2478,2002,1,1,"grant_micro","","","Replaces the default skin on your Ancestral Warchief and Earthbreaker Totems with a Void version.",[],"","Ancestral Warchief Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],410,"","",""
2479,2003,1,1,"modify_portal_variation","","","This character's portals use the Doomcrow Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],450,"","",""
2480,2004,1,1,"grant_micro","","","Your Barrage becomes a Celestial Effect.",[],"","Barrage Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],348,"","",""
2481,2005,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Oriath Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],405,"","",""
2482,2006,1,1,"grant_micro","","","Changes the appearance of any equipped Staff, Two Hand Axe or Mace to a Colossus Axe.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,[1],364,"","",""
2483,2007,1,1,"grant_micro","","","Adds the Arctic Crystal Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],335,"","",""
2484,2008,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Arctic Crystal Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,[1],335,"","",""
2485,2009,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Demon Parasite Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],333,"","",""
2486,2010,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Demon Parasite Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],333,"","",""
2487,2011,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Demon Parasite Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],333,"","",""
2488,2012,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Demon Parasite Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],333,"","",""
2489,2013,1,1,"grant_micro","","","Adds the Demon Parasite Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],333,"","",""
2490,2014,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",1,[],[],[],16,[15],453,"","",""
2491,2015,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],411,"","",""
2492,2016,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],411,"","",""
2493,2017,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],411,"","",""
2494,2018,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],411,"","",""
2495,2019,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],411,"","",""
2496,2020,1,1,"grant_micro","","","Attaches the Maraketh Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",3,[],[],[],16,[15],411,"","",""
2497,2021,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Arctic Crystal Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],335,"","",""
2498,2022,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Arctic Crystal Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],335,"","",""
2499,2023,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Arctic Crystal Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",1,[],[],[],8,[11],335,"","",""
2500,2024,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Arctic Crystal Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",1,[],[],[],4,[9],335,"","",""
2501,2025,1,1,"grant_micro","","","Adds the Purple Crystal Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],393,"","",""
2502,2026,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Purple Crystal Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],393,"","",""
2503,2027,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Purple Crystal Boots.",[],"","Boots Skin","",[],[],0,"",0,"","",[],[],[],9,[12],393,"","",""
2504,2028,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Purple Crystal Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"","",[],[],[],8,[11],393,"","",""
2505,2029,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Purple Crystal Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"","",[],[],[],4,[9],393,"","",""
2506,2030,1,1,"grant_micro","","","Adds the Celestial Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],348,"","",""
2507,2031,1,1,"grant_micro","","","Attaches the Arctic Crystal Apparition Effect to your character.",[],"","Apparition Effect","",[],[],0,"",0,"",1,[],[],[],15,[14],335,"","",""
2508,2032,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sin Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],385,"","",""
2509,2033,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Innocence Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],439,"","",""
2510,2034,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Sin and Innocence Shield.",[],"","Shield Skin","",[],[],0,"",0,"","",[],[],[],0,[4],385,"","",""
2511,2035,1,1,"grant_micro","","","Adds the Crimson Seraph Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"","",[],[],[],2,"[2,5]",340,"","",""
2512,2036,1,1,"grant_micro","","","Adds the Void Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],410,"","",""
2513,2037,1,1,"grant_micro","","","Your Mirage Archer becomes a Stygian Effect.",[],"","Mirage Archer Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],387,"","",""
2514,2038,1,1,"grant_micro","","","Changes the appearance of any equipped Sword, One Hand Axe or One Hand Mace to the Colossus Machete.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,"[1,4]",364,"","",""
2515,2041,1,1,"grant_micro","","","Attaches the Lightning Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",0,[],[],[],16,[15],345,"","",""
2516,2039,1,1,"grant_micro","","","Your Aura becomes a Lava Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],372,"","",""
2517,2040,1,1,"grant_micro","","","Attaches the Purple Crystal Apparition Effect to your character.",[],"","Apparition Effect","",[],[],0,"",0,"","",[],[],[],15,[14],393,"","",""
2518,2042,1,1,"modify_portal_variation","","","This character's portals use the Sentinel Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"","",[],[],[],11,[20],405,"","",""
2519,2043,1,1,"grant_micro","","","Your Aura becomes a Stygian Effect.",[],"","Aura Skin","",[],[],0,"",0,"",1,[],[],[],17,[36],387,"","",""
2520,2044,1,1,"grant_micro","","","Adds the Sunstone Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",450,"","",""
2521,2045,1,1,"modify_portal_variation","","","This character's portals use the Sunstone Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],450,"","",""
2522,2046,1,1,"grant_micro","","","Adds the Sunstone Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],450,"","",""
2523,2047,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Sunspire Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],450,"","",""
2524,2048,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Sunspire Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],450,"","",""
2525,2049,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Sunspire Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],450,"","",""
2526,2050,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Sunspire Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],450,"","",""
2527,2051,1,1,"grant_micro","","","Adds the Sunspire Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],450,"","",""
2528,2052,1,1,"grant_micro","","","Adds the Doomcrow Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",450,"","",""
2529,2053,1,1,"grant_micro","","","Adds the Doomcrow Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],450,"","",""
2530,2054,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Doomguard Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],450,"","",""
2531,2055,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Doomguard Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],450,"","",""
2532,2056,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Doomguard Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],450,"","",""
2533,2057,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Doomguard Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],450,"","",""
2534,2058,1,1,"grant_micro","","","Adds the Doomguard Portrait Frame to this character.",[],"","Portrait Frame Modification","",[],[],0,"",0,"",2,[],[],[],12,[17],450,"","",""
2535,2059,1,1,"grant_micro","","","Your Aura becomes a Celestial Effect.",[],"","Aura Skin","",[],[],0,"",0,"","",[],[],[],17,[36],348,"","",""
2536,2060,1,1,"grant_micro","","","Your Aura becomes a Celestial Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[36],348,"","",""
2537,2061,1,1,"grant_micro","","","Your Aura becomes a Celestial Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[36],348,"","",""
2538,2062,1,1,"grant_micro","","","Your Aura becomes a Celestial Effect.",[],"","Aura Skin","",[],[],0,"",0,"",3,[],[],[],17,[36],348,"","",""
2539,2063,1,1,"grant_micro","","","Adds the Soulstealer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],450,"","",""
2540,2064,1,1,"grant_micro","","","Adds the Soulstealer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],450,"","",""
2541,2065,1,1,"grant_micro","","","Adds the Soulstealer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],450,"","",""
2542,2066,1,1,"grant_micro","","","Adds the Soulstealer Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],450,"","",""
2543,2067,1,1,"grant_micro","","","Changes the appearance of any equipped Bow to the Infernal Bow.",[],"","Weapon Skin","",[],[],0,"",0,"",1,[],[],[],0,[1],325,"","",""
2544,2068,1,1,"grant_micro","","","Changes the appearance of any equipped Quiver to the Infernal Quiver.",[],"","Quiver Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],325,"","",""
2545,2069,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Synthesis Crown.",[],"","Helmet Skin","",[],[],0,"",0,"","",[],[],[],6,[7],450,"","",""
2546,2070,1,1,"grant_micro","","","Adds the Synthesis Crown Attachment to your headdress.",[],"","Helmet Attachment","",[],[],0,"",0,"",2,[],[],[],7,"[8,21]",450,"","",""
2547,2071,1,1,"grant_micro","","","Adds the Synthesis Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],450,"","",""
2548,2072,1,1,"grant_micro","","","Adds the Madcap Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],452,"","",""
2549,2073,1,1,"grant_micro","","","Adds the Madcap Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],452,"","",""
2550,2074,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Madcap Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],452,"","",""
2551,2075,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Madcap Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],452,"","",""
2552,2076,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Madcap Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],452,"","",""
2553,2077,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Madcap Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],452,"","",""
2554,2078,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Madcap Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],452,"","",""
2555,2079,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand or Claw to the Madcap Dagger.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",452,"","",""
2556,2080,1,1,"modify_portal_variation","","","This character's portals use the Madcap Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],452,"","",""
2557,2081,1,1,"grant_micro","","","Adds the Madcap Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",452,"","",""
2558,2082,1,1,"grant_micro","","","Attaches the Madcap Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],452,"","",""
2559,2083,1,1,"grant_micro","","","Your Aura becomes a Madcap Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],452,"","",""
2560,2084,1,1,"grant_micro","","","Your Phase Run becomes a Madcap Effect.",[],"","Phase Run Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],452,"","",""
2561,2085,1,1,"grant_micro","","","Adds Madcap Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],452,"","",""
2562,2086,1,1,"grant_micro","","","Adds the Huntsman Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],452,"","",""
2563,2087,1,1,"grant_micro","","","Adds the Huntsman Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],452,"","",""
2564,2088,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Huntsman Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],452,"","",""
2565,2089,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Huntsman Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],452,"","",""
2566,2090,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Huntsman Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],452,"","",""
2567,2091,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Huntsman Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],452,"","",""
2568,2092,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Huntsman Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],452,"","",""
2569,2093,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand or Claw to the Huntsman Dagger.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",452,"","",""
2570,2094,1,1,"modify_portal_variation","","","This character's portals use the Huntsman Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],452,"","",""
2571,2095,1,1,"grant_micro","","","Adds the Huntsman Weapon Effect to any equipped weapon.",[],"","Weapon Effect","",[],[],0,"",0,"",2,[],[],[],2,"[2,5]",452,"","",""
2572,2096,1,1,"grant_micro","","","Attaches the Huntsman Character Effect to your belt.",[],"","Belt Attachment","",[],[],0,"",0,"",2,[],[],[],16,[15],452,"","",""
2573,2097,1,1,"grant_micro","","","Your Aura becomes a Huntsman Effect.",[],"","Aura Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],452,"","",""
2574,2098,1,1,"grant_micro","","","Your Immortal Call becomes a Huntsman Effect.",[],"","Immortal Call Skin","",[],[],0,"",0,"",2,[],[],[],17,[36],452,"","",""
2575,2099,1,1,"grant_micro","","","Adds Huntsman Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],452,"","",""
2576,2100,1,1,"grant_micro","","","Adds the Transcendence Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],452,"","",""
2577,2101,1,1,"grant_micro","","","Adds the Transcendence Back Attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",2,[],[],[],5,[10],452,"","",""
2578,2102,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Transcendence Hood.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],452,"","",""
2579,2103,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Transcendence Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",2,[],[],[],6,[7],452,"","",""
2580,2104,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Transcendence Boots.",[],"","Boots Skin","",[],[],0,"",0,"",2,[],[],[],9,[12],452,"","",""
2581,2105,1,1,"grant_micro","","","Changes the appearance of any equipped gloves to the Transcendence Gloves.",[],"","Gloves Skin","",[],[],0,"",0,"",2,[],[],[],8,[11],452,"","",""
2582,2106,1,1,"grant_micro","","","Changes the appearance of any equipped body armour to the Transcendence Body Armour.",[],"","Body Armour Skin","",[],[],0,"",0,"",2,[],[],[],4,[9],452,"","",""
2583,2107,1,1,"grant_micro","","","Changes the appearance of any equipped Dagger, Wand or Claw to the Transcendance Dagger.",[],"","Weapon Skin","",[],[],0,"",0,"",2,[],[],[],0,"[1,4]",452,"","",""
2584,2108,1,1,"modify_portal_variation","","","This character's portals use the Transcendence Portal Effect.",[],"","Portal Modification","",[],[],0,"",0,"",2,[],[],[],11,[20],452,"","",""
2585,2109,1,1,"grant_micro","","","Adds Transcendence Footprints to any equipped pair of boots.",[],"","Footprints Effect","",[],[],0,"",0,"",2,[],[],[],10,[13],452,"","",""
2586,2110,1,1,"grant_micro","","","Adds the Necrotic Cloak back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"","",[],[],[],5,[10],326,"","",""
2587,2111,1,1,"grant_micro","","","Changes the appearance of any equipped shield to the Necrotic Shield.",[],"","Shield Skin","",[],[],0,"",0,"",1,[],[],[],0,[4],326,"","",""
2588,2112,1,1,"grant_micro","","","Adds the Dragonfly Wings back attachment to any equipped body armour.",[],"","Body Armour Attachment","",[],[],0,"",0,"",1,[],[],[],5,[10],412,"","",""
2589,2113,1,1,"grant_micro","","","Changes the appearance of any equipped helmet to the Viper Helmet.",[],"","Helmet Skin","",[],[],0,"",0,"",1,[],[],[],6,[7],454,"","",""
2590,2114,1,1,"grant_micro","","","Changes the appearance of any equipped boots to the Viper Boots.",[],"","Boots Skin","",[],[],0,"",0,"",1,[],[],[],9,[12],454,"","",""
