"rownum","Id","MonsterVarietiesKeys","AchievementItemsKeys","bool","PlayerConditionsKeys","MonsterDeathConditionsKeys","[rid]","i32","i32","bool","bool","rid","[rid]","[rid]","[rid]","rid","i32","NearbyMonsterConditionsKeys","bool","MultiPartAchievementConditionsKeys","i32","bool"
370,"PureFlawlessChaosBreachlord",[5106],[9160],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
371,"KillDelveBoss83","[5944,6620,6621]",[9219],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"",[],1,""
372,"KillSearingExarchWithSearingRune",[8942],[9257],"",[65],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
373,"KillSirusWithDesolationoftheAwakener",[7840],[9255],"",[66],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
374,"KillUberElderwithVortexGroudandEldritchDecay",[5957],[9253],"",[67],[],[],1,1,1,"","",[],[],[],"",0,[],"",[],1,""
375,"KillDeliriumBoss","[7915,7916,7917,7918]",[9166],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[],1,""
376,"KillEaterOfWorldsAfter5Dooms",[8943],[9256],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[115],1,""
377,"KillCortexWithoutBeingHitByWormHoleSlam",[7113],[9254],"",[],[],[],1,1,"","","",[],[],[],"",0,[],"",[116],1,""
378,"KillAzureAssassinlevel78",[9091],[9264],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
379,"KillCrimsonArchmagelevel78",[9088],[9265],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
380,"KillDeadlyBladedancerlevel78",[9086],[9266],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
381,"KillDeathlyArchmagelevel78",[9082],[9267],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
382,"KillEntombingWardenlevel78",[9084],[9268],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
383,"KillInfernalSentinellevel78",[9089],[9269],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
384,"KillMaskedCombatantlevel78",[9090],[9270],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
385,"KillObsidianSentinellevel78",[9083],[9271],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
386,"KillTemplarMarksmanlevel78",[9087],[9272],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
387,"KillUndyingArchmagelevel78",[9085],[9273],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
388,"KillCrimsonArchbishoplevel78",[9125],[9274],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
389,"KillGreaterWraithlevel78",[9127],[9275],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
390,"KillHolyGuardianlevel78",[9129],[9276],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
391,"KillColossalLithomancerlevel78",[9130],[9277],"",[],[],[],78,78,"","","",[],[],[],"",0,[],"",[],1,""
392,"KillSanctumBossVarakathWithoutBeingHitByFlamethrower",[9118],[9284],"",[],[],[],83,83,1,"","",[],[],[],"",0,[],"",[117],1,""
393,"KillSanctumBossBraomWhileUzarLifeGreaterEqual50Percent",[9120],[],"",[],[],[],83,83,"","","",[],[],[],191,1,[11],"",[],1,""
394,"KillSanctumBossBraomWhileUzarLifeGreaterEqual50PercentCheck",[9119],[9285],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"",[120],1,""
395,"KillSanctumBossUzarWhileBraomLifeGreaterEqual50Percent",[9119],[],"",[],[],[],83,83,"","","",[],[],[],192,1,[12],"",[],1,""
396,"KillSanctumBossUzarWhileBraomLifeGreaterEqual50PercentCheck",[9120],[9285],"",[],[],[],83,83,"","","",[],[],[],"",0,[],"",[121],1,""
397,"KillSanctumBossXenatharWithoutBeingHitByLasers",[9121],[9286],"",[],[],[],83,83,1,"","",[],[],[],"",0,[],"",[118],1,""
398,"KillSanctumBossUnholyHereticWithoutBeingAffectedByTheirGroundDegen",[9122],[9287],"",[],[],[],83,83,1,"","",[],[],[],"",0,[],"",[119],1,""
