"rownum","Id","CharactersKey","Text","Mono_AudioFile","Stereo_AudioFile","HasStereo","bool","Video","i32","i32","i32","[rid]","rid"
6877,"ExitBanterNenetTibbsReplyTwo","","And you didn't want to tell us?","Audio/Dialogue/NPC/Tibbs/Tibbs_65_B.ogg","","","","",600,0,1,[445],""
6878,"ExitBanterNenetToTibbsThree","","I did not see the need.","Audio/Dialogue/NPC/Nenet/Nenet_154_C.ogg","","","","",600,0,1,[446],""
6879,"ExitBanterNilesToTibbs","","This was a wondrous return to the glory days of the Templars.","Audio/Dialogue/NPC/Niles/Niles_157_A.ogg","","","","",600,0,1,[443],""
6880,"ExitBanterNilesTibbsReply","","What do you mean?","Audio/Dialogue/NPC/Tibbs/Tibbs_66_A.ogg","","","","",600,0,1,[445],""
6881,"ExitBanterNilesToTibbsTwo","","Well, all the killing and mind-crushing. It was... nostalgic.","Audio/Dialogue/NPC/Niles/Niles_157_B.ogg","","","","",600,0,1,[443],""
6882,"ExitBanterHuckToTibbs","","Gravicius himself couldn't have planned a better operation.","Audio/Dialogue/NPC/Huck/Huck_54_A.ogg","","","","",600,0,1,[444],""
6883,"ExitBanterHuckTibbsReply","","You've set the bar pretty low, mate.","Audio/Dialogue/NPC/Tibbs/Tibbs_67_A.ogg","","","","",600,0,1,[445],""
6884,"ExitBanterGiannaToTibbs","","We did it! Three cheers! Hip-hip?","Audio/Dialogue/NPC/Gianna/Gianna_53_A.ogg","","","","",600,0,1,[449],""
6885,"ExitBanterGiannaTibbsReply","","Hoora--...aw.","Audio/Dialogue/NPC/Tibbs/Tibbs_68_A.ogg","","","","",600,0,1,[445],""
6886,"ExitBanterGiannaToTibbsTwo","","Thanks anyway.","Audio/Dialogue/NPC/Gianna/Gianna_53_B.ogg","","","","",600,0,1,[449],""
6887,"SelectionBanterTibbsToKurai","","Heard you could use a bit of muscle!","Audio/Dialogue/NPC/Tibbs/Tibbs_70_A.ogg","","","","",2,100000,1,[445],""
6888,"SelectionBanterTibbsKuraiReply","","The Boss is always happy to have you involved, Tibbs. How are your nerves?","Audio/Dialogue/NPC/Kurai/Kurai_46_A.ogg","","","","",2,100000,1,[451],""
6889,"SelectionBanterTibbsToKuraiTwo","","Every time, I think I might get used to the stress, but...","Audio/Dialogue/NPC/Tibbs/Tibbs_70_B.ogg","","","","",2,100000,1,[445],""
6890,"SelectionBanterTibbsKuraiReplyTwo","","I understand. Please look after yourself.","Audio/Dialogue/NPC/Kurai/Kurai_46_B.ogg","","","","",2,100000,1,[451],""
6891,"SelectionBanterTibbsToKuraiThree","","Of course, lady Kurai.","Audio/Dialogue/NPC/Tibbs/Tibbs_70_C.ogg","","","","",2,100000,1,[445],""
6892,"SelectionBanterTibbsKuraiReplyThree","","That includes physically. You start feeling the wear and tear of the work, you tell me, understood?","Audio/Dialogue/NPC/Kurai/Kurai_46_C.ogg","","","","",2,100000,1,[451],""
6893,"SelectionBanterTibbsToKuraiFour","","Understood.","Audio/Dialogue/NPC/Tibbs/Tibbs_70_D.ogg","","","","",2,100000,1,[445],""
6894,"SelectionBanterTibbsToKarst","","G'day","Audio/Dialogue/NPC/Tibbs/Tibbs_71_A.ogg","","","","",2,100000,1,[445],""
6895,"SelectionBanterTibbsKarstReply","","There 'e is. Big boy Tibbs.","Audio/Dialogue/NPC/Karst/Karst_92_A.ogg","","","","",2,100000,1,[442],""
6896,"SelectionBanterTibbsToKarstTwo","","Do we have to do this every time?","Audio/Dialogue/NPC/Tibbs/Tibbs_71_B.ogg","","","","",2,100000,1,[445],""
6897,"SelectionBanterTibbsKarstReplyTwo","","Oh c'mon. Just havin' a little fun.","Audio/Dialogue/NPC/Karst/Karst_92_B.ogg","","","","",2,100000,1,[442],""
6898,"SelectionBanterTibbsToKarstThree","","Fine, get it over with.","Audio/Dialogue/NPC/Tibbs/Tibbs_71_C.ogg","","","","",2,100000,1,[445],""
6899,"SelectionBanterTibbsKarstReplyThree","","Tibbs is so tall, that he... uh... He's so tall, that...","Audio/Dialogue/NPC/Karst/Karst_92_C.ogg","","","","",2,100000,1,[442],""
6900,"SelectionBanterTibbsToKarstFour","","Uh huh?","Audio/Dialogue/NPC/Tibbs/Tibbs_71_D.ogg","","","","",2,100000,1,[445],""
6901,"SelectionBanterTibbsKarstReplyFour","","Just wait. He's so tall... that...","Audio/Dialogue/NPC/Karst/Karst_92_D.ogg","","","","",2,100000,1,[442],""
6902,"SelectionBanterTibbsKarstReplyFive","","... Look how tall Tibbs is everyone!","Audio/Dialogue/NPC/Karst/Karst_92_E.ogg","","","","",2,100000,1,[442],""
6903,"SelectionBanterTibbsToKarstFive","","Good try, champ. Now we grownups can focus on the job.","Audio/Dialogue/NPC/Tibbs/Tibbs_71_E.ogg","","","","",2,100000,1,[445],""
6904,"SelectionBanterTibbsToIsla","","What's the job?","Audio/Dialogue/NPC/Tibbs/Tibbs_73_A.ogg","","","","",2,100000,1,[445],""
6905,"SelectionBanterTibbsIslaReply","","The usual. Steal ALL of the THINGS!","Audio/Dialogue/NPC/Isla/Isla_129_A.ogg","","","","",2,100000,1,[450],""
6906,"SelectionBanterTibbsToIslaTwo","","My favourite kind. You bringing any new gadgets with us?","Audio/Dialogue/NPC/Tibbs/Tibbs_73_B.ogg","","","","",2,100000,1,[445],""
6907,"SelectionBanterTibbsReplyTwo","","Afraid not. The bone decoupler decoupled itself. The test bone is fine, though there are now several thin metal strips deeply embedded in it.","Audio/Dialogue/NPC/Isla/Isla_129_B.ogg","","","","",2,100000,1,[450],""
6908,"SelectionBanterTibbsToIslaThree","","Maybe for the best, eh?","Audio/Dialogue/NPC/Tibbs/Tibbs_73_C.ogg","","","","",2,100000,1,[445],""
6909,"SelectionBanterTibbsIslaReplyThree","","Gave me an idea for intra-muscular springs. Tibbs, would you like to test something with me after this job?","Audio/Dialogue/NPC/Isla/Isla_129_C.ogg","","","","",2,100000,1,[450],""
6910,"SelectionBanterTibbsToIslaFour","","... Can't. Got plans. Very busy.","Audio/Dialogue/NPC/Tibbs/Tibbs_73_D.ogg","","","","",2,100000,1,[445],""
6911,"SelectionBanterTibbsToVinderi","","Hello everyone.","Audio/Dialogue/NPC/Tibbs/Tibbs_74_A.ogg","","","","",2,100000,1,[445],""
6912,"SelectionBanterTibbsVinderiReply","","Ribs!","Audio/Dialogue/NPC/Vinderi/Vinderi_86_A.ogg","","","","",2,100000,1,[447],""
6913,"SelectionBanterTibbsToVinderiTwo","","Tibbs.","Audio/Dialogue/NPC/Tibbs/Tibbs_74_B.ogg","","","","",2,100000,1,[445],""
6914,"SelectionBanterTibbsVinderiReplyTwo","","Tight! Ribs! Err, right! Tibbs! I've got a new formula for you to try.","Audio/Dialogue/NPC/Vinderi/Vinderi_86_B.ogg","","","","",2,100000,1,[447],""
6915,"SelectionBanterTibbsToVinderiThree","","Oh yeah?","Audio/Dialogue/NPC/Tibbs/Tibbs_74_C.ogg","","","","",2,100000,1,[445],""
6916,"SelectionBanterTibbsVinderiReplyThree","","Just like the last one, but I've enriched the quicksilver with Chimeral blood. Really gives it a kick.","Audio/Dialogue/NPC/Vinderi/Vinderi_86_C.ogg","","","","",2,100000,1,[447],""
6917,"SelectionBanterTibbsToVinderiFour","","Sounds promising.","Audio/Dialogue/NPC/Tibbs/Tibbs_74_D.ogg","","","","",2,100000,1,[445],""
6918,"SelectionBanterTibbsVinderiReplyFour","","Just don't give it an actual kick.","Audio/Dialogue/NPC/Vinderi/Vinderi_86_D.ogg","","","","",2,100000,1,[447],""
6919,"SelectionBanterTibbsToVinderiFive","","Good. I won't. Thank you for the warning.","Audio/Dialogue/NPC/Tibbs/Tibbs_74_E.ogg","","","","",2,100000,1,[445],""
6920,"SelectionBanterTibbsVinderiReplyFive","","Anytibbs, Time.","Audio/Dialogue/NPC/Vinderi/Vinderi_86_E.ogg","","","","",2,100000,1,[447],""
6921,"SelectionBanterTibbsToNenet","","Am I late?","Audio/Dialogue/NPC/Tibbs/Tibbs_75_A.ogg","","","","",2,100000,1,[445],""
6922,"SelectionBanterTibbsNenetReply","","No. Early.","Audio/Dialogue/NPC/Nenet/Nenet_121_A.ogg","","","","",2,100000,1,[446],""
6923,"SelectionBanterTibbsToNenetTwo","","I always worry I'm late, even when I'm early.","Audio/Dialogue/NPC/Tibbs/Tibbs_75_B.ogg","","","","",2,100000,1,[445],""
6924,"SelectionBanterTibbsNenetReplyTwo","","You worry about much. Why is that?","Audio/Dialogue/NPC/Nenet/Nenet_121_B.ogg","","","","",2,100000,1,[446],""
6925,"SelectionBanterTibbsToNenetThree","","That... is a really tough question to answer.","Audio/Dialogue/NPC/Tibbs/Tibbs_75_C.ogg","","","","",2,100000,1,[445],""
6926,"SelectionBanterTibbsNenetReplyThree","","I never worry, because the worst has already happened to me. This isn't even my life. It's just a shadow. Do you worry about stepping on your shadow?","Audio/Dialogue/NPC/Nenet/Nenet_121_C.ogg","","","","",2,100000,1,[446],""
6927,"SelectionBanterTibbsToNenetFour","","Wow, Nenet, you're really quite profound. Anyone ever told you that?","Audio/Dialogue/NPC/Tibbs/Tibbs_75_D.ogg","","","","",2,100000,1,[445],""
6928,"SelectionBanterTibbsNenetReplyFour","","Not my mother, that's for certain.","Audio/Dialogue/NPC/Nenet/Nenet_121_D.ogg","","","","",2,100000,1,[446],""
6929,"SelectionBanterTibbsToNiles","","I'm up to speed.","Audio/Dialogue/NPC/Tibbs/Tibbs_76_A.ogg","","","","",2,100000,1,[445],""
6930,"SelectionBanterTibbsNilesReply","","Are you sure? Are there no... large words I should explain to you?","Audio/Dialogue/NPC/Niles/Niles_124_A.ogg","","","","",2,100000,1,[443],""
6931,"SelectionBanterTibbsToNilesTwo","","Niles, do you think I'm stupid because I'm strong?","Audio/Dialogue/NPC/Tibbs/Tibbs_76_B.ogg","","","","",2,100000,1,[445],""
6932,"SelectionBanterTibbsNilesReplyTwo","","Well... Not exactly...","Audio/Dialogue/NPC/Niles/Niles_124_B.ogg","","","","",2,100000,1,[443],""
6933,"SelectionBanterTibbsToNilesThree","","You think that a strong man cannot be a smart man, eh? The two are somehow mutually exclusive?","Audio/Dialogue/NPC/Tibbs/Tibbs_76_C.ogg","","","","",2,100000,1,[445],""
6934,"SelectionBanterTibbsNilesReplyThree","","Well--","Audio/Dialogue/NPC/Niles/Niles_124_C.ogg","","","","",2,100000,1,[443],""
6935,"SelectionBanterTibbsToNilesFour","","You're a mindreader, right? How about you jump on in here and have a look around.","Audio/Dialogue/NPC/Tibbs/Tibbs_76_D.ogg","","","","",2,100000,1,[445],""
6936,"SelectionBanterTibbsNilesReplyFour","","I-... I rescind my statement. I apologise for my preconceived notions.","Audio/Dialogue/NPC/Niles/Niles_124_D.ogg","","","","",2,100000,1,[443],""
6937,"SelectionBanterTibbsToHuck","","Hey mates.","Audio/Dialogue/NPC/Tibbs/Tibbs_77_A.ogg","","","","",2,100000,1,[445],""
6938,"SelectionBanterTibbsHuckReply","","Joining us on this job, Tibbs?","Audio/Dialogue/NPC/Huck/Huck_82_A.ogg","","","","",2,100000,1,[444],""
6939,"SelectionBanterTibbsToHuckTwo","","Seems that way.","Audio/Dialogue/NPC/Tibbs/Tibbs_77_B.ogg","","","","",2,100000,1,[445],""
6940,"SelectionBanterTibbsHuckReplyTwo","","That's a relief, honestly. Normally I'm the largest target.","Audio/Dialogue/NPC/Huck/Huck_82_B.ogg","","","","",2,100000,1,[444],""
6941,"SelectionBanterTibbsToHuckThree","","Ha! You're still a plenty big target.","Audio/Dialogue/NPC/Tibbs/Tibbs_77_C.ogg","","","","",2,100000,1,[445],""
6942,"SelectionBanterTibbsHuckReplyThree","","I look like Kurai next to you!","Audio/Dialogue/NPC/Huck/Huck_82_C.ogg","","","","",2,100000,1,[444],""
6943,"SelectionBanterTibbsKuraiToHuck","","Excuse me?","Audio/Dialogue/NPC/Kurai/Kurai_77_A.ogg","","","","",2,100000,1,[451],""
6944,"SelectionBanterTibbsHuckReplyFour","","Nothing, ma'am. Sorry.","Audio/Dialogue/NPC/Huck/Huck_82_D.ogg","","","","",2,100000,1,[444],""
6945,"SelectionBanterTibbsToKuraiFive","","Sorry.","Audio/Dialogue/NPC/Tibbs/Tibbs_77_D.ogg","","","","",2,100000,1,[445],""
6946,"SelectionBanterTibbsHuckToKurai","","Sorry.","Audio/Dialogue/NPC/Huck/Huck_82_E.ogg","","","","",2,100000,1,[444],""
6947,"SelectionBanterTibbsToGianna","","Glad to be here.","Audio/Dialogue/NPC/Tibbs/Tibbs_78_A.ogg","","","","",2,100000,1,[445],""
6948,"SelectionBanterTibbsGiannaReply","","Tibbie! Always love a job with you.","Audio/Dialogue/NPC/Gianna/Gianna_80_A.ogg","","","","",2,100000,1,[449],""
6949,"SelectionBanterTibbsToGiannaTwo","","Thanks Gi. How was your date with--","Audio/Dialogue/NPC/Tibbs/Tibbs_78_B.ogg","","","","",2,100000,1,[445],""
6950,"SelectionBanterTibbsGiannaReplyTwo","","Uhh, yeah, that was... a mistake.","Audio/Dialogue/NPC/Gianna/Gianna_80_B.ogg","","","","",2,100000,1,[449],""
6951,"SelectionBanterTibbsToGiannaThree","","Oh, no! What happened?","Audio/Dialogue/NPC/Tibbs/Tibbs_78_C.ogg","","","","",2,100000,1,[445],""
6952,"SelectionBanterTibbsGiannaReplyThree","","Well, let's just say he looked a lot more than he listened.","Audio/Dialogue/NPC/Gianna/Gianna_80_C.ogg","","","","",2,100000,1,[449],""
6953,"SelectionBanterTibbsToGiannaFour","","Ah. Well, always more men in the sea.","Audio/Dialogue/NPC/Tibbs/Tibbs_78_D.ogg","","","","",2,100000,1,[445],""
6954,"SelectionBanterTibbsGiannaReplyFour","","Aha! Sailors...","Audio/Dialogue/NPC/Gianna/Gianna_80_E.ogg","","","","",2,100000,1,[449],""
6955,"SelectionBanterKuraiToTibbs","","Welcome, Tibbs.","Audio/Dialogue/NPC/Kurai/Kurai_55_A.ogg","","","","",2,100000,1,[451],""
6956,"SelectionBanterKuraiTibbsReply","","Thanks, Ku. How's the Boss doing?","Audio/Dialogue/NPC/Tibbs/Tibbs_79_A.ogg","","","","",2,100000,1,[445],""
6957,"SelectionBanterKuraiToTibbsTwo","","Busy. Stressed. Worried for the safety of those in his care.","Audio/Dialogue/NPC/Kurai/Kurai_55_B.ogg","","","","",2,100000,1,[451],""
6958,"SelectionBanterKuraiTibbsReplyTwo","","He's a good man.","Audio/Dialogue/NPC/Tibbs/Tibbs_79_B.ogg","","","","",2,100000,1,[445],""
6959,"SelectionBanterKuraiToTibbsThree","","The best.","Audio/Dialogue/NPC/Kurai/Kurai_55_C.ogg","","","","",2,100000,1,[451],""
6960,"SelectionBanterKarstToTibbs","","The big man's here!","Audio/Dialogue/NPC/Karst/Karst_83_A.ogg","","","","",2,100000,1,[442],""
6961,"SelectionBanterKarstTibbsReply","","G'day Karst.","Audio/Dialogue/NPC/Tibbs/Tibbs_80_A.ogg","","","","",2,100000,1,[445],""
6962,"SelectionBanterKarstToTibbsTwo","","Oh! You're workin' this job too?","Audio/Dialogue/NPC/Karst/Karst_83_B.ogg","","","","",2,100000,1,[442],""
6963,"SelectionBanterKarstTibbsReplyTwo","","Yeah? Wait, what did you--... No, you know what, nevermind.","Audio/Dialogue/NPC/Tibbs/Tibbs_80_B.ogg","","","","",2,100000,1,[445],""
6964,"SelectionBanterKarstToTibbsThree","","Guess the blood struggles to get all the way up to 'is brain, eh? eh?","Audio/Dialogue/NPC/Karst/Karst_83_C.ogg","","","","",2,100000,1,[442],""
6965,"SelectionBanterIslaToTibbs","","Made it! Had to put out a small fire, but I made it.","Audio/Dialogue/NPC/Isla/Isla_130_A.ogg","","","","",2,100000,1,[450],""
6966,"SelectionBanterIslaTibbsReply","","Something you're working on?","Audio/Dialogue/NPC/Tibbs/Tibbs_82_A.ogg","","","","",2,100000,1,[445],""
6967,"SelectionBanterIslaToTibbsTwo","","No, sadly someone beat me to that invention a long while ago. And this particular fire completely engulfed my heat-powered-exo-strider.","Audio/Dialogue/NPC/Isla/Isla_130_B.ogg","","","","",2,100000,1,[450],""
6968,"SelectionBanterIslaTibbsReplyTwo","","Did you say heat-powered?","Audio/Dialogue/NPC/Tibbs/Tibbs_82_B.ogg","","","","",2,100000,1,[445],""
6969,"SelectionBanterIslaToTibbsThree","","Exo-strider. Yes. Put a few burning embers in the converter and off you stride! Just a prototype made of cheap materials, scrap metal, wood, oil-soaked rags--oh, dammit, Isla! You're better than this.","Audio/Dialogue/NPC/Isla/Isla_130_C.ogg","","","","",2,100000,1,[450],""
6970,"SelectionBanterVinderiToTibbs","","Hello, hello, hello!","Audio/Dialogue/NPC/Vinderi/Vinderi_77_A.ogg","","","","",2,100000,1,[447],""
6971,"SelectionBanterVinderiTibbsReply","","How you doing, Vinderi?","Audio/Dialogue/NPC/Tibbs/Tibbs_83_A.ogg","","","","",2,100000,1,[445],""
6972,"SelectionBanterVinderiToTibbsTwo","","Never better, never better. Spent the last hour in a very enclosed space with far more voltaxic sulphite than I've ever laid eyes on before, and I must say, I do not see what all the fuss was about. So, what's this we're looking at. Some sort of cuboid creature? Where's the heart?","Audio/Dialogue/NPC/Vinderi/Vinderi_77_B.ogg","","","","",2,100000,1,[447],""
6973,"SelectionBanterVinderiTibbsReplyTwo","","It's a blueprint, mate.","Audio/Dialogue/NPC/Tibbs/Tibbs_83_B.ogg","","","","",2,100000,1,[445],""
6974,"SelectionBanterVinderiToTibbsThree","","Did it step in paint? Can we just trace the prints back and find its nest?","Audio/Dialogue/NPC/Vinderi/Vinderi_77_C.ogg","","","","",2,100000,1,[447],""
6975,"SelectionBanterVinderiTibbsReplyThree","","Plans, Vin. A job.","Audio/Dialogue/NPC/Tibbs/Tibbs_83_C.ogg","","","","",2,100000,1,[445],""
6976,"SelectionBanterVinderiToTibbsFour","","Ah! A job! I see it now. Yes. Good. This means I'll need to prepare more sulphite.","Audio/Dialogue/NPC/Vinderi/Vinderi_77_D.ogg","","","","",2,100000,1,[447],""
6977,"SelectionBanterNenetToTibbs","","Selarim to all.","Audio/Dialogue/NPC/Nenet/Nenet_122_A.ogg","","","","",2,100000,1,[446],""
6978,"SelectionBanterNenetTibbsReply","","Nenet, nice to see you.","Audio/Dialogue/NPC/Tibbs/Tibbs_84_A.ogg","","","","",2,100000,1,[445],""
6979,"SelectionBanterNenetToTibbsTwo","","I see you also, large man. These plans appear adequate.","Audio/Dialogue/NPC/Nenet/Nenet_122_B.ogg","","","","",2,100000,1,[446],""
6980,"SelectionBanterNenetKuraiReply","","Thank you, Nenet. Can you be of service?","Audio/Dialogue/NPC/Kurai/Kurai_64_A.ogg","","","","",2,100000,1,[451],""
6981,"SelectionBanterNenetToKuraiThree","","Always for you, lady Kurai. It would be a great honour.","Audio/Dialogue/NPC/Nenet/Nenet_122_C.ogg","","","","",2,100000,1,[446],""
6982,"SelectionBanterNenetTibbsReplyThree","","","Audio/Dialogue/NPC/Tibbs/Tibbs_84_B.ogg","","","","",2,100000,1,[445],""
6983,"SelectionBanterNenetToTibbsFour","","Mister Tibbs, do you ache in your large skeleton?","Audio/Dialogue/NPC/Nenet/Nenet_122_D.ogg","","","","",2,100000,1,[446],""
6984,"SelectionBanterNenetTibbsReplyFour","","Forget it.","Audio/Dialogue/NPC/Tibbs/Tibbs_84_C.ogg","","","","",2,100000,1,[445],""
6985,"SelectionBanterNenetToTibbsFive","","I will try.","Audio/Dialogue/NPC/Nenet/Nenet_122_E.ogg","","","","",2,100000,1,[446],""
6986,"SelectionBanterNilesToTibbs","","I'm here, no need to make a fuss.","Audio/Dialogue/NPC/Niles/Niles_125_A.ogg","","","","",2,100000,1,[443],""
6987,"SelectionBanterNilesTibbsReply","","G'day Niles.","Audio/Dialogue/NPC/Tibbs/Tibbs_85_A.ogg","","","","",2,100000,1,[445],""
6988,"SelectionBanterNilesToTibbsTwo","","And to you. You know, I've always wondered, where do you get your clothes?","Audio/Dialogue/NPC/Niles/Niles_125_B.ogg","","","","",2,100000,1,[443],""
6989,"SelectionBanterNilesTibbsReplyTwo","","Actually, I make them myself. Started sewing at a young--","Audio/Dialogue/NPC/Tibbs/Tibbs_85_B.ogg","","","","",2,100000,1,[445],""
6990,"SelectionBanterNilesToTibbsThree","","Fascinating. To see a man of your stature wield a sewing needle must truly be something to behold.","Audio/Dialogue/NPC/Niles/Niles_125_C.ogg","","","","",2,100000,1,[443],""
6991,"SelectionBanterNilesTibbsReplyThree","","I mean, I can show y--","Audio/Dialogue/NPC/Tibbs/Tibbs_85_C.ogg","","","","",2,100000,1,[445],""
6992,"SelectionBanterNilesToTibbsFour","","The contrast, Most humourous.","Audio/Dialogue/NPC/Niles/Niles_125_D.ogg","","","","",2,100000,1,[443],""
6993,"SelectionBanterNilesTibbsToKurai","","...Ku?","Audio/Dialogue/NPC/Tibbs/Tibbs_85_D.ogg","","","","",2,100000,1,[445],""
6994,"SelectionBanterNilesKuraiToTibbs","","I know, I know.","Audio/Dialogue/NPC/Kurai/Kurai_65_A.ogg","","","","",2,100000,1,[451],""
6995,"SelectionBanterHuckToTibbs","","'Ello everyone.","Audio/Dialogue/NPC/Huck/Huck_73_A.ogg","","","","",2,100000,1,[444],""
6996,"SelectionBanterHuckTibbsReply","","Hey mate. Hey, how come you're always in your armour, even around here?","Audio/Dialogue/NPC/Tibbs/Tibbs_86_A.ogg","","","","",2,100000,1,[445],""
6997,"SelectionBanterHuckToTibbsTwo","","Ah, blackguard training. Never leave yourself undefended. I used to sleep with my blackguard kit on. Got to the point where I couldn't sleep without it.","Audio/Dialogue/NPC/Huck/Huck_73_B.ogg","","","","",2,100000,1,[444],""
6998,"SelectionBanterHuckTibbsReplyTwo","","You sleep with that armour on too?","Audio/Dialogue/NPC/Tibbs/Tibbs_86_B.ogg","","","","",2,100000,1,[445],""
6999,"SelectionBanterHuckToTibbsThree","","Hah, no, no... I've a lighter chainmail for bedtime.","Audio/Dialogue/NPC/Huck/Huck_73_C.ogg","","","","",2,100000,1,[444],""
7000,"SelectionBanterGiannaToTibbs","","Fingers crossed this one goes better than our sewer scrape, eh, Tibbie?","Audio/Dialogue/NPC/Gianna/Gianna_71_A.ogg","","","","",2,100000,1,[449],""
7001,"SelectionBanterGiannaTibbsReply","","I've got a change of clothes laid out just in case.","Audio/Dialogue/NPC/Tibbs/Tibbs_87_A.ogg","","","","",2,100000,1,[445],""
7002,"SelectionBanterGiannaToTibbsTwo","","Did you ever find out where those busts were?","Audio/Dialogue/NPC/Gianna/Gianna_71_B.ogg","","","","",2,100000,1,[449],""
7003,"SelectionBanterGiannaTibbsReplyTwo","","Shh.","Audio/Dialogue/NPC/Tibbs/Tibbs_87_B.ogg","","","","",2,100000,1,[445],""
7004,"SelectionBanterGiannaToTibbsThree","","That was a lot of platinum!","Audio/Dialogue/NPC/Gianna/Gianna_71_C.ogg","","","","",2,100000,1,[449],""
7005,"SelectionBanterGiannaTibbsReplyThree","","SHHH.","Audio/Dialogue/NPC/Tibbs/Tibbs_87_C.ogg","","","","",2,100000,1,[445],""
7006,"SelectionBanterGiannaToTibbsFour","","Could've bought an island with that platinum.","Audio/Dialogue/NPC/Gianna/Gianna_71_D.ogg","","","","",2,100000,1,[449],""
7007,"SelectionBanterGiannaTibbsReplyFour","","Gi!","Audio/Dialogue/NPC/Tibbs/Tibbs_87_D.ogg","","","","",2,100000,1,[445],""
7008,"SelectionBanterGiannaKurai","","Hmm?","Audio/Dialogue/NPC/Kurai/Kurai_66_A.ogg","","","","",2,100000,1,[451],""
7009,"SelectionBanterGiannaToKuraiTwo","","Nothing Ku.","Audio/Dialogue/NPC/Gianna/Gianna_71_E.ogg","","","","",2,100000,1,[449],""
7010,"SelectionBanterGiannaTibbsToKurai","","Nothing Ku.","Audio/Dialogue/NPC/Tibbs/Tibbs_87_E.ogg","","","","",2,100000,1,[445],""
7011,"FreyaPetIdleRandom","","","Audio/Dialogue/NPC/FreyaPet/Freya_01.ogg","","","","",1,0,1,[439],""
7012,"FreyaPetIdle2","","","Audio/Dialogue/NPC/FreyaPet/Freya_02.ogg","","","","",1,0,1,[439],""
7013,"FreyaPetIdle3","","","Audio/Dialogue/NPC/FreyaPet/Freya_03.ogg","","","","",1,0,1,[439],""
7014,"FreyaPetIdle4","","","Audio/Dialogue/NPC/FreyaPet/Freya_04.ogg","","","","",1,0,1,[439],""
7015,"FreyaPetIdle5","","","Audio/Dialogue/NPC/FreyaPet/Freya_05.ogg","","","","",1,0,1,[439],""
7016,"FreyaPetIdle6","","","Audio/Dialogue/NPC/FreyaPet/Freya_06.ogg","","","","",1,0,1,[439],""
7017,"FreyaPetChaosOrb","","","Audio/Dialogue/NPC/FreyaPet/Freya_ChaosOrb.ogg","","","","",1,0,1,[439],""
7018,"FreyaPetDismiss","","","Audio/Dialogue/NPC/FreyaPet/Freya_DismissPet.ogg","","","","",1,0,1,[439],""
7019,"FreyaPetExaltedOrb","","","Audio/Dialogue/NPC/FreyaPet/Freya_ExaltedOrb.ogg","","","","",1,0,1,[439],""
7020,"FreyaPetHideout","","","Audio/Dialogue/NPC/FreyaPet/Freya_Hideout.ogg","","","","",1,0,1,[439],""
7021,"FreyaPetMirror","","","Audio/Dialogue/NPC/FreyaPet/Freya_Mirror.ogg","","","","",1,0,1,[439],""
7022,"FreyaPetPlayerDeath","","","Audio/Dialogue/NPC/FreyaPet/Freya_PlayerDeath.ogg","","","","",1,0,1,[439],""
7023,"FreyaPetSummon","","","Audio/Dialogue/NPC/FreyaPet/Freya_Summon.ogg","","","","",1,0,1,[439],""
7024,"FreyaPetUniqueMonster","","","Audio/Dialogue/NPC/FreyaPet/Freya_UniqueMonster.ogg","","","","",1,0,1,[439],""
7025,"KarstFirstMission","","'Ello rookie! Found a few markers, did ya? Apparently the Boss sees somethin' in you, but we won't know for sure 'til you're on the wrong side of a lance. I'm Karst, and there's not a lock in this world that I can't open. All you have to do is make sure I live long enough to open 'em. Adiyah'll get us to the job, and I'll show ya the ropes. Don't get tangled in 'em, 'cause it ain't my job to cut you free.","Audio/Dialogue/NPC/Karst/Karst_01.ogg","","","","",1,0,1,[455],""
7026,"KarstEnterArea","","First things first; Client wants us to find an urn. Reckons the mark has it locked up. Thing is, it's pretty suspicious if that's the only thing that goes missing. Not really our problem, but taking heat off the client makes us look good, and we get to keep whatever else we find. Get where I'm going with this?","Audio/Dialogue/NPC/Karst/Karst_02.ogg","","","","",999,0,1,[455],""
7027,"KarstFirstDoor","","I'll pick any locks that get in our way. You keep me alive, yeah?","Audio/Dialogue/NPC/Karst/Karst_03.ogg","","","","",1000,0,1,[455],""
7028,"KarstDoorOpen","","Hear that? We ain't alone. Place is crawling with guards. You're here to make sure they don't kill us both.","Audio/Dialogue/NPC/Karst/Karst_04.ogg","","","","",1000,0,1,[455],""
7029,"KarstAlertRaised","","Consider your actions, yeah? We don't want too much attention.","Audio/Dialogue/NPC/Karst/Karst_05.ogg","","","","",1000,0,1,[455],""
7030,"KarstNearObjective","","Urn's on the other side of this door. Grab it so we can get out of here.","Audio/Dialogue/NPC/Karst/Karst_06.ogg","","","","",1000,0,1,[455],""
7031,"KarstObjectiveObtained","","Perfe--... Wait, hear that? We've been made. Grab what ya can and head out.","Audio/Dialogue/NPC/Karst/Karst_07.ogg","","","","",1000,0,1,[455],""
7032,"KarstAfterAlert","","Back the way we came, rookie!","Audio/Dialogue/NPC/Karst/Karst_08.ogg","","","","",1000,0,1,[455],""
7033,"KarstAfterExit","","We're still breathin, rook, so you ain't done half bad. Take that urn to Faustus, yeah? He'll sort you out.","Audio/Dialogue/NPC/Karst/Karst_09.ogg","","","","",1000,0,1,[455],""
