"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool","[rid]","[rid]","rid","[rid]"
1791,2509,"",5194,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1792,2510,"",5195,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1793,2511,"","",5196,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1794,2512,"","",5197,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1795,2513,141,"","",[1367],[23],[],"",[63],[13],"",[],"",[],[],"",[]
1796,2515,"","","",[347],[],"[6091,6100]","",[2],[36],"",[],"",[],[],"",[]
1797,2516,"",5198,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1798,2517,"",5199,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1799,2518,"",5200,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1800,2519,"",5201,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1801,2520,"",5202,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
1802,2521,"",5203,"",[],[20],[],"",[],[4],"",[],"",[],[],"",[]
1803,2522,"",5204,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1804,2523,"",5205,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1805,2524,"",5206,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1806,2525,"",5207,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1807,2526,"","",5208,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1808,2527,"","",5209,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1809,2528,142,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1810,2529,"",5210,"",[],"[6,7,56,8,9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1811,2530,143,"","",[1367],[23],[],"",[64],[13],"",[],"",[],[],"",[]
1812,2531,144,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1813,2532,"","",5211,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1814,2533,"","","","[347,9192]",[],[6107],"","[1,33]",[36],"",[],"",[],[],"",[]
1815,2534,"","","","[347,9192]",[],[5757],"","[6,33]",[36],"",[],"",[],[],"",[]
1816,2535,"","","","[347,9192]",[],"[5944,5945,5946,5948,5947]","","[17,33]",[36],"",[],"",[],[],"",[]
1817,2536,"","","","[347,1301]",[],"[5803,5908]","","[3,1]",[36],"",[],"",[],[],"",[]
1818,2537,"",5212,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1819,2538,"",5213,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1820,2539,"",5214,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1821,2540,"",5215,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1822,2541,"","",5216,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1823,2542,"",5217,"",[],"[11,16]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1824,2543,"",5218,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1825,2545,"","","","[347,9192]",[],"[5944,5945,5946,5948,5947]","","[16,37]",[36],"",[],"",[],[],"",[]
1826,2546,"",5219,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1827,2547,"",5220,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1828,2548,"",5221,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1829,2549,"",5222,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1830,2550,"","",5223,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1831,2551,"",5224,"",[],"[9,10,15]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1832,2552,"","",5225,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1833,2553,"","","","[347,9323,2676]",[],[5771],"","[1,1,4]",[36],"",[],"",[],[],"",[]
1834,1860,"","","",[319],[4],[],"",[93],[14],"",[],"",[],[],"",[]
1835,1861,"","","","[347,9192]",[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","","[-34,37]",[36],"",[],"",[],[],"",[]
1836,2554,"","","",[1221],[],"[5843,6121,6125,5983]","",[12],[36],"",[],"",[],[],"",[]
1837,2556,149,"","",[1367],[23],[],"",[67],[13],"",[],"",[],[],"",[]
1838,2557,"","",5226,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1839,2558,"",5227,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1840,2559,"",5228,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1841,2560,"",5229,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1842,2561,"",5230,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1843,2562,"",5231,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1844,2563,"",5232,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1845,2564,"",5233,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1846,2565,"","",5234,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1847,2566,"","",5235,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1848,2567,150,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
1849,2570,"",5236,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1850,2571,"",5237,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1851,2572,"",5238,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1852,2573,"",5239,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1853,2575,"","",5240,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1854,2576,151,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
1855,2578,"",5241,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1856,2579,"",5242,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1857,2580,"",5243,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1858,2581,"",5244,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1859,2583,"","",5245,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1860,2584,"","",5246,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1861,2585,"","",5247,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1862,2586,"","",5248,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
1863,2587,"","",5249,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1864,2588,"","",5250,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1865,2589,"",5251,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1866,2590,"",5252,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1867,2591,"",5253,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1868,2592,"",5254,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1869,2593,"",5255,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1870,2594,"",5256,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1871,2595,"","",5257,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1872,2596,"","",5258,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1873,2597,"",5259,"",[],"[6,7,56,8,9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1874,2598,"","","",[347],[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","",[-38],[36],"",[],"",[],[],"",[]
1875,2599,"","","",[347],[],[5714],"",[5],[36],"",[],"",[],[],"",[]
1876,2600,152,"","",[1367],[23],[],"",[68],[13],"",[],"",[],[],"",[]
1877,2601,"","",5260,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1878,2602,153,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1879,2604,"","","","[347,1301,12043]",[],[5997],"","[6,4,50]",[36],"",[],"",[],[],"",[]
1880,2605,"","","",[347],[],[5995],"",[6],[36],"",[],"",[],[],"",[]
1881,2606,"","","","[347,1301]",[],"[5996,6052]","","[4,4]",[36],"",[],"",[],[],"",[]
1882,2607,"","","","[347,1301]",[],[5994],"","[5,4]",[36],"",[],"",[],[],"",[]
1883,2608,"","","","[347,1301]",[],[6075],"","[3,4]",[36],"",[],"",[],[],"",[]
1884,2609,"",5261,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1885,2610,"",5262,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1886,2611,"",5263,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1887,2612,"",5264,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1888,2613,"",5265,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1889,2614,"","",5266,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1890,2615,"","",5267,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1891,2616,"",5268,"",[],"[9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1892,2617,"","","","[347,9192]",[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","","[-37,32]",[36],"",[],"",[],[],"",[]
1893,2618,"","","","[347,1301,2676,3596]",[],[5969],"","[9,9,1,9]",[36],"",[],"",[],[],"",[]
1894,2619,154,"","",[1367],[23],[],"",[69],[13],"",[],"",[],[],"",[]
1895,2620,"","",5269,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1896,2621,155,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1897,2623,"","","","[347,1301,12043]",[],[5997],"","[5,3,51]",[36],"",[],"",[],[],"",[]
1898,2624,"","","",[347],[],[5995],"",[4],[36],"",[],"",[],[],"",[]
1899,2625,"","","","[347,1301]",[],"[5996,6052]","","[3,8]",[36],"",[],"",[],[],"",[]
1900,2626,"","","","[347,1301]",[],[5994],"","[4,9]",[36],"",[],"",[],[],"",[]
1901,2627,"","","","[347,1301]",[],[6075],"","[2,7]",[36],"",[],"",[],[],"",[]
1902,2628,"",5271,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1903,2629,"",5270,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1904,2630,"",5272,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1905,2631,"",5273,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1906,2632,"",5274,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1907,2633,"","",5275,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1908,2634,"","",5276,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1909,2635,"",5277,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1910,2636,156,"","",[1367],[23],[],"",[70],[13],"",[],"",[],[],"",[]
1911,2638,"","",5278,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
1912,2639,"","","",[347],[],[6168],"",[1],[36],"",[],"",[],[],"",[]
1913,2640,"",5279,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1914,2641,"",5280,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1915,2642,"",5281,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1916,2643,"",5282,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1917,2644,"","",5283,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1918,2645,"","","",[347],[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","",[-35],[36],"",[],"",[],[],"",[]
1919,2647,"","","","[347,1301]",[],[6169],"","[2,2]",[36],"",[],"",[],[],"",[]
1920,2648,"","","",[347],[],[5982],"",[5],[36],"",[],"",[],[],"",[]
1921,2649,"","","",[347],[],[5838],"",[5],[36],"",[],"",[],[],"",[]
1922,2650,"","","","[347,1301]",[],[6169],"","[1,1]",[36],"",[],"",[],[],"",[]
1923,2651,"","","",[347],[],[5982],"",[6],[36],"",[],"",[],[],"",[]
1924,2652,"","","","[347,9192]",[],"[5985,5987]","","[6,48]",[36],"",[],"",[],[],"",[]
1925,2653,"","","",[347],[],[5838],"",[4],[36],"",[],"",[],[],"",[]
1926,2654,"","","",[347],[],[5880],"",[1],[36],"",[],"",[],[],"",[]
1927,2655,"","","",[347],[],"[5804,5911]","",[1],[36],"",[],"",[],[],"",[]
1928,2656,"",5284,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1929,2657,"",5285,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1930,2658,"",5286,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1931,2659,"",5287,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1932,2660,"","",5288,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1933,2661,"",5289,"",[],"[9,10,11,12,15,16,17,32]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1934,2662,"","",5290,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1935,2664,"","","",[347],[],"[5993,6051]","",[10],[36],"",[],"",[],[],"",[]
1936,2665,"","","",[347],[],[6003],"",[1],[36],"",[],"",[],[],"",[]
1937,2666,"",5292,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1938,2667,"",5293,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1939,2668,"",5294,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1940,2669,"",5295,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1941,2670,"","",5296,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1942,2671,"",5297,"",[],"[9,10,11,12,14,57,15,32]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1943,2672,159,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1944,2673,"","",5298,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1945,2675,"","","",[347],[],[6076],"",[1],[36],"",[],"",[],[],"",[]
1946,2677,"",5291,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1947,2678,"",5299,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1948,2679,"",5300,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1949,2680,"",5301,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1950,2681,"",5302,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1951,2682,"","",5303,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1952,2683,"",5304,"",[],"[9,10,11,12,15,32]",[],"",[],"[1,4]","",[],"",[],[],"",[]
1953,2684,"","","",[347],[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","",[-36],[36],"",[],"",[],[],"",[]
1954,2685,157,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1955,2686,"","","",[347],[],"[5928,6405]","",[5],[36],"",[],"",[],[],"",[]
1956,2687,"","","",[347],[],[6036],"",[3],[36],"",[],"",[],[],"",[]
1957,2689,"","",5305,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1958,2690,"",5306,"",[],"[9,10,11,12,15,16,17,32]",[],"",[],"[1,4]",1,[],"",[],[],"",[]
1959,2692,"",5313,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1960,2693,"",5314,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1961,2694,"",5315,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1962,2695,"",5316,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1963,2696,160,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
1964,2698,"","",5311,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1965,2699,"","",5312,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1966,2701,"",5307,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1967,2702,"",5308,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1968,2703,"",5309,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1969,2704,"",5310,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1970,2705,161,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]",1,[],"",[],[],"",[]
1971,2706,"",5317,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1972,2707,"",5318,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1973,2708,"",5319,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1974,2709,"",5320,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1975,2710,"",5321,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1976,2711,"","",5322,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1977,2712,"","",5323,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1978,2713,"",5324,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
1979,2714,"",5325,"",[],[20],[],"",[],[4],"",[],"",[],[],"",[]
1980,2715,"",5326,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1981,2716,"","",5327,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1982,2717,162,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1983,2718,163,"","",[1367],[23],[],"",[71],[13],"",[],"",[],[],"",[]
1984,2720,"","","","[347,9192]",[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","","[-39,35]",[36],"",[],"",[],[],"",[]
1985,2721,"","","",[347],[],"[5709,5910]","",[3],[36],"",[],"",[],[],"",[]
1986,2722,"",5328,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1987,2723,"",5329,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
1988,2724,"",5330,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
1989,2725,"",5331,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
1990,2726,"",5332,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
1991,2727,"","",5333,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1992,2728,"","",5334,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
1993,2729,"",5335,"",[],"[14,57,16,17]",[],"",[],[1],"",[],"",[],[],"",[]
1994,2730,"",5336,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
1995,2731,"","",5337,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
1996,2732,164,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
1997,2733,165,"","",[1367],[23],[],"",[72],[13],"",[],"",[],[],"",[]
1998,2735,"","","","[347,9192]",[],"[5808,5932,5809,5810,5811,5931,5812,5930,5813,5814,5815,5816,5820,5929,5882,5884,5886,5963,6149,5883,5885,5887,6068,6067,6080,6082,6103,6099,6198,6199,6200,6201,6209]","","[-40,36]",[36],"",[],"",[],[],"",[]
1999,2736,"","","","[347,1301,3596,2676]",[],[5969],"","[10,10,10,12]",[36],"",[],"",[],[],"",[]
2000,2737,"",5338,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
2001,2738,"",5339,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
2002,2739,"",5340,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
2003,2740,"",5341,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
2004,2741,"",5342,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
2005,2742,"","",5343,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
2006,2743,"","",5344,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
2007,2744,166,"","",[1367],[23],[],"",[73],[13],"",[],"",[],[],"",[]
2008,2746,"",5345,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
2009,2747,"",5346,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
2010,2748,167,"","",[1367],[23],[],"",[74],[13],"",[],"",[],[],"",[]
2011,2749,"","",5347,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
2012,2751,"",5348,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
2013,2752,"",5349,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
2014,2753,"",5350,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
2015,2754,"",5351,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
2016,2755,"",5352,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
2017,2756,"","",5353,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
2018,2757,"","",5354,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
2019,2758,"","",5355,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
2020,2759,"","",5356,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
2021,2760,"",5357,"",[],"[6,7,56,8]",[],"",[],"[1,4]","",[],"",[],[],"",[]
2022,2761,"",5358,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
2023,2762,"","","",[347],[],"[5944,5945,5946,5948,5947]","",[18],[36],"",[],"",[],[],"",[]
2024,2763,"","","",[347],[],"[5965,5966,6182,6177,6178,5967,5705,6213]","",[3],[36],"",[],"",[],[],"",[]
2025,2764,"","","",[347],[],[5964],"",[1],[36],"",[],"",[],[],"",[]
2026,2765,"",5359,"",[],"[6,7,56,8,9,10,11,12,13,15,16,17,32,14,57]",[],"",[],"[1,4]","",[],"",[],[],"",[]
2027,2766,"","",5360,[],[21],[],"",[],[15],"",[],"",[],[],"",[]
2028,2767,158,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
2029,2770,"","",5361,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
2030,2771,"",5362,"",[],[13],[],"",[],[1],"",[],"",[],[],"",[]
2031,2772,"",5363,"",[],[20],[],"",[],[4],"",[],"",[],[],"",[]
2032,2773,"",5364,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
2033,2778,"",5365,"",[],"[9,10,11,14,57,15]",[],"",[],"[1,4]","",[],"",[],[],"",[]
2034,2781,"",5366,"",[12352],[25],[],"",[1],[7],"",[],"",[],[],"",[]
2035,2782,"",5367,"",[12352],[25],[],"",[1],[7],"",[],"",[],[],"",[]
2036,2783,"",5368,"",[12352],[23],[],"",[1],[12],"",[],"",[],[],"",[]
2037,2784,"",5369,"",[12352],[22],[],"",[1],[11],"",[],"",[],[],"",[]
2038,2785,"",5370,"",[12352],[24],[],"",[1],[9],"",[],"",[],[],"",[]
2039,2786,"","",5371,[12352],[24],[],"",[1],[10],"",[],"",[],[],"",[]
2040,2787,"","",5372,[12352],[24],[],"",[1],[10],"",[],"",[],[],"",[]
2041,2788,"",5373,"",[12353],"[6,7,56,8,9,10,15,14,57,11,12,32]",[],"",[1],"[1,4]",1,[],"",[],[],"",[]
2042,2789,169,"","",[12354],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5]",1,[],"",[],[],"",[]
2043,2790,"","",5374,[12352],[21],[],"",[1],[15],"",[],"",[],[],"",[]
2044,2791,170,"","","[1367,12352]",[23],[],"","[75,1]",[13],"",[],"",[],[],"",[]
2045,2793,"","","","[319,12352]",[4],[],"","[165,1]",[14],"",[],"",[],[],"",[]
2046,2794,"",5375,"",[12352],[25],[],"",[1],[7],"",[],"",[],[],"",[]
2047,2795,"",5376,"",[12352],[23],[],"",[1],[12],"",[],"",[],[],"",[]
2048,2796,"",5377,"",[12352],[22],[],"",[1],[11],"",[],"",[],[],"",[]
2049,2797,"",5378,"",[12352],[24],[],"",[1],[9],"",[],"",[],[],"",[]
2050,2798,"",5379,"",[12353],"[6,7,56,8,9,10,15,14,57,11,12,32]",[],"",[1],"[1,4]",1,[],"",[],[],"",[]
2051,2799,183,"","",[12354],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[1],"[2,5]",1,[],"",[],[],"",[]
2052,2800,"","",5380,[12352],[21],[],"",[1],[15],"",[],"",[],[],"",[]
2053,2801,184,"","","[1367,12352]",[23],[],"","[80,1]",[13],"",[],"",[],[],"",[]
2054,2802,"","",5381,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
2055,2812,"",5382,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
2056,2803,"","",5383,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
2057,2804,"","",5384,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
2058,2805,"","",5385,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
2059,2806,"","",5386,[],[25],[],"",[],"[8,21]","",[],"",[],[],"",[]
2060,2807,"","","",[347],[],[5880],"",[2],[36],"",[],"",[],[],"",[]
2061,2808,"","","","[347,9323]",[],[5880],"","[3,-1]",[36],"",[],"",[],[],"",[]
2062,2809,"","","",[347],[],[5880],"",[4],[36],"",[],"",[],[],"",[]
2063,2810,"","","","[347,2185,9192]",[],[5898],"","[3,3,38]",[36],"",[],"",[],[],"",[]
2064,2811,"","","",[347],[],"[5856,5912]","",[10],[36],"",[],"",[],[],"",[]
2065,2819,"",5387,"",[],[24],[],"",[],[9],"",[],"",[],[],"",[]
2066,2820,"",5388,"",[],[22],[],"",[],[11],"",[],"",[],[],"",[]
2067,2821,"",5389,"",[],[23],[],"",[],[12],"",[],"",[],[],"",[]
2068,2822,"",5390,"",[],[25],[],"",[],[7],"",[],"",[],[],"",[]
2069,2823,"","","","[347,9192]",[],"[5696,5913]","","[1,48]",[36],"",[],"",[],[],"",[]
2070,2824,"","","",[347],[],"[5696,5913]","",[2],[36],"",[],"",[],[],"",[]
2071,2825,"",5391,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
2072,2826,"",5392,"",[],[26],[],"",[],[4],"",[],"",[],[],"",[]
2073,2827,168,"","",[],"[37,6,7,56,8,9,10,11,12,13,14,57,15,16,17,32,26]",[],"",[],"[2,5]","",[],"",[],[],"",[]
2074,2828,"","",5393,[],[24],[],"",[],[10],"",[],"",[],[],"",[]
