"rownum","Id","Icon_DDSFile","Stats","Stat1Value","Stat2Value","Stat3Value","Stat4Value","PassiveSkillGraphId","Name","Characters","IsKeystone","IsNotable","FlavourText","IsJustIcon","AchievementItem","IsJewelSocket","AscendancyKey","IsAscendancyStartingNode","ReminderStrings","SkillPointsGranted","IsMultipleChoice","IsMultipleChoiceOption","Stat5Value","PassiveSkillBuffs","GrantedEffectsPerLevel","IsAnointmentOnly","i32","IsExpansion","IsProxyPassive","SkillType","MasteryGroup","rid","SoundEffect","string","i32","i32","i32","i32","i32","bool","[rid]","i32"
2341,"curse_reservation_efficiency2864","Art/2DArt/SkillIcons/passives/CurseManaReservation.dds",[14917],10,0,0,0,17940,"Curse Mana Reservation Efficiency",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2342,"curse_reservation_efficiency2865","Art/2DArt/SkillIcons/passives/CurseManaReservation.dds",[14917],10,0,0,0,35190,"Curse Mana Reservation Efficiency",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2343,"curse_reservation_efficiency2866","Art/2DArt/SkillIcons/passives/CurseManaReservation.dds",[14917],10,0,0,0,2081,"Curse Mana Reservation Efficiency",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2344,"curse_mana_cost2867","Art/2DArt/SkillIcons/passives/CurseManaCost.dds",[17335],-10,0,0,0,62480,"Curse Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2345,"curse_mana_cost2868","Art/2DArt/SkillIcons/passives/CurseManaCost.dds",[17335],-10,0,0,0,25431,"Curse Mana Cost",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2346,"curse_area_of_effect2869","Art/2DArt/SkillIcons/passives/CurseAreaofEffect.dds",[2073],15,0,0,0,25959,"Hex Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2347,"curse_area_of_effect2870","Art/2DArt/SkillIcons/passives/CurseAreaofEffect.dds",[2073],15,0,0,0,10992,"Hex Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2348,"curse_area_of_effect2871","Art/2DArt/SkillIcons/passives/CurseAreaofEffect.dds",[2073],15,0,0,0,1652,"Hex Area of Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2349,"curse_duration2872","Art/2DArt/SkillIcons/passives/CurseDuration.dds",[2024],15,0,0,0,35730,"Curse Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2350,"curse_duration2873","Art/2DArt/SkillIcons/passives/CurseDuration.dds",[2024],15,0,0,0,30173,"Curse Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2351,"curse_duration2874","Art/2DArt/SkillIcons/passives/CurseDuration.dds",[2024],15,0,0,0,51382,"Curse Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2352,"curse_duration2875","Art/2DArt/SkillIcons/passives/CurseDuration.dds",[2024],15,0,0,0,2785,"Curse Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2353,"curse_duration2876","Art/2DArt/SkillIcons/passives/CurseDuration.dds",[2024],15,0,0,0,51191,"Curse Duration",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2354,"curse_cast_speed2877","Art/2DArt/SkillIcons/passives/CurseCastSpeed.dds",[837],10,0,0,0,32075,"Curse Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2355,"curse_cast_speed2878","Art/2DArt/SkillIcons/passives/CurseCastSpeed.dds",[837],10,0,0,0,58869,"Curse Cast Speed",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2356,"mana_on_cursed_kill2879","Art/2DArt/SkillIcons/passives/ManaandCurses2.dds",[9989],2,0,0,0,61283,"Mana on Kill against Cursed Enemies",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2357,"curse_effect_2880","Art/2DArt/SkillIcons/passives/CurseEffectNode.dds",[1386],5,0,0,0,6109,"Curse Effect",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2358,"curse_effect_notable_2881","Art/2DArt/SkillIcons/passives/CurseNotable2.dds","[1386,1277]",10,-15,0,0,53652,"Steeped in the Profane",[],"",1,"","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2359,"minion_criticals2861","Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",[12018],20,0,0,0,35791,"Minion Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2360,"minion_criticals2862","Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNode.dds",[12018],20,0,0,0,1722,"Minion Critical Strike Multiplier",[],"","","","","","","","",[],0,"","",0,[],"","",0,"","",0,"","","","",0,0,0,0,0,"",[],0
2361,"mastery_accuracy1","Art/2DArt/SkillIcons/passives/MasteryGroupAccuracy.dds",[],0,0,0,0,42533,"Accuracy Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,0,"","","",0,0,0,0,0,"",[],0
2362,"mastery_accuracy2","Art/2DArt/SkillIcons/passives/MasteryGroupAccuracy.dds",[],0,0,0,0,26148,"Accuracy Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,0,"","","",0,0,0,0,0,"",[],0
2363,"mastery_accuracy3","Art/2DArt/SkillIcons/passives/MasteryGroupAccuracy.dds",[],0,0,0,0,58302,"Accuracy Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,0,"","","",0,0,0,0,0,"",[],0
2364,"mastery_accuracy4","Art/2DArt/SkillIcons/passives/MasteryGroupAccuracy.dds",[],0,0,0,0,35221,"Accuracy Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,0,"","","",0,0,0,0,0,"",[],0
2365,"mastery_armour5_","Art/2DArt/SkillIcons/passives/MasteryGroupArmour.dds",[],0,0,0,0,52462,"Armour Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,1,"","","",0,0,0,0,0,"",[],0
2366,"mastery_armour6","Art/2DArt/SkillIcons/passives/MasteryGroupArmour.dds",[],0,0,0,0,48717,"Armour Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,1,"","","",0,0,0,0,0,"",[],0
2367,"mastery_fortify7","Art/2DArt/SkillIcons/passives/FortifyMasterySymbol.dds",[],0,0,0,0,51974,"Fortify Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0
2368,"mastery_fortify8","Art/2DArt/SkillIcons/passives/FortifyMasterySymbol.dds",[],0,0,0,0,59335,"Fortify Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,29,"","","",0,0,0,0,0,"",[],0
2369,"mastery_armour9","Art/2DArt/SkillIcons/passives/MasteryGroupArmour.dds",[],0,0,0,0,37641,"Armour and Energy Shield Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,3,"","","",0,0,0,0,0,"",[],0
2370,"mastery_armour10","Art/2DArt/SkillIcons/passives/MasteryGroupArmour.dds",[],0,0,0,0,54340,"Armour Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,1,"","","",0,0,0,0,0,"",[],0
2371,"mastery_armour11","Art/2DArt/SkillIcons/passives/MasteryGroupArmour.dds",[],0,0,0,0,45358,"Armour Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,1,"","","",0,0,0,0,0,"",[],0
2372,"mastery_attack12","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,62023,"Attack Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,4,"","","",0,0,0,0,0,"",[],0
2373,"mastery_attack13","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,28863,"Attack Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,4,"","","",0,0,0,0,0,"",[],0
2374,"mastery_attack14","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,49820,"Spell Suppression Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,48,"","","",0,0,0,0,0,"",[],0
2375,"mastery_impale15","Art/2DArt/SkillIcons/passives/ImpaleMasterySymbol.dds",[],0,0,0,0,48982,"Impale Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,30,"","","",0,0,0,0,0,"",[],0
2376,"mastery_attack16","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,59501,"Blind Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,8,"","","",0,0,0,0,0,"",[],0
2377,"mastery_attack17","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,56595,"Attack Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,4,"","","",0,0,0,0,0,"",[],0
2378,"mastery_attack18","Art/2DArt/SkillIcons/passives/MasteryFlasks.dds",[],0,0,0,0,41016,"Flask Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,28,"","","",0,0,0,0,0,"",[],0
2379,"mastery_impale19","Art/2DArt/SkillIcons/passives/ImpaleMasterySymbol.dds",[],0,0,0,0,47059,"Impale Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,30,"","","",0,0,0,0,0,"",[],0
2380,"mastery_attack20","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,8629,"Attack Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,4,"","","",0,0,0,0,0,"",[],0
2381,"mastery_attack21","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,52875,"Attack Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,4,"","","",0,0,0,0,0,"",[],0
2382,"mastery_impale22","Art/2DArt/SkillIcons/passives/ImpaleMasterySymbol.dds",[],0,0,0,0,52074,"Impale Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,30,"","","",0,0,0,0,0,"",[],0
2383,"mastery_leech23_","Art/2DArt/SkillIcons/passives/MasteryGroupLifeMana.dds",[],0,0,0,0,28862,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,31,"","","",0,0,0,0,0,"",[],0
2384,"mastery_attack24","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,8556,"Attack Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,4,"","","",0,0,0,0,0,"",[],0
2385,"mastery_attack25","Art/2DArt/SkillIcons/passives/AttackBlindMastery.dds",[],0,0,0,0,10245,"Attack Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,4,"","","",0,0,0,0,0,"",[],0
2386,"mastery_axe26","Art/2DArt/SkillIcons/passives/MasteryGroupAxe.dds",[],0,0,0,0,24224,"Axe Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,6,"","","",0,0,0,0,0,"",[],0
2387,"mastery_bleed27","Art/2DArt/SkillIcons/passives/BloodMastery.dds",[],0,0,0,0,43601,"Bleeding Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,7,"","","",0,0,0,0,0,"",[],0
2388,"mastery_axe28","Art/2DArt/SkillIcons/passives/MasteryGroupAxe.dds",[],0,0,0,0,28039,"Axe Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,6,"","","",0,0,0,0,0,"",[],0
2389,"mastery_axe29","Art/2DArt/SkillIcons/passives/MasteryGroupAxe.dds",[],0,0,0,0,58540,"Axe Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,6,"","","",0,0,0,0,0,"",[],0
2390,"mastery_axe30","Art/2DArt/SkillIcons/passives/MasteryGroupAxe.dds",[],0,0,0,0,4424,"Axe Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,6,"","","",0,0,0,0,0,"",[],0
2391,"mastery_block31","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,49391,"Block Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,9,"","","",0,0,0,0,0,"",[],0
2392,"mastery_bow32","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,27865,"Bow Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,10,"","","",0,0,0,0,0,"",[],0
2393,"mastery_bow33","Art/2DArt/SkillIcons/passives/MasteryProjectiles.dds",[],0,0,0,0,47212,"Projectile Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,43,"","","",0,0,0,0,0,"",[],0
2394,"mastery_bow34","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,6427,"Bow Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,10,"","","",0,0,0,0,0,"",[],0
2395,"mastery_bow35","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,24552,"Bow Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,10,"","","",0,0,0,0,0,"",[],0
2396,"mastery_bow36","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,25349,"Bow Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,10,"","","",0,0,0,0,0,"",[],0
2397,"mastery_bow37","Art/2DArt/SkillIcons/passives/MasteryGroupBow.dds",[],0,0,0,0,37502,"Bow Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,10,"","","",0,0,0,0,0,"",[],0
2398,"mastery_brand38","Art/2DArt/SkillIcons/passives/MasteryBrand.dds",[],0,0,0,0,40439,"Brand Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,11,"","","",0,0,0,0,0,"",[],0
2399,"mastery_brand39","Art/2DArt/SkillIcons/passives/MasteryBrand.dds",[],0,0,0,0,21143,"Brand Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,11,"","","",0,0,0,0,0,"",[],0
2400,"mastery_brand40","Art/2DArt/SkillIcons/passives/MasteryBrand.dds",[],0,0,0,0,61343,"Brand Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,11,"","","",0,0,0,0,0,"",[],0
2401,"mastery_caster41","Art/2DArt/SkillIcons/passives/MasteryGroupLightning.dds",[],0,0,0,0,14122,"Lightning Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,34,"","","",0,0,0,0,0,"",[],0
2402,"mastery_caster42","Art/2DArt/SkillIcons/passives/AreaofEffectSpellsMastery.dds",[],0,0,0,0,14113,"Caster Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,12,"","","",0,0,0,0,0,"",[],0
2403,"mastery_caster43","Art/2DArt/SkillIcons/passives/AreaofEffectSpellsMastery.dds",[],0,0,0,0,6588,"Caster Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,12,"","","",0,0,0,0,0,"",[],0
2404,"mastery_caster44","Art/2DArt/SkillIcons/passives/AreaofEffectSpellsMastery.dds",[],0,0,0,0,40196,"Caster Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,12,"","","",0,0,0,0,0,"",[],0
2405,"mastery_caster45","Art/2DArt/SkillIcons/passives/AreaofEffectSpellsMastery.dds",[],0,0,0,0,28680,"Caster Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,12,"","","",0,0,0,0,0,"",[],0
2406,"mastery_caster46","Art/2DArt/SkillIcons/passives/MasteryGroupEnergyShieldMana.dds",[],0,0,0,0,55230,"Leech Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,31,"","","",0,0,0,0,0,"",[],0
2407,"mastery_chaos47","Art/2DArt/SkillIcons/passives/MasteryChaos.dds",[],0,0,0,0,21801,"Chaos Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,13,"","","",0,0,0,0,0,"",[],0
2408,"mastery_chaos48","Art/2DArt/SkillIcons/passives/MasteryChaos.dds",[],0,0,0,0,23547,"Chaos Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,13,"","","",0,0,0,0,0,"",[],0
2409,"mastery_chaos49","Art/2DArt/SkillIcons/passives/MasteryChaos.dds",[],0,0,0,0,42361,"Chaos Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,13,"","","",0,0,0,0,0,"",[],0
2410,"mastery_charges50","Art/2DArt/SkillIcons/passives/EnduranceFrenzyChargeMastery.dds",[],0,0,0,0,4707,"Charge Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,14,"","","",0,0,0,0,0,"",[],0
2411,"mastery_charges51","Art/2DArt/SkillIcons/passives/EnduranceFrenzyChargeMastery.dds",[],0,0,0,0,34723,"Charge Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,14,"","","",0,0,0,0,0,"",[],0
2412,"mastery_charges52","Art/2DArt/SkillIcons/passives/EnduranceFrenzyChargeMastery.dds",[],0,0,0,0,56865,"Charge Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,14,"","","",0,0,0,0,0,"",[],0
2413,"mastery_charges53","Art/2DArt/SkillIcons/passives/EnduranceFrenzyChargeMastery.dds",[],0,0,0,0,33678,"Charge Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,14,"","","",0,0,0,0,0,"",[],0
2414,"mastery_claw54","Art/2DArt/SkillIcons/passives/MasteryGroupClaw.dds",[],0,0,0,0,19050,"Claw Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,15,"","","",0,0,0,0,0,"",[],0
2415,"mastery_claw55","Art/2DArt/SkillIcons/passives/MasteryGroupClaw.dds",[],0,0,0,0,12518,"Claw Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,15,"","","",0,0,0,0,0,"",[],0
2416,"mastery_claw56","Art/2DArt/SkillIcons/passives/MasteryGroupClaw.dds",[],0,0,0,0,53365,"Claw Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,15,"","","",0,0,0,0,0,"",[],0
2417,"mastery_claw57","Art/2DArt/SkillIcons/passives/MasteryGroupClaw.dds",[],0,0,0,0,4788,"Claw Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,15,"","","",0,0,0,0,0,"",[],0
2418,"mastery_cold58","Art/2DArt/SkillIcons/passives/MasteryGroupCold.dds",[],0,0,0,0,17380,"Cold Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,16,"","","",0,0,0,0,0,"",[],0
2419,"mastery_cold59","Art/2DArt/SkillIcons/passives/MasteryGroupCold.dds",[],0,0,0,0,60170,"Cold Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,16,"","","",0,0,0,0,0,"",[],0
2420,"mastery_cold60","Art/2DArt/SkillIcons/passives/MasteryGroupCold.dds",[],0,0,0,0,44179,"Cold Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,16,"","","",0,0,0,0,0,"",[],0
2421,"mastery_cold61","Art/2DArt/SkillIcons/passives/MasteryGroupCold.dds",[],0,0,0,0,7023,"Cold Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,16,"","","",0,0,0,0,0,"",[],0
2422,"mastery_criticals62","Art/2DArt/SkillIcons/passives/MasteryGroupCrit.dds",[],0,0,0,0,63861,"Critical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,17,"","","",0,0,0,0,0,"",[],0
2423,"mastery_criticals63","Art/2DArt/SkillIcons/passives/MasteryGroupCrit.dds",[],0,0,0,0,33823,"Critical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,17,"","","",0,0,0,0,0,"",[],0
2424,"mastery_criticals64","Art/2DArt/SkillIcons/passives/MasteryGroupCrit.dds",[],0,0,0,0,51583,"Critical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,17,"","","",0,0,0,0,0,"",[],0
2425,"mastery_criticals65","Art/2DArt/SkillIcons/passives/MasteryGroupCrit.dds",[],0,0,0,0,31039,"Critical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,17,"","","",0,0,0,0,0,"",[],0
2426,"mastery_criticals66","Art/2DArt/SkillIcons/passives/MasteryGroupCrit.dds",[],0,0,0,0,35085,"Critical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,17,"","","",0,0,0,0,0,"",[],0
2427,"mastery_criticals67","Art/2DArt/SkillIcons/passives/MasteryGroupCrit.dds",[],0,0,0,0,16123,"Critical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,17,"","","",0,0,0,0,0,"",[],0
2428,"mastery_criticals68","Art/2DArt/SkillIcons/passives/MasteryGroupCrit.dds",[],0,0,0,0,9586,"Critical Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,17,"","","",0,0,0,0,0,"",[],0
2429,"mastery_curse69","Art/2DArt/SkillIcons/passives/MasteryCurse.dds",[],0,0,0,0,50540,"Curse Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,18,"","","",0,0,0,0,0,"",[],0
2430,"mastery_curse70","Art/2DArt/SkillIcons/passives/MasteryCurse.dds",[],0,0,0,0,6570,"Curse Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,18,"","","",0,0,0,0,0,"",[],0
2431,"mastery_curse71","Art/2DArt/SkillIcons/passives/MasteryCurse.dds",[],0,0,0,0,23796,"Curse Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,18,"","","",0,0,0,0,0,"",[],0
2432,"mastery_mark72","Art/2DArt/SkillIcons/passives/MarkMastery.dds",[],0,0,0,0,62759,"Mark Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0
2433,"mastery_curse73","Art/2DArt/SkillIcons/passives/MinionMastery.dds",[],0,0,0,0,48144,"Link Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,33,"","","",0,0,0,0,0,"",[],0
2434,"mastery_mark74","Art/2DArt/SkillIcons/passives/MarkMastery.dds",[],0,0,0,0,58563,"Mark Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,37,"","","",0,0,0,0,0,"",[],0
2435,"mastery_curse75","Art/2DArt/SkillIcons/passives/MasteryCurse.dds",[],0,0,0,0,22959,"Curse Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,18,"","","",0,0,0,0,0,"",[],0
2436,"mastery_dagger76","Art/2DArt/SkillIcons/passives/MasteryGroupDagger.dds",[],0,0,0,0,7634,"Dagger Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,19,"","","",0,0,0,0,0,"",[],0
2437,"mastery_dagger77","Art/2DArt/SkillIcons/passives/MasteryGroupDagger.dds",[],0,0,0,0,15409,"Dagger Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,19,"","","",0,0,0,0,0,"",[],0
2438,"mastery_dagger78","Art/2DArt/SkillIcons/passives/MasteryGroupDagger.dds",[],0,0,0,0,31197,"Dagger Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,19,"","","",0,0,0,0,0,"",[],0
2439,"mastery_dagger79","Art/2DArt/SkillIcons/passives/MasteryGroupDagger.dds",[],0,0,0,0,62853,"Dagger Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,19,"","","",0,0,0,0,0,"",[],0
2440,"mastery_dagger80","Art/2DArt/SkillIcons/passives/MasteryGroupLife.dds",[],0,0,0,0,24481,"Life Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,32,"","","",0,0,0,0,0,"",[],0
2441,"mastery_bleeding81","Art/2DArt/SkillIcons/passives/BloodMastery.dds",[],0,0,0,0,63710,"Bleeding Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,7,"","","",0,0,0,0,0,"",[],0
2442,"mastery_damageovertime82","Art/2DArt/SkillIcons/passives/BloodMastery.dds",[],0,0,0,0,57949,"Damage Over Time Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,20,"","","",0,0,0,0,0,"",[],0
2443,"mastery_damageovertime83","Art/2DArt/SkillIcons/passives/BloodMastery.dds",[],0,0,0,0,47294,"Damage Over Time Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,20,"","","",0,0,0,0,0,"",[],0
2444,"mastery_damageovertime84","Art/2DArt/SkillIcons/passives/BloodMastery.dds",[],0,0,0,0,60834,"Damage Over Time Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,20,"","","",0,0,0,0,0,"",[],0
2445,"mastery_dualwield85","Art/2DArt/SkillIcons/passives/MasteryGroupDualWield.dds",[],0,0,0,0,8872,"Dual Wielding Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,21,"","","",0,0,0,0,0,"",[],0
2446,"mastery_dualwield86","Art/2DArt/SkillIcons/passives/MasteryGroupDualWield.dds",[],0,0,0,0,51761,"Dual Wielding Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,21,"","","",0,0,0,0,0,"",[],0
2447,"mastery_block87","Art/2DArt/SkillIcons/passives/MasteryGroupShield.dds",[],0,0,0,0,21324,"Block Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,9,"","","",0,0,0,0,0,"",[],0
2448,"mastery_dualwield88","Art/2DArt/SkillIcons/passives/MasteryGroupDualWield.dds",[],0,0,0,0,50071,"Dual Wielding Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,21,"","","",0,0,0,0,0,"",[],0
2449,"mastery_dualwield89","Art/2DArt/SkillIcons/passives/AreaofEffectSpellsMastery.dds",[],0,0,0,0,17411,"Caster Mastery",[],"","","",1,8881,"","","",[],0,"","",0,[],"","",0,"","",0,12,"","","",0,0,0,0,0,"",[],0
