"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness"
6074,"GeometryAttackBeastBossSlam",[618],[],[],1,0
6075,"GeometryAttackBlightCageSkeletonSpin","[618,1929]",[1102],[50],1,0
6076,"GeometryAttackBlightWaterSpiralSpin",[618],[1101],[50],1,0
6077,"GeometryAttackDjinnSpin",[618],[1101],[50],1,0
6078,"GeometrySpellBlightNecroballImpact",[618],[],[],3,0.05
6079,"GeometrySpellBlightNecroballImpactMini",[618],[5755],[-60],1,0.05
6080,"GeometryAttackBlightGolemBossSlam",[618],[],[],1,0
6081,"GeometrySpellBlightIceWolfExplode",[618],[],[],2,0.05
6082,"GeometryAttackBlightFireHellionBossCrack",[618],[],[],1,0
6083,"SynthesisGuardian4BeamGun","[618,1929]",[1102],[50],1,0.05
6084,"SynthesisGuardian4BeamGunGeo",[618],[1102],[50],4,0.05
6085,"LegionTemplarBossHolyBlastBeam","[618,1929,9088]",[1102],[75],1,0.05
6086,"DelveQiongqiSlam",[618],[],[],1,0
6087,"LegionTemplarShatterShieldBeam","[618,1929,9088]",[1102],[50],0.35,0.035
6088,"LegionVaalSiphonField","[618,1929]",[],[],0.5,0.045
6089,"BlightTowerMinionExplode",[618],[],[],4,0.06
6090,"AtlasExilesCrusaderBeamImpact",[618],"[1102,6819,6820]","[50,1,100]",1,0.05
6091,"MetamorphosisShieldChargeFootstep",[618],[],[],1,0
6092,"MetamorphosisShieldChargeSuperFootstep",[618],[],[],1,0
6093,"AtlasExileOrionBeamBlast",[618],[],[],6,0.05
6094,"AtlasExileCrusaderMageguardBombExplode",[618],[],[],1.4,0.045
6095,"AtlasExileCrusaderMageguardBombExplodeSpectre",[618],[],[],2,0.045
6096,"SeawitchWaveGeometrySpell",[618],[660],[-60],3.5,0.032
6097,"SeawitchWaveGeometrySpellMerveil","[1326,618]",[660],[-60],5.0369,0.0342
6098,"SeawitchWaveGeometrySpellMerveilMap",[618],[660],[-60],1.4636,0.0385
6099,"SeawitchWaveGeometrySpellInvasion",[618],[660],[-60],1.4636,0.0342
6100,"SeawitchWaveGeometrySpellDescentBoss",[618],[660],[-60],1.4636,0.0342
6101,"SeawitchWaveGeometrySpellSmall",[618],[660],[-70],1.46,0.034
6102,"AtlasExileCrusaderPhantasmExplode",[618],[],[],3.59,0.05
6103,"MetamorphosisShieldChargeImpact",[618],[],[],1,0
6104,"AtlasBasiliskScorpionSting","[618,2302]",[1230],[15],1,0
6105,"AtlasExileOrionCarpetProjectileImpact",[618],[],[],2.5,0.0342
6106,"AtlasExileOrionCarpetVolatileExplode",[618],[],[],2.5,0.0342
6107,"AtlasExileBasiliskSnakeProjectileImpact","[618,2302,12428]","[1103,3363,3364]","[50,100,300]",3,0.04
6108,"AtlasExileBasiliskSnakeProjectileImpactInfluence","[618,12428]",[1103],[50],1.5,0.04
6109,"AtlasExileOrionSpammableBeamBlast",[618],"[1100,1102]","[30,30]",3.75,0.04
6110,"AtlasExileOrionSpammableBeamBlastRepeated",[618],"[1100,1102,5755]","[30,30,25]",2.5,0.04
6111,"AtlasExileOrionSpammableBeamBlastMedium",[618],"[1100,1102,5755]","[30,30,50]",3.25,0.04
6112,"AtlasExileOrionSpammableBeamBlastLarge",[618],"[1100,1102,5755]","[30,30,75]",4,0.04
6113,"AtlasExileOrionSpammableBeamBlastFinal",[618],"[1100,1102]","[30,30]",3.75,0.04
6114,"AtlasExileOrionSpammableBeamBlastUber",[618],"[4966,4965,3878,1100,1102,5755]","[1,5000,320,30,30,50]",3.75,0.04
6115,"AtlasExileOrionSpammableBeamBlastUberFinal",[618],"[4966,4965,3878,1100,1102,5755]","[1,5000,320,30,30,50]",3.75,0.04
6116,"AtlasExileOrionSpammableBeamBlastRepeatedFinal",[618],"[1100,1102,5755]","[30,30,25]",2.5,0.04
6117,"AtlasExileOrionSpammableBeamBlastMediumFinal",[618],"[1100,1102,5755]","[30,30,50]",3.25,0.04
6118,"AtlasExileOrionSpammableBeamBlastLargeFinal",[618],"[1100,1102,5755]","[30,30,75]",4,0.04
6119,"AtlasExileOrionSpammableBeamPhysical1",[618],"[4966,4965,3878]","[3,5000,320]",2.1775,0.04
6120,"AtlasExileOrionSpammableBeamPhysical2",[618],"[4966,4965,3878]","[3,5000,320]",2.1775,0.04
6121,"AtlasExileOrionSpammableBeamPhysical3",[618],"[4966,4965,3878]","[3,5000,320]",2.1775,0.04
6122,"AtlasExileOrionSpammableBeamCold1","[618,198]","[1101,17365]","[75,200]",3.25,0.04
6123,"AtlasExileOrionSpammableBeamCold2","[618,198]","[1101,17365]","[75,200]",3.25,0.04
6124,"AtlasExileOrionSpammableBeamCold3","[618,198]","[1101,17365]","[75,200]",3.25,0.04
6125,"AtlasExileOrionSpammableBeamFire1","[618,195]",[1100],[75],3.25,0.04
6126,"AtlasExileOrionSpammableBeamFire2","[618,195]",[1100],[75],3.25,0.04
6127,"AtlasExileOrionSpammableBeamFire3","[618,195]",[1100],[75],3.25,0.04
6128,"AtlasExileOrionSpammableBeamLightning1","[618,196]","[1102,15083]","[75,200]",3.25,0.04
6129,"AtlasExileOrionSpammableBeamLightning2","[618,196]","[1102,15083]","[75,200]",3.25,0.04
6130,"AtlasExileOrionSpammableBeamLightning3","[618,196]","[1102,15083]","[75,200]",3.25,0.04
6131,"AtlasExileOrionCloneBeam","[618,196]","[1102,15083]","[75,200]",3.25,0.04
6132,"AtlasExileOrionGeyserImpact","[618,1929]","[1100,1102,2696]","[30,30,-50]",0.75,0.04
6133,"AtlasExileOrionGeyserImpactInitial","[618,1929]","[1100,1102,2696]","[30,30,-50]",0.75,0.04
6134,"AtlasExileOrionGeyserImpactInfluence","[618,1929]","[1100,1102,2696]","[30,30,-50]",0.23,0.04
6135,"MetamorphRhoaScreech",[618],[],[],2.5,0.04
6136,"MetamorphSeawitchWave",[618],[],[],1.4636,0.0342
6137,"AtlasBasiliskSpiderNova",[618],[357],[5000],1.4636,0.0342
6138,"AtlasBasiliskSpiderDeathExplode",[618],[],[],2,0.04
6139,"AtlasBasiliskWyvernProjectileImpact","[618,12428]",[1103],[50],1,0
6140,"AtlasBasiliskWyvernProjectileImpactCone","[618,12428]",[1103],[50],1,0
6141,"AtlasBasiliskGorgonGeoTrigger1","[618,12428]",[1103],[30],1,0
6142,"AtlasBasiliskGorgonGeoTrigger2","[618,12428]",[1103],[30],1,0
6143,"AtlasBasiliskGorgonGeoTrigger3","[618,12428]",[1103],[30],1,0
6144,"AtlasBasiliskDaggerSlam","[618,12428]","[1103,1230]","[30,15]",1,0
6145,"MetamorphGeometryImpact",[618],[],[],1,0
6146,"AtlasWarlordBannerSlam",[618],[],[],2.25,0.04
6147,"AtlasWarlordGloveSlamImpact",[618],[],[],1,0
6148,"AtlasWarlordGloveCascadeImpact",[618],[5755],[-33],1,0
6149,"AtlasWarlordGloveCascadeImpactStandalone",[618],[5755],[-33],1,0
6150,"AtlasBasiliskComboThrust","[618,110,10677,12428]","[10664,402,1103]","[100,100,25]",1,0
6151,"AtlasBasiliskDecapThrust","[618,110,10677,3814,12428]","[10664,1103]","[100,25]",1,0
6152,"AtlasBasiliskComboSlam","[618,12428]",[1103],[25],1,0
6153,"AtlasBasiliskDecapitateRightToLeft","[618,2302,12428]","[1103,3364,3363]","[25,200,350]",1,0
6154,"AtlasBasiliskDecapitateLeftToRight","[618,2302,12428]","[1103,3364,3363]","[25,200,350]",1,0
6155,"AtlasBasiliskDashSlash","[618,12428]",[1103],[25],1,0
6156,"AtlasWarlordPitbullSlash",[618],[1230],[25],1,0
6157,"AtlasWarlordPitbullSlam",[618],[1230],[25],1,0
6158,"AtlasWarlordCascadeSlam",[618],[],[],1,0
6159,"AtlasCrusaderFallenAngelCleave1",[618],[1102],[75],1,0
6160,"AtlasCrusaderFallenAngelCleave2",[618],[1102],[75],1,0
6161,"AtlasEyrieArcherCrystalImpact",[618],[],[],2.5,0.04
6162,"AtlasEyrieBirdBreath",[618],[7415],[30],1,0.04
6163,"AtlasEyrieBirdBreathNoEffects",[618],[7415],[30],1,0.04
6164,"AtlasEyrieFighterSlash",[618],"[1101,1230]","[75,25]",1,0
6165,"AtlasWarlordSpearImpact",[618],[],[],1,0
6166,"AtlasBasiliskDualProjectileImpact","[618,2360,12428]",[1103],[25],1,0
6167,"AtlasBasiliskWyvernGroundCollide","[618,12428]",[1103],[50],1,0
6168,"AtlasWarlordDoubleHands1",[618],[],[],1,0
6169,"AtlasWarlordDoubleHands2",[618],[],[],1,0
6170,"AtlasOrionDeathZoneShockwave","[618,110]","[10664,402]","[100,100]",0.25,0.03
6171,"AtlasOrionDeathZoneShockwave2","[618,110]","[10664,402,5755]","[100,100,50]",0.25,0.03
6172,"AtlasOrionDeathZoneShockwave3","[618,110]","[10664,402,5755]","[100,100,100]",0.25,0.03
6173,"AtlasOrionDeathZoneShockwave4","[618,110]","[10664,402,5755]","[100,100,150]",0.25,0.03
6174,"AtlasOrionDeathZoneShockwave5","[618,110]","[10664,402,5755]","[100,100,200]",0.25,0.03
6175,"AtlasOrionDeathZoneShockwave6","[618,110]","[10664,402,5755]","[100,100,250]",0.25,0.03
6176,"AtlasOrionDeathZoneShockwave7","[618,110]","[10664,402,5755]","[100,100,300]",0.25,0.03
6177,"AtlasOrionDeathZoneShockwave8","[618,110]","[10664,402,5755]","[100,100,350]",0.25,0.03
6178,"AfflictionBossPhysSprayExplode",[2972],[357],[5000],0,0
6179,"AfflictionDemonLeapSlamImpact",[618],[],[],1,0
6180,"AfflictionDemonLeapSlamImpactUnique",[618],[8418],[100],1,0
6181,"AfflictionMinionNoodleImpact",[618],[6819],[1],2,0.045
6182,"GAHarvestSpiderLacerateRight","[618,12428]",[1103],[25],0,0
6183,"GAHarvestSpiderLacerateLeft","[618,12428]",[1103],[25],0,0
6184,"GSHarvestPlatedScorpionSpikeCascade","[618,12428]",[1103],[20],2.2,0.035
6185,"GAHarvestScorpionBigStab","[618,1113]",[1230],[30],0,0
6186,"GAHarvestScorpionCleave","[618,1113,12428]",[1103],[10],1,0
6187,"GSHarvestMonkeyMine",[618],[],[],3.5,0.043
6188,"GAHarvestCrabDashSlam",[618],[1101],[50],1,0
6189,"GSHarvestSandLeaperSnipe",[618],[660],[-40],5,0.045
6190,"GAHarvestBeastSlam1",[618],[],[],1,0
6191,"GAHarvestBeastSlam2",[618],[],[],1,0
6192,"GAHarvestWebMortarImpact","[618,12428]","[1103,357]","[15,3000]",1,0
6193,"GAHarvestHulkSlam",[618],[],[],1,0
6194,"GAHarvestRhoaChargeImpact",[618],[1101],[50],1,0
6195,"GAHarvestRhexDashSlash",[618],[1102],[50],1,0
6196,"GSHarvestRhexScreech",[618],[357],[4000],1.2,0.04
6197,"GSHarvestIguanaSpikeRain","[618,1929]",[660],[-20],1.35,0.04
6198,"GAHarvestDevourerSnakeBite","[618,1113]","[1230,1101]","[30,15]",1,0
6199,"GSHarvestGoatmanDelayedBlast",[618],[],[],3,0.048
6200,"GAHarvestSabreSpiderDualStrike","[618,1113,12428]","[1230,1103]","[6,25]",1,0
6201,"GAHarvestBirddogLeapslam","[618,3814]",[],[],1,0
6202,"GSHarvestKitavaDemonExplosion",[618],[],[],4.5,0.05
6203,"GAHarvestKitavaDemonEarthquakeSmall",[618],[1102],[50],1,0
6204,"GAHarvestKitavaDemonEarthquakeBig",[618],[1102],[50],1,0
6205,"GSHarvestSquidNoodleImpact",[618],[6819],[1],1.1,0.04
6206,"GSHarvestInsectSpawnerVomit",[618],[],[],3,0.048
6207,"GAHarvestVultureCleave","[618,1113]",[],[],1,0
6208,"GAHarvestVultureLeapSlam",[618],[],[],1,0
6209,"GAHarvestMinerHammerSlam","[618,1113]",[],[],1,0
6210,"GAHarvestChieftainMoltenStrike",[618],[1100],[50],1,0
6211,"GAHarvestParasiteTailWhip",[618],[],[],1,0
6212,"GAHarvestInsectEmergeExplosion",[618],[],[],1,0
6213,"GAHarvestBeastTrample","[110,197]",[],[],1,0
6214,"GAHarvestCatStunner",[197],[341],[200],1,0
6215,"GSHarvestBirdDashZap",[618],[],[],2,0.04
6216,"GAHeistPolearmDashZap",[618],[1102],[50],2,0.04
6217,"GAHeistTemplarMeleeThrust",[618],[1102],[50],1,0
6218,"GAHeistTemplarMelee2HSlash",[618],[1102],[50],1,0
6219,"GAHeistTemplarMelee2HSlam","[618,1113]",[1102],[50],1,0
6220,"GAHeistTemplarMelee2HSlamMiniboss","[618,1113]",[1102],[50],1,0
6221,"GAHeistTemplarDashStab",[618],[1102],[50],1,0
6222,"GAHeistTemplarDashStabMiniboss",[618],[1102],[50],1,0
6223,"GSHeistTemplarCasterChannelledBlast",[618],[],[],3.5,0.045
6224,"GAProjectZombieGroundImpact",[618],[],[],1.3,0.042
6225,"TEMP_GSHeistNilesMineControlChannelled",[],[],[],1,0
6226,"GSHeistVinderiBarrelExplode",[618],[],[],8,0.05
6227,"GSHeistVinderiBarrelExplodeChest",[618],[],[],5,0.05
6228,"GSHeistRedCanisterExplode","[618,1848]",[],[],2.5,0.044
6229,"GAHeistProjectZombieSlam",[618],[],[],1,0
6230,"GSHeistLightningVolatileExplode","[618,196,1929]","[7416,1724,357]","[20,5,2000]",5,0.05
6231,"GSHeistDumpingPortalHit","[618,1929,12428]",[],[],0.35,0.04
6232,"GSHeistMilitaryCasterBallLightning",[618],[6819],[1],3,0.04
6233,"GSHeistLightningWaterfallHit",[618],[1724],[5],0.4,0.04
6234,"GAHeistMilitaryMinibossBounce","[110,197,618]",[],[],1,0
6235,"GASanctumGuardBounce","[110,197,618]",[16991],[25],1,0
6236,"GAHeistTemplarShieldBash","[110,618,197]","[1102,10664,402]","[50,100,100]",1,0
6237,"GAHeistTemplarShieldBashElite","[110,618,197]","[1102,10664,402]","[50,100,100]",1,0
6238,"GAHeistTemplarShieldBashMiniboss","[110,618,197,1113]","[1100,10664,402,5755]","[50,100,100,100]",1,0
6239,"GAHeistTemplarPolearmDoubleSpin",[618],[],[],1,0
6240,"GAHeistTemplarSpearThrust","[618,3814]",[1102],[50],1,0
6241,"GAHeistTemplarHeavyStrike",[618],[1102],[50],1,0
6242,"GAHeistMilitaryChargeImpact",[618],[],[],1,0
6243,"GSHeistGoldenShowerHit","[618,1929]",[1103],[25],0.8,0.04
6244,"GSHeistThugTorchBomb",[618],[5755],[-40],3.5,0.043
6245,"GSSanctumThugTorchBomb",[618],"[5755,16991]","[-40,10]",1.2,0.043
6246,"GSHeistRobotSpiderLaser",[618],[],[],3.2,0.042
6247,"GAHeistRoboDogChargeImpact",[618],[1101],[50],1,0
6248,"GAHeistRoboDogSlamCircle",[618],[1101],[50],1,0
6249,"GAHeistRoboDogSlamRectangle",[618],[1101],[50],1,0
6250,"GAHeistMilitaryCrossbowSnipeImpact",[618],[1102],[50],1,0
6251,"GSHeistScienceSawbladeSparks",[618],[],[],0.35,0.04
6252,"GAHeistThugMinibossSlam","[618,1113]",[],[],1,0
6253,"GAHeistThugMinibossLeapSlam",[618],[],[],1,0
6254,"GAHeistMilitaryMinibossCleave",[618],[1100],[50],1,0
6255,"GASanctumFireGuardCleave",[618],[16991],[15],1,0
6256,"GAHeistMilitarySpearThrust2",[618],[],[],1,0
6257,"GSHeistScienceLabradorExplosionGreen",[618],[],[],3.9,0.0375
6258,"GSHeistScienceLabradorExplosionYellow",[618],[1103],[25],2,0.0375
6259,"GSHeistSceinceMachineryBeamImpact",[618],"[6819,1724]","[1,3]",1.6,0.04
6260,"GAHeistThugMelee2Slam","[618,1113]",[],[],1,0
6261,"GAHeistThugMelee2SlamElite","[618,1113]",[],[],1,0
6262,"GAHeistThugMelee3LacerateLeft",[618],"[1100,5755]","[50,-25]",1,0
6263,"GAHeistThugMelee3LacerateRight",[618],"[1100,5755]","[50,-25]",1,0
6264,"GAHeistThugRangedArrowShotgun","[618,1113]",[1100],[50],1,0
6265,"GSHeistThugTrapperPlacedBombExplosion",[618],[],[],3,0.04
6266,"GSHeistThugTorchBombLightning",[618],[],[],3.5,0.043
6267,"GAHeistSkeletonCleave",[618],[1103],[25],1,0
6268,"GSHeistThugTrapperLightningGridLightning",[618],[],[],3,0.04
6269,"GAHeistMilitaryMinibossFireThrust","[618,1113]","[1100,324,5755]","[50,15,100]",1,0
6270,"GASanctumFireThrust","[618,1113]","[1100,324,5755,16991]","[50,25,100,20]",1,0
6271,"GAHeistThugSpearThrust","[618,1113]",[1100],[50],1,0
6272,"GAHeistThugGroundSlam","[618,1113]",[],[],1,0
6273,"GAHeistThugCleaveWave","[618,1113]","[1100,5755]","[50,-25]",1,0
6274,"GAHeistThugCleaveWaveWithShield","[618,1113]","[1100,5755]","[50,-25]",1,0
6275,"GAHeistThugRangedShotgun","[618,1113]",[1100],[50],1,0
6276,"GAHeistThugGroundslamMiniboss","[618,1113]",[],[],1,0
6277,"GAHeistVinderiTriggeredExplosion",[618],[1100],[100],1,0
6278,"GAHeistTibbsSlam","[618,1113,197]",[1230],[7],1,0
6279,"GAHeistTibbsSlamObjectives","[618,1113,197]",[1230],[7],1,0
6280,"GAHeistTibbsChargeStun","[618,1113,197]","[1230,341]","[7,200]",1,0
6281,"GAHeistRobotHoundStomp","[110,618,197]",[1100],[50],1,0
6282,"GAHeistThugMinibossLeapSlamEnraged",[618],[1100],[50],1,0
6283,"GAHeistThugMinibossGroundSlamEnraged","[618,1113]",[1100],[50],1,0
6284,"GAHeistThugMinibossGroundSlamEnragedDonut",[618],[1100],[50],1,0
6285,"GSHeistSceinceCanisterDetonationProjectileImpact",[618],[1103],[25],2.25,0.04
6286,"GSHeistNilesPulse",[618],[],[],3.5,0.07
6287,"GAHeistRobotStormcallerSlam1",[618],[],[],1,0
6288,"GAHeistRobotStormcallerSlam2",[618],[],[],1,0
6289,"GSHeistRobotPyreBeamBlast",[618],[660],[-50],3.2,0.04
6290,"GSHeistRobotPyreNukeBeam",[618],[],[],4,0.05
6291,"GSHeistRobotPyreNukeBeamChannelled",[618],[],[],4,0.045
6292,"GSHeistRobotPyreBeamSweepBeam",[618],[],[],2.5,0.04
6293,"GSHeistRobotAutomatonBombBlast",[618],[],[],7,0.05
6294,"GSHeistRobotAutomatonSnap",[618],[],[],3,0.045
6295,"GSHeistRobotSkitterExplodeOnDeath",[618],"[1100,1102]","[25,25]",3,0.038
6296,"GSHeistRobotTotemColdSnap",[618],[5755],[30],4,0.042
6297,"GSHeistRobotTotemFireSnap",[618],[5755],[30],4,0.042
6298,"GSHeistCultistMachineryExplode",[618],[],[],4.5,0.042
6299,"GAHeistThugMelee2LeapSlam",[618],[1100],[50],1,0
6300,"GSHeistCultistCanisterGreenHit","[618,1929,12428]",[],[],0.26,0.042
6301,"GAHeistRobotArgusSlam",[618],[],[],1,0
6302,"GAHeistCultistUnarmedLeapImpact",[618],[],[],1,0
6303,"GAHeistJamanraCleave",[618],[],[],1,0
6304,"GAHeistJamanraCleaveEnraged",[618],[],[],1,0
6305,"GAHeistJamanraGroundSlam",[618],[],[],1,0
6306,"GSHeistScienceUndeadPortalChannel",[618],[],[],1,0
6307,"GSHeistScienceLightningDashImpact","[618,196,1929]","[7416,1724]","[20,5]",1.5,0.042
6308,"GAHeistFriedrichLeapslamSwing","[618,3814]",[],[],1,0
6309,"GAHeistFriedrichLeapslamSmash",[618],[],[],1,0
6310,"GAHeistFreidrichAttackSlam",[618],[],[],1,0
6311,"GAHeistFreidrichEnragedMeleeSlash",[618],[],[],1,0
6312,"GSReaperWraithCoffinExplosionTrigger",[618],"[1103,2696]","[25,-50]",4.2,0.042
6313,"GSReaperWraithCoffinExplosionTriggerSanctum",[618],"[1103,2696,16991]","[25,-50,30]",1.5,0.042
6314,"GSReaperWraithCoffinPush","[618,110]",[1103],[25],1.5,0.03
6315,"GSReaperWraithCoffinObjectExplode","[618,13506]","[1103,2696]","[25,-50]",3,0.04
6316,"GSReaperWraithCoffinObjectExplodeSanctum","[618,13506]","[1103,2696,16991]","[25,-50,30]",1,0.04
6317,"GSReaperWraithFrontalBlast",[618],[1103],[25],2,0.039
6318,"GSReaperWraithFrontalBlastSentinel",[618],"[1103,357]","[50,8000]",2,0.039
6319,"GSReaperWraithFrontalBlastSanctum",[618],"[1103,6786,16991]","[50,100,12]",0.8,0.039
6320,"GASpikerBullSlam",[618],"[634,324]","[25,23]",1,0
6321,"GASpikerBullTrample",[618],"[634,5755]","[-40,30]",1,0
6322,"GASpikerBullLeapSlamImpact",[618],[],[],1,0
6323,"GSIceSaplingRuneExplosion",[618],[1101],[50],3.85,0.038
6324,"GSThaumaturgyChannelBuff",[],[],[],1,0
6325,"GSReaperWraithSelfNova",[618],"[1103,2696]","[25,-50]",3.6,0.039
6326,"GSReaperWraithSelfNovaSanctum",[618],"[1103,2696,16991]","[25,-50,30]",1.8,0.039
6327,"GSReaperWraithCoffinExplosionSummon",[618],[1103],[25],3,0.04
6328,"GABrutusStandaloneCageImpact",[618],[],[],0.35,0.048
6329,"GSRitualMeteorImpact",[618],[],[],11,0.042
6330,"GSIceSaplingOrbRuneBarrage",[618],[1101],[50],2,0.045
6331,"GSStandaloneShavronneTeleportExplode",[618],[659],[100],2.125,0.053
6332,"GSStandaloneBrineKingStormcall",[618],[],[],5,0.035
6333,"GSStandaloneAbberathHellfireBarrage",[618],[2696],[-70],4.2222,0.04
6334,"GSIceSaplingBallPush","[110,197]",[],[],3.75,0.042
6335,"GSIceSaplingBallPushReturn","[110,197]",[],[],3.75,0.042
6336,"GABeehiveBehemothVineSlam",[618],[],[],1,0
6337,"GSRitualTriggeredDischargeFire",[618],[6819],[1],4.2222,0.05
6338,"GSRitualTriggeredDischargeCold",[618],[6819],[2],4.2222,0.05
6339,"GSRitualTriggeredDischargeLightning",[618],[6819],[3],4.2222,0.05
6340,"GSRitualLightningPylonBeam",[618],[659],[100],4.5,0.05
6341,"GARitualAtziriSpearImpact","[618,2360]","[6039,5349]","[-64,-20]",1,0
6342,"GSSwampBehemothPodExplosion",[618],[],[],1.875,0.035
6343,"GSSwampBehemothRockSmash",[618],[2696],[-75],4,0.0485
6344,"GSStandaloneKitavaXNuke",[618],[2696],[-90],3.15,0.04
6345,"GSThauamturgistBasicProjectileImpact",[618],[3367],[50],0.75,0.04
6346,"GSThatumaturgyZombieExplode","[618,12428]",[3367],[50],1.8,0.045
6347,"GSReaperWraithCoffinZoneTrigger",[618],[1103],[25],3,0.04
6348,"GSRitualChaosPulse",[618],[],[],2.5,0.04
6349,"GSExpeditionApparitionOrbExplosion",[618],[],[],4,0.05
6350,"GAExpeditionScytheRight",[618],[],[],1,0
6351,"GAExpeditionScytheLeft",[618],[],[],1,0
6352,"GAExpeditionScytheDTT",[618],[],[],1,0
6353,"GAExpeditionRatDTT",[618],[],[],1,0
6354,"GARunningLeapSlamDTT",[618],[],[],1,0
6355,"GARhoaBossChargeStomp","[618,197,110]",[],[],1,0
6356,"GASummonReaperUltimateLeftSlash",[618],[],[],1,0
6357,"GASummonReaperUltimateRightSlash",[618],[],[],1,0
6358,"GASummonReaperComboWhirl",[618],[],[],1,0
6359,"GASummonReaperComboLeftSlash",[618],[],[],1,0
6360,"GASummonReaperComboRightSlash",[618],[],[],1,0
6361,"GASummonReaperDashImpactSlash",[618],[],[],1,0
6362,"GASummonReaperDash",[618],[],[],1,0
6363,"GAExpeditionVoranaLacerate",[618],[],[],1,0
6364,"GAVoranaComboLeftSlash","[618,110,10677]",[],[],1,0
6365,"GAVoranaComboRightSlash","[618,110,10677]",[],[],1,0
6366,"GASanctumReaperComboLeftSlash","[618,110,10677]",[16991],[15],1,0
6367,"GASanctumReaperComboRightSlash","[618,110,10677]",[16991],[15],1,0
6368,"GAVoranaDash",[618],[],[],1,0
6369,"GAVoranaDashImpactSlash","[618,110,10677]",[],[],1,0
6370,"GAVoranaCycloneImpact","[618,110]",[],[],1,0
6371,"GAVoranaComboWhirl","[618,110]",[],[],1,0
6372,"GASanctumReaperDash",[618],[16991],[8],1,0
6373,"GASanctumReaperDashImpactSlash","[618,110,10677]",[16991],[15],1,0
6374,"GASanctumReaperCycloneImpact","[618,110]",[16991],[8],1,0
6375,"GASanctumReaperLacerate",[618],[16991],[30],1,0
6376,"GSBlindingGaze",[618],"[660,5755]","[-80,25]",4.01,0.035
6377,"GSBlindingGazeInvasion",[618],[660],[-80],4.01,0.035
6378,"GSBlindingGazeWb",[618],[660],[-80],4.01,0.035
6379,"GSBlindingGazeBossSideArea",[618],"[216,660]","[40,-80]",4.3125,0.0485
6380,"GAExpeditionMedvedLeapImpact",[618],[],[],1,0
6381,"GSExpeditionTujenGrenadeExplosion",[618],[5755],[-40],0.7,0.043
6382,"GSExpeditionBoneCultistMedvedEggExplosion","[618,2302]",[1103],[35],2.2519,0.0391
6383,"GABeastCleave","[618,12555]",[],[],1,0
6384,"GABeastCleaveUnique","[618,12555]",[],[],1,0
6385,"GSExpeditionMedvedHealBeam",[],[],[],1,0
6386,"GAExpeditionMedvedComboAttack1",[],[],[],1,0
6387,"GAExpeditionMedvedComboAttack2",[],[],[],1,0
6388,"GAExpeditionMedvedComboAttack3",[],[],[],1,0
6389,"GAExpeditionMedvedComboAttackImpact",[],[],[],1,0
6390,"GAExpeditionMedvedSpiderGeyserRoll",[110],[],[],1,0
6391,"GAHellscapeFleshLeapImpact",[618],[],[],1,0
6392,"GAHellscapeFleshFodderSlam",[618],[],[],1,0
6393,"GSHellscapePaleEliteBoltImpact",[618],[6819],[1],4,0.04
6394,"GSHellscapePaleEliteOmegaBeam",[618],[660],[-50],6.5,0.0431
6395,"GSSanctumPaleEliteBoltImpact",[618],"[6819,16991]","[1,10]",2,0.04
6396,"GSSanctumPaleEliteOmegaBeam",[618],"[660,16991]","[-50,20]",3,0.0431
6397,"GSHellscapePaleDogmanChargeExplosion",[618],[],[],4,0.045
6398,"GSHellscapeFleshEliteBloodOrbExplosion",[618],[],[],5,0.0333
6399,"GAHellscapePaleDogmanDashSwipe",[618],[],[],1,0
6400,"GAHellscapeStabbyCleave1",[618],[],[],1,0
6401,"GAHellscapeStabbyCleave2",[618],[],[],1,0
6402,"GAHellscapeStabbyCleave3",[618],[],[],1,0
6403,"GAHellscapeStabbyCleaveStab",[618],[],[],1,0
6404,"GAHellscapeDemonElite1DashSlash",[618],[1100],[50],1,0
6405,"GSHellscapeDemonElite1Screech",[618],[357],[4000],0.75,0.03
6406,"GAHellscapePaleBossCleave","[618,12555]","[1230,357]","[13,8000]",1,0
6407,"GAHellscapePaleBossLeapImpact",[618],[1102],[25],1,0
6408,"GAHellscapePaleBossAxeTossImpact",[618],[],[],1,0
6409,"GAHellscapePaleBossSnipeImpact",[618],[1102],[75],1,0
6410,"GAHellscapeStabWeb",[618],[357],[3000],1,0
6411,"GAHellscapeFleshElite2Melee1",[618],[],[],1,0
6412,"GAHellscapeFleshElite2Melee2",[618],[],[],1,0
6413,"GAHellscapeFleshElite2Combo1Cleave",[618],[],[],1,0
6414,"GAHellscapeFleshElite2Combo1Slam",[618],[],[],1,0
6415,"GAHellscapeFleshElite2Combo2Slam1",[618],[],[],1,0
6416,"GAHellscapeFleshElite2Combo2Slam2",[618],[],[],1,0
6417,"GAHellscapeFleshElite2Combo2Slam3",[618],[],[],1,0
6418,"GSHellscapeTransportShockwave","[618,110,197]","[10664,402,341]","[200,200,400]",1,0.065
6419,"GAHellscapeDemonBossMeleeMiniSlam1",[618],[1100],[40],1,0.03
6420,"GAHellscapeDemonBossMeleeMiniSlam2",[618],[1100],[40],1,0.03
6421,"GSHellscapeDemonBossCremationImpact",[618],[1100],[40],1.5,0.04
6422,"GSHellscapeDemonBossKnockback","[2661,110]",[],[],1,0
6423,"GSHellscapeDemonBossKnockback2",[110],[],[],1,0
