"rownum","QuestKey","i32","QuestStates","[i32]","Text","bool","Message","MapPinsKeys1","i32","MapPinsTexts","MapPinsKeys2","[rid]","bool","[i32]","[i32]","i32","SoundEffect"
758,75,2,[1193],[],"You have defeated the Puppet Mistress. Talk to Tarkleigh for a reward.","","Talk to Tarkleigh for your reward",[73],0,"[""Talk to Tarkleigh for your reward""]",[],[],"",[],[],10,""
759,75,3,[1194],[],"Tarkleigh has asked you to defeat the Puppet Mistress.","","Defeat the Puppet Mistress",[84],0,"[""Defeat the Puppet Mistress""]",[84],[],"",[],[],10,""
760,75,4,[1195],[],"Tarkleigh has asked you to defeat the Puppet Mistress.","","Defeat the Puppet Mistress",[84],0,"[""Defeat the Puppet Mistress""]",[],[],"",[],[],10,""
761,76,0,[1196],[],"Quest Complete - You have defeated Abberath. Bestel has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
762,76,1,[1197],[],"Quest Complete - You have defeated Abberath. Bestel has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
763,76,2,[1200],[],"You have defeated Abberath. Talk to Bestel for a reward.","","Talk to Bestel for your reward",[73],0,"[""Talk to Bestel for your reward""]",[],[],"",[],[],10,""
764,76,3,[1201],[],"Bestel has asked you to defeat Abberath, the Cloven God, at Prisoner's Gate.","","Defeat Abberath",[81],0,"[""Defeat Abberath""]",[81],[],"",[],[],10,""
765,76,4,[1202],[],"Bestel has asked you to defeat Abberath, the Cloven God, at Prisoner's Gate.","","Defeat Abberath",[81],0,"[""Defeat Abberath""]",[],[],"",[],[],10,""
766,74,0,[1253],[],"Quest Complete - You have returned Bestel's Manuscript to him. He has rewarded you.",1,"",[],0,[],[],[],"",[],[],10,""
767,74,1,[1252],[],"You have returned Bestel's Manuscript to him. Talk to him for a reward.","","Quest Complete",[73],0,[],[],[],"",[],[],10,""
768,74,2,[1251],[],"You have returned Bestel's Manuscript to him. Talk to him for a reward.","","",[73],0,"[""Talk to Bestel for your reward""]",[],[],"",[],[],10,""
769,74,3,[1250],[],"You have found Bestel's Manuscript. Bring it back to him in Lioneye's Watch.","","Deliver the Manuscript to Bestel",[73],0,"[""Deliver the Manuscript to Bestel""]",[],[],"",[],[],10,""
770,74,4,[1249],[],"Bestel has asked you to find his Manuscript, which he left behind in the wreck of his ship on the Tidal Island.","","Find Bestel's Manuscript",[76],0,"[""Find Bestel's Manuscript at the Tidal Island""]",[],[],"",[],[],10,""
771,77,0,"[1277,0]",[],"Quest Complete - You have killed Greust and defeated Ralakesh. Eramir has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
772,77,1,"[1277,0]",[],"Quest Complete - You have killed Greust and defeated Ralakesh. Eramir has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
773,77,2,"[1277,0]",[],"Quest Complete - You have killed Greust and defeated Ralakesh. Eramir has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
774,77,3,[1277],[],"Quest Complete - You have killed Greust and defeated Ralakesh. Eramir has rewarded you with {0}.",1,"Quest Complete",[],0,[],[],[],"",[],[],0,""
775,77,4,"[1276,0]",[],"Quest Complete - You have killed Greust and defeated Ralakesh. Eramir has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
776,77,5,"[1276,0]",[],"Quest Complete - You have killed Greust and defeated Ralakesh. Eramir has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
777,77,6,"[1276,0]",[],"Quest Complete - You have killed Greust and defeated Ralakesh. Eramir has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
778,77,7,[1276],[],"Quest Complete - You have killed Greust and defeated Ralakesh. Eramir has rewarded you with a Book of Skill. Use it to gain {0}.","","",[],0,[],[],[],"",[],[],0,""
779,77,8,"[1275,0]",[],"You have killed Greust and defeated Ralakesh. Talk to Eramir for a reward.","","",[89],0,[],[],[],"",[],[],10,""
780,77,9,"[1275,0]",[],"You have killed Greust and defeated Ralakesh. Talk to Eramir for a reward.","","",[89],0,[],[],[],"",[],[],10,""
781,77,10,"[1275,0]",[],"You have killed Greust and defeated Ralakesh. Talk to Eramir for a reward.","","",[89],0,[],[],[],"",[],[],10,""
782,77,11,[1275],[],"You have killed Greust and defeated Ralakesh. Talk to Eramir for a reward.","","",[89],0,[],[],[],"",[],[],10,""
783,77,12,"[1273,0]",[],"You have killed Greust and defeated Ralakesh. Talk to Eramir for a reward.","","Talk to Eramir for your reward",[89],0,"[""Talk to Eramir for your reward""]",[],[],"",[],[],10,""
784,77,13,"[1273,0]",[],"You have killed Greust and defeated Ralakesh. Talk to Eramir for a reward.","","Talk to Eramir for your reward",[89],0,"[""Talk to Eramir for your reward""]",[],[],"",[],[],10,""
785,77,14,"[1273,0]",[],"You have killed Greust and defeated Ralakesh. Talk to Eramir for a reward.","","Talk to Eramir for your reward",[89],0,"[""Talk to Eramir for your reward""]",[],[],"",[],[],10,""
786,77,15,[1273],[],"You have killed Greust and defeated Ralakesh. Talk to Eramir for a reward.","","Talk to Eramir for your reward",[89],0,"[""Talk to Eramir for your reward""]",[],[],"",[],[],10,""
787,77,16,"[1272,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Kill Greust to defeat Ralakesh.","","Kill Greust",[97],0,"[""Kill Greust""]",[97],[],"",[],[],10,""
788,77,17,"[1272,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Kill Greust to defeat Ralakesh.","","Kill Greust",[97],0,"[""Kill Greust""]",[97],[],"",[],[],10,""
789,77,18,"[1272,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Kill Greust to defeat Ralakesh.","","Kill Greust",[97],0,"[""Kill Greust""]",[97],[],"",[],[],10,""
790,77,19,[1272],[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Kill Greust to defeat Ralakesh.","","Kill Greust",[97],0,"[""Kill Greust""]",[97],[],"",[],[],10,""
791,77,20,"[1287,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Pass through the Den to reach the Forest Encampment and defeat Ralakesh.","","Find the old Forest Encampment",[97],0,"[""Find the old Forest Encampment""]",[],[],"",[],[],10,""
792,77,21,"[1287,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Pass through the Den to reach the Forest Encampment and defeat Ralakesh.","","Find the old Forest Encampment",[97],0,"[""Find the old Forest Encampment""]",[],[],"",[],[],10,""
793,77,22,"[1287,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Pass through the Den to reach the Forest Encampment and defeat Ralakesh.","","Find the old Forest Encampment",[97],0,"[""Find the old Forest Encampment""]",[],[],"",[],[],10,""
794,77,23,[1287],[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Pass through the Den to reach the Forest Encampment and defeat Ralakesh.","","Find the old Forest Encampment",[97],0,"[""Find the old Forest Encampment""]",[],[],"",[],[],10,""
795,77,24,"[1260,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Use the Obsidian Key to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Use the Obsidian Key to access the Den",[94],0,"[""Use the Obsidian Key to access the Den""]",[94],[],"",[],[],10,""
796,77,25,"[1260,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Use the Obsidian Key to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Use the Obsidian Key to access the Den",[94],0,"[""Use the Obsidian Key to access the Den""]",[94],[],"",[],[],10,""
797,77,26,"[1260,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Use the Obsidian Key to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Use the Obsidian Key to access the Den",[94],0,"[""Use the Obsidian Key to access the Den""]",[94],[],"",[],[],10,""
798,77,27,"[1260,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Use the Obsidian Key to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Use the Obsidian Key to access the Den",[94],0,"[""Use the Obsidian Key to access the Den""]",[94],[],"",[],[],10,""
799,77,28,"[1260,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Take the Obsidian Key from Silk to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Take the Obsidian Key from Silk",[94],0,"[""Take the Obsidian Key from Silk to access the Den.""]",[],[],"",[],[],10,""
800,77,29,"[1260,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Take the Obsidian Key from Silk to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Take the Obsidian Key from Silk",[94],0,"[""Take the Obsidian Key from Silk to access the Den.""]",[],[],"",[],[],10,""
801,77,30,"[1260,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Take the Obsidian Key from Silk to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Take the Obsidian Key from Silk",[94],0,"[""Take the Obsidian Key from Silk to access the Den.""]",[],[],"",[],[],10,""
802,77,31,[1260],[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Take the Obsidian Key from Silk to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Take the Obsidian Key from Silk",[94],0,"[""Take the Obsidian Key from Silk to access the Den.""]",[],[],"",[],[],10,""
803,77,32,"[1288,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Use the Obsidian Key to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Use the Obsidian Key to access the Den",[94],0,"[""You can now access the Chamber of Sins Level 2\nUse the Obsidian Key to access the Den""]",[94],[],"",[],[],10,""
804,77,33,"[1288,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Use the Obsidian Key to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Use the Obsidian Key to access the Den",[94],0,"[""You can now access the Chamber of Sins Level 2\nUse the Obsidian Key to access the Den""]",[94],[],"",[],[],10,""
805,77,34,"[1288,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Use the Obsidian Key to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Use the Obsidian Key to access the Den",[94],0,"[""You can now access the Chamber of Sins Level 2\nUse the Obsidian Key to access the Den""]",[94],[],"",[],[],10,""
806,77,35,[1288],[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Use the Obsidian Key to access the Den and from there reach the Forest Encampment and defeat Ralakesh.","","Use the Obsidian Key to access the Den",[94],0,"[""You can now access the Chamber of Sins Level 2\nUse the Obsidian Key to access the Den""]",[94],[],"",[],[],10,""
807,77,36,"[1857,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Help Silk to access the second level of the Chamber of Sins and the Den.","","Help Silk to access the Chamber of Sins Level 2",[94],0,"[""Help Silk to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
808,77,37,"[1857,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Help Silk to access the second level of the Chamber of Sins and the Den.","","Help Silk to access the Chamber of Sins Level 2",[94],0,"[""Help Silk to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
809,77,38,"[1857,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Help Silk to access the second level of the Chamber of Sins and the Den.","","Help Silk to access the Chamber of Sins Level 2",[94],0,"[""Help Silk to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
810,77,39,"[1857,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Help Silk to access the second level of the Chamber of Sins and the Den.","","Help Silk to access the Chamber of Sins Level 2",[94],0,"[""Help Silk to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
811,77,40,"[1857,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Defeat Maligaro to lower the barrier to the second level of the Chamber of Sins and the Den.","","Defeat Maligaro to access the Chamber of Sins Level 2",[93],0,"[""Defeat Maligaro to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
812,77,41,"[1857,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Defeat Maligaro to lower the barrier to the second level of the Chamber of Sins and the Den.","","Defeat Maligaro to access the Chamber of Sins Level 2",[93],0,"[""Defeat Maligaro to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
813,77,42,"[1857,0,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Defeat Maligaro to lower the barrier to the second level of the Chamber of Sins and the Den.","","Defeat Maligaro to access the Chamber of Sins Level 2",[93],0,"[""Defeat Maligaro to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
814,77,43,"[1857,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Defeat Maligaro to lower the barrier to the second level of the Chamber of Sins and the Den.","","Defeat Maligaro to access the Chamber of Sins Level 2",[93],0,"[""Defeat Maligaro to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
815,77,44,"[1857,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Talk to Sin about how to lower the barrier to the second level of the Chamber of Sins and the Den.","","Talk to Sin",[89],0,"[""Talk to Sin about how to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
816,77,45,"[1857,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Talk to Sin about how to lower the barrier to the second level of the Chamber of Sins and the Den.","","Talk to Sin",[89],0,"[""Talk to Sin about how to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
817,77,46,"[1857,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Talk to Sin about how to lower the barrier to the second level of the Chamber of Sins and the Den.","","Talk to Sin",[89],0,"[""Talk to Sin about how to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
818,77,47,[1857],[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Talk to Sin about how to lower the barrier to the second level of the Chamber of Sins and the Den.","","Talk to Sin",[89],0,"[""Talk to Sin about how to access the Chamber of Sins Level 2 and reach the Den""]",[],[],"",[],[],10,""
819,77,48,"[1271,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. The path from the Crossroads is blocked, but there is another way through the Den. Find a way to access the Den.","","Find a way into the Den",[94],0,"[""Find a way into the Den""]",[],[],"",[],[],10,""
820,77,49,"[1271,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. The path from the Crossroads is blocked, but there is another way through the Den. Find a way to access the Den.","","Find a way into the Den",[94],0,"[""Find a way into the Den""]",[],[],"",[],[],10,""
821,77,50,"[1271,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. The path from the Crossroads is blocked, but there is another way through the Den. Find a way to access the Den.","","Find a way into the Den",[94],0,"[""Find a way into the Den""]",[],[],"",[],[],10,""
822,77,51,[1271],[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. The path from the Crossroads is blocked, but there is another way through the Den. Find a way to access the Den.","","Find a way into the Den",[94],0,"[""Find a way into the Den""]",[],[],"",[],[],10,""
823,77,52,"[1270,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. The path from the Crossroads is blocked. Talk to Helena to find another way around.","","Talk to Helena",[89],0,"[""Talk to Helena about how to reach the old Forest Encampment""]",[],[],"",[],[],10,""
824,77,53,"[1270,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. The path from the Crossroads is blocked. Talk to Helena to find another way around.","","Talk to Helena",[89],0,"[""Talk to Helena about how to reach the old Forest Encampment""]",[],[],"",[],[],10,""
825,77,54,"[1270,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. The path from the Crossroads is blocked. Talk to Helena to find another way around.","","Talk to Helena",[89],0,"[""Talk to Helena about how to reach the old Forest Encampment""]",[],[],"",[],[],10,""
826,77,55,[1270],[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. The path from the Crossroads is blocked. Talk to Helena to find another way around.","","Talk to Helena",[89],0,"[""Talk to Helena about how to reach the old Forest Encampment""]",[],[],"",[],[],10,""
827,77,56,"[1269,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Kill Greust to defeat Ralakesh.","","Travel to the old Forest Encampment and kill Greust",[97],0,"[""Travel to the old Forest Encampment\nKill Greust to defeat Ralakesh""]",[],[],"",[],[],10,""
828,77,57,"[1269,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Kill Greust to defeat Ralakesh.","","Travel to the old Forest Encampment and kill Greust",[97],0,"[""Travel to the old Forest Encampment\nKill Greust to defeat Ralakesh""]",[],[],"",[],[],10,""
829,77,58,"[1269,0]",[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Kill Greust to defeat Ralakesh.","","Travel to the old Forest Encampment and kill Greust",[97],0,"[""Travel to the old Forest Encampment\nKill Greust to defeat Ralakesh""]",[],[],"",[],[],10,""
830,77,59,[1269],[],"The god Ralakesh has possessed Greust and taken over the old Forest Encampment. Kill Greust to defeat Ralakesh.","","Travel to the old Forest Encampment and kill Greust",[97],0,"[""Travel to the old Forest Encampment\nKill Greust to defeat Ralakesh""]",[],[],"",[],[],10,""
831,78,0,[1278],[],"Quest Complete - You have killed Maligaro. Helena has rewarded you.",1,"",[],0,[],[],[],"",[],[],10,""
832,78,1,[1279],[],"Quest Complete - You have killed Maligaro. Talk to Helena for your reward.","","Quest Complete",[89],0,[],[],[],"",[],[],10,""
833,78,2,[1280],[],"You have killed Maligaro and Sin has harvested his soul. Talk to Helena for your reward.","","Talk to Helena for your reward",[89],0,"[""Talk to Helena for your reward""]",[],[],"",[],[],10,""
834,78,3,[1281],[],"Sin wants you to kill Maligaro, so he can harvest his soul. You have found him in his Sanctum, now you must fight him and kill him.","","Kill Maligaro",[95],0,"[""Kill Maligaro""]",[95],[],"",[],[],10,""
835,78,4,[1261],[],"Sin wants you to kill Maligaro, so he can harvest his soul. Now that you have entered Maligaro's Sanctum, search for him and kill him.","","Find Maligaro",[95],0,"[""Find Maligaro and kill him""]",[],[],"",[],[],10,""
836,78,5,[1282],[],"Sin wants you to kill Maligaro, so he can harvest his soul. You have opened the portals using his Map, now enter Maligaro's Sanctum.","","Enter Maligaro's Sanctum",[95],0,"[""Enter Maligaro's Sanctum""]",[],[],"",[],[],10,""
837,78,6,"[1283,0]",[],"Sin wants you to kill Maligaro, so he can harvest his soul. Use Maligaro's Map in the Reverie Device in the Chamber of Sins to find him.","","",[94],0,"[""Use Maligaro's Map in his Map Device""]",[94],[],"",[],[],10,""
838,78,7,"[1283,0,0]",[],"Sin wants you to kill Maligaro, so he can harvest his soul. Use Maligaro's Map in the Reverie Device in the Chamber of Sins to find him.","","",[94],0,"[""Use Maligaro's Map in his Map Device""]",[94],[],"",[],[],10,""
839,78,8,"[1283,0]",[],"Sin wants you to kill Maligaro, so he can harvest his soul. Now that you have Maligaro's Map, you can search for him in the Chamber of Sins.","","",[94],0,"[""Find Maligaro""]",[94],[],"",[],[],10,""
840,78,9,"[1283,0]",[],"Sin wants you to kill Maligaro, so he can harvest his soul. Use Maligaro's Map in the Reverie Device in the Chamber of Sins to find him.","","Use Maligaro's Map in his Map Device",[94],0,"[""Travel to the Chamber of Sins\nUse Maligaro's Map in his Map Device""]",[],[],"",[],[],10,""
841,78,10,[1283],[],"Sin wants you to kill Maligaro, so he can harvest his soul. Now that you have Maligaro's Map, you can search for him in the Chamber of Sins.","","Find Maligaro in the Chamber of Sins",[94],0,"[""Travel to the Chamber of Sins\nFind Maligaro""]",[],[],"",[],[],10,""
842,78,11,"[1285,0]",[],"Sin wants you to kill Maligaro, so he can harvest his soul. Search the Crypt beneath the Fellshrine for Maligaro's Map, which will lead you to him.","","Find Maligaro's Map",[93],0,"[""Find Maligaro's Map""]",[93],[],"",[],[],10,""
843,78,12,[1285],[],"Sin wants you to kill Maligaro, so he can harvest his soul. Travel to the Crypt beneath the Fellshrine and search for Maligaro's Map, which will lead you to him.","","Find Maligaro's Map in the Fellshrine Crypt",[93],0,"[""Travel to the Fellshrine Crypt\nFind Maligaro's Map""]",[],[],"",[],[],10,""
844,78,13,[1286],[],"Sin wants you to kill Maligaro, so he can harvest his soul. Talk to Helena about how to reach him.","","Talk to Helena",[89],0,"[""Talk to Helena to find out how to reach Maligaro""]",[],[],"",[],[],10,""
845,78,14,[1254],[],"Talk to Sin in town about Maligaro.","","",[89],0,"[""Talk to Sin""]",[],[],"",[],[],10,""
846,79,0,[1287],[],"Quest Complete - You have delivered the Black Venom to Silk and he has rewarded you with the Obsidian Key.",1,"",[],0,[],[],[],"",[],[],10,""
847,79,1,[1288],[],"Quest Complete - You have delivered the Black Venom to Silk and he has rewarded you with the Obsidian Key.",1,"",[],0,[],[],[],"",[],[],10,""
848,79,2,[1290],[],"You have delivered the Black Venom to Silk. Talk to him for your reward.","","",[94],0,"[""Talk to Silk for your reward""]",[94],[],"",[],[],10,""
849,79,3,[1291],[],"You have killed Maligaro and his pet spider, Black Death. Deliver the Black Venom to Silk in the Chamber of Sins for your reward.","","Bring the Black Venom to Silk",[94],0,"[""Bring the Black Venom to Silk""]",[],[],"",[],[],10,""
850,79,4,[1280],[],"You have killed Maligaro and his pet spider, Black Death. Take the Black Venom and deliver it to Silk.","","Take the Black Venom",[95],0,"[""Take the Black Venom""]",[95],[],"",[],[],10,""
851,79,5,[1281],[],"Silk has asked to you to retrieve some venom from Black Death, Maligaro's pet spider. Kill it and Maligaro to obtain some Black Venom.","","",[95],0,"[""Kill Maligaro and Black Death""]",[95],[],"",[],[],10,""
852,79,6,"[1292,0]",[],"Silk has asked to you to retrieve some venom from Black Death, Maligaro's pet spider. Search for it in Maligaro's Sanctum.","","",[95],0,"[""Search Maligaro's Sanctum for the Black Venom""]",[],[],"",[],[],10,""
853,79,7,[1292],[],"Silk has asked to you to retrieve some venom from Black Death, Maligaro's pet spider.","","Open Maligaro's Map and find the Black Venom",[95],0,"[""Open Maligaro's Map and find the Black Venom""]",[],[],"",[],[],10,""
854,80,0,[1373],[],"Quest Complete - You have killed Arakaali and gained access to Act 8.",1,"",[],0,[],[],[],"",[],[],10,""
855,80,1,[1294],[],"You have killed Arakaali and gained access to Act 8, but failed to save Silk.","","The exit to Act 8 is now open",[102],0,"[""The exit to Act 8 is now open""]",[102],[],"",[],[],10,""
856,80,2,[1295],[],"Silk is consorting with Arakaali, an ancient Vaal goddess. Kill Arakaali at the heart of the Temple of Decay to save Silk.","","Kill Arakaali",[102],0,"[""Kill Arakaali""]",[102],[],"",[],[],10,""
857,80,3,[1268],[],"Silk is consorting with Arakaali, an ancient Vaal goddess. Search the Temple of Decay for Silk and save him from Arakaali.","","",[102],0,"[""Find Silk and Arakaali""]",[102],[],"",[],[],10,""
858,80,4,[1298],[],"Silk is consorting with Arakaali, an ancient Vaal goddess. Enter Arakaali's temple and save him.","","Enter Arakaali's temple and save Silk",[102],0,"[""Enter Arakaali's temple and save Silk""]",[],[],"",[],[],10,""
859,80,5,[1296],[],"Silk is consorting with Arakaali, an ancient Vaal goddess. Find a way to get past the webs blocking the entrance to Arakaali's temple.","","Find a way into the Arakaali's temple",[102],0,"[""Find a way into the Arakaali's temple""]",[],[],"",[],[],10,""
860,80,6,"[1297,0,0]",[],"Silk is consorting with Arakaali, an ancient Vaal goddess. Find him in Arakaali's temple and save him.","","",[102],0,"[""Find Arakaali's temple and save Silk""]",[],[],"",[],[],10,""
861,80,7,"[1297,0]",[],"Silk is consorting with Arakaali, an ancient Vaal goddess. Find him and save him from Arakaali.","","",[102],0,"[""Find Silk and save him from Arakaali""]",[],[],"",[],[],10,""
862,80,8,"[1297,0]",[],"Silk is consorting with Arakaali, an ancient Vaal goddess. Find him in Arakaali's temple and save him.","","Find Arakaali's temple and save Silk",[94],0,"[""Find Arakaali's temple and save Silk""]",[],[],"",[],[],10,""
863,80,9,[1297],[],"Silk is consorting with Arakaali, an ancient Vaal goddess. Find him and save him from Arakaali.","","Find Silk and save him from Arakaali",[94],0,"[""Find Silk and save him from Arakaali""]",[],[],"",[],[],10,""
864,83,0,[1298],[],"Quest Complete - You have delivered the Fireflies to Yeena. She has burned open the entrance to the Temple of Decay.",1,"",[],0,[],[],[],"",[],[],10,""
865,83,1,"[1300,0,0,0,1301,0,0,0]",[],"Yeena needs seven Fireflies to burn open the entrance to Arakaali's temple. Deliver them to her at the entrance to the temple.","","Deliver the Fireflies to Yeena at Arakaali's temple",[102],0,"[""Deliver the Fireflies to Yeena at Arakaali's temple""]",[],[],"",[],[],10,""
866,83,2,"[1300,0,0,0,1301,0,0,0]",[],"Yeena needs seven Fireflies to burn open the entrance to Arakaali's temple. Deliver them to her at the entrance to the temple.","","Deliver the Fireflies to Yeena at Arakaali's temple",[102],0,"[""Deliver the Fireflies to Yeena at Arakaali's temple""]",[],[],"",[],[],10,""
867,83,3,"[1300,0,0,0,1301,0,0]",[],"Bring the Fireflies to Yeena in town.","","Deliver the Fireflies to Yeena",[89],0,"[""Deliver the Fireflies to Yeena""]",[],[],"",[],[],10,""
868,83,4,[1300],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],[],10,""
869,83,5,[1301],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],[],10,""
870,83,6,[1302],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],[],10,""
871,83,7,[1303],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],[],10,""
872,83,8,[1304],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],[],10,""
873,83,9,[1305],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],[],10,""
874,83,10,[1306],[],"Search for the Fireflies in the Dread Thicket, then deliver them to Yeena.","","",[99],0,"[""Search the Dread Thicket for the remaining Fireflies""]",[99],[],"",[],[],10,""
875,83,11,[1307],[],"Yeena needs seven Fireflies to burn open the entrance to Arakaali's temple. Search for them in the Dread Thicket.","","Search the Dread Thicket for Fireflies",[99],0,"[""Search the Dread Thicket for Fireflies""]",[],[],"",[],[],10,""
876,81,0,[1308],[],"Quest Complete - You have delivered the Silver Locket to Weylam. He has rewarded you.",1,"",[],0,[],[],[],"",[],[],10,""
877,81,1,[1309],[],"Quest Complete - You have delivered the Silver Locket to Weylam. Talk to him for a reward.","","Quest Complete",[89],0,[],[],[],"",[],[],10,""
878,81,2,[1310],[],"You have delivered the Silver Locket to Weylam. Talk to him for a reward.","","",[89],0,"[""Talk to Weylam for your reward""]",[],[],"",[],[],10,""
879,81,3,[1311],[],"You have found Weylam's Silver Locket. Deliver it to him for a reward.","","Deliver the Silver Locket to Weylam",[89],0,"[""Deliver the Silver Locket to Weylam""]",[],[],"",[],[],10,""
880,81,4,[1312],[],"Weylam has asked you to find his Silver Locket, buried near the Broken Bridge.","","Find Weylam's Silver Locket",[90],0,"[""Find Weylam's Silver Locket""]",[],[],"",[],[],10,""
