"rownum","RewardOffer","i32","Characters","Reward","RewardLevel","rid","i32","string","RewardStack","bool","bool","i32","i32","i32","rid","i32"
772,30,8,[1],6489,1,"",0,"",1,"","",1317,0,0,"",0
773,30,9,[1],6497,1,"",0,"",1,"","",1317,0,0,"",0
774,30,10,[6],6260,1,"",0,"",1,"","",1317,0,0,"",0
775,30,11,[6],6261,1,"",0,"",1,"","",1317,0,0,"",0
776,30,12,[6],6262,1,"",0,"",1,"","",1317,0,0,"",0
777,30,13,[6],6291,1,"",0,"",1,"","",1317,0,0,"",0
778,30,14,[6],6263,1,"",0,"",1,"","",1317,0,0,"",0
779,30,15,[6],6408,1,"",0,"",1,"","",1317,0,0,"",0
780,30,16,[6],6491,1,"",0,"",1,"","",1317,0,0,"",0
781,30,17,[6],6487,1,"",0,"",1,"","",1317,0,0,"",0
782,30,18,[6],6489,1,"",0,"",1,"","",1317,0,0,"",0
783,30,19,[6],6497,1,"",0,"",1,"","",1317,0,0,"",0
784,30,20,[6],6707,1,"",0,"",1,"","",1317,0,0,"",0
785,30,21,[0],6260,1,"",0,"",1,"","",1317,0,0,"",0
786,30,22,[0],6261,1,"",0,"",1,"","",1317,0,0,"",0
787,30,23,[0],6262,1,"",0,"",1,"","",1317,0,0,"",0
788,30,24,[0],6291,1,"",0,"",1,"","",1317,0,0,"",0
789,30,25,[0],6263,1,"",0,"",1,"","",1317,0,0,"",0
790,30,26,[0],6393,1,"",0,"",1,"","",1317,0,0,"",0
791,30,27,[4],6260,1,"",0,"",1,"","",1317,0,0,"",0
792,30,28,[4],6261,1,"",0,"",1,"","",1317,0,0,"",0
793,30,29,[4],6262,1,"",0,"",1,"","",1317,0,0,"",0
794,30,30,[4],6291,1,"",0,"",1,"","",1317,0,0,"",0
795,30,31,[4],6263,1,"",0,"",1,"","",1317,0,0,"",0
796,30,32,[3],6260,1,"",0,"",1,"","",1317,0,0,"",0
797,30,33,[3],6261,1,"",0,"",1,"","",1317,0,0,"",0
798,30,34,[3],6262,1,"",0,"",1,"","",1317,0,0,"",0
799,30,35,[3],6291,1,"",0,"",1,"","",1317,0,0,"",0
800,30,36,[3],6263,1,"",0,"",1,"","",1317,0,0,"",0
801,30,37,[3],6533,1,"",0,"",1,"","",1317,0,0,"",0
802,30,38,[3],6725,1,"",0,"",1,"","",1317,0,0,"",0
803,30,39,[5],6260,1,"",0,"",1,"","",1317,0,0,"",0
804,30,40,[5],6261,1,"",0,"",1,"","",1317,0,0,"",0
805,30,41,[5],6262,1,"",0,"",1,"","",1317,0,0,"",0
806,30,42,[5],6291,1,"",0,"",1,"","",1317,0,0,"",0
807,30,43,[5],6263,1,"",0,"",1,"","",1317,0,0,"",0
808,30,44,[5],6532,1,"",0,"",1,"","",1317,0,1,"",0
809,30,45,[5],6487,1,"",0,"",1,"","",1317,0,0,"",0
810,30,46,[5],6489,1,"",0,"",1,"","",1317,0,0,"",0
811,30,47,[5],6533,1,"",0,"",1,"","",1317,0,0,"",0
812,30,48,[5],6517,1,"",0,"",1,"","",1317,0,0,"",0
813,30,49,[2],6260,1,"",0,"",1,"","",1317,0,0,"",0
814,30,50,[2],6261,1,"",0,"",1,"","",1317,0,0,"",0
815,30,51,[2],6262,1,"",0,"",1,"","",1317,0,0,"",0
816,30,52,[2],6291,1,"",0,"",1,"","",1317,0,0,"",0
817,30,53,[2],6263,1,"",0,"",1,"","",1317,0,0,"",0
818,30,54,[2],6487,1,"",0,"",1,"","",1317,0,0,"",0
819,30,55,[2],6489,1,"",0,"",1,"","",1317,0,0,"",0
820,30,56,[2],6535,1,"",0,"",1,"","",1317,0,0,"",0
821,30,57,[2],6536,1,"",0,"",1,"","",1317,0,0,"",0
822,30,58,[2],6539,1,"",0,"",1,"","",1317,0,0,"",0
823,31,0,[],5928,1,"",0,"",1,"","",1317,0,0,"",0
824,34,0,[],5234,41,2,0,"",1,"","",1317,0,1,"",0
825,34,1,[],5235,41,2,0,"",1,"","",1317,0,1,"",0
826,34,2,[],5236,41,2,0,"",1,"","",1317,0,1,"",0
827,34,3,[],5241,41,2,0,"",1,"","",1317,0,1,"",0
828,34,4,[],5242,41,2,0,"",1,"","",1317,0,1,"",0
829,34,5,[],5243,41,2,0,"",1,"","",1317,0,1,"",0
830,34,6,[],5234,41,1,0,"",1,"","",1317,0,2,"",0
831,34,7,[],5235,41,1,0,"",1,"","",1317,0,2,"",0
832,34,8,[],5236,41,1,0,"",1,"","",1317,0,2,"",0
833,35,0,[],5791,42,1,0,"",1,"","",1317,0,1,"",0
834,35,1,[],5792,42,1,0,"",1,"","",1317,0,1,"",0
835,35,2,[],5793,42,1,0,"",1,"","",1317,0,1,"",0
836,35,3,[],5796,42,1,0,"",1,"","",1317,0,1,"",0
837,35,4,[],5794,42,1,0,"",1,"","",1317,0,1,"",0
838,35,5,[],5798,42,1,0,"",1,"","",1317,0,1,"",0
839,35,6,[],5790,42,1,0,"",1,"","",1317,0,1,"",0
840,35,7,[],5790,42,0,0,"",1,"","",1317,0,2,"",0
841,35,8,[],5794,42,0,0,"",1,"","",1317,0,2,"",0
842,35,9,[],5798,42,0,0,"",1,"","",1317,0,2,"",0
843,36,0,[],5935,1,"",0,"",1,"","",1317,0,0,"",0
844,37,0,[],6743,42,2,0,"",1,"","",1317,0,1,"",0
845,37,1,[],6744,42,2,0,"",1,"","",1317,0,1,"",0
846,37,2,[],6745,42,2,0,"",1,"","",1317,0,1,"",0
847,37,3,[],312,1,"",0,"",1,"","",1317,0,2,"",0
848,38,0,[0],4967,44,2,0,"3",1,"","",1317,0,1,"",0
849,38,1,[0],5163,44,2,0,"4",1,"","",1317,0,1,"",0
850,38,2,[0],5050,44,2,0,"3",1,"","",1317,0,1,"",0
851,38,3,[0],5213,44,2,0,"4",1,"","",1317,0,1,"",0
852,38,4,[0],4997,44,2,0,"3",1,"","",1317,0,1,"",0
853,38,5,[0],5342,44,2,0,"3",1,"","",1317,0,1,"",0
854,38,6,[4],5106,44,2,0,"4",1,"","",1317,0,1,"",0
855,38,7,[4],4997,44,2,0,"3",1,"","",1317,0,1,"",0
856,38,8,[4],5188,44,2,0,"4",1,"","",1317,0,1,"",0
857,38,9,[4],5050,44,2,0,"3",1,"","",1317,0,1,"",0
858,38,10,[4],4967,44,2,0,"3",1,"","",1317,0,1,"",0
859,38,11,[4],5399,44,2,0,"3",1,"","",1317,0,1,"",0
860,38,12,[3],5106,44,2,0,"4",1,"","",1317,0,1,"",0
861,38,13,[3],5827,44,2,0,"",1,"","",1317,0,1,"",0
862,38,14,[3],5025,44,2,0,"3",1,"","",1317,0,1,"",0
863,38,15,[3],4908,44,2,0,"3",1,"","",1317,0,1,"",0
864,38,16,[3],4997,44,2,0,"3",1,"","",1317,0,1,"",0
865,38,17,[3],5362,44,2,0,"3",1,"","",1317,0,1,"",0
866,38,18,[5],4939,44,2,0,"3",1,"","",1317,0,1,"",0
867,38,19,[5],4908,44,2,0,"3",1,"","",1317,0,1,"",0
868,38,20,[5],4882,44,2,0,"3",1,"","",1317,0,1,"",0
869,38,21,[5],5106,44,2,0,"4",1,"","",1317,0,1,"",0
870,38,22,[5],5827,44,2,0,"",1,"","",1317,0,1,"",0
871,38,23,[5],5425,44,2,0,"3",1,"","",1317,0,1,"",0
872,38,24,[1],4882,44,2,0,"3",1,"","",1317,0,1,"",0
873,38,25,[1],5135,44,2,0,"4",1,"","",1317,0,1,"",0
874,38,26,[1],5078,44,2,0,"3",1,"","",1317,0,1,"",0
875,38,27,[1],4908,44,2,0,"3",1,"","",1317,0,1,"",0
876,38,28,[1],4939,44,2,0,"3",1,"","",1317,0,1,"",0
877,38,29,[1],5381,44,2,0,"3",1,"","",1317,0,1,"",0
878,38,30,[6],5135,44,2,0,"4",1,"","",1317,0,1,"",0
879,38,31,[6],5078,44,2,0,"3",1,"","",1317,0,1,"",0
880,38,32,[6],5050,44,2,0,"3",1,"","",1317,0,1,"",0
881,38,33,[6],5213,44,2,0,"4",1,"","",1317,0,1,"",0
882,38,34,[6],4882,44,2,0,"3",1,"","",1317,0,1,"",0
883,38,35,[6],5412,44,2,0,"3",1,"","",1317,0,1,"",0
884,38,36,[2],5135,44,2,0,"4",1,"","",1317,0,1,"",0
885,38,37,[2],4882,44,2,0,"3",1,"","",1317,0,1,"",0
886,38,38,[2],4967,44,2,0,"3",1,"","",1317,0,1,"",0
887,38,39,[2],5188,44,2,0,"4",1,"","",1317,0,1,"",0
888,38,40,[2],5106,44,2,0,"4",1,"","",1317,0,1,"",0
889,38,41,[2],5827,44,2,0,"",1,"","",1317,0,1,"",0
890,38,42,[0],4967,44,1,0,"",1,"",1,1317,0,2,"",0
891,38,43,[0],5163,44,1,0,"",1,"",1,1317,0,2,"",0
892,38,44,[0],5050,44,1,0,"",1,"",1,1317,0,2,"",0
893,38,45,[0],5213,44,1,0,"",1,"",1,1317,0,2,"",0
894,38,46,[0],4997,44,1,0,"",1,"",1,1317,0,2,"",0
895,38,47,[0],5342,44,1,0,"",1,"",1,1317,0,2,"",0
896,38,48,[4],5106,44,1,0,"",1,"",1,1317,0,2,"",0
897,38,49,[4],4997,44,1,0,"",1,"",1,1317,0,2,"",0
898,38,50,[4],5188,44,1,0,"",1,"",1,1317,0,2,"",0
899,38,51,[4],5050,44,1,0,"",1,"",1,1317,0,2,"",0
900,38,52,[4],4967,44,1,0,"",1,"",1,1317,0,2,"",0
901,38,53,[4],5399,44,1,0,"",1,"",1,1317,0,2,"",0
902,38,54,[3],5106,44,1,0,"",1,"",1,1317,0,2,"",0
903,38,55,[3],5827,44,1,0,"",1,"",1,1317,0,2,"",0
904,38,56,[3],5025,44,1,0,"",1,"",1,1317,0,2,"",0
905,38,57,[3],4908,44,1,0,"",1,"",1,1317,0,2,"",0
906,38,58,[3],4997,44,1,0,"",1,"",1,1317,0,2,"",0
907,38,59,[3],5362,44,1,0,"",1,"",1,1317,0,2,"",0
908,38,60,[5],4939,44,1,0,"",1,"",1,1317,0,2,"",0
909,38,61,[5],4908,44,1,0,"",1,"",1,1317,0,2,"",0
910,38,62,[5],4882,44,1,0,"",1,"",1,1317,0,2,"",0
911,38,63,[5],5106,44,1,0,"",1,"",1,1317,0,2,"",0
912,38,64,[5],5827,44,1,0,"",1,"",1,1317,0,2,"",0
913,38,65,[5],5425,44,1,0,"",1,"",1,1317,0,2,"",0
914,38,66,[1],4882,44,1,0,"",1,"",1,1317,0,2,"",0
915,38,67,[1],5135,44,1,0,"",1,"",1,1317,0,2,"",0
916,38,68,[1],5078,44,1,0,"",1,"",1,1317,0,2,"",0
917,38,69,[1],4908,44,1,0,"",1,"",1,1317,0,2,"",0
918,38,70,[1],4939,44,1,0,"",1,"",1,1317,0,2,"",0
919,38,71,[1],5381,44,1,0,"",1,"",1,1317,0,2,"",0
920,38,72,[6],5135,44,1,0,"",1,"",1,1317,0,2,"",0
921,38,73,[6],5078,44,1,0,"",1,"",1,1317,0,2,"",0
922,38,74,[6],5050,44,1,0,"",1,"",1,1317,0,2,"",0
923,38,75,[6],5213,44,1,0,"",1,"",1,1317,0,2,"",0
924,38,76,[6],4882,44,1,0,"",1,"",1,1317,0,2,"",0
925,38,77,[6],5412,44,1,0,"",1,"",1,1317,0,2,"",0
926,38,78,[2],5135,44,1,0,"",1,"",1,1317,0,2,"",0
927,38,79,[2],4882,44,1,0,"",1,"",1,1317,0,2,"",0
928,38,80,[2],4967,44,1,0,"",1,"",1,1317,0,2,"",0
929,38,81,[2],5188,44,1,0,"",1,"",1,1317,0,2,"",0
930,38,82,[2],5106,44,1,0,"",1,"",1,1317,0,2,"",0
931,38,83,[2],5827,44,1,0,"",1,"",1,1317,0,2,"",0
932,39,0,[],5936,1,"",0,"",1,"","",1317,0,0,"",0
933,40,0,[0],5440,47,2,0,"4",1,"","",1317,0,1,"",0
934,40,1,[0],5484,47,2,0,"4",1,"","",1317,0,1,"",0
935,40,2,[0],5471,47,2,0,"4",1,"","",1317,0,1,"",0
936,40,3,[6],5440,47,2,0,"4",1,"","",1317,0,1,"",0
937,40,4,[6],5484,47,2,0,"4",1,"","",1317,0,1,"",0
938,40,5,[6],5461,47,2,0,"4",1,"","",1317,0,1,"",0
939,40,6,[1],5461,47,2,0,"4",1,"","",1317,0,1,"",0
940,40,7,[1],5498,47,2,0,"4",1,"","",1317,0,1,"",0
941,40,8,[1],5484,47,2,0,"4",1,"","",1317,0,1,"",0
942,40,9,[5],5450,47,2,0,"4",1,"","",1317,0,1,"",0
943,40,10,[5],5461,47,2,0,"4",1,"","",1317,0,1,"",0
944,40,11,[5],5498,47,2,0,"4",1,"","",1317,0,1,"",0
945,40,12,[3],5450,47,2,0,"4",1,"","",1317,0,1,"",0
946,40,13,[3],5471,47,2,0,"4",1,"","",1317,0,1,"",0
947,40,14,[3],5498,47,2,0,"4",1,"","",1317,0,1,"",0
948,40,15,[4],5440,47,2,0,"4",1,"","",1317,0,1,"",0
949,40,16,[4],5450,47,2,0,"4",1,"","",1317,0,1,"",0
950,40,17,[4],5471,47,2,0,"4",1,"","",1317,0,1,"",0
951,40,18,[2],5440,47,2,0,"4",1,"","",1317,0,1,"",0
952,40,19,[2],5450,47,2,0,"4",1,"","",1317,0,1,"",0
953,40,20,[2],5461,47,2,0,"4",1,"","",1317,0,1,"",0
954,40,21,[2],5471,47,2,0,"4",1,"","",1317,0,1,"",0
955,40,22,[2],5484,47,2,0,"4",1,"","",1317,0,1,"",0
956,40,23,[2],5498,47,2,0,"4",1,"","",1317,0,1,"",0
957,40,24,[0],5440,47,1,0,"",1,"",1,1317,0,2,"",0
958,40,25,[0],5484,47,1,0,"",1,"",1,1317,0,2,"",0
959,40,26,[0],5471,47,1,0,"",1,"",1,1317,0,2,"",0
960,40,27,[6],5440,47,1,0,"",1,"",1,1317,0,2,"",0
961,40,28,[6],5484,47,1,0,"",1,"",1,1317,0,2,"",0
962,40,29,[6],5461,47,1,0,"",1,"",1,1317,0,2,"",0
963,40,30,[1],5461,47,1,0,"",1,"",1,1317,0,2,"",0
964,40,31,[1],5498,47,1,0,"",1,"",1,1317,0,2,"",0
965,40,32,[1],5484,47,1,0,"",1,"",1,1317,0,2,"",0
966,40,33,[5],5450,47,1,0,"",1,"",1,1317,0,2,"",0
967,40,34,[5],5461,47,1,0,"",1,"",1,1317,0,2,"",0
968,40,35,[5],5498,47,1,0,"",1,"",1,1317,0,2,"",0
969,40,36,[3],5450,47,1,0,"",1,"",1,1317,0,2,"",0
970,40,37,[3],5471,47,1,0,"",1,"",1,1317,0,2,"",0
971,40,38,[3],5498,47,1,0,"",1,"",1,1317,0,2,"",0
972,40,39,[4],5440,47,1,0,"",1,"",1,1317,0,2,"",0
973,40,40,[4],5450,47,1,0,"",1,"",1,1317,0,2,"",0
974,40,41,[4],5471,47,1,0,"",1,"",1,1317,0,2,"",0
975,40,42,[2],5440,47,1,0,"",1,"",1,1317,0,2,"",0
976,40,43,[2],5450,47,1,0,"",1,"",1,1317,0,2,"",0
977,40,44,[2],5461,47,1,0,"",1,"",1,1317,0,2,"",0
978,41,0,[],5940,1,"",0,"",1,"","",1317,0,0,"",0
979,42,0,[],5941,1,"",0,"",1,"","",1317,0,0,"",0
980,44,0,[],5942,1,"",0,"",1,"","",1317,0,0,"",0
981,45,0,[],5943,1,"",0,"",1,"","",1317,0,0,"",0
982,43,0,[],5321,45,2,0,"",1,"","",1317,0,1,"",0
983,43,1,[],5322,45,2,0,"",1,"","",1317,0,1,"",0
984,43,2,[],5323,45,2,0,"",1,"","",1317,0,1,"",0
985,43,3,[],5324,45,2,0,"",1,"","",1317,0,1,"",0
986,43,4,[],5274,45,2,0,"",1,"","",1317,0,1,"",0
987,43,5,[],5275,45,2,0,"",1,"","",1317,0,1,"",0
988,43,6,[],5276,45,2,0,"",1,"","",1317,0,1,"",0
989,43,7,[],5321,45,1,0,"",1,"","",1317,0,2,"",0
990,43,8,[],5322,45,1,0,"",1,"","",1317,0,2,"",0
991,43,9,[],5323,45,1,0,"",1,"","",1317,0,2,"",0
992,43,10,[],5324,45,1,0,"",1,"","",1317,0,2,"",0
993,43,11,[],5325,45,1,0,"",1,"","",1317,0,2,"",0
994,43,12,[],5326,45,1,0,"",1,"","",1317,0,2,"",0
995,46,0,[],5957,1,"",0,"",1,"","",1317,0,0,"",0
996,47,0,[0],5624,53,2,0,"4",1,"","",1317,0,1,"",0
997,47,1,[0],5668,53,2,0,"4",1,"","",1317,0,1,"",0
998,47,2,[0],5660,53,2,0,"4",1,"","",1317,0,1,"",0
999,47,3,[6],5624,53,2,0,"4",1,"","",1317,0,1,"",0
1000,47,4,[6],5668,53,2,0,"4",1,"","",1317,0,1,"",0
1001,47,5,[6],5649,53,2,0,"4",1,"","",1317,0,1,"",0
1002,47,6,[1],5649,53,2,0,"4",1,"","",1317,0,1,"",0
1003,47,7,[1],5677,53,2,0,"4",1,"","",1317,0,1,"",0
1004,47,8,[1],5668,53,2,0,"4",1,"","",1317,0,1,"",0
1005,47,9,[5],5637,53,2,0,"4",1,"","",1317,0,1,"",0
1006,47,10,[5],5677,53,2,0,"4",1,"","",1317,0,1,"",0
1007,47,11,[5],5649,53,2,0,"4",1,"","",1317,0,1,"",0
1008,47,12,[3],5637,53,2,0,"4",1,"","",1317,0,1,"",0
1009,47,13,[3],5677,53,2,0,"4",1,"","",1317,0,1,"",0
1010,47,14,[3],5660,53,2,0,"4",1,"","",1317,0,1,"",0
1011,47,15,[4],5624,53,2,0,"4",1,"","",1317,0,1,"",0
1012,47,16,[4],5660,53,2,0,"4",1,"","",1317,0,1,"",0
1013,47,17,[4],5637,53,2,0,"4",1,"","",1317,0,1,"",0
1014,47,18,[2],5624,53,2,0,"4",1,"","",1317,0,1,"",0
1015,47,19,[2],5637,53,2,0,"4",1,"","",1317,0,1,"",0
1016,47,20,[2],5649,53,2,0,"4",1,"","",1317,0,1,"",0
1017,47,21,[2],5660,53,2,0,"4",1,"","",1317,0,1,"",0
1018,47,22,[2],5668,53,2,0,"4",1,"","",1317,0,1,"",0
1019,47,23,[2],5677,53,2,0,"4",1,"","",1317,0,1,"",0
1020,47,24,[0],5624,53,1,0,"",1,"",1,1317,0,2,"",0
1021,47,25,[0],5668,53,1,0,"",1,"",1,1317,0,2,"",0
1022,47,26,[0],5660,53,1,0,"",1,"",1,1317,0,2,"",0
1023,47,27,[6],5624,53,1,0,"",1,"",1,1317,0,2,"",0
1024,47,28,[6],5668,53,1,0,"",1,"",1,1317,0,2,"",0
1025,47,29,[6],5649,53,1,0,"",1,"",1,1317,0,2,"",0
1026,47,30,[1],5649,53,1,0,"",1,"",1,1317,0,2,"",0
1027,47,31,[1],5677,53,1,0,"",1,"",1,1317,0,2,"",0
1028,47,32,[1],5668,53,1,0,"",1,"",1,1317,0,2,"",0
1029,47,33,[5],5637,53,1,0,"",1,"",1,1317,0,2,"",0
1030,47,34,[5],5677,53,1,0,"",1,"",1,1317,0,2,"",0
1031,47,35,[5],5649,53,1,0,"",1,"",1,1317,0,2,"",0
1032,47,36,[3],5637,53,1,0,"",1,"",1,1317,0,2,"",0
1033,47,37,[3],5677,53,1,0,"",1,"",1,1317,0,2,"",0
1034,47,38,[3],5660,53,1,0,"",1,"",1,1317,0,2,"",0
1035,47,39,[4],5624,53,1,0,"",1,"",1,1317,0,2,"",0
1036,47,40,[4],5660,53,1,0,"",1,"",1,1317,0,2,"",0
1037,47,41,[4],5637,53,1,0,"",1,"",1,1317,0,2,"",0
1038,47,42,[2],5624,53,1,0,"",1,"",1,1317,0,2,"",0
1039,47,43,[2],5637,53,1,0,"",1,"",1,1317,0,2,"",0
1040,47,44,[2],5649,53,1,0,"",1,"",1,1317,0,2,"",0
1041,48,0,[],5945,1,"",0,"",1,"","",1317,0,0,"",0
1042,49,0,[],5790,54,1,0,"",1,"","",1317,0,1,"",0
1043,49,1,[],5794,54,1,0,"",1,"","",1317,0,1,"",0
1044,49,2,[],5798,54,1,0,"",1,"","",1317,0,1,"",0
1045,49,3,[],5802,54,1,0,"",1,"","",1317,0,1,"",0
1046,49,4,[],5797,54,1,0,"",1,"","",1317,0,1,"",0
1047,49,5,[],5800,54,1,0,"",1,"","",1317,0,1,"",0
1048,49,6,[],5806,54,1,0,"",1,"","",1317,0,1,"",0
1049,49,7,[],5797,54,0,0,"",1,"","",1317,0,2,"",0
1050,49,8,[],5800,54,0,0,"",1,"","",1317,0,2,"",0
1051,49,9,[],5806,54,0,0,"",1,"","",1317,0,2,"",0
1052,50,0,[],5959,1,"",0,"",1,"","",1317,0,0,"",0
1053,51,0,[],5272,57,2,0,"",1,"","",1317,0,1,"",0
1054,51,1,[],5273,57,2,0,"",1,"","",1317,0,1,"",0
1055,51,2,[],5274,57,2,0,"",1,"","",1317,0,1,"",0
1056,51,3,[],5275,57,2,0,"",1,"","",1317,0,1,"",0
1057,51,4,[],5276,57,2,0,"",1,"","",1317,0,1,"",0
1058,51,5,[],5274,57,1,0,"",1,"","",1317,0,2,"",0
1059,51,6,[],5275,57,1,0,"",1,"","",1317,0,2,"",0
1060,51,7,[],5276,57,1,0,"",1,"","",1317,0,2,"",0
1061,52,0,[],5948,1,"",0,"",1,"","",1317,0,0,"",0
1062,53,0,[],5960,1,"",0,"",1,"","",1317,0,0,"",0
1063,54,0,[],5241,59,2,0,"",1,"","",1317,0,1,"",0
1064,54,1,[],5242,59,2,0,"",1,"","",1317,0,1,"",0
1065,54,2,[],5243,59,2,0,"",1,"","",1317,0,1,"",0
1066,54,3,[],5244,59,2,0,"",1,"","",1317,0,1,"",0
1067,54,4,[0],5695,59,1,0,"",1,"",1,1317,0,2,"",0
1068,54,5,[0],5730,59,1,0,"",1,"",1,1317,0,2,"",0
1069,54,6,[0],5738,59,1,0,"",1,"",1,1317,0,2,"",0
1070,54,7,[6],5695,59,1,0,"",1,"",1,1317,0,2,"",0
1071,54,8,[6],5738,59,1,0,"",1,"",1,1317,0,2,"",0
1072,54,9,[6],5719,59,1,0,"",1,"",1,1317,0,2,"",0
1073,54,10,[1],5719,59,1,0,"",1,"",1,1317,0,2,"",0
1074,54,11,[1],5738,59,1,0,"",1,"",1,1317,0,2,"",0
1075,54,12,[1],5746,59,1,0,"",1,"",1,1317,0,2,"",0
1076,54,13,[5],5707,59,1,0,"",1,"",1,1317,0,2,"",0
1077,54,14,[5],5746,59,1,0,"",1,"",1,1317,0,2,"",0
1078,54,15,[5],5719,59,1,0,"",1,"",1,1317,0,2,"",0
1079,54,16,[3],5707,59,1,0,"",1,"",1,1317,0,2,"",0
1080,54,17,[3],5730,59,1,0,"",1,"",1,1317,0,2,"",0
1081,54,18,[3],5746,59,1,0,"",1,"",1,1317,0,2,"",0
1082,54,19,[4],5695,59,1,0,"",1,"",1,1317,0,2,"",0
1083,54,20,[4],5730,59,1,0,"",1,"",1,1317,0,2,"",0
1084,54,21,[4],5707,59,1,0,"",1,"",1,1317,0,2,"",0
1085,54,22,[2],5695,59,1,0,"",1,"",1,1317,0,2,"",0
1086,54,23,[2],5707,59,1,0,"",1,"",1,1317,0,2,"",0
1087,54,24,[2],5719,59,1,0,"",1,"",1,1317,0,2,"",0
1088,56,0,[],6743,57,2,0,"",1,"","",1317,0,1,"",0
1089,56,1,[],6744,57,2,0,"",1,"","",1317,0,1,"",0
1090,56,2,[],6745,57,2,0,"",1,"","",1317,0,1,"",0
1091,56,3,[],5241,57,1,0,"",1,"","",1317,0,2,"",0
1092,56,4,[],5242,57,1,0,"",1,"","",1317,0,2,"",0
1093,56,5,[],5243,57,1,0,"",1,"","",1317,0,2,"",0
1094,55,0,[],5965,1,"",0,"",1,"","",1317,0,0,"",0
1095,57,0,[],5966,1,"",0,"",1,"","",1317,0,0,"",0
1096,58,0,[],5967,1,"",0,"",1,"","",1317,0,0,"",0
1097,59,0,[],5974,1,"",0,"",1,"","",1317,0,0,"",0
1098,60,0,[0],4976,61,2,0,"3",1,"","",1317,0,1,"",0
1099,60,1,[0],5169,61,2,0,"4",1,"","",1317,0,1,"",0
1100,60,2,[0],5059,61,2,0,"3",1,"","",1317,0,1,"",0
1101,60,3,[0],5220,61,2,0,"4",1,"","",1317,0,1,"",0
1102,60,4,[0],5006,61,2,0,"3",1,"","",1317,0,1,"",0
1103,60,5,[0],5349,61,2,0,"3",1,"","",1317,0,1,"",0
1104,60,6,[4],5115,61,2,0,"4",1,"","",1317,0,1,"",0
1105,60,7,[4],5006,61,2,0,"3",1,"","",1317,0,1,"",0
1106,60,8,[4],5195,61,2,0,"4",1,"","",1317,0,1,"",0
1107,60,9,[4],5059,61,2,0,"3",1,"","",1317,0,1,"",0
1108,60,10,[4],4976,61,2,0,"3",1,"","",1317,0,1,"",0
1109,60,11,[4],5403,61,2,0,"3",1,"","",1317,0,1,"",0
1110,60,12,[3],5115,61,2,0,"4",1,"","",1317,0,1,"",0
1111,60,13,[3],5829,61,2,0,"",1,"","",1317,0,1,"",0
1112,60,14,[3],5033,61,2,0,"3",1,"","",1317,0,1,"",0
1113,60,15,[3],4917,61,2,0,"3",1,"","",1317,0,1,"",0
1114,60,16,[3],5006,61,2,0,"3",1,"","",1317,0,1,"",0
1115,60,17,[3],5368,61,2,0,"3",1,"","",1317,0,1,"",0
1116,60,18,[5],4947,61,2,0,"3",1,"","",1317,0,1,"",0
1117,60,19,[5],4917,61,2,0,"3",1,"","",1317,0,1,"",0
1118,60,20,[5],4886,61,2,0,"3",1,"","",1317,0,1,"",0
1119,60,21,[5],5115,61,2,0,"4",1,"","",1317,0,1,"",0
1120,60,22,[5],5829,61,2,0,"",1,"","",1317,0,1,"",0
1121,60,23,[5],5429,61,2,0,"3",1,"","",1317,0,1,"",0
1122,60,24,[1],4886,61,2,0,"3",1,"","",1317,0,1,"",0
1123,60,25,[1],5141,61,2,0,"4",1,"","",1317,0,1,"",0
1124,60,26,[1],5087,61,2,0,"3",1,"","",1317,0,1,"",0
1125,60,27,[1],4917,61,2,0,"3",1,"","",1317,0,1,"",0
1126,60,28,[1],4947,61,2,0,"3",1,"","",1317,0,1,"",0
1127,60,29,[1],5387,61,2,0,"3",1,"","",1317,0,1,"",0
1128,60,30,[6],5141,61,2,0,"4",1,"","",1317,0,1,"",0
1129,60,31,[6],5087,61,2,0,"3",1,"","",1317,0,1,"",0
1130,60,32,[6],5059,61,2,0,"3",1,"","",1317,0,1,"",0
1131,60,33,[6],5220,61,2,0,"4",1,"","",1317,0,1,"",0
1132,60,34,[6],4886,61,2,0,"3",1,"","",1317,0,1,"",0
1133,60,35,[6],5416,61,2,0,"3",1,"","",1317,0,1,"",0
1134,60,36,[2],5141,61,2,0,"4",1,"","",1317,0,1,"",0
1135,60,37,[2],4886,61,2,0,"3",1,"","",1317,0,1,"",0
1136,60,38,[2],4976,61,2,0,"3",1,"","",1317,0,1,"",0
1137,60,39,[2],5195,61,2,0,"4",1,"","",1317,0,1,"",0
1138,60,40,[2],5115,61,2,0,"4",1,"","",1317,0,1,"",0
1139,60,41,[2],5829,61,2,0,"",1,"","",1317,0,1,"",0
1140,60,42,[0],5524,61,2,0,"",1,"","",1317,0,2,"",0
1141,60,43,[0],5575,61,2,0,"",1,"","",1317,0,2,"",0
1142,60,44,[0],5592,61,2,0,"",1,"","",1317,0,2,"",0
1143,60,45,[4],5575,61,2,0,"",1,"","",1317,0,2,"",0
1144,60,46,[4],5524,61,2,0,"",1,"","",1317,0,2,"",0
1145,60,47,[4],5542,61,2,0,"",1,"","",1317,0,2,"",0
1146,60,48,[3],5542,61,2,0,"",1,"","",1317,0,2,"",0
1147,60,49,[3],5575,61,2,0,"",1,"","",1317,0,2,"",0
1148,60,50,[3],5609,61,2,0,"",1,"","",1317,0,2,"",0
1149,60,51,[5],5609,61,2,0,"",1,"","",1317,0,2,"",0
