411,"Metadata/NPC/Epilogue/KiracOrionThroneRoom","Officer Kirac","Metadata/NPC/NPC","","","Kirac",[97],[98],"","","M"
412,"Metadata/NPC/Epilogue/ZanaOrionThroneRoom","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",[49],[50],"","","F"
413,"Metadata/NPC/Epilogue/ZanaOrionPostFight","Zana, Master Cartographer","Metadata/NPC/NPC","",6,"Zana",[49],[50],"","","F"
414,"Metadata/NPC/Info/LeagueMetamorph/CrumpledLabNote","Crumpled Note","Metadata/NPC/Info/StoryGlyphBase","","","",[],[],"","",""
415,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVat","","","",[],[],"","",""
416,"Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","Vat","Metadata/MiscellaneousObjects/Metamorphosis/MetamorphosisVatEndgame","","","",[],[],"","",""
417,"Metadata/NPC/Info/GlyphCrusader1","Baran's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
418,"Metadata/NPC/Info/GlyphCrusader2","Baran's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
419,"Metadata/NPC/Info/GlyphCrusader3","Baran's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
420,"Metadata/NPC/Info/GlyphCrusader4","Baran's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
421,"Metadata/NPC/Info/GlyphEyrie1","Veritania's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
422,"Metadata/NPC/Info/GlyphEyrie2","Veritania's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
423,"Metadata/NPC/Info/GlyphEyrie3","Veritania's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
424,"Metadata/NPC/Info/GlyphEyrie4","Veritania's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
425,"Metadata/NPC/Info/GlyphBasilisk1","Al-Hezmin's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
426,"Metadata/NPC/Info/GlyphBasilisk2","Al-Hezmin's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
427,"Metadata/NPC/Info/GlyphBasilisk3","Al-Hezmin's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
428,"Metadata/NPC/Info/GlyphBasilisk4","Al-Hezmin's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
429,"Metadata/NPC/Info/GlyphAdjudicator1","Drox's Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
430,"Metadata/NPC/Info/GlyphAdjudicator2","Drox's Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
431,"Metadata/NPC/Info/GlyphAdjudicator3","Drox's Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
432,"Metadata/NPC/Info/GlyphAdjudicator4","Drox's Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
433,"Metadata/NPC/Info/GlyphSirus1","Sirus' Journal I","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
434,"Metadata/NPC/Info/GlyphSirus2","Sirus' Journal II","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
435,"Metadata/NPC/Info/GlyphSirus3","Sirus' Journal III","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
436,"Metadata/NPC/Info/GlyphSirus4","Sirus' Journal IV","Metadata/NPC/Info/AtlasExile_GlyphBase","","","",[],[],"","",""
437,"Metadata/NPC/League/Affliction/StrangeVoice","Strange Voice","Metadata/NPC/NPC","","","",[],[],"","","M"
438,"Metadata/NPC/DaughterOfSin","Daughter of Sin","Metadata/NPC/NPC","","","",[],[],"","","F"
439,"Metadata/NPC/Freya","Freya","Metadata/NPC/NPC","","","",[],[],"","","F"
440,"Metadata/Monsters/LeagueHarvest/Oshabi/OshabiBoss","Oshabi","Metadata/NPC/NPC","","","Oshabi",[],[],"","","F"
441,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistFence1","Faustus, the Fence","Metadata/NPC/NPC","","","Faustus",[],[],"","","M"
442,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistLockPick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",[],[],"","","M"
443,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistInterrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",[],[],"","","M"
444,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistSoldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",[],[],"","","M"
445,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistHeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",[],[],"","","M"
446,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDetector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",[],[],"","","F"
447,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistDemolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",[],[],"","","M"
448,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistCatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",[],[],"","","F"
449,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistIllusionist1_","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",[],[],"","","F"
450,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistEngineer1","Isla, the Engineer","Metadata/NPC/NPC","","","Isla",[],[],"","","F"
451,"Metadata/NPC/League/Heist/TheBoss","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",[101],[102],0,2,"F"
452,"Metadata/NPC/League/Heist/Fence","Faustus, the Fence","Metadata/NPC/NPC","","","Faustus",[123],[124],1,2,"M"
453,"Metadata/NPC/League/Heist/Driver","Adiyah, the Wayfinder","Metadata/NPC/NPC",25,"","Adiyah",[99],[100],2,2,"F"
454,"Metadata/NPC/League/Heist/Barber","Whakano, the Barber","Metadata/NPC/NPC",32,"","Whakano",[111],[112],3,2,"M"
455,"Metadata/NPC/League/Heist/Lockpick1","Karst, the Lockpick","Metadata/NPC/NPC","","","Karst",[107],[108],4,2,"M"
456,"Metadata/NPC/League/Heist/Interrogator1","Niles, the Interrogator","Metadata/NPC/NPC","","","Niles",[121],[122],5,2,"M"
457,"Metadata/NPC/League/Heist/Soldier1","Huck, the Soldier","Metadata/NPC/NPC","","","Huck",[119],[120],6,2,"M"
458,"Metadata/NPC/League/Heist/HeavyLifter1","Tibbs, the Giant","Metadata/NPC/NPC","","","Tibbs",[105],[106],7,2,"M"
459,"Metadata/NPC/League/Heist/Detector1","Nenet, the Scout","Metadata/NPC/NPC","","","Nenet",[115],[116],8,2,"F"
460,"Metadata/NPC/League/Heist/Demolitionist1","Vinderi, the Dismantler","Metadata/NPC/NPC","","","Vinderi",[117],[118],9,2,"M"
461,"Metadata/NPC/League/Heist/CatBurglar1","Tullina, the Catburglar","Metadata/NPC/NPC","","","Tullina",[103],[104],10,2,"F"
462,"Metadata/NPC/League/Heist/Illusionist1","Gianna, the Master of Disguise","Metadata/NPC/NPC","","","Gianna",[113],[114],11,2,"F"
463,"Metadata/NPC/League/Heist/Engineer1","Isla, the Engineer","Metadata/NPC/NPC","","","Isla",[109],[110],12,2,"F"
464,"Metadata/Monsters/LeagueHeist/Boss/VicVox","Vic Vox","Metadata/NPC/NPC","","","Vic",[],[],"","","M"
465,"Metadata/Monsters/LeagueHeist/Boss/VinnyVox","Vinny Vox","Metadata/NPC/NPC","","","Vinny",[],[],"","","M"
466,"Metadata/Monsters/LeagueHeist/Boss/Jamanra_","Jamanra, The Great","Metadata/NPC/NPC","","","Jamanra",[],[],"","","M"
467,"Metadata/Monsters/LeagueHeist/Boss/Danai","Nashta, The Usurper","Metadata/NPC/NPC","","","Nashta",[],[],"","","F"
468,"Metadata/Monsters/LeagueHeist/Boss/AdmiralDarnaw","Admiral Darnaw","Metadata/NPC/NPC","","","Darnaw",[],[],"","","M"
469,"Metadata/Monsters/LeagueHeist/Boss/Freidrich","Friedrich Tarollo, Slave Merchant","Metadata/NPC/NPC","","","Friedrich",[],[],"","","M"
470,"Metadata/NPC/League/Heist/TheBossLioneyes","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",[101],[102],0,2,"F"
471,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistAdiyah","Adiyah, the Wayfinder","Metadata/NPC/NPC","","","Adiyah",[],[],"","","F"
472,"Metadata/Monsters/LeagueHeist/NPCAllies/HeistKurai","Kurai, the Administrator","Metadata/NPC/NPC","","","Kurai",[],[],"","","F"
473,"Metadata/Monsters/LeagueHeist/Boss/VicVoxMeeting_","Vic Vox","Metadata/NPC/NPC","","","Vic",[],[],"","","M"
474,"Metadata/NPC/League/Heist/TullinaFiance","Julius Farrow","Metadata/NPC/NPC","","","",[],[],"","","F"
475,"Metadata/NPC/Act3/Tolman","Tolman","Metadata/NPC/NPC","","","",[],[],"","","M"
476,"Metadata/NPC/Act8/Solaris","Solaris","Metadata/NPC/NPC","","","",[],[],"","","F"
477,"Metadata/NPC/Act8/Lunarus","Lunaris","Metadata/NPC/NPC","","","",[],[],"","","F"
478,"Metadata/NPC/RiddleQuest","","Metadata/NPC/NPC","","","",[],[],"","",""
479,"Metadata/NPC/League/EndlessDelve/Lilly","Lilly Roth","Metadata/NPC/Act10/Lilly",24,"","Lilly",[153],[154],"","","F"
480,"Metadata/NPC/Epilogue/Envoy","The Envoy","Metadata/NPC/NPC","","","",[128],[129],13,1,"M"
481,"Metadata/NPC/Epilogue/EnvoyRandom","The Envoy","Metadata/NPC/NPC","","","",[128],[129],13,1,"M"
482,"Metadata/NPC/Epilogue/EnvoyMaven","The Envoy","Metadata/NPC/NPC","","","",[132],[133],13,1,"M"
483,"Metadata/NPC/Epilogue/EnvoyTangle","The Envoy","Metadata/NPC/NPC","","","",[128],[129],13,1,"M"
484,"Metadata/NPC/Epilogue/EnvoyCleansingFire","The Envoy","Metadata/NPC/NPC","","","",[128],[129],13,1,"M"
485,"Metadata/NPC/Epilogue/EnvoyTangleBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",[128],[129],13,1,"M"
486,"Metadata/NPC/Epilogue/EnvoyTangleBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",[128],[129],13,1,"M"
487,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss1","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",[128],[129],13,1,"M"
488,"Metadata/NPC/Epilogue/EnvoyCleansingFireBoss2","The Envoy","Metadata/NPC/Epilogue/EnvoyPostBoss","","","",[128],[129],13,1,"M"
489,"Metadata/NPC/Epilogue/Maven","The Maven","Metadata/NPC/NPC","","","",[],[],"","","F"
490,"Metadata/NPC/Epilogue/MavenInfluenceIntro","The Maven","Metadata/NPC/NPC","","","",[],[],"","","F"
491,"Metadata/NPC/Epilogue/MavenBossObserver","The Maven","Metadata/NPC/NPC","","","",[],[],"","","F"
492,"Metadata/Monsters/MavenBoss/TheMaven","The Maven","Metadata/NPC/NPC","","","",[],[],"","","F"
493,"Metadata/Monsters/MavenBoss/MavenBrainBoss","The Maven","Metadata/NPC/NPC","","","",[],[],"","","F"
494,"Metadata/Monsters/CrimsonPriest","Kadaris, Crimson Mayor","Metadata/NPC/NPC","","","Kadaris",[],[],"","","M"
495,"Metadata/Monsters/Skeletons/Pirate/BrutalPirateLordBoss","Captain Clayborne, The Accursed","Metadata/NPC/NPC","","","Clayborne",[],[],"","","M"
496,"Metadata/Monsters/LunarisSolaris/LunarisMap","Khor, Sister of Shadows","Metadata/NPC/NPC","","","Khor",[],[],"","","F"
497,"Metadata/Monsters/LunarisSolaris/SolarisMap","Ara, Sister of Light","Metadata/NPC/NPC","","","Ara",[],[],"","","F"
498,"Metadata/Monsters/DjinnDemon/DjinnDemonMapBoss_","Ormud, Fiend of the Flood","Metadata/NPC/NPC","","","Ormud",[],[],"","","M"
499,"Metadata/Monsters/Vilenta/VilentaMap_","Renkarr, The Kiln Keeper","Metadata/NPC/NPC","","","Renkarr",[],[],"","","F"
500,"Metadata/Monsters/Thaumaturgy/ThaumaturgistBoss","Ciergan, Shadow Alchemist","Metadata/NPC/NPC","","","Ciergan",[],[],"","","M"
501,"Metadata/NPC/League/Ultimatum/UltimatumNPC","The Trialmaster","Metadata/NPC/NPC","","","The Trialmaster",[134],"[135,136]",14,1,"M"
502,"Metadata/NPC/League/Ultimatum/UltimatumNPCPostFight","The Trialmaster","Metadata/NPC/League/Ultimatum/UltimatumNPCBossEndScene","","","The Trialmaster",[134],[135],14,1,"M"
503,"Metadata/Monsters/LeagueDelve/VaalCityBoss","Ahuatotli, the Blind","Metadata/Monsters/LeagueDelve/CityBosses/DelveVaalCityBoss","","","Ahuatotli",[],[],"","","M"
504,"Metadata/Monsters/LeagueDelve/ProtoVaalCityBoss","Aul, the Crystal King","Metadata/Monsters/LeagueDelve/CityBosses/DelveProtoVaalCityBoss","","","Aul",[],[],"","","M"
505,"Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","The Trialmaster","Metadata/Monsters/LeagueUltimatum/TrialMaster/TrialMasterBoss","","","The Trialmaster",[],[],"","","M"
506,"Metadata/NPC/Hasina","Hasina","Metadata/NPC/NPC","","","",[],[],"","","F"
507,"Metadata/NPC/League/Expedition/Saga","Dannig, Warrior Skald","Metadata/NPC/NPC",29,"","Dannig",[137],[138],16,3,"M"
508,"Metadata/NPC/League/Expedition/Gambler","Gwennen, the Gambler","Metadata/NPC/NPC",27,"","Gwennen",[145],[146],17,3,"F"
509,"Metadata/NPC/League/Expedition/Haggler","Tujen, the Haggler","Metadata/NPC/NPC",28,"","Tujen",[143],[144],18,3,"M"
510,"Metadata/NPC/League/Expedition/Dealer","Rog, the Dealer","Metadata/NPC/NPC",26,"","Rog",[140],[141],19,3,"M"
511,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionDannig","Dannig","Metadata/NPC/NPC",29,"","Dannig",[139],[138],16,3,"M"
512,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionGwennen_","Gwennen","Metadata/NPC/NPC",27,"","Gwennen",[145],"[146,147,148]",17,3,"F"
513,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionTujen","Tujen","Metadata/NPC/NPC",28,"","Tujen",[143],[144],18,3,"M"
514,"Metadata/Monsters/LeagueExpedition/NPC/ExpeditionRog","Rog","Metadata/NPC/NPC",26,"","Rog",[140],[141],19,3,"M"
515,"Metadata/NPC/League/Expedition/SagaHideout","Dannig, Warrior Skald","Metadata/NPC/NPC",29,"","Dannig",[137],[138],16,3,"M"
516,"Metadata/NPC/League/Expedition/GamblerHideout","Gwennen, the Gambler","Metadata/NPC/NPC",27,"","Gwennen",[145],[146],17,3,"F"
517,"Metadata/NPC/League/Expedition/HagglerHideout","Tujen, the Haggler","Metadata/NPC/NPC",28,"","Tujen",[143],[144],18,3,"M"
518,"Metadata/NPC/League/Expedition/DealerHideout","Rog, the Dealer","Metadata/NPC/NPC",26,"","Rog",[140],[141],19,3,"M"
519,"RoyaleAnnouncer","Royale Announcer","Metadata/NPC/NPC","","","Royale Announcer",[],[],"","","M"
520,"Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss_","Vorana, Last to Fall","Metadata/Monsters/LeagueExpedition/ReaperBoss/ReaperBoss","","","Vorana",[],[],"","","F"
521,"Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionExpedition","Uhtred","Metadata/Monsters/LeagueExpedition/ApparitionBoss/ApparitionBoss","","","Uhtred",[],[],"","","M"
522,"Metadata/Monsters/LeagueExpedition/Olroth","Olroth, Origin of the Fall","Metadata/Monsters/LeagueExpedition/Olroth/Olroth","","","Olroth",[],[],"","","M"
523,"Metadata/Monsters/LeagueExpedition/Medved","Medved","Metadata/Monsters/LeagueExpedition/Medved/MedvedBoss","","","Medved",[],[],"","","M"
524,"Metadata/NPC/League/Hellscape/HellscapeNPC","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",[149],[150],21,4,"F"
525,"Metadata/NPC/League/Hellscape/HellscapeNPCWild","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",[],[151],21,4,"F"
526,"Metadata/NPC/League/Hellscape/HellscapeNPCHideout","The Last to Die","Metadata/NPC/NPC","","","The Last to Die",[149],[150],21,4,"F"
527,"Metadata/NPC/Skadi","Skadi","Metadata/NPC/NPC","","","",[],[],"","","F"
528,"Metadata/NPC/Epilogue/LillyHideout","Lilly Roth","Metadata/NPC/NPC",46,"","Lilly",[152],[],"",1,"F"
529,"Metadata/NPC/Epilogue/HelenaIntro","Helena","Metadata/NPC/NPC","",3,"Helena",[24],[25],"",1,"F"
530,"Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","The Black Star","Metadata/Monsters/AtlasInvaders/BlackStarMonsters/BlackStarBoss","","","The Black Star",[],[],"","",""
531,"Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","The Searing Exarch","Metadata/Monsters/AtlasInvaders/CleansingMonsters/CleansingBoss","","","The Searing Exarch",[],[],"","",""
532,"Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","The Eater of Worlds","Metadata/Monsters/AtlasInvaders/ConsumeMonsters/ConsumeBoss","","","The Eater of Worlds",[],[],"","",""
533,"Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss_","The Infinite Hunger","Metadata/Monsters/AtlasInvaders/DoomMonsters/DoomBoss","","","The Infinite Hunger",[],[],"","",""
534,"Metadata/NPC/BladeSoul","Blade Soul","Metadata/NPC/NPC","","","",[],[],"","",""
535,"Metadata/NPC/League/Lake/Arbiter","Kalandra","Metadata/NPC/NPC","","","Kalandra",[],[],"","","F"
536,"Metadata/Monsters/LeagueLake/ArbiterWild","Kalandra","Metadata/NPC/NPC","","","Kalandra",[],[],"","","F"
537,"Metadata/Monsters/LeagueLake/ArbiterWildEvil","Kalandra","Metadata/NPC/NPC","","","Kalandra",[],[],"","","F"
538,"Metadata/NPC/WarlordsLieutenant_Portal","Lieutenant","Metadata/NPC/NPC","","","Lieutenant",[],[],"","",""
539,"Metadata/NPC/CultistSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",[],[],"","",""
540,"Metadata/NPC/MercenarySpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",[],[],"","",""
541,"Metadata/NPC/PyromaniacSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",[],[],"","",""
542,"Metadata/NPC/TemplarZealotSpirit","Mysterious Voice","Metadata/NPC/NPC","","","Mysterious Voice",[],[],"","",""
543,"Metadata/NPC/Info/KalandraGlyph01","Ancient Etchings I","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings I",[],[],"","",""
544,"Metadata/NPC/Info/KalandraGlyph02","Ancient Etchings II","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings II",[],[],"","",""
545,"Metadata/NPC/Info/KalandraGlyph03","Ancient Etchings III","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings III",[],[],"","",""
546,"Metadata/NPC/Info/KalandraGlyph04","Ancient Etchings IV","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings IV",[],[],"","",""
547,"Metadata/NPC/Info/KalandraGlyph05","Ancient Etchings V","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings V",[],[],"","",""
548,"Metadata/NPC/Info/KalandraGlyph06","Ancient Etchings VI","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VI",[],[],"","",""
549,"Metadata/NPC/Info/KalandraGlyph07","Ancient Etchings VII","Metadata/NPC/League/Lake/LakeStoryGlyph","","","Ancient Etchings VII",[],[],"","",""
550,"Metadata/NPC/Mel","Mel","Metadata/NPC/NPC","","","",[],[],"","","F"
551,"Metadata/NPC/Epilogue/CadiroHideout","Cadiro Perandus","Metadata/NPC/NPC","","","Cadiro",[155],[156],24,1,"M"
552,"Metadata/Monsters/Masters/SanctumNPC","Divinia","Metadata/NPC/NPC","","","Divinia",[],[],"","","F"
553,"Metadata/NPC/League/Sanctum/SanctumNPCTown","Divinia","Metadata/NPC/NPC","","","Divinia",[157],[160],23,5,"F"
554,"Metadata/NPC/League/Sanctum/SanctumNPCTownAct7","Divinia","Metadata/NPC/NPC","","","Divinia",[157],[160],23,5,"F"
555,"Metadata/NPC/League/Sanctum/SanctumNPCMerchant","Divinia","Metadata/NPC/NPC","","","Divinia",[159],[162],23,5,"F"
556,"Metadata/NPC/League/Sanctum/SanctumNPCAirlock","Divinia","Metadata/NPC/NPC","","","Divinia",[158],[161],23,5,"F"
557,"Metadata/NPC/League/Sanctum/Lycia","Lycia","Metadata/NPC/NPC","","","Lycia",[],[],"","","F"
558,"Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","Lycia, Unholy Heretic","Metadata/Monsters/LeagueSanctum/Boss/LyciaBoss","","","Lycia",[],[],"","","F"
559,"Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","Lycia, Herald of the Scourge","Metadata/Monsters/LeagueSanctum/Boss/Lycia2Boss","","","Lycia",[],[],"","","F"
560,"Metadata/NPC/Info/LyciaGlyph01","Remembrance","Metadata/NPC/Info/StoryGlyphBase","","","Remembrance",[],[],"","",""
561,"Metadata/NPC/Info/LyciaGlyph02","The Templars","Metadata/NPC/Info/StoryGlyphBase","","","The Templars",[],[],"","",""
562,"Metadata/NPC/Info/LyciaGlyph03","Creations","Metadata/NPC/Info/StoryGlyphBase","","","Creations",[],[],"","",""
563,"Metadata/NPC/Info/LyciaGlyph04","Capture","Metadata/NPC/Info/StoryGlyphBase","","","Capture",[],[],"","",""
564,"Metadata/NPC/Info/LyciaGlyph05","Sustenance","Metadata/NPC/Info/StoryGlyphBase","","","Sustenance",[],[],"","",""
565,"Metadata/NPC/Info/LyciaGlyph06","Immortality","Metadata/NPC/Info/StoryGlyphBase","","","Immortality",[],[],"","",""
566,"Metadata/NPC/Info/LyciaGlyph07","Isolation","Metadata/NPC/Info/StoryGlyphBase","","","Isolation",[],[],"","",""
567,"Metadata/NPC/Info/LyciaGlyph08","Beidat","Metadata/NPC/Info/StoryGlyphBase","","","Beidat",[],[],"","",""
568,"Metadata/NPC/Info/LyciaGlyph09","Forbidden Knowledge","Metadata/NPC/Info/StoryGlyphBase","","","Forbidden Knowledge",[],[],"","",""
569,"Metadata/NPC/ChaosEntity","Chaos Entity","","","","Chaos Entity",[],[],"","",""
570,"Metadata/NPC/Chieftain_Portal","Chieftain Ancestor","Metadata/NPC/NPC","","","Chieftain",[],[],"","",""
571,"Metadata/Pet/Raccoon/Raccoon","","Metadata/Pet/Raccoon/Raccoon","","","",[],[],"","",""
572,"Metadata/NPC/GoblinBand","","","","","",[],[],"","",""
573,"Metadata/NPC/MoltenOne","The Molten One","","","","The Molten One",[],[],"","",""
574,"Metadata/NPC/Info/MoltenOneGlyph01","The Redblade Caldera","Metadata/NPC/Info/Crucible_GlyphRegular","","","The Redblade Caldera",[],[],"","",""
575,"Metadata/NPC/Info/MoltenOneGlyph02","An Unlikely Alliance","Metadata/NPC/Info/Crucible_GlyphUber","","","An Unlikely Alliance",[],[],"","",""
576,"Metadata/Terrain/Doodads/Hideouts/DemonCraftingBench","Kosis, the Chained","Metadata/NPC/NPC","","","Kosis",[],[],"","",""
577,"Metadata/NPC/League/Ancestral/NavaliBackroom","Navali","Metadata/NPC/League/Ancestral/NavaliBackroom","","","Navali",[165],[166],"",1,""
578,"Metadata/NPC/League/Ancestral/NavaliAnnouncer","Navali","Metadata/NPC/League/Ancestral/AncestralNPCBase","","","Navali",[],[],"","",""
579,"Metadata/NPC/League/Ancestral/KaomBackroom","Kaom","Metadata/NPC/League/Ancestral/KaomBackroom","","","Kaom",[163],[164],"",1,""
580,"Metadata/NPC/League/Ancestral/RakiataBackroom","Rakiata","Metadata/NPC/League/Ancestral/RakiataBackroom","","","Rakiata",[167],[168],"",1,""
581,"Metadata/NPC/League/Ancestral/IkiahoBackroom","Ikiaho","Metadata/NPC/League/Ancestral/IkiahoBackroom","","","Ikiaho",[175],[176],"",1,""
582,"Metadata/NPC/League/Ancestral/KiloavaBackroom","Kiloava","Metadata/NPC/League/Ancestral/KiloavaBackroom","","","Kiloava",[173],[174],"",1,""
583,"Metadata/NPC/League/Ancestral/TawhanukuBackroom","Tawhanuku","Metadata/NPC/League/Ancestral/TawhanukuBackroom","","","Tawhanuku",[183],[184],"",1,""
584,"Metadata/NPC/League/Ancestral/MaataBackroom","Maata","Metadata/NPC/League/Ancestral/MaataBackroom","","","Maata",[171],[172],"",1,""
585,"Metadata/NPC/League/Ancestral/UtulaBackroom","Utula","Metadata/NPC/League/Ancestral/UtulaBackroom","","","Utula",[169],[170],"",1,""
586,"Metadata/NPC/League/Ancestral/AhuanaBackroom","Ahuana","Metadata/NPC/League/Ancestral/AhuanaBackroom","","","Ahuana",[179],[180],"",1,""
587,"Metadata/NPC/League/Ancestral/AkoyaBackroom","Akoya","Metadata/NPC/League/Ancestral/AkoyaBackroom","","","Akoya",[181],[182],"",1,""
588,"Metadata/NPC/League/Ancestral/KahuturoaBackroom","Kahuturoa","Metadata/NPC/League/Ancestral/KahuturoaBackroom","","","Kahuturoa",[177],[178],"",1,""
589,"Metadata/Monsters/LeagueAncestral/AncestralKaom_","Kaom","Metadata/Monsters/LeagueAncestral/Chieftains/KaomOfNgamahuTribe/Kaom","","","Kaom",[],[],"","",""
590,"Metadata/Monsters/LeagueAncestral/AncestralRakiata","Rakiata","Metadata/Monsters/LeagueAncestral/Chieftains/Rakiata/Rakiata","","","Rakiata",[],[],"","",""
591,"Metadata/Monsters/LeagueAncestral/AncestralUtula","Utula","Metadata/Monsters/LeagueAncestral/Chieftains/UtulaoftheKitavaTribe/Utula","","","Utula",[],[],"","",""
592,"Metadata/Monsters/LeagueAncestral/AncestralMaata","Maata","Metadata/Monsters/LeagueAncestral/Chieftains/Maata/Maata","","","Maata",[],[],"","",""
593,"Metadata/Monsters/LeagueAncestral/AncestralKiloava___","Kiloava","Metadata/Monsters/LeagueAncestral/Chieftains/Kiloava/Kiloava","","","Kiloava",[],[],"","",""
594,"Metadata/Monsters/LeagueAncestral/AncestralIkiaho","Ikiaho","Metadata/Monsters/LeagueAncestral/Chieftains/Ikiaho/Ikiaho","","","Ikiaho",[],[],"","",""
595,"Metadata/Monsters/LeagueAncestral/AncestralKahuturoa","Kahuturoa","Metadata/Monsters/LeagueAncestral/Chieftains/Kahuturoa/Kahuturoa","","","Kahuturoa",[],[],"","",""
596,"Metadata/Monsters/LeagueAncestral/AncestralAhuana","Ahuana","Metadata/Monsters/LeagueAncestral/Chieftains/Ahuana/Ahuana","","","Ahuana",[],[],"","",""
597,"Metadata/Monsters/LeagueAncestral/AncestralAkoya","Akoya","Metadata/Monsters/LeagueAncestral/Chieftains/Akoya/Akoya","","","Akoya",[],[],"","",""
598,"Metadata/Monsters/LeagueAncestral/AncestralTawhanuku","Tawhanuku","Metadata/Monsters/LeagueAncestral/Chieftains/Tawhanuku/Tawhanuku","","","Tawhanuku",[],[],"","",""
