"rownum","Id","Text","XBoxText","XBoxText2","HASH32","PlaystationText","string"
4760,"ConvertMapsButtonText","Convert Waystones","","",1636674753,"",""
4761,"ConvertMapsTooltip","Converts all Waystones in this tab into equivalent ones from the most-recent series.","","",2927211109,"",""
4762,"ConvertMapsConfirmation","This will convert all Waystones that are stored in this tab. You should remove any you want to keep first. Proceed with conversion?","","",635280368,"",""
4763,"LegionObeliskWorldDescriptionTitle","Timeless Monolith","","",2240294988,"",""
4764,"LegionObeliskWorldDescriptionBody","Interact to begin Legion encounter","","",2349001138,"",""
4765,"RecieveText","Receive","","",4191548587,"",""
4766,"PreviousSupporterPackContentText","All content from previous supporter packs in this series","","",3720861729,"",""
4767,"PointsPackContentText","Contains {0} Points","","",2387982456,"",""
4768,"TutorialPanelAtlasObjectives","Atlas Objectives","","",1768262842,"",""
4769,"TutorialPanelVeiledItems","Veiled Items","","",1857836929,"",""
4770,"TutorialPanelAtlasObjectivesTitle","Atlas Objectives","","",4069657187,"",""
4771,"TutorialPanelAtlasObjectivesContent1","When viewing your Atlas you may notice that some maps have large symbols around them. These are Atlas Objectives. Each objective signifies that opening and entering that map will guarantee an encounter with one of the masters.\r\n\r\nEach symbol represents the presence of a specific master:","","",2638904576,"",""
4772,"TutorialPanelAtlasObjectivesContent2","This special property is unique to your Atlas -- a party member can't benefit from the objectives on your Atlas.\r\n\r\nThe objectives are consumed as soon as you open the associated map. New objectives are guaranteed to appear once a day, but you also have a chance to generate a new objective whenever you complete a map.\r\n\r\nNew objectives select maps based on the tier of your last completed map, within two tiers. In other words, if you complete a tier 10 map, a new objective may appear on a tier 9, 10 or 11 map. The exceptions are tier 1 maps (which can cause objectives to appear on tiers 1, 2 or 3) and tier 16 maps (which can cause objectives to appear on tiers 14, 15, and 16). They favour maps you have previously completed but may appear on maps not yet revealed.\r\n\r\nSo if you're looking to find more Voltaxic Sulphite or just want to hunt beasts with Einhar, check your Atlas. You may have a friend waiting for you!","","",3761942728,"",""
4773,"TutorialPanelVeiledItemsTitle","Veiled Items","","",609294821,"",""
4774,"TutorialPanelVeiledItemsContent1","Once you have met Jun Ortoi, you will begin encountering the Immortal Syndicate. If you manage to defeat an Immortal Syndicate member, they may drop a Veiled Item. Veiled Items are special rare items with Veiled Modifiers - modifiers masked by ancient magic that only Jun Ortoi can reveal.\r\n\r\nWhen Jun unveils the modifier, you'll be presented with three different options for what that modifier will ultimately be. Not only are many of these modifiers very powerful, but unveiling them allows you to craft those modifiers using your Crafting Bench in your Hideout! So your choice is very important, even if you have no plans to use the item it appears on.","","",2015807759,"",""
4775,"TutorialPanelVeiledItemsContent2","Veiled modifiers often have multiple tiers, however all tiers of a modifier will be unlocked for crafting when unveiled for the first time. Once you have unlocked a Veiled modifier for crafting, it will be available for all of the characters you create in that league. \r\n\r\nAdditionally, some modifiers can only appear on items from specific Immortal Syndicate members. You can check whether a Veiled modifier is from a certain member before you unveil it by looking at the advanced modifier description (enabled in the Options menu).\r\n\r\nOne final thing to consider: even if you have unlocked all the Veiled modifiers you want, Veiled items still have value -- to other players! Some players may pay a premium for items that have not yet been unveiled, so that they can rapidly learn the recipes! Consider selling Veiled items to other players!","Veiled modifiers often have multiple tiers, however all tiers of a modifier will be unlocked for crafting when unveiled for the first time. Once you have unlocked a Veiled modifier for crafting, it will be available for all of the characters you create in that league. \r\n\r\nAdditionally, some modifiers can only appear on items from specific Immortal Syndicate members. You can check whether a Veiled modifier is from a certain member before you unveil it by looking at the advanced modifier description (enabled in the Options menu).\r\n\r\nOne final thing to consider: even if you have unlocked all the Veiled modifiers you want, Veiled items still have value -- to other players! Some players may pay a premium for items that have not yet been unveiled, so that they can rapidly learn the recipes! Consider selling Veiled items to other players!","",7384794,"",""
4776,"ItemDisplaySkillGemAttackSpeedMultiplier","Attack Speed","","",1004243229,"",""
4777,"ItemDisplaySkillGemAttackTimeOverride","Attack Time","","",538309192,"",""
4778,"IncubationItemInformation","Incubating {0}","","",302106280,"",""
4779,"IncubationKillCount","{0}/{1} <default>{{Level {2}+ Monster Kills}} ","","",391255177,"",""
4780,"PassiveResetWebText","Passive Reset Web","","",3760464323,"",""
4781,"MapStashTierPopupMaster","Contains A Master","","",3278826720,"",""
4782,"MapStashTierPopupElder","Contains Elder-influenced Maps","","",2046254195,"",""
4783,"MapStashTierPopupShaper","Contains Shaper-influenced Maps","","",1619470144,"",""
4784,"MapStashTierPopupBoth","Contains both Shaper-influenced and Elder-influenced Maps","","",3079902358,"",""
4785,"MapStashTierPopupTitle","Tier: {0}","","",2258107835,"",""
4786,"KakaoTimePlayedWarning","<rgb(99,157,211)>{{{0} hours have passed since you where connected.\nExcessive game use can interfere with normal daily life.}}","","",1831385082,"",""
4787,"PercentageOfBase","{0}% of base","","",3644734536,"",""
4788,"GenericEventDescription","Please check the Event Forums for more details.","","",691238510,"",""
4789,"PCBangEntitlementText","This microtransaction is a PC Bang entitlement","","",2014146443,"",""
4790,"QuestRewardWindowPreviewTitle","Next Quest Reward","","",3214780087,"",""
4791,"QuestRewardWindowPreviewText","Complete \""{0}\"" to obtain this reward:","","",2057657325,"",""
4792,"QuestRewardWindowPreviewTextDifferentAct","Complete \""{0}\"" in Act {1} to obtain this reward:","","",2029564046,"",""
4793,"QuestRewardWindowPreviewClosePopup","Close","","",2268343450,"",""
4794,"IncubationItemWarning","You are about to apply an Incubator to an item that is already incubating an item. This will overwrite the current Incubator. \nAre you sure you want to proceed?","","",657976105,"",""
4795,"CowardsTrialNextWave","The darkness looms forebodingly...","","",4148126676,"",""
4796,"CowardsTrialRoomClear","The room grows still and quiet...","","",770081860,"",""
4797,"CowardsTrialLevelClear","The oppressive atmosphere slowly dissipates...","","",3304658312,"",""
4798,"NewLeagueDisplayTop","Try the New","","",2906293541,"",""
4799,"NewLeagueDisplayBottom","League","","",3616643532,"",""
4800,"AchievementItemRewardNotification","Achievement Item Reward","","",2264429479,"",""
4801,"ChallengeRewardNotificationTitle","{0} Challenges Complete","","",1796789809,"",""
4802,"HideoutMusicSelectButtonText","Select Music","","",2546060263,"",""
4803,"HideoutMusicWindowTitleText","Hideout Music","","",2396297562,"",""
4804,"HideoutLegendMove","Move","","",2082742824,"",""
4805,"HideoutLegendRotate","Rotate","","",539709783,"",""
4806,"HideoutLegendPlace","Place","","",3231788727,"",""
4807,"HideoutLegendDelete","Delete","","",586753240,"",""
4808,"TencentPresetButton","Preset UI Button","","",2307383062,"",""
4809,"IncubatorUIPopup","{0}\n<default>{{{1}% Complete}}","","",2923121432,"",""
4810,"TencentAutoLootOptionsTitle","Pet Auto-Loot Options","","",1167873090,"",""
4811,"CharacterNameTooShortError","The character name is too short.","","",3437260771,"",""
4812,"ItemErrorItemHasCraftingMetaMod","You can't use this currency on items with a modifier that affects mod outcomes.","","",89398580,"",""
4813,"HideoutEditControlMusic","Music","","",3032779712,"",""
4814,"ItemErrorItemUsableItemDoesNotExist","Using Item does not exist.","","",1519409903,"",""
4815,"ItemErrorNoItemsOfTypeAreFound","No items are available to use.","","",3609361548,"",""
4816,"LeagueInterfaceKeyBindText","League Interface","","",3099340937,"",""
4817,"TutorialPanelVeiledItemsImage1","Art/2DArt/UIImages/InGame/TutorialPictures/UnveiledMods","","",4239372487,"",""
4818,"TutorialPanelVeiledItemsCaption1","Even if you don't want to use the Veiled item, each unveiling grants progress towards the ability to craft those mods on any item you want.","","",1220353235,"",""
4819,"TutorialPanelAtlasObjectivesImage1","Art/2DArt/UIImages/InGame/TutorialPictures/AtlasObjectives","","",3475507393,"",""
4820,"TutorialPanelAtlasObjectivesCaption1","Each Atlas Objective icon represents a different Master.","","",3615417653,"",""
4821,"ObjectDisplayTextEclipsedHideoutController","Eclipse Altar","","",1002771617,"",""
4822,"ConsoleHideoutFastTravel","Travel to Hideout","","",2983754808,"",""
4823,"ConsoleMapNavigatePrimaryAreas","Navigate Primary Areas","","",3664983439,"",""
4824,"KakaoRefundPolicyText","Microtransaction cannot be refunded after it has been used","","",115223189,"",""
4825,"BlightCoreWorldDescriptionTitle","Ichor Pump","","",4085906204,"",""
4826,"BlightCoreWorldDescriptionBody","Interact to begin Blight encounter","","",4212006085,"",""
4827,"ItemErrorItemTooBig","The resulting item will not fit in your inventory","","",1145743557,"",""
4828,"BlightMonsterDoesNotEngageNearbyEnemies","Doesn't engage nearby Enemies","","",2350092065,"",""
4829,"AtlasMissionPanelToolTipText","<white>{Atlas Missions\n}\n<default>{Atlas Missions can be attempted from the Map Device or by talking to the corresponding Master in your Hideout.\n\nAtlas Missions accumulate randomly when completing Maps. Five Atlas Missions also accumulate daily, based on the highest tier of Maps you have completed on your Atlas, not counting Unique Maps.}","","",966574038,"",""
4830,"TradeBoardLoadHistoryText","Last Search","","",860149538,"",""
4831,"TradeBoardFilterInfoLegendText","Filter Help","","",136248179,"",""
4832,"SearchFilterItemLevel","item level|itemlevel|ilvl","","",1573440619,"",""
4833,"SearchFilterMapTier","map tier|maptier|tier","","",3247864939,"",""
4834,"SearchFilterTalismanTier","talisman tier|talismantier|talisman","","",933628174,"",""
4835,"SearchFilterLevel","level|lvl","","",278080088,"",""
4836,"SearchFilterBlightedMap","blighted","","",4153164903,"",""
4837,"EnemiesRemainingText","Enemies Remaining:","","",3426992763,"",""
4838,"LeagueStandardBlight","Stop the spread of the deadly Blight by building towers to defend against monsters held in its thrall.\n\n<colour:yellow>{This is the default Path of Exile league.}","","",1622490014,"",""
4839,"LeagueHardcoreBlight","Stop the spread of the deadly Blight by building towers to defend against monsters held in its thrall.\n\n<colour:red>{A character killed in Hardcore Blight becomes a Standard character.}","","",2187950058,"",""
4840,"LeagueStandardSSFBlight","SSF Blight","","",2035651360,"",""
4841,"LeagueHardcoreSSFBlight","SSF HC Blight","","",8693516,"",""
4842,"MasterFullNameNavali","Navali","","",440593264,"",""
4843,"MasterFullNameEinhar","Einhar, Beastmaster","","",1494997998,"",""
4844,"MasterFullNameAlva","Alva, Master Explorer","","",234023205,"",""
4845,"MasterFullNameHelena","Helena","","",325327429,"",""
4846,"MasterFullNameNiko","Niko, Master of the Depths","","",2964136742,"",""
4847,"MasterFullNameJun","Jun, Veiled Master","","",389745498,"",""
4848,"MasterFullNameZana","Zana, Master Cartographer","","",3804338379,"",""
4849,"ItemDisplaySkillGemLevelFromGem","{0} Level from Gem","","",2601193307,"",""
4850,"ItemDisplaySkillGemLevelsFromGem","{0} Levels from Gem","","",1489412194,"",""
4851,"ItemDisplaySkillGemLevelFromGemMaxLevel","{0} Level from Gem (Max)","","",3756949582,"",""
4852,"ItemDisplaySkillGemLevelsFromGemMaxLevel","{0} Levels from Gem (Max)","","",656718697,"",""
4853,"LoginMigrateTitleNoName","Migrate to base League","","",2730029446,"",""
4854,"MigrationFailedTitle","Migration Failed","","",2944724850,"",""
4855,"BlightCraftingTitle","Instilling","","",471663942,"",""
4856,"BlightCraftingButton","Instil","","",210735972,"",""
4857,"BlightPumpDurabilityText","Pump Durability","","",931972812,"",""
4858,"BetrayalMissionReceived","Complete the Immortal Syndicate encounter","","",4025848922,"",""
4859,"BetrayalMissionReceivedN","Complete the Immortal Syndicate encounters ({0}/{1})","","",1975728046,"",""
4860,"BetrayalMissionComplete","Mission complete. The Syndicate has been driven from the area.","","",1226940974,"",""
4861,"BetrayalMissionFailed","Mission failed.","","",2019240137,"",""
4862,"BetrayalMissionFortSeen","Defeat the Syndicate members guarding the Fortification.","","",2274431960,"",""
4863,"BetrayalMissionCartSeen","Defeat the Syndicate members before the Transport escapes.","","",3761478487,"",""
4864,"BetrayalMissionLabSeen","Enter the Syndicate Laboratory\nDefeat the Syndicate members before they destroy the Research.","","",758718706,"",""
4865,"BetrayalMissionGankSeen","Defeat the Syndicate member's Intervention without dying.","","",1401762530,"",""
4866,"BetrayalMissionFortComplete","Fortification encounter complete.","","",2829838734,"",""
4867,"BetrayalMissionCartComplete","Transportation encounter complete.","","",4240221445,"",""
4868,"BetrayalMissionLabComplete","Research encounter complete.","","",1649971171,"",""
4869,"BetrayalMissionGankComplete","Intervention encounter complete.","","",3648094930,"",""
4870,"BetrayalMissionFortAbandoned","Fortification encounter abandoned.","","",4053568057,"",""
4871,"BetrayalMissionCartAbandoned","Transportation encounter abandoned.","","",2816270440,"",""
4872,"BetrayalMissionLabAbandoned","Research encounter abandoned.","","",1491982276,"",""
4873,"BetrayalMissionGankAbandoned","Intervention encounter abandoned.","","",1048541341,"",""
4874,"BetrayalMissionFortRetreated","Fortification Syndicate members have retreated to their Safehouse.","","",1696978817,"",""
4875,"BetrayalMissionCartRetreated","Transportation Syndicate members have retreated to their Safehouse.","","",4135877815,"",""
4876,"BetrayalMissionLabRetreated","Research Syndicate members have retreated to their Safehouse.","","",980743030,"",""
4877,"BetrayalMissionGankRetreated","Intervention Syndicate members have retreated to their Safehouse.","","",4061539970,"",""
4878,"BetrayalMissionCartFailed","Transportation encounter failed. The Transport escaped.","","",2063766218,"",""
4879,"BetrayalMissionLabFailed","Research encounter failed. The evidence was destroyed.","","",255106292,"",""
4880,"BetrayalMissionGankFailed","Intervention encounter failed. You were assassinated.","","",3700622375,"",""
4881,"BetrayalMissionLabEntered","Defeat the Syndicate members before they destroy the Research.","","",4110360992,"",""
4882,"BetrayalMissionFortDefeated","Question the defeated Syndicate members","","",1348083560,"",""
4883,"BetrayalMissionLabDefeated","Question the defeated Syndicate members","","",3839866809,"",""
4884,"BetrayalMissionCartDefeated","Question the defeated Syndicate members","","",449214780,"",""
4885,"BetrayalMissionGankDefeated","Question the defeated Syndicate members","","",62896017,"",""
4886,"BetrayalSafehouseCompleted","Mission Complete. The Safehouse reward rooms are now unlocked.","","",3482008360,"",""
4887,"BetrayalSafehouseDefeated","Interrogate the Leader","","",335049660,"",""
4888,"BetrayalSafehouseBoss","Defeat the Syndicate Members","","",775942156,"",""
4889,"BetrayalSafehouseAbandoned","The Safehouse has been abandoned","","",232093179,"",""
4890,"BetrayalSafehouseEntered","Raid the Syndicate Safehouse","","",4203422962,"",""
4891,"BetrayalCatarinaCompleted","Mission Complete. Catarina's reward rooms are now unlocked.","","",1126395031,"",""
4892,"BetrayalCatarinaDefeated2","Interrogate Catarina","","",2582295458,"",""
4893,"BetrayalCatarinaSeen2","Defeat Catarina, the Syndicate Mastermind","","",2694749324,"",""
4894,"BetrayalCatarinaDefeated1","Follow Catarina and defeat her","","",1572617929,"",""
4895,"BetrayalCatarinaSeen1","Defeat Catarina, the Syndicate Mastermind","","",2998018721,"",""
4896,"BetrayalCatarinaEntered","Find and defeat the Syndicate Mastermind","","",2475195965,"",""
4897,"BlightEncounterSuccessText","Fungal Growth Successfully Destroyed","","",3601058241,"",""
4898,"BlightEncounterFailureText","Ichor Pump Destroyed","","",3497900713,"",""
4899,"BlightBuildActionText","Build","","",3701733340,"",""
4900,"BlightCloseActionText","Close","","",1012135359,"",""
4901,"BlightNavigateActionText","Navigate","","",2866568192,"",""
4902,"BlightedMapModFailure","Blighted Maps cannot be opened with one or more of the selected Modifiers.","","",867131981,"",""
4903,"InGameStateWarningDropItemWithIncubator","Drop item with incubator attached?","","",1773448848,"",""
4904,"InGameStateWarningDestroyItemWithIncubator","You will lose all incubator progress attached to item.","","",2351558942,"",""
4905,"BlightCraftingUIInfo","Place an Amulet or Waystone into the crafting slot.\r\n\nYou can instil Amulets with a notable passive skill by combining them with 3 Distilled Emotions in a specific order.\r\n\nYou can instil Waystones with up to 3 Distilled Emotions to add Layers of Delirium. Different Distilled Emotions will have slightly different effects on the Waystone.","","",3515895458,"",""
4906,"AtlasCraftingBenchDefaultDescription","Place a Waystone Item to open six portals to the associated Map area.","","",2857522798,"",""
4907,"ModifierKeyShiftLong","Shift + ","","",1394466967,"",""
4908,"ModifierKeyShiftShort","Shft+","","",4145006593,"",""
4909,"ModifierKeyAltLong","Alt + ","","",1656198455,"",""
4910,"ModifierKeyAltShort","Alt+","","",2217089310,"",""
4911,"ModifierKeyControlLong","Control + ","","",2121146543,"",""
4912,"ModifierKeyControlShort","Ctrl+","","",1908922836,"",""
4913,"BlightRequiredOils","Can Enchant your Amulet with this notable using these Distilled Emotions:","","",1960943143,"",""
4914,"BlightCraftingInfoLegend","Show Instilling Information","","",2286320240,"",""
4915,"MapDeviceWarningNoMissionForMap","You do not have any Atlas Missions for this map tier.","","",4268801274,"",""
4916,"StashPanelUniquesSearchInfo","Highlights items within the current tab that match the keywords you specify.  Uniques can only be searched by name. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Regular expressions are supported\n- You can press <b>{CTRL + F} as a shortcut}","","Highlights items within the current tab that match the keywords you specify. Uniques can only be searched via names. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Combine space-separated text into a single keyword by enclosing it in quotation marks. e.g \""Tabula Rasa\""\n\n- Regular expressions are supported.}",1940621307,"Highlights items within the current tab that match the keywords you specify. Uniques can only be searched via names. \n\nTips:\n<default>{- Type multiple keywords by separating them with a space\n- Combine space-separated text into a single keyword by enclosing it in quotation marks. e.g \""Tabula Rasa\""\n\n- Regular expressions are supported.}",""
4917,"StashPanelMapsSearchInfo","Highlights items within the current tab that match the keywords you specify.\n\nTips:\n<default>{- Search for item level by typing ilvl:X\n- Search for waystone tier by typing tier:X\n- Regular expressions are supported\n- You can press <b>{CTRL + F} as a shortcut}","","Tips:\n<default>{- Search for item level by typing ilvl:X\n- Search for waystone tier by typing tier:X\n- Regular expressions are supported.\n}",2171227771,"Tips:\n<default>{- Search for item level by typing ilvl:X\n- Search for waystone tier by typing tier:X\n- Regular expressions are supported.\n}",""
4918,"ActionToggleSkillSet","Toggle Skill Set","Toggle Skill Set","",1026193815,"",""
4919,"RecycleMicrotransactionsWarning","You are about to destroy all the microtransactions you have selected and will receive a random one in return. Do you want to proceed?","","",165214944,"",""
4920,"HideoutMusicCategories","Change Category","","",2685621642,"",""
4921,"RecycleMicrotransactionWindowTitle","Salvage Box","","",582757131,"",""
4922,"RecycleMicrotransactionWindowHelp","Click on surplus Microtransactions to Salvage them, improving your rewards.","Use <<xbox_button_x>> on surplus Microtransactions to Salvage them, improving your rewards.","",1218177291,"",""
4923,"BlightAnointErrorCorruptedItem","Corrupted Items cannot be Instilled.","","",3709487817,"",""
4924,"BlightAnointErrorMirrorItem","Mirrored Items cannot be Instilled.","","",845094853,"",""
4925,"BlightAnointErrorInvalidItem","This item cannot be instilled.","","",112304548,"",""
4926,"BlightAnointErrorInvalidInput","Invalid distilled emotion.","","",2572763897,"",""
4927,"BlightAnointErrorTooManyInputs","This waystone has no room for more Delirium modifiers.","","",2612482093,"",""
4928,"BlightAnointErrorTooFewInputs","This item requires more distilled emotions to be instilled.","","",3098010502,"",""
4929,"BlightAnointErrorBlightedMapMaxMods","A Blighted Map cannot have more than 3 Blight modifiers.","","",66364759,"",""
4930,"BlightAnointErrorUberBlightedMapMaxMods","A Blight-ravaged Map cannot have more than 9 Blight modifiers.","","",1862629283,"",""
4931,"BlightAnointErrorBlightedMapMaxModType","A Blight-ravaged Map cannot have more than 3 of the same Blight modifier.","","",153677627,"",""
4932,"BlightAnointErrorNoRecipe","This permutation of distilled emotions has no result.","","",2122922449,"",""
4933,"MapDeviceWarningUniqueMapWithMaster","Atlas Missions cannot be completed in Unique Maps.","","",4249687953,"",""
4934,"HideoutMusicDisabledHoverText","Purchase in Store","","",2420738569,"",""
4935,"RecycleMicrotransactionConsoleAction","Send to Salvage Box","","",3446843307,"",""
4936,"BlightCraftingPreviewMapTitle","Delirium Modifiers","","",3204059319,"",""
4937,"BlightCraftingAnointOverrideTitle","<red>{Enchantment Warning}","","",1271085813,"",""
4938,"BlightCraftingAnointOverrideWarning","Enchanting this item will replace the item's current enchantments. Would you like to proceed?","","",3428975055,"",""
4939,"RecycleResourceText","{0} Points Salvaged","","",4034274026,"",""
4940,"MapDeviceWarningTitle","<colour:yellow>{Warning}","","",1151361287,"",""
4941,"RecycleMicrotransactionWindowCommonHover","The chance to receive a common microtransaction.","","",381698950,"",""
4942,"RecycleMicrotransactionWindowUncommonHover","The chance to receive an uncommon microtransaction.","","",1910121210,"",""
4943,"RecycleMicrotransactionWindowRareHover","The chance to receive a rare microtransaction.","","",1045008716,"",""
4944,"RecycleMicrotransactionWindowCombinedHover","The chance to receive a microtransaction that is the result of combining two together.","","",1255259518,"",""
4945,"RecycleMicrotransactionWindowTencentSpecialHover","The chance to receive a ChiYou microtransaction.","","",364214800,"",""
4946,"RecycleMicrotransactionWindowThresholdReached","You have reached the maximum reward chances for this box.","","",3397264899,"",""
4947,"ConsoleQuickCategorySelectLegend","Quick Move","","",1742267149,"",""
4948,"RecycleMicrotransactionWindowSacrificeOverThreshold","Salvaging this microtransaction will cap your reward chances for this box at the maximum. Do you want to proceed?","","",4092878969,"",""
4949,"RecycleMicrotransactionLastMicroError","You can only salvage duplicate microtransactions.","","",3968711605,"",""
4950,"RecycleMicrotransactionCannotBeSalvages","This microtransaction can not be salvaged.","","",2448761690,"",""
4951,"BlightSkipEncounterDelayText","Start Blight Encounter","","",2084432449,"",""
4952,"RecycleMicrotransactionNoMicros","You have not selected any microtransactions to salvage. Do you want to proceed?","","",523712864,"",""
4953,"RecycleMicrotransactionSalvageEquippedItem","You cannot salvage an item that is in use. Reclaim it first.","","",3369227389,"",""
4954,"MonsterReplicatesOnDeathInfoString","Replicates on Death","","",3873617851,"",""
4955,"MapDeviceWarningInfectedMapWithMaster","Atlas Missions cannot be completed in Blighted Maps.","","",1448839145,"",""
4956,"ObjectDisplayTextMetamorphosisMonsterMarker","Select Metamorph","","",2155513361,"",""
4957,"ObjectDisplayTextMetamorphosisVat","Construct Metamorph","","",2260873636,"",""
4958,"ObjectDisplayInfoMetamorphosisVat","Interact to begin Metamorph encounter","","",4276634499,"",""
4959,"LeagueStandardMetamorphosis","Defeat Metamorphs created by combining samples of monsters you slay.\n\n<colour:yellow>{This is the default Path of Exile league.}","","",3636778557,"",""
4960,"LeagueHardcoreMetamorphosis","Defeat Metamorphs created by combining samples of monsters you slay.\n\n<colour:red>{A character killed in Hardcore Metamorph becomes a Standard character.}","","",2383302232,"",""
4961,"LeagueStandardSSFMetamorphosis","SSF Metamorph","","",3174394734,"",""
4962,"LeagueHardcoreSSFMetamorphosis","SSF HC Metamorph","","",1618140772,"",""
4963,"ResonatorStackingWithFossilsError","Cannot stack Resonators with socketed Fossils","","",1978726059,"",""
4964,"BetrayalReleaseConsoleLegend","Release Target","","",2852381508,"",""
4965,"WorldPanelMetamorphosisPinInactiveHover","Tane's Laboratory","","",447281579,"",""
4966,"WorldPanelMetamorphosisPinInfoHover","Complete Act 10 to unlock Tane's Laboratory","","",3291325282,"",""
4967,"MapLegendMetamorphosisHub","Tane's Laboratory","","",893065895,"",""
4968,"WorldPanelMetamorphosisPinActiveHover","Click to travel to Tane's Laboratory","Select to travel to Tane's Laboratory","",3327381169,"",""
4969,"PlayerContextVisitMetamorphosisLaboratory","Visit Tane's Laboratory","","",2440566362,"",""
4970,"ItemErrorItemNotJewellery","Item is not a ring or amulet.","","",3472156503,"",""
4971,"AlternateQualityModIncreaseText"," — {0}% Increased","","",3521455779,"",""
4972,"MetamorphosisItemisedBossDisplayText","{0}'s {1}","","",1767826122,"",""
4973,"MetamorphosisItemisedBossSkillDisplayText","Uses","","",1013394481,"",""
4974,"MetamorphosisCreateButtonAssignMoreIngredients","Combine five different samples to manifest a powerful enemy.","","",517379084,"",""
4975,"MetamorphosisItemisedMapBoss","Combine this with four other different samples in Tane's Laboratory.","","",4272500428,"",""
4976,"MetamorphosisCraftingWindow","Collect samples from slain monsters in this area. Combine five different samples to manifest a powerful enemy.\r\n\r\nEach sample must be of a different body part. The resulting enemy will use skills from each creature used to create it. With a full meter and a Map Boss sample, the defeated Metamorph will also drop a special sample that can be traded or used in Tane's Laboratory.\r\n","","",4068314340,"",""
4977,"MetamorphosisNotPrimaryAreaError","You cannot begin a Metamorph encounter here.","","",892095276,"",""
4978,"MetamorphosisCreateButton","Create","","",744259011,"",""
4979,"ItemErrorItemsNotSameClass","Items are not of the same item class","","",1209531533,"",""
4980,"ItemErrorItemsAreNormal","One or both of the items are of Normal Rarity","","",3977190007,"",""
4981,"ItemErrorItemsAreUnique","One or both of the items are Unique","","",96312471,"",""
4982,"ItemErrorItemNoInfluence","Item has no influence","","",642479113,"",""
4983,"ItemErrorItemMultipleInfluence","Item already has more than one influence type","","",705845277,"",""
4984,"ItemErrorItemsMatchingInfluence","Items are of the same influence type","","",3790668496,"",""
4985,"MetamorphosisOpenUITitleText","Metamorph","","",1670321448,"",""
4986,"ObjectDisplayTextChestRedValeQuestChest","Obelisk of Rust","","",638132484,"",""
4987,"ItemErrorItemHasInfluence","Item has influence","","",2827879739,"",""
4988,"GraphicsOptionsFramerateCap","Foreground FPS Cap","","",4254067743,"",""
4989,"GraphicsOptionsFramerateCapTooltip","When VSync is disabled, this setting limits your framerate to the specified value.","","",2537901435,"",""
4990,"LoginPendingMigration","This league has ended. Characters will be playable in the parent league soon.","","",679856214,"",""
4991,"HideoutCompleteNPCQuest","You must complete the quest \""{0}\"" to unlock {1} in your Hideout.","","",924541598,"",""
4992,"HideoutCompleteNPCQuestAct","You must complete the quest \""{0}\"" in Act {2} to unlock {1} in your Hideout.","","",2849740768,"",""
4993,"HideoutCompleteDoodadQuest","You must complete the quest \""{0}\"" to unlock this decoration for your Hideout.","","",1471369289,"",""
4994,"HideoutCompleteDoodadQuestAct","You must complete the quest \""{0}\"" in Act {1} to unlock this decoration for your Hideout.","","",1182126541,"",""
4995,"HideoutVisitWorldArea","You must visit  {0} to unlock this decoration for your Hideout.","","",2394661164,"",""
4996,"HideoutMeetNPC","You must encounter {0} to unlock <if:M>{{him}}<elif:F>{{her}}<elif:O>{{it}}<else>{{them}} in your Hideout.","","",1383045176,"",""
4997,"HideoutDoodadLocked","You have not yet unlocked this decoration for your Hideout.","","",2779962581,"",""
4998,"ItemErrorItemIsSynthetic","Item is Synthesised","","",584115616,"",""
4999,"ItemErrorItemIsFractured","Item has Fractured Mods","","",2195772207,"",""
5000,"MetamorphosisNoOrganWarning","No samples collected","","",286880523,"",""
5001,"MetamorphosisLabInfo","Collect samples from powerful Map monsters. Combine five different samples to manifest a very dangerous enemy.\r\n\r\nEach sample must be of a different body part. The resulting enemy will use skills from each creature used to create it.","","",1517673823,"",""
5002,"MetamorphosisLabAvailableNotification","Metamorph Vial Available","","",1083446040,"",""
5003,"MetamorphosisLabAvailableNotificationDetails","Spawn the Vial.","Spawn the Vial with <<xbox_button_rt>>+<<xbox_button_lt>>+<<xbox_button_dpad_up>>.","",1944203958,"",""
5004,"QuestKilledAtziri","kill Atziri","","",3467417662,"",""
5005,"QuestKilledAtziri2","kill Uber Atziri","","",2467031372,"",""
5006,"QuestShaperDefeated","kill The Shaper","","",555839246,"",""
5007,"QuestElderDefeated","kill The Elder","","",2015880859,"",""
5008,"QuestUberElderDefeated","kill The Uber Elder","","",1628648602,"",""
5009,"ItemErrorItemTooManyCraftedMods","Item has no space for more Crafted Mods.","","",1192892269,"",""
5010,"ItemErrorItemLevelNotHighEnough","Item cannot gain any Influence Modifiers because its Item Level is below 68.","","",1642052193,"",""
5011,"ObjectNameStringAtlasWatchstoneBench","Watchstone Altar","","",2490504345,"",""
5012,"QuestReliquaryVaultKey","Vault Key","","",1648100447,"",""
5013,"QuestReliquaryVaultKeyHole","Vault Keyhole","","",3404152125,"",""
5014,"QuestLocationTheAtlas","The Atlas","","",519331621,"",""
5015,"QuestLocationAnyUnoccupiedRegion","unoccupied Atlas Regions","","",1075415444,"",""
5016,"QuestLocationAnyUnoccupiedRegionLevel1","unoccupied Atlas Regions with at least 1 socketed Watchstone","","",172753125,"",""
