"rownum","Id","Name","IsCategory","Category","bool","string","bool","i32","i32","string"
691,"PortalMechanical","Mechanical","","","","","",-16843010,-16843010,""
692,"PortalMythical","Mythical","","","","","",-16843010,-16843010,""
693,"PortalCelestial","Celestial","","","","","",-16843010,-16843010,""
694,"PortalEarth","Earth","","","","","",-16843010,-16843010,""
695,"PortalDemonic","Demonic","","","","","",-16843010,-16843010,""
696,"PortalDivine","Divine","","","","","",-16843010,-16843010,""
697,"PortalStygian","Stygian","","","","","",-16843010,-16843010,""
698,"WingsMtx","Wings","","","","","",-16843010,-16843010,""
699,"CloakMtx","Cloak","","","","","",-16843010,-16843010,""
700,"BackAttachmentMtx","Back Attachment","","","","","",-16843010,-16843010,""
701,"PoE2EarlyAccessTheme","Path of Exile 2 Early Access","",370,"","","",-16843010,-16843010,""
702,"PoE2ArmourPieces","Armour Piece","","","","","",30,0,""
703,"PoE2BackAttachment","Back Attachment","","","","","",30,0,""
704,"PoE2HelmetAttachment","Helmet Attachment","","","","","",30,0,""
705,"PoE2BeltAttachment","Belt Attachment","","","","","",30,0,""
706,"PoE2HipAttachment","Hip Attachment","","","","","",30,0,""
707,"PoE2Footprints","Footprints","","","","","",30,0,""
708,"PoE2WeaponSkin","Weapon Skin","","","","","",31,0,""
709,"PoE2WeaponEffect","Weapon Effect","","","","","",31,0,""
710,"PoE2ShieldSkin","Shield Skin","","","","","",31,0,""
711,"PoE2FinisherEffect","Finisher Effect","","","","","",34,0,""
712,"PoE2CharacterEffect","Character Effect","","","","","",34,0,""
713,"PoE2ExtraEffect","Extra Effect","","","","","",34,0,""
714,"PoE2ChargeSkins","Alternate Charge Skin","","","","","",34,0,""
715,"PoE2Rings","Ring Skin","","","","","",35,0,""
716,"PoE2Amulets","Amulet Skin","","","","","",35,0,""
717,"PoE2Flasks","Flask Skin","","","","","",35,0,""
718,"PoE2HideoutArea","Hideout Area","","","","","",37,0,""
719,"PoE2UtilitySkins","Utility Skins","","","","","",37,0,""
720,"PoE2HideoutDecorations","Decorations","","","","","",37,0,""
721,"PoE2Cursor","Cursor","","","","","",36,0,""
