"rownum","Id","bool","IsLocal","IsWeaponLocal","Semantics","Text","bool","IsVirtual","MainHandAlias_StatsKey","OffHandAlias_StatsKey","bool","HASH32","BelongsActiveSkillsKey","Category","bool","bool","IsScalable","ContextFlags","[rid]"
11113,"local_affliction_notable_ancestral_echo","",1,"",4,"","","","","","",457812048,[],"","","","",[],[]
11114,"local_affliction_notable_ancestral_reach","",1,"",4,"","","","","","",-843708368,[],"","","","",[],[]
11115,"local_affliction_notable_ancestral_might","",1,"",4,"","","","","","",1633810103,[],"","","","",[],[]
11116,"local_affliction_notable_ancestral_preservation","",1,"",4,"","","","","","",-1198299732,[],"","","","",[],[]
11117,"local_affliction_notable_snaring_spirits","",1,"",4,"","","","","","",-784817942,[],"","","","",[],[]
11118,"local_affliction_notable_sleepless_sentries","",1,"",4,"","","","","","",1611795194,[],"","","","",[],[]
11119,"local_affliction_notable_ancestral_guidance","",1,"",4,"","","","","","",-177715304,[],"","","","",[],[]
11120,"local_affliction_notable_ancestral_inspiration","",1,"",4,"","","","","","",829461316,[],"","","","",[],[]
11121,"local_affliction_notable_vital_focus","",1,"",4,"","","","","","",1464788134,[],"","","","",[],[]
11122,"local_affliction_notable_rapid_infusion","",1,"",4,"","","","","","",-1656191383,[],"","","","",[],[]
11123,"local_affliction_notable_unwavering_focus","",1,"",4,"","","","","","",1891731280,[],"","","","",[],[]
11124,"local_affliction_notable_enduring_focus","",1,"",4,"","","","","","",512544301,[],"","","","",[],[]
11125,"local_affliction_notable_precise_focus","",1,"",4,"","","","","","",1566809192,[],"","","","",[],[]
11126,"local_affliction_notable_stoic_focus","",1,"",4,"","","","","","",-112523945,[],"","","","",[],[]
11127,"local_affliction_notable_hex_breaker","",1,"",4,"","","","","","",870090616,[],"","","","",[],[]
11128,"local_affliction_notable_arcane_focus","",1,"",4,"","","","","","",1870249059,[],"","","","",[],[]
11129,"local_affliction_notable_distilled_perfection","",1,"",4,"","","","","","",-47815727,[],"","","","",[],[]
11130,"local_affliction_notable_spiked_concoction","",1,"",4,"","","","","","",-998071891,[],"","","","",[],[]
11131,"local_affliction_notable_fasting","",1,"",4,"","","","","","",1047060735,[],"","","","",[],[]
11132,"local_affliction_notable_menders_wellspring","",1,"",4,"","","","","","",512261749,[],"","","","",[],[]
11133,"local_affliction_notable_special_reserve","",1,"",4,"","","","","","",-1522732576,[],"","","","",[],[]
11134,"local_affliction_notable_numbing_elixir","",1,"",4,"","","","","","",-1369602712,[],"","","","",[],[]
11135,"local_affliction_notable_mob_mentality","",1,"",4,"","","","","","",679516093,[],"","","","",[],[]
11136,"local_affliction_notable_cry_wolf","",1,"",4,"","","","","","",-770787330,[],"","","","",[],[]
11137,"local_affliction_notable_haunting_shout","",1,"",4,"","","","","","",-1554146253,[],"","","","",[],[]
11138,"local_affliction_notable_lead_by_example","",1,"",4,"","","","","","",1172438548,[],"","","","",[],[]
11139,"local_affliction_notable_provocateur","",1,"",4,"","","","","","",-694416971,[],"","","","",[],[]
11140,"local_affliction_notable_warning_call","",1,"",4,"","","","","","",-688482019,[],"","","","",[],[]
11141,"local_affliction_notable_rattling_bellow","",1,"",4,"","","","","","",-1059901445,[],"","","","",[],[]
11142,"local_affliction_notable_bloodscent","",1,"",4,"","","","","","",19080742,[],"","","","",[],[]
11143,"local_affliction_notable_run_through","",1,"",4,"","","","","","",1894801868,[],"","","","",[],[]
11144,"local_affliction_notable_wound_aggravation","",1,"",4,"","","","","","",-452164262,[],"","","","",[],[]
11145,"local_affliction_notable_overlord","",1,"",4,"","","","","","",1267289692,[],"","","","",[],[]
11146,"local_affliction_notable_expansive_might","",1,"",4,"","","","","","",-1086006639,[],"","","","",[],[]
11147,"local_affliction_notable_weight_advantage","",1,"",4,"","","","","","",-2130748072,[],"","","","",[],[]
11148,"local_affliction_notable_wind_up","",1,"",4,"","","","","","",322265632,[],"","","","",[],[]
11149,"local_affliction_notable_fan_of_blades","",1,"",4,"","","","","","",-1642894855,[],"","","","",[],[]
11150,"local_affliction_notable_disease_vector","",1,"",4,"","","","","","",-1277124816,[],"","","","",[],[]
11151,"local_affliction_notable_arcing_shot","",1,"",4,"","","","","","",-901026354,[],"","","","",[],[]
11152,"local_affliction_notable_tempered_arrowheads","",1,"",4,"","","","","","",-993980787,[],"","","","",[],[]
11153,"local_affliction_notable_broadside","",1,"",4,"","","","","","",-1050446534,[],"","","","",[],[]
11154,"local_affliction_notable_explosive_force","",1,"",4,"","","","","","",-406552748,[],"","","","",[],[]
11155,"local_affliction_notable_opportunistic_fusilade","",1,"",4,"","","","","","",1291755948,[],"","","","",[],[]
11156,"local_affliction_notable_storms_hand","",1,"",4,"","","","","","",1927654100,[],"","","","",[],[]
11157,"local_affliction_notable_battlefield_dominator","",1,"",4,"","","","","","",-1243917846,[],"","","","",[],[]
11158,"local_affliction_notable_martial_mastery","",1,"",4,"","","","","","",409357675,[],"","","","",[],[]
11159,"local_affliction_notable_surefooted_striker","",1,"",4,"","","","","","",-1701030477,[],"","","","",[],[]
11160,"local_affliction_notable_graceful_execution","",1,"",4,"","","","","","",-1693591769,[],"","","","",[],[]
11161,"local_affliction_notable_brutal_infamy","",1,"",4,"","","","","","",1380256687,[],"","","","",[],[]
11162,"local_affliction_notable_fearsome_warrior","",1,"",4,"","","","","","",-338720193,[],"","","","",[],[]
11163,"local_affliction_notable_combat_rhythm","",1,"",4,"","","","","","",-1223409273,[],"","","","",[],[]
11164,"local_affliction_notable_hit_and_run","",1,"",4,"","","","","","",1546106343,[],"","","","",[],[]
11165,"local_affliction_notable_insatiable_killer","",1,"",4,"","","","","","",1859175937,[],"","","","",[],[]
11166,"local_affliction_notable_mage_bane","",1,"",4,"","","","","","",-1010296847,[],"","","","",[],[]
11167,"local_affliction_notable_martial_momentum","",1,"",4,"","","","","","",-148552337,[],"","","","",[],[]
11168,"local_affliction_notable_deadly_repartee","",1,"",4,"","","","","","",1820275760,[],"","","","",[],[]
11169,"local_affliction_notable_quick_and_deadly","",1,"",4,"","","","","","",-587339576,[],"","","","",[],[]
11170,"local_affliction_notable_smite_the_weak","",1,"",4,"","","","","","",-285671720,[],"","","","",[],[]
11171,"local_affliction_notable_heavy_hitter","",1,"",4,"","","","","","",-1459794135,[],"","","","",[],[]
11172,"local_affliction_notable_martial_prowess","",1,"",4,"","","","","","",-1106777807,[],"","","","",[],[]
11173,"local_affliction_notable_calamitous","",1,"",4,"","","","","","",394287225,[],"","","","",[],[]
11174,"local_affliction_notable_devastator","",1,"",4,"","","","","","",-922268210,[],"","","","",[],[]
11175,"local_affliction_notable_fuel_the_fight","",1,"",4,"","","","","","",-221556241,[],"","","","",[],[]
11176,"local_affliction_notable_drive_the_destruction","",1,"",4,"","","","","","",-911390382,[],"","","","",[],[]
11177,"local_affliction_notable_feed_the_fury","",1,"",4,"","","","","","",-897505184,[],"","","","",[],[]
11178,"local_affliction_notable_seal_mender","",1,"",4,"","","","","","",259077329,[],"","","","",[],[]
11179,"local_affliction_notable_conjured_wall","",1,"",4,"","","","","","",-556467905,[],"","","","",[],[]
11180,"local_affliction_notable_arcane_heroism","",1,"",4,"","","","","","",-806147027,[],"","","","",[],[]
11181,"local_affliction_notable_practiced_caster","",1,"",4,"","","","","","",2143502391,[],"","","","",[],[]
11182,"local_affliction_notable_burden_projection","",1,"",4,"","","","","","",-1961237985,[],"","","","",[],[]
11183,"local_affliction_notable_thaumophage","",1,"",4,"","","","","","",348007728,[],"","","","",[],[]
11184,"local_affliction_notable_essence_rush","",1,"",4,"","","","","","",-1189419683,[],"","","","",[],[]
11185,"local_affliction_notable_sap_psyche","",1,"",4,"","","","","","",466309683,[],"","","","",[],[]
11186,"local_affliction_notable_sadist","",1,"",4,"","","","","","",-1364621701,[],"","","","",[],[]
11187,"local_affliction_notable_corrosive_elements","",1,"",4,"","","","","","",-645620372,[],"","","","",[],[]
11188,"local_affliction_notable_doryanis_lesson","",1,"",4,"","","","","","",-1365841748,[],"","","","",[],[]
11189,"local_affliction_notable_disorienting_display","",1,"",4,"","","","","","",-2086285247,[],"","","","",[],[]
11190,"local_affliction_notable_prismatic_heart","",1,"",4,"","","","","","",410443993,[],"","","","",[],[]
11191,"local_affliction_notable_widespread_destruction","",1,"",4,"","","","","","",-523992484,[],"","","","",[],[]
11192,"local_affliction_notable_master_of_fire","",1,"",4,"","","","","","",321331043,[],"","","","",[],[]
11193,"local_affliction_notable_smoking_remains","",1,"",4,"","","","","","",1689794039,[],"","","","",[],[]
11194,"local_affliction_notable_cremator","",1,"",4,"","","","","","",667924588,[],"","","","",[],[]
11195,"local_affliction_notable_snowstorm","",1,"",4,"","","","","","",-693984997,[],"","","","",[],[]
11196,"local_affliction_notable_storm_drinker","",1,"",4,"","","","","","",1090484876,[],"","","","",[],[]
11197,"local_affliction_notable_paralysis","",1,"",4,"","","","","","",2004886962,[],"","","","",[],[]
11198,"local_affliction_notable_supercharge","",1,"",4,"","","","","","",273362,[],"","","","",[],[]
11199,"local_affliction_notable_blanketed_snow","",1,"",4,"","","","","","",-1833652862,[],"","","","",[],[]
11200,"local_affliction_notable_cold_to_the_core","",1,"",4,"","","","","","",-5927850,[],"","","","",[],[]
11201,"local_affliction_notable_cold_blooded_killer","",1,"",4,"","","","","","",-831196110,[],"","","","",[],[]
11202,"local_affliction_notable_touch_of_cruelty","",1,"",4,"","","","","","",-268044408,[],"","","","",[],[]
11203,"local_affliction_notable_unwaveringly_evil","",1,"",4,"","","","","","",1450898172,[],"","","","",[],[]
11204,"local_affliction_notable_unspeakable_gifts","",1,"",4,"","","","","","",1237648168,[],"","","","",[],[]
11205,"local_affliction_notable_dark_ideation","",1,"",4,"","","","","","",1872649568,[],"","","","",[],[]
11206,"local_affliction_notable_unholy_grace","",1,"",4,"","","","","","",-575100026,[],"","","","",[],[]
11207,"local_affliction_notable_wicked_pall","",1,"",4,"","","","","","",1677772163,[],"","","","",[],[]
11208,"local_affliction_notable_renewal","",1,"",4,"","","","","","",280117282,[],"","","","",[],[]
11209,"local_affliction_notable_raze_and_pillage","",1,"",4,"","","","","","",-501873517,[],"","","","",[],[]
11210,"local_affliction_notable_rotten_claws","",1,"",4,"","","","","","",1959723185,[],"","","","",[],[]
11211,"local_affliction_notable_call_to_the_slaughter","",1,"",4,"","","","","","",-767004362,[],"","","","",[],[]
11212,"local_affliction_notable_hulking_corpses","",1,"",4,"","","","","","",1907068384,[],"","","","",[],[]
11213,"local_affliction_notable_vicious_bite","",1,"",4,"","","","","","",1605742802,[],"","","","",[],[]
11214,"local_affliction_notable_primordial_bond","",1,"",4,"","","","","","",840921343,[],"","","","",[],[]
11215,"local_affliction_notable_blowback","",1,"",4,"","","","","","",-1700533629,[],"","","","",[],[]
11216,"local_affliction_notable_fan_the_flames","",1,"",4,"","","","","","",-858471573,[],"","","","",[],[]
11217,"local_affliction_notable_cooked_alive","",1,"",4,"","","","","","",-669105922,[],"","","","",[],[]
11218,"local_affliction_notable_burning_bright","",1,"",4,"","","","","","",1598451945,[],"","","","",[],[]
11219,"local_affliction_notable_wrapped_in_flame","",1,"",4,"","","","","","",-291642469,[],"","","","",[],[]
11220,"local_affliction_notable_vivid_hues","",1,"",4,"","","","","","",300400875,[],"","","","",[],[]
11221,"local_affliction_notable_rend","",1,"",4,"","","","","","",694124359,[],"","","","",[],[]
11222,"local_affliction_notable_disorienting_wounds","",1,"",4,"","","","","","",94027052,[],"","","","",[],[]
11223,"local_affliction_notable_compound_injury","",1,"",4,"","","","","","",-1542022232,[],"","","","",[],[]
11224,"local_affliction_notable_septic_spells","",1,"",4,"","","","","","",-1759493191,[],"","","","",[],[]
11225,"local_affliction_notable_low_tolerance","",1,"",4,"","","","","","",1834449469,[],"","","","",[],[]
11226,"local_affliction_notable_steady_torment","",1,"",4,"","","","","","",58153784,[],"","","","",[],[]
11227,"local_affliction_notable_eternal_suffering","",1,"",4,"","","","","","",-766581167,[],"","","","",[],[]
11228,"local_affliction_notable_eldritch_inspiration","",1,"",4,"","","","","","",116297079,[],"","","","",[],[]
11229,"local_affliction_notable_wasting_affliction","",1,"",4,"","","","","","",-1575700028,[],"","","","",[],[]
11230,"local_affliction_notable_haemorrhage","",1,"",4,"","","","","","",715043057,[],"","","","",[],[]
11231,"local_affliction_notable_flow_of_life","",1,"",4,"","","","","","",457464118,[],"","","","",[],[]
11232,"local_affliction_notable_exposure_therapy","",1,"",4,"","","","","","",-1862418916,[],"","","","",[],[]
11233,"local_affliction_notable_brush_with_death","",1,"",4,"","","","","","",-167500149,[],"","","","",[],[]
11234,"local_affliction_notable_vile_reinvigoration","",1,"",4,"","","","","","",631830258,[],"","","","",[],[]
11235,"local_affliction_notable_circling_oblivion","",1,"",4,"","","","","","",-542629141,[],"","","","",[],[]
11236,"local_affliction_notable_brewed_for_potency","",1,"",4,"","","","","","",604718377,[],"","","","",[],[]
11237,"local_affliction_notable_astonishing_affliction","",1,"",4,"","","","","","",-1886538434,[],"","","","",[],[]
11238,"local_affliction_notable_cold_conduction","",1,"",4,"","","","","","",110056152,[],"","","","",[],[]
11239,"local_affliction_notable_inspired_oppression","",1,"",4,"","","","","","",-236564177,[],"","","","",[],[]
11240,"local_affliction_notable_chilling_presence","",1,"",4,"","","","","","",-1113448778,[],"","","","",[],[]
11241,"local_affliction_notable_deep_chill","",1,"",4,"","","","","","",-1147703961,[],"","","","",[],[]
11242,"local_affliction_notable_blast_freeze","",1,"",4,"","","","","","",-1197305798,[],"","","","",[],[]
11243,"local_affliction_notable_thunderstruck","",1,"",4,"","","","","","",-546670977,[],"","","","",[],[]
11244,"local_affliction_notable_stormrider","",1,"",4,"","","","","","",1449392524,[],"","","","",[],[]
11245,"local_affliction_notable_overshock","",1,"",4,"","","","","","",-1320526152,[],"","","","",[],[]
11246,"local_affliction_notable_evil_eye","",1,"",4,"","","","","","",1963035124,[],"","","","",[],[]
11247,"local_affliction_notable_whispers_of_death","",1,"",4,"","","","","","",-336258032,[],"","","","",[],[]
11248,"local_affliction_notable_wardbreaker","",1,"",4,"","","","","","",2010173448,[],"","","","",[],[]
11249,"local_affliction_notable_dark_discourse","",1,"",4,"","","","","","",-1260993942,[],"","","","",[],[]
11250,"local_affliction_notable_victim_maker","",1,"",4,"","","","","","",-1308093896,[],"","","","",[],[]
11251,"local_affliction_notable_master_of_fear","",1,"",4,"","","","","","",-323548204,[],"","","","",[],[]
11252,"local_affliction_notable_wish_for_death","",1,"",4,"","","","","","",1601218507,[],"","","","",[],[]
11253,"local_affliction_notable_heraldry","",1,"",4,"","","","","","",-1801716071,[],"","","","",[],[]
11254,"local_affliction_notable_endbringer","",1,"",4,"","","","","","",314872206,[],"","","","",[],[]
11255,"local_affliction_notable_cult_leader","",1,"",4,"","","","","","",-914602829,[],"","","","",[],[]
11256,"local_affliction_notable_empowered_envoy","",1,"",4,"","","","","","",689294947,[],"","","","",[],[]
11257,"local_affliction_notable_dark_messenger","",1,"",4,"","","","","","",-1687704484,[],"","","","",[],[]
11258,"local_affliction_notable_agent_of_destruction","",1,"",4,"","","","","","",-865912626,[],"","","","",[],[]
11259,"local_affliction_notable_lasting_impression","",1,"",4,"","","","","","",1015742015,[],"","","","",[],[]
11260,"local_affliction_notable_self_fulfilling_prophecy","",1,"",4,"","","","","","",1858760611,[],"","","","",[],[]
11261,"local_affliction_notable_invigorating_portents","",1,"",4,"","","","","","",-1984327024,[],"","","","",[],[]
11262,"local_affliction_notable_pure_agony","",1,"",4,"","","","","","",624101843,[],"","","","",[],[]
11263,"local_affliction_notable_disciples","",1,"",4,"","","","","","",967446402,[],"","","","",[],[]
11264,"local_affliction_notable_dread_march","",1,"",4,"","","","","","",247729505,[],"","","","",[],[]
11265,"local_affliction_notable_blessed_rebirth","",1,"",4,"","","","","","",-472059863,[],"","","","",[],[]
11266,"local_affliction_notable_life_from_death","",1,"",4,"","","","","","",-492571052,[],"","","","",[],[]
11267,"local_affliction_notable_feasting_fiends","",1,"",4,"","","","","","",-2032989712,[],"","","","",[],[]
11268,"local_affliction_notable_bodyguards","",1,"",4,"","","","","","",-741639453,[],"","","","",[],[]
11269,"local_affliction_notable_follow_through","",1,"",4,"","","","","","",-456689929,[],"","","","",[],[]
11270,"local_affliction_notable_streamlined","",1,"",4,"","","","","","",-598241836,[],"","","","",[],[]
11271,"local_affliction_notable_shrieking_bolts","",1,"",4,"","","","","","",98340374,[],"","","","",[],[]
11272,"local_affliction_notable_eye_to_eye","",1,"",4,"","","","","","",914510060,[],"","","","",[],[]
11273,"local_affliction_notable_repeater","",1,"",4,"","","","","","",-1543111867,[],"","","","",[],[]
11274,"local_affliction_notable_aerodynamics","",1,"",4,"","","","","","",-951685047,[],"","","","",[],[]
11275,"local_affliction_notable_chip_away","",1,"",4,"","","","","","",2019515769,[],"","","","",[],[]
11276,"local_affliction_notable_seeker_runes","",1,"",4,"","","","","","",-850888747,[],"","","","",[],[]
11277,"local_affliction_notable_remarkable","",1,"",4,"","","","","","",1309782651,[],"","","","",[],[]
11278,"local_affliction_notable_brand_loyalty","",1,"",4,"","","","","","",825113117,[],"","","","",[],[]
11279,"local_affliction_notable_holy_conquest","",1,"",4,"","","","","","",614596783,[],"","","","",[],[]
11280,"local_affliction_notable_grand_design","",1,"",4,"","","","","","",824933777,[],"","","","",[],[]
11281,"local_affliction_notable_set_and_forget","",1,"",4,"","","","","","",-208004874,[],"","","","",[],[]
11282,"local_affliction_notable_expert_sabotage","",1,"",4,"","","","","","",-1665760227,[],"","","","",[],[]
11283,"local_affliction_notable_guerilla_tactics","",1,"",4,"","","","","","",1972300703,[],"","","","",[],[]
11284,"local_affliction_notable_expendability","",1,"",4,"","","","","","",-1983859356,[],"","","","",[],[]
11285,"local_affliction_notable_arcane_pyrotechnics","",1,"",4,"","","","","","",394179868,[],"","","","",[],[]
11286,"local_affliction_notable_surprise_sabotage","",1,"",4,"","","","","","",133036249,[],"","","","",[],[]
11287,"local_affliction_notable_careful_handling","",1,"",4,"","","","","","",-1707963458,[],"","","","",[],[]
11288,"local_affliction_notable_peak_vigour","",1,"",4,"","","","","","",496682989,[],"","","","",[],[]
11289,"local_affliction_notable_fettle","",1,"",4,"","","","","","",-408973394,[],"","","","",[],[]
11290,"local_affliction_notable_feast_of_flesh","",1,"",4,"","","","","","",376806847,[],"","","","",[],[]
11291,"local_affliction_notable_sublime_sensation","",1,"",4,"","","","","","",1344023151,[],"","","","",[],[]
11292,"local_affliction_notable_surging_vitality","",1,"",4,"","","","","","",530175940,[],"","","","",[],[]
11293,"local_affliction_notable_peace_amidst_chaos","",1,"",4,"","","","","","",1393063567,[],"","","","",[],[]
11294,"local_affliction_notable_adrenaline","",1,"",4,"","","","","","",301837756,[],"","","","",[],[]
11295,"local_affliction_notable_wall_of_muscle","",1,"",4,"","","","","","",796418456,[],"","","","",[],[]
11296,"local_affliction_notable_mindfulness","",1,"",4,"","","","","","",356768207,[],"","","","",[],[]
11297,"local_affliction_notable_liquid_inspiration","",1,"",4,"","","","","","",2138234441,[],"","","","",[],[]
11298,"local_affliction_notable_openness","",1,"",4,"","","","","","",-197680175,[],"","","","",[],[]
11299,"local_affliction_notable_daring_ideas","",1,"",4,"","","","","","",617201424,[],"","","","",[],[]
11300,"local_affliction_notable_clarity_of_purpose","",1,"",4,"","","","","","",-479656243,[],"","","","",[],[]
11301,"local_affliction_notable_scintillating_idea","",1,"",4,"","","","","","",470490578,[],"","","","",[],[]
11302,"local_affliction_notable_holistic_health","",1,"",4,"","","","","","",-210708917,[],"","","","",[],[]
11303,"local_affliction_notable_genius","",1,"",4,"","","","","","",-1871411026,[],"","","","",[],[]
11304,"local_affliction_notable_improvisor","",1,"",4,"","","","","","",-2137570507,[],"","","","",[],[]
11305,"local_affliction_notable_stubborn_student","",1,"",4,"","","","","","",1279139353,[],"","","","",[],[]
11306,"local_affliction_notable_savour_the_moment","",1,"",4,"","","","","","",1383923377,[],"","","","",[],[]
11307,"local_affliction_notable_energy_from_naught","",1,"",4,"","","","","","",-1347014491,[],"","","","",[],[]
11308,"local_affliction_notable_will_shaper","",1,"",4,"","","","","","",1458190460,[],"","","","",[],[]
11309,"local_affliction_notable_spring_back","",1,"",4,"","","","","","",-392567300,[],"","","","",[],[]
11310,"local_affliction_notable_conservation_of_energy","",1,"",4,"","","","","","",-497603982,[],"","","","",[],[]
11311,"local_affliction_notable_heart_of_iron","",1,"",4,"","","","","","",151416961,[],"","","","",[],[]
11312,"local_affliction_notable_prismatic_carapace","",1,"",4,"","","","","","",-622972728,[],"","","","",[],[]
11313,"local_affliction_notable_militarism","",1,"",4,"","","","","","",-482712305,[],"","","","",[],[]
11314,"local_affliction_notable_second_skin","",1,"",4,"","","","","","",-596419970,[],"","","","",[],[]
11315,"local_affliction_notable_dragon_hunter","",1,"",4,"","","","","","",-1487310821,[],"","","","",[],[]
11316,"local_affliction_notable_enduring_composure","",1,"",4,"","","","","","",1317198276,[],"","","","",[],[]
11317,"local_affliction_notable_prismatic_dance","",1,"",4,"","","","","","",1214800705,[],"","","","",[],[]
11318,"local_affliction_notable_natural_vigour","",1,"",4,"","","","","","",-1574687554,[],"","","","",[],[]
11319,"local_affliction_notable_untouchable","",1,"",4,"","","","","","",-634385314,[],"","","","",[],[]
11320,"local_affliction_notable_shifting_shadow","",1,"",4,"","","","","","",-784193057,[],"","","","",[],[]
11321,"local_affliction_notable_readiness","",1,"",4,"","","","","","",1538959889,[],"","","","",[],[]
11322,"local_affliction_notable_confident_combatant","",1,"",4,"","","","","","",333435083,[],"","","","",[],[]
11323,"local_affliction_notable_flexible_sentry","",1,"",4,"","","","","","",1219691815,[],"","","","",[],[]
11324,"local_affliction_notable_vicious_guard_","",1,"",4,"","","","","","",1833323471,[],"","","","",[],[]
11325,"local_affliction_notable_mystical_ward","",1,"",4,"","","","","","",2053677539,[],"","","","",[],[]
11326,"local_affliction_notable_rote_reinforcement","",1,"",4,"","","","","","",-702096970,[],"","","","",[],[]
11327,"local_affliction_notable_mage_hunter","",1,"",4,"","","","","","",548868306,[],"","","","",[],[]
11328,"local_affliction_notable_riot_queller","",1,"",4,"","","","","","",307215772,[],"","","","",[],[]
11329,"local_affliction_notable_one_with_the_shield","",1,"",4,"","","","","","",-618790751,[],"","","","",[],[]
11330,"local_affliction_notable_aerialist","",1,"",4,"","","","","","",1905066595,[],"","","","",[],[]
11331,"local_affliction_notable_elegant_form","",1,"",4,"","","","","","",-64311233,[],"","","","",[],[]
11332,"local_affliction_notable_darting_movements","",1,"",4,"","","","","","",-1193337713,[],"","","","",[],[]
11333,"local_affliction_notable_no_witnesses","",1,"",4,"","","","","","",1728333391,[],"","","","",[],[]
11334,"local_affliction_notable_molten_ones_mark","",1,"",4,"","","","","","",1978181856,[],"","","","",[],[]
11335,"local_affliction_notable_fire_attunement","",1,"",4,"","","","","","",-1024787076,[],"","","","",[],[]
11336,"local_affliction_notable_pure_might","",1,"",4,"","","","","","",450710676,[],"","","","",[],[]
11337,"local_affliction_notable_blacksmith","",1,"",4,"","","","","","",1438423803,[],"","","","",[],[]
11338,"local_affliction_notable_non_flammable","",1,"",4,"","","","","","",509143044,[],"","","","",[],[]
11339,"local_affliction_notable_winter_prowler","",1,"",4,"","","","","","",794995864,[],"","","","",[],[]
11340,"local_affliction_notable_hibernator","",1,"",4,"","","","","","",726392498,[],"","","","",[],[]
11341,"local_affliction_notable_pure_guile","",1,"",4,"","","","","","",1972382153,[],"","","","",[],[]
11342,"local_affliction_notable_alchemist","",1,"",4,"","","","","","",-49874887,[],"","","","",[],[]
11343,"local_affliction_notable_antifreeze","",1,"",4,"","","","","","",1887019792,[],"","","","",[],[]
11344,"local_affliction_notable_wizardry","",1,"",4,"","","","","","",540072752,[],"","","","",[],[]
11345,"local_affliction_notable_capacitor","",1,"",4,"","","","","","",977124191,[],"","","","",[],[]
11346,"local_affliction_notable_pure_aptitude","",1,"",4,"","","","","","",-807195355,[],"","","","",[],[]
11347,"local_affliction_notable_sage","",1,"",4,"","","","","","",-986017267,[],"","","","",[],[]
11348,"local_affliction_notable_insulated","",1,"",4,"","","","","","",-295911584,[],"","","","",[],[]
11349,"local_affliction_notable_born_of_chaos","",1,"",4,"","","","","","",1974372839,[],"","","","",[],[]
11350,"local_affliction_notable_antivenom","",1,"",4,"","","","","","",951967375,[],"","","","",[],[]
11351,"local_affliction_notable_rot_resistant","",1,"",4,"","","","","","",1115713820,[],"","","","",[],[]
11352,"local_affliction_notable_blessed","",1,"",4,"","","","","","",-355369149,[],"","","","",[],[]
11353,"local_affliction_notable_student_of_decay","",1,"",4,"","","","","","",775824890,[],"","","","",[],[]
11354,"area_skill_knockback_chance_%","","","",1,"","","","","","",1873668276,[],18,"","",1,[],[]
11355,"fire_skill_chance_to_inflict_fire_exposure_%","","","",1,"","","","","","",-1586816431,[],18,"","",1,[],[]
11356,"cold_skill_chance_to_inflict_cold_exposure_%","","","",1,"","","","","","",381197045,[],18,"","",1,[],[]
11357,"lightning_skill_chance_to_inflict_lightning_exposure_%","","","",1,"","","","","","",-1342628378,[],18,"","",1,[],[]
11358,"chaos_skill_chance_to_hinder_on_hit_%","","","",1,"","","","","","",-2090315705,[],18,"","",1,[],[]
11359,"banner_mana_reservation_+%","","","",1,"","","","","","",-1476974990,[],18,"","",1,[],[]
11360,"lightning_skill_stun_threshold_+%","","","",1,"","","","","","",431478112,[],18,"","",1,[],[]
11361,"cannot_be_stunned_while_using_chaos_skill","","","",4,"","","","","","",1396458376,[],18,"","","",[],[]
11362,"poison_dot_multiplier_+_with_spells","","","",3,"","","","","","",-1300697147,[],1,"","",1,[],[]
11363,"elemental_skill_chance_to_blind_nearby_enemies_%","","","",1,"","","","","","",1149802065,[],18,"","",1,[],[]
11364,"is_affliction_monster",1,"","",4,"","","","","","",-1078060778,[],"","","","",[],[]
11365,"gain_arcane_surge_when_you_summon_a_totem","","","",4,"","","","","","",-1929980865,[],18,"","","",[],[]
11366,"add_frenzy_charge_on_kill_%_chance_while_dual_wielding","","","",1,"","","","","","",-922743295,[],18,"","",1,[],[]
11367,"create_smoke_cloud_on_kill_%_chance","","","",1,"","","","","","",1123558469,[],18,"","",1,[],[]
11368,"totem_hinder_nearby_enemies_when_summoned_with_25%_reduced_movement_speed","","","",4,"","","","","","",528759739,[],13,"","","",[],[]
11369,"attack_damage_+%_per_75_armour_or_evasion_on_shield","","","",1,"","","","","","",-1613441969,[],1,"","",1,[],[]
11370,"critical_multiplier_+%_per_10_max_es_on_shield","","","",1,"","","","","","",-153942943,[],4,"","",1,[],[]
11371,"movement_speed_+%_while_you_have_infusion","","","",1,"","","","","","",-722759761,[],3,"","",1,[],[]
11372,"infusion_effect_+%","","","",1,"","","","","","",2062060828,[],18,"","",1,[],[]
11373,"flask_life_and_mana_to_recover_+%","","","",1,"","","","","","",1807169390,[],17,"","",1,[],[]
11374,"virtual_flask_mana_to_recover_+%","","","",1,"","",1,"","","",-960494968,[],"","","",1,[0],[]
11375,"has_infusion","","","",4,"","","","","","",-193164223,[],"","","","",[],[]
11376,"map_uses_chaos_packs","","","",4,"","","","","","",1593712145,[],"","","","",[],[]
11377,"local_jewel_expansion_keystone_lone_messenger","",1,"",4,"","","","","","",-1655299929,[],"","","","",[],[]
11378,"local_jewel_expansion_keystone_natures_patience","",1,"",4,"","","","","","",1995888010,[],"","","","",[],[]
11379,"local_jewel_expansion_keystone_secrets_of_suffering","",1,"",4,"","","","","","",-1416008368,[],"","","","",[],[]
11380,"local_jewel_expansion_keystone_kineticism","",1,"",4,"","","","","","",-1736346497,[],"","","","",[],[]
11381,"local_jewel_expansion_keystone_pitfighter","",1,"",4,"","","","","","",1741127620,[],"","","","",[],[]
