"rownum","Id","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","IsCategory","Category","bool_25","string_26","bool_34","i32_35","i32_39","string_43"
351,"BoneshatterMtx","Boneshatter","Brise-os","Knochenbrecher","ボーンシャッター","뼈 박살","Destroçador","Дробление костей","Destrozahuesos","Boneshatter","碎骨","",10,"","","",-16843010,-16843010,""
352,"EnvyMtx","Envy","Convoitise","Neid","エンビー","선망","Inveja","Зависть","Envidia","Envy","忌妒","",10,"","","",-16843010,-16843010,""
353,"DeathAuraMtx","Death Aura","Aura de mort","Todesaura","デスオーラ","죽음의 오라","Aura da Morte","Аура смерти","Aura de muerte","Death Aura","死亡光環","",10,"","","",-16843010,-16843010,""
354,"GluttonyOfElementsMtx","Gluttony Of Elements","Gloutonnerie des éléments","Elementvöllerei","元素の飽食","원소의 폭식","Gula dos Elementos","Жажда стихий","Gula de elementos","Gluttony Of Elements","元素之癒","",10,"","","",-16843010,-16843010,""
355,"BlindingAuraMtx","Blinding Aura","Aura aveuglante","Blendaura","盲目オーラ","실명의 오라","Aura Cegante","Слепящая аура","Aura cegadora","Blinding Aura","致盲光環","",10,"","","",-16843010,-16843010,""
356,"GalvanicFieldMtx","Galvanic Field","Globe galvanisant","Galvanisches Feld","ガルヴァニックフィールド","충격장","Campo Galvânico","Электризующее поле","Campo galvánico","Galvanic Field","電光領域","",10,"","","",-16843010,-16843010,""
357,"AlchemistsMarkMtx","Alchemist's Mark","Marque de l'Alchimiste","Mal des Alchemisten","アルケミストの呪印","연금술사의 징표","Marca do Alquimista","Метка алхимика","Señal del alquimista","Alchemist's Mark","煉金術士印記","",10,"","","",-16843010,-16843010,""
358,"LightningConduitMtx","Lightning Conduit","Vecteur de foudre","Blitzleitung","ライトニングコンジット","번개 도관","Condutor de Eletricidade","Проводник молнии","Conducto de rayo","Lightning Conduit","導雷","",10,"","","",-16843010,-16843010,""
359,"LightningTendrilsMtx","Lightning Tendrils","Filaments de foudre","Blitzranken","ライトニングテンドリル","덩굴 번개","Tentáculos Relampejantes","Побеги молнии","Centellas","Lightning Tendrils","電能釋放","",10,"","","",-16843010,-16843010,""
360,"CobraLashMtx","Cobra Lash","Croc de cobra","Kobraschlag","コブララッシュ","코브라 채찍","Chicote de Cobra","Бросок кобры","Latigazo de cobra","Cobra Lash","毒蛇鞭笞","",10,"","","",-16843010,-16843010,""
361,"VenomGyreMtx","Venom Gyre","Spirale venimeuse","Giftwirbel","ヴェノムジャイル","독액 선회","Espiral Venenosa","Круг яда","Espiral de veneno","Venom Gyre","猛毒迴旋","",10,"","","",-16843010,-16843010,""
362,"VolleyMtx","Volley","Volée","Projektilsalve","斉射","사격 공세","Rajada","Залп","Salva","Volley","齊射","",10,"","","",-16843010,-16843010,""
363,"GreaterVolleyMtx","Greater Volley","Volée majeure","Größere Projektilsalve","斉射（大）","상위 사격 공세","Grande Rajada","Большой залп","Salva superior","Greater Volley","高階齊射","",10,"","","",-16843010,-16843010,""
364,"ReapMtx","Reap","Fauchage","Sense","リープ","낫질","Ceifar","Кровавая жатва","Siega","Reap","收割","",10,"","","",-16843010,-16843010,""
365,"RageVortexMtx","Rage Vortex","Vortex de rage","Rauschender Vortex","レイジヴォーテックス","격노 소용돌이","Vórtice Furioso","Свирепый вихрь","Vórtice de furia","Rage Vortex","盛怒漩渦","",10,"","","",-16843010,-16843010,""
366,"CreepingFrostMtx","Creeping Frost","Givre dévorant","Schleichender Frost","クリーピングフロスト","엄습하는 서리","Geada Rastejante","Ползучий мороз","Escarcha acechante","Creeping Frost","霜寒滲透","",10,"","","",-16843010,-16843010,""
367,"ImpendingDoomMtx","Impending Doom","Fatalité imminente","Drohendes Unheil","インペンディングドゥーム","임박한 멸망","Destruição Iminente","Обречённость","Perdición inminente","Impending Doom","末日厄運","",10,"","","",-16843010,-16843010,""
368,"PoachersMarkMtx","Poacher's Mark","Marque du braconnier","Mal des Wilderers","ポーチャーの呪印","밀렵꾼의 징표","Marca do Larápio","Метка браконьера","Señal del cazador furtivo","Poacher's Mark","盜獵者印記","",10,"","","",-16843010,-16843010,""
369,"AssassinsMarkMtx","Assassin's Mark","Marque de l'assassin","Mal des Assassinen","アサシンの呪印","암살자의 징표","Marca do Assassino","Метка убийцы","Señal del asesino","Assassin's Mark","刺客印記","",10,"","","",-16843010,-16843010,""
370,"SnipersMarkMtx","Sniper's Mark","Marque du tireur d'élite","Mal des Scharfschützen","スナイパーの呪印","저격수의 징표","Marca do Atirador","Метка снайпера","Señal del tirador","Sniper's Mark","狙擊者印記","",10,"","","",-16843010,-16843010,""
371,"WarlordsMarkMtx","Warlord's Mark","Marque du seigneur de guerre","Mal des Kriegsfürsten","ウォーロードの呪印","전쟁군주의 징표","Marca do Comandante","Метка вождя","Señal del jefe de guerra","Warlord's Mark","督軍印記","",10,"","","",-16843010,-16843010,""
372,"MantraofDestructionMtx","Mantra of Destruction","Mantra of Destruction","Mantra of Destruction","Mantra of Destruction","Mantra of Destruction","Mantra of Destruction","Mantra of Destruction","Mantra of Destruction","Mantra of Destruction","Mantra of Destruction","",10,"","","",-16843010,-16843010,""
373,"VaultingImpactMtx","Vaulting Impact","Vaulting Impact","Vaulting Impact","Vaulting Impact","Vaulting Impact","Vaulting Impact","Vaulting Impact","Vaulting Impact","Vaulting Impact","Vaulting Impact","",10,"","","",-16843010,-16843010,""
374,"TempestBellMtx","Tempest Bell","Tempest Bell","Tempest Bell","Tempest Bell","Tempest Bell","Tempest Bell","Tempest Bell","Tempest Bell","Tempest Bell","Tempest Bell","",10,"","","",-16843010,-16843010,""
375,"WindBlastMtx","Wind Blast","Wind Blast","Wind Blast","Wind Blast","Wind Blast","Wind Blast","Wind Blast","Wind Blast","Wind Blast","Wind Blast","",10,"","","",-16843010,-16843010,""
376,"KillingPalmMtx","Killing Palm","Killing Palm","Killing Palm","Killing Palm","Killing Palm","Killing Palm","Killing Palm","Killing Palm","Killing Palm","Killing Palm","",10,"","","",-16843010,-16843010,""
377,"WhirlingAssaultMtx","Whirling Assault","Whirling Assault","Whirling Assault","Whirling Assault","Whirling Assault","Whirling Assault","Whirling Assault","Whirling Assault","Whirling Assault","Whirling Assault","",10,"","","",-16843010,-16843010,""
378,"DodgeRollMtx","Dodge Roll","Dodge Roll","Dodge Roll","Dodge Roll","Dodge Roll","Dodge Roll","Dodge Roll","Dodge Roll","Dodge Roll","Dodge Roll","",10,"","","",-16843010,-16843010,""
379,"SolarOrbMtx","Solar Orb","Solar Orb","Solar Orb","Solar Orb","Solar Orb","Solar Orb","Solar Orb","Solar Orb","Solar Orb","Solar Orb","",10,"","","",-16843010,-16843010,""
380,"EmberFusiladeMtx","Ember Fusilade","Ember Fusilade","Ember Fusilade","Ember Fusilade","Ember Fusilade","Ember Fusilade","Ember Fusilade","Ember Fusilade","Ember Fusilade","Ember Fusilade","",10,"","","",-16843010,-16843010,""
381,"LightningRodMtx","Lightning Rod","Lightning Rod","Lightning Rod","Lightning Rod","Lightning Rod","Lightning Rod","Lightning Rod","Lightning Rod","Lightning Rod","Lightning Rod","",10,"","","",-16843010,-16843010,""
382,"ShockchainArrowMtx","Shockchain Arrow","Shockchain Arrow","Shockchain Arrow","Shockchain Arrow","Shockchain Arrow","Shockchain Arrow","Shockchain Arrow","Shockchain Arrow","Shockchain Arrow","Shockchain Arrow","",10,"","","",-16843010,-16843010,""
383,"MagneticSalvoMtx","Magnetic Salvo","Magnetic Salvo","Magnetic Salvo","Magnetic Salvo","Magnetic Salvo","Magnetic Salvo","Magnetic Salvo","Magnetic Salvo","Magnetic Salvo","Magnetic Salvo","",10,"","","",-16843010,-16843010,""
384,"StormcallerArrowMtx","Stormcaller Arrow","Stormcaller Arrow","Stormcaller Arrow","Stormcaller Arrow","Stormcaller Arrow","Stormcaller Arrow","Stormcaller Arrow","Stormcaller Arrow","Stormcaller Arrow","Stormcaller Arrow","",10,"","","",-16843010,-16843010,""
385,"VoltaicMarkMtx","Voltaic Mark","Voltaic Mark","Voltaic Mark","Voltaic Mark","Voltaic Mark","Voltaic Mark","Voltaic Mark","Voltaic Mark","Voltaic Mark","Voltaic Mark","",10,"","","",-16843010,-16843010,""
386,"ElectrocutingArrowMtx","Electrocuting Arrow","Electrocuting Arrow","Electrocuting Arrow","Electrocuting Arrow","Electrocuting Arrow","Electrocuting Arrow","Electrocuting Arrow","Electrocuting Arrow","Electrocuting Arrow","Electrocuting Arrow","",10,"","","",-16843010,-16843010,""
387,"VoltaicGrenadesMtx","Voltaic Grenades","Voltaic Grenades","Voltaic Grenades","Voltaic Grenades","Voltaic Grenades","Voltaic Grenades","Voltaic Grenades","Voltaic Grenades","Voltaic Grenades","Voltaic Grenades","",10,"","","",-16843010,-16843010,""
388,"StormblastBoltsMtx","Stormblast Bolts","Stormblast Bolts","Stormblast Bolts","Stormblast Bolts","Stormblast Bolts","Stormblast Bolts","Stormblast Bolts","Stormblast Bolts","Stormblast Bolts","Stormblast Bolts","",10,"","","",-16843010,-16843010,""
389,"PlasmaBlastMtx","Plasma Blast","Plasma Blast","Plasma Blast","Plasma Blast","Plasma Blast","Plasma Blast","Plasma Blast","Plasma Blast","Plasma Blast","Plasma Blast","",10,"","","",-16843010,-16843010,""
390,"ShockburstRoundsMtx","Shockburst Rounds","Shockburst Rounds","Shockburst Rounds","Shockburst Rounds","Shockburst Rounds","Shockburst Rounds","Shockburst Rounds","Shockburst Rounds","Shockburst Rounds","Shockburst Rounds","",10,"","","",-16843010,-16843010,""
391,"GalvanicShardsMtx","Galvanic Shards","Galvanic Shards","Galvanic Shards","Galvanic Shards","Galvanic Shards","Galvanic Shards","Galvanic Shards","Galvanic Shards","Galvanic Shards","Galvanic Shards","",10,"","","",-16843010,-16843010,""
392,"RollingSlamMtx","Rolling Slam","Rolling Slam","Rolling Slam","Rolling Slam","Rolling Slam","Rolling Slam","Rolling Slam","Rolling Slam","Rolling Slam","Rolling Slam","",10,"","","",-16843010,-16843010,""
393,"MoltenBlastMtx","Molten Blast","Molten Blast","Molten Blast","Molten Blast","Molten Blast","Molten Blast","Molten Blast","Molten Blast","Molten Blast","Molten Blast","",10,"","","",-16843010,-16843010,""
394,"PerfectStrikeMtx","Perfect Strike","Perfect Strike","Perfect Strike","Perfect Strike","Perfect Strike","Perfect Strike","Perfect Strike","Perfect Strike","Perfect Strike","Perfect Strike","",10,"","","",-16843010,-16843010,""
395,"UnearthMtx","Unearth","Unearth","Unearth","Unearth","Unearth","Unearth","Unearth","Unearth","Unearth","Unearth","",10,"","","",-16843010,-16843010,""
396,"PainOfferingMtx","Pain Offering","Pain Offering","Pain Offering","Pain Offering","Pain Offering","Pain Offering","Pain Offering","Pain Offering","Pain Offering","Pain Offering","",10,"","","",-16843010,-16843010,""
397,"SoulOfferingMtx","Soul Offering","Soul Offering","Soul Offering","Soul Offering","Soul Offering","Soul Offering","Soul Offering","Soul Offering","Soul Offering","Soul Offering","",10,"","","",-16843010,-16843010,""
398,"VolcanicFissureMtx","Volcanic Fissure","Volcanic Fissure","Volcanic Fissure","Volcanic Fissure","Volcanic Fissure","Volcanic Fissure","Volcanic Fissure","Volcanic Fissure","Volcanic Fissure","Volcanic Fissure","",10,"","","",-16843010,-16843010,""
399,"BonestormMtx","Bonestorm","Bonestorm","Bonestorm","Bonestorm","Bonestorm","Bonestorm","Bonestorm","Bonestorm","Bonestorm","Bonestorm","",10,"","","",-16843010,-16843010,""
400,"VulnerabilityMtx","Vulnerability","Vulnerability","Vulnerability","Vulnerability","Vulnerability","Vulnerability","Vulnerability","Vulnerability","Vulnerability","Vulnerability","",10,"","","",-16843010,-16843010,""
401,"DespairMtx","Despair","Despair","Despair","Despair","Despair","Despair","Despair","Despair","Despair","Despair","",10,"","","",-16843010,-16843010,""
402,"TemporalChainsMtx","Temporal Chains","Temporal Chains","Temporal Chains","Temporal Chains","Temporal Chains","Temporal Chains","Temporal Chains","Temporal Chains","Temporal Chains","Temporal Chains","",10,"","","",-16843010,-16843010,""
403,"EnfeebleMtx","Enfeeble","Enfeeble","Enfeeble","Enfeeble","Enfeeble","Enfeeble","Enfeeble","Enfeeble","Enfeeble","Enfeeble","",10,"","","",-16843010,-16843010,""
404,"BindSpectreMtx","Bind Spectre","Bind Spectre","Bind Spectre","Bind Spectre","Bind Spectre","Bind Spectre","Bind Spectre","Bind Spectre","Bind Spectre","Bind Spectre","",10,"","","",-16843010,-16843010,""
405,"BoneCageMtx","Bone Cage","Bone Cage","Bone Cage","Bone Cage","Bone Cage","Bone Cage","Bone Cage","Bone Cage","Bone Cage","Bone Cage","",10,"","","",-16843010,-16843010,""
406,"RhoaMountMtx","Rhoa Mount","Rhoa Mount","Rhoa Mount","Rhoa Mount","Rhoa Mount","Rhoa Mount","Rhoa Mount","Rhoa Mount","Rhoa Mount","Rhoa Mount","",10,"","","",-16843010,-16843010,""
407,"Theme","Theme","Thème","Thema","テーマ","테마","Tema","Тематика","Temática","ธีม","主題","","","","","",-16843010,-16843010,""
408,"InfernalTheme","Infernal","Infernal","Höllisch","地獄","지옥불","Infernal","Адские","Infernal","Infernal","煉獄之擊","",407,"","","",-16843010,-16843010,""
409,"NecroticTheme","Necrotic","Nécrotique","Nekrotisch","ネクロティック","괴사","Necrótico","Некротические","Necrótico","Necrotic","亡者之息","",407,"","","",-16843010,-16843010,""
410,"BreachTheme","Breach","Breach","Breach","ブリーチ","균열","Breach","Разлом","Breach","Breach","裂痕","",407,"","","",-16843010,-16843010,""
411,"LegacyTheme","Legacy","Legacy","Legacy","レガシー","유산","Legado","Наследие","Legado","Legacy","不朽","",407,"","","",-16843010,-16843010,""
412,"GoreTheme","Gore","Gore","Blut","血塗れ","선혈","Sanguinolento","Кровавые","Sangriento","Gore","鮮血","",407,"","","",-16843010,-16843010,""
413,"GhostflameTheme","Ghostflame","Spectreflamme","Geisterflamme","鬼火","유령불꽃","Fantasmagórico","Призрачное пламя","Llamas fantasmales","Ghostflame","青焰","",407,"","","",-16843010,-16843010,""
414,"GloomTheme","Gloom","Lugubre","Finsternis","グルーム","순흑","Sombrio","Мгла","Penumbra","Gloom","隱忍","",407,"","","",-16843010,-16843010,""
415,"DragonTheme","Dragon","Dragon","Drache","ドラゴン","용","Dracônico","Дракон","Dragón","Dragon","龍","",407,"","","",-16843010,-16843010,""
416,"DemonicTheme","Demonic","Démoniaque","Dämonisch","悪魔","악마","Demoníaco","Демонические","Demoníaco","Demonic","惡魔","",407,"","","",-16843010,-16843010,""
417,"DeicideTheme","Deicide","Déicide","Gottesmörder","神殺し","신살자","Deicide","Богоубийца","Deicidio","Deicide","命運主宰","",407,"","","",-16843010,-16843010,""
418,"ArcticTheme","Arctic","Arctique","Arktische Rüstung","極寒","한기","Ártico","Северные","Ártico","Arctic","極地","",407,"","","",-16843010,-16843010,""
419,"ArcaneTheme","Arcane","Arcane","Arkan","アーケイン","비전","Arcano","Колдовские","Arcano","Arcane","秘術","",407,"","","",-16843010,-16843010,""
420,"SteampunkTheme","Steam-Powered","Thermique","Dampfbetrieben","蒸気機関","증기 동력","A Vapor","Паровые","Steampunk","Steam-Powered","蒸氣太坦","",407,"","","",-16843010,-16843010,""
421,"VampiricTheme","Vampiric","Vampirique","Vampirisch","吸血鬼","흡혈귀","Vampírico","Вампирские","Vampírico","Vampiric","嗜血凶兆","",407,"","","",-16843010,-16843010,""
422,"VerdantTheme","Verdant","Verdoyant","Grünend","新緑","신록","Verdejante","Зелёные","Verde","Verdant","自然之力","",407,"","","",-16843010,-16843010,""
423,"SeraphTheme","Seraph","Séraphin","Seraph","セラフ","고위 천사","Serafim","Серафим","Serafín","Seraph","神使","",407,"","","",-16843010,-16843010,""
424,"ProphecyTheme","Prophecy","Prophecy","Prophecy","プロフェシー","예언","Prophecy","Пророчество","Prophecy","Prophecy","預言","",407,"","","",-16843010,-16843010,""
425,"ConsumableTheme","Consumable","Consommable","Verbrauchbar","消耗品","소모품","Consumível","Расходуемое","Consumible","Consumable","消耗品","",407,"","","",-16843010,-16843010,""
426,"EbonyTheme","Ebony","Ébène","Ebenholzfarben","黒檀","칠흑","Ébano","Эбеновые","Ébano","Ebony","漆黑之影","",407,"","","",-16843010,-16843010,""
427,"RadiantTheme","Radiant","Radieux","Strahlend","光輝","찬란한","Radiante","Светящиеся","Radiante","Radiant","光采聖記","",407,"","","",-16843010,-16843010,""
428,"LightningTheme","Lightning","Foudre","Blitz","雷","번개","Relampejante","Молнии","Relámpago","Lightning","雷霆","",407,"","","",-16843010,-16843010,""
429,"AcidTheme","Acid","Acide","Ätzend","酸","산성","Ácido","Кислотные","Ácido","Acid","蝕骨強酸","",407,"","","",-16843010,-16843010,""
430,"CrimsonTheme","Crimson","Pourpre","Blutrot","真紅","진홍색","Carmesím","Багровые","Carmesí","Crimson","緋紅","",407,"","","",-16843010,-16843010,""
431,"CelestialTheme","Celestial","Céleste","Himmlisch","天体","천공","Celestial","Небесные","Celestial","Celestial","絢麗眾星","",407,"","","",-16843010,-16843010,""
432,"GoldenTheme","Golden","Doré","Golden","黄金","황금","Dourado","Золотые","Dorado","Golden","黃金","",407,"","","",-16843010,-16843010,""
433,"PurpleTheme","Purple","Violet","Violett","紫","보라색","Púrpura","Фиолетовые","Morado","Purple","紫諱","",407,"","","",-16843010,-16843010,""
434,"EmeraldTheme","Emerald","Émeraude","Smaragdgrün","エメラルド","에메랄드","Esmeralda","Изумрудные","Esmeralda","Emerald","翠綠碧雲","",407,"","","",-16843010,-16843010,""
435,"DanceTheme","Dance","Danse","Tanz","踊り","춤","Dança","Танцы","Baile","Dance","舞蹈","",407,"","","",-16843010,-16843010,""
436,"AnimalTheme","Animal","Animal","Tiere","動物","동물","Animal","Звериные","Animal","Animal","動物","",407,"","","",-16843010,-16843010,""
437,"TribalTheme","Tribal","Tribal","Indigen","部族","부족","Tribal","Племенные","Tribal","Tribal","部落","",407,"","","",-16843010,-16843010,""
438,"ChallengeRewardsTheme","Challenge Rewards","Récompenses de défis","Herausforderungsbelohnungen","チャレンジ報酬","도전과제 보상","Recompensas de Desafios","Награды за испытания","Recompensas de desafíos","ของรางวัลภารกิจท้าทาย","挑戰獎勵","",407,"","","",-16843010,-16843010,""
439,"ClosedBetaSupporterPacksTheme","Closed Beta Supporter Packs","Packs de mécène (bêta fermée)","Geschlossene-Beta-Unterstützerpakete","クローズドベータサポーターパック","클로즈드 베타 서포터 팩","Pacotes de Apoiador do Beta Fechado","Наборы закрытой беты","Paquetes de colaborador de la beta cerrada","แพ็คสนับสนุนโคลสเบต้า","封測","",407,"","","",-16843010,-16843010,""
440,"OpenBetaSupporterPacksTheme","Open Beta Supporter Packs","Packs de mécène (bêta ouverte)","Offene-Beta-Unterstützerpakete","オープンベータサポーターパック","오픈 베타 서포터 팩","Pacotes de Apoiador do Beta Aberto","Наборы открытой беты","Paquetes de colaborador de la beta abierta","แพ็คสนับสนุนโอเพ่นเบต้า","公測","",407,"","","",-16843010,-16843010,""
441,"ReleaseSupporterPacksTheme","Release Supporter Packs","Packs de mécène (sortie du jeu)","Release-Unterstützerpakete","リリースサポーターパック","출시 서포터 팩","Pacotes de Apoiador de Lançamento","Наборы выхода игры","Paquetes de colaborador de lanzamiento","แพ็คสนับสนุนออกเกม","發布","",407,"","","",-16843010,-16843010,""
442,"ForsakenMastersTheme","Forsaken Masters","Maîtres réprouvés","Forsaken Masters","見捨てられたマスター","버림받은 대가들","Mestres Esquecidos","Отверженные мастера","Maestros errantes","Forsaken Masters","被遺忘的大師","",407,"","","",-16843010,-16843010,""
443,"AwakeningTheme","Awakening","Awakening","Awakening","アウェイクニング","각성","Awakening","Пробуждение","Despertar","Awakening","大覺醒","",407,"","","",-16843010,-16843010,""
444,"AscendancyTheme","Ascendancy","Ascendancy","Ascendancy","アセンダンシー","전직","Ascendancy","Восхождение","Ascendencia","Ascendancy","昇華試煉","",407,"","","",-16843010,-16843010,""
445,"AtlasTheme","Atlas","Atlas","Atlas","アトラス","아틀라스","Atlas","Атлас","Atlas","Atlas","輿圖","",407,"","","",-16843010,-16843010,""
446,"FallofOriathTheme","Fall of Oriath","Fall of Oriath","Fall von Oriath","オリアスの堕落","오리아스의 몰락","Queda de Oriath","Падение Ориата","Caída de Oriath","Fall of Oriath","奧瑞亞的殞落","",407,"","","",-16843010,-16843010,""
447,"MiscellaneousTheme","Miscellaneous","Divers","Sonstige","その他","기타","Genéricos","Разное","Misceláneo","อื่นๆ","其它","",407,"","","",-16843010,-16843010,""
448,"UltimateChaosTheme","Ultimate Chaos","Chaos ultime","Ultimatives Chaos","混沌の極み","극한의 혼돈","Caos Supremo","Безграничный хаос","Caos definitivo","Ultimate Chaos","最終混沌","",407,"","","",-16843010,-16843010,""
449,"PureLightTheme","Pure Light","Lumière pure","Reines Licht","純粋な光","순수한 빛","Luz Pura","Чистый свет","Pura luz","Pure Light","淨光","",407,"","","",-16843010,-16843010,""
450,"HarbingerTheme","Harbinger","Harbinger","Harbinger","ハービンジャー","선구자","Harbinger","Предвестник","Harbinger","Harbinger","神諭","",407,"","","",-16843010,-16843010,""
451,"PitchBlackTheme","Pitch Black","Nuit noire","Pechschwarz","漆黒","새까만","Escuridão","Кромешная тьма","Completamente negro","Pitch Black","漆桃霸主","",407,"","","",-16843010,-16843010,""
452,"WastelandWarriorTheme","Wasteland Warrior","Guerrier des Terres désolées","Ödlandkrieger","荒れ地の戦士","황무지 전사","Guerreiro do Deserto","Воин пустоши","Guerrero del páramo","Wasteland Warrior","荒野勇士","",407,"","","",-16843010,-16843010,""
453,"DesertTheme","Desert","Désert","Wüste","砂漠","사막","Deserto","Пустыня","Desértico","Desert","沙漠","",407,"","","",-16843010,-16843010,""
454,"ExecutionerTheme","Executioner","Bourreau","Henker","処刑人","사형 집행자","Executor","Палач","Ejecutor","Executioner","血腥屠夫","",407,"","","",-16843010,-16843010,""
455,"FireTheme","Fire","Feu","Feuer","火","화염","Fogo","Огненные","Fuego","Fire","火","",407,"","","",-16843010,-16843010,""
456,"IceTheme","Ice","Glace","Eis","氷","얼음","Gelo","Ледяные","Hielo","Ice","冰","",407,"","","",-16843010,-16843010,""
457,"PolarTheme","Polar","Polaire","Polar","ポーラー","극빙","Polarizado","Полярные","Polar","Polar","極光","",407,"","","",-16843010,-16843010,""
458,"LichTheme","Lich","Liche","Lich","リッチ","리치","Lich","Лич","Liche","Lich","巫妖","",407,"","","",-16843010,-16843010,""
459,"FireAndIceTheme","Fire and Ice","Feu et Glace","Feuer und Eis","火と氷","화염 및 얼음","Fogo e Gelo","Огонь и лёд","Hielo y fuego","Fire and Ice","冰與火","",407,"","","",-16843010,-16843010,""
460,"AbyssTheme","Abyss","Abyss","Abyss","アビス","심연","Abyss","Бездна","Abyss","Abyss","深淵戰吼","",407,"","","",-16843010,-16843010,""
461,"HalloweenTheme","Halloween","Halloween","Halloween","ハロウィン","핼러윈","Halloween","Хэллоуин","Halloween","Halloween","萬聖節","",407,"","","",-16843010,-16843010,""
462,"CultistTheme","Cultist","Sectateur","Kultist","崇拝者","광신자","Cultista","Культист","Cultista","Cultist","教徒","",407,"","","",-16843010,-16843010,""
463,"WarlockTheme","Warlock","Démoniste","Hexenmeister","ウォーロック","마법사","Mago","Чернокнижник","Brujo","Warlock","咒言術士","",407,"","","",-16843010,-16843010,""
464,"PirateTheme","Pirate","Pirate","Pirat","海賊","해적","Pirata","Пиратские","Pirata","Pirate","海盜","",407,"","","",-16843010,-16843010,""
465,"AtlasWarTheme","War for the Atlas","War for the Atlas","Krieg um den Atlas","ウォー・フォー・アトラス","아틀라스의 격전","Guerra pelo Atlas","Война за Атлас","Guerra por el Atlas","War for the Atlas","烽火輿圖","",407,"","","",-16843010,-16843010,""
466,"NatureTheme","Nature","Nature","Natur","自然","자연","Natureza","Природные","Naturaleza","Nature","自然","",407,"","","",-16843010,-16843010,""
467,"GothicTheme","Gothic","Gothique","Gothic","ゴシック","고딕","Gótico","Готические","Gótico","Gothic","歌德","",407,"","","",-16843010,-16843010,""
468,"SinAndInnocenceTheme","Sin and Innocence","Péché et Innocence","Sin und Innocence","シンとイノセンス","씬과 이노센스","Pecado e Inocência","Грех и Невинность","Inocencia y Pecado","Sin and Innocence","罪與善","",407,"","","",-16843010,-16843010,""
469,"BestiaryTheme","Bestiary","Bestiary","Bestiary","ベスティアリー","야수 도감","Bestiário","Бестиарий","Bestiario","Bestiary","獸獵寓言","",407,"","","",-16843010,-16843010,""
470,"StygianTheme","Stygian","Stygien","Schauerlich","スティギアン","명계","Estígio","Стигийские","Estigio","Stygian","冥河","",407,"","","",-16843010,-16843010,""
471,"ManticoreTheme","Manticore","Manticore","Mantikor","マンティコア","맨티코어","Mantícora","Мантикора","Mantícora","Manticore","獅身幻獸","",407,"","","",-16843010,-16843010,""
472,"SeawitchTheme","Seawitch","Sorcière des mers","Seehexe","シーウィッチ","바다 마녀","Bruxa do Mar","Морская ведьма","Bruja marina","Seawitch","魅影海巫","",407,"","","",-16843010,-16843010,""
473,"PhantasmalTheme","Phantasmal","Fantomatique","Geisterhaft","幻影","환영","Fantasmal","Призрачные","Fantasmal","Phantasmal","幻影","",407,"","","",-16843010,-16843010,""
474,"FallenAngelTheme","Fallen Angel","Ange déchu","Gefallener Engel","堕天使","타락 천사","Anjo caído","Падший ангел","Ángel caído","Fallen Angel","墮落天使","",407,"","","",-16843010,-16843010,""
475,"MalachaiTheme","Malachai","Malachai","Malachai","マラカイ","말라카이","Malachai","Малахай","Malachai","Malachai","瑪拉凱","",407,"","","",-16843010,-16843010,""
476,"CrystalTheme","Crystal","Cristal","Kristall","結晶","수정","Cristal","Кристальные","Cristal","Crystal","水晶","",407,"","","",-16843010,-16843010,""
477,"IncursionTheme","Incursion","Incursion","Incursion","インカージョン","기습","Incursion","Вмешательство","Incursion","Incursion","時空穿越","",407,"","","",-16843010,-16843010,""
478,"CarnageTheme","Carnage","Carnage","Gemetzel","カーネイジ","살육","Carnificina","Бойня","Matanza","Carnage","屠戮領主","",407,"","","",-16843010,-16843010,""
479,"ApocalypseTheme","Apocalypse","Apocalypse","Apokalypse","黙示録","종말","Apocalipse","Апокалипсис","Apocalipsis","Apocalypse","天啟預者","",407,"","","",-16843010,-16843010,""
480,"IvoryChaosTheme","Ivory Chaos","Chaos ivoire","Elfenbeinchaos","象牙色の混沌","상아색 혼돈","Caos de Marfim","Белый хаос","Caos de marfil","Ivory Chaos","混沌象牙","",407,"","","",-16843010,-16843010,""
481,"MadmanTheme","Madman","Aliéné","Verrückter","狂人","광인","Insano","Безумец","Lunático","Madman","狂喪之徒","",407,"","","",-16843010,-16843010,""
482,"GryffonTheme","Gryffon","Griffon","Greif","グリフォン","그리폰","Grifo","Грифон","Grifo","Gryffon","傲氣獅鷲","",407,"","","",-16843010,-16843010,""
483,"GorgonTheme","Gorgon","Gorgone","Gorgone","ゴルゴン","고르곤","Medusa","Горгона","Gorgona","Gorgon","石化毒蛇","",407,"","","",-16843010,-16843010,""
484,"BloodGuardTheme","Blood Guard","Garde de sang","Blutwächter","血の護り手","피의 수호병","Guardião Sangrento","Кровавый страж","Guardia de sangre","Blood Guard","浴血衛士","",407,"","","",-16843010,-16843010,""
485,"FaithGuardTheme","Faith Guard","Garde de foi","Glaubenswächter","信仰の護り手","신념 수호병","Guardião da Fé","Страж веры","Guardia de Fe","Faith Guard","信仰衛士","",407,"","","",-16843010,-16843010,""
486,"SphinxTheme","Sphinx","Sphinx","Sphinx","スフィンクス","스핑크스","Esfinge","Сфинкс","Esfinge","Sphinx","獅身人面","",407,"","","",-16843010,-16843010,""
