"rownum","Id","ItemClassesKey","Width","Height","Name","InheritsFrom","DropLevel","FlavourTextKey","Implicit_ModsKeys","SizeOnGround","SoundEffect","TagsKeys","ModDomain","SiteVisibility","ItemVisualIdentity","HASH32","VendorRecipe_AchievementItems","Inflection","Equip_AchievementItemsKey","IsCorrupted","Identify_AchievementItems","IdentifyMagic_AchievementItems","FragmentBaseItemTypesKey","bool","rid","rid","bool","TradeMarketCategory","Unmodifiable","Achievement","[string]","IgnoreQuantBonus","bool","rid"
3222,"Metadata/Items/DivinationCards/DivinationCardSquanderedProsperity",42,1,1,"Squandered Prosperity","Metadata/Items/DivinationCards/AbstractDivinationCard",73,1320,[],1,"","[1015,1025,1019,1020,1021]",38,0,11902,1647686372,[],"","","",[],[],"","","","","","","",[],[],"","",""
3223,"Metadata/Items/DivinationCards/DivinationCardTheStrategist",42,1,1,"The Strategist","Metadata/Items/DivinationCards/AbstractDivinationCard",50,1321,[],1,"","[306,1015,1025,1019,1018]",38,1,11903,1498275087,[],"","","",[],[],"","","","","","","",[],[],"","",""
3224,"Metadata/Items/DivinationCards/DivinationCardTheCheater",42,1,1,"The Cheater","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1322,[],1,"","[1025,1022,1024,1023]",38,1,11904,-1906324558,[],"","","",[],[],"","","","","","","",[],[],"","",""
3225,"Metadata/Items/DivinationCards/DivinationCardTheTinkerersTable",42,1,1,"The Tinkerer's Table","Metadata/Items/DivinationCards/AbstractDivinationCard",33,1323,[],1,"","[1027,1030]",38,1,11905,1705719909,[],"","","",[],[],"","","","","","","",[],[],"","",""
3226,"Metadata/Items/DivinationCards/DivinationCardTheEasyStroll",42,1,1,"The Easy Stroll","Metadata/Items/DivinationCards/AbstractDivinationCard",78,1324,[],1,"","[1020,1025]",38,1,11906,446315732,[],"","","",[],[],"","","","","","","",[],[],"","",""
3227,"Metadata/Items/DivinationCards/DivinationCardTheProgenyOfLunaris",42,1,1,"The Progeny of Lunaris","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1325,[],1,"","[442,1015,1139]",38,1,11907,-1837588228,[],"","","",[],[],"","","","","","","",[],[],"","",""
3228,"Metadata/Items/DivinationCards/DivinationCardTheEldritchDecay",42,1,1,"The Eldritch Decay","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1326,[],1,"","[442,443,1139]",38,1,11908,-192315655,[],"","","",[],[],"","","","","","","",[],[],"","",""
3229,"Metadata/Items/DivinationCards/DivinationCardCouncilOfCats",42,1,1,"Council of Cats","Metadata/Items/DivinationCards/AbstractDivinationCard",80,1327,[],1,"","[1015,1139]",38,1,11909,-514489308,[],"","","",[],[],"","","","","","","",[],[],"","",""
3230,"Metadata/Items/DivinationCards/DivinationCardTheTumbleweed",42,1,1,"The Tumbleweed","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1328,[],1,"",[306],38,1,11910,704779657,[],"","","",[],[],"","","","","","","",[],[],"","",""
3231,"Metadata/Items/DivinationCards/DivinationCardTheHiveOfKnowledge",42,1,1,"The Hive of Knowledge","Metadata/Items/DivinationCards/AbstractDivinationCard",67,1329,[],1,"","[304,1015,1025,1019,1017]",38,1,11911,-707057068,[],"","","",[],[],"","","","","","","",[],[],"","",""
3232,"Metadata/Items/DivinationCards/DivinationCardGiftOfAsenath",42,1,1,"Gift of Asenath","Metadata/Items/DivinationCards/AbstractDivinationCard",75,1330,[],1,"","[304,1015,1025,1019,1017]",38,1,11912,-1637214199,[],"","","",[],[],"","","","","","","",[],[],"","",""
3233,"Metadata/Items/DivinationCards/DivinationCardANoteInTheWind",42,1,1,"A Note in the Wind","Metadata/Items/DivinationCards/AbstractDivinationCard",23,1331,[],1,"","[304,1015,1017]",38,1,11913,-779765015,[],"","","",[],[],"","","","","","","",[],[],"","",""
3234,"Metadata/Items/DivinationCards/DivinationCardTheGreatestIntentions",42,1,1,"The Greatest Intentions","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1332,[],1,"","[305,1015,1025,1019,1016,1139]",38,1,11914,-121172909,[],"","","",[],[],"","","","","","","",[],[],"","",""
3235,"Metadata/Items/DivinationCards/DivinationCardTheWhiteKnight",42,1,1,"The White Knight","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1333,[],1,"",[304],38,1,11915,-230821360,[],"","","",[],[],"","","","","","","",[],[],"","",""
3236,"Metadata/Items/DivinationCards/DivinationCardPrometheusArmoury",42,1,1,"Prometheus' Armoury","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1334,[],1,"","[305,1139]",38,1,11916,-663717668,[],"","","",[],[],"","","","","","","",[],[],"","",""
3237,"Metadata/Items/DivinationCards/DivinationCardTheSustenance",42,1,1,"The Sustenance","Metadata/Items/DivinationCards/AbstractDivinationCard",54,1335,[],1,"","[306,1015,1025,1019,1018]",38,1,11917,-822824909,[],"","","",[],[],"","","","","","","",[],[],"","",""
3238,"Metadata/Items/DivinationCards/DivinationCardPeacefulMoments",42,1,1,"Peaceful Moments","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1336,[],1,"","[306,1015,1018]",38,1,11918,1626269035,[],"","","",[],[],"","","","","","","",[],[],"","",""
3239,"Metadata/Items/DivinationCards/DivinationCardTheAwakened",42,1,1,"The Awakened","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1337,[],1,"",[306],38,1,11919,862134632,[],"","","",[],[],"","","","","","","",[],[],"","",""
3240,"Metadata/Items/DivinationCards/DivinationCardAFamiliarCall",42,1,1,"A Familiar Call","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1338,[],1,"","[306,442,1139]",38,1,11920,-1286141654,[],"","","",[],[],"","","","","","","",[],[],"","",""
3241,"Metadata/Items/DivinationCards/DivinationCardTheLongCon",42,1,1,"The Long Con","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1339,[],1,"","[1027,1029,1139]",38,1,11921,906203161,[],"","","",[],[],"","","","","","","",[],[],"","",""
3242,"Metadata/Items/DivinationCards/DivinationCardTheGulf",42,1,1,"The Gulf","Metadata/Items/DivinationCards/AbstractDivinationCard",86,1340,[],1,"","[306,1015,1025,1019,1018,1139]",38,1,11922,973014177,[],"","","",[],[],"","","","","","","",[],[],"","",""
3243,"Metadata/Items/DivinationCards/DivinationCardTheBitterBlossom",42,1,1,"The Bitter Blossom","Metadata/Items/DivinationCards/AbstractDivinationCard",72,1341,[],1,"","[1025,1022,1024,1023]",38,1,11923,1402074614,[],"","","",[],[],"","","","","","","",[],[],"","",""
3244,"Metadata/Items/DivinationCards/DivinationCardTriskaidekaphobia",42,1,1,"Triskaidekaphobia","Metadata/Items/DivinationCards/AbstractDivinationCard",78,1342,[],1,"","[1020,1025]",38,1,11924,2141367706,[],"","","",[],[],"","","","","","","",[],[],"","",""
3245,"Metadata/Items/DivinationCards/DivinationCardUnrequitedLove",42,1,1,"Unrequited Love","Metadata/Items/DivinationCards/AbstractDivinationCard",35,1343,[],1,"","[1027,1028]",38,1,11925,309212980,[],"","","",[],[],"","","","","","","",[],[],"","",""
3246,"Metadata/Items/DivinationCards/DivinationCardTheCache",42,1,1,"The Cache","Metadata/Items/DivinationCards/AbstractDivinationCard",23,1344,[],1,"","[306,1015,1018]",38,1,11926,1342619136,[],"","","",[],[],"","","","","","","",[],[],"","",""
3247,"Metadata/Items/DivinationCards/DivinationCardTheAcademic",42,1,1,"The Academic","Metadata/Items/DivinationCards/AbstractDivinationCard",50,1345,[],1,"","[306,1015,1018]",38,1,11927,-596211479,[],"","","",[],[],"","","","","","","",[],[],"","",""
3248,"Metadata/Items/DivinationCards/DivinationCardDesecratedVirtue",42,1,1,"Desecrated Virtue","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1346,[],1,"","[1025,1022,1024,1023]",38,1,11928,-1243643755,[],"","","",[],[],"","","","","","","",[],[],"","",""
3249,"Metadata/Items/DivinationCards/DivinationCardBrothersStash",42,1,1,"Brother's Stash","Metadata/Items/DivinationCards/AbstractDivinationCard",35,1347,[],1,"","[1027,1028]",38,1,11929,2025397504,[],"","","",[],[],"","","","","","","",[],[],"","",""
3250,"Metadata/Items/DivinationCards/DivinationCardUnchained",42,1,1,"Unchained","Metadata/Items/DivinationCards/AbstractDivinationCard",54,1348,[],1,"","[304,1015,1025,1019,1017]",38,1,11930,-175957099,[],"","","",[],[],"","","","","","","",[],[],"","",""
3251,"Metadata/Items/DivinationCards/DivinationCardTheUnexpectedPrize",42,1,1,"The Unexpected Prize","Metadata/Items/DivinationCards/AbstractDivinationCard",23,1349,[],1,"","[306,1015,1018,1019,1019]",38,1,11931,1583748993,[],"","","",[],[],"","","","","","","",[],[],"","",""
3252,"Metadata/Items/DivinationCards/DivinationCardCursedWords",42,1,1,"Cursed Words","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1350,[],1,"","[304,1015,1017]",38,1,11932,-1649255843,[],"","","",[],[],"","","","","","","",[],[],"","",""
3253,"Metadata/Items/DivinationCards/DivinationCardTheJournalist",42,1,1,"The Journalist","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1351,[],1,"",[304],38,1,11933,2041924206,[],"","","",[],[],"","","","","","","",[],[],"","",""
3254,"Metadata/Items/DivinationCards/DivinationCardHauntingShadows",42,1,1,"Haunting Shadows","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1352,[],1,"",[1015],38,1,11934,2040851832,[],"","","",[],[],"","","","","","","",[],[],"","",""
3255,"Metadata/Items/DivinationCards/DivinationCardAcclimatisation",42,1,1,"Acclimatisation","Metadata/Items/DivinationCards/AbstractDivinationCard",23,1353,[],1,"","[1027,1028]",38,1,11935,-650744167,[],"","","",[],[],"","","","","","","",[],[],"","",""
3256,"Metadata/Items/DivinationCards/DivinationCardTheWhiteout",42,1,1,"The Whiteout","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1354,[],1,"","[305,1015,1016]",38,1,11936,917027275,[],"","","",[],[],"","","","","","","",[],[],"","",""
3257,"Metadata/Items/DivinationCards/DivinationCardSocietysRemorse",42,1,1,"Society's Remorse","Metadata/Items/DivinationCards/AbstractDivinationCard",23,1355,[],1,"","[1027,1028]",38,1,11937,-771605365,[],"","","",[],[],"","","","","","","",[],[],"","",""
3258,"Metadata/Items/DivinationCards/DivinationCardDyingLight",42,1,1,"Dying Light","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1356,[],1,"","[306,442,443,1139]",38,1,11938,840968252,[],"","","",[],[],"","","","","","","",[],[],"","",""
3259,"Metadata/Items/DivinationCards/DivinationCardFatefulMeeting",42,1,1,"Fateful Meeting","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1357,[],1,"","[1015,1025,1019,1139]",38,1,11939,-1019719122,[],"","","",[],[],"","","","","","","",[],[],"","",""
3260,"Metadata/Items/DivinationCards/DivinationCardTheAstromancer",42,1,1,"The Astromancer","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1358,[],1,"","[304,442,443,1015,1025,1019,1017,1139]",38,1,11940,-493519497,[],"","","",[],[],"","","","","","","",[],[],"","",""
3261,"Metadata/Items/DivinationCards/DivinationCardKeepersCorruption",42,1,1,"Keeper's Corruption","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1359,[],1,"","[304,443]",38,1,11941,-701320613,[],"","","",[],[],"","","","","","","",[],[],"","",""
3262,"Metadata/Items/DivinationCards/DivinationCardRecklessAmbition",42,1,1,"Reckless Ambition","Metadata/Items/DivinationCards/AbstractDivinationCard",54,1360,[],1,"","[304,1015,1017,1139]",38,1,11942,-1517862296,[],"","","",[],[],"","","","","","","",[],[],"","",""
3263,"Metadata/Items/DivinationCards/DivinationCardLoveThroughIce",42,1,1,"Love Through Ice","Metadata/Items/DivinationCards/AbstractDivinationCard",54,1361,[],1,"","[306,1015,1025,1019,1018]",38,1,11943,-417071286,[],"","","",[],[],"","","","","","","",[],[],"","",""
3264,"Metadata/Items/DivinationCards/DivinationCardDrapedInDreams",42,1,1,"Draped in Dreams","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1362,[],1,"",[304],38,1,11944,1495570928,[],"","","",[],[],"","","","","","","",[],[],"","",""
3265,"Metadata/Items/DivinationCards/DivinationCardThePatient",42,1,1,"The Patient","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1363,[],1,"",[1026],38,1,11945,234801618,[],"","","",[],[],"","","","","","","",[],[],"","",""
3266,"Metadata/Items/DivinationCards/DivinationCardTheLongWatch",42,1,1,"The Long Watch","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1364,[],1,"","[306,1015,1018]",38,1,11946,-18630451,[],"","","",[],[],"","","","","","","",[],[],"","",""
3267,"Metadata/Items/DivinationCards/DivinationCardTheBearWoman",42,1,1,"The Bear Woman","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1365,[],1,"",[304],38,1,11947,-167393926,[],"","","",[],[],"","","","","","","",[],[],"","",""
3268,"Metadata/Items/DivinationCards/DivinationCardBrotherhoodInExile",42,1,1,"Brotherhood in Exile","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1366,[],1,"","[306,1015,1025,1019,1018,1139]",38,1,11948,-637634931,[],"","","",[],[],"","","","","","","",[],[],"","",""
3269,"Metadata/Items/DivinationCards/DivinationCardWintersEmbrace",42,1,1,"Winter's Embrace","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1367,[],1,"","[306,1015,1018,1139]",38,1,11949,1182281095,[],"","","",[],[],"","","","","","","",[],[],"","",""
3270,"Metadata/Items/DivinationCards/DivinationCardSambodhisWisdom",42,1,1,"Sambodhi's Wisdom","Metadata/Items/DivinationCards/AbstractDivinationCard",58,1368,[],1,"","[304,1015,1017]",38,1,11950,-1779206694,[],"","","",[],[],"","","","","","","",[],[],"","",""
3271,"Metadata/Items/DivinationCards/DivinationCardTheEnthusiasts",42,1,1,"The Enthusiasts","Metadata/Items/DivinationCards/AbstractDivinationCard",54,1369,[],1,"","[304,1015,1025,1019,1017]",38,1,11951,-1944955927,[],"","","",[],[],"","","","","","","",[],[],"","",""
3272,"Metadata/Items/DivinationCards/DivinationCardBrokenPromises",42,1,1,"Broken Promises","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1370,[],1,"",[306],38,1,11952,1089659112,[],"","","",[],[],"","","","","","","",[],[],"","",""
3273,"Metadata/Items/DivinationCards/DivinationCardBrushPaintAndPalette",42,1,1,"Brush, Paint and Palette","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1371,[],1,"",[1026],38,1,11953,457417165,[],"","","",[],[],"","","","","","","",[],[],"","",""
3274,"Metadata/Items/DivinationCards/DivinationCardDeadlyJoy",42,1,1,"Deadly Joy","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1372,[],1,"","[306,1015,1025,1019,1018,1139]",38,1,11954,-1014239085,[],"","","",[],[],"","","","","","","",[],[],"","",""
3275,"Metadata/Items/DivinationCards/DivinationCardTheAdventuringSpirit",42,1,1,"The Adventuring Spirit","Metadata/Items/DivinationCards/AbstractDivinationCard",52,1373,[],1,"","[304,1015,1017]",38,1,11955,-154780174,[],"","","",[],[],"","","","","","","",[],[],"","",""
3276,"Metadata/Items/DivinationCards/DivinationCardTheEternalWar",42,1,1,"The Eternal War","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1374,[],1,"","[306,1015,1025,1019,1018]",38,1,11956,125579161,[],"","","",[],[],"","","","","","","",[],[],"","",""
3277,"Metadata/Items/DivinationCards/DivinationCardPrejudice",42,1,1,"Prejudice","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1375,[],1,"",[1015],38,1,11957,-1096148687,[],"","","",[],[],"","","","","","","",[],[],"","",""
3278,"Metadata/Items/DivinationCards/DivinationCardTheShortcut",42,1,1,"The Shortcut","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1376,[],1,"",[],38,1,11958,839493662,[],"","","",[],[],"","","","","","","",[],[],"","",""
3279,"Metadata/Items/DivinationCards/DivinationCardTheCardSharp",42,1,1,"The Card Sharp","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1377,[],1,"",[],38,1,11959,-1698525535,[],"","","",[],[],"","","","","","","",[],[],"","",""
3280,"Metadata/Items/DivinationCards/DivinationCardAModestRequest",42,1,1,"A Modest Request","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1378,[],1,"","[306,1015,1025,1019,1018,1139]",38,1,11960,-1125396527,[],"","","",[],[],"","","","","","","",[],[],"","",""
3281,"Metadata/Items/DivinationCards/DivinationCardLuminousTrove",42,1,1,"Luminous Trove","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1379,[],1,"","[306,1015,1025,1019,1018,1139]",38,1,11961,-331698162,[],"","","",[],[],"","","","","","","",[],[],"","",""
3282,"Metadata/Items/DivinationCards/DivinationCardTheHook",42,1,1,"The Hook","Metadata/Items/DivinationCards/AbstractDivinationCard",72,1380,[],1,"","[1025,1022,1024,1023]",38,1,11962,736647537,[],"","","",[],[],"","","","","","","",[],[],"","",""
3283,"Metadata/Items/DivinationCards/DivinationCardTheLastSupper",42,1,1,"The Last Supper","Metadata/Items/DivinationCards/AbstractDivinationCard",58,1381,[],1,"","[305,1015,1016]",38,1,11963,-435753257,[],"","","",[],[],"","","","","","","",[],[],"","",""
3284,"Metadata/Items/DivinationCards/DivinationCardTheEmptiness",42,1,1,"The Emptiness","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1382,[],1,"","[1025,1022,1024,1139]",38,1,11964,846367827,[],"","","",[],[],"","","","","","","",[],[],"","",""
3285,"Metadata/Items/DivinationCards/DivinationCardASeaOfBlue",42,1,1,"A Sea of Blue","Metadata/Items/DivinationCards/AbstractDivinationCard",23,1383,[],1,"","[1027,1028]",38,1,11965,1253634804,[],"","","",[],[],"","","","","","","",[],[],"","",""
3286,"Metadata/Items/DivinationCards/DivinationCardTheOffspring",42,1,1,"The Offspring","Metadata/Items/DivinationCards/AbstractDivinationCard",32,1384,[],1,"","[306,1015,1018]",38,1,11966,-1581156074,[],"","","",[],[],"","","","","","","",[],[],"","",""
3287,"Metadata/Items/DivinationCards/DivinationCardThePriceOfPrescience",42,1,1,"The Price of Prescience","Metadata/Items/DivinationCards/AbstractDivinationCard",78,1385,[],1,"","[1020,1025]",38,1,11967,-1895874261,[],"","","",[],[],"","","","","","","",[],[],"","",""
3288,"Metadata/Items/DivinationCards/DivinationCardTheMindsEyes",42,1,1,"The Mind's Eyes","Metadata/Items/DivinationCards/AbstractDivinationCard",75,1386,[],1,"","[306,1015,1018]",38,1,11968,1095948914,[],"","","",[],[],"","","","","","","",[],[],"","",""
3289,"Metadata/Items/DivinationCards/DivinationCardTerribleSecretOfSpace",42,1,1,"Terrible Secret of Space","Metadata/Items/DivinationCards/AbstractDivinationCard",72,1387,[],1,"","[1025,1022,1024,1023]",38,0,11969,-896709745,[],"","","",[],[],"","","","","","","",[],[],"","",""
3290,"Metadata/Items/DivinationCards/DivinationCardTheBlessingOfMoosh",42,1,1,"The Blessing of Moosh","Metadata/Items/DivinationCards/AbstractDivinationCard",72,1388,[],1,"","[304,1015]",38,0,11970,389408169,[],"","","",[],[],"","","","","","","",[],[],"","",""
3291,"Metadata/Items/DivinationCards/DivinationCardCostlyCurio",42,1,1,"Costly Curio","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1389,[],1,"","[1015,1139]",38,1,11971,655627358,[],"","","",[],[],"","","","","","","",[],[],"","",""
3292,"Metadata/Items/DivinationCards/DivinationCardLachrymalNecrosis",42,1,1,"Lachrymal Necrosis","Metadata/Items/DivinationCards/AbstractDivinationCard",33,1390,[],1,"","[306,1025]",38,1,11972,1093525665,[],"","","",[],[],"","","","","","","",[],[],"","",""
3293,"Metadata/Items/DivinationCards/DivinationCardDementophobia",42,1,1,"Dementophobia","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1391,[],1,"","[1027,1030]",38,1,11973,-718571430,[],"","","",[],[],"","","","","","","",[],[],"","",""
3294,"Metadata/Items/DivinationCards/DivinationCardAmbitiousObsession",42,1,1,"Ambitious Obsession","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1392,[],1,"","[1027,1030]",38,1,11974,-1006381296,[],"","","",[],[],"","","","","","","",[],[],"","",""
3295,"Metadata/Items/DivinationCards/DivinationCardDesperateCrusade",42,1,1,"Desperate Crusade","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1393,[],1,"","[304,1015,1017]",38,1,11975,1316240697,[],"","","",[],[],"","","","","","","",[],[],"","",""
3296,"Metadata/Items/DivinationCards/DivinationCardAStonePerfected",42,1,1,"A Stone Perfected","Metadata/Items/DivinationCards/AbstractDivinationCard",80,1394,[],1,"","[306,1015,1025,1019,1018]",38,1,11976,-350208314,[],"","","",[],[],"","","","","","","",[],[],"","",""
3297,"Metadata/Items/DivinationCards/DivinationCardTreasuresOfTheVaal",42,1,1,"Treasures of the Vaal","Metadata/Items/DivinationCards/AbstractDivinationCard",1,1395,[],1,"","[1015,1025,1019,1018]",38,1,11977,1392430366,[],"","","",[],[],"","","","","","","",[],[],"","",""
3298,"Metadata/Items/DivinationCards/DivinationCardTheRabbitsFoot",42,1,1,"The Rabbit's Foot","Metadata/Items/DivinationCards/AbstractDivinationCard",54,1396,[],1,"","[1027,1030,1139]",38,1,11978,-225789491,[],"","","",[],[],"","","","","","","",[],[],"","",""
3299,"Metadata/Items/DivinationCards/DivinationCardChasingRisk",42,1,1,"Chasing Risk","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1397,[],1,"","[1015,1139]",38,1,11979,-1725797743,[],"","","",[],[],"","","","","","","",[],[],"","",""
3300,"Metadata/Items/DivinationCards/DivinationCardThePrinceOfDarkness",42,1,1,"The Prince of Darkness","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1398,[],1,"","[306,1015,1018]",38,1,11980,-1171330003,[],"","","",[],[],"","","","","","","",[],[],"","",""
3301,"Metadata/Items/DivinationCards/DivinationCardTheCatch",42,1,1,"The Catch","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1399,[],1,"",[305],38,1,11981,-1427989908,[],"","","",[],[],"","","","","","","",[],[],"","",""
3302,"Metadata/Items/DivinationCards/DivinationCardEternalBonds",42,1,1,"Eternal Bonds","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1400,[],1,"","[1020,1015,1021,1019,1025]",38,1,11982,-597949443,[],"","","",[],[],"","","","","","","",[],[],"","",""
3303,"Metadata/Items/DivinationCards/DivinationCardDisdain",42,1,1,"Disdain","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1401,[],1,"","[1027,1030]",38,1,11983,454461655,[],"","","",[],[],"","","","","","","",[],[],"","",""
3304,"Metadata/Items/DivinationCards/DivinationCardTheScout",42,1,1,"The Scout","Metadata/Items/DivinationCards/AbstractDivinationCard",35,1402,[],1,"","[1027,1028]",38,1,11984,1936332209,[],"","","",[],[],"","","","","","","",[],[],"","",""
3305,"Metadata/Items/DivinationCards/DivinationCardGuardiansChallenge",42,1,1,"Guardian's Challenge","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1403,[],1,"","[442,1020]",38,1,11985,768873469,[],"","","",[],[],"","","","","","","",[],[],"","",""
3306,"Metadata/Items/DivinationCards/DivinationCardTheForgottenTreasure",42,1,1,"The Forgotten Treasure","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1404,[],1,"","[306,1015,1018,1139]",38,1,11986,-1526379596,[],"","","",[],[],"","","","","","","",[],[],"","",""
3307,"Metadata/Items/DivinationCards/DivinationCardTheFoxInTheBrambles",42,1,1,"The Fox in the Brambles","Metadata/Items/DivinationCards/AbstractDivinationCard",54,1405,[],1,"","[304,1015,1025,1019,1017]",38,1,11987,-310190721,[],"","","",[],[],"","","","","","","",[],[],"","",""
3308,"Metadata/Items/DivinationCards/DivinationCardTheAspirant",42,1,1,"The Aspirant","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1406,[],1,"",[304],38,1,11988,-1834221608,[],"","","",[],[],"","","","","","","",[],[],"","",""
3309,"Metadata/Items/DivinationCards/DivinationCardJudgingVoices",42,1,1,"Judging Voices","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1407,[],1,"","[304,1015,1017,1139]",38,1,11989,705192193,[],"","","",[],[],"","","","","","","",[],[],"","",""
3310,"Metadata/Items/DivinationCards/DivinationCardBijoux",42,1,1,"Bijoux","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1409,[],1,"",[306],38,1,11990,598679580,[],"","","",[],[],"","","","","","","",[],[],"","",""
3311,"Metadata/Items/DivinationCards/DivinationCardSilenceAndFrost",42,1,1,"Silence and Frost","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1410,[],1,"","[306,1015,1018,1139]",38,1,11991,-1285293981,[],"","","",[],[],"","","","","","","",[],[],"","",""
3312,"Metadata/Items/DivinationCards/DivinationCardMiseryInDarkness",42,1,1,"Misery in Darkness","Metadata/Items/DivinationCards/AbstractDivinationCard",71,1411,[],1,"","[304,1015,1017,1139]",38,1,11992,970626382,[],"","","",[],[],"","","","","","","",[],[],"","",""
3313,"Metadata/Items/DivinationCards/DivinationCardTheTirelessExtractor",42,1,1,"The Tireless Extractor","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1412,[],1,"","[1027,1030]",38,1,11993,-31987550,[],"","","",[],[],"","","","","","","",[],[],"","",""
3314,"Metadata/Items/DivinationCards/DivinationCardJustifiedAmbition",42,1,1,"Justified Ambition","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1413,[],1,"","[1020,1015,1021]",38,1,11994,-1673007783,[],"","","",[],[],"","","","","","","",[],[],"","",""
3315,"Metadata/Items/DivinationCards/DivinationCardParasiticPassengers",42,1,1,"Parasitic Passengers","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1414,[],1,"","[1027,1030]",38,1,11995,-2139516557,[],"","","",[],[],"","","","","","","",[],[],"","",""
3316,"Metadata/Items/DivinationCards/DivinationCardDuality",42,1,1,"Duality","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1415,[],1,"","[304,1139]",38,1,11996,-44465560,[],"","","",[],[],"","","","","","","",[],[],"","",""
3317,"Metadata/Items/DivinationCards/DivinationCardTheOneThatGotAway",42,1,1,"The One That Got Away","Metadata/Items/DivinationCards/AbstractDivinationCard",50,1416,[],1,"","[306,1015,1018]",38,1,11997,-1890030900,[],"","","",[],[],"","","","","","","",[],[],"","",""
3318,"Metadata/Items/DivinationCards/DivinationCardTheTransformation",42,1,1,"The Transformation","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1417,[],1,"","[1027,1029]",38,1,11998,-1330736278,[],"","","",[],[],"","","","","","","",[],[],"","",""
3319,"Metadata/Items/DivinationCards/DivinationCardMagnumOpus",42,1,1,"Magnum Opus","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1418,[],1,"",[],38,1,11999,-1060784190,[],"","","",[],[],"","","","","","","",[],[],"","",""
3320,"Metadata/Items/DivinationCards/DivinationCardImperfectMemories",42,1,1,"Imperfect Memories","Metadata/Items/DivinationCards/AbstractDivinationCard",81,1419,[],1,"",[306],38,1,12000,1826958980,[],"","","",[],[],"","","","","","","",[],[],"","",""
3321,"Metadata/Items/DivinationCards/DivinationCardTheMagmaCrab",42,1,1,"The Magma Crab","Metadata/Items/DivinationCards/AbstractDivinationCard",72,1420,[],1,"","[1025,1022,1023]",38,1,12001,-721914036,[],"","","",[],[],"","","","","","","",[],[],"","",""
3322,"Metadata/Items/DivinationCards/DivinationCardAlteredPerception",42,1,1,"Altered Perception","Metadata/Items/DivinationCards/AbstractDivinationCard",68,1421,[],1,"","[1027,1030]",38,1,12002,-1458743106,[],"","","",[],[],"","","","","","","",[],[],"","",""
