"rownum","Id","Description","Invisible","Removable","Name","StatsKeys","bool","i32","bool","Maximum_StatsKey","Current_StatsKey","bool","i32","BuffVisualsKey","bool","bool","i32","bool","bool","bool","bool","BuffLimit","bool","Id2","IsRecovery","bool","rid","bool","i32","bool","bool","i32","[i32]","bool","bool","[rid]","bool","[rid]","BinaryStats","[rid]","[rid]","bool","bool","bool","bool","bool","rid","[i32]","string","[rid]","bool"
1130,"unique_flask_soul_ripper","",1,"","Soul Ripper","[8013,7996,7999]",1,3,"","","","",30,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[8013,7996,7999]",[],"","","","","","",[],"",[],""
1131,"vaal_righteous_fire_duration","You deal more spell damage.","","","Vaal Righteous Fire","[8003,25,14111]",1,2,"","","",1,30,15,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[8003,25,14111]",[],"","","","","","",[],"",[],""
1132,"cannot_recover_life","",1,"","",[1889],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1889],[],"","","","","","",[],"",[],""
1133,"omnitect_thrusters","You are taking more damage from the Omnitect's thruster the longer you stand underneath it.","","","Omnitect's Thruster",[8010],1,2,1,"","","",30,895,1,"",2,"",1,1,"",100,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8010],[],"","","","","","",[],"",[],""
1134,"omnitect_turret_damage_buff","",1,"","","[56,42]","",1,"","","","",30,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[56,42]",[],"","","","","","",[],"",[],""
1135,"omnitect_cone_debuff","You have less Movement Speed and take increased Lightning Damage","","","Omnitect's Paralysis","[6863,3624]",1,1,"","","","",30,896,1,"",2,"",1,1,"",4,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[6863,3624]",[],"","","","","","",[],"",[],""
1136,"delve_degen_aura","The darkness is overwhelming, you are dying. Get to the light!",1,"","","[4930,4930]","",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","DelveDegenAura","","","","",4,"","",0,[],"","",[],"",[],[],"[4930,4930]",[],"","","","","","",[],"",[],""
1137,"delve_immunity","You are protected from the darkness while in the light.",1,"","Light",[8039],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8039],[],"","","","","","",[],"",[],""
1138,"delve_degen_buff","The darkness is overwhelming, you are dying. Get to the light!","","","Darkness","[8328,8329,8738]","",4,1,8309,8308,"",30,901,1,"",2,"",1,1,"",0,"","DelveDegenBuff","","","","",2,"","",0,[],"","",[],"",[],[],"[8328,8329,8738]",[],"","","","","","",[],"",[],""
1139,"essence_stats","",1,"","",[],1,1,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1140,"delve_monster_light_weakness_aura","",1,"","",[],"",1,"","","","",30,0,"","",17,"",1,1,"",0,"","DelveMonsterLightWeaknessAura","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1141,"delve_monster_light_weakness_buff","",1,"","",[8065],"",1,"","","","",30,0,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8065],[],"","","","","","",[],"",[],""
1142,"smite_buff","Grants additional Lightning Damage and chance to Shock.","","","Smite Aura","[17463,658,57,58,1902,1033,24,1902,450,18550]",1,3,"","","","",30,906,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[17463,658,57,58,1902,1033,24,1902,450,18550]",[],"","","","","","",[],"",[],""
1143,"static_strike_buff","You are charged with static energy.","","","Static Strike",[],1,2,"","","","",30,918,1,"",6,"",1,1,"",3,"","","","","","",2,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1144,"herald_of_light","You deal more physical damage.","",1,"Herald of Purity",[12028],1,3,"","","",1,30,927,1,"",13,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[8397],[12028],[],"","","","","","",[],"",[],""
1145,"herald_of_purity_summoning_effects","",1,"","","[8142,8143]",1,3,"","","",1,30,0,1,"",17,"","","","",0,"","","",1,"","",4,"","",0,[],"","",[],"",[],[],"[8142,8143]",[],"","","","","","",[],"",[],""
1146,"unique_nearby_allies_are_lucky","You are Lucky when Damaging Enemies.","","","Perquil's Toe",[],1,3,"","","","",30,917,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[8118],[],[8118],[],"","","","","","",[],"",[],""
1147,"delve_antilight","",1,"","Darkness",[8116],"",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","DelveAntiLightAura","","","","",4,"","",0,[],"","",[],"",[],[],[8116],[],"","","","","","",[],"",[],""
1148,"herald_of_agony","You have additional chance to Poison and deal More Poison Damage.","",1,"Herald Of Agony","[3364,8122,8123]",1,3,"","","","",30,920,1,"",13,"",1,1,"",0,"","","",1,"","",4,"",1,0,[],"","",[],"",[],[8396],"[3364,8122,8123]",[],"","","","","","",[],"",[],""
1149,"herald_of_agony_stack","Your Agony Crawler minion gains bonuses based on your Virulence. Virulence is lost over time.","","","Virulence","[8124,8125,8126,8127]",1,3,1,"","","",30,926,1,1,6,"",1,1,"",0,"","HeraldOfAgonyStack","","","","",4,"","",0,[],"","",[],"",[],[],"[8124,8125,8126,8127]",[],"","","","","","",[],"",[],""
1150,"rain_of_spores_vines_aura","You're slowed and are taking Chaos Damage over time.","","","Toxic Rain Spore Pod","[8144,452]",1,1,1,"","","",30,773,"","",2,"",1,1,"",0,"","RainOfSporesAura",1,"","","",2,"","",0,[],"","",[],"",[],[],"[8144,452]",[],"","","","","","",[],"",[],""
1151,"virulent_arrow_counter","You're charging an arrow with verdant energy.","","","Scourge Arrow",[8290],1,4,1,"","",1,30,933,1,1,6,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8290],[],"","","","","","",[],"",[],""
1152,"holy_relic_life_regen","You're regenerating life.","","","Holy Relic's Boon",[125],1,3,"","","","",30,919,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[125],[],"","","","","","",[],"",[],""
1153,"unique_added_fire_damage_from_red_sockets","",1,"","","[43,44]",1,3,"","","","",30,940,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[43,44]",[],"","","","","","",[],"",[],""
1154,"unique_added_cold_damage_from_green_sockets","",1,"","","[50,51]",1,3,"","","","",30,940,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[50,51]",[],"","","","","","",[],"",[],""
1155,"unique_added_lightning_damage_from_blue_sockets","",1,"","","[57,58]",1,3,"","","","",30,940,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[57,58]",[],"","","","","","",[],"",[],""
1156,"unique_added_chaos_damage_from_white_sockets","",1,"","","[64,65]",1,3,"","","","",30,940,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[64,65]",[],"","","","","","",[],"",[],""
1157,"machinarium_fire_beam_damage","You are taking fire damage over time.","","","Doryani's Conflagration",[1974],1,3,"","","",1,30,670,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1158,"machinarium_fire_beam_debuff","You are taking increased fire damage the longer you are in the beam.","","","Doryani's Conflagration",[],1,1,"","","",1,30,669,1,"",2,"",1,1,"",0,"","AvariusBeamBuff","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1159,"reduced_enemy_fire_resistance_from_item","You have reduced Fire Resistance.","","","Fire Resistance Loss",[144],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[],"",[],""
1160,"reduced_enemy_cold_resistance_from_item","You have reduced Cold Resistance.","","","Cold Resistance Loss",[146],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[146],[],"","","","","","",[],"",[],""
1161,"reduced_enemy_lightning_resistance_from_item","You have reduced Lightning Resistance.","","","Lightning Resistance Loss",[148],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[148],[],"","","","","","",[],"",[],""
1162,"reduced_enemy_chaos_resistance_from_item","You have reduced Chaos Resistance.","","","Chaos Resistance Loss",[150],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[],"",[],""
1163,"increased_enemy_physical_damage_taken_from_item","You take increased Physical Damage.","","","Physical Damage Taken Increase",[544],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[544],[],"","","","","","",[],"",[],""
1164,"reduced_enemy_fire_resistance_from_hellscape_item","You have reduced Fire Resistance.","","","Fire Resistance Loss",[144],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[144],[],"","","","","","",[],"",[],""
1165,"reduced_enemy_cold_resistance_from_hellscape_item","You have reduced Cold Resistance.","","","Cold Resistance Loss",[146],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[146],[],"","","","","","",[],"",[],""
1166,"reduced_enemy_lightning_resistance_from_hellscape_item","You have reduced Lightning Resistance.","","","Lightning Resistance Loss",[148],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[148],[],"","","","","","",[],"",[],""
1167,"reduced_enemy_chaos_resistance_from_hellscape_item","You have reduced Chaos Resistance.","","","Chaos Resistance Loss",[150],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[150],[],"","","","","","",[],"",[],""
1168,"increased_enemy_physical_damage_taken_from_hellscape_item","You take increased Physical Damage.","","","Physical Damage Taken Increase",[544],1,3,"","","","",30,938,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[544],[],"","","","","","",[],"",[],""
1169,"unique_nearby_enemies_reduced_stun_recovery","You recover slower from being stunned.","","","Aul's Uprising",[221],1,3,"","","","",30,939,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[221],[],"","","","","","",[],"",[],""
1170,"unique_nearby_enemies_increased_flask_charges","You provide extra flask charges when killed.","","","Aul's Uprising",[458],1,3,"","","","",30,939,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[458],[],"","","","","","",[],"",[],""
1171,"unique_nearby_enemies_new_increased_chance_crit","Enemies have increased Critical Strike chance against you.","","","Aul's Uprising",[9038],1,3,"","","","",9,939,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9038],[],"","","","","","",[],"",[],""
1172,"unique_nearby_enemies_increased_chance_crit","Enemies have increased Critical Strike chance against you.","","","Aul's Uprising",[9042],1,3,"","","","",9,939,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[9042],[],"","","","","","",[],"",[],""
1173,"unique_reduced_enemy_all_resistance","You have reduced Resistances.","","","Crown of the Tyrant",[7634],1,3,"","","","",30,939,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[7634],[],"","","","","","",[],"",[],""
1174,"have_your_skills_crit_recently","",1,"","",[8273],"",9,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[8273],[],"","","","","","",[],"",[],""
1175,"rain_of_spores_vines_aura_cap","",1,"","",[8291],1,3,"","","",1,30,0,"","",2,"","","","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8291],[],"","","","","","",[],"",[],""
1176,"number_of_nearby_allies","",1,"","",[],1,3,"","","",1,30,0,"","",17,"",1,1,"",0,"","TrackNearbyTargets","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1177,"azurite_debuff","You are taking Cold Damage over time and have reduced Movement Speed.","","","Coated in Azurite","[1976,177]",1,4,1,8313,8312,1,30,937,1,"",2,"",1,1,"",0,"","AzuriteDebuff","","","","",2,"","",0,[],"","",[],"",[],[],"[1976,177]",[],"","","","","","",[],"",[],""
1178,"delve_beast_buff","",1,"","","[10,11,476,177,24]",1,1,"","","","",30,614,"","",1,"",1,1,"",75,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[10,11,476,177,24]",[],"","","","","","",[],"",[],""
1179,"gain_spirit_charges","",1,"","",[4930],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","GainSpiritCharges","","","","",4,"","",0,[],"","",[],"",[],[],[4930],[],"","","","","","",[],"",[],""
1180,"delve_blackhole_aura","",1,"","Darkness",[8116],"",3,"","","","",30,0,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8116],[],"","","","","","",[],"",[],""
1181,"life_regen_aura_from_ascendancy","",1,"","",[450],1,3,"","","","",30,0,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
1182,"delve_monster_no_darkness_immune","",1,"","",[8315],1,3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8315],[],"","","","","","",[],"",[],""
1183,"boss_life_multiplier","",1,"","",[8385],1,3,"","","","",30,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8385],[],"","","","","","",[],"",[],""
1184,"lich_boss_obelisk_no_damage","",1,"","",[2968],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[2968],[],"","","","","","",[],"",[],""
1185,"einhar_life_aura","Einhar is granting you life regeneration, life leech and life on kill.","","","Boon of the First Ones","[450,105,3307]",1,3,"","","","",30,944,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[450,105,3307]",[],"","","","","","",[],"",[],""
1186,"bonechill","",1,"","","[8708,8400]",1,3,"","","",1,30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[8708,8400]",[],"","","","","","",[],"",[],""
1187,"frost_fury_stage","Your Winter Orb has built up stages, letting you pelt nearby enemies with projectiles faster.","","","Winter Orb",[8405],1,3,1,"",8406,1,30,949,1,"",6,"",1,1,"",0,"","FrostFuryStage","","","","",4,"","",0,[],"","",[],"",[],[],[8405],[],"","","","","","",[],"",[],""
1188,"impaled_debuff","You're impaled by a hit, and will take a portion of that reflected hit damage when you are hit again","","","Impaled",[8409],"",1,1,"","",1,30,942,1,1,2,"",1,1,"",0,"","ImpaledDebuff","","","","",3,"","",0,[],"","",[],"",[],[8681],[8409],[],"","","","","","",[],"",[],""
1189,"conduit_sigil","You are Branded, firing beams which deal damage to you and those around you","","","Storm Brand","[476,17912]",1,1,1,"","",1,30,957,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","",2,"","",0,[],"","",[],"",[],[],"[476,17912]",[],"","","","","","",[],"",[],""
1190,"zana_player_bubble","You are protected by Zana. You will take no damage and cannot die.","","","Zana's Protection","[140,397]",1,3,"","","",1,30,943,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[140,397]",[],"","","","","","",[],"",[],""
1191,"focus","You are focused. Item modifiers may provide bonuses based on this.","","","Focused",[8453],1,2,"","","",1,30,945,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[8453],[14551],"","","","","","",[],"",[],""
1192,"bloodstained_banner_buff_aura","You have increased accuracy.","","","War Banner","[84,2602,1033,24,1902,450,18550]",1,3,"","","","",30,950,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","",4,"","",0,[],"","",[],"",[],[],"[84,2602,1033,24,1902,450,18550]",[],"","","","","","",[],"",[],""
1193,"bloodstained_banner_debuff_aura","Physical damage you take is increased.","","","War Banner",[544],1,3,"","","","",30,951,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[544],[],"","","","","","",[],"",[],""
1194,"bloodstained_banner_stage","Your Banner is gaining stages while you carry it.","","","War Banner Stage",[],1,4,1,"",11784,1,30,956,1,"",17,"",1,1,"",50,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1195,"puresteel_banner_stage_cooldown","",1,"","",[],1,1,"","","",1,30,0,1,"",17,"","","","",5,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1196,"banner_add_stage_on_kill","",1,"","",[8461],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"",1,0,[],"","",[],"",[],[],[8461],[],"","","","","","",[],"",[],""
1197,"puresteel_banner_buff_aura","Your attacks have a chance to impale enemies.","","","Dread Banner","[8411,8433,2602,1033,24,1902,450,18550]",1,3,"","","","",30,952,1,"",1,"",1,1,"",0,"","ActiveBanner","","","","",4,"","",0,[],"","",[],"",[],[],"[8411,8433,2602,1033,24,1902,450,18550]",[],"","","","","","",[],"",[],""
1198,"puresteel_banner_debuff_aura","You are less accurate.","","","Dread Banner","[8473,12950]",1,3,"","","","",30,953,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[8473,12950]",[],"","","","","","",[],"",[],""
1199,"puresteel_banner_stage","Your Banner is gaining stages while you carry it.","","","Dread Banner Stage",[],1,4,1,"",11785,1,30,956,1,"",17,"",1,1,"",50,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1200,"banner_add_stage_on_impale","",1,"","",[8462],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"",1,0,[],"","",[],"",[],[],[8462],[],"","","","","","",[],"",[],""
1201,"arctic_breath_cold_damage_over_time","You are taking cold damage over time from Creeping Frost's chilling area","","","Creeping Frost","[1976,10875]",1,3,"","","","",30,975,"","",2,"",1,1,"",0,"","ArcticBreathDebuff","","","","",4,"","",0,[],"","",[],"",[],[],"[1976,10875]",[],"","","","","","",[],"",[],""
1202,"shapers_presence","Effects on you and nearby allies expire slower.","",1,"Shaper's Presence",[8606],"",3,"","","","",30,961,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8606],[],"","","","","","",[],"",[],""
1203,"have_used_a_shield_skill_recently","",1,"","",[8482],"",9,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[8482],[],"","","","","","",[],"",[],""
1204,"trigger_skills_granted_by_item","",1,"","",[4930],"",1,"","","","",30,0,1,"",1,"",1,1,"",0,"","TriggerSkillsGrantedByItem","","","","",4,"","",0,[],"","",[],"",[],[],[4930],[],"","","","","","",[],"",[],""
1205,"betrayal_zombie_enrage","",1,"","Enrage","[70,177,26,476]",1,3,"","","","",30,947,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[70,177,26,476]",[],"","","","","","",[],"",[],""
1206,"secret_police_taser","You are being slowed by a charged net.","","","Charged Net",[345],"",3,"","","","",30,948,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[345],[],"","","","","","",[],"",[],""
1207,"overpowered_reduced_block_chance","Your chance to block attack and spell hits is lowered.","","","Overpowered","[2088,1084]",1,1,"","","",1,30,971,"","",2,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[2088,1084]",[],"","","","","","",[],"",[],""
1208,"cataclysm_sigil","You are Branded, causing fiery meteors to fall from the sky around you","","","Armageddon Brand","[476,17912]",1,1,1,"","",1,30,966,1,"",2,"",1,1,"",0,"","ActiveSigil","","","","",2,"","",0,[],"","",[],"",[],[],"[476,17912]",[],"","","","","","",[],"",[],""
1209,"flask_life_leech_on_damage_taken","",1,"","",[8488],"",3,"","","","",30,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8488],[],"","","","","","",[],"",[],""
1210,"betrayal_scientist_reflection_beam","You are taking Lightning Damage over Time","","","Scientist's Beam",[1978],1,3,"","","","",30,959,"","",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1978],[],"","","","","","",[],"",[],""
1211,"unique_life_regen_aura_from_block","You are regenerating Life","","","Life Regeneration Aura",[450],1,3,"","","","",30,979,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
1212,"have_rampaged_recently_buff","",1,"","",[8588],"",9,"","","",1,30,0,1,"",17,"","","","",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[8588],[],"","","","","","",[],"",[],""
1213,"increased_flask_charges_granted_while_bleeding","",1,"","",[458],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[458],[],"","","","","","",[],"",[],""
1214,"summoned_spider_buff","Each of your Raised Spiders is granting you increased Attack Speed and increased Damage with Poison","","","Raised Spider","[70,3360]",1,1,"","","",1,30,963,1,"",1,"",1,1,"",0,"","","","","","",2,"","",0,[],"","",[],"",[],[],"[70,3360]",[],"","","","","","",[],"",[],""
1215,"unique_flask_vial_of_unlife","",1,"","Cinderswallow Urn","[8631,3307,6329,7122]",1,3,"","","","",30,0,1,"",4,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[8631,3307,6329,7122]",[],"","","","","","",[],"",[],""
1216,"ignited_damage_increase","You take increased damage","","","Ignited Damage Increase",[476],"",3,"","","",1,30,965,"","",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[476],[],"","","","","","",[],"",[],""
1217,"flask_bonus_life_regeneration_percent","You have additional Life Regeneration while this flask is in effect",1,"","Life Regeneration",[450],1,3,"","","","",30,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[450],[],"","","","","","",[],"",[],""
1218,"flask_bonus_stun_avoidance","You have a chance to Avoid being Stunned while this flask is in effect",1,"","Stun Avoidance",[6075],1,3,"","","","",30,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[6075],[],"","","","","","",[],"",[],""
1219,"flask_bonus_mana_cost","You have reduced Mana Cost of Skills while this flask is in effect",1,"","Mana Cost",[213],1,3,"","","","",30,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[213],[],"","","","","","",[],"",[],""
1220,"flask_bonus_critical_strike_chance","You have increased Critical Strike Chance while this flask is in effect",1,"","Critical Strike Chance",[553],1,3,"","","","",30,0,1,"",4,"",1,"","",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[553],[],"","","","","","",[],"",[],""
1221,"scorched","Your elemental resistances are lowered.","","","Scorched",[141],"",13,"","","",1,17,976,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[141],[14544],"","",1,1,"","",[],"",[],1
1222,"frostburn","Hits against you have additional critical strike chance","","","Brittle",[9039],"",13,"","","",1,20,977,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[9039],[14545],"","",1,1,"","",[],"",[],1
1223,"sapped","You deal less damage.","","","Sapped",[8666],"",13,"","","",1,21,978,"","",2,"",1,1,"",0,"","",1,"","","",4,"","",0,[],"","",[],"",[],[],[8666],[14546],"","",1,1,"","",[],"",[],1
1224,"wither_nearby_enemies_every_second","",1,"","",[8680],"",3,"","","","",30,0,1,"",17,"","","","",0,"","WitherNearbyEnemies","","","","",4,"","",0,[],"","",[],"",[],[],[8680],[],"","","","","","",[],"",[],""
1225,"freeze_nearby_chilled_enemies_every_4_seconds","",1,"","",[18705],"",3,"","","","",30,0,1,"",17,"","","","",0,"","FreezeNearbyChilledEnemies","","","","",4,"","",0,[],"","",[],"",[],[],[18705],[],"","","","","","",[],"",[],""
1226,"armour_if_impaled_recently_aura","",1,"","",[116],1,3,"","","","",30,0,1,"",1,"",1,1,"",0,1,"","","","","",4,"","",0,[],"","",[],"",[],[],[116],[],"","","","","","",[],"",[],""
1227,"occultist_hit_damage_while_chilled","",1,"","",[8675],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8675],[],"","","","","","",[],"",[],""
1228,"occultist_damage_over_time_dealt_while_hindered","",1,"","",[8676],"",3,"","","","",30,0,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[8676],[],"","","","","","",[],"",[],""
1229,"champion_damage_against_impaled","You deal additional physical damage for each Impale on enemies you hit","","","Master of Metal","[8677,8678]",1,3,"","","",1,30,967,1,1,1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[8677,8678]",[],"","","","","","",[],"",[],""
1230,"betrayal_banner_aura","",1,"","","[24,450,476]",1,3,"","","","",30,968,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,450,476]",[],"","","","","","",[],"",[],""
1231,"betrayal_keema_enrage","",1,"","Enrage","[24,70,216]",1,3,"","","","",30,970,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,70,216]",[],"","","","","","",[],"",[],""
1232,"ground_consecration_elreon","Grants Life Regeneration","","","Consecrated Ground","[450,744,6418,24,1033,13403,1276]",1,3,"","","","",30,972,"","",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[450,744,6418,24,1033,13403,1276]",[3816],"","","","","","",[],"",[],""
1233,"betrayal_hillock_buff","",1,"","","[24,476]","",3,"","","","",30,974,1,"",17,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],"[24,476]",[],"","","","","","",[],"",[],""
1234,"catarina_graveyard_fire","You are taking fire damage","","","Ghostflame Graveyard",[1974],1,3,"","","","",30,981,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1235,"catarina_blackflame_ignite","Move to the active cemetery to complete the ritual to nullify Catarina's power.","","","Blackflame Ignite",[1974],1,11,"","","","",30,980,1,"",2,"",1,1,"",0,"","CatarinaBlackflameIgnite","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1236,"catarina_blackflame_aura","You are taking fire damage","","","Blackflame Ignite",[1974],1,3,"","","","",30,981,1,"",2,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[1974],[],"","","","","","",[],"",[],""
1237,"critical_strike_multiplier_aura","You have additional Critical Strike Multiplier while near allies using Kingmaker",1,"","Kingmaker's Presence",[95],1,3,"","","","",30,0,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[95],[],"","","","","","",[],"",[],""
1238,"catarina_ritual_aura","Stand in the cemetery with Blackflame Ignite to complete the ritual and nullify Catarina's power.","","","Ritual of Undeath",[],1,3,"","","","",30,982,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[],[],"","","","","","",[],"",[],""
1239,"catarina_immunity","","","","",[140],1,3,"","","","",30,983,1,"",1,"",1,1,"",0,"","","","","","",4,"","",0,[],"","",[],"",[],[],[140],[],"","","","","","",[],"",[],""
