"rownum","Id","i32","WorldAreasKeys","i32","i32","BossMonsterSpawnChance","BossMonsterCount","BossMonster_MonsterVarietiesKeys","bool","[i32]","[string]","TagsKeys","MinLevel","MaxLevel","WorldAreas2","i32","PackFormation","i32","bool","[rid]","bool","bool","bool","bool","[string]","NecropolisPack"
1690,"atlas-zombiedrowned1",0,[0],6,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1691,"atlas-zombiedrowned2",0,[0],6,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1692,"atlas-zombieblackguard1",0,[0],6,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1693,"atlas-zombiedismember1",0,[0],6,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1694,"atlas-ghostpirate1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1695,"atlas-ghostpirate2",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1696,"atlas-ghostpirate3",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1697,"atlas-ghostpirate4",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1698,"atlas-blackguardzombie1",0,[0],5,9,80,1,[3955],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1699,"atlas-beastdegen1",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1700,"atlas-beastskeleton1",0,[0],3,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1701,"atlas-beastskeleton2",0,[0],3,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1702,"atlas-beastcleave1",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1703,"atlas-beastcleave2",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1704,"atlas-beast1",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1705,"atlas-beast2",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1706,"atlas-beast3",0,[0],3,5,80,1,[2723],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1707,"atlas-rhoa1",0,[0],4,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1708,"atlas-rhoaskeleton1",0,[0],3,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1709,"atlas-rhoaskeleton2",0,[0],3,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1710,"atlas-fragment1",0,[0],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1711,"atlas-fragment2",0,[0],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1712,"atlas-fragment3",0,[0],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1713,"atlas-snakemelee1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1714,"atlas-snakespit1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1715,"atlas-snakespit2",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1716,"atlas-snakeflame1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1717,"atlas-skeleton1",0,[0],5,9,80,1,[416],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1718,"atlas-skeleton2",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1719,"atlas-skeleton3",0,[0],4,7,80,1,[1613],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1720,"atlas-skeleton4",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1721,"atlas-skeleton5",0,[0],4,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1722,"atlas-skeleton6",0,[0],4,7,80,1,[1619],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1723,"atlas-skeleton7",0,[0],4,8,80,0,[2551],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1724,"atlas-skeleton8",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1725,"atlas-skeleton9",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1726,"atlas-skeleton10",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1727,"atlas-skeleton11",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1728,"atlas-skeleton12",0,[0],4,7,80,1,[407],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1729,"atlas-skeleton13",0,[0],4,7,80,1,[407],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1730,"atlas-skeleton14",0,[0],4,7,80,1,[407],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1731,"atlas-skeleton15",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1732,"atlas-skeleton16",0,[0],4,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1733,"atlas-skeleton17",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1734,"atlas-skeleton18",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1735,"atlas-skeleton19",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1736,"atlas-skeleton20",0,[0],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1737,"atlas-skeleton22",0,[0],4,8,80,1,[4535],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1738,"atlas-skeleton23",0,[0],4,8,50,1,[418],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1739,"atlas-skeleton24",0,[0],4,8,50,1,[418],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1740,"atlas-skeleton25",0,[0],4,8,50,1,[418],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1741,"atlas-skeleton26",0,[0],4,8,50,1,[418],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1742,"atlas-skeleton27",0,[0],4,8,80,1,[1613],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1743,"atlas-skeleton28",0,[0],4,8,80,1,[1613],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1744,"atlas-skeleton29",0,[0],4,8,80,1,[1619],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1745,"atlas-skeleton30",0,[0],4,8,80,1,[418],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1746,"atlas-halfskeleton1",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1747,"atlas-taster1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1748,"atlas-eyes1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1749,"atlas-eyes2",0,[0],5,9,75,1,[4224],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1750,"atlas-iguana1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1751,"atlas-gemfrog1",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1752,"atlas-sandspitter1",0,[0],6,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1753,"atlas-squid1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1754,"atlas-mossmonster1",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1755,"atlas-mossmonster2",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1756,"atlas-mossmonster3",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1757,"atlas-mossmonster4",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1758,"atlas-mossmonster5",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1759,"atlas-cannibal1",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1760,"atlas-cannibal2",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1761,"atlas-cannibal3",0,[0],4,8,80,1,[2813],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1762,"atlas-kiweth1",0,[0],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1763,"atlas-pitbull1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1764,"atlas-cockerel1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1765,"atlas-spider1",0,[0],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1766,"atlas-spider2",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1767,"atlas-spider3",0,[0],5,8,20,1,[2723],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1768,"atlas-spider4",0,[0],5,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1769,"atlas-goatman1",0,[0],5,9,75,1,[273],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1770,"atlas-goatman2",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1771,"atlas-goatman4",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1772,"atlas-bats1",0,[0],4,8,50,1,[4057],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1773,"atlas-gladiator1",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1774,"atlas-bull1",0,[0],3,5,75,1,[4282],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1775,"atlas-axis1",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1776,"atlas-axis2",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1777,"atlas-axis3",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1778,"atlas-axis4",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1779,"atlas-dropbear1",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1780,"atlas-dropbear2",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1781,"atlas-dockworker1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1782,"atlas-monkeyflamebearer1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1783,"atlas-flamebearer1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1784,"atlas-bandit1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1785,"atlas-bandit2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1786,"atlas-bandit3",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1787,"atlas-bandit4",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1788,"atlas-bandit5",0,[0],5,11,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1789,"atlas-demon1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1790,"atlas-demon2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1791,"atlas-demon3",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1792,"atlas-demon4",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1793,"atlas-demon5",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1794,"atlas-lion1",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1795,"atlas-lion2",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1796,"atlas-lion3",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1797,"atlas-hound1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1798,"atlas-monkey2",0,[0],7,10,100,1,[362],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1799,"atlas-monkey3",0,[0],7,13,100,1,[362],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1800,"atlas-monkey5",0,[0],7,11,100,1,[367],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1801,"atlas-spawn1",0,[0],9,15,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1802,"atlas-spawn2",0,[0],9,15,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1803,"atlas-spawn3",0,[0],9,15,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1804,"atlas-spawn4",0,[0],9,15,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1805,"atlas-spider5",0,[0],9,11,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1806,"atlas-spider7",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1807,"atlas-spider8",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1808,"atlas-seawitch1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1809,"atlas-seawitch2",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1810,"atlas-frog1",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1811,"atlas-goatman3",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1812,"atlas-kiweth2",0,[0],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1813,"atlas-waterelemental1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1814,"atlas-waterelemental2",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1815,"atlas-waterelemental3",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1816,"atlas-waterelemental4",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1817,"atlas-waterelemental5",0,[0],6,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1818,"atlas-spiker1",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1819,"atlas-spiker2",0,[0],4,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1820,"atlas-devourer1",2,[0],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1821,"atlas-spider6",0,[0],6,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1822,"atlas-guardian1",0,[0],6,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1823,"atlas-guardian2",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1824,"atlas-guardian3",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1825,"atlas-bloodelemental1",0,[0],4,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1826,"atlas-vulture1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1827,"atlas-vulture2",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1828,"atlas-sandleaper1",0,[0],8,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1829,"atlas-kaomwarrior1",0,[0],5,7,50,1,[4118],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1830,"atlas-kaomwarrior2",0,[0],5,7,50,1,[4130],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1831,"atlas-ossuaryskeletons1",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1832,"atlas-ossuaryskeletons2",0,[0],5,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1833,"atlas-reliquaryskeletons1",0,[0],4,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1834,"atlas-watervortexelemental1",0,[0],4,8,100,1,[3955],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1835,"atlas-vendigo1",0,[0],3,5,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1836,"atlas_iceelementalhelion1",0,[0],5,7,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1837,"atlas-banshee1",0,[0],4,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1838,"sextant-fire",0,[0],3,6,25,1,[4308],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1839,"sextant-cold",0,[0],3,6,25,1,[4282],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1840,"sextant-physical",0,[0],3,6,25,1,[4601],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1841,"sextant-lightning",0,[0],3,6,25,1,[4341],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1842,"sextant-chaos",0,[0],3,6,25,1,[4081],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1843,"sextant-healing",0,[0],3,6,100,2,[1307],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1844,"sextant-citystalkers",0,[0],3,6,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1845,"sextant-bodyguards",2,[0],2,3,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1846,"sextant-bodyguards-small",1,[0],1,1,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],"","","",1,[],""
1847,"sextant-poisonparasites",0,[0],5,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1848,"sextant-pyromaniacs",0,[0],6,12,100,1,"[2582,2580,2581]","",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1849,"supporterskeletons-melee",0,[0],6,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1850,"supporterskeletons-firecaster",0,[0],5,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1851,"supporterskeletons-lightningcaster",0,[0],5,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1852,"supportreskeletons-coldcaster",0,[0],5,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1853,"supporterskeletons-rhoa",0,[0],6,12,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1854,"supporterskeletons-bows",0,[0],5,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1855,"supporterskeletons-firebows",0,[0],5,10,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1856,"breach-fire1",0,[0],1,2,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1857,"breach-fire2",0,[0],2,3,10,1,[5178],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1858,"breach-fire3",0,[0],3,4,15,1,[5178],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1859,"breach-fire4",0,[0],4,5,15,1,[5179],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1860,"breach-fire5",0,[0],4,7,20,1,[5179],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1861,"breach-fire6",0,[0],5,8,25,1,[5179],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],925
1862,"breach-cold1",0,[0],1,2,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1863,"breach-cold2",0,[0],2,3,10,1,[5202],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1864,"breach-cold3",0,[0],3,4,15,1,[5202],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1865,"breach-cold4",0,[0],4,5,15,1,[5203],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1866,"breach-cold5",0,[0],4,7,20,1,[5203],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1867,"breach-cold6",0,[0],5,8,25,1,[5203],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],926
1868,"breach-lightning1",0,[0],1,2,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1869,"breach-lightning2",0,[0],2,3,10,1,[5208],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1870,"breach-lightning3",0,[0],3,4,15,1,[5208],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1871,"breach-lightning4",0,[0],4,5,15,1,[5209],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1872,"breach-lightning5",0,[0],4,7,20,1,[5209],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1873,"breach-lightning6",0,[0],5,8,25,1,[5209],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],927
1874,"breach-physical1",0,[0],5,8,25,1,[5221],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],928
1875,"breach-chaos1",0,[0],5,8,25,1,[5195],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],929
1876,"breach-generic1",0,[0],1,2,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1877,"breach-generic2",0,[0],2,3,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],930
1878,"breach-generic3",0,[0],2,3,0,0,[],"",[100],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],931
1879,"navali-goatman-pack1",0,[0],6,8,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1880,"breach-fire-map1",0,"[1063,1068,1073,1078]",7,9,75,1,[5180],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1881,"breach-fire-map2",0,"[1063,1068,1073,1078]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1882,"breach-fire-map3",0,"[1063,1068,1073,1078]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1883,"breach-cold-map1",0,"[1064,1069,1074,1079]",7,9,75,1,[5204],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1884,"breach-cold-map2",0,"[1064,1069,1074,1079]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1885,"breach-cold-map3",0,"[1064,1069,1074,1079]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1886,"breach-lightning-map1",0,"[1065,1070,1075,1080]",7,9,75,1,[5210],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1887,"breach-lightning-map2",0,"[1065,1070,1075,1080]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1888,"breach-lightning-map3",0,"[1065,1070,1075,1080]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1889,"breach-physical-map1",0,"[1061,1066,1071,1076]",7,9,75,1,[5222],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1890,"breach-physical-map2",0,"[1061,1066,1071,1076]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1891,"breach-physical-map3",0,"[1061,1066,1071,1076]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1892,"breach-chaos-map1",0,"[1062,1067,1072,1077]",7,9,75,1,[5196],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1893,"breach-chaos-map2",0,"[1062,1067,1072,1077]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1894,"breach-chaos-map3",0,"[1062,1067,1072,1077]",7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1895,"breach-uber-fire-map1",0,[1083],7,9,100,1,[5181],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1896,"breach-uber-fire-map2",0,[1083],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1897,"breach-uber-fire-map3",0,[1083],7,9,0,0,[],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
1898,"breach-uber-cold-map1",0,[1084],7,9,100,1,[5206],"",[1],[],[],0,100,[],0,"",0,"",[],1,"","",1,[],""
