"rownum","Quest","Order","FlagsPresent","FlagsMissing","Text","bool","Message","MapPinsKeys1","i32","string","rid","[rid]","bool","[i32]","[i32]","i32","rid","row","[rid]"
265,26,37,[3754],[],"You have found Jiquani's Sanctum. Explore it in search of the large Soul Core.","","Explore Jiquani's Sanctum",[242],0,"Explore Jiquani's Sanctum",242,[],"",[],[],10,"",228,[2752]
266,26,38,[3916],[],"You have found a small Soul Core and opened the door of the Machinarium. Proceed deeper into the ruin.","","Find Jiquani's Sanctum",[238],0,"Proceed deeper into the Machinarium",238,[],"",[],[],10,"",228,[]
267,26,39,[3913],[],"You have found a small Soul Core. Take it to the Stone Altar to proceed deeper into the ruin.","","Activate the Stone Altar",[238],0,"Place the small Soul Core into the Stone Altar",238,[],"",[],[],10,"",228,[2744]
268,26,40,[3840],[],"Your way is blocked by a massive stone door. The operating mechanism requires a small Soul Core. Find one in the vicinity.","","Search for a small Soul Core",[238],0,"Search Jiquani's Machinarium for a small Soul Core to open the Door",238,[],"",[],[],10,"",228,[2744]
269,26,41,[3842],[],"You have discovered another stone altar. Ask Alva for advice about how to activate it.","","Ask Alva for advice",[238],0,"Ask Alva for advice",238,[],"",[],[],10,"",228,[]
270,26,42,[3841],[],"You have discovered another stone altar. Summon Alva for advice about how to activate it.","","Ask Alva for advice",[238],0,"Summon Alva to ask her for advice",238,[],"",[],[],10,"",228,[]
271,26,43,[3753],[],"You have found an ancient Vaal facility. Search within for a large Soul Core.","","Search for a large Soul Core",[238],0,"Search the Machinarium for a large Soul Core",238,[],"",[],[],10,"",228,[2752]
272,26,44,[4825],[],"You have defeated the Machinarium's guardian chimera. Enter the facility.","","Enter Jiquani's Machinarium",[238],0,"Enter Jiquani's Machinarium",231,[],"",[],[],10,"",228,[]
273,26,45,[3760],[],"A massive beast seems to be guarding the entrance to the Machinarium. Defeat it.","","Defeat Xyclucian, the Chimera",[231],0,"Defeat Xyclucian, the Chimera",231,[],"",[],[],10,"",228,[]
274,26,46,[3752],[],"Servi has told you the tale of a ruin where a large Soul Core might be found. Search for the Machinarium within the Chimeral Wetlands.","","Search for the Machinarium",[231],0,"Traverse the Chimeral Wetlands in search of the ancient Machinarium",231,[],"",[],[],10,"",228,[2752]
275,26,47,[3837],[],"Servi has told you the tale of a ruin where a large Soul Core might be found. Find the Chimeral Wetlands, and cross it in search of the Machinarium.","","Find the Chimeral Wetlands",[210],0,"Explore Infested Barrens in search of the Chimeral Wetlands",210,[],"",[],[],10,"",228,[2752]
276,26,48,[3834],[],"The stone altar in Infested Barrens requires a large Soul Core for power. Ask Servi if she or her tribe know where one might be found.","","Talk to Servi",[209],0,"Ask Servi for more information about Soul Cores","",[],"",[],[],10,"",228,[2752]
277,26,49,[3855],[],"You have discovered a stone altar that seems to be a control mechanism for a canal. Summon Alva to ask her for advice on this ancient mechanism.","","Ask Alva for advice",[210],0,"Summon Alva to ask her for advice",210,[],"",[],[],10,"",228,[]
278,26,50,[3642],[],"Ancient ruined canals lead into the jungle. Follow them in search of The Matlan Waterways.","","Follow the canals",[210],0,"Follow the canals in search of The Matlan Waterways",210,[],"",[],[],10,"",228,[]
279,26,51,[3750],[],"Somewhere in the region are canals that could potentially be used to lower the water and reveal the city. Find The Matlan Waterways.","","Search for The Matlan Waterways",[218],0,"Explore beyond the Jungle Ruins in search of The Matlan Waterways",218,[],"",[],[],10,"",228,[]
280,26,52,[3823],[],"Somewhere in the region are canals that could potentially be used to lower the water and reveal the city. Find The Matlan Waterways.","","Search for The Matlan Waterways",[218],0,"Enter the Jungle Ruins to search for The Matlan Waterways","",[],"",[],[],10,"",228,[]
281,26,53,"[3771,3818]",[3857],"The Sunken City of Utzaal appears to live up to its name. Ask the Hooded One about potentially lowering the water to reveal the city.","","Talk to the Hooded One",[209],0,"Ask the Hooded One about lowering the water level",209,[],"",[],[],10,"",228,[]
282,26,54,[3857],"[3771,3818]","The Sunken City of Utzaal appears to live up to its name. Ask the Hooded One about potentially lowering the water to reveal the city.","","Talk to the Hooded One",[209],0,"Ask the Hooded One about lowering the water level",209,[],"",[],[],10,"",228,[]
283,26,55,[3641],[],"You have found a group of treasure hunters already camped on a ziggurat in the middle of a lake. Explore their camp to find out more.","","Explore Ziggurat Encampment",[209],0,"Meet the treasure hunters",209,[],"",[],[],10,"",228,[]
284,26,56,[3643],[],"Only one seat of Vaal civilisation remains unlooted: the Sunken City of Utzaal. Explore the Sandswept Marsh in search of its most prominent Ziggurat.","","Find the Ziggurat",[209],0,"Cross the Sandswept Marsh in search of a Ziggurat",202,[],"",[],[],10,"",228,[]
285,26,57,[3640],[],"Speak to the Hooded One about what do to next.","","Speak to the Hooded One",[202],0,"Speak to the Hooded One about what to do next",202,[],"",[],[],10,"",228,[]
286,27,0,[4849],[],"Quest Complete - You have captured the foremost Vaal expert on the Beast and have been given a Waystone as a reward.",1,"Quest Complete",[],0,"","",[],"",[],[],10,"",228,[]
287,27,1,[4848],[],"Take a Waystone reward from Doryani in The Ziggurat Refuge.","","Take a Waystone from Doryani",[566],0,"Take a Waystone from Doryani","",[],"",[],[],10,"",228,[]
288,27,2,[4949],[],"Speak to Doryani.","","Speak to Doryani",[566],0,"Speak to Doryani","",[],"",[],[],10,"",228,[]
289,27,3,[3808],[],"Speak to Alva about what just happened.","","Speak to Alva about what happened",[566],0,"Speak to Alva about what happened","",[],"",[],[],10,"",228,[]
290,29,0,[2814],[],"Quest Complete - You have found a venom vial in the The Venom Crypts and Servi has rewarded you.",1,"Quest Complete",[],0,"","",[],"",[],[],10,"",228,[]
291,29,1,[3782],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[209],0,"Consume the Venom Draught","",[],"",[],[],10,"",228,[]
292,29,2,[4685],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[209],0,"Consume the Venom Draught","",[],"",[],[],10,"",228,[]
293,29,3,[4687],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[209],0,"Consume the Venom Draught","",[],"",[],[],10,"",228,[]
294,29,4,[2805],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[209],0,"Consume the Venom Draught","",[],"",[],[],10,"",228,[]
295,29,5,[2806],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[209],0,"Consume the Venom Draught","",[],"",[],[],10,"",228,[]
296,29,6,[2807],[],"Consume the Venom Draught that Servi made for you.","","Consume the Venom Draught",[209],0,"Consume the Venom Draught","",[],"",[],[],10,"",228,[]
297,29,7,[3905],[],"Take a Venom Draught from Servi.","","Take a Venom Draught",[209],0,"Take a Venom Draught","",[],"",[],[],10,"",228,[]
298,29,8,[3901],[],"Return to Servi and ask her about the venom vial you found.","","Talk to Servi",[209],0,"Talk to Servi","",[],"",[],[],10,"",228,[2743]
299,29,9,[3900],[],"Pick up the Corpse-snake Venom you found in The Venom Crypts.","","Take the Corpse-snake Venom",[225],0,"Take the Corpse-snake Venom",225,[],"",[],[],10,"",228,[2743]
300,29,10,[3898],[],"You have discovered a corpse in The Venom Crypts. Search it.","","Search the Corpse",[225],0,"Search the Corpse",225,[],"",[],[],10,"",228,[]
301,29,11,[3751],[],"Servi may find uses for materials found in The Venom Crypts. Explore it in search of something useful.","","Explore The Venom Crypts",[225],0,"Explore The Venom Crypts",225,[],"",[],[],10,"",228,[]
302,29,12,[3832],[],"Servi has told you about the Azakh-Kul. Search for the source of their poison.","","Find the source of the Azakh-Kul poison",[],0,"Find the source of the Azakh-Kul poison","",[],"",[],[],10,"",228,[]
303,31,0,[3778],[],"Quest Complete - You have slain Ignagduk, the Bog Witch and have been rewarded with a Flask.",1,"Quest Complete",[],0,"","",[],"",[],[],10,"",228,[]
304,31,1,[3787],[],"Take the Reward from Servi.","","Take the Reward",[209],0,"Take the Reward from Servi","",[],"",[],[],10,"",228,[]
305,31,2,[3786],[],"You have slain Ignagduk, the Bog Witch and freed the spirits of the children she stole. Talk to Servi and tell her the good news.","","Talk to Servi",[209],0,"Return to town and talk to Servi","",[],"",[],[],10,"",228,[2755]
306,31,3,[3776],[],"Ignagduk's Ghastly Spear would serve well as proof that you've killed her. Pick it up.","","Pick up Ignagduk's Ghastly Spear",[248],0,"Pick up Ignagduk's Ghastly Spear",248,[],"",[],[],10,"",228,[2755]
307,31,4,[3775],[],"You have found Ignagduk, the Bog Witch. Slay her and free the spirits of the children she has stolen.","","Kill Ignagduk",[248],0,"Kill Ignagduk",248,[],"",[],[],10,"",228,[]
308,31,5,[3846],[],"Servi has asked you to slay Ignagduk, the Bog Witch and free the spirits of her tribe's stolen children.","","Hunt down Ignagduk",[248],0,"Find Ignagduk in the Carver village and slay her",248,[],"",[],[],10,"",228,[]
309,31,6,[4273],[],"Speak to Servi and ask her for advice.","","Talk to Servi",[248],0,"Speak to Servi for advice about the Carver",248,[],"",[],[],10,"",228,[]
310,31,7,[3773],[],"You have found the village of the Carver. Summon Servi and ask her for advice.","","Summon Servi",[248],0,"Summon Servi for advice about the Carver",248,[],"",[],[],10,"",228,[]
311,30,0,[4677],[],"Quest Complete - You have delivered The Hammer of Kamasa to Oswald and have been rewarded with an Uncut Skill Gem, Gold and access to the Reforging Bench.",1,"Quest Complete",[],0,"","",[],"",[],[],10,"",228,[]
312,30,1,[4676],[],"The Hammer of Kamasa could be of interest to Oswald. Bring it back to him in Ziggurat Encampment.","","Bring The Hammer of Kamasa to Oswald in Ziggurat Encampment",[209],0,"Bring The Hammer of Kamasa to Oswald in Ziggurat Encampment","",[],"",[],[],10,"",228,[2757]
313,30,2,[4675],[],"Goldcrush has dropped a Hammer. This could be of interest to Oswald. Pick it up and bring it back to Oswald in Ziggurat Encampment.","","Pick up The Hammer of Kamasa",[252],0,"Pick up The Hammer of Kamasa",252,[],"",[],[],10,"",228,[2757]
314,30,3,[4674],[],"You have encountered the forgemaster, Mektul. Defeat him.","","Defeat Mektul, the Forgemaster",[252],0,"Defeat Mektul, the Forgemaster",252,[],"",[],[],10,"",228,[]
315,30,4,[3769],[],"You have entered The Molten Vault. Clear it out in search of riches.","","Clear out The Molten Vault",[252],0,"Clear out The Molten Vault",252,[],"",[],[],10,"",228,[]
316,30,5,[4673],[],"Oswald wants you to enter The Molten Vault and clear it out, looking for riches while you do so.","","Enter The Molten Vault",[252],0,"Enter The Molten Vault",251,[],"",[],[],10,"",228,[]
317,30,6,[4672],[],"Speak to Oswald about the monkey statues.","","Speak to Oswald",[251],0,"Speak to Oswald",251,[],"",[],[],10,"",228,[]
318,30,7,"[4815,4671]",[],"You have spotted the monkey statues that Oswald spoke about just ahead. Summon Oswald and give him the news.","","Summon Oswald",[251],0,"Summon Oswald and speak to him about the monkey statues you have spotted",251,[],"",[],[],10,"",228,[]
319,30,8,[4815],[],"You have spotted some monkey statues just ahead. Summon Oswald and speak to him for more information.","","Summon Oswald",[251],0,"Summon Oswald and speak to him about the monkey statues you have spotted",251,[],"",[],[],10,"",228,[]
320,30,9,[4671],[],"Oswald has told you to keep a look out for buildings with Monkey statues on them. Search for The Molten Vault.","","Search for The Molten Vault",[251],0,"Search for The Molten Vault","",[],"",[],[],10,"",228,[]
321,32,0,[3],[],"The Hooded One has suggested that you should speak to Makoru and pay close attention in order to determine where you should travel to next in search of the final weapon piece.","","Speak to Makoru",[],0,"Speak to Makoru","",[],"",[],[],10,"",228,[]
322,32,1,"[2,5106,5104]",[],"You have obtained a weapon piece. Speak to The Hooded One.","","Speak to The Hooded One",[],0,"Speak to The Hooded One","",[],"",[],[],10,"",228,[]
323,32,2,"[2,5106,5104]",[],"You have obtained a weapon piece. Return to Kingsmarch and speak to The Hooded One.","","Return to Kingsmarch",[],0,"Return to Kingsmarch and speak to The Hooded One","",[],"",[],[],10,"",228,[]
324,32,3,"[4127,5087,5106,5104]",[],"The embedded weapon piece has broken free from The Prisoner. Summon The Hooded One as picking it up yourself is far too dangerous.","","Summon The Hooded One",[],0,"Summon The Hooded One","",[],"",[],[],10,"",228,[]
325,32,4,"[4126,5106,5104]",[],"The Prisoner seems to have a piece of the weapon embedded in him. Defeat him to claim another piece of the weapon.","","Defeat The Prisoner",[],0,"Defeat The Prisoner","",[],"",[],[],10,"",228,[]
326,32,5,"[3871,5106,5104]",[],"You have found Solitary Confinement. Explore it in search of one of the weapon pieces.","","Explore Solitary Confinement",[],0,"Explore Solitary Confinement in search of a weapon piece","",[],"",[],[],10,"",228,[]
327,32,6,"[5107,5106,5104]",[],"You have found Solitary Confinement. It may contain one of the weapon pieces.","","Enter Solitary Confinement",[],0,"Enter Solitary Confinement","",[],"",[],[],10,"",228,[]
328,32,7,"[3870,5106,5104]",[],"You have arrived at Izaro's Prison. Explore it in search of one of the weapon pieces.","","Explore Izaro's Prison",[],0,"Explore Izaro's Prison","",[],"",[],[],10,"",228,[]
329,32,8,"[5106,5104]",[],"You have obtained a weapon piece. Speak to Makoru to travel to a new island.","","Speak to Makoru",[],0,"Speak to Makoru to travel to a new island","",[],"",[],[],10,"",228,[]
330,32,9,"[5106,5104]",[],"You have obtained a weapon piece. Return to Kingsmarch and speak to Makoru to travel to a new island.","","Return to Kingsmarch",[],0,"Return to Kingsmarch and choose a new island","",[],"",[],[],10,"",228,[]
331,32,10,"[5105,5104]",[],"You have summoned The Hooded One and notified them of the weapon piece. Watch as they gather it.","","Witness The Hooded One",[],0,"Witness The Hooded One","",[],"",[],[],10,"",228,[]
332,32,11,"[4069,5087,5104]",[],"The embedded weapon piece has broken free from Chetza, the Feathered Plague. Summon The Hooded One as picking it up yourself is far too dangerous.","","Summon The Hooded One",[],0,"Summon The Hooded One","",[],"",[],[],10,"",228,[]
333,32,12,"[4068,5104]",[],"Chetza, the Feathered Plague seems to have a piece of the weapon embedded in it. Defeat it to claim another piece of the weapon.","","Defeat Chetza, the Feathered Plague",[],0,"Defeat Chetza, the Feathered Plague","",[],"",[],[],10,"",228,[]
334,32,13,"[3873,5104]",[],"You have arrived at Shrike Island. Explore it in search of one of the weapon pieces.","","Explore Shrike Island",[],0,"Explore Shrike Island","",[],"",[],[],10,"",228,[]
335,32,14,[5104],[],"You have obtained a weapon piece. Speak to Makoru to travel to a new island.","","Speak to Makoru",[],0,"Speak to Makoru to travel to a new island","",[],"",[],[],10,"",228,[]
336,32,15,[5104],[],"You have obtained a weapon piece. Return to Kingsmarch and speak to Makoru to travel to a new island.","","Return to Kingsmarch",[],0,"Return to Kingsmarch and choose a new island","",[],"",[],[],10,"",228,[]
337,32,16,[5103],[5104],"You have summoned The Hooded One and notified them of the weapon piece. Watch as they gather it.","","Witness The Hooded One",[],0,"Witness The Hooded One","",[],"",[],[],10,"",228,[]
338,32,17,"[4117,5087]",[5104],"The embedded weapon piece has broken free from Diamora, Song of Death. Summon The Hooded One as picking it up yourself is far too dangerous.","","Summon The Hooded One",[],0,"Summon The Hooded One","",[],"",[],[],10,"",228,[]
339,32,18,[4116],[5104],"Diamora, Song of Death seems to have a piece of the weapon embedded in her. Defeat her to claim the first piece of the weapon.","","Defeat Diamora, Song of Death",[],0,"Defeat Diamora, Song of Death","",[],"",[],[],10,"",228,[]
340,32,19,[3867],[5104],"You have found the Singing Caverns. Explore it in search of the first piece of the weapon.","","Explore Singing Caverns",[],0,"Explore Singing Caverns in search of a weapon piece","",[],"",[],[],10,"",228,[]
341,32,20,[5102],[5104],"You have found the Singing Caverns. It may contain one of the weapon pieces.","","Enter Singing Caverns",[],0,"Enter Singing Caverns","",[],"",[],[],10,"",228,[]
342,32,21,[3866],[5104],"You have arrived at Ngatoto Island. Explore it in search of one of the weapon pieces.","","Explore Ngatoto Island",[],0,"Explore Ngatoto Island in search of a weapon piece","",[],"",[],[],10,"",228,[]
343,32,22,[4187],[],"Makoru can take you wherever you'd like to go. Pick an island and set sail.","","Set Sail",[],0,"Talk to Makoru to set sail","",[],"",[],[],10,"",228,[]
344,32,23,[5083],[],"Speak to Makoru to hire her ship.","","Talk to Makoru",[],0,"Talk to Makoru about hiring a ship","",[],"",[],[],10,"",228,[]
345,32,24,[3962],[],"Rog is offering you a Boat Charter. Take it and show it to Makoru to gain access to the ship.","","Take the Boat Charter from Rog",[],0,"Take the Boat Charter from Rog","",[],"",[],[],10,"",228,[]
346,32,25,[5081],[],"Alva has advised that you bring the Treasure Deed to Rog to sell your artefacts and hire a ship. Speak to Rog.","","Talk to Rog",[],0,"Bring the Treasure Deed to Rog","",[],"",[],[],10,"",228,[]
347,32,26,[8],"[5081,5082]","Doryani can give you a Treasure Deed. Take it and bring it to Rog as evidence of your wealth.","","Take the Treasure Deed from Doryani",[],0,"Take the Treasure Deed from Doryani","",[],"",[],[],10,"",228,[]
348,32,27,[3965],[],"Alva has offered you a Treasure Deed. Take it and bring it to Rog as evidence of your wealth.","","Take the Treasure Deed from Alva",[],0,"Take the Treasure Deed from Alva","",[],"",[],[],10,"",228,[]
349,32,28,[4001],[],"Doryani has told you about the search that you must undertake. Talk to Alva about selling your artefacts and hiring a ship.","","Talk to Alva",[],0,"Talk to Alva","",[],"",[],[],10,"",228,[]
350,32,29,[3861],[],"You have arrived in Kingsmarch. Talk to Doryani to learn more about why you've come here.","","Talk to Doryani",[],0,"Talk to Doryani","",[],"",[],[],10,"",228,[]
351,33,0,[4847],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],10,456,228,[]
352,33,1,[4846],[],"","","",[],0,"Survive until the Timer Expires","",[],"",[],[],10,"",228,[]
353,34,0,[4854],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],10,456,228,[]
354,34,1,[4853],[],"","","",[],0,"Defeat the Ritual Casters to Close the Portals","",[],"",[],[],10,"",228,[]
355,35,0,[2647],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],10,456,228,[]
356,35,1,[2646],[],"","","",[],0,"Disable the Crystals before time runs out","",[],"",[],[],10,"",228,[]
357,37,0,[4857],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],10,456,228,[]
358,37,1,[4856],[],"","","",[],0,"Find and Defeat all the Rare Monsters","",[],"",[],[],10,"",228,[]
359,36,0,[2651],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],10,456,228,[]
360,36,1,[2650],[],"","","",[],0,"Defeat all Enemies","",[],"",[],[],10,"",228,[]
361,38,0,[2649],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],10,456,228,[]
362,38,1,[2648],[],"","","",[],0,"Find the Exit","",[],"",[],[],10,"",228,[]
363,40,0,[2656],[],"",1,"The Exit has Opened",[],0,"Trial Complete","",[],"",[],[],10,456,228,[]
364,40,1,[2655],[],"","","",[],0,"Defeat the Floor Boss","",[],"",[],[],10,"",228,[]
365,39,0,[2653],[],"",1,"Trial Complete",[],0,"Trial Complete","",[],"",[],[],10,456,228,[]
366,39,1,[2652],[],"","","",[],0,"Defeat the Boss","",[],"",[],[],10,"",228,[]
367,41,0,[2719],[],"",1,"",[],0,"Trial Complete","",[],"",[],[],10,"",228,[]
368,41,1,[2755],[],"","","Trial Failed from too much Ruin",[],0,"Leave through the Exit","",[],"",[],[],10,"",228,[]
369,41,2,[2800],[],"","","Trial Ended from taking Rewards Early",[],0,"Portal out to Exit","",[],"",[],[],10,"",228,[]
370,41,3,[2718],[],"","","",[],0,"Proceed to the Next Room","",[],"",[],[],10,"",228,[]
371,41,4,[2720],[],"","","",[],0,"Defeat the Boss","",[],"",[],[],10,"",228,[]
372,41,5,[2744],[],"","","",[],0,"Survive until the Timer Expires","",[],"",[],[],10,"",228,[]
373,41,6,[2745],[],"","","",[],0,"Collect all the Soul Cores","",[],"",[],[],10,"",228,[]
374,41,7,[2746],[],"","","",[],0,"Escort the Statue","",[],"",[],[],10,"",228,[]
375,41,8,[2747],[],"","","",[],0,"Sacrifice Monsters to the Altar by slaying them in the Blood Circles","",[],"",[],[],10,"",228,[]
376,41,9,[2748],[],"","","",[],0,"Destroy the Idols","",[],"",[],[],10,"",228,[]
377,41,10,[2717],[],"","","",[],0,"Defeat all the Monsters","",[],"",[],[],10,"",228,[]
378,41,11,[2716],[],"","","",[],0,"Enter the Challenge Area","",[],"",[],[],10,"",228,[]
379,41,12,[2715],[],"","","",[],0,"Choose a Modifier","",[],"",[],[],10,"",228,[]
380,42,0,[2691],[],"Quest Complete - You have completed the Trialmaster's Challenges and have earned 2 Ascendancy Points.",1,"Quest Complete",[],0,"","",[],"",[],[],10,"",228,[]
381,42,1,[2164],[],"Enter The Trial of Chaos and complete the Trialmaster's Challenges.","","Complete the Trialmaster's Challenges",[],0,"Complete the Trialmaster's Challenges","",[],"",[],[],10,"",228,[]
382,42,2,"[4980,4978]",[],"Place the Inscribed Ultimatum in the Temple Offering to undertake the Trialmaster's Challenges.","","Place the Inscribed Ultimatum in the Temple Offering",[],0,"Place the Inscribed Ultimatum in the Temple Offering","",[],"",[],[],10,"",228,[3111]
383,42,3,"[3770,4978]",[],"You've found the Temple of Chaos. Find a use for the Inscribed Ultimatum.","","Find a use for the Inscribed Ultimatum",[],0,"Find a use for the Inscribed Ultimatum","",[],"",[],[],10,"",228,[3111]
384,42,4,[4978],[],"Bring the Inscribed Ultimatum to the Temple of Chaos to participate in a Trial of Chaos.","","Travel to the Temple of Chaos",[231],0,"Travel to the Temple of Chaos",231,[],"",[],[],10,"",228,[3111]
385,43,0,[],[],"Quest Complete - You have aided Doryani in his quest to cleanse areas of Corruption. The situation has stabilised, but the work continues.",1,"Quest Complete",[],0,"","",[],"",[4041],[],10,"",228,[]
386,43,1,[],[],"Complete a Tier 15+ Corrupted Nexus.","","Complete a Tier 15+ Corrupted Nexus",[],0,"Complete a Tier 15+ Corrupted Nexus","",[],"",[4040],[],10,"",228,[]
387,43,2,[],[],"Complete a Tier 14+ Corrupted Nexus.","","Complete a Tier 14+ Corrupted Nexus",[],0,"Complete a Tier 14+ Corrupted Nexus","",[],"",[4039],[],10,"",228,[]
388,43,3,[],[],"Complete a Tier 13+ Corrupted Nexus.","","Complete a Tier 13+ Corrupted Nexus",[],0,"Complete a Tier 13+ Corrupted Nexus","",[],"",[4038],[],10,"",228,[]
389,43,4,[],[],"Complete a Tier 12+ Corrupted Nexus.","","Complete a Tier 12+ Corrupted Nexus",[],0,"Complete a Tier 12+ Corrupted Nexus","",[],"",[4037],[],10,"",228,[]
390,43,5,[],[],"Complete a Tier 11+ Corrupted Nexus.","","Complete a Tier 11+ Corrupted Nexus",[],0,"Complete a Tier 11+ Corrupted Nexus","",[],"",[4036],[],10,"",228,[]
391,43,6,[],[],"Complete a Tier 10+ Corrupted Nexus.","","Complete a Tier 10+ Corrupted Nexus",[],0,"Complete a Tier 10+ Corrupted Nexus","",[],"",[4035],[],10,"",228,[]
392,43,7,[],[],"Complete a Tier 9+ Corrupted Nexus.","","Complete a Tier 9+ Corrupted Nexus",[],0,"Complete a Tier 9+ Corrupted Nexus","",[],"",[4034],[],10,"",228,[]
393,43,8,[],[],"Complete a Tier 8+ Corrupted Nexus.","","Complete a Tier 8+ Corrupted Nexus",[],0,"Complete a Tier 8+ Corrupted Nexus","",[],"",[4033],[],10,"",228,[]
394,43,9,[],[],"Complete a Tier 7+ Corrupted Nexus.","","Complete a Tier 7+ Corrupted Nexus",[],0,"Complete a Tier 7+ Corrupted Nexus","",[],"",[4032],[],10,"",228,[]
395,43,10,[],[],"Complete a Tier 6+ Corrupted Nexus.","","Complete a Tier 6+ Corrupted Nexus",[],0,"Complete a Tier 6+ Corrupted Nexus","",[],"",[4031],[],10,"",228,[]
396,43,11,[],[],"Complete a Tier 5+ Corrupted Nexus.","","Complete a Tier 5+ Corrupted Nexus",[],0,"Complete a Tier 5+ Corrupted Nexus","",[],"",[4030],[],10,"",228,[]
397,43,12,[],[],"Complete a Tier 4+ Corrupted Nexus.","","Complete a Tier 4+ Corrupted Nexus",[],0,"Complete a Tier 4+ Corrupted Nexus","",[],"",[4029],[],10,"",228,[]
398,43,13,[],[],"Complete a Tier 3+ Corrupted Nexus.","","Complete a Tier 3+ Corrupted Nexus",[],0,"Complete a Tier 3+ Corrupted Nexus","",[],"",[4028],[],10,"",228,[]
399,43,14,[],[],"Complete a Tier 2+ Corrupted Nexus.","","Complete a Tier 2+ Corrupted Nexus",[],0,"Complete a Tier 2+ Corrupted Nexus","",[],"",[4027],[],10,"",228,[]
400,43,15,[109],[],"Defeat the Corrupted Boss.","","Defeat the Corrupted Boss",[],0,"Defeat the Corrupted Boss","",[],"",[],[],10,"",228,[]
401,43,16,[108],[],"Discover the radiating source of Corruption.","","Discover the source of Corruption",[],0,"Discover the radiating source of Corruption","",[],"",[],[],10,"",228,[]
402,43,17,[],[],"Travel to the Corrupted Nexus.","","Travel to the Corrupted Nexus",[],0,"Travel to the Corrupted Nexus","",[],"","[4175,4173]",[],10,"",228,[]
403,43,18,[],[],"Search for the source of Corruption.","","Search for the source of Corruption",[],0,"Search for the source of Corruption","",[],"",[4174],[],10,"",228,[]
404,43,19,[],[],"Return to Doryani.","","Return to Doryani",[],0,"Return to Doryani","",[],"",[4173],[],10,"",228,[]
405,43,20,[101],[],"Complete the Corrupted Map.","","Complete the Corrupted Map",[],0,"Complete the Corrupted Map","",[],"",[],[],10,"",228,[]
406,43,21,[],[],"Investigate the Corrupted Map.","","Investigate the Corrupted Map",[],0,"Investigate the Corrupted Map","",[],"",[4171],[],10,"",228,[]
407,43,22,[],[],"Travel to the Corrupted Biome.","","Travel to the Corrupted Biome",[],0,"Travel to the Corrupted Biome","",[],"",[4204],[],10,"",228,[]
408,43,23,[],[],"You have confirmed that the Map Device is functional. Report back to Doryani for further instruction.","","Return to Doryani",[],0,"Report to Doryani that the Map Device is functional","",[],"",[4178],[],10,"",228,[]
409,43,24,[],[],"Complete the Map by completing all of the Map Objectives.","","Complete the Map",[],0,"Complete the Map","",[],"",[4170],[],10,"",228,[]
410,43,25,[],[],"Doryani has given you a Waystone and wants you to test out the Map Device. Place the Waystone in the Map Device and travel to a Map.","","Activate the Waystone",[],0,"Use the Map Device to travel to a Map","",[],"",[4172],[],10,"",228,[]
411,43,26,[],[],"Doryani wants you to test out the Map Device to check that it is functional.","","Use the Map Device",[],0,"Use the Map Device to see if it is functional","",[],"",[4025],[],10,"",228,[]
412,44,0,[],[],"Quest Complete - You have killed the Arbiter of Ash.",1,"Quest Complete",[],0,"","",[],"",[4089],[],10,"",228,[]
413,44,1,[],[],"Defeat the Arbiter of Ash.","","Defeat the Arbiter of Ash",[],0,"Defeat the Arbiter of Ash","",[],"",[4090],[],10,"",228,[]
414,44,2,[],[],"You have unlocked the door. Enter the Arena and explore the Burning Monolith further.","","Enter the Arena",[],0,"Enter the Arena","",[],"",[4091],[],10,"",228,[]
415,44,3,[],[],"Use the Crisis Fragments to open the locked door.","","Use the Crisis Fragments to open the locked door",[],0,"Use the Crisis Fragments to open the locked door","",[341],"","[4087,4086,4088]",[],10,"",228,[]
416,44,4,[],[],"Return to The Burning Monolith.","","Return to The Burning Monolith",[],0,"Return to The Burning Monolith","",[],"","[4087,4086,4088]",[],10,"",228,[]
417,44,5,[],[],"Defeat Doryani, Royal Thaumaturge.","","Defeat Doryani, Royal Thaumaturge",[],0,"Defeat Doryani, Royal Thaumaturge","",[],"","[4087,4086,4084]",[],10,"",228,[]
418,44,6,[],[],"Search the Stone Citadel for Doryani.","","Search the Stone Citadel for Doryani",[],0,"Search the Stone Citadel for Doryani","",[],"","[4087,4086,4082]",[4084],10,"",228,[]
419,44,7,[],[],"Travel to the Stone Citadel.","","Travel to the Stone Citadel",[],0,"Travel to the Stone Citadel","",[],"","[4087,4086]",[4082],10,"",228,[]
420,44,8,[],[],"Defeat The Perennial King.","","Defeat The Perennial King",[],0,"Defeat The Perennial King","",[],"","[4088,4086,4085]",[],10,"",228,[]
