"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","i32_64"
7022,"GAHeistRobotHoundStomp","[110,617,197]",[1099],[50],1,0,0
7023,"GAHeistThugMinibossLeapSlamEnraged",[617],[1099],[50],1,0,0
7024,"GAHeistThugMinibossGroundSlamEnraged","[617,1112]",[1099],[50],1,0,0
7025,"GAHeistThugMinibossGroundSlamEnragedDonut",[617],[1099],[50],1,0,0
7026,"GSHeistSceinceCanisterDetonationProjectileImpact",[617],[1102],[25],2.25,0,1025758986
7027,"GSHeistNilesPulse",[617],[],[],3.5,0,1032805417
7028,"GAHeistRobotStormcallerSlam1",[617],[],[],1,0,0
7029,"GAHeistRobotStormcallerSlam2",[617],[],[],1,0,0
7030,"GSHeistRobotPyreBeamBlast",[617],[659],[-50],3.2,0,1025758986
7031,"GSHeistRobotPyreNukeBeam",[617],[],[],4,0,1028443341
7032,"GSHeistRobotPyreNukeBeamChannelled",[617],[],[],4,0,1027101164
7033,"GSHeistRobotPyreBeamSweepBeam",[617],[],[],2.5,0,1025758986
7034,"GSHeistRobotAutomatonBombBlast",[617],[],[],7,0,1028443341
7035,"GSHeistRobotAutomatonSnap",[617],[],[],3,0,1027101164
7036,"GSHeistRobotSkitterExplodeOnDeath",[617],"[1099,1101]","[25,25]",3,0,1025222115
7037,"GSHeistRobotTotemColdSnap",[617],[5750],[30],4,0,1026295857
7038,"GSHeistRobotTotemFireSnap",[617],[5750],[30],4,0,1026295857
7039,"GSHeistCultistMachineryExplode",[617],[],[],4.5,0,1026295857
7040,"GAHeistThugMelee2LeapSlam",[617],[1099],[50],1,0,0
7041,"GSHeistCultistCanisterGreenHit","[617,1927,12386]",[],[],0.26,0,1026295857
7042,"GAHeistRobotArgusSlam",[617],[],[],1,0,0
7043,"GAAzmeriRobotArgusSlam",[617],[],[],1,0,0
7044,"GAHeistCultistUnarmedLeapImpact",[617],[],[],1,0,0
7045,"GAHeistJamanraCleave",[617],[],[],1,0,0
7046,"GAHeistJamanraCleaveEnraged",[617],[],[],1,0,0
7047,"GAHeistJamanraGroundSlam",[617],[],[],1,0,0
7048,"GSHeistScienceUndeadPortalChannel",[617],[],[],1,0,0
7049,"GSHeistScienceLightningDashImpact","[617,196,1927]","[7412,1723]","[20,5]",1.5,0,1026295857
7050,"GAHeistFriedrichLeapslamSwing","[617,3811]",[],[],1,0,0
7051,"GAHeistFriedrichLeapslamSmash",[617],[],[],1,0,0
7052,"GAHeistFreidrichAttackSlam",[617],[],[],1,0,0
7053,"GAHeistFreidrichEnragedMeleeSlash",[617],[],[],1,0,0
7054,"GSReaperWraithCoffinExplosionTrigger",[617],"[1102,2693]","[25,-50]",4.2,0,1026295857
7055,"GSReaperWraithCoffinExplosionTriggerSanctum",[617],"[1102,2693,16933]","[25,-50,30]",1.5,0,1026295857
7056,"GSReaperWraithCoffinPush","[617,110]",[1102],[25],1.5,0,1022739087
7057,"GSReaperWraithCoffinObjectExplode","[617,13460]","[1102,2693]","[25,-50]",3,0,1025758986
7058,"GSReaperWraithCoffinObjectExplodeSanctum","[617,13460]","[1102,2693,16933]","[25,-50,30]",1,0,1025758986
7059,"GSReaperWraithFrontalBlast",[617],[1102],[25],2,0,1025490551
7060,"GSReaperWraithFrontalBlastSentinel",[617],"[1102,356]","[50,8000]",2,0,1025490551
7061,"GSReaperWraithFrontalBlastSanctum",[617],"[1102,6785,16933]","[50,100,12]",0.8,0,1025490551
7062,"GSReaperWraithFrontalBlastCrucible",[617],"[1102,356,659]","[50,8000,-60]",0.03,0,1025758986
7063,"GASpikerBullSlam",[617],"[633,323]","[25,23]",1,0,0
7064,"GASpikerBullTrample",[617],"[633,5750]","[-40,30]",1,0,0
7065,"GASpikerBullLeapSlamImpact",[617],[],[],1,0,0
7066,"GSIceSaplingRuneExplosion",[617],[1100],[50],3.85,0,1025222115
7067,"GSIceSaplingRuneExplosionAzmeri",[617],[1100],[50],3,0,1025758986
7068,"GSThaumaturgyChannelBuff",[],[],[],1,0,0
7069,"GSReaperWraithSelfNova",[617],"[1102,2693]","[25,-50]",3.6,0,1025490551
7070,"GSReaperWraithSelfNovaSanctum",[617],"[1102,2693,16933]","[25,-50,30]",1.8,0,1025490551
7071,"GSReaperWraithCoffinExplosionSummon",[617],[1102],[25],3,0,1025758986
7072,"GABrutusStandaloneCageImpact",[617],[],[],0.35,0,1027906470
7073,"GSRitualMeteorImpact",[617],[],[],11,0,1026295857
7074,"GSIceSaplingOrbRuneBarrage",[617],[1100],[50],2,0,1027101164
7075,"GSStandaloneShavronneTeleportExplode",[617],[658],[100],2.125,0,1029248647
7076,"GSStandaloneBrineKingStormcall",[617],[],[],5,0,1024416809
7077,"GSStandaloneAbberathHellfireBarrage",[617],[2693],[-70],4.2222,0,1025758986
7078,"GSIceSaplingBallPush","[110,197]",[],[],3.75,0,1026295857
7079,"GSIceSaplingBallPushAzmeri","[110,197]",[],[],3.75,0,1026295857
7080,"GSIceSaplingBallPushReturn","[110,197]",[],[],3.75,0,1026295857
7081,"GABeehiveBehemothVineSlam",[617],[],[],1,0,0
7082,"GSRitualTriggeredDischargeFire",[617],[6817],[1],4.2222,0,1028443341
7083,"GSRitualTriggeredDischargeCold",[617],[6817],[2],4.2222,0,1028443341
7084,"GSRitualTriggeredDischargeLightning",[617],[6817],[3],4.2222,0,1028443341
7085,"GSRitualLightningPylonBeam",[617],[658],[100],4.5,0,1028443341
7086,"GARitualAtziriSpearImpact","[617,2358]","[6034,5344]","[-64,-20]",1,0,0
7087,"GSSwampBehemothPodExplosion",[617],[],[],1.875,0,1024416809
7088,"GSSwampBehemothPodExplosionAzmeri",[617],[3364],[100],1,0,1021665346
7089,"GSSwampBehemothRockSmash",[617],[2693],[-75],4,0,1027369599
7090,"GSSwampBehemothRockSmashAzmeri",[617],[2693],[-75],4,0,1027369599
7091,"GSStandaloneKitavaXNuke",[617],[2693],[-90],3.15,0,1025758986
7092,"GSThauamturgistBasicProjectileImpact",[617],[3364],[50],0.75,0,1025758986
7093,"GSThatumaturgyZombieExplode","[617,12386]",[3364],[50],1.8,0,1027101164
7094,"GSReaperWraithCoffinZoneTrigger",[617],[1102],[25],3,0,1025758986
7095,"GSRitualChaosPulse",[617],[],[],2.5,0,1025758986
7096,"GSExpeditionApparitionOrbExplosion",[617],[],[],4,0,1028443341
7097,"GAExpeditionScytheRight",[617],[],[],1,0,0
7098,"GAExpeditionScytheLeft",[617],[],[],1,0,0
7099,"GAExpeditionScytheDTT",[617],[],[],1,0,0
7100,"GAExpeditionRatDTT",[617],[],[],1,0,0
7101,"GARunningLeapSlamDTT",[617],[],[],1,0,0
7102,"GARhoaBossChargeStomp","[617,197,110]",[],[],1,0,0
7103,"GASummonReaperUltimateLeftSlash",[617],[],[],1,0,0
7104,"GASummonReaperUltimateRightSlash",[617],[],[],1,0,0
7105,"GASummonReaperComboWhirl",[617],[],[],1,0,0
7106,"GASummonReaperComboLeftSlash",[617],[],[],1,0,0
7107,"GASummonReaperComboRightSlash",[617],[],[],1,0,0
7108,"GASummonReaperDashImpactSlash",[617],[],[],1,0,0
7109,"GASummonReaperDash",[617],[],[],1,0,0
7110,"GAExpeditionVoranaLacerate",[617],[],[],1,0,0
7111,"GAAzmeriReaperLacerate",[617],[],[],1,0,0
7112,"GAVoranaComboLeftSlash","[617,110,10640]",[],[],1,0,0
7113,"GAAzmeriReaperComboLeftSlash","[617,110,10640]",[],[],1,0,0
7114,"GAVoranaComboRightSlash","[617,110,10640]",[],[],1,0,0
7115,"GAAzmeriReaperComboRightSlash","[617,110,10640]",[],[],1,0,0
7116,"GASanctumReaperComboLeftSlash","[617,110,10640]",[16933],[15],1,0,0
7117,"GASanctumReaperComboRightSlash","[617,110,10640]",[16933],[15],1,0,0
7118,"GAVoranaDash",[617],[],[],1,0,0
7119,"GAAzmeriReaperDash",[617],[],[],1,0,0
7120,"GAVoranaDashImpactSlash","[617,110,10640]",[],[],1,0,0
7121,"GAAzmeriReaperDashImpactSlash","[617,110,10640]",[],[],1,0,0
7122,"GAVoranaCycloneImpact","[617,110]",[],[],1,0,0
7123,"GAAzmeriReaperCycloneImpact","[617,110]",[],[],1,0,0
7124,"GAVoranaComboWhirl","[617,110]",[],[],1,0,0
7125,"GAAzmeriReaperComboWhirl","[617,110]",[],[],1,0,0
7126,"GASanctumReaperDash",[617],[16933],[8],1,0,0
7127,"GASanctumReaperDashImpactSlash","[617,110,10640]",[16933],[15],1,0,0
7128,"GASanctumReaperCycloneImpact","[617,110]",[16933],[8],1,0,0
7129,"GASanctumReaperLacerate",[617],[16933],[30],1,0,0
7130,"GSBlindingGaze",[617],"[659,5750]","[-80,25]",4.01,0,1024416809
7131,"GSBlindingGazeInvasion",[617],[659],[-80],4.01,0,1024416809
7132,"GSBlindingGazeWb",[617],[659],[-80],4.01,0,1024416809
7133,"GSBlindingGazeBossSideArea",[617],"[216,659]","[40,-80]",4.3125,0,1028040688
7134,"GAExpeditionMedvedLeapImpact",[617],[],[],1,0,0
7135,"GSExpeditionTujenGrenadeExplosion",[617],[5750],[-40],0.7,0,1026564293
7136,"GSExpeditionBoneCultistMedvedEggExplosion","[617,2300]",[1102],[35],2.2519,0,1025517394
7137,"GABeastCleave","[617,12512]",[],[],1,0,0
7138,"GABeastCleaveUnique","[617,12512]",[],[],1,0,0
7139,"GSExpeditionMedvedHealBeam",[],[],[],1,0,0
7140,"GAExpeditionMedvedComboAttack1",[],[],[],1,0,0
7141,"GAExpeditionMedvedComboAttack2",[],[],[],1,0,0
7142,"GAExpeditionMedvedComboAttack3",[],[],[],1,0,0
7143,"GAExpeditionMedvedComboAttackImpact",[],[],[],1,0,0
7144,"GAExpeditionMedvedSpiderGeyserRoll",[110],[],[],1,0,0
7145,"GAHellscapeFleshLeapImpact",[617],[],[],1,0,0
7146,"GAHellscapeFleshFodderSlam",[617],[],[],1,0,0
7147,"GSHellscapePaleEliteBoltImpact",[617],[6817],[1],3,0,1023745720
7148,"GSHellscapePaleEliteOmegaBeam",[617],[659],[-65],6.5,0,1026591136
7149,"GSSanctumPaleEliteBoltImpact",[617],"[6817,16933]","[1,10]",2,0,1025758986
7150,"GSSanctumPaleEliteOmegaBeam",[617],"[659,16933]","[-50,20]",3,0,1026591136
7151,"GSHellscapePaleDogmanChargeExplosion",[617],[],[],4,0,1027101164
7152,"GSHellscapeFleshEliteBloodOrbExplosion",[617],[],[],5,0,1023947047
7153,"GAHellscapePaleDogmanDashSwipe",[617],[],[],1,0,0
7154,"GAHellscapeStabbyCleave1",[617],[],[],1,0,0
7155,"GAHellscapeStabbyCleave2",[617],[],[],1,0,0
7156,"GAHellscapeStabbyCleave3",[617],[],[],1,0,0
7157,"GAHellscapeStabbyCleaveStab",[617],[],[],1,0,0
7158,"GAHellscapeDemonElite1DashSlash",[617],[1099],[50],1,0,0
7159,"GSHellscapeDemonElite1Screech",[617],[356],[4000],0.75,0,1022739087
7160,"GAHellscapePaleBossCleave","[617,12512]","[1229,356]","[13,8000]",1,0,0
7161,"GAHellscapePaleBossLeapImpact",[617],[1101],[25],1,0,0
7162,"GAHellscapePaleBossAxeTossImpact",[617],[],[],1,0,0
7163,"GAHellscapePaleBossSnipeImpact",[617],[1101],[75],1,0,0
7164,"GAHellscapeStabWeb",[617],[356],[3000],1,0,0
7165,"GAHellscapeFleshElite2Melee1",[617],[],[],1,0,0
7166,"GAHellscapeFleshElite2Melee2",[617],[],[],1,0,0
7167,"GAHellscapeFleshElite2Combo1Cleave",[617],[],[],1,0,0
7168,"GAHellscapeFleshElite2Combo1Slam",[617],[],[],1,0,0
7169,"GAHellscapeFleshElite2Combo2Slam1",[617],[],[],1,0,0
7170,"GAHellscapeFleshElite2Combo2Slam2",[617],[],[],1,0,0
7171,"GAHellscapeFleshElite2Combo2Slam3",[617],[],[],1,0,0
7172,"GSHellscapeTransportShockwave","[617,110,197]","[10627,401,340]","[200,200,400]",1,0,1032134328
7173,"GAHellscapeDemonBossMeleeMiniSlam1",[617],[1099],[40],1,0,1022739087
7174,"GAAzmeriDemonMeleeMiniSlam1",[617],"[1099,3875,4960,4961]","[40,100,4000,1]",1,0,1022739087
7175,"GAHellscapeDemonBossMeleeMiniSlam2",[617],[1099],[40],1,0,1022739087
7176,"GAAzmeriDemonMeleeMiniSlam2",[617],"[1099,3875,4960,4961]","[40,100,4000,1]",1,0,1022739087
7177,"GSHellscapeDemonBossCremationImpact",[617],[1099],[40],1.5,0,1025758986
7178,"GSHellscapeDemonBossKnockback","[2658,110]",[],[],1,0,0
7179,"GSAzmeriDemonKnockback",[],[],[],1,0,0
7180,"GSHellscapeDemonBossKnockback2",[110],[],[],1,0,0
7181,"GSHellscapeDemonEliteBeamNuke",[617],"[659,1099]","[-50,25]",5,0,1024014156
7182,"GSAzmeriShepherdBeamNuke",[617],"[659,1099]","[-50,25]",8,0,1026564293
7183,"GSCrucibleDemonBeamNuke",[617],"[659,1099]","[-50,25]",4.85,0,1023879938
7184,"GAHellscapePaleEliteSkyStab",[617],[],[],1,0,0
7185,"GAHellscapePaleBossLeapDelayedImpact",[617],[],[],1,0,0
7186,"GSHellscapepaleBossLeapLightningNova","[617,1927]",[],[],3,0,1027638034
7187,"GAHellscapePaleBossDashStab",[617],[1101],[50],1,0,0
7188,"GAHellscapePaleBossAxeSlamSmall",[617],[],[],1,0,0
7189,"GAHellscapePaleBossAxeSlamBig","[617,12512,13460]",[1229],[15],1,0,0
7190,"GSAtlasInvadersConsumeFodder2DeathExplode",[617],[],[],2.5,0,1025758986
7191,"GSAtlasInvadersConsumeFodder2DeathExplodeSmall",[617],[],[],1.8,0,1025758986
7192,"GSAtlasInvadersConsumeFodder1ScreechBeamImpact",[617],[6817],[1],2,0,1025758986
7193,"GABlackStarFireLeapImpact",[617],[1099],[75],1,0,0
7194,"GABlackStarColdCascade","[617,12512]","[1100,1229]","[75,30]",1,0,0
7195,"GSAtlasInvadersBlackStarFodder1SuperNova",[617],[],[],4,0,1026295857
7196,"GSAtlasInvadersBlackStarFodder1HyperNova",[617],[659],[-90],5,0,1028443341
7197,"GSDoomFodder1Vomit",[617],[659],[-85],1.75,0,1015706078
7198,"GSDoomFodder1VomitSanctum",[617],"[659,16933]","[-85,8]",0.6,0,1015706078
7199,"GSArchnemesisEnergyShieldBurst","[617,197,110,6867]",[340],[200],0.2,0,1024416809
7200,"GAAtlasInvadersBlackStarFodder2LeapImpact",[617],[1100],[50],1,0,0
7201,"GACleansingBossDashSlash",[617],[1099],[50],1,0,0
7202,"GADoomBossSlam",[617],"[1102,2693]","[25,-75]",1,0,0
7203,"GSDoomBossVomitChannel",[],[],[],1,0,0
7204,"GSArchnemesisObeliskNovaSmall",[617],[],[],4.2,0,1028174905
7205,"GSArchnemesisObeliskNovaLarge",[617],[],[],3.2,0,1028174905
7206,"GSDoomBossVomitImpact",[617],"[1102,3364]","[15,100]",1.5,0,1023544394
7207,"GAAtlasInvadersCleansingFodder2Slam",[617],[1099],[75],1,0,0
7208,"GSBlackStarBossCometImpact",[617],[],[],5,0,1029933158
7209,"GSConsumeBossPizzaSpin",[617],[],[],1,0,0
7210,"GSConsumeBossDisintegrateBeam","[617,12512,196]",[7412],[30],6,0,1028443341
7211,"GSConsumeBossDisintegrateBeamTriggered","[617,12512,196]","[7412,5750]","[30,50]",6,0,1028443341
7212,"GSConsumeBossDashSlam","[617,196]",[7412],[30],5.1,0,1030053954
7213,"GAAtlasInvadersCleansingFodder2SlamBig",[617],[1099],[75],1,0,0
7214,"GAAtlasInvadersCleansingFodder2SlamBigUber","[617,683,18486]","[1099,592,5750]","[75,15,100]",1,0,0
7215,"GADoomBossStomp","[617,110,197]",[10627],[100],1,0,0
7216,"GADoomBossShovelToss",[617],[1102],[25],1,0,0
7217,"GADoomBossSumoSlam","[617,12512]",[1102],[35],1,0,0
7218,"GSBlackStarBossCometImpactSmall",[617],[],[],2.5,0,1029933158
7219,"GSArchnemesisCorrupterMinionExplode",[617],"[4961,4960,3875]","[1,4000,320]",1.6,0,1024416809
7220,"GAMeteorOnFlaskUse",[617],"[1099,2693]","[75,-50]",4.5,0,1029785518
7221,"GSConsumeBossSlam","[617,12512]",[],[],5.55,0,1031127695
7222,"GADoomBossGooEruption",[617],[1102],[25],1,0,0
7223,"GABlackstarBossFireGlaiveDash",[617],[1099],[50],1,0,0
7224,"GABlackstarBossColdGlaiveDash",[617],[1100],[50],1,0,0
7225,"GSCleansingBossLanternExplosion","[617,18486]","[2969,2693]","[300,-75]",5.6,0,1031798784
7226,"GSCleansingBossLanternExplosionUber","[617,18486]","[2969,2693,356]","[300,-75,10000]",5.6,0,1031798784
7227,"GSDoomBossVomitChunkletImpact",[617],"[1102,3364]","[15,100]",1,0,1023544394
7228,"GADoomBossBurrowStomp",[617],[1102],[15],1,0,0
7229,"GAConsumeBossTentacleSlam",[617],[1101],[75],1,0,0
7230,"GAConsumeBossTentacleSlamSmall",[617],[1101],[75],1,0,0
7231,"GSTangleUltimateNuke","[617,196,198,18486]","[2693,5750]","[-95,40]",10,0,1032763809
7232,"GAConsumeBossTentacleSlamRetract","[617,1927]",[1101],[75],1,0,0
7233,"GAConsumeBossTentacleSlamEmerge",[617],[1101],[75],1,0,0
7234,"GARootSpiderSpitImpact","[617,197]",[1099],[60],1,0,0
7235,"GARootSpiderSpitImpactSunburstQueen","[617,197]",[1099],[100],1,0,0
7236,"GSWetaDeathImpact",[617],[454],[10],1.375,0,1028980212
7237,"SASanctumSlamImpact",[617],[16933],[20],1,0,0
7238,"GASanctumDanaiSweepCleave",[617],[16933],[30],1,0,0
7239,"GSSanctumFrontalBeam",[617],"[16933,659]","[30,-50]",3,0,1026591136
7240,"GASanctumSpinningSlam",[617],[16933],[30],1,0,0
7241,"GASanctumCorridorProjectileImpact",[617],[16933],[30],0.3,0,1027101164
7242,"GASanctumWallLaserImpact",[617],"[16933,356]","[30,5000]",0.45,0,1027101164
7243,"GSSanctumFireBeamImpact","[617,1927]",[16933],[4],0.15,0,1027101164
7244,"GASanctumFireQuakeImpact",[617],"[16933,1099]","[30,50]",1,0,0
7245,"GASanctumFireQuakeInitialImpact",[617],"[16933,1099]","[20,50]",1,0,0
7246,"GASanctumIzaroGargoyleLeapImpact",[617],[16933],[10],1,0,0
7247,"GASanctumArgusSunderImpact",[617],[16933],[10],1,0,0
7248,"GASanctumStabbyCleave1",[617],[16933],[7],1,0,0
7249,"GASanctumStabbyCleave2",[617],[16933],[7],1,0,0
7250,"GASanctumStabbyCleave3",[617],[16933],[7],1,0,0
7251,"GASanctumStabbyCleaveStab",[617],[16933],[7],1,0,0
7252,"GASanctumStabWeb",[617],[16933],[20],1,0,0
7253,"GASanctumPaleEliteSkyStab",[617],[16933],[25],1,0,0
7254,"GASanctumGargoyleLeapImpact","[617,110,197]","[16933,1099]","[25,50]",1,0,0
7255,"GASanctumGargoyleLeapImpactCascade","[617,110,197]","[16933,1099]","[25,50]",1,0,0
7256,"GASanctumMediumGargoyleLeapImpact",[617],[16933],[20],1,0,0
7257,"GASanctumMediumGargoyleLeapImpactCascade",[617],[16933],[30],1,0,0
7258,"GSSanctumGargoyleFlameBreath","[617,1927]",[16933],[6],0.25,0,1027101164
7259,"GASanctumLycia2DashSlamImpact",[617],[1102],[25],1,0,0
7260,"GSSanctumLycia2CircleWave",[617],[2693],[-75],4,0,1027101164
7261,"GASanctumVortexImpact",[617],[1102],[25],1,0,0
7262,"GASanctumVortexDash",[617],[1102],[25],1,0,0
7263,"GASanctumLyciaOverheadSlashTriggered",[617],[16933],[20],1,0,0
7264,"GASanctumLyciaTeleportSlamImpact",[617],[16933],[20],1,0,0
7265,"GSSanctumLyciaTrackingBeamImpact",[617],"[16933,6817]","[6,1]",2,0,1027101164
7266,"GSSanctumLyciaTrackingBeamFinalImpact",[617],[16933],[60],3,0,1029785518
7267,"GASanctumSentinelUnarmedFootSlamImpact",[617],[16933],[10],1,0,0
7268,"GASanctumSentinelMaceFootstepCascade","[617,110]","[16933,3880]","[30,-10]",1,0,0
7269,"GASanctumSentinelMaceBasicSlam","[617,110]",[16933],[30],1,0,0
7270,"GASanctumSentinelMaceHeavySlam","[617,197,110,12512]","[16933,1229,10627]","[60,20,100]",1,0,0
7271,"GASanctumSentinelMaceMarkerSlamImpact","[617,110]",[16933],[30],1,0,0
7272,"GASanctumSentinelMaceMarkerSlamCascade","[617,110]",[16933],[80],1,0,0
7273,"GSSanctumGargoyleFlameBreathSelfCircle","[617,1927]",[16933],[6],0.25,0,1027101164
7274,"GSSanctumFlameBlastImpact",[617],[16933],[25],2,0,1027101164
7275,"GSSanctumLightningVortexImpact",[617],[16933],[4],0.25,0,1027101164
7276,"GASanctumSentinelFootSlamWave","[617,110]",[16933],[40],1,0,0
7277,"GASanctumSentinelFistSlam","[617,110,12512]","[16933,1229]","[60,15]",1,0,0
7278,"GASanctumLyciaDoubleSlashImpact",[617],[16933],[15],1,0,0
7279,"GSSanctumLycia2WindTunnelImpact","[617,1927]","[1102,2693]","[25,-50]",0.8,0,1025758986
7280,"GSSanctumLycia2WindTunnelImpactFinal",[617],"[1102,2693]","[25,-50]",6,0,1025758986
7281,"GAVaalDominationTeleportSlam",[617],[],[],1,0,0
7282,"GAVaalDominationLargeSlam",[617],[1229],[15],1,0,0
7283,"GSVaalAbsolutionEmerge",[617],[],[],1.982,0,1027181694
7284,"GSCrucibleBatFlameBreath","[617,1927]",[],[],0.5,0,1027101164
7285,"GSCrucibleSquidNoodleBeamImpact",[617],[6817],[1],3.5,0,1027101164
7286,"GACrucibleFourLeggedDemonMultiSlam",[617],[1099],[50],1,0,0
7287,"GSCrucibleSnakeArcticBreath",[617],[7411],[30],1,0,1025758986
7288,"GSCrucibleSnakeArcticBreathAtlasUber",[617],[7411],[30],1,0,1025758986
7289,"GACrucibleChieftainSlam","[617,12512]",[1100],[50],1,0,0
7290,"GACrucibleChieftainSlamAtlasUber","[617,12512]","[1100,454,201]","[50,50,75]",1,0,0
7291,"GSCrucibleWickerManIceNova",[617],[7411],[30],3,0,1028443341
7292,"GSCrucibleSeaWitchLightningWave",[617],[],[],2.25,0,1029785518
7293,"GSCrucibleSeaWitchLightningWaveAtlasUber",[617],"[658,3558]","[100,50]",2.25,0,1029785518
7294,"GSCrucibleDevourerBloodOrbExplode",[617],"[4961,4960,3875]","[1,4000,320]",2.4,0,1024416809
7295,"GSCrucibleDevourerBloodOrbExplodeAtlasUber",[617],"[4961,4960,3875]","[1,4000,320]",2.4,0,1024416809
7296,"GSCrucibleDevourerBloodOrbExplodeLarge",[617],"[4961,4960,3875]","[1,4000,320]",3.5,0,1024416809
7297,"GSCrucibleDevourerBloodOrbExplodeLargeAtlasUber",[617],"[4961,4960,3875]","[1,4000,320]",3.5,0,1024416809
7298,"GACrucibleBeastCascadeImpact",[617],[1102],[50],1,0,0
7299,"GACrucibleBeastCascadeFinalImpact",[617],[1102],[50],1,0,0
7300,"GSCrucibleUndyingFlameBreath",[617],"[5750,659]","[50,-60]",4.5,0,1027101164
7301,"GSCrucibleUndyingFlameBreathAtlasUber",[617],"[5750,659,8657]","[25,-60,20]",4.5,0,1027101164
7302,"GACrucibleDemonWhip","[617,12512]",[1099],[25],1,0,0
7303,"GACrucibleFurySlamImpact",[617],[1099],[25],1,0,0
7304,"GACrucibleFurySlamFinalImpact",[617],[1099],[25],1,0,0
7305,"GACrucibleThraxiaComboFinalImpact",[617],[1099],[50],1,0,0
7306,"GSCrucibleFuryColdCascade",[617],[],[],4.5,0,1027101164
7307,"GSCrucibleLightningCone",[617],[],[],1.6,0,1024416809
7308,"GSCrucibleLightningTotemShockNova","[617,196]",[],[],3.5,0,1027101164
7309,"GACrucibleBoneGolemWave",[617],[1102],[25],1,0,0
7310,"GACrucibleBoneGolemLeapImpact",[617],[1102],[25],1,0,0
7311,"GAAncestralJadeHulkLeapImpact",[617],[],[],1,0,0
7312,"GSAncestralFirehornBreath","[617,12512]",[],[],1,0,0
7313,"GSAncestralDrunkExplode",[617],"[13778,2693]","[25000,-60]",6,0,1026430075
7314,"GSAncestralDrunkExplodeStandalone",[617],[],[],3.5,0,1027369599
7315,"GSAncestralProximityShield","[2968,12512]",[],[],1,0,0
7316,"GSAncestralDruidFlaskExplode","[617,12386]",[3364],[100],1.25,0,1025087898
7317,"GSAncestralLightningBeam","[617,12512]","[658,17313,15025,13778,2693,659]","[100,100,300,1125,-50,-50]",4.5,0,1028443341
7318,"GSAncestralFinalBeam",[617],"[658,17313,15025,13778,2693]","[100,100,300,1125,-50]",7.5,0,1028443341
7319,"GAAncestralVaalGroundSlam","[617,12512]","[340,108]","[200,50]",1,0,0
7320,"GAAncestralSpearEngageThrust",[617],[],[],1,0,0
7321,"GSAncestralLightningCasterWarp",[617],[],[],1,0,0
7322,"GSAncestralMultiHookStun","[617,197]",[340],[200],0.2,0,1024416809
7323,"GSAncestralIkiahoMoon",[12512],[],[],1,0,0
7324,"GSAncestralMoonProjectileExplode",[617],[2564],[1],1.25,0,1025087898
7325,"GSAncestralIkiahoCascade",[617],[2564],[10],5,0,1025087898
7326,"GSAncestralTawhanukuWave",[617],[659],[-75],1.25,0,1025087898
7327,"GSAncestralTawhanukuMeteor",[617],[],[],1.85,0,1025087898
7328,"GAKahuturoaLeapSlamImpact",[617],[],[],1,0,0
7329,"GAKahuturoaGroundSlam","[617,12512]",[323],[10],1,0,0
7330,"GAKahuturoaGroundSlamFinal",[617],[2693],[-40],1,0,0
7331,"GAKaomSlam","[617,12512]","[1099,2693]","[50,-30]",1,0,0
7332,"GAKaomFistBlast",[617],[1099],[100],1,0,0
7333,"GAKaomFistBlastFinal",[617],"[1099,2693]","[100,-30]",1,0,0
7334,"GAColdTuataraSlam",[617],"[1100,323]","[60,20]",1,0,0
7335,"GAKahuturoaForwardMelee",[617],[],[],1,0,0
7336,"GSSanctumFireSkullWave",[617],[16933],[25],1.6,0,1027101164
7337,"GSMaataVineCascade",[617],[],[],2,0,1025087898
7338,"GAAhuanaIceShotExplosion",[617],[1100],[50],1,0,0
7339,"GAAhuanaIceShotExplosionBig",[617],"[1100,2693]","[50,-30]",1,0,0
7340,"GAAhuanaJumpShot","[617,12512]","[1100,2693]","[50,-30]",1,0,0
7341,"GAKiloavaShieldCrush","[617,12512]",[1101],[50],1,0,0
7342,"GAKiloavaShieldWave","[617,12512]","[1101,2693]","[50,-35]",1,0,0
7343,"GARakiataSlam",[617],"[482,2693]","[50,-40]",1,0,0
7344,"GSRakiataWaveSplash","[617,110]",[],[],1.5,0,1024416809
7345,"GARakiataLeapSlam","[617,12512]",[323],[45],1,0,0
7346,"GAAkoyaLacerate",[617],[],[],1,0,0
7347,"GAAkoyaCleave",[617],[],[],1,0,0
7348,"GAAkoyaLeapSlam",[617],[],[],1,0,0
7349,"GSAkoyaRockExplosion",[617],[2693],[-25],2,0,1025758986
7350,"GAUtulaChargedBlast","[617,2358,12512]","[6034,323]","[50,30]",1,0,0
7351,"GAEchoingQuake","[617,12512]",[],[],1,0,0
7352,"GAUtulaChargeEnd",[617],[],[],1,0,0
7353,"GSAncestralTotemMoltenShellExplode",[617],[13778],[7500],6.5,0,1025758986
7354,"GSAncestralDivineIreTotem",[617],[658],[100],5,0,1025758986
7355,"GSAncestralStunTotem","[617,197]",[340],[200],1,0,0
7356,"GAAllyExplodeTotem",[617],[],[],7.5,0,1026430075
7357,"GSKiloavaLightningBolt","[617,12512]","[659,658]","[-70,100]",2.5,0,1025087898
7358,"GAKiloavaSecondarySpearExplosion",[617],[],[],1,0,0
7359,"GSKiloavaLightningCascade",[617],[2693],[-25],2.25,0,1025087898
7360,"GSKiloavaLightningCascadeTriggered","[617,6867]",[2693],[-25],2.25,0,1025087898
