"rownum","Id","MonsterTypesKey","i32_24","ObjectSize","MinimumAttackDistance","MaximumAttackDistance","ACTFiles","AOFiles","BaseMonsterTypeIndex","ModsKeys","i32_96","string_100","string_108","ModelSizeMultiplier","i32_120","i32_124","i32_128","i32_132","i32_136","TagsKeys","ExperienceMultiplier","[i32]_160","i32_176","i32_180","i32_184","CriticalStrikeChance","i32_192","GrantedEffectsKeys","AISFile","ModsKeys2","Stance","rid_244","Name","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","DamageMultiplier","LifeMultiplier","AttackSpeed","Weapon1_ItemVisualIdentityKeys","Weapon2_ItemVisualIdentityKeys","Back_ItemVisualIdentityKey","MainHand_ItemClassesKey","OffHand_ItemClassesKey","Helmet_ItemVisualIdentityKey","i32_376","KillSpecificMonsterCount_AchievementItemsKeys","Special_ModsKeys","KillRare_AchievementItemsKeys","bool_428","i32_429","i32_433","i32_437","i32_441","i32_445","i32_449","HASH16","bool_455","string_456"," (French)"," (German)"," (Japanese)"," (Korean)"," (Portuguese)"," (Russian)"," (Spanish)"," (Thai)"," (Traditional Chinese)","KillWhileOnslaughtIsActive_AchievementItemsKey","MonsterSegmentsKey","MonsterArmoursKey","KillWhileTalismanIsActive_AchievementItemsKey","Part1_ModsKeys","Part2_ModsKeys","Endgame_ModsKeys","rid_576","i32_592","i32_596","[rid]_600","[rid]_616","i32_632","SinkAnimation_AOFile","bool_644","[rid]_645","bool_661","bool_662","bool_663","i32_664","i32_668","f32_672","i32_676","EPKFile","i32_688","MonsterConditionalEffectPacksKey","bool_708","bool_709","i32_710","bool_714","i32_715","i32_719","i32_723","i32_727","i32_731","i32_735","AddonMonsterTypeIndex","i32_755","i32_759","i32_763","i32_767","i32_771","bool_775","BossHealthBar","bool_777"
6891,"Metadata/Monsters/Skeletons/SkeletonBowKnightElementalIncursionTempleMap",2280,11,3,6,40,"[""Metadata/Monsters/Skeletons/Skeleton/SkeletonArmouredRanged.act""]","[""Metadata/Monsters/Skeletons/Skeleton/SkeletonKnight.ao""]","Metadata/Monsters/LeagueIncursion/VaalSkeletonRangedTemple",[6442],1,"","",115,3,6,4,8,100,"[813,122,74,786,796,1143,31,765,822,32,801]",120,[],105,105,700,500,0,"[396,287]","Metadata/Monsters/Skeletons/SkeletonRanged.ais",[],"",8,"Vaal Slayer","Sanguinaire vaal","Vaal-Schlächter","ヴァール・スレイヤー","바알 처형자","Matador Vaal","Палач ваал","Asesino vaal","Vaal Slayer","瓦爾處刑者",75,216,1995,[14398],[7506],14397,13,"","",0,[],[],[],1,1,6,100,0,0,100,-15484,"","","M","M","","","M","MS","M","","","","",24,"",[],[],[],"",200,0,[],[],10,"","",[],"","","",0,0,0,216,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6892,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursion",2281,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLarge",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1143,30,31,765,51,820,802,73]",75,[],105,105,700,500,0,"[397,287]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen","Vaal déchu colossal","Kolossaler Vaal-Gefallener","巨大なヴァールの戦死者","초대형 바알 몰락자","Caído Vaal Colossal","Огромный павший ваал","Caído vaal colosal","Colossal Vaal Fallen","巨大瓦爾墮靈",405,248,1500,[9914],[],"",9,"","",0,[],[],[],1,1,4,61,0,0,61,12750,"","","M","M","","","M","MS","M","","","","",22,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,248,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6893,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursionMap",2282,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLarge",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1143,30,31,765,51,820,802,73]",100,[],105,105,700,500,0,"[397,287]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen","Vaal déchu colossal","Kolossaler Vaal-Gefallener","巨大なヴァールの戦死者","초대형 바알 몰락자","Caído Vaal Colossal","Огромный павший ваал","Caído vaal colosal","Colossal Vaal Fallen","巨大瓦爾墮靈",337,396,1500,[9914],[],"",9,"","",0,[],[],[],1,1,4,61,0,0,61,-24689,"","","M","M","","","M","MS","M","","","","",22,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,396,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6894,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursionMapMemoryLine",2282,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLarge",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1143,1008,30,31,765,51,820,802,73]",100,[],105,105,700,500,0,"[397,287]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen","Vaal déchu colossal","Kolossaler Vaal-Gefallener","巨大なヴァールの戦死者","초대형 바알 몰락자","Caído Vaal Colossal","Огромный павший ваал","Caído vaal colosal","Colossal Vaal Fallen","巨大瓦爾墮靈",337,396,1500,[9914],[],"",9,"","",0,[],[],[],1,1,4,61,0,0,61,12148,"","","M","M","","","M","MS","M","","","","",22,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,396,"Metadata/Effects/Spells/monsters_effects/League_Ultimatum/mechanics/EPKs/monster_sink.epk",0,"","",1,3,1,0,0,0,0,0,0,"[""Metadata/Monsters/LeagueIncursion/MemoryLineSpawn""]",0,0,0,0,0,"","",""
6895,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursionTemple",2283,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLargeTemple",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1143,30,31,765,51,820,802,73]",75,[],105,105,700,500,0,"[397,287]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen","Vaal déchu colossal","Kolossaler Vaal-Gefallener","巨大なヴァールの戦死者","초대형 바알 몰락자","Caído Vaal Colossal","Огромный павший ваал","Caído vaal colosal","Colossal Vaal Fallen","巨大瓦爾墮靈",338,396,1500,[9914],[],"",9,"","",0,[],[],[],1,1,6,100,0,0,100,-3959,"","","M","M","","","M","MS","M","","","","",22,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,396,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6896,"Metadata/Monsters/Skeletons/SkeletonMeleeKnightElementalLargeSwordIncursionTempleMap",2284,21,3,4,15,"[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonColossalArmoured.act""]","[""Metadata/Monsters/Skeletons/SkeletonLarge/SkeletonLarge.ao""]","Metadata/Monsters/LeagueIncursion/VaalConstructLargeTemple",[],1,"","",100,3,6,2,8,100,"[813,122,74,777,774,797,764,1143,30,31,765,51,820,802,73]",150,[],105,105,700,500,0,"[397,287]","Metadata/Monsters/Skeletons/SkeletonKnightElementalHit.ais",[],"",8,"Colossal Vaal Fallen","Vaal déchu colossal","Kolossaler Vaal-Gefallener","巨大なヴァールの戦死者","초대형 바알 몰락자","Caído Vaal Colossal","Огромный павший ваал","Caído vaal colosal","Colossal Vaal Fallen","巨大瓦爾墮靈",338,396,1500,[9914],[],"",9,"","",0,[],[],[],1,1,6,100,0,0,100,17893,"","","M","M","","","M","MS","M","","","","",22,"",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-5,5,0,396,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6897,"Metadata/Monsters/Snake/SnakeSpitIncursionTemple",2267,30,3,6,9,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRanged",[],1,"","",100,2,6,6,2,0,"[72,74,787,774,807,803,795,764,1143,31,29,765,32,118,50]",63,[],105,105,700,500,0,"[397,1582]","Metadata/Monsters/Snake/HybridSnake.ais","[6262,6277]","",1,"Bramble Cobra","Cobra des ronces","Dornenkobra","ブランブル・コブラ","가시나무 코브라","Cobra Espinhenta","Игольчатая кобра","Cobra de arbusto","Bramble Cobra","叢林眼鏡蛇",101,81,1095,[],[],"","","","",0,[],[4675],[],1,1,6,100,0,0,100,-29197,"","","M","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,81,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6898,"Metadata/Monsters/Snake/SnakeSpitIncursionTempleMap_",2268,30,3,6,9,"[""Metadata/Monsters/Snake/Snake.act""]","[""Metadata/Monsters/Snake/Snake1/Snake1.ao""]","Metadata/Monsters/Snake/SnakeRanged",[],1,"","",100,2,6,6,2,0,"[72,74,787,774,807,803,795,764,1143,31,29,765,32,118,50]",125,[],105,105,700,500,0,"[397,1582]","Metadata/Monsters/Snake/HybridSnake.ais","[6262,6277]","",1,"Bramble Cobra","Cobra des ronces","Dornenkobra","ブランブル・コブラ","가시나무 코브라","Cobra Espinhenta","Игольчатая кобра","Cobra de arbusto","Bramble Cobra","叢林眼鏡蛇",100,80,1095,[],[],"","","","",0,[],[4675],[],1,1,6,100,0,0,100,-1573,"","","M","F","","","F","FS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,80,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6899,"Metadata/Monsters/BloodChieftain/MonkeyChiefBloodIncursionTemple_",2269,36,4,7,13,"[""Metadata/Monsters/BloodChieftain/BloodChieftain.act""]","[""Metadata/Monsters/BloodChieftain/BloodChieftain.ao""]","Metadata/Monsters/BloodChieftain/BloodChieftain",[],1,"","",100,3,6,3,1,0,"[72,821,806,780,774,141,49,796,803,764,1143,765,760,118]",75,[3],105,105,700,500,0,"[397,845,9688,9386]","Metadata/Monsters/BloodChieftain/BloodChieftain.ais",[],"",1,"Blood Chieftain","Chef de meute sanguinaire","Blut-Stammesführer","ブラッドチーフテン","피의 부족장","Chefe Guerreiro Sanguinário","Вожак кровавых обезьян","Cacique de sangre","Blood Chieftain","血面酋長",150,150,1905,[9920],[],"",12,"","",0,[],[],[],1,1,6,100,0,0,100,-2397,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,150,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6900,"Metadata/Monsters/BloodChieftain/MonkeyChiefBloodIncursionTempleMap",2270,36,4,7,13,"[""Metadata/Monsters/BloodChieftain/BloodChieftain.act""]","[""Metadata/Monsters/BloodChieftain/BloodChieftain.ao""]","Metadata/Monsters/BloodChieftain/BloodChieftain",[],1,"","",100,3,6,3,1,0,"[72,821,806,780,774,141,49,796,803,764,1143,765,760,118]",150,[3],105,105,700,500,0,"[397,845,9688,9386]","Metadata/Monsters/BloodChieftain/BloodChieftain.ais",[],"",1,"Blood Chieftain","Chef de meute sanguinaire","Blut-Stammesführer","ブラッドチーフテン","피의 부족장","Chefe Guerreiro Sanguinário","Вожак кровавых обезьян","Cacique de sangre","Blood Chieftain","血面酋長",150,150,1905,[9920],[],"",12,"","",0,[],[],[],1,1,6,100,0,0,100,16247,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,150,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6901,"Metadata/Monsters/Monkey/BloodMonkeyIncursionTemple",2271,33,2,6,7,"[""Metadata/Monsters/Monkeys/BloodMonkey/BloodMonkey.act""]","[""Metadata/Monsters/Monkeys/BloodMonkey/BloodMonkey.ao""]","Metadata/Monsters/Monkeys/Monkey",[],1,"","",100,1,6,5,1,0,"[823,72,806,791,49,803,764,1143,31,29,765,760,118,794]",33,"[4,2]",105,105,700,500,0,[397],"Metadata/Monsters/Standard.ais",[],"",1,"Blood Ape","Singe de sang","Blutaffe","ブラッドエイプ","피의 유인원","Símio Sanguinário","Кровавый примат","Simio de sangre","Blood Ape","血面狂猿",79,66,1005,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,26822,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,66,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6902,"Metadata/Monsters/Monkey/BloodMonkeyIncursionTempleMap",2272,33,2,6,7,"[""Metadata/Monsters/Monkeys/BloodMonkey/BloodMonkey.act""]","[""Metadata/Monsters/Monkeys/BloodMonkey/BloodMonkey.ao""]","Metadata/Monsters/Monkeys/Monkey",[],1,"","",100,1,6,5,1,0,"[823,72,806,791,49,803,764,1143,31,29,765,760,118,794]",65,"[4,2]",105,105,700,500,0,[397],"Metadata/Monsters/Standard.ais",[],"",1,"Blood Ape","Singe de sang","Blutaffe","ブラッドエイプ","피의 유인원","Símio Sanguinário","Кровавый примат","Simio de sangre","Blood Ape","血面狂猿",78,65,1005,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,-30330,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,65,"",0,"","",1,3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6903,"Metadata/Monsters/GemMonster/GemFrogIncursionTemple",2273,32,4,6,17,"[""Metadata/Monsters/GemMonster/Frog/Frog.act""]","[""Metadata/Monsters/GemMonster/Frog/Frog.ao""]","Metadata/Monsters/GemMonster/Frog/Frog",[],1,"","",80,2,6,6,2,0,"[758,72,34,767,777,774,141,807,803,764,1143,31,29,765,118,50,794]",50,[],70,105,700,500,0,"[397,774,2232,775]","Metadata/Monsters/GemMonster/Frog/Frog.ais",[],"",1,"Chimeric Croaker","Coasseuse chimérique","Chimärenquaker","キメリッククローカー","키메라 물렁이","Galo Quimérico","Химеровый квакун","Croadora quimérica","Chimeric Croaker","幻想冥蛙",100,100,1005,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,8239,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6904,"Metadata/Monsters/GemMonster/GemFrogIncursionTempleMap",2274,32,4,6,17,"[""Metadata/Monsters/GemMonster/Frog/Frog.act""]","[""Metadata/Monsters/GemMonster/Frog/Frog.ao""]","Metadata/Monsters/GemMonster/Frog/Frog",[],1,"","",80,2,6,6,2,0,"[758,72,34,767,777,774,141,807,803,764,1143,31,29,765,118,50,794]",100,[],70,105,700,500,0,"[397,774,2232,775]","Metadata/Monsters/GemMonster/Frog/Frog.ais",[],"",1,"Chimeric Croaker","Coasseuse chimérique","Chimärenquaker","キメリッククローカー","키메라 물렁이","Galo Quimérico","Химеровый квакун","Croadora quimérica","Chimeric Croaker","幻想冥蛙",100,100,1005,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,-12597,"","","F","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",-10,10,0,100,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6905,"Metadata/Monsters/GemMonster/IguanaIncursionTemple",2275,25,4,6,9,"[""Metadata/Monsters/GemMonster/Iguana/Iguana.act""]","[""Metadata/Monsters/GemMonster/Iguana/Iguana.ao""]","Metadata/Monsters/GemMonster/Iguana/Iguana",[7277],1,"","",100,2,6,6,2,0,"[72,777,774,141,807,764,1143,29,765,32,118,50,802,794]",63,[],70,105,700,500,0,"[2691,397]","Metadata/Monsters/GemMonster/Iguana/Iguana.ais","[6262,6263]","",1,"Plumed Chimeral","Chiméral à plumes","Gefiederte Chimäre","プルームドキメラル","깃털 키메랄","Quimera Emplumado","Пернатый ящер","Quimerina plumada","Plumed Chimeral","彩羽龍蜥",113,126,1005,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,27562,"","","M","F","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,126,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6906,"Metadata/Monsters/GemMonster/IguanaIncursionTempleMap_",2276,25,4,6,9,"[""Metadata/Monsters/GemMonster/Iguana/Iguana.act""]","[""Metadata/Monsters/GemMonster/Iguana/Iguana.ao""]","Metadata/Monsters/GemMonster/Iguana/Iguana",[7277],1,"","",100,2,6,6,2,0,"[72,777,774,141,807,764,1143,29,765,32,118,50,802,794]",125,[],70,105,700,500,0,"[2691,397]","Metadata/Monsters/GemMonster/Iguana/Iguana.ais","[6262,6263]","",1,"Plumed Chimeral","Chiméral à plumes","Gefiederte Chimäre","プルームドキメラル","깃털 키메랄","Quimera Emplumado","Пернатый ящер","Quimerina plumada","Plumed Chimeral","彩羽龍蜥",113,125,1005,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,16217,"","","M","F","","","M","MS","F","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"",1,"",0,0,0,125,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6907,"Metadata/Monsters/VaalWraith/VaalWraith",2285,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraith.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraith",[12715],1,"","",95,2,6,6,9,0,"[53,814,119,791,796,764,30,29,765,802,73]",50,[],105,105,700,500,0,[396],"Metadata/Monsters/VaalWraith/VaalWraith.ais",[],"",4,"Blood Priest","Prêtre du sang","Blutpriester","ブラッド・プリースト","피의 사제","Padre Sangrento","Жрец крови","Sacerdote de sangre","นักบวชโลหิต","血腥祭司",75,240,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,18000,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6908,"Metadata/Monsters/VaalWraith/VaalWraithAtlasUber",2286,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraith.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraith",[12715],1,"","",95,2,6,6,9,0,"[53,814,119,791,796,764,30,29,765,802,73]",150,[],105,105,700,500,0,"[396,3420]","Metadata/Monsters/VaalWraith/VaalWraith.ais",[],"",4,"Chaos Caller","Mande-chaos","Chaosrufer","カオス・コーラー","혼돈 소환사","Chamador do Caos","Призыватель Хаоса","Llamador de caos","Chaos Caller","混沌靈喚者",75,240,1995,[],[],"","","","",0,[],[],[],1,1,6,100,0,0,100,-10932,"","","M","M","","","M","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","","",-10,10,0,240,"",0,"","","",3,1,0,0,0,0,0,0,"[""Metadata/Monsters/AtlasUbers/AtlasUberMonsterBase""]",0,0,0,0,0,"","",""
6909,"Metadata/Monsters/VaalWraith/VaalWraithMap",2287,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraith.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraith",[12715],1,"","",109,2,6,6,9,0,"[53,814,119,791,796,764,30,29,765,802,73]",100,[],105,105,700,500,0,[396],"Metadata/Monsters/VaalWraith/VaalWraith.ais",[],"",4,"Blood Priest","Prêtre du sang","Blutpriester","ブラッド・プリースト","피의 사제","Padre Sangrento","Жрец крови","Sacerdote de sangre","นักบวชโลหิต","血腥祭司",75,240,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,31867,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6910,"Metadata/Monsters/VaalWraith/VaalWraith2",2285,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraith.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraith",[12715],1,"","",95,2,6,6,9,0,"[53,814,119,791,796,764,30,29,765,802,73]",50,[],105,105,700,500,0,"[396,6645]","Metadata/Monsters/VaalWraith/VaalWraith.ais",[],"",4,"Soulseeker","Chercheur d'âmes","Seelensucher","ソウルシーカー","영혼 탐색자","Perseguidor de Almas","Искатель душ","Buscador de Almas","นักแสวงวิญญาณ","魂尋者",75,240,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,31673,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6911,"Metadata/Monsters/VaalWraith/VaalWraith2Map",2287,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraith.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraith",[12715],1,"","",109,2,6,6,9,0,"[53,814,119,791,796,764,30,29,765,802,73]",100,[],105,105,700,500,0,"[396,6645]","Metadata/Monsters/VaalWraith/VaalWraith.ais",[],"",4,"Soulseeker","Chercheur d'âmes","Seelensucher","ソウルシーカー","영혼 탐색자","Perseguidor de Almas","Искатель душ","Buscador de Almas","นักแสวงวิญญาณ","魂尋者",75,240,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,17138,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,240,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6912,"Metadata/Monsters/VaalWraith/VaalWraithRanged",2288,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraith.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraith",[12715],1,"","",109,2,6,6,9,0,"[34,767,53,814,119,791,796,764,30,29,765,32,802,73]",60,[],105,105,700,500,0,"[396,1666]","Metadata/Monsters/VaalWraith/VaalWraith.ais",[],"",4,"Shadow Priest","Prêtre des ombres","Schattenpriester","シャドウ・プリースト","그림자 사제","Padre Sombrio","Жрец теней","Sacerdote de Sombras","นักบวชเงา","暗影祭司",90,252,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-28693,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,252,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6913,"Metadata/Monsters/VaalWraith/VaalWraithRangedMap",2289,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraith.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraith",[12715],1,"","",109,2,6,6,9,0,"[34,767,53,814,119,791,796,764,30,29,765,32,802,73]",120,[],105,105,700,500,0,"[396,1666]","Metadata/Monsters/VaalWraith/VaalWraith.ais",[],"",4,"Shadow Priest","Prêtre des ombres","Schattenpriester","シャドウ・プリースト","그림자 사제","Padre Sombrio","Жрец теней","Sacerdote de Sombras","นักบวชเงา","暗影祭司",90,252,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-4337,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,252,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6914,"Metadata/Monsters/VaalWraith/VaalWraithChampion",2290,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraithChampion.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraithChampion",[12715],1,"","",127,2,6,6,9,0,"[34,767,53,814,119,791,797,764,30,29,765,32,802,73]",88,[],105,105,700,500,0,"[396,7681,7682,6761,1666,8752]","Metadata/Monsters/VaalWraith/VaalWraithChampion.ais","[6262,6263]","",4,"Shadestalker","Traqueur des ombres","Schattenpirscher","シェイドストーカー","그림자 추적자","Seguidor das Sombras","Ловец теней","Acechador de Sombras","นักย่องตามเงามืด","暗影追獵者",119,660,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,-11913,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,660,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6915,"Metadata/Monsters/VaalWraith/VaalWraithChampionMap",2292,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraithChampion.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraithChampion",[12715],1,"","",127,2,6,6,9,0,"[34,767,53,814,119,791,797,764,30,29,765,32,802,73]",175,[],105,105,700,500,0,"[396,7681,7682,6761,1666,8752]","Metadata/Monsters/VaalWraith/VaalWraithChampion.ais","[6262,6263]","",4,"Shadestalker","Traqueur des ombres","Schattenpirscher","シェイドストーカー","그림자 추적자","Seguidor das Sombras","Ловец теней","Acechador de Sombras","นักย่องตามเงามืด","暗影追獵者",118,569,1995,[],[],"","","","",0,[],[],[],"",1,6,100,0,0,100,16052,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,569,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
6916,"Metadata/Monsters/VaalWraith/VaalWraithChampionMinion",2290,28,3,6,9,"[""Metadata/Monsters/VaalWraith/VaalWraithChampion.act""]","[""Metadata/Monsters/VaalWraith/VaalWraith.ao""]","Metadata/Monsters/VaalWraith/VaalWraithChampionMinion",[6702],1,"","",127,2,3,6,9,0,"[34,767,53,814,119,791,797,30,29,802,73]",88,[],105,105,700,500,0,[6761],"Metadata/Monsters/NoAi.ais",[],"",4,"Shadestalker","Traqueur des ombres","Schattenpirscher","シェイドストーカー","그림자 추적자","Seguidor das Sombras","Ловец теней","Acechador de Sombras","นักย่องตามเงามืด","暗影追獵者",119,660,1995,[],[],"","","","",0,[],[36907],[],"",1,6,100,0,0,100,4798,"","","M","M","","","F","MS","M","","","","","","",[],[],[],"",200,0,[],[],10,"","",[],"","",1,0,0,0,660,"",0,"","","",3,1,0,0,0,0,0,0,[],0,0,0,0,0,"","",""
