"rownum","Id","ImplicitStats","ConstantStats","ConstantStatsValues","BaseEffectiveness","IncrementalEffectiveness","i32_64"
6172,"AvariusDivineSlam",[617],"[3831,1919,2693]","[50,-15,-50]",1,0,0
6173,"DelveProtoVaalSlam",[617],"[3831,1919,2693]","[50,-25,-50]",1,0,0
6174,"AvariusSummonTemplars",[],"[356,5154]","[8000,1]",1,0,0
6175,"AvariusSummonTemplarsMap",[],"[356,5154]","[4000,1]",1,0,0
6176,"AvariusSummonTemplars2",[],"[356,5154]","[8000,1]",1,0,0
6177,"AvariusSummonTemplars2Map",[],"[356,5154]","[4000,1]",1,0,0
6178,"AvariusSummonTemplars3",[],"[356,5154]","[8000,1]",1,0,0
6179,"AvariusSummonTemplars3Map",[],"[356,5154]","[4000,1]",1,0,0
6180,"AvariusRaiseStatues",[],"[5155,659]","[1,100]",1,0,0
6181,"AvariusRaiseStatuesWickerman",[],"[5155,659]","[1,100]",1,0,0
6182,"AvariusRaiseStatuesFaster",[],"[5155,659]","[1,100]",1,0,0
6183,"AvariusRaiseStatuesFastest",[],"[5155,659]","[1,100]",1,0,0
6184,"BreachConsumeBones",[],[5155],[1],1,0,0
6185,"BreachBoneMortar","[617,498]","[2500,3207,173,5151,5154,356]","[543,217,12,120,1,10000]",1,0,1022739087
6186,"BreachBoneMortarBoss","[617,498]","[2500,3207,173,5151,5154,356]","[543,217,12,120,1,45000]",1,0,1022739087
6187,"UtulaBossMortarBarrage","[617,498]","[2500,3207,5151,782,6151]","[543,217,120,1,2]",3.8889,0,1022739087
6188,"UtulaBossMortarBarrageMap","[617,498]","[2500,3207,5151,782,6151]","[543,217,120,1,2]",3.8889,0,1024148374
6189,"MaligaroBlackDeathMortarBarrage","[617,498,4577,5824]","[2500,3207,5151,6151,782,1487]","[543,217,120,1,2,30]",4.375,0,1022739087
6190,"SkeletonCannonBoneMortar","[617,498]","[2500,3207,173,5151,356,782]","[543,217,1,30,10000,3]",3.5,0,1013276738
6191,"BlightSkeletonCannonBoneMortar","[617,498]","[2500,3207,173,5151,356,782]","[760,217,10,45,10000,3]",1.75,0,1013276738
6192,"DelveSpiderMortarBarrage","[617,498]","[2500,3207,5151,782,6151,5750]","[543,130,120,4,2,-50]",1.95,0,1026295857
6193,"BetrayalMassSkeletonBoneMortar","[617,498]","[2500,3207,173,5151,356,782]","[543,217,5,360,3000,5]",1,0,1025758986
6194,"BreachBoneGroundSlam","[617,3811]",[108],[25],1,0,0
6195,"BreachBoneDelayedBlast",[617],[],[],1,0,1022739087
6196,"BreachBoneDelayedBlastAtlasUber",[617],[],[],1,0,1022739087
6197,"BellyTotemDelayedBlast",[617],[],[],1.57,0,1022739087
6198,"IntMissionDaemonDelayedBlast",[617],[5750],[15],1.57,0,1022739087
6199,"BreachBonespire",[1927],"[2104,4960,3875,356,5150]","[20,5000,25,5000,3]",1,0,1022739087
6200,"BellyTotemBonespire",[1927],"[2104,4960,3875,356,5750]","[15,5000,25,3000,-33]",0.75,0,1022739087
6201,"IntMissionDaemonBonespire",[1927],"[2104,4960,3875,356,5750]","[10,4000,25,3000,-15]",0.75,0,1022739087
6202,"BreachBonespireBoss",[1927],"[2104,4960,3875,356,2693]","[20,5000,100,5000,-50]",1,0,1022739087
6203,"BreachSweep",[],"[635,2693,1102]","[20,-20,50]",1,0,0
6204,"BreachBlizzard",[],"[356,5750,2693]","[10000,150,-70]",1,0,0
6205,"BreachBlizzardBoss",[],"[476,7387,356,5750,2693]","[-25,20,30000,125,-70]",1,0,0
6206,"BreachBlizzardSpectre",[],"[7387,356,5750]","[15,10000,150]",1,0,0
6207,"BreachTeamWarp",[],"[356,2153,5329,5328,5324]","[8000,3,25,50,-50]",1,0,0
6208,"BrineKingTidalRush",[],"[356,2693]","[5000,-80]",1.3636,0,1023611503
6209,"BrineKingTidalRushDisable",[],"[356,2693]","[5000,-80]",1.3636,0,1023611503
6210,"BreachFlameVortexRush","[617,1927]","[356,3593,3189,2693]","[7500,3,15000,-30]",0.9444,0,1022739087
6211,"BreachFlameVortexRushLowLife","[617,1927]","[356,3593,3189,2693]","[180000,3,15000,-30]",0.9444,0,1022739087
6212,"FlameVortexWestTriggered","[617,1927]","[356,3593,3189,2693]","[2900,3,15000,-30]",0.9444,0,1022739087
6213,"BrineKingUpheaval",[617],"[2104,3189,2693]","[5,2400,-50]",3.6364,0,1025758986
6214,"BrineKingUpheavalTriggered",[617],"[2104,3189,2693]","[5,1500,-50]",3.6364,0,1025758986
6215,"BrineKingFloodArena",[],[2693],[-50],11.875,0,1025758986
6216,"BrineKingFloodArenaMap",[],[2693],[-50],7.7188,0,1025758986
6217,"BrineKingStormCall",[617],[],[],5,0,1024416809
6218,"ElderArenaReefWaveUpheaval",[617],"[2104,3189,2693]","[5,500,-50]",3.0909,0,1027101164
6219,"BreachIceGolemFromMortar","[2458,2459,2495,498]","[2153,882,3207,782,2500]","[1,200,15,2,20]",0.7273,0,1024148374
6220,"SummonBreachIceTotem","[2458,2495]","[2153,882]","[2,201]",1,0,0
6221,"BrutusWallHook",[],[],[],1,0,0
6222,"BrutusWallHookEmpowered",[],"[633,1101]","[100,60]",1,0,0
6223,"BrutusLevitationSlam",[617],"[633,1101]","[150,60]",1,0,0
6224,"BetrayalLeoLevitationSlam",[617],"[1919,5750]","[-25,-70]",1,0,0
6225,"BreachBoneNova","[1776,1112,498]","[173,633,2693,5750]","[12,100,-60,133]",1,0,0
6226,"BreachBoneNovaWild","[1776,1112]",[2693],[-60],1,0,0
6227,"SkeletonCannonBoneNova","[1776,498]","[173,633,323,5750]","[10,40,30,150]",1,0,0
6228,"BreachFlickerStrike","[1846,2458,2495]",[],[],0,0,0
6229,"BreachFlickerStrikeChayula","[1846,2458,2495]",[882],[1],0,0,0
6230,"BreachFlickerStrikeChayulaLowLife","[1846,2458,2495]",[882],[1],0,0,0
6231,"BreachMassFlickerStrike",[1846],"[5199,2951]","[5,200]",0,0,0
6232,"BreachCastOnDeathNova","[1776,498]","[782,173]","[14,9]",0.8,0,1025758986
6233,"BreachMortarInLine","[617,498]","[2500,5230,1102]","[125,20,25]",1.8,0,1022739087
6234,"BreachMassMortarInLine","[617,498,1776,4577]","[2500,173,5230,1102,2693]","[125,1,20,25,-30]",2,0,1022739087
6235,"BreachMassMortarInLine2","[617,498,1776,4577]","[2500,173,5230,1102,2693]","[125,2,20,25,-30]",2,0,1022739087
6236,"BreachMassMortarInLine3","[617,498,1776,4577]","[2500,173,5230,1102,2693]","[125,3,20,25,-30]",2,0,1022739087
6237,"BreachMassMortarInLine4","[617,498,1776,4577]","[2500,173,5230,1102,2693]","[125,4,20,25,-30]",2,0,1022739087
6238,"MaligaroSpiderBossMortarInLine","[617,498]","[2500,5230,1487,2693,782]","[125,20,25,-30,4]",2.5,0,1022739087
6239,"KitavaDemonXMortar","[498,617]","[782,659,3207,6169,5750]","[2,500,10,125,100]",3.5,0,1024416809
6240,"BlightKitavaDemonXMortar","[498,617]","[782,659,3207,2500,5750]","[2,500,10,5,100]",3.5,0,1024416809
6241,"CrucibleKitavaDemonXMortarTriggered","[498,617]","[782,659,3207,2500,5750,6151]","[2,500,5,5,50,1]",3.5,0,1024416809
6242,"VilentaXMortar","[498,617,4577,6827,1927,7080]","[782,659,3207,2500,5750]","[7,500,10,125,100]",0.7,0,1024416809
6243,"VilentaXMortarMap","[498,617,4577,6827,1927]","[782,659,3207,2500]","[8,500,10,125]",0.95,0,1026295857
6244,"KitavaBossXMortar","[498,617]","[782,659,3207,6169,173,5750]","[2,500,10,150,2,60]",2.75,0,1024416809
6245,"ElderUnstableMortarInLine","[498,617]","[782,659,3207,6169,173]","[6,500,10,150,2]",2.75,0,1024416809
6246,"EnvyMercenary",[2968],[],[],2.1,0,1018980991
6247,"Envy",[2968],[],[],2.1,0,1018980991
6248,"BoneNova","[1776,1826,498,2683]","[173,5219,782]","[8,100,15]",1,0,0
6249,"IcicleBurst","[1776,1826,498,1325]","[173,7561,782,1100]","[8,100,38,100]",1,0,0
6250,"TransitionObject",[],"[2153,2212,5248]","[1,200,1]",1,0,0
6251,"TransitionObject2",[],"[2153,2212,5248]","[1,200,1]",1,0,0
6252,"TransitionObject3",[],"[2153,2212,5248]","[1,200,1]",1,0,0
6253,"TransitionObject4",[],"[2153,2212,5248]","[1,200,1]",1,0,0
6254,"BreachBallLightning",[617],"[356,659]","[30000,100]",2.5,0,1025758986
6255,"BreachBallLightningElderGuardian","[617,1927]","[356,659,3189]","[10000,50,5000]",2.5,0,1025758986
6256,"BreachBallLightningSentinelGolem","[617,1927]","[356,659,3189]","[10000,50,5000]",1.6,0,1025758986
6257,"BreachLightningOrbs",[617],"[356,659,2693]","[30000,100,-30]",1.375,0,1028201749
6258,"BreachLightningOrbsRefinery",[617],[356],[5000],0.75,0,1026832728
6259,"BreachLightningOrbsDelve","[617,1927]",[356],[5000],0.75,0,1026832728
6260,"BreachLightningOrbsCommander","[617,1927]",[356],[3000],0.85,0,1028201749
6261,"BreachLightningOrbsCrucible","[617,1927]","[356,659,3189]","[6000,50,3000]",2,0,1027101164
6262,"BreachLightningOrbsCrucibleAtlasUber","[617,1927]","[356,659,3189,433]","[6000,50,3000,30]",2,0,1027101164
6263,"BreachLightningOrbsAncestral","[617,1927,6867]","[356,659,3189]","[6000,100,3000]",1.5,0,1027101164
6264,"BreachRecall",[],[175],[-50],1,0,0
6265,"BreachSummonMonsterAtMarker",[],[],[],1,0,0
6266,"MaligaroTeleportSlam","[617,3811,2300]","[1102,5750]","[25,-50]",1,0,0
6267,"VendigoTeleportSlam",[617],[5750],[-50],1,0,0
6268,"AbyssBatTeleportSlam","[617,2358]",[5750],[-25],1,0,0
6269,"MaligaroComboAttack",[617],[],[],1,0,0
6270,"AbyssVendigoComboAttack",[617],[6821],[30],1,0,0
6271,"MaligaroSoulComboAttack",[617],[],[],1,0,0
6272,"MaligaroTelekineticBlades","[4577,4546,498]",[],[],2,0,1022739087
6273,"MaligaroTelekineticBladesMap","[4577,4546,498]",[],[],1.6,0,1022739087
6274,"MaligaroTelekineticBladesHidden","[4577,4546,498]",[],[],2,0,1022739087
6275,"MaligaroTelekineticBladesHiddenMap","[4577,4546,498]",[],[],1.6,0,1022739087
6276,"MaligaroTelekineticBladesInFront","[4577,4546,498]",[],[],2,0,1022739087
6277,"MaligaroTelekineticBladesInFrontMap","[4577,4546,498]",[],[],1.6,0,1022739087
6278,"MaligaroTelekineticBladesBehind","[4577,4546,498]",[],[],2,0,1022739087
6279,"MaligaroTelekineticBladesBehindMap","[4577,4546,498]",[],[],1.6,0,1022739087
6280,"MaligaroVanish","[7294,7295]",[],[],1,0,0
6281,"ProjectileSpellBlackDeath","[4546,498]","[1487,317,782,175,173,5750]","[30,-50,25,200,2,-40]",2.5,0,1025758986
6282,"NovaProjectileSpellBlackDeathCausticGround","[4546,617,498]","[4586,356,1487,317,5750]","[3,4000,30,-30,-40]",3.75,0,1028443341
6283,"NovaProjectileSpellBlackDeathCausticGroundMap","[4546,617,498]","[4586,356,1487,317,5750]","[3,4000,30,-30,-40]",3.75,0,1028443341
6284,"NovaProjectileSpellSpiderCausticGround","[4546,617,498]","[4586,356,1487,317,5750]","[3,4000,30,-45,-60]",2.5,0,1025758986
6285,"NovaProjectileSpellSpiderCausticGroundAtlasUber","[4546,617,498]","[4586,356,1487,317,5750,8318,8352]","[3,4000,70,-45,-60,100,4000]",2.5,0,1025758986
6286,"NovaProjectileSpellBurningGround","[4546,617,498,4577]","[356,317,782,5750]","[4000,-30,1,-70]",3.3333,0,1028443341
6287,"RapidSlam",[617],"[1919,633]","[-60,30]",1,0,0
6288,"MaligaroWhirlingBlades",[],[],[],1,0,0
6289,"LightningBolt","[617,1826]",[5287],[100],8,0,1024416809
6290,"WandStrike","[617,498,4546]","[173,8621,6196,6850,5750]","[2,100,-100,20,-40]",3,0,1024416809
6291,"WandStrikeMap","[617,498,4546]","[173,8621,6196,6850,5750]","[2,100,-100,20,-40]",2.3,0,1023611503
6292,"WandStrikeTrio","[617,498,4546]","[173,8621,6196,6850,5750]","[2,100,-100,20,-40]",2.55,0,1024416809
6293,"DoedreBubbleBurst","[617,498,4546]","[2505,2693]","[5,-40]",3,0,1022739087
6294,"DoedreBubbleBurstDaemon",[617],"[2505,2693,5750]","[1,-50,40]",3,0,1022739087
6295,"DoedreBubbleBurstDaemon2",[617],"[2505,2693,5750]","[2,-50,40]",3,0,1022739087
6296,"DoedreBubbleBurstPus","[617,12386]","[2505,1486]","[4,50]",3.6364,0,1014350479
6297,"DoedreBubbleBurstPusTriggered","[617,1826,12386]","[2505,6172,1486]","[1,100,50]",3.6364,0,1014350479
6298,"BansheeBubbleBurstTriggered","[617,1826]","[2505,6172]","[2,100]",4,0,1014350479
6299,"DoedreBubbleBurstUnholyTrio",[617],"[2505,2693,5750]","[1,-50,60]",2.25,0,1022739087
6300,"DoedreWarp",[617],[2693],[-30],3.5,0,1025758986
6301,"DoedreWarpMap",[617],[2693],[-30],4.5,0,1021665346
6302,"DoedreFormWarp",[617],[2693],[-30],2.1,0,1025758986
6303,"SupportCastWhileChannelling",[],[],[],1,0,0
6304,"SupportCastWhileChannellingRoyale",[],[],[],1,0,0
6305,"SupportCastWhileChannellingTriggered","[1826,9278]",[5298],[-30],1,0,0
6306,"SupportCastWhileChannellingTriggeredRoyale","[1826,9278]",[],[],1,0,0
6307,"RaiseSpiders","[1826,4962,2495,6883]","[3308,356,5299,8618,8619,3187]","[100,30000,20,2,15,-85]",1,0,0
6308,"LunarisComboAttack",[617],"[1919,633,2693]","[-51,-30,-50]",1,0,0
6309,"MeleeThrustAttack",[617],[2693],[-25],1,0,0
6310,"MeleeThrustAttackSkeleton","[617,2358]",[2693],[-25],1,0,0
6311,"MeleeThrustAttackScorpion","[617,2300,12386]","[1919,3361,3360,1102]","[-45,100,100,25]",1,0,0
6312,"MeleeThrustAttackCultistIncursion","[617,2358]","[2693,1919]","[-25,-33]",1,0,0
6313,"MeleeThrustAttackIncursionFire","[617,195]","[1919,7801,1099]","[-33,300,75]",1,0,0
6314,"AbyssLichThrustAttack","[617,3811]","[2693,5750]","[-25,40]",1,0,0
6315,"SolarisSkyBeam",[],"[356,3593,2693,5750]","[3000,4,-60,-40]",3.3333,0,1028443341
6316,"SolarisSkyBeamMap",[],"[356,3593,2693,5750]","[3000,4,-60,-40]",3.3333,0,1027101164
6317,"SolarisSkyBeamCelestial",[],"[356,3593,2693,5750]","[3000,4,-60,-40]",3.3333,0,1028443341
6318,"SolarisSkyBeamCelestialDawn",[],"[356,3593,2693,5750]","[3000,4,-60,-40]",2.7778,0,1028443341
6319,"SolarisSkyBeamCelestialMap",[],"[356,3593,2693,5750]","[3000,4,-60,-40]",3.3333,0,1027101164
6320,"HarbingerSkyBeam",[],"[356,3593,2693,5750]","[3000,5,-60,-80]",3.3333,0,1025758986
6321,"SolarisEnergyLance","[4546,4577,5824]","[173,3186,2693]","[4,50,-50]",6.6667,0,1028443341
6322,"SolarisEnergyLanceQuick","[4546,4577,5824]","[3186,2693]","[40,-25]",3.3333,0,1028443341
6323,"LunarisSpellBarrageTrapMercenary","[617,1927,329,1782,7928]","[356,611,6172,867,1774,2286]","[100,300,100,4000,2,20]",1.8182,0,1028443341
6324,"LunarisSpellBarrage","[617,1927]","[356,611,6172,2693]","[100,300,100,-50]",1.8182,0,1028443341
6325,"LunarisSpellBarrageCelestial","[617,1927]","[356,611,6172,2693]","[100,300,100,-50]",1.8182,0,1028443341
6326,"LunarisDarkProjectile","[617,498]","[356,4828,2693]","[7000,4,-60]",3.1818,0,1025758986
6327,"LunarisDarkProjectileDusk","[617,498]","[356,4828,2693]","[7000,4,-60]",3.1818,0,1025758986
6328,"LunarisDarkProjectileMap","[617,498]","[356,4828,2693]","[5000,4,-60]",3.1818,0,1025758986
6329,"DeathProjectileSpell","[1776,498,4577,12386]","[782,173,1780,1102]","[14,9,100,25]",1.0667,0,1027101164
6330,"SolarisSolarFlare","[617,1927]","[356,3189,2693,5750]","[3330,1000,-70,40]",1.3333,0,1027101164
6331,"SolarisSolarFlareDawn","[617,1927]","[356,3189,2693,5750]","[3330,1000,-70,40]",0.6667,0,1027101164
6332,"SolarisSolarFlareMap","[617,1927]","[356,3189,2693]","[5000,1000,-70]",1.3333,0,1027101164
6333,"LunarisGlaiveProjectile",[498],"[173,5821,5822,5823,3186,1300,633]","[1,-30,1000,1000,50,1,-30]",1,0,0
6334,"LunarisGlaiveProjectile2",[498],"[173,5821,5822,5823,3186,1300,633]","[1,-15,1000,1000,50,1,-30]",1,0,0
6335,"LunarisGlaiveProjectile3",[498],"[5822,5823,175,3186,1300,633]","[100,2500,90,50,2,-30]",1,0,0
6336,"LunarisGlaiveProjectile4",[498],"[5822,5823,175,3186,1300,633]","[-100,2500,90,50,2,-30]",1,0,0
6337,"LunarisGlaiveProjectileTriggered","[498,4577]","[5213,782,175,1788]","[100,20,-25,50]",1,0,0
6338,"LunarisGlaiveProjectileVertical",[498],"[782,175,173,633]","[23,-25,1,-30]",1,0,0
6339,"LunarisGlaiveProjectileVertical2",[498],"[782,175,1300,633]","[23,-25,1,-30]",1,0,0
6340,"DuskCurveProjectile1",[498],"[173,5821,5822,1919,3186,633]","[1,-25,1000,20,50,-30]",1,0,0
6341,"DuskCurveProjectile2",[498],"[173,5821,5822,5823,1919,3186,633]","[1,-20,750,250,20,50,-30]",1,0,0
6342,"DuskCurveProjectile3",[498],"[173,5821,5822,5823,1919,3186,633]","[1,-15,500,500,20,50,-30]",1,0,0
6343,"DuskCurveProjectile4",[498],"[173,5821,5822,5823,1919,3186,633]","[1,-10,250,300,20,50,-30]",1,0,0
6344,"DuskCurveProjectile5",[498],"[173,5821,5823,1919,3186,633]","[1,-5,-500,20,50,-30]",1,0,0
6345,"DuskCurveProjectile6",[498],"[173,5822,5823,1919,3186,633]","[1,-250,-250,20,50,-30]",1,0,0
6346,"ElderGuardianCurveProjectileChaos1","[498,4577,6827,1927]","[173,5821,5822,1919,3186,633]","[3,-25,1000,20,50,-30]",1,0,0
6347,"ElderGuardianCurveProjectileChaos2","[498,4577,6827,1927]","[173,5821,5822,5823,1919,3186,633]","[3,-20,750,250,20,50,-30]",1,0,0
6348,"ElderGuardianCurveProjectileChaos3","[498,4577,6827,1927]","[173,5821,5822,5823,1919,3186,633]","[3,-15,500,500,20,50,-30]",1,0,0
6349,"ElderGuardianCurveProjectileChaos4","[498,4577,6827,1927]","[173,5821,5822,5823,1919,3186,633]","[3,-10,250,300,20,50,-30]",1,0,0
6350,"ElderGuardianCurveProjectileChaos5","[498,4577,6827,1927]","[173,5821,5823,1919,3186,633]","[3,-5,-500,20,50,-30]",1,0,0
6351,"ElderGuardianCurveProjectileChaos6","[498,4577,6827,1927]","[173,5822,5823,1919,3186,633]","[3,-250,-250,20,50,-30]",1,0,0
6352,"DuskCurveProjectile1Map",[498],"[5821,5822,1919,3186,633,6151]","[-25,1000,20,50,-30,2]",1,0,0
6353,"DuskCurveProjectile2Map",[498],"[5821,5822,5823,1919,3186,633,6151]","[-20,750,250,20,50,-30,2]",1,0,0
6354,"DuskCurveProjectile3Map",[498],"[5821,5822,5823,1919,3186,633,6151]","[-15,500,500,20,50,-30,2]",1,0,0
6355,"DuskCurveProjectile4Map",[498],"[5821,5822,5823,1919,3186,633,6151]","[-10,250,300,20,50,-30,2]",1,0,0
6356,"DuskCurveProjectile5Map",[498],"[5821,5823,1919,3186,633,6151]","[-5,-500,20,50,-30,2]",1,0,0
6357,"DuskCurveProjectile6Map",[498],"[5822,5823,1919,3186,633,6151]","[-250,-250,20,50,-30,2]",1,0,0
6358,"IncursionChaosArchitectProjectile1","[498,1776]","[5821,5822,1788,317]","[-25,1000,40,-50]",0.75,0,1024416809
6359,"IncursionChaosArchitectProjectile2","[498,1776]","[5821,5822,5823,1788,317]","[-20,750,250,40,-50]",0.75,0,1024416809
6360,"IncursionChaosArchitectProjectile3","[498,1776]","[5821,5822,5823,1788,317]","[-15,500,500,40,-50]",0.75,0,1024416809
6361,"IncursionChaosArchitectProjectile4","[498,1776]","[5821,5822,5823,1788,317]","[-10,250,300,40,-50]",0.75,0,1024416809
6362,"IncursionChaosArchitectProjectile5","[498,1776]","[5821,5823,1788,317]","[-5,-500,40,-50]",0.75,0,1024416809
6363,"IncursionChaosArchitectProjectile6","[498,1776]","[5822,5823,1788,317]","[-250,-250,40,-50]",0.75,0,1024416809
6364,"ElderGuardianCurveProjectile1","[498,4577,6843,195]","[209,5821,5822,1919,3186,633,1300,1099]","[1471,-10,1500,20,50,-55,1,50]",1,0,0
6365,"ElderGuardianCurveProjectile2","[498,4577,6843,195]","[209,5821,5822,1919,3186,633,1300,1099]","[1471,-10,1500,20,50,-55,2,50]",1,0,0
6366,"EinharCurveProjectile1","[498,4577,6827,1927,683]","[5821,5822,1919,6151]","[-25,150,20,1]",1,0,0
6367,"EinharCurveProjectile2","[498,4577,6827,1927,683]","[5821,5822,5823,1919,6151]","[-20,900,50,20,1]",1,0,0
6368,"EinharCurveProjectile3","[498,4577,6827,1927,683]","[5821,5822,5823,1919,6151]","[-15,750,100,20,1]",1,0,0
6369,"EinharCurveProjectile4","[498,4577,6827,1927,683]","[5821,5822,5823,1919,6151]","[-10,450,60,20,1]",1,0,0
6370,"EinharCurveProjectile5","[498,4577,6827,1927,683]","[5821,5823,1919,6151]","[-5,-100,20,1]",1,0,0
6371,"EinharCurveProjectile6","[498,4577,6827,1927,683]","[5822,5823,1919,6151]","[-750,-50,20,1]",1,0,0
6372,"BetrayalSecretPoliceCurveDagger1","[498,4577]","[5821,5822,1919,3186]","[-20,1500,20,50]",1.5,0,1025758986
6373,"BetrayalSecretPoliceCurveDagger2","[498,4577]","[5821,5822,1919,3186]","[-10,1500,20,50]",1.5,0,1025758986
6374,"BetrayalSecretPoliceCurveDagger3","[498,4577]","[5822,1919,3186]","[1500,20,50]",1.5,0,1025758986
6375,"BetrayalVaganCurvedSword1","[498,4577]","[5821,5822,5823]","[150,-500,2100]",1,0,0
6376,"BetrayalVaganCurvedSword2","[498,4577]","[5821,5822,5823]","[150,-500,2100]",1,0,0
6377,"RitualDaemonChaosProjectile1","[498,1776]","[5821,5822,5823,1788,317,173]","[-25,500,500,40,-30,4]",1.05,0,1027101164
6378,"RitualDaemonChaosProjectile2","[498,1776]","[5821,5822,5823,1788,317,173]","[-20,500,375,40,-30,4]",1.05,0,1027101164
6379,"RitualDaemonChaosProjectile3","[498,1776]","[5821,5822,5823,1788,317,173]","[-15,375,375,40,-30,4]",1.05,0,1027101164
6380,"RitualDaemonChaosProjectile4","[498,1776]","[5821,5822,5823,1788,317,173]","[-10,375,500,40,-30,4]",1.05,0,1027101164
6381,"RitualDaemonChaosProjectile5","[498,1776]","[5821,5822,5823,1788,317,173]","[-5,250,250,40,-30,4]",1.05,0,1027101164
6382,"RitualDaemonChaosProjectile6","[498,1776]","[5822,5823,1788,317,173]","[150,150,40,-30,4]",1.05,0,1027101164
6383,"SanctumDaemonChaosProjectile1","[498,1776]","[5821,5822,5823,1788,317,173,16933]","[-25,500,500,40,-30,6,10]",0.3,0,1027101164
6384,"SanctumDaemonChaosProjectile2","[498,1776]","[5821,5822,5823,1788,317,173,16933]","[-20,500,375,40,-30,6,10]",0.3,0,1027101164
6385,"SanctumDaemonChaosProjectile3","[498,1776]","[5821,5822,5823,1788,317,173,16933]","[-15,375,375,40,-30,6,10]",0.3,0,1027101164
6386,"SanctumDaemonChaosProjectile4","[498,1776]","[5821,5822,5823,1788,317,173,16933]","[-10,375,500,40,-30,6,10]",0.3,0,1027101164
6387,"SanctumDaemonChaosProjectile5","[498,1776]","[5821,5822,5823,1788,317,173,16933]","[-5,250,250,40,-30,6,10]",0.3,0,1027101164
6388,"SanctumDaemonChaosProjectile6","[498,1776]","[5821,5822,5823,1788,317,173,16933]","[0,150,150,40,-30,4,10]",0.3,0,1027101164
6389,"SolarisSummonMonsters",[2458],"[2152,2211]","[1,1]",1,0,0
6390,"LunarisSummonMonsters",[2458],"[2152,2211]","[1,1]",1,0,0
6391,"SolarisBackflip",[1927],[2693],[-25],2.9167,0,1025758986
6392,"SpiderGodComboAttack",[],[2693],[-25],1,0,0
6393,"SpiderGodAcidLightning",[],[],[],1,0,0
6394,"SpiderGodAcidLightningLeft",[],[],[],1,0,0
6395,"SpiderGodAcidLightningRight",[],[],[],1,0,0
6396,"SpiderGodLaserBarrage",[1927],[2693],[-50],3.9375,0,1025758986
6397,"SpiderGodLaserBarrageLeft",[1927],[2693],[-50],3.9375,0,1025758986
6398,"SpiderGodLaserBarrageRight",[1927],[2693],[-50],3.9375,0,1025758986
6399,"SpiderGodLaserBarrageStandalone",[1927],[2693],[-50],3.9375,0,1025758986
6400,"SpiderGodLaserBarrageLeftStandalone",[1927],[2693],[-50],3.9375,0,1025758986
6401,"SpiderGodLaserBarrageRightStandalone",[1927],[2693],[-50],3.9375,0,1025758986
6402,"SpiderGodRiptide","[617,498]","[2693,5750]","[-25,50]",1.5,0,1024416809
6403,"SpiderGodRiptideMap","[617,498]","[2693,5750]","[-25,50]",1.05,0,1024416809
6404,"SpiderGodSuperRiptide","[617,498]","[2693,5750]","[-25,-25]",1.5,0,1024416809
6405,"SpiderGodSuperRiptideStandalone","[617,498]","[2693,5750]","[-25,-25]",1.5,0,1024416809
6406,"SpiderGodSuperRiptideMap","[617,498]","[2693,5750]","[-25,-25]",1.05,0,1024416809
6407,"SpiderGodSuperRiptideMapStandalone","[617,498]","[2693,5750]","[-25,-25]",1.05,0,1024416809
6408,"YeenaFireBreath",[],[],[],1,0,0
6409,"YeenaFireBreathPlayer",[],[6144],[75],1,0,0
6410,"AvariusDivineBeam",[6083],"[2037,356,3189,5144,2693]","[10,5000,750,150,-70]",5.5556,0,1028443341
6411,"AvariusDivineBeamMap",[6083],"[2037,356,3189,5144,2693]","[10,5000,750,150,-70]",5.5556,0,1028443341
6412,"AvariusDivineBeamTEMP",[6083],"[2037,356,3189,5144,2693]","[10,5000,750,150,-70]",5.5556,0,1028443341
6413,"AvariusCharge",[],"[356,1919]","[300,400]",1,0,0
6414,"AvariusCharge2",[],"[356,1919]","[300,400]",1,0,0
6415,"AvariusDivineCharge",[5214],"[356,1919]","[600,400]",1,0,0
6416,"AvariusDivineChargeSlam",[],"[356,1919,633,2693]","[600,400,150,-50]",1,0,0
6417,"AvariusDivineChargeSlamMap",[],"[356,1919,633,2693]","[600,400,40,-50]",1,0,0
6418,"AvariusSpark","[498,5340]","[356,2118,2119,1788,175]","[3500,150,4500,40,25]",1.25,0,0
6419,"SynthesisHoundCharge",[5214],"[356,1101]","[1000,50]",1,0,0
6420,"SynthesisHoundChargeStep",[5340],[],[],1.5,0,1026295857
6421,"SynthesisHoundChargeSlam",[],[1101],[100],1,0,0
6422,"ExplosiveDoomArrow","[498,617,4577,7080]","[4800,356]","[5,2500]",1,0,0
6423,"ExplosiveDoomArrowKraityn","[498,617]","[4800,356,6172,5750]","[3,1500,100,-50]",1,0,0
6424,"SpectralSawblade","[498,4546,11493]","[175,1919,3625,6034,11492,11494,11495]","[50,20,10,107,10,100,300]",1,0,0
6425,"SpiderGodWebZone",[],"[356,3189,177]","[15000,5000,-10]",1,0,0
6426,"UniqueSupportCastOnShockedKill",[5356],[],[],1,0,0
6427,"SupportVaalSoulHarvesting",[],[],[],1,0,0
6428,"StormBurstOld","[498,1994,19566]","[2524,173]","[65,1]",1.5,0,1019786297
6429,"YugulStormBurst","[498,1325]","[2524,175,2693,317,216,5750]","[100,-60,-25,60,-40,-10]",3.6364,0,1022739087
6430,"ShavronneStormBurst","[498,1927]","[2524,173,1788,5750]","[20,1,25,-10]",6.25,0,1022739087
