"rownum","Id","Characters","Text","AudioFiles","i32","i32","bool","bool","i32","i32","i32","i32","i32","NPCs","rid","f32","[rid]","i32"
11598,"LeitisOnManor",[],"That place is a madhouse. Every day was spent threading a careful line. Question the Count, and you'd get arrested. Flatter him too much, and he'd grow paranoid, and arrest you anyway. <continue>The Countess watched all of us with cold eyes. The nobles began to change... strange proclivities emerged. <continue>They brought lone villagers into their rooms in the dead of night, never to be seen again. Eamon and I tried to flee, but they caught us.","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis/Leitis_07_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis/Leitis_07_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis/Leitis_07_03.ogg""]",338,0,"","",338,0,1,0,1,[277],"",0,[],100
11599,"LeitisOnCountess",[],"When she came to us from the Vastiri Desert, we nobles were just happy the Count had finally found a wife. If we had known what was to come, we never would have celebrated. <continue>From the moment she arrived, she spent her time whispering dreadful little barbs in his ear. He became rather agitated, and started doubting himself... doubting his bloodline. He had a scholar repeatedly investigate whether the Eternals had... <i>{dirtied}... his ancestry. <continue>When he found out that he might have had an unwelcome interloper in his family tree, he became fixated on proving himself, even though we all repeatedly assured him he already <i>{had} our loyalty. He's been obsessed with gaining power ever since, and I think the Countess promised him a way to achieve it.","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis/Leitis_08_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis/Leitis_08_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act1/Leitis/Leitis_08_03.ogg""]",338,0,"","",338,0,1,0,1,[277],"",0,[],100
11600,"MarakethMatriarchOnTravelToSandstorm",[],"[DNT] If we have all we need, we can clear the Sandstorm!",[],338,0,"","",338,0,1,0,1,"[296,298,295]","",0,[],100
11601,"MarakethMatriarchOnBanishSandstorm",[],"[DNT] Good job. Now we can reach our Burial Towers once again.",[],338,0,"","",338,0,1,0,1,"[296,298,295]","",0,[],100
11602,"CountessA1OpenerHim",[],"Husband, this interloper has the power we need! Kill him, and you shall have everything I promised!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_01A.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11603,"CountessA1OpenerHer",[],"Husband, this interloper has the power we need! Kill her, and you shall have everything I promised!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_01B.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11604,"CountessA1SoMean",[],"I think not. I expected so much more from you. Since you are too weak to do the job, I'll find someone who can. Goodbye, <i>{'husband.'}","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_02.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11605,"CountessA1PlayerDies1",[],"That corpse should prove rather exceptional. Feed it to the Beast!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_03A.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11606,"CountessA1PlayerDies2",[],"Well done, my dear husband. ","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_03B.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11607,"CountessA1Encouraging1",[],"Put them down!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_04A_1.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11608,"CountessA1Encouraging2",[],"Put them down!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_04A_2.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11609,"CountessA1Encouraging3",[],"Put them down!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_04A_3.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11610,"CountessA1Encouraging4",[],"Yes, protect the beast!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_04B_1.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11611,"CountessA1Encouraging5",[],"Yes, protect the beast!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_04_B2.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11612,"CountessA1Encouraging6",[],"Yes, protect the beast!","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Wild/Countess_Wild_04B_3.ogg""]",338,0,"","",338,0,1,0,1,[262],"",0,[],100
11613,"CountessA1Letter",[],"Fool, do not send me missives here at Ogham! There is no way to guarantee that prying eyes do not see our letters. \r\n\r\nThe Countess of Ogham","[""Audio/Dialogue/4.0/NPC/Part1/Act1/Countess_Glyph/Countess_Glyph_01.ogg""]",338,0,"","",338,0,1,0,1,[263],"",0,[],100
11614,"CountessA2Opener1",[],"You again! The fool under the Hooded One's sway. Do you even know what he is? No matter. You'll find my King far more capable than Count Geonor.\r\n\r\nMy King—take the power you were promised. Put an end to this nuisance!\r\n","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Countess_Wild/Countess_Wild_05.ogg""]",338,0,"","",338,0,1,0,1,[322],"",0,[],100
11615,"CountessA2ResponseToKing",[],"I always do.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Countess_Wild/Countess_Wild_06_3.ogg""]",338,0,"","",338,0,1,0,1,[322],"",0,[],100
11616,"CountessA2PlayerTaunt1",[],"Now, kill the Sekhema!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Countess_Wild/Countess_Wild_07A_1.ogg""]",338,0,"","",338,0,1,0,1,[322],"",0,[],100
11617,"CountessA2PlayerTaunt2",[],"Glorious.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Countess_Wild/Countess_Wild_07B_2.ogg""]",338,0,"","",338,0,1,0,1,[322],"",0,[],100
11618,"CountessA2PraiseKing1",[],"Show them the might of the Faridun, my King!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Countess_Wild/Countess_Wild_08A_1.ogg""]",338,0,"","",338,0,0,0,1,[322],"",0,[],100
11619,"CountessA2PraiseKing2",[],"We're running out of time. End this!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Countess_Wild/Countess_Wild_08B_1.ogg""]",338,0,"","",338,0,0,0,1,[322],"",0,[],100
11620,"CarrionCroneRotten2",[],"Rotten!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/CarrionCrone/Rotten_02.ogg""]",338,0,"","",338,0,1,0,1,[323],"",0,[],100
11621,"CarrionCroneRotten3",[],"Rotten!","[""Audio/Dialogue/4.0/Monsters/Part1/Act1/CarrionCrone/Rotten_03.ogg""]",338,0,"","",338,0,1,0,1,[323],"",0,[],100
11622,"AsalaA2TownIntroSorceress",[7],"I am Asala, the Sekhema of the Ardura. I have heard of you, of course, but Zarka assures me you have almost served your time of banishment. Time will tell. ","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_01B.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11623,"AsalaA2TownIntro",[],"I am Asala, the Sekhema of the Ardura. I care not where you came from, nor what caste you might have been there. All that matters is that you have shown yourself capable in battle, <i>{jingakh}. <continue>Remain a friend to the Ardura, and you shall have nothing but respect from us.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_01A_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_01A_02.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11624,"AsalaA2PursuingTheBeastQuestGive",[],"So, the Beast <i>{has} entered the world once more. We were following a trail of corruption before we were waylaid, and now we shall resume the hunt. <continue>We Maraketh are honor bound to seek and contain Corruption wherever it may be found. It seems this sacred duty falls on us once more. <continue>The trail connects to two locations, but we don't know where the Beast currently resides. I am willing to begin wherever you and your Shade think is wisest.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_02_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_02_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_02_03.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11625,"AsalaA2RecentEventsGossip",[],"Corruption has returned to the Vastiri. Before this season, the hyenic warriors you fought would never have dared raid a caravan. <continue>The dead have begun to rise again, and other creatures of the desert have started... changing. By Zarka's accounts, the land is returning to the way it was before. These are ill times.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_03_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_03_02.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11626,"AsalaA2RankAndStatusGossip",[],"Foreigners often misunderstand the concept of the Sekhema. I am no dictator, and do not make some pathetic claim of divine right. <continue>Emperors are for nations filled with the weak-minded and soft, as history has proven every time an empire falls and we endure. <continue>I am Sekhema because others have put their faith in me as the strongest and most capable among us. I lead because there is no better replacement. It is a role I deserve, by definition.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_04_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_04_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_04_03.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11627,"AsalaA2MapUIAncientGatesOne",[],"One of the trails of corruption leads towards the Halani Gates. Anyone who would wish to leave this region must pass through them.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_05.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11628,"AsalaA2MapUIAncientGatesTwo",[],"The Halani Gates are closed for the first time in one thousand years! This can only be related to the Beast. We should investigate the Faridun camp and demand answers.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_06.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295,289]","",0,[],100
11629,"AsalaA2MapUIAncientGatesThree",[],"The Halani Gates are closed, and the Faridun hold them in defense of the Beast. We will have to find another way.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_07.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295,289]","",0,[],100
11630,"AsalaA2MapUIAncientGatesFour",[],"The Halani Gates are closed, and the Faridun hold them in defense of the Beast. We will have to use this... traitors passage instead.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_08.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295,289]","",0,[],100
11631,"AsalaA2MapUIAncientGatesFive",[],"We have reclaimed the Halani Gates from the Faridun, but Jamanra's foul sorcery holds us at bay with a sandstorm. Speak to Zarka. She may know of some way forward. ","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_09.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295,289]","",0,[],100
11632,"AsalaA2MapUIAncientGatesSix",[],"We have reclaimed the Ancient Gates from the Faridun, but Jamanra's foul sorcery holds us at bay with a sandstorm. Only a reforged Horn of Vastiri can open a way through.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_10.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295,289]","",0,[],100
11633,"AsalaA2MapUIAncientGatesSeven",[],"It is time to use the reforged Horn of the Vastiri to open the way through. Prepare yourself. War is nigh.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_11.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295,289]","",0,[],100
11634,"AsalaA2MapUITheQuarry",[],"Outcasts currently make their home in the forgotten Quarry in the hills of Mawdun. They call themselves the Faridun. We should travel there and find out what it is they are doing.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_12.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11635,"AsalaA2MapUITraitorsPassage",[],"Let us see if the defector's information is truthful. Infiltrate this passage, find your way to the top of the Halani Gates without being detected, and then call for aid. I shall answer.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_13.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11636,"AsalaA2MapUIKeth",[],"Once the seat of power for our people, now a buried testament to a glorious past. We will build a new Keth someday, when all this is over, and the Maraketh will shine under the sun once again. That is a promise.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_24.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11637,"AsalaA2MapUIMastodonBadlands",[],"That valley of the Badlands, where Mastodon bones rot under the sun for all time, is proof that a culture can vanish entirely if the world changes too much. <continue>I will not let my people diminish and disappear the same way...","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_20_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_20_02.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11638,"AsalaA2MapUIValleyOfTitans",[],"I am forbidden by the terms of the Third Pact from invoking the Rite of Flame myself. I must send an emissary... as must they. I do not know in what form it will come.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_26.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11639,"AsalaA2MapUIBurialSpires",[],"Enter Deshar, and take our vengeance upon the Faridun within! We will flank them while you ascend and undertake your duty.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_28.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11640,"AsalaA2MapUISandstorm",[],"We now have their trail. They will not escape!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_30.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11641,"AsalaA2MapUIOasis",[],"[DNT] Dreadnought's Wake or Oasis?",[],338,0,"","",338,0,1,0,1,[289],"",0,[],100
11642,"AsalaA2RisuQuestioningGive",[],"This <i>{balbalakh} will live or die based on her usefulness in pursuit of the Beast. Ask her what questions you will, then we Ardura will decide her fate.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_14.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11643,"AsalaA2ResponseAboutBurialSpires",[],"So, the outcasts have raised their new 'King' from the grave, and he seeks to violate Deshar— to feed our honoured dead to the Beast. Such a transgression... those <i>{vile dogs!} <continue>Our city of the dead lies beyond the Halani Gates—we should move to crush the Faridun immediately. <continue>Let us see if this defector's information is truthful. Infiltrate this supposed passage, find your way to the top of the Gates without being detected, and then call for aid. I shall answer.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_16_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_16_02.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_16_03.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11644,"AsalaA2RisusFateGossipBefore",[],"If her information proves to be truthful, <i>{then} she will live. If she is a deceiver sent to misdirect us, she will be left to die in the open desert... again.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_17.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11645,"AsalaA2RisusFateGossipAfter",[],"The <i>{balbalakh} has her life, for she was truthful. If she also wishes to be accepted here, that will be up to her.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_18.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11646,"AsalaA2AfterAscendingSorc",[7],"Your success in the trial will go a long way to redeeming you with your <i>{akhara}. I congratulate you. You will always have a place aboard my caravan.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_41B.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11647,"AsalaA2AfterAscending",[],"You participated in our trial, <i>{jingakh?} Well, it is unusual, but no less impressive. We welcome you now as a <i>{dekhara.} As far as I am concerned, you are one of us.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_41A.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11648,"AsalaA2AncientGatesBattleSummonedIn",[],"Hold them back while I open the gate!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_01.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11649,"AsalaA2AncientGatesBattleFirstGateOpen",[],"Advance with me! There are two more gates we must open!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_02.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11650,"AsalaA2AncientGatesBattleAdvanceWithMe",[],"Advance with me!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_03.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11651,"AsalaA2AncientGatesBattleFaridunNoLongerFearDeath",[],"The Faridun have never organized in such numbers before. They fight as if they no longer fear death!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_04.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11652,"AsalaA2AncientGatesBattleRandomCallout1",[],"A dark shadow has fallen across the land...","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_05_01.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11653,"AsalaA2AncientGatesBattleRandomCallout2",[],"The enemy crumbles!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_05_02.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11654,"AsalaA2AncientGatesBattleRandomCallout3",[],"Their formation is broken - attack!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_05_03.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11655,"AsalaA2AncientGatesBattleRandomCallout4",[],"Continue the assault! Slay them all!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_05_04.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11656,"AsalaA2AncientGatesBattleSecondGateReached",[],"If we can allow the caravan through all three gates, my warriors will swarm them under.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_06.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11657,"AsalaA2AncientGatesBattleSecondGateOpened",[],"Onwards! Give these demons no quarter!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_07.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11658,"AsalaA2AncientGatesBattleLimImpalerKilled1",[],"Die forgotten, Faridun scum!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_08.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11659,"AsalaA2AncientGatesBattleFindFigurehead",[],"Let us find the leader of this horde.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_09.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11660,"AsalaA2AncientGatesBattleFaridunEyesGleam",[],"The Faridun have fallen to corruption. Their eyes gleam with madness!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_11.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11661,"AsalaA2AncientGatesVsKingResponse",[],"<i>{The...} Jamanra? How is this possible?","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_12.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11662,"AsalaA2AncientGatesVsKingResponseSorceress",[7],"<i>{The...} Jamanra? How is this possible?","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_12.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11663,"AsalaA2AncientGatesVsKingResponseToBow",[],"The Maraketh do not bow to kings. We skin them.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_14.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11664,"AsalaA2AncientGatesVsKingDestroyTheBeast",[],"We shall destroy the Beast here and now!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_18.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11665,"AsalaA2AncientGatesVsKingChaseHim",[],"Make haste! He must not escape!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_20.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11666,"AsalaA2AncientGatesAfterKingSandsConjured",[],"Quickly! He conjures the very sands against us!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_21.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11667,"AsalaA2AncientGatesAfterKingSandsConjuredIdle",[],"Quickly!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_22.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11668,"AsalaA2AncientGatesAfterKingSandsConjuredIdleJingakh",[],"<i>{Jingakh,} time is of the essence!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_23A.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11669,"AsalaA2AncientGatesAfterKingSandsConjuredIdleSorceress",[7],"Time is of the essence!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_23B.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11670,"AsalaA2AncientGatesAfterKingReturnToTown",[],"This is no natural sandstorm! We must battle sorcery with sorcery. Let us return to the caravan and entreat Zarka's wisdom.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_24.ogg""]",338,0,"","",338,0,1,0,1,[301],"",0,[],100
11671,"AsalaA2HornOfVastiriQuestGo",[],"Ah, yes, the Horn of the Vastiri... I know the tale. The ancient city of Keth, the Badlands, and the Valley of the Titans... we can retrace Orbala's steps in any order. ","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_19.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11672,"AsalaA2MastodonBadlandsGossip",[],"That valley of the Badlands, where Mastodon bones rot under the sun for all time, is proof that a culture can vanish entirely if the world changes too much. <continue>I will not let my people diminish and disappear the same way...","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_20_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_20_02.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11673,"AsalaA2MastodonTusksComment",[],"The last remnants of a wise and powerful race of creatures. A lesson in bone for those whose numbers dwindle from generation to generation.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_23.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11674,"AsalaA2KethGossip",[],"Once the seat of power for our people, now a buried testament to a glorious past. We will build a new Keth someday, when all this is over, and the Maraketh will shine under the sun once again. That is a promise.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_24.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11675,"AsalaA2WaterGoddessBurnedSorceress",[7],"Ah, you found the essence of water! I expected something like this to be tended to by a goddess, but I suppose Keth has been abandoned far too long for that.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_25B.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11676,"AsalaA2WaterGoddessBurned",[],"There was a <i>{water goddess} in Keth? It is a shame that she chose to be burned alive rather than to stand and fight, but it is not our shame to bear, only her own.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_25A.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11677,"AsalaA2ValleyOfTitansGossip",[],"I am forbidden by the terms of the Third Pact from invoking the Rite of Flame myself. I must send an emissary... as must they. I do not know in what form it will come.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_26.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11678,"AsalaA2TravelToSandstorm",[],"It is time to use the reforged Horn of the Vastiri to open the way through. Prepare yourself. War is nigh.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_11.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11679,"AsalaA2AboutBurialSpiresSorceress",[7],"Enter Deshar, and take our vengeance upon the Faridun within! We will flank them while you ascend and undertake your duty.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_28.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11680,"AsalaA2AboutBurialSpires",[],"I am hesitant to allow you access to sacred Deshar, but better a single <i>{jingakh} than an army of spiteful enemies. Our city of the dead must be protected, no matter the cost.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_27.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11681,"AsalaA2OnSeeingLetter",[],"Why would you show me this? You fool! This folly is only harmless because there are no names on this letter. Otherwise, tradition would demand unhappy duties of me. <continue>I value each and every one of my dekhara. This is why I say: get this out of my sight.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_29_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_29_02.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11682,"AsalaA2OnChoosingDreadnought",[],"We have their trail now. They will not escape!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_30.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11683,"AsalaA2FinalBattleTime",[],"The Faridun have assembled a tremendous Dreadnought, a war caravan larger than we have ever seen. <continue>As we speak, it is barreling through the heart of the Vastiri, leaving devastation in its wake. ","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_31_01.ogg"",""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_31_02.ogg""]",338,0,"","",338,0,1,0,1,"[296,298,299,295]","",0,[],100
11684,"AsalaA2MapUIDreadnought",[],"The time has come for a final confrontation. We must attack the Dreadnought and face Jamanra and the Beast ourselves. This must end here.","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala/AsalaA2_32.ogg""]",338,0,"","",338,0,1,0,1,[289],"",0,[],100
11685,"AsalaA2DreadnoughtPepTalk",[],"Ready yourself. We must prevail, no matter what!","[""Audio/Dialogue/4.0/NPC/Part1/Act2/Asala_Wild/AsalaA2_Wild_25.ogg""]",338,0,"","",338,0,1,0,1,[300],"",0,[],100
