"rownum","NPCKey","i32","DialogueOption","[i32]","[i32]","[i32]","Script","TextAudio","Category","QuestRewardOffersKey","QuestFlag","NPCTextAudioKeys","Script2","bool","bool","[i32]","[i32]","i32","[i32]","i32","bool","rid","i32","bool","i32","i32","i32","row","rid","rid","i32","[rid]","i32","rid","i32","rid","bool","i32","i32","i32"
259,258,0,"Introduction",[],[],[],"triggerer.FinishNPCChat(); triggerer.SetQuestFlag( BitterGuyQuestReceived );",2964,3,"",2964,[10057],"","","",[],[],4119,[],4119,"","",0,"",-1711276032,75,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
260,258,1,"Praetor Draven",[],[],[3073],"","",3,"",3073,[10065],"","","",[],[],4119,[],4119,"","",0,"",-1174405120,75,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
261,258,2,"Uprising",[3073],[],[3074],"","",3,"",3074,[10066],"","","",[],[],4119,[],4119,"","",0,"",-369098752,75,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
262,258,3,"Ogham",[],[],[3072],"","",3,"",3072,[10069],"","","",[],[],4119,[],4119,"","",0,"",167772160,76,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
263,258,4,"Before Phaaryl",[3072],[],[4548],"","",3,"",4548,[10070],"","","",[],[],4119,[],4119,"","",0,"",973078528,76,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
264,258,5,"Isabel",[2974],[],[4549],"","",3,"",4549,[10059],"","","",[],[],4119,[],4119,"","",0,"",1778384896,76,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
265,258,6,"Calum and Torcall",[2969],[],[4550],"","",3,"",4550,[10060],"","","",[],[],4119,[],4119,"","",0,"",-1711276032,76,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
266,241,0,"The Seed of Corruption",[],[],[3114],"","",3,"",3114,[11856],"","","",[],[],4119,[],4119,"","",0,"",-1174405120,76,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
267,241,1,"Count Geonor",[],[],[3116],"","",3,"",3116,[11854],"","","",[],[],4119,[],4119,"","",0,"",-637534208,76,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
268,241,2,"Madness",[2980],[],[3080],"","",3,"",3080,[10107],"","","",[],[],4119,[],4119,"","",0,"",469762048,77,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
269,241,3,"The First Ones",[],[],[3118],"","",3,"",3118,[10106],"","","",[],[],4119,[],4119,"","",0,"",1006632960,77,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
270,241,4,"The Village",[2903],[],[3081],"",3081,3,"",3081,[10108],"","","",[],[],4119,[],4119,"","",0,"",1811939328,77,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
271,241,5,"Count Geonor",[2905],[3000],[3082],"","",3,"",3082,[10109],"","","",[],[],4119,[],4119,"","",0,"",-1409286144,77,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
272,241,6,"Death of the Count",[3000],[],[3083],"",3083,6,"",3083,[10110],"","","",[],[],4119,[],4119,"","",0,"",-603979776,77,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
273,241,7,"Follow the Beast's trail",[3083],[2906],[3002],"triggerer.EnableWaypoint(G2_1); triggerer.AreaTransitionTo(G2_1, false, 0.1); triggerer.FinishNPCChat();","",6,"",72,[11855],"SetAreaTransitionVideoPath(\""Art/Videos/Act1_Transition.bk2\"");","","",[],[],4119,[],4119,"","",0,"",-1577058304,79,16777216,52,"",84,51,[],51,"",0,"",1,0,-16843010,-16843010
274,241,8,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",1442840576,81,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
275,241,9,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",738197504,82,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
276,241,10,"Hunted",[4712],[],[2781],"","",3,"",2781,[11857],"","","",[],[],4119,[],4119,"","",0,"",1879048192,82,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
277,241,11,"Follow the Beast's trail",[3083],[2906],[3002],"triggerer.EnableWaypoint(C_G2_1); triggerer.AreaTransitionTo(C_G2_1, false, 0.1); triggerer.FinishNPCChat();","",6,"",72,[11855],"SetAreaTransitionVideoPath(\""Art/Videos/Act1_Transition.bk2\"");","","",[],[],4119,[],4119,"","",0,"",-1946157056,83,16777216,52,"",161,51,[],51,"",0,"",1,0,-16843010,-16843010
278,243,0,"A Warning",[4707],[],[4711],"triggerer.FinishNPCChat(); triggerer.ForceInteractWithNPC( globals.una_injured );",4711,6,"",4711,[11851],"","","",[],[],4119,[],4119,"","",0,"",2013265920,84,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
279,243,1,"Find the Seed",[4713],[],[4712],"triggerer.FinishNPCChat(); triggerer.ForceInteractWithNPC( globals.una_injured );",4712,6,"",4712,[11852],"","","",[],[],4119,[],4119,"","",0,"",-1476395008,84,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
280,243,2,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1476395008,84,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
281,243,3,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1409286144,84,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
282,243,4,"Hunted",[4712],[],[2781],"","",3,"",2781,[11857],"","","",[],[],4119,[],4119,"","",0,"",-536870912,84,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
283,311,0,"Our Next Move",[],[],[3169],"",3169,6,"",3169,[11716],"","","",[],[],4119,[],4119,"","",0,"",503316480,85,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
284,311,1,"The Maraketh",[],[],[3203],"","",3,"",3203,[11723],"","","",[],[],4119,[],4119,"","",0,"",1509949440,85,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
285,311,2,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",1509949440,85,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
286,311,3,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",1577058304,85,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
287,312,0,"Our Next Move",[],[3186],[3334],"",3334,6,"",3334,[11717],"","","",[],[],4119,[],4119,"","",0,"",-1845493760,85,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
288,312,1,"Asala",[3637],[],[3652],"","",3,"",3652,[11718],"","","",[],[],4119,[],4119,"","",0,"",-805306368,85,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
289,312,2,"Shambrin","[3635,0]",[],[3657],"","",3,"",3657,[11719],"","","",[],[],4119,[],4119,"","",0,"",603979776,86,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
290,312,3,"Risu",[3186],[],[3658],"","",3,"",3658,[11720],"","","",[],[],4119,[],4119,"","",0,"",1610612736,86,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
291,312,4,"Zarka","[3636,0]",[],[3659],"","",3,"",3659,[11721],"","","",[],[],4119,[],4119,"","",0,"",-1375731712,86,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
292,312,5,"Sun Clan Hyenas",[],[],[3683],"","",3,"",3683,[11722],"","","",[],[],4119,[],4119,"","",0,"",-268435456,86,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
293,312,6,"The Maraketh",[],[],[3203],"","",3,"",3203,[11723],"","","",[],[],4119,[],4119,"","",0,"",268435456,87,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
294,312,7,"Slavery",[3603],[],[3670],"","",3,"",3670,[11724],"","","",[],[],4119,[],4119,"","",0,"",1375731712,87,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
295,312,8,"Our Next Move",[4562],[4565],[3662],"",3662,6,"",3662,[11725],"","","",[],[],4119,[],4119,"","",0,"",-1845493760,87,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
296,312,9,"The Faridun",[3186],[],[3339],"","",3,"",3339,[11726],"","","",[],[],4119,[],4119,"","",0,"",-603979776,87,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
297,312,10,"Keth",[3212],[],[3677],"","",3,"",3677,[11727],"","","",[],[],4119,[],4119,"","",0,"",402653184,88,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
298,312,11,"Valley of the Titans",[72],[],[3679],"","",3,"",3679,[11728],"","","",[],[],4119,[],4119,"","",0,"",1946157056,88,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
299,312,12,"Mastodon Badlands",[72],[],[3678],"","",3,"",3678,[11729],"","","",[],[],4119,[],4119,"","",0,"",-905969664,88,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
300,312,13,"Deshar",[72],[],[3680],"","",3,"",3680,[11730],"","","",[],[],4119,[],4119,"","",0,"",167772160,89,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
301,312,14,"Our Next Move",[4565],[2920],[3663],"",3663,6,"",3663,[11731],"","","",[],[],4119,[],4119,"","",0,"",1241513984,89,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
302,312,15,"Our Next Move",[2920],[1523],[3664],"","",6,"",3664,[11732],"","","",[],[],4119,[],4119,"","",0,"",-1979711488,89,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
303,312,16,"Our Next Move",[1523],[],[3665],"",3665,6,"",3665,[11743],"","","",[],[],4119,[],4119,"","",0,"",-1174405120,89,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
304,312,17,"Identify Items",[],[],[],"triggerer.items_ided = triggerer.IdentifyItems();\r\nIf(triggerer.items_ided > 0, (){ SendSoundEffect(IdentifyAll, 0, false, triggerer); }, (){SendSoundEffect(IdentifyAllClick , 0, false, triggerer);});","",28,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1174405120,89,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
305,312,18,"Refund Passives",[],[],[],"triggerer.SendOpenScreen( CharacterPassiveTreeScreen, 1 );\r\ntriggerer.FinishNPCChat();","",29,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",-1107296256,89,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
306,312,19,"Jamanra",[2673],[],[2782],"","",3,"",2782,[11744],"","","",[],[],4119,[],4119,"","",0,"",67108864,90,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
307,313,0,"Worst Fears",[3725],[4587],[4587],"triggerer.FinishNPCChat(); DirtyStateMachine(); triggerer.waiting_for_anim = 1; Delay( 4.0, { globals.hooded_one_reveal.TriggerInteraction(triggerer); triggerer.waiting_for_anim = null; } );",4587,6,"",4587,[11733],"PlayCharacterAudioEvent( SinRevealPrompt );","","",[],[],4119,[],4119,"","",0,"",939524096,92,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
308,313,1,"Confession",[4587],[4588],[4588],"triggerer.FinishNPCChat();  DirtyStateMachine(); triggerer.waiting_for_anim = 1; Delay( 6.0, { globals.hooded_one_reveal.TriggerInteraction(triggerer); triggerer.waiting_for_anim = null; } );",4588,6,"",4588,[11735],"PlayInterlude( \""Audio/Music/A2/A2_Caravan/A2_CaravanSinReveal\"", 0.5 );","","",[],[],4119,[],4119,"","",0,"",-1577058304,94,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
309,313,2,"Identity",[4588],[4589],[4589],"triggerer.FinishNPCChat(); globals.hooded_one_reveal.TriggerInteraction(triggerer);",4589,6,"",4589,[11737],"","","",[],[],4119,[],4119,"","",0,"",-1610612736,95,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
310,313,3,"To Utzaal",[4589],[1523],[1523],"triggerer.FinishNPCChat(); DirtyStateMachine();",1523,6,"",1523,[11739],"PlayCharacterAudioEvent( SinRevealResponse );","","",[],[],4119,[],4119,"","",0,"",-1241513984,96,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
311,313,4,"To Utzaal",[1523],[],[1523],"triggerer.FinishNPCChat();",1523,6,"",1523,[11739],"","","",[],[],4119,[],4119,"","",0,"",-436207616,96,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
312,313,5,"The Shrine",[1523],[],[5031],"","",3,"",5031,[11740],"","","",[],[],4119,[],4119,"","",0,"",771751936,97,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
313,313,6,"Wife",[1523],[],[2742],"","",3,"",2742,[11741],"","","",[],[],4119,[],4119,"","",0,"",1778384896,97,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
314,313,7,"Daughter",[1523],[],[2743],"","",3,"",2743,[11742],"","","",[],[],4119,[],4119,"","",0,"",-1375731712,97,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
315,308,0,"Introduction",[],[],[3158],"","",3,"",3157,[10128],"","","",[],[],4119,[],4119,"","",0,"",-838860800,97,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
316,422,0,"Introduction",[],[4322],[4320],"triggerer.FinishNPCChat();",4320,6,"",4320,"[11752,11751]","PlayCharacterAudioEvent( GetHyenaQuest );","","",[],[],4119,[],4119,"","",0,"",1677721600,98,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
317,422,1,"The Ardura Caravan",[4322],[],[4324],"globals.ramp.Transition();",4324,6,"",4324,"[11754,11753]","","","",[],[],4119,[],4119,"","",0,"",67108864,99,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
318,422,2,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",67108864,99,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
319,422,3,"Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",134217728,99,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
320,422,4,"Earning Passage Reward",[4324],[3704],[3703],"",3703,7,11,3703,[],"","","",[],[],4119,[],4119,"","",0,"",1811939328,99,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
321,291,0,"Rank and Status",[],[],[1526],"","",3,"",1526,[10129],"","","",[],[],4119,[],4119,"","",0,"",-1375731712,99,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
322,291,1,"Dispelling the Sandstorm",[4562],[],[1527],"",1527,6,"",1527,[11760],"","","",[],[],4119,[],4119,"","",0,"",301989888,100,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
323,291,2,"Recreating the Horn",[1527],[],[1528],"","",3,"",1528,[11761],"","","",[],[],4119,[],4119,"","",0,"",1811939328,100,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
324,291,3,"The Tale of the Horn",[1527],[],[4985],"","",3,"",4985,[11762],"","","",[],[],4119,[],4119,"","",0,"",-939524096,100,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
325,291,4,"The Flame Ruby",[3189],[4839],[4839],"",4839,6,"",4839,[11763],"","","",[],[],4119,[],4119,"","",0,"",671088640,101,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
326,291,5,"The Mastodon Tusks",[3187],[4840],[4840],"",4840,6,"",4840,[11764],"","","",[],[],4119,[],4119,"","",0,"",-1879048192,101,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
327,291,6,"The Essence of Water",[4336],[4841],[4841],"",4841,6,"",4841,[11765],"","","",[],[],4119,[],4119,"","",0,"",-67108864,101,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
328,291,7,"The Recreated Horn","[4839,0,0]","[4344,0]",[1903],"",1903,6,"",1903,[11769],"","","",[],[],4119,[],4119,"","",0,"",-1811939328,102,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
329,291,8,"Nasima of the Second Sight",[3349],[3466],[3383],"","",3,"",3383,[10384],"","","",[],[],4119,[],4119,"","",0,"",201326592,103,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
330,291,9,"The Doom of the Desert",[3291],"[3301,0]",[3303],"","",3,"",3303,[10369],"","","",[],[],4119,[],4119,"","",0,"",-1946157056,103,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
331,291,10,"History of the Vastiri Plains",[],[],[3598],"","",3,"",3598,[10562],"","","",[],[],4119,[],4119,"","",0,"",-369098752,103,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
332,291,11,"Orbala's Eight Adventures",[3202],[],[3599],"","",3,"",3599,[10563],"","","",[],[],4119,[],4119,"","",0,"",1342177280,104,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
333,291,12,"Asala",[72],"[3466,0,0]",[3638],"","",3,"",3638,[10439],"","","",[],[],4119,[],4119,"","",0,"",-1342177280,104,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
334,291,13,"Shambrin",[3635],[3466],[3633],"","",3,"",3633,[10438],"","","",[],[],4119,[],4119,"","",0,"",-268435456,104,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
335,291,14,"Risu",[2909],[],[3630],"","",3,"",3630,[10437],"","","",[],[],4119,[],4119,"","",0,"",536870912,105,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
336,291,15,"The Thief of Virtue",[3681],[],[3685],"","",3,"",3685,[10596],"","","",[],[],4119,[],4119,"","",0,"",2046820352,105,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
337,291,16,"Show Zarka the Final Letter",[3242],[],[],"","",6,"",72,[10383],"","","",[],[],4119,[],4119,"","",0,"",-738197504,105,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
338,291,17,"The Trial of the Sekhemas",[2161],[],[4882],"",4882,6,"",4882,"[11756,11755]","","","",[],[],4119,[],4119,"","",0,"",1241513984,106,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
339,291,18,"A Crown of Stone Reward",[4839],[4568],"[4569,0]","",4569,7,13,4569,[],"","","",[],[],4119,[],4119,"","",0,"",-1140850688,106,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
340,291,19,"The City of Seven Waters Reward",[4841],[4571],"[4570,0]","",4570,7,14,4570,[],"","","",[],[],4119,[],4119,"","",0,"",1040187392,107,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
341,291,20,"A Theft of Ivory Reward",[4840],[4573],"[4572,0]","",4572,7,15,4572,[],"","","",[],[],4119,[],4119,"","",0,"",-1342177280,107,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
342,291,21,"The Horn of the Vastiri",[1903],"[4344,0]",[4574],"",4574,7,16,4574,[],"","","",[],[],4119,[],4119,"","",0,"",570425344,108,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
343,291,22,"The Trail of Corruption Reward",[4562],"[4778,0]",[4779],"",4779,7,12,4779,[],"","","",[],[],4119,[],4119,"","",0,"",1644167168,108,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
344,291,23,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",1644167168,108,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
345,291,24,"Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",1711276032,108,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
346,291,25,"Deshar",[2915],[],[2845],"","",3,"",2845,"[11777,11778]","","","",[],[],4119,[],4119,"","",0,"",-1442840576,108,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
347,291,26,"Jamanra",[2673],[4585],[2846],"","",3,"",2846,[11779],"","","",[],[],4119,[],4119,"","",0,"",-369098752,108,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
348,291,27,"Jamanra",[4585],[],[2847],"","",3,"",2847,[11780],"","","",[],[],4119,[],4119,"","",0,"",436207616,109,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
349,294,0,"Goodbye",[],[],[3639],"",3639,3,"",3639,[10436],"","","",[],[],4119,[],4119,"","",0,"",1275068416,109,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
350,294,1,"Return to the Ardura Caravan",[],[],[],"triggerer.AreaTransitionTo(G2_town); triggerer.FinishNPCChat();","",6,"",72,[],"","","",[],[],4119,[],4119,"","",0,"",167772160,110,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
351,294,2,"Buy or Sell items",[],[],[],"","",12,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",167772160,110,0,52,0,"",51,[],51,"",0,"","",0,-16843010,-16843010
352,294,3,"Disenchant Items",[],[],[],"","",13,"",72,[],"","","",[],[],4119,[],4119,"","",1,"",234881024,110,0,52,1,"",51,[],51,"",0,"","",0,-16843010,-16843010
353,289,0,"",[],[4768],[4768],"",4768,6,"",4768,[],"","","",[],[],4119,[],4119,"","",0,"",838860800,110,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
354,289,1,"Travel to Keth",[4562],"[4576,0]",[],"","",6,"",72,[11636],"","","",[],[],4119,[],4119,"","",0,"",-1845493760,110,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
355,289,2,"Travel to Mastodon Badlands",[4562],"[4577,0]",[],"","",6,"",72,[11637],"","","",[],[],4119,[],4119,"","",0,"",201326592,111,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
356,289,3,"Travel to Valley of the Titans",[4562],"[4578,0]",[],"","",6,"",72,[11638],"","","",[],[],4119,[],4119,"","",0,"",-1946157056,111,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
357,289,4,"Travel to Deshar",[3469],"[4579,0]",[],"","",6,"",72,[11639],"","","",[],[],4119,[],4119,"","",0,"",-268435456,111,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
358,289,5,"Assault the Dreadnought",[],[3724],[],"","",6,"",72,[11684],"","","",[],[],4119,[],4119,"","",0,"",1107296256,112,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
359,289,6,"Travel to Mawdun Quarry",[],"[3186,0]",[3165],"","",6,"",72,[11634],"","","",[],[],4119,[],4119,"","",0,"",-1275068416,112,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
360,289,7,"Travel to the Halani Gates",[],[1525],[],"","",6,"",72,[11627],"","","",[],[],4119,[],4119,"","",0,"",201326592,113,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
361,289,8,"Travel to the Halani Gates",[1525],[3186],[],"","",6,"",72,[11628],"","","",[],[],4119,[],4119,"","",0,"",1006632960,113,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
362,289,9,"Travel to the Halani Gates",[3186],[1524],[],"","",6,"",72,[11629],"","","",[],[],4119,[],4119,"","",0,"",1811939328,113,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
363,289,10,"Travel to the Halani Gates",[1524],[4562],[],"","",6,"",72,[11630],"","","",[],[],4119,[],4119,"","",0,"",-1677721600,113,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
364,289,11,"Travel to the Halani Gates",[4562],[2683],[],"","",6,"",72,[11631],"","","",[],[],4119,[],4119,"","",0,"",-872415232,113,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
365,289,12,"Travel to the Halani Gates",[2683],[4344],[],"","",6,"",72,[11632],"","","",[],[],4119,[],4119,"","",0,"",-67108864,113,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
366,289,13,"Travel to the Halani Gates",[4344],[4565],[],"","",6,"",72,[11633],"","","",[],[],4119,[],4119,"","",0,"",738197504,114,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
367,289,14,"Travel to Traitor's Passage",[1524],"[4385,0]",[3728],"","",6,"",72,[11635],"","","",[],[],4119,[],4119,"","",0,"",-1241513984,114,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
368,289,15,"Travel to the Sandstorm",[4344],"[4566,0]",[],"","",6,"",72,[11640],"","","",[],[],4119,[],4119,"","",0,"",671088640,115,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
369,289,16,"[DNT] Travel to Oasis/Dreadnought's Wake",[],[],[],"","",6,"",72,[11641],"","","",[],[],4119,[],4119,"","",0,"",-1946157056,115,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
370,289,17,"Travel to Sandswept Marsh",[72],[],[],"","",6,"",72,[11712],"","","",[],[],4119,[],4119,"","",0,"",-503316480,115,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
371,296,0,"Introduction",[],[],[3163],"triggerer.FinishNPCChat();",3163,3,"",3163,"[11623,11622]","","","",[],[],4119,[],4119,"","",0,"",301989888,116,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
372,296,1,"Earning Passage Reward",[],[3704],[3703],"triggerer.FinishNPCChat(); DirtyTransition();",3703,7,11,3703,[],"","","",[],[],4119,[],4119,"","",0,"",-1879048192,116,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
373,298,0,"Introduction",[],[],"[3163,0]","",3163,3,"",3163,"[11623,11622]","","","",[],[],4119,[],4119,"","",0,"",-805306368,116,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
374,298,1,"Rank and Status",[],[],[3348],"","",3,"",3348,[11626],"","","",[],[],4119,[],4119,"","",0,"",-268435456,116,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
375,298,2,"Pursuing the Beast",[],[],[3461],"",3461,6,"",3461,[11624],"","","",[],[],4119,[],4119,"","",0,"",939524096,117,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
376,298,3,"Oriana",[],[],[3464],"","",3,"",3464,[11713],"","","",[],[],4119,[],4119,"","",0,"",1744830464,117,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
377,298,4,"Honour Bound",[3461],[],[4837],"","",3,"",4837,[11714],"","","",[],[],4119,[],4119,"","",0,"",-1275068416,117,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
378,298,5,"Recent Events",[],[],[4838],"","",3,"",4838,[11625],"","","",[],[],4119,[],4119,"","",0,"",-234881024,117,0,52,"","",51,[],51,"",0,"","",0,-16843010,-16843010
379,298,6,"The Closed Gates",[3199],[3186],[1525],"",1525,6,"",1525,[11628],"","","",[],[],4119,[],4119,"","",0,"",1442840576,118,0,52,"","",51,[],51,"",0,"",1,0,-16843010,-16843010
