"rownum","SetId","AchievementsRequired","Rewards","TotemPieceEveryNAchievements","Message (English)","Message (French)","Message (German)","Message (Japanese)","Message (Korean)","Message (Portuguese)","Message (Russian)","Message (Spanish)","Message (Thai)","Message (Traditional Chinese)","NotificationIcon","HideoutName (English)","HideoutName (French)","HideoutName (German)","HideoutName (Japanese)","HideoutName (Korean)","HideoutName (Portuguese)","HideoutName (Russian)","HideoutName (Spanish)","HideoutName (Thai)","HideoutName (Traditional Chinese)","Id"
157,50,10,[4063],0,"Congratulations! You earned the Victorious Body Armour!\nThe appearance of this body armour improves as you complete 18, 26 and 38 challenges.","Félicitations ! Vous avez remporté l'Armure de la Victoire !\n L'apparence de cette armure s'améliore lorsque vous terminez 18, 26 et 38 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Glorreiche Körperrüstung' freigespielt!\nDas Erscheinungsbild verbessert sich mit dem Abschluss von 18, 26 und 38 Herausforderungen zu.","おめでとうございます！\n勝利のアーマーを獲得しました！\nこの鎧の見た目はチャンレンジを10, 18, 38個完了すると向上します。","축하합니다! 승리의 갑옷을 획득했습니다!\n이 갑옷의 외형은 도전과제를 18개, 26개, 38개 완료하는 시점에 더 멋있어집니다.","Parabéns! Você recebeu o Peitoral Vitorioso!\nA aparência deste Elmo é melhorada quando você completar os desafios de número 16, 24 e 35.","Поздравляем!\nВы получили победоносный нательный доспех!\nВнешний вид этого нательного доспеха меняется по завершении вами 18, 26 и 38 испытаний.","¡Felicitaciones! ¡Has conseguido la Armadura Victoriosa!\nLa apariencia de esta armadura mejorará cuando completes 18, 26 y 38 desafíos.","ยินดีด้วย!\nคุณครอบครองเสื้อเกราะ Victorious แล้ว!\nหมวกนี้จะมีรูปลักษณ์ที่ดียิ่งขึ้นเมื่อคุณผ่านภารกิจท้าทาย 10, 18 และ 38 ภารกิจ","恭喜！你獲得身體外觀：鬪陣勝利！\n此身體外觀會在你完成 18、26和38個挑戰時優化。","","Victorious Body Armour (Tier 1)","Armure de la Victoire (Palier 1)","Glorreiche Körperrüstung (Level 1)","勝利のアーマー（ティア1）","승리의 갑옷 (1등급)","Peitoral Vitorioso (Tier 1)","Победоносный нательный доспех (1 уровень)","Armadura Victoriosa (nivel 1)","เสื้อเกราะ Victorious (ระดับ 1)","身體外觀：鬪陣勝利（T1）","VictoriousBodyArmour"
158,50,19,[7858],3,"Congratulations! You earned the Sanctum Totem!\nThe more challenges you complete, the bigger it gets!","Félicitations !\nVous avez remporté le Totem Sanctum ! Plus vous réussirez de défis, plus il grandira !","Du hast das Sanctum-Totem freigespielt!\nSchließe mehr Herausforderungen ab, um weitere davon zu erhalten!","おめでとうございます！Forbidden Sanctumトーテムを獲得しました！\nさらにチャレンジを完了することで大きくなります！","축하합니다! 성역 토템을 획득했습니다!\n이 토템은 도전과제를 많이 완료할수록 커집니다!","Parabéns! Você recebeu o Totem do Sanctum Proibido!\nQuanto mais desafios você completar, mais ele cresce!","Поздравляем!\nВы получили часть тотема Святилища!\nЗавершайте больше испытаний, чтобы получить оставшиеся части тотема!","¡Felicitaciones! ¡Has conseguido el Tótem de Sanctum!\n¡Cuantos más desafíos completes, más grande será!","ยินดีด้วย!\nคุณได้ครอบครองเสาอนุสรณ์ Sanctum แล้ว!\nยิ่งคุณผ่านภารกิจท้าทายมากเท่าไหร่ เสาอนุสรณ์ก็จะยิ่งสูงขึ้นเท่านั้น!","恭喜！你獲得聖域圖騰！\n你完成越多挑戰，圖騰就越長！","","","","","","","","","","","","HideoutTotemPole29"
159,50,12,[],0,"Congratulations!\nYou earned another tier of the Victorious Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Handschuhe' freigespielt!","おめでとうございます！\n第二段階の勝利のグローブを獲得しました！","축하합니다!\n승리의 장갑이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Luvas Vitoriosas!","Поздравляем!\nВы получили ещё один уровень победоносных перчаток!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes Victoriosos!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的手部外觀：鬪陣勝利！","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 2)","Gants de la Victoire (Palier 2)","Glorreiche Handschuhe (Level 2)","勝利のグローブ（ティア2）","승리의 장갑 (2등급)","Luvas Vitoriosas (Tier 2)","Победоносные перчатки (2 уровень)","Guantes Victoriosos (nivel 2)","ถุงมือ Victorious (ระดับ 2)","手部外觀：鬪陣勝利（T2）",""
160,50,14,[],0,"Congratulations!\nYou earned another tier of the Victorious Boots!","Félicitations ! Vous avez remporté un autre palier des Bottes de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Stiefel' freigespielt!","おめでとうございます！\n第二段階の勝利のブーツを獲得しました！","축하합니다!\n승리의 장화가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Botas Vitoriosas!","Поздравляем!\nВы получили ещё один уровень победоносных сапог!","¡Felicitaciones!\n¡Has conseguido otro nivel de las Botas Victoriosas!","ยินดีด้วย!\nคุณได้ครอบครองรองเท้า Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的腳部外觀：鬪陣勝利！","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 2)","Bottes de la Victoire (Palier 2)","Glorreiche Stiefel (Level 2)","勝利のブーツ（ティア2）","승리의 장화 (2등급)","Botas Vitoriosas (Tier 2)","Победоносные сапоги (2 уровень)","Botas Victoriosas (nivel 2)","รองเท้า Victorious (ระดับ 2)","腳部外觀：鬪陣勝利（T2）",""
161,50,16,[],0,"Congratulations!\nYou earned another tier of the Victorious Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreicher Helm' freigespielt!","おめでとうございます！\n第二段階の勝利のヘルメットを獲得しました！","축하합니다!\n승리의 투구가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Elmo Vitorioso!","Поздравляем!\nВы получили ещё один уровень победоносного шлема!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco Victorioso!","ยินดีด้วย!\nคุณได้ครอบครองหมวก Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的頭部外觀：鬪陣勝利！","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 2)","Casque de la Victoire (Palier 2)","Glorreicher Helm (Level 2)","勝利のヘルメット（ティア2）","승리의 투구 (2등급)","Elmo Vitorioso (Tier 2)","Победоносный шлем (2 уровень)","Casco Victorioso (nivel 2)","หมวก Victorious (ระดับ 2)","頭部外觀：鬪陣勝利（T2）",""
162,50,18,[],0,"Congratulations!\nYou earned another tier of the Victorious Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Körperrüstung' freigespielt!","おめでとうございます！\n第二段階の勝利のアーマーを獲得しました！","축하합니다!\n승리의 갑옷이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Peitoral Vitorioso!","Поздравляем!\nВы получили ещё один уровень победоносного нательного доспеха!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura Victoriosa!","ยินดีด้วย!\nคุณได้ครอบครองเสื้อเกราะ Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的身體外觀：鬪陣勝利！","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 2)","Armure de la Victoire (Palier 2)","Glorreiche Körperrüstung (Level 2)","勝利のアーマー（ティア2）","승리의 갑옷 (2등급)","Peitoral Vitorioso (Tier 2)","Победоносный нательный доспех (2 уровень)","Armadura Victoriosa (nivel 2)","เสื้อเกราะ Victorious (ระดับ 2)","身體外觀：鬪陣勝利（T2）",""
163,50,20,[],0,"Congratulations!\nYou earned another tier of the Victorious Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Handschuhe' freigespielt!","おめでとうございます！\n第三段階の勝利のグローブを獲得しました！","축하합니다!\n승리의 장갑이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Luvas Vitoriosas!","Поздравляем!\nВы получили ещё один уровень победоносных перчаток!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes Victoriosos!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的手部外觀：鬪陣勝利！","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 3)","Gants de la Victoire (Palier 3)","Glorreiche Handschuhe (Level 3)","勝利のグローブ（ティア3）","승리의 장갑 (3등급)","Luvas Vitoriosas (Tier 3)","Победоносные перчатки (3 уровень)","Guantes Victoriosos (nivel 3)","ถุงมือ Victorious (ระดับ 3)","手部外觀：鬪陣勝利（T3）",""
164,50,22,[],0,"Congratulations!\nYou earned another tier of the Victorious Boots!","Félicitations ! Vous avez remporté un autre palier des Bottes de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Stiefel' freigespielt!","おめでとうございます！\n第三段階の勝利のブーツを獲得しました！","축하합니다!\n승리의 장화가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier das Botas Vitoriosas!","Поздравляем!\nВы получили ещё один уровень победоносных сапог!","¡Felicitaciones!\n¡Has conseguido otro nivel de las Botas Victoriosas!","ยินดีด้วย!\nคุณได้ครอบครองรองเท้า Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的腳部外觀：鬪陣勝利！","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 3)","Bottes de la Victoire (Palier 3)","Glorreiche Stiefel (Level 3)","勝利のブーツ（ティア3）","승리의 장화 (3등급)","Botas Vitoriosas (Tier 3)","Победоносные сапоги (3 уровень)","Botas Victoriosas (nivel 3)","รองเท้า Victorious (ระดับ 3)","腳部外觀：鬪陣勝利（T3）",""
165,50,24,[],0,"Congratulations!\nYou earned another tier of the Victorious Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreicher Helm' freigespielt!","おめでとうございます！\n第三段階の勝利のヘルメットを獲得しました！","축하합니다!\n승리의 투구가 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Elmo Vitorioso!","Поздравляем!\nВы получили ещё один уровень победоносного шлема!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco Victorioso!","ยินดีด้วย!\nคุณได้ครอบครองหมวก Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的頭部外觀：鬪陣勝利！","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 3)","Casque de la Victoire (Palier 3)","Glorreicher Helm (Level 3)","勝利のヘルメット（ティア3）","승리의 투구 (3등급)","Elmo Vitorioso (Tier 3)","Победоносный шлем (3 уровень)","Casco Victorioso (nivel 3)","หมวก Victorious (ระดับ 3)","頭部外觀：鬪陣勝利（T3）",""
166,50,26,[],0,"Congratulations!\nYou earned another tier of the Victorious Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure de la Victoire !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Glorreiche Körperrüstung' freigespielt!","おめでとうございます！\n第三段階の勝利のアーマーを獲得しました！","축하합니다!\n승리의 갑옷이 1등급 올랐습니다!","Parabéns! Você ganhou outro tier do Peitoral Vitorioso!","Поздравляем!\nВы получили ещё один уровень победоносного нательного доспеха!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura Victoriosa!","ยินดีด้วย!\nคุณได้ครอบครองเสื้อเกราะ Victorious ระดับใหม่แล้ว!","恭喜！你獲得另一階級的身體外觀：鬪陣勝利！","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 3)","Armure de la Victoire (Palier 3)","Glorreiche Körperrüstung (Level 3)","勝利のアーマー（ティア3）","승리의 갑옷 (3등급)","Peitoral Vitorioso (Tier 3)","Победоносный нательный доспех (3 уровень)","Armadura Victoriosa (nivel 3)","เสื้อเกราะ Victorious (ระดับ 3)","身體外觀：鬪陣勝利（T3）",""
167,50,29,[],0,"Congratulations!\nYou earned the final tier of the Victorious Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants de la Victoire !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Glorreiche Handschuhe' freigespielt!","おめでとうございます！\n最終段階の勝利のグローブを獲得しました！","축하합니다!\n승리의 장갑이 최종 등급에 도달했습니다!","Parabéns! Você ganhou outro tier das Luvas Vitoriosas!","Поздравляем!\nВы получили последний уровень победоносных перчаток!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes Victoriosos!","ยินดีด้วย!\nคุณได้ครอบครองถุงมือ Victorious ระดับสุดท้ายแล้ว!","恭喜！你獲得另一階級的手部外觀：鬪陣勝利！","Art/2DItems/Effects/gloves/VictoriousGloves.dds","Victorious Gloves (Tier 4)","Gants de la Victoire (Palier 4)","Glorreiche Handschuhe (Level 4)","勝利のグローブ（ティア4）","승리의 장갑 (4등급)","Luvas Vitoriosas (Tier 4)","Победоносные перчатки (4 уровень)","Guantes Victoriosos (nivel 4)","ถุงมือ Victorious (ระดับ 4)","手部外觀：鬪陣勝利（T4）",""
168,50,32,[],0,"Congratulations!\nYou earned the final tier of the Victorious Boots!","Félicitations ! Vous avez remporté un autre palier des Bottes de la Victoire !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Glorreiche Stiefel' freigespielt!","おめでとうございます！\n最終段階の勝利のブーツを獲得しました！","축하합니다!\n승리의 장화가 최종 등급에 도달했습니다!","Parabéns! Você ganhou outro tier das Botas Vitoriosas!","Поздравляем!\nВы получили последний уровень победоносных сапог!","¡Felicitaciones!\n¡Has conseguido otro nivel de las Botas Victoriosas!","ยินดีด้วย!\nคุณได้ครอบครองรองเท้า Victorious ระดับสุดท้ายแล้ว!","恭喜！你獲得另一階級的腳部外觀：鬪陣勝利！","Art/2DItems/Effects/shoes/VictoriousBoots.dds","Victorious Boots (Tier 4)","Bottes de la Victoire (Palier 4)","Glorreiche Stiefel (Level 4)","勝利のブーツ（ティア4）","승리의 장화 (4등급)","Botas Vitoriosas (Tier 4)","Победоносные сапоги (4 уровень)","Botas Victoriosas (nivel 4)","รองเท้า Victorious (ระดับ 4)","腳部外觀：鬪陣勝利（T4）",""
169,50,35,[],0,"Congratulations!\nYou earned the final tier of the Victorious Helmet!","Félicitations ! Vous avez remporté un autre palier du Casque de la Victoire !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Glorreicher Helm' freigespielt!","おめでとうございます！\n最終段階の勝利のヘルメットを獲得しました！","축하합니다!\n승리의 투구가 최종 등급에 도달했습니다!","Parabéns! Você ganhou outro tier do Elmo Vitorioso!","Поздравляем!\nВы получили последний уровень победоносного шлема!","¡Felicitaciones!\n¡Has conseguido otro nivel del Casco Victorioso!","ยินดีด้วย!\nคุณได้ครอบครองหมวก Victorious ระดับสุดท้ายแล้ว!","恭喜！你獲得另一階級的頭部外觀：鬪陣勝利！","Art/2DItems/Effects/Hats/VictoriousHelmet.dds","Victorious Helmet (Tier 4)","Casque de la Victoire (Palier 4)","Glorreicher Helm (Level 4)","勝利のヘルメット（ティア4）","승리의 투구 (4등급)","Elmo Vitorioso (Tier 4)","Победоносный шлем (4 уровень)","Casco Victorioso (nivel 4)","หมวก Victorious (ระดับ 4)","頭部外觀：鬪陣勝利（T4）",""
170,50,38,[],0,"Congratulations!\nYou earned the final tier of the Victorious Body Armour!","Félicitations ! Vous avez remporté un autre palier de l'Armure de la Victoire !","Glückwunsch!\nDu hast den letzten Level der Mikrotransaktion 'Glorreiche Körperrüstung' freigespielt!","おめでとうございます！\n最終段階の勝利のアーマーを獲得しました！","축하합니다!\n승리의 갑옷이 최종 등급에 도달했습니다!","Parabéns! Você ganhou outro tier do Peitoral Vitorioso!","Поздравляем!\nВы получили последний уровень победоносного нательного доспеха!","¡Felicitaciones!\n¡Has conseguido otro nivel de la Armadura Victoriosa!","ยินดีด้วย!\nคุณได้ครอบครองเสื้อเกราะ Victorious ระดับสุดท้ายแล้ว!","恭喜！你獲得另一階級的身體外觀：鬪陣勝利！","Art/2DItems/Effects/BodyArmour/VictoriousBody.dds","Victorious Body Armour (Tier 4)","Armure de la Victoire (Palier 4)","Glorreiche Körperrüstung (Level 4)","勝利のアーマー（ティア4）","승리의 갑옷 (4등급)","Peitoral Vitorioso (Tier 4)","Победоносный нательный доспех (4 уровень)","Armadura Victoriosa (nivel 4)","เสื้อเกราะ Victorious (ระดับ 4)","身體外觀：鬪陣勝利（T4）",""
171,51,1,[],0,"Congratulations!\nYou earned a Sanctum Mystery Box!","Félicitations ! Vous avez remporté une Boîte mystère Sanctum","Glückwunsch!\nDu hast eine Sanctum-Überraschungskiste gewonnen!","おめでとうございます!\nサンクタムミステリーボックスを獲得しました！","축하합니다!\n성역 미스터리 박스를 획득하셨습니다!"," Parabéns! Você ganhou uma Caixa Misteriosa Sanctum!","Поздравляем!\nВы получили Загадочную коробку Святилища!","¡Felicitaciones!\n¡Has conseguido una Caja misteriosa de Sanctum!","ยินดีด้วย!\nคุณได้ครอบครองกล่องปริศนา Sanctum แล้ว!","恭喜！你獲得一個禁忌聖域神秘寶箱！","Art/2DItems/Effects/MysteryChest/SanctumMysteryBox.dds","Sanctum Mystery Box","Boîte mystère Sanctum","Sanctum-Überraschungskiste","サンクタムミステリーボックス","성역 미스터리 박스","Caixa Misteriosa Sanctum","Загадочная коробка Святилища","Caja misteriosa de Sanctum","กล่องปริศนา Sanctum","禁忌聖域神秘寶箱","MysteryPackSanctumBox"
172,52,4,[4226],0,"Congratulations! You earned the Chaosborn Gloves!\nThe appearance of this glove improves as you complete 12, 20 and 29 challenges.","Félicitations ! Vous avez remporté les Gants Nés du Chaos !\n L'apparence de ces gants s'améliore lorsque vous terminez 12, 20 et 29 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Chaosgeborene Handschuhe' freigespielt!\nDas Erscheinungsbild verbessert sich mit dem Abschluss von 12, 20 und 29 Herausforderungen.","おめでとうございます！カオスボーングローブを獲得しました\nこのグローブの見た目はチャンレンジを12, 20, 29個完了すると向上します。","축하합니다! 혼돈의 시초 장갑을 획득했습니다!\n이 장갑의 외형은 도전과제를 12개, 20개, 29개 완료하는 시점에 더 멋있어집니다.","Parabéns! Você ganhou as Luvas Nascidas do Caos!\nSua aparência é aprimorada quando você completar os desafios de número 12, 20 e 29.","Поздравляем!\nВы получили перчатки Рождённого Хаосом!\nВнешний вид этих перчаток меняется по завершении вами 12, 20 и 29 испытаний.","¡Felicitaciones! ¡Has conseguido los Guantes de Nacido del caos!\nLa apariencia de estos guantes mejorará cuando completes 12, 20 y 29 desafíos.","ยินดีด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Chaosborn แล้ว! ถุงมือ​นี้​จะ​มี​รูปลักษณ์​ที่​ดี​ขึ้น​เมื่อ​คุณ​ผ่าน​ภารกิจ​ท้าทาย 12, 20 และ 29 ภารกิจ","恭喜！你獲得手部外觀：混沌石！\n此手部外觀會在你完成 12、20和29個挑戰時優化。","","Chaosborn Gloves (Tier 1)","Gants Nés du Chaos (Palier 1)","Chaosgeborene Handschuhe","カオスボーングローブ (ティア1)","혼돈의 시초 장갑 (1등급)","Luvas Nascidas do Caos","Перчатки Рождённого Хаосом","Guantes de Nacido del caos (nivel 1)","ถุงมือ Chaosborn (ระดับ 1)","手部外觀：混沌魔王（T1）","ChaosbornGloves"
173,52,6,[4225],0,"Congratulations! You earned the Chaosborn Boots!\nThe appearance of this boot improves as you complete 14, 22 and 32 challenges.","Félicitations ! Vous avez remporté les Bottes Nées du Chaos !\n L'apparence de ces bottes s'améliore lorsque vous terminez 14, 22 et 32 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Chaosgeborene Stiefel' freigespielt!\nDas Erscheinungsbild verbessert sich mit dem Abschluss von 14, 22 und 32 Herausforderungen.","おめでとうございます！カオスボーンブーツを獲得しました\nこのブーツの見た目はチャンレンジを14, 22, 32個完了すると向上します。","축하합니다! 혼돈의 시초 장화를 획득했습니다!\n이 장화의 외형은 도전과제를 14개, 22개, 32개 완료하는 시점에 더 멋있어집니다.","Parabéns! Você ganhou as Botas Nascidas do Caos!\nSua aparência é aprimorada quando você completar os desafios de número 14, 22 e 35.","Поздравляем!\nВы получили сапоги Рождённого Хаосом!\nВнешний вид этих сапог меняется по завершении вами 14, 22 и 32 испытаний.","¡Felicitaciones! ¡Has conseguido las Botas de Nacido del caos!\nLa apariencia de estas botas mejorará cuando completes 14, 22 y 32 desafíos.","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​รองเท้า Chaosborn แล้ว! รองเท้า​นี้​จะ​มี​รูปลักษณ์​ที่​ดี​ขึ้น​เมื่อ​คุณ​ผ่าน​ภารกิจ​ท้าทาย 14, 22 และ 32 ภารกิจ","恭喜！你獲得腳部外觀：混沌石！\n此腳部外觀會在你完成 14、22和32個挑戰時優化。","","Chaosborn Boots (Tier 1)","Bottes Nées du Chaos (Palier 1)","Chaosgeborene Stiefel","カオスボーンブーツ (ティア1)","혼돈의 시초 장화 (1등급)","Botas Nascidas do Caos","Сапоги Рождённого Хаосом","Botas de Nacido del caos (nivel 1)","รองเท้า Chaosborn (ระดับ 1)","腳部外觀：混沌魔王（T1）","ChaosbornBoots"
174,52,8,[4224],0,"Congratulations! You earned the Chaosborn Helmet!\nThe appearance of this helmet improves as you complete 16, 24 and 35 challenges.","Félicitations ! Vous avez remporté le Casque Né du Chaos !\n L'apparence de ce casque s'améliore lorsque vous terminez 16, 24 et 35 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Chaosgeborener Helm' freigespielt!\nDas Erscheinungsbild verbessert sich mit dem Abschluss von 16, 24 und 35 Herausforderungen.","おめでとうございます！カオスボーンヘルメットを獲得しました\nこのヘルメットの見た目はチャンレンジを16, 24, 35個完了すると向上します。","축하합니다! 혼돈의 시초 투구를 획득했습니다!\n이 투구의 외형은 도전과제를 16개, 24개, 35개 완료하는 시점에 더 멋있어집니다.","Parabéns! Você ganhou o Elmo Nascido do Caos!\nSua aparência é aprimorada quando você completar os desafios de número 16, 24 e 35.","Поздравляем!\nВы получили шлем Рождённого Хаосом!\nВнешний вид этого шлема меняется по завершении вами 16, 24 и 35 испытаний.","¡Felicitaciones! ¡Has conseguido el Casco de Nacido del caos!\nLa apariencia de este casco mejorará cuando completes 16, 24 y 35 desafíos.","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​หมวก Chaosborn แล้ว! หมวก​นี้​จะ​มี​รูปลักษณ์​ที่​ดี​ขึ้น​เมื่อ​คุณ​ผ่าน​ภารกิจ​ท้าทาย 16, 24 และ 35 ภารกิจ","恭喜！你獲得頭部外觀：混沌石！\n此頭部外觀會在你完成 16、24和35個挑戰時優化。","","Chaosborn Helmet (Tier 1)","Casque Né du Chaos (Palier 1)","Chaosgeborener Helm","カオスボーンヘルメット (ティア1)","혼돈의 시초 투구 (1등급)","Elmo Nascido do Caos","Шлем Рождённого Хаосом","Casco de Nacido del caos (nivel 1)","หมวก Chaosborn (ระดับ 1)","頭部外觀：混沌魔王（T1）","ChaosbornHelmet"
175,52,10,[4227],0,"Congratulations! You earned the Chaosborn Body Armour!\nThe appearance of this body armour improves as you complete 18, 26 and 38 challenges.","Félicitations ! Vous avez remporté l'Armure Née du Chaos !\n L'apparence de cette armure s'améliore lorsque vous terminez 18, 26 et 38 défis.","Glückwunsch!\nDu hast die Mikrotransaktion 'Chaosgeborene Körperrüstung' freigespielt!\nDas Erscheinungsbild verbessert sich mit dem Abschluss von 18, 26 und 38 Herausforderungen.","おめでとうございます！カオスボーンアーマーを獲得しました\nこの鎧の見た目はチャンレンジを18, 26, 38個完了すると向上します。","축하합니다! 혼돈의 시초 갑옷을 획득했습니다!\n이 갑옷의 외형은 도전과제를 18개, 26개, 38개 완료하는 시점에 더 멋있어집니다.","Parabéns! Você ganhou o Peitoral Nascido do Caos!\nSua aparência é aprimorada quando você completar os desafios de número 18, 26 e 38.","Поздравляем!\nВы получили нательный доспех Рождённого Хаосом!\nВнешний вид этого нательного доспеха меняется по завершении вами 18, 26 и 38 испытаний.","¡Felicitaciones! ¡Has conseguido la Armadura de Nacido del caos!\nLa apariencia de esta armadura mejorará cuando completes 18, 26 y 38 desafíos.","ยินดี​ด้วย! คุณ​ได้​ครอบ​ครอง​เสื้อ​เกราะ Chaosborn แล้ว! เสื้อ​เกราะ​นี้​จะ​มี​รูปลักษณ์​ที่​ดี​ขึ้น​เมื่อ​คุณ​ผ่าน​ภารกิจ​ท้าทาย 18, 26 และ 38 ภารกิจ","恭喜！你獲得身體外觀：混沌石！\n此身體外觀會在你完成 18、26和38個挑戰時優化。","","Chaosborn Body Armour (Tier 1)","Armure Née du Chaos (Palier 1)","Chaosgeborene Körperrüstung","カオスボーンアーマー (ティア1)","혼돈의 시초 갑옷 (1등급)","Peitoral Nascido do Caos","Нательный доспех Рождённого Хаосом","Armadura de Nacido del caos (nivel 1)","เสื้อเกราะ Chaosborn (ระดับ 1)","身體外觀：混沌魔王（T1）","ChaosbornBodyArmour"
176,52,12,[],0,"Congratulations!\nYou earned another tier of the Chaosborn Gloves!","Félicitations ! Vous avez remporté un autre palier des Gants Nés du Chaos !","Glückwunsch!\nDu hast einen weiteren Level der Mikrotransaktion 'Chaosgeborene Handschuhe' freigespielt!","おめでとうございます！\n第二段階のカオスボーングローブを獲得しました！","축하합니다!\n혼돈의 시초 장갑이 1등급 올랐습니다!","Parabéns\nVocê ganhou outro tier das Luvas Nascidas do Caos!","Поздравляем!\nВы получили ещё один уровень перчаток Рождённого Хаосом!","¡Felicitaciones!\n¡Has conseguido otro nivel de los Guantes de Nacido del caos!","ยินดี​ด้วย! คุณ​ได้​ครอบครอง​ถุงมือ Chaosborn ระดับ​ใหม่​แล้ว!","恭喜！你獲得另一階級的手部外觀：混沌石！","Art/2DItems/Effects/gloves/ChaosOrbGloves.dds","Chaosborn Gloves (Tier 2)","Gants Nés du Chaos (Palier 2)","Chaosgeborene Handschuhe (Level 2)","カオスボーングローブ（ティア2）","혼돈의 시초 장갑 (2등급)","Luvas Nascidas do Caos (Tier 2)","Перчатки Рождённого Хаосом (2 уровень)","Guantes de Nacido del caos (nivel 2)","ถุงมือ Chaosborn (ระดับ 2)","手部外觀：混沌魔王（T2）",""
