"rownum","Monster","SkillType","rid","[rid]","[i32]","rid","Animation","Stats","StatsValues","i32","rid","GrantedEffects","i32","rid","Script1","Script2","Mods","Name (English)","Name (French)","Name (German)","Name (Japanese)","Name (Korean)","Name (Portuguese)","Name (Russian)","Name (Spanish)","Name (Thai)","Name (Traditional Chinese)","i32","[rid]","i32","i32","[i32]","[rid]","[rid]","[rid]","MiscAnimations","bool"
1393,3101,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1394,3101,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1395,3102,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1396,3102,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1397,3104,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1398,3104,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1399,3106,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1400,3106,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1401,3111,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1402,3111,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1403,81,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot","Tir à l'arc","Bogenschuss","ボウショット","활사격","Tiro do Arco","Выстрел из лука","Disparo con arco","ยิงธนู","射箭",0,[],0,0,[],[],[],[],[],""
1404,81,3,4567,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Beast Snipe","Trait bestial","Bestienschuss","ビーストスナイプ","야수 저격","Atirador Bestial","Прицельный звериный выстрел","Tiro de la bestia","สัตว์เล็งยิง","野獸狙擊",0,[],100,0,[],[],[],[],[],""
1405,81,1,347,[],[],9409,"","[10547,1777,173]","[1,1,4]",0,"",[],0,"","","",[],"Arrow Blast","Explosion de flèche","Pfeilstoß","アローブラスト","화살 폭발","Explosão de Flechas","Взрыв стрел","Explosión de flechas","ศรแตกระเบิด","箭矢爆破",0,[],50,0,[],[],[],[],[],""
1406,81,4,347,[],[],9421,"","[10547,2120,2121,1777,2119,1789]","[1,3000,1800,1,36,50]",0,"",[],0,"","","",[],"Arrow Nova","Nova de flèches","Pfeilnova","アローノヴァ","화살 산개","Nova de Flechas","Кольцо стрел","Nova de flechas","ศรกระจาย","箭矢新星",0,[],0,0,[],[],[],[],[],""
1407,86,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1408,86,2,1154,[],[],9473,"",[7093],[100],0,"",[],0,"","","",[],"Crushing Strike","Frappe écrasante","Zermalmender Schlag","クラッシングストライク","타쇄하는 타격","Ataque Esmagador","Сокрушающий удар","Golpe aplastante","ฟาดบดขยี้","粉碎之擊",0,[],0,0,[],[],[],[],[],""
1409,86,1,180,[],[],9472,"","[214,70,634,5412]","[2,160,-50,100]",0,"",[],0,"","","",[],"Beastial Cleave","Taillade bestiale","Brutales Spalten","ベスティアルクリーヴ","야수의 회전베기","Cutilada Bestial","Звериное разрубание","Hendidura bestial","ปาดสัตว์ร้าย","野獸劈砍",0,[],-20,0,[],[],[],[],[],""
1410,90,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1411,90,2,216,[],[],9464,"",[1920],[-20],0,"",[6234],0,"","","on_event_footstep_for_NewShieldCharge = \""TriggerSkill( MetamorphosisShieldChargeSuperFootstep );\""",[],"Heavy Charge","Charge lourde","Heftige Ladung","ヘビーチャージ","묵직한 돌진","Carga Pesada","Сильный рывок","Carga intensa","พุ่งชนหนัก","沉重衝擊",0,[],0,0,[],[],[],[],[],""
1412,5380,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1413,5380,1,4220,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Spear","Coup de lance","Speer","スピアー","창","Lança","Копьё","Lanza","หอก","投擲長矛",0,[],0,0,[],[],[],[],[],""
1414,5380,3,4976,[],[],9411,"",[],[],0,"",[],0,"","","",[],"Spear Barrage","Salve de coups de lance","Speer-Sperrfeuer","スピアーバラージ","창 연발 사격","Barragem de Lanças","Залп копий","Aluvión de espadas","หอกเป็นชุด","長矛彈幕",0,[],0,0,[],[],[],[],[],""
1415,23,0,350,[],[],9408,"",[],[],0,357,[],0,"","","",[],"Bowshot","Tir à l'arc","Bogenschuss","ボウショット","활사격","Tiro do Arco","Выстрел из лука","Disparo con arco","ยิงธนู","射箭",0,[],0,0,[],[],[],[],[],""
1416,53,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1417,53,3,1713,[],[],9474,"","[214,8413,1920]","[2,100,50]",0,"",[],0,"","","",[],"Impaling Puncture","Saignée empalante","Aufspießendes Durchbohren","インペイリングパンクチャー","꿰뚫는 관통상","Punctura Empaladora","Прокалывающий надрез","Punción empaladora","ทิ่มแทงกรีดเลือด","穿刺放血",0,[],-30,0,[],[],[],[],[],""
1418,864,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1419,864,2,2081,[],[],9410,"","[214,173,175]","[3,4,50]",0,"",[],0,"","","",[],"Flame Spit","Crachat de flammes","Flammenspucker","フレイムスピット","불꽃 침","Cuspe Ardente","Пламенный плевок","Escupitajo de llamas","พ่นไฟ","噴火塔",0,[],100,0,[],[],[],[],[],""
1420,865,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1421,865,2,2081,[],[],9410,"","[214,173,175]","[3,4,50]",0,"",[],0,"","","",[],"Flame Spit","Crachat de flammes","Flammenspucker","フレイムスピット","불꽃 침","Cuspe Ardente","Пламенный плевок","Escupitajo de llamas","พ่นไฟ","噴火塔",0,[],100,0,[],[],[],[],[],""
1422,946,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1423,2633,0,357,[],[],9471,"",[1920],[-30],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1424,2633,1,1476,[],[],9409,"","[173,2301]","[2,1]",0,"",[],0,"","","",[],"Devouring Blast","Explosion dévorante","Verschlingende Explosion","デヴァワリングブラスト","포식성 폭발","Explosão Devoradora","Пожирающий взрыв","Explosión devoradora","ระเบิดกลืนกิน","吞噬爆破",0,[],0,0,[],[],[],[],[],""
1425,2640,0,350,[],[],9471,"",[1920],[-30],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1426,2640,3,1475,[],[],9411,"",[1920],[-33],0,"",[9575],0,"","on_start_MonsterProjectileWeapon = \""PlayEffect( MetamorphosisSkillSurgeMedium );\""","on_event_metamortar_for_MonsterProjectileWeapon = \""TriggerSkill( MetamorphosisMortar );\""",[],"Devouring Blast","Explosion dévorante","Verschlingende Explosion","デヴァワリングブラスト","포식성 폭발","Explosão Devoradora","Пожирающий взрыв","Explosión devoradora","ระเบิดกลืนกิน","吞噬爆破",0,[],0,0,"[1,10,20,90]","[6842,3208,2501,5152]",[],[],[3728],""
1427,3112,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1428,3112,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1429,3114,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1430,3114,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1431,3115,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1432,3115,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1433,3117,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1434,3117,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1435,3119,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1436,3119,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1437,3121,0,350,[],[],9471,"",[1920],[-15],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1438,3121,2,350,[],[],9410,23,"[2501,3208,5152]","[20,20,120]",0,9575,[],0,"","","",[],"Ursa Mortar","Chute d'ursidé","Ursa Mortar","ウルサモーター","곰 박격포","Morteiro Marsupial","Медвежья мортира","Mortero de Ursa","กระสุนหมีลอย","熊砲擊",0,[],100,0,[],[],[],[],[],""
1439,3980,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1440,3980,2,4995,[],[],9473,"",[1920],[-60],0,"",[],0,"","","",[],"Chaos Upheaval","Agitation chaotique","Chaotische Verwüstung","カオスアップヒーヴァル","카오스 격변","Revolta Caótica","Переворот хаоса","Agitación caótica","เคออสพลิกแผ่นดิน","混沌騷動",0,[],100,0,[],[],[],[],[],""
1441,3980,4,4393,[],[],9421,"",[],[],0,3670,[],0,"","","",[],"Temporal Anomalies","Anomalies temporelles","Temporale Anomalien","テンポラルアノマリー","시간의 이형","Anomalias Temporais","Временные аномалии","Anomalías temporales","กาลเวลาวิปริต","時空變異",0,[],0,0,[],[],[],[],[],""
1442,5676,0,357,[],[],9471,"",[1920],[-20],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1443,5676,2,6028,[],[],9473,"",[],[],0,"",[],0,"","","",[],"Earthquake","Séisme","Erdbeben","アースクエイク","지진","Terremoto","Землетрясение","Terremoto","แผ่นดินไหว","震地",0,[],0,0,[],[],[],[],[],""
1444,5676,4,6026,[],[],9416,20,[],[],0,"",[],0,"","","",[],"Despair Pit","Fosse du désespoir","Verzweifelter Kampf","ディスペアピット","절망의 구덩이","Poço do Desespero","Яма отчаяния","Pozo de desesperación","หลุมแห่งความสิ้นหวัง","絕望坑洞",0,[],0,0,[],[],[],[],[],""
1445,275,0,1065,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Double Shardshot","Double tir d'éclat","Doppelter Splitterschuss","ダブルシャードショット","이중 파편사격","Tiro de Vidro Duplo","Двойной осколочный выстрел","Disparo de esquirla doble","ยิงเศษสองที","瓦爾射擊",0,[],20,0,[],[],[],[],[],""
1446,793,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1447,793,1,254,[],[],9472,"",[1872],[100],0,"",[],0,"","","",[],"Elemental Strike","Frappe élémentaire","Elementarschlag","エレメンタルストライク","원소 타격","Golpe Elemental","Удар стихий","Choque elemental","ฟาดธาตุ","元素打擊",0,[],60,0,[],[],[],[],[],""
1448,793,2,254,[],[],9473,"","[214,1920,1872]","[2,106,50]",0,"",[],0,"","","",[],"Elemental Strike","Frappe élémentaire","Elementarschlag","エレメンタルストライク","원소 타격","Golpe Elemental","Удар стихий","Choque elemental","ฟาดธาตุ","元素打擊",0,[],25,0,[],[],[],[],[],""
1449,800,1,4580,[],[],9472,"","[214,1920]","[3,20]",0,"",[],0,"","","",[],"Elemental Strike","Frappe élémentaire","Elementarschlag","エレメンタルストライク","원소 타격","Golpe Elemental","Удар стихий","Choque elemental","ฟาดธาตุ","元素打擊",0,[],0,0,[],[],[],[],[],""
1450,867,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1451,867,1,350,[],[],9409,"","[173,8626,6197]","[3,10,10]",0,9518,[],0,"","","",[],"Snake Spikes","Pics de serpent","Schlangenstachel","スネイクスパイク","뱀 가시","Espinhos de Cobra","Змеиные шипы","Pinchos de serpiente","หนามอสรพิษ","毒蛇尖刺",0,[],33,0,[],[],[],[],[],""
1452,867,3,350,[],[],9493,114,"[2501,173,10852]","[15,2,-33]",0,9575,[],0,"","","",[],"Spike Barrage","Salve de pics","Stachel-Sperrfeuer","スパイクバラージ","가시 연발 사격","Barragem de Estacas","Залп шипов","Aluvión de pinchos","ยิงหนามเป็นชุด","尖刺彈幕",82,[],23,0,[],[],[],[],[],""
1453,871,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1454,871,1,1437,[],[],9435,20,[],[],0,"",[],0,"","","",[],"Spine Shot","Tir d'aiguillons","Knochenschuss","スナイプショット","척추 사격","Tiro de Espinha","Выстрел шипом","Disparo de aguijón","กระสุนสันหลัง","背刺射擊",56,[],0,0,[],[],[],[],[],""
1455,871,4,1437,[],[],9421,20,[],[],0,1222,[],0,"","","",[],"Spine Storm","Déluge d'aiguillons","Knochensturm","スナイプストーム","척추 태풍","Tempestade de Espinha","Шторм шипов","Tormenta de aguijones","พายุสันหลัง","背刺風暴",0,[],-80,0,[],[],[],[],[],""
1456,938,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1457,938,2,1365,[],[],9473,"","[214,1920]","[2,140]",0,"",[],0,"","","",[],"Flicker Strike","Frappe fulgurante","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","ฟาดพริบตา","閃現打擊",0,[],-20,0,[],[],[],[],[],""
1458,939,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1459,939,2,1365,[],[],9473,"","[214,1920]","[2,140]",0,"",[],0,"","","",[],"Flicker Strike","Frappe fulgurante","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","ฟาดพริบตา","閃現打擊",0,[],-20,0,[],[],[],[],[],""
1460,940,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1461,940,2,1365,[],[],9473,"","[214,1920]","[2,140]",0,"",[],0,"","","",[],"Flicker Strike","Frappe fulgurante","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","ฟาดพริบตา","閃現打擊",0,[],-20,0,[],[],[],[],[],""
1462,941,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1463,941,2,1365,[],[],9473,"","[214,1920]","[2,140]",0,"",[],0,"","","",[],"Flicker Strike","Frappe fulgurante","Flimmerschlag","フリッカーストライク","점멸 타격","Golpe Súbito","Внезапный удар","Golpe repentino","ฟาดพริบตา","閃現打擊",0,[],-20,0,[],[],[],[],[],""
1464,803,0,357,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1465,803,3,2615,[],[],9411,"","[175,4259,173]","[33,-75,2]",0,"",[1243],0,"","","",[],"Chaotic Throw","Lancer chaotique","Chaotischer Wurf","コースティックスロー","혼돈의 투척","Arremesso Caótico","Хаотический бросок","Lanzamiento caótico","โยนเคออส","混沌投擲",0,[],0,0,"[100,-3000,-250]","[2389,357,1820]",[],[],[],""
1466,803,4,4876,[],[],9416,"",[],[],0,"",[],0,"","","",[],"Withering Totem","Totem de flétrissement","Verkümmerndes Totem","ウィザリングトーテム","고사시키는 토템","Totem Empodrecedor","Тотем увядания","Tótem marchitante","โทเทมเหี่ยวเฉา","凋零圖騰",0,[],0,0,[],[],[],[],[],""
1467,804,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1468,804,4,350,[],[],9466,"",[],[],0,746,[9500],0,"","on_start_LeapSlam = \""PlayEffect( MetamorphosisSkillSurgeFast );\"" on_event_hit_ground_for_LeapSlam = \""PlayEffect( GroundIceTrapExplode ); PlayEffect( IceNovaArctic );\""","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphosisSummonMetaVolatiles );\""",[],"Volatile Leap","Bond instable","Explosiver Sprung","ヴォラタイルリープ","폭발성 도약","Salto Volátil","Нестабильный прыжок","Salto volátil","กระโดดระเบิด","虛空跳躍",0,[],0,0,"[11,6,50]","[883,2154,4768]",[],[],"[3729,351]",""
1469,953,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1470,953,2,3386,[],[],9410,"","[173,10397,3361]","[2,200,100]",0,"",[],0,"","","",[],"Caustic Spikes","Pics caustiques","Ätzende Stachel","コースティックスパイク","부식성 가시","Estacas Cáusticas","Ядовитые шипы","Pinchos cáusticos","หนามกัดกร่อน","腐蝕尖刺",0,[],0,0,[],[],[],[],[],""
1471,953,3,3386,[1211],[50],9567,"","[10397,3361]","[200,100]",0,"",[],0,"","","",[],"Caustic Spike Barrage","Salve de pics caustiques","Ätzendes Stachel-Sperrfeuer","コースティックスパイクバラージ","부식성 가시 연발 사격","Barragem de Estacas Caústicas","Залп ядовитых шипов","Aluvión de pinchos cáusticos","หนามกัดกร่อนเป็นชุด","腐蝕尖刺彈幕",96,[],0,0,[],[],[],[],[],""
1472,5363,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1473,277,0,1063,[],[],9409,"",[173],[2],0,"",[],0,"","","",[],"Shardshot","Tir d'éclat","Splitterschuss","シャードショット","파편사격","Tiro de Cacos","Осколочный выстрел","Disparo de esquirla","ยิงเศษ","瓦爾射擊",0,[],80,0,[],[],[],[],[],""
1474,806,0,350,[],[],9471,"",[],[],0,357,[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1475,806,4,350,[],[],9466,"",[],[],0,746,[9500],0,"","on_start_LeapSlam = \""PlayEffect( MetamorphosisSkillSurgeFast );\"" on_event_hit_ground_for_LeapSlam = \""PlayEffect( GroundIceTrapExplode ); PlayEffect( IceNovaArctic );\""","on_event_hit_ground_for_LeapSlam = \""TriggerSkill( MetamorphosisSummonMetaVolatiles );\""",[],"Volatile Leap","Bond instable","Explosiver Sprung","ヴォラタイルリープ","폭발성 도약","Salto Volátil","Нестабильный прыжок","Salto volátil","กระโดดระเบิด","虛空跳躍",0,[],0,0,"[11,6,50]","[883,2154,4768]",[],[],"[3729,351]",""
1476,819,0,349,[],[],9408,"",[],[],0,"",[],0,"","","",[],"Bowshot","Tir à l'arc","Bogenschuss","ボウショット","활사격","Tiro do Arco","Выстрел из лука","Disparo con arco","ยิงธนู","射箭",0,[],0,0,[],[],[],[],[],""
1477,819,1,254,[],[],9409,"",[173],[4],0,"",[],0,"","","",[],"Elemental Strike","Frappe élémentaire","Elementarschlag","エレメンタルストライク","원소 타격","Golpe Elemental","Удар стихий","Choque elemental","ฟาดธาตุ","元素打擊",0,[],50,0,[],[],[],[],[],""
1478,4214,0,349,[],[],9471,"",[],[],0,"",[],0,"","","",[],"Lunging Strike","Frappe brusque","Ausfall-Schlag","ランジングストライク","돌진 일격","Golpe Abrupto","Стремительный удар","Golpe de acometida","พุ่งชน","尖刺之擊",0,[],0,0,[],[],[],[],[],""
1479,4214,1,1900,[],[],9409,"",[],[],0,"",[],0,"","","",[],"Caustic Bomb","Bombe caustique","Ätzende Bombe","コースティックボム","부식성 폭탄","Bomba Cáustica","Ядовитая бомба","Bomba cáustica","ระเบิดกัดกร่อน","腐蝕炸彈",0,[],0,0,[],[],[],[],[],""
