"rownum","BaseItemTypesKey","ItemVisualEffectKey","ItemVisualIdentityKey1","ItemVisualIdentityKey2","Stats","ItemClasses","[rid]","bool","[i32]","[i32]","bool","[rid]","bool"
747,1180,"",4126,"",[],[24],[],"",[],[9],"",[],""
748,1181,"","",4127,[],[24],[],"",[],[10],"",[],""
749,1182,67,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
750,1185,"",4128,"",[],"[14,57]",[],"",[],[1],"",[],""
751,1189,"",4129,"",[],[25],[],"",[],[7],"",[],""
752,1190,"",4130,"",[],[23],[],"",[],[12],"",[],""
753,1191,"",4131,"",[],[22],[],"",[],[11],"",[],""
754,1192,"",4132,"",[],[24],[],"",[],[9],"",[],""
755,1193,"","",4133,[],[24],[],"",[],[10],"",[],""
756,1194,"",4134,"",[],[25],[],"",[],[7],"",[],""
757,1195,"",4135,"",[],[23],[],"",[],[12],"",[],""
758,1196,"",4136,"",[],[22],[],"",[],[11],"",[],""
759,1197,"",4137,"",[],[24],[],"",[],[9],"",[],""
760,1198,"","",4138,[],[24],[],"",[],[10],"",[],""
761,1199,"",4139,"",[],[25],[],"",[],[7],"",[],""
762,1200,"",4140,"",[],[23],[],"",[],[12],"",[],""
763,1201,"",4141,"",[],[22],[],"",[],[11],"",[],""
764,1202,"",4142,"",[],[24],[],"",[],[9],"",[],""
765,1203,"","",4143,[],[24],[],"",[],[10],"",[],""
766,1206,"",4144,"",[],[26],[],"",[],[4],"",[],""
767,1207,"",4145,"",[],[26],[],"",[],[4],"",[],""
768,1208,"",4146,"",[],[26],[],"",[],[4],"",[],""
769,1209,"","","",[1302],[],[5260],"",[2],[24],"",[],""
770,1210,"","",4147,[],[25],[],"",[],"[8,21]","",[],""
771,1211,"","",4148,[],[25],[],"",[],"[8,21]","",[],""
772,1212,"","",4149,[],[25],[],"",[],"[8,21]","",[],""
773,1213,"","",4150,[],[21],[],"",[],[15],"",[],""
774,1214,"",4151,"",[],"[14,57]",[],"",[],[1],"",[],""
775,1215,"",4152,"",[],[25],[],"",[],[7],"",[],""
776,1216,"",4153,"",[],[23],[],"",[],[12],"",[],""
777,1217,"",4154,"",[],[22],[],"",[],[11],"",[],""
778,1218,"",4155,"",[],[24],[],"",[],[9],"",[],""
779,1219,"",4156,"",[],[25],[],"",[],[7],"",[],""
780,1220,"",4157,"",[],[26],[],"",[],[4],"",[],""
781,1221,"",4158,"",[],[25],[],"",[],[7],"",[],""
782,1224,68,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
783,1225,69,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
784,1226,70,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
785,1385,"","","",[319],[4],[],"",[6],[14],"",[],""
786,1386,"","","",[319],[4],[],"",[7],[14],"",[],""
787,1387,"","","",[319],[4],[],"",[8],[14],"",[],""
788,1388,"","","",[319],[4],[],"",[9],[14],"",[],""
789,1389,"","","",[319],[4],[],"",[10],[14],"",[],""
790,1390,"","","",[319],[4],[],"",[11],[14],"",[],""
791,1391,"","","",[319],[4],[],"",[12],[14],"",[],""
792,1392,"","","",[319],[4],[],"",[13],[14],"",[],""
793,1393,"","","",[319],[4],[],"",[14],[14],"",[],""
794,1394,"","","",[319],[4],[],"",[15],[14],"",[],""
795,1395,"","","",[319],[4],[],"",[16],[14],"",[],""
796,1396,"","","",[319],[4],[],"",[17],[14],"",[],""
797,1397,"","","",[319],[4],[],"",[18],[14],"",[],""
798,1398,"","","",[319],[4],[],"",[19],[14],"",[],""
799,1399,"","","",[319],[4],[],"",[20],[14],"",[],""
800,1400,"","","",[319],[4],[],"",[21],[14],"",[],""
801,1401,"","","",[319],[4],[],"",[22],[14],"",[],""
802,1402,"","","",[319],[4],[],"",[23],[14],"",[],""
803,1403,"","","",[319],[4],[],"",[24],[14],"",[],""
804,1404,"","","",[319],[4],[],"",[25],[14],"",[],""
805,1405,"","","",[319],[4],[],"",[26],[14],"",[],""
806,1406,"","","",[319],[4],[],"",[27],[14],"",[],""
807,1407,"","","",[319],[4],[],"",[28],[14],"",[],""
808,1408,"","","",[319],[4],[],"",[29],[14],"",[],""
809,1409,"","","",[319],[4],[],"",[30],[14],"",[],""
810,1410,"","","",[319],[4],[],"",[31],[14],"",[],""
811,1411,"","","",[319],[4],[],"",[32],[14],"",[],""
812,1412,"","","",[319],[4],[],"",[33],[14],"",[],""
813,1413,"","","",[319],[4],[],"",[34],[14],"",[],""
814,1414,"","","",[319],[4],[],"",[35],[14],"",[],""
815,1415,"","","",[319],[4],[],"",[36],[14],"",[],""
816,1416,"","","",[319],[4],[],"",[37],[14],"",[],""
817,1417,"","","",[319],[4],[],"",[38],[14],"",[],""
818,1418,"","","",[319],[4],[],"",[39],[14],"",[],""
819,1419,"","","",[319],[4],[],"",[40],[14],"",[],""
820,1420,"","","",[319],[4],[],"",[41],[14],"",[],""
821,1421,"","","",[319],[4],[],"",[42],[14],"",[],""
822,1422,"","","",[319],[4],[],"",[43],[14],"",[],""
823,1423,"","","",[319],[4],[],"",[44],[14],"",[],""
824,1424,"","","",[319],[4],[],"",[45],[14],"",[],""
825,1425,"","","",[319],[4],[],"",[46],[14],"",[],""
826,1426,"","","",[319],[4],[],"",[47],[14],"",[],""
827,1427,"","","",[319],[4],[],"",[48],[14],"",[],""
828,1428,"","","",[319],[4],[],"",[49],[14],"",[],""
829,1429,"","","",[319],[4],[],"",[50],[14],"",[],""
830,1430,"","","",[319],[4],[],"",[51],[14],"",[],""
831,1431,"","","",[319],[4],[],"",[52],[14],"",[],""
832,1432,"","","",[319],[4],[],"",[53],[14],"",[],""
833,1433,"","","",[319],[4],[],"",[54],[14],"",[],""
834,1434,"","","",[319],[4],[],"",[55],[14],"",[],""
835,1435,"","","",[319],[4],[],"",[56],[14],"",[],""
836,1436,"","","",[319],[4],[],"",[57],[14],"",[],""
837,1437,"","","",[319],[4],[],"",[58],[14],"",[],""
838,1438,"","","",[319],[4],[],"",[59],[14],"",[],""
839,1439,"","","",[319],[4],[],"",[60],[14],"",[],""
840,1440,"","","",[319],[4],[],"",[61],[14],"",[],""
841,1441,"","","",[319],[4],[],"",[62],[14],"",[],""
842,1442,"","","",[319],[4],[],"",[63],[14],"",[],""
843,1443,"","","",[319],[4],[],"",[64],[14],"",[],""
844,1444,"","","",[319],[4],[],"",[65],[14],"",[],""
845,1445,"","","",[319],[4],[],"",[66],[14],"",[],""
846,1446,"","","",[319],[4],[],"",[67],[14],"",[],""
847,1447,"","","",[319],[4],[],"",[68],[14],"",[],""
848,1448,"","","",[319],[4],[],"",[69],[14],"",[],""
849,1449,"","","",[319],[4],[],"",[70],[14],"",[],""
850,1450,"","","",[319],[4],[],"",[71],[14],"",[],""
851,1451,"","","",[319],[4],[],"",[72],[14],"",[],""
852,1452,"","","",[319],[4],[],"",[73],[14],"",[],""
853,1453,"","","",[319],[4],[],"",[74],[14],"",[],""
854,1454,"","","",[319],[4],[],"",[75],[14],"",[],""
855,1455,"","","",[319],[4],[],"",[94],[14],"",[],""
856,1456,"","","",[319],[4],[],"",[95],[14],"",[],""
857,1457,"","","",[319],[4],[],"",[96],[14],"",[],""
858,1458,"","","",[319],[4],[],"",[97],[14],"",[],""
859,1459,"","","",[319],[4],[],"",[98],[14],"",[],""
860,1460,"","","",[319],[4],[],"",[99],[14],"",[],""
861,1461,"","","",[319],[4],[],"",[100],[14],"",[],""
862,1462,"","","",[319],[4],[],"",[101],[14],"",[],""
863,1463,"","","",[319],[4],[],"",[102],[14],"",[],""
864,1464,"","","",[319],[4],[],"",[103],[14],"",[],""
865,1465,"","","",[319],[4],[],"",[104],[14],"",[],""
866,1466,"","","",[319],[4],[],"",[105],[14],"",[],""
867,1467,"","","",[319],[4],[],"",[106],[14],"",[],""
868,1468,"","","",[319],[4],[],"",[107],[14],"",[],""
869,1469,"","","",[319],[4],[],"",[108],[14],"",[],""
870,1470,"","","",[319],[4],[],"",[109],[14],"",[],""
871,1471,"","","",[319],[4],[],"",[110],[14],"",[],""
872,1472,"","","",[319],[4],[],"",[111],[14],"",[],""
873,1473,"","","",[319],[4],[],"",[112],[14],"",[],""
874,1474,"","","",[319],[4],[],"",[113],[14],"",[],""
875,1475,"","","",[319],[4],[],"",[114],[14],"",[],""
876,1476,"","","",[319],[4],[],"",[115],[14],"",[],""
877,1477,"","","",[319],[4],[],"",[116],[14],"",[],""
878,1478,"","","",[319],[4],[],"",[117],[14],"",[],""
879,1479,"","","",[319],[4],[],"",[118],[14],"",[],""
880,1480,"","","",[319],[4],[],"",[119],[14],"",[],""
881,1481,"","","",[319],[4],[],"",[120],[14],"",[],""
882,1482,"","","",[319],[4],[],"",[121],[14],"",[],""
883,1483,"","","",[319],[4],[],"",[122],[14],"",[],""
884,1484,"","","",[319],[4],[],"",[123],[14],"",[],""
885,1485,"","","",[319],[4],[],"",[124],[14],"",[],""
886,1486,"","","",[319],[4],[],"",[125],[14],"",[],""
887,1487,"","","",[319],[4],[],"",[126],[14],"",[],""
888,1488,"","","",[319],[4],[],"",[127],[14],"",[],""
889,1489,"","","",[319],[4],[],"",[128],[14],"",[],""
890,1490,"","","",[319],[4],[],"",[129],[14],"",[],""
891,1491,"","","",[319],[4],[],"",[130],[14],"",[],""
892,1492,"","","",[319],[4],[],"",[131],[14],"",[],""
893,1493,"","","",[319],[4],[],"",[132],[14],"",[],""
894,1494,"","","",[319],[4],[],"",[133],[14],"",[],""
895,1495,"","","",[319],[4],[],"",[134],[14],"",[],""
896,1496,"","","",[319],[4],[],"",[135],[14],"",[],""
897,1497,"","","",[319],[4],[],"",[136],[14],"",[],""
898,1498,"","","",[319],[4],[],"",[137],[14],"",[],""
899,1499,"","","",[319],[4],[],"",[138],[14],"",[],""
900,1500,"","","",[319],[4],[],"",[139],[14],"",[],""
901,1501,"","","",[319],[4],[],"",[140],[14],"",[],""
902,1502,"","","",[319],[4],[],"",[141],[14],"",[],""
903,1503,"","","",[319],[4],[],"",[142],[14],"",[],""
904,1504,"","","",[319],[4],[],"",[143],[14],"",[],""
905,1505,"","","",[319],[4],[],"",[144],[14],"",[],""
906,1506,"","","",[319],[4],[],"",[145],[14],"",[],""
907,1507,"","","",[319],[4],[],"",[146],[14],"",[],""
908,1508,"","","",[319],[4],[],"",[147],[14],"",[],""
909,1509,"","","",[319],[4],[],"",[148],[14],"",[],""
910,1510,"","","",[319],[4],[],"",[149],[14],"",[],""
911,1511,"","","",[319],[4],[],"",[150],[14],"",[],""
912,1512,"","","",[319],[4],[],"",[151],[14],"",[],""
913,1513,"","","",[319],[4],[],"",[152],[14],"",[],""
914,1514,"","","",[319],[4],[],"",[153],[14],"",[],""
915,1515,"","","",[319],[4],[],"",[154],[14],"",[],""
916,1516,"","","",[319],[4],[],"",[155],[14],"",[],""
917,1517,"","","",[319],[4],[],"",[156],[14],"",[],""
918,1518,"","","",[319],[4],[],"",[157],[14],"",[],""
919,1519,"","","",[319],[4],[],"",[158],[14],"",[],""
920,1520,"","","",[319],[4],[],"",[159],[14],"",[],""
921,1521,"","","",[319],[4],[],"",[160],[14],"",[],""
922,1522,"","","",[319],[4],[],"",[161],[14],"",[],""
923,1523,"","","",[319],[4],[],"",[162],[14],"",[],""
924,1524,"","","",[319],[4],[],"",[163],[14],"",[],""
925,1525,"","","","[347,1302]",[],[5444],"","[4,4]",[24],"",[],""
926,1526,"",4159,"",[],[25],[],"",[],[7],"",[],""
927,1527,"",4160,"",[],[23],[],"",[],[12],"",[],""
928,1528,"",4161,"",[],[22],[],"",[],[11],"",[],""
929,1529,"",4162,"",[],[24],[],"",[],[9],"",[],""
930,1530,"","",4163,[],[24],[],"",[],[10],"",[],""
931,1531,"",4164,"",[],[25],[],"",[],[7],"",[],""
932,1532,"",4165,"",[],[23],[],"",[],[12],"",[],""
933,1533,"",4166,"",[],[22],[],"",[],[11],"",[],""
934,1534,"",4167,"",[],[24],[],"",[],[9],"",[],""
935,1536,"","",4168,[],[24],[],"",[],[10],"",[],""
936,1537,"","",4169,[],[24],[],"",[],[10],"",[],""
937,1538,"",4170,"",[],[25],[],"",[],[7],"",[],""
938,1539,"",4171,"",[],[23],[],"",[],[12],"",[],""
939,1540,"",4172,"",[],[22],[],"",[],[11],"",[],""
940,1541,"",4173,"",[],[24],[],"",[],[9],"",[],""
941,1542,"","",4174,[],[25],[],"",[],"[8,21]","",[],""
942,1543,"","",4177,[],[21],[],"",[],[15],"",[],""
943,1547,76,"","",[1368],[23],[],"",[34],[13],"",[],""
944,1545,"",4175,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
945,1546,"",4176,"",[],"[16,17,15]",[],"",[],[1],"",[],""
946,1551,"","",4178,[],[24],[],"",[],[10],"",[],""
947,1552,"","",4179,[],[24],[],"",[],[10],"",[],""
948,1553,"",4180,"",[],[25],[],"",[],[7],"",[],""
949,1554,"",4181,"",[],[23],[],"",[],[12],"",[],""
950,1555,"",4182,"",[],[22],[],"",[],[11],"",[],""
951,1556,"",4183,"",[],[24],[],"",[],[9],"",[],""
952,1557,"","",4184,[],[25],[],"",[],"[8,21]","",[],""
953,1559,75,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
954,1560,"",4185,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
955,1561,"",4186,"",[],"[16,17,15]",[],"",[],[1],"",[],""
956,1562,"","","",[1368],[23],[],"",[33],[13],"",[],""
957,1564,"","","",[347],[],"[5493,5494,5495]","",[7],[24],"",[],""
958,1544,71,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
959,1548,"","","",[347],[],[5246],"",[-9],[24],"",[],""
960,1549,"","","",[347],[],"[5493,5494,5495]","",[6],[24],"",[],""
961,1566,"","",4188,[],[24],[],"",[],[10],"",[],""
962,1567,"","",4189,[],[24],[],"",[],[10],"",[],""
963,1568,"",4190,"",[],[25],[],"",[],[7],"",[],""
964,1569,"",4191,"",[],[23],[],"",[],[12],"",[],""
965,1570,"",4192,"",[],[22],[],"",[],[11],"",[],""
966,1571,"",4193,"",[],[24],[],"",[],[9],"",[],""
967,1572,"","",4194,[],[25],[],"",[],"[8,21]","",[],""
968,1573,77,"","",[1368],[23],[],"",[35],[13],"",[],""
969,1575,"",4195,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
970,1576,"",4196,"",[],"[16,17,15]",[],"",[],[1],"",[],""
971,1577,"","","",[347],[],[5561],"",[4],[24],"",[],""
972,1578,72,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
973,1579,73,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
974,1580,"","",4197,[],[24],[],"",[],[10],"",[],""
975,1581,"",4198,"",[],[25],[],"",[],[7],"",[],""
976,1582,"",4199,"",[],[23],[],"",[],[12],"",[],""
977,1583,"",4200,"",[],[22],[],"",[],[11],"",[],""
978,1584,"",4201,"",[],[24],[],"",[],[9],"",[],""
979,1585,"","",4202,[],[24],[],"",[],[10],"",[],""
980,1586,"","",4203,[],[24],[],"",[],[10],"",[],""
981,1587,"","","","[347,2678]",[],[5477],"","[3,4]",[24],"",[],""
982,1588,74,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
983,1589,"","",4204,[],[21],[],"",[],[15],"",[],""
984,1590,"","",4205,[],[21],[],"",[],[15],"",[],""
985,1591,"",4206,"",[],[25],[],"",[],[7],"",[],""
986,1592,"",4207,"",[],[23],[],"",[],[12],"",[],""
987,1593,"",4208,"",[],[22],[],"",[],[11],"",[],""
988,1594,"",4209,"",[],[24],[],"",[],[9],"",[],""
989,1595,"",4210,"",[],[26],[],"",[],[4],"",[],""
990,1600,"",4211,"",[],[25],[],"",[],[7],"",[],""
991,1558,"","",4187,[],[21],[],"",[],[15],"",[],""
992,1563,"","","","[347,1302,1725]",[],"[5330,5458]","","[1,3,2]",[24],"",[],""
993,1602,"",4212,"",[],[25],[],"",[],[7],"",[],""
994,1603,"",4213,"",[],[26],[],"",[],[4],"",[],""
995,1604,"",4214,"",[],[25],[],"",[],[7],"",[],""
996,1605,"",4215,"",[],[23],[],"",[],[12],"",[],""
997,1606,"",4216,"",[],[22],[],"",[],[11],"",[],""
998,1607,"",4217,"",[],[24],[],"",[],[9],"",[],""
999,1608,"","","",[347],[],[5310],"",[2],[24],"",[],""
1000,1610,"",4218,"",[],[26],[],"",[],[4],"",[],""
1001,1611,"","","",[347],[],[5247],"",[1],[24],"",[],""
1002,1612,"","","",[1222],[],"[5376,5392,5378,5379,5385,5390,5386,5410,5532,5674,5670]","",[10],[24],"",[],""
1003,1613,"","","","[347,1302,2678]",[],[5243],"","[3,1,4]",[24],"",[],""
1004,1614,"","","",[347],[],[5248],"",[1],[24],"",[],""
1005,1615,"","","",[347],[],[5248],"",[2],[24],"",[],""
1006,1616,"","","","[347,2678,9198]",[],[5265],"","[2,4,33]",[24],"",[],""
1007,1617,"","","",[1302],[],[5260],"",[3],[24],"",[],""
1008,1618,"",4219,"",[],[25],[],"",[],[7],"",[],""
1009,1619,"",4220,"",[],[23],[],"",[],[12],"",[],""
1010,1620,"",4221,"",[],[22],[],"",[],[11],"",[],""
1011,1621,"",4222,"",[],[24],[],"",[],[9],"",[],""
1012,1622,"","",4223,[],[24],[],"",[],[10],"",[],""
1013,1624,"","","",[347],[],[5505],"",[1],[24],"",[],""
1014,1625,"",4224,"",[],[25],[],"",[],[7],"",[],""
1015,1626,"",4225,"",[],[23],[],"",[],[12],"",[],""
1016,1627,"",4226,"",[],[22],[],"",[],[11],"",[],""
1017,1628,"",4227,"",[],[24],[],"",[],[9],"",[],""
1018,1629,"","",4228,[],[24],[],"",[],[10],"",[],""
1019,1630,"","","",[7780],[],"[5589,5676]","",[1],[24],"",[],""
1020,1631,"",4229,"",[],[25],[],"",[],[7],"",[],""
1021,1632,"",4230,"",[],[23],[],"",[],[12],"",[],""
1022,1633,"",4231,"",[],[22],[],"",[],[11],"",[],""
1023,1634,"",4232,"",[],[24],[],"",[],[9],"",[],""
1024,1635,"","",4233,[],[24],[],"",[],[10],"",[],""
1025,1636,"","","",[7780],[],"[5589,5676]","",[2],[24],"",[],""
1026,1637,"",4234,4234,[],[25],[],"",[],"[7,8,21]","",[],""
1027,1638,"",4235,"",[],[25],[],"",[],[7],"",[],""
1028,1639,"","",4236,[],[24],[],"",[],[10],"",[],""
1029,1641,"","",4237,[],[24],[],"",[],[10],"",[],""
1030,1642,"","",4238,[],[24],[],"",[],[10],"",[],""
1031,1643,79,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1032,1647,"","",4240,[],[21],[],"",[],[15],"",[],""
1033,1648,80,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]",1,[],""
1034,1652,"","",4239,[],[24],[],"",[],[10],"",[],""
1035,1653,"",4241,"",[],[25],[],"",[],[7],"",[],""
1036,1654,"",4242,"",[],[23],[],"",[],[12],"",[],""
1037,1655,"",4243,"",[],[22],[],"",[],[11],"",[],""
1038,1656,"",4244,"",[],[24],[],"",[],[9],"",[],""
1039,1662,"",4250,"",[],[25],[],"",[],[7],"",[],""
1040,1663,"",4251,"",[],[25],[],"",[],[7],"",[],""
1041,1664,"",4252,"",[],[23],[],"",[],[12],"",[],""
1042,1665,"",4253,"",[],[22],[],"",[],[11],"",[],""
1043,1666,"",4254,"",[],[24],[],"",[],[9],"",[],""
1044,1667,"","",4255,[],[24],[],"",[],[10],"",[],""
1045,1668,"","",4256,[],[24],[],"",[],[10],"",[],""
1046,1669,"","",4257,[],[21],[],"",[],[15],"",[],""
1047,1670,"","","",[347],[],[5518],"",[5],[24],"",[],""
1048,1671,"","","",[347],[],"[5493,5494,5495]","",[8],[24],"",[],""
1049,1673,"","",4258,[],[25],[],"",[],"[8,21]","",[],""
1050,1674,"","","",[1368],[23],[],"",[36],[13],"",[],""
1051,1675,"",4259,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
1052,1676,"",4260,"",[],"[16,17,15]",[],"",[],[1],"",[],""
1053,1677,81,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1054,1678,"",4261,"",[],[25],[],"",[],[7],"",[],""
1055,1679,"",4262,"",[],[23],[],"",[],[12],"",[],""
1056,1680,"",4263,"",[],[22],[],"",[],[11],"",[],""
1057,1681,"",4264,"",[],[24],[],"",[],[9],"",[],""
1058,1682,"","",4265,[],[24],[],"",[],[10],"",[],""
1059,1683,"","",4266,[],[24],[],"",[],[10],"",[],""
1060,1684,"","",4267,[],[21],[],"",[],[15],"",[],""
1061,1685,"","","","[347,1302,1725]",[],"[5330,5458]","","[2,5,3]",[24],"",[],""
1062,1686,"","","",[347],[],"[5493,5494,5495]","",[9],[24],"",[],""
1063,1688,"","",4268,[],[25],[],"",[],"[8,21]","",[],""
1064,1689,"","","",[1368],[23],[],"",[37],[13],"",[],""
1065,1690,"",4269,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
1066,1691,"",4270,"",[],"[16,17,15]",[],"",[],[1],"",[],""
1067,1692,82,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1068,1693,"",4271,"",[],[25],[],"",[],[7],"",[],""
1069,1694,"",4272,"",[],[23],[],"",[],[12],"",[],""
1070,1695,"",4273,"",[],[22],[],"",[],[11],"",[],""
1071,1696,"",4274,"",[],[24],[],"",[],[9],"",[],""
1072,1697,"","",4275,[],[24],[],"",[],[10],"",[],""
1073,1698,"","",4276,[],[24],[],"",[],[10],"",[],""
1074,1700,"","",4277,[],[25],[],"",[],"[8,21]","",[],""
1075,1701,83,"","",[1368],[23],[],"",[38],[13],"",[],""
1076,1657,"",4245,"",[],[25],[],"",[],[7],"",[],""
1077,1658,"",4246,"",[],[23],[],"",[],[12],"",[],""
1078,1659,"",4247,"",[],[22],[],"",[],[11],"",[],""
1079,1660,"",4248,"",[],[24],[],"",[],[9],"",[],""
1080,1661,"","",4249,[],[24],[],"",[],[10],"",[],""
1081,1702,"","","","[347,1302]",[],[5256],"","[1,2]",[24],"",[],""
1082,1703,"","","",[347],[],[5256],"",[4],[24],"",[],""
1083,1704,"","","","[347,12059,2678]",[],[5582],"","[7,25,18]",[24],"",[],""
1084,1705,"",4278,"",[],[25],[],"",[],[7],"",[],""
1085,1706,"",4279,"",[],[23],[],"",[],[12],"",[],""
1086,1707,"",4280,"",[],[22],[],"",[],[11],"",[],""
1087,1708,"",4281,"",[],[24],[],"",[],[9],"",[],""
1088,1709,"","",4282,[],[24],[],"",[],[10],"",[],""
1089,1710,"",4283,"",[],[26],[],"",[],[4],"",[],""
1090,1711,"","",4284,[],[24],[],"",[],[10],"",[],""
1091,1712,"",4285,"",[],[25],[],"",[],[7],"",[],""
1092,1713,"",4286,"",[],[23],[],"",[],[12],"",[],""
1093,1714,"",4287,"",[],[22],[],"",[],[11],"",[],""
1094,1715,"",4288,"",[],[24],[],"",[],[9],"",[],""
1095,1717,"","","",[347],[],[5489],"",[2],[24],"",[],""
1096,1718,"",4289,"",[],[25],[],"",[],[7],"",[],""
1097,1719,"",4290,"",[],[23],[],"",[],[12],"",[],""
1098,1720,"",4291,"",[],[22],[],"",[],[11],"",[],""
1099,1721,"",4292,"",[],[24],[],"",[],[9],"",[],""
1100,1722,"","",4293,[],[24],[],"",[],[10],"",[],""
1101,1723,"","","",[347],[],[5511],"",[1],[24],"",[],""
1102,1724,"","",4294,[],[21],[],"",[],[15],"",[],""
1103,1725,"","",4295,[],[24],[],"",[],[10],"",[],""
1104,1726,"","",4296,[],[24],[],"",[],[10],"",[],""
1105,1727,"","","",[347],[],"[5496,5493,5494,5497,5495]","",[10],[24],"",[],""
1106,1728,"","","","[347,1302,1725]",[],"[5356,5454]","","[-4,3,3]",[24],"",[],""
1107,1729,"","","","[347,9198,1725,12059]",[],"[5301,5455]","","[17,49,3,14]",[24],"",[],""
1108,1730,"","","","[347,1302]",[],"[5301,5455]","","[18,2]",[24],"",[],""
1109,1731,"",4297,"",[],[25],[],"",[],[7],"",[],""
1110,1732,"",4298,"",[],[23],[],"",[],[12],"",[],""
1111,1733,"",4299,"",[],[22],[],"",[],[11],"",[],""
1112,1734,"",4300,"",[],[24],[],"",[],[9],"",[],""
1113,1740,"","",4301,[],[21],[],"",[],[15],"",[],""
1114,1735,"",4302,"",[],[25],[],"",[],[7],"",[],""
1115,1736,"",4303,"",[],[23],[],"",[],[12],"",[],""
1116,1737,"",4304,"",[],[22],[],"",[],[11],"",[],""
1117,1738,"",4305,"",[],[24],[],"",[],[9],"",[],""
1118,1739,"","",4306,[],[25],[],"",[],"[8,21]","",[],""
1119,1741,"","",4307,[],[21],[],"",[],[15],"",[],""
1120,1742,"",4308,"",[],[26],[],"",[],[4],"",[],""
1121,1743,"",4309,"",[],[25],[],"",[],[7],"",[],""
1122,1744,"",4310,"",[],[23],[],"",[],[12],"",[],""
1123,1745,"",4311,"",[],[22],[],"",[],[11],"",[],""
1124,1746,"",4312,"",[],[24],[],"",[],[9],"",[],""
1125,1747,"",4313,"",[],[25],[],"",[],[7],"",[],""
1126,1748,"",4314,"",[],[23],[],"",[],[12],"",[],""
1127,1749,"",4315,"",[],[22],[],"",[],[11],"",[],""
1128,1750,"",4316,"",[],[24],[],"",[],[9],"",[],""
1129,1751,"",4317,"",[],[25],[],"",[],[7],"",[],""
1130,1752,"",4318,"",[],[23],[],"",[],[12],"",[],""
1131,1753,"",4319,"",[],[22],[],"",[],[11],"",[],""
1132,1754,"",4320,"",[],[24],[],"",[],[9],"",[],""
1133,1755,"","",4321,[],[24],[],"",[],[10],"",[],""
1134,1756,"","",4322,[],[24],[],"",[],[10],"",[],""
1135,1757,"","",4323,[],[24],[],"",[],[10],"",[],""
1136,1758,"","",4324,[],[24],[],"",[],[10],"",[],""
1137,1759,"","",4325,[],[24],[],"",[],[10],"",[],""
1138,1760,"","",4326,[],[24],[],"",[],[10],"",[],""
1139,1761,84,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1140,1762,85,"","",[],"[37,6,7,8,9,10,11,12,13,14,15,16,17,32,56,57,26]",[],"",[],"[2,5]","",[],""
1141,1766,"","",4327,[],[21],[],"",[],[15],"",[],""
1142,1767,"","",4328,[],[21],[],"",[],[15],"",[],""
1143,1768,"","","",[347],[],"[5496,5493,5494,5497,5495]","",[11],[24],"",[],""
1144,1769,"","","",[347],[],"[5496,5493,5494,5497,5495]","",[12],[24],"",[],""
1145,1770,"",4329,"",[],"[9,11,12,32,10]",[],"",[],"[1,4]","",[],""
1146,1771,"",4330,"",[],[13],[],"",[],[1],"",[],""
1147,1772,"",4331,"",[],"[16,17,15,14,9,11,12,32,10,57]",[],"",[],"[1,4]","",[],""
1148,1773,"","","","[347,1302]",[],"[5330,5458]","","[4,6]",[24],"",[],""
1149,1774,"","","",[1302],[],[5260],"",[4],[24],"",[],""
1150,1775,"","",4332,[],[25],[],"",[],"[8,21]","",[],""
1151,1776,"","",4333,[],[25],[],"",[],"[8,21]","",[],""
