"rownum","Metadata","i32","[rid]","i32","i32","i32","i32","i32","i32","i32","i32","bool","bool","bool","bool","bool","bool","bool","bool","bool","bool","i32","i32","i32","i32","rid","bool","bool","i32","Script1","bool","bool","Script2","[i32]","i32","i32","i32","i32"
1167,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_slow1",83,[7432],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1168,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",1,"[7433,7434,7435,7436]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1169,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",4,"[7433,7434,7435,7436]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1170,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",9,"[7433,7434,7435,7436]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"",1,"",1,"","","","",[],0,0,0,0
1171,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",13,"[7433,7434,7435,7436]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","",[],0,0,0,0
1172,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",25,"[7433,7434,7435,7436]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"",1,"",1,"","","","",[],0,0,0,0
1173,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",40,"[7433,7434,7435,7436]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1174,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",55,"[7433,7434,7435,7436]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1175,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",68,"[7433,7434,7435,7436]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1176,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",73,"[7433,7434,7435,7436]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1177,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",78,"[7433,7434,7435,7436]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1178,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",80,"[7433,7434,7435,7436]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1179,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed1",83,"[7433,7434,7435,7436]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1180,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",1,[7437],22,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1181,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",4,[7437],22,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1182,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",9,[7437],22,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1183,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",13,[7437],22,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1184,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",25,[7437],22,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1185,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",40,[7437],22,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1186,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",55,[7437],22,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1187,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",68,[7437],22,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1188,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",73,[7437],22,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1189,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",78,[7437],22,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1190,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",80,[7437],22,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1191,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode1",83,[7437],22,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1192,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",1,"[7433,7434,7435,7436]",20,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1193,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",4,"[7433,7434,7435,7436]",20,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1194,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",9,"[7433,7434,7435,7436]",20,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","",[],0,0,0,0
1195,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",13,"[7433,7434,7435,7436]",20,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,10,3,"",1,"",1,"","","","",[],0,0,0,0
1196,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",25,"[7433,7434,7435,7436]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,13,4,"",1,"",1,"","","","",[],0,0,0,0
1197,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",40,"[7433,7434,7435,7436]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","",[],0,0,0,0
1198,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",55,"[7433,7434,7435,7436]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","",[],0,0,0,0
1199,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",68,"[7433,7434,7435,7436]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,16,5,"",1,"",1,"","","","",[],0,0,0,0
1200,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",73,"[7433,7434,7435,7436]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,17,5,"",1,"",1,"","","","",[],0,0,0,0
1201,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",78,"[7433,7434,7435,7436]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,18,5,"",1,"",1,"","","","",[],0,0,0,0
1202,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",80,"[7433,7434,7435,7436]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,19,5,"",1,"",1,"","","","",[],0,0,0,0
1203,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed2",83,"[7433,7434,7435,7436]",20,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,20,5,"",1,"",1,"","","","",[],0,0,0,0
1204,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",1,[7437],30,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1205,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",4,[7437],30,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1206,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",9,[7437],30,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1207,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",13,[7437],30,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1208,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",25,[7437],30,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1209,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",40,[7437],30,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1210,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",55,[7437],30,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1211,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",68,[7437],30,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1212,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",73,[7437],30,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1213,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",78,[7437],30,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1214,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",80,[7437],30,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1215,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode2",83,[7437],30,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1216,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",1,"[7433,7434,7435,7436]",25,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1217,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",4,"[7433,7434,7435,7436]",25,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1218,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",9,"[7433,7434,7435,7436]",25,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","",[],0,0,0,0
1219,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",13,"[7433,7434,7435,7436]",25,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,10,3,"",1,"",1,"","","","",[],0,0,0,0
1220,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",25,"[7433,7434,7435,7436]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,13,4,"",1,"",1,"","","","",[],0,0,0,0
1221,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",40,"[7433,7434,7435,7436]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","",[],0,0,0,0
1222,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",55,"[7433,7434,7435,7436]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,15,5,"",1,"",1,"","","","",[],0,0,0,0
1223,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",68,"[7433,7434,7435,7436]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,16,5,"",1,"",1,"","","","",[],0,0,0,0
1224,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",73,"[7433,7434,7435,7436]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,17,5,"",1,"",1,"","","","",[],0,0,0,0
1225,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",78,"[7433,7434,7435,7436]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,18,5,"",1,"",1,"","","","",[],0,0,0,0
1226,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",80,"[7433,7434,7435,7436]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,19,5,"",1,"",1,"","","","",[],0,0,0,0
1227,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_mixed3",83,"[7433,7434,7435,7436]",25,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,20,5,"",1,"",1,"","","","",[],0,0,0,0
1228,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",1,[7438],50,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1229,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",4,[7438],50,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1230,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",9,[7438],50,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1231,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",13,[7438],50,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1232,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",25,[7438],50,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1233,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",40,[7438],50,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1234,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",55,[7438],50,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1235,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",68,[7438],50,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1236,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",73,[7438],50,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1237,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",78,[7438],50,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1238,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",80,[7438],50,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1239,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_explode3",83,[7438],50,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"ModifyState( spawn_count, +1 );","","","",[],0,0,0,0
1240,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_bandit_boss",1,[7439],1,0,0,0,200,300,0,0,"",1,1,"","",1,"","","","",0,0,0,0,3,1,"",1,"","","","",[],0,0,0,0
1241,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",1,[7458],15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1242,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",4,[7458],15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","",[],0,0,0,0
1243,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",9,[7458],15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"",1,"",1,"","","","",[],0,0,0,0
1244,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",13,[7458],15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","",[],0,0,0,0
1245,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",25,[7458],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"",1,"",1,"","","","",[],0,0,0,0
1246,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",40,[7458],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1247,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",55,[7458],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1248,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",68,[7458],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1249,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",73,[7458],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1250,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",78,[7458],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1251,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",80,[7458],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1252,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_slow",83,[7458],15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","",[],0,0,0,0
1253,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",1,"[7459,7460,7463]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1254,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",4,"[7459,7460,7463]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1255,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",9,"[7459,7460,7463]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1256,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",13,"[7459,7460,7463]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1257,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",25,"[7459,7460,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1258,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",40,"[7459,7460,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1259,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",55,"[7459,7460,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1260,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",68,"[7459,7460,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1261,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",73,"[7459,7460,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1262,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",78,"[7459,7460,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1263,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",80,"[7459,7460,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1264,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_1",83,"[7459,7460,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[4,4,1]",0,0,0,0
1265,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",1,"[7458,7461,7463]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1266,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",4,"[7458,7461,7463]",15,0,0,0,874,1408,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1267,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",9,"[7458,7461,7463]",15,0,0,0,832,1338,0,0,"",1,1,"","",1,"","","","",0,0,5,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1268,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",13,"[7458,7461,7463]",15,0,0,0,798,1282,0,0,"",1,1,"","",1,"","","","",0,0,7,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1269,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",25,"[7458,7461,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,9,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1270,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",40,"[7458,7461,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1271,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",55,"[7458,7461,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1272,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",68,"[7458,7461,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1273,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",73,"[7458,7461,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1274,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",78,"[7458,7461,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1275,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",80,"[7458,7461,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1276,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_2",83,"[7458,7461,7463]",15,0,0,0,695,1113,0,0,"",1,1,"","",1,"","","","",0,0,10,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
1277,"Metadata/Monsters/LeagueBlight/Spawners/GenericEncounterWave_templar_mixed2_3",1,"[7458,7462,7463]",15,0,0,0,900,1450,0,0,"",1,1,"","",1,"","","","",0,0,0,0,"",1,"",1,"","","","","[5,3,1]",0,0,0,0
